Date,Close,JWN
13/08/2013,60.18,-0.010085231
12/08/2013,60.79,0.033453529
09/08/2013,58.79,-0.013683802
08/08/2013,59.6,0.011814483
07/08/2013,58.9,-0.01533178
06/08/2013,59.81,-0.037089909
05/08/2013,62.07,0.001289699
02/08/2013,61.99,-0.002899487
01/08/2013,62.17,0.015071997
31/07/2013,61.24,-0.000489756
30/07/2013,61.27,-0.005858438
29/07/2013,61.63,0.00178644
26/07/2013,61.52,0.001301236
25/07/2013,61.44,-0.000325468
24/07/2013,61.46,-0.000813207
23/07/2013,61.51,-0.009063017
22/07/2013,62.07,0.008250471
19/07/2013,61.56,-0.000811886
18/07/2013,61.61,-0.000162298
17/07/2013,61.62,-0.006470421
16/07/2013,62.02,-0.001128032
15/07/2013,62.09,-0.00273422
12/07/2013,62.26,-0.006244516
11/07/2013,62.65,0.00095816
10/07/2013,62.59,-0.001277343
09/07/2013,62.67,0.000957854
08/07/2013,62.61,0.009145671
05/07/2013,62.04,0.016413792
03/07/2013,61.03,0.005092413
02/07/2013,60.72,-0.008037442
01/07/2013,61.21,0.020966513
28/06/2013,59.94,0.006359854
27/06/2013,59.56,0.002689981
26/06/2013,59.4,0.012365703
25/06/2013,58.67,0.021013519
24/06/2013,57.45,-0.01297035
21/06/2013,58.2,0.00758886
20/06/2013,57.76,-0.019544596
19/06/2013,58.9,-0.012485399
18/06/2013,59.64,0.009264785
17/06/2013,59.09,0.002541728
14/06/2013,58.94,-0.00878384
13/06/2013,59.46,0.020731414
12/06/2013,58.24,-0.012286844
11/06/2013,58.96,-0.007771622
10/06/2013,59.42,-0.00168152
07/06/2013,59.52,0.018311804
06/06/2013,58.44,0.007212808
05/06/2013,58.02,-0.023338083
04/06/2013,59.39,0.001010782
03/06/2013,59.33,0.008633147
31/05/2013,58.82,-0.005425581
30/05/2013,59.14,-0.002027028
29/05/2013,59.26,-0.011743131
28/05/2013,59.96,0.001502128
24/05/2013,59.87,-0.004832135
23/05/2013,60.16,0
22/05/2013,60.16,-0.00910075
21/05/2013,60.71,0.003795697
20/05/2013,60.48,-0.003301423
17/05/2013,60.68,-0.00738859
16/05/2013,61.13,-0.005058345
15/05/2013,61.44,0.003260518
14/05/2013,61.24,0.012322509
13/05/2013,60.49,0.022063405
10/05/2013,59.17,0.011558857
09/05/2013,58.49,-0.008681644
08/05/2013,59,0.00697341
07/05/2013,58.59,0.008570502
06/05/2013,58.09,-0.002063629
03/05/2013,58.21,0.020479716
02/05/2013,57.03,0.015550764
01/05/2013,56.15,-0.00780561
30/04/2013,56.59,0.000883939
29/04/2013,56.54,-0.00300221
26/04/2013,56.71,0.004595271
25/04/2013,56.45,0.021305971
24/04/2013,55.26,0.001267542
23/04/2013,55.19,0.000906372
22/04/2013,55.14,0.004362057
19/04/2013,54.9,0.001458258
18/04/2013,54.82,-0.010343981
17/04/2013,55.39,-0.013983734
16/04/2013,56.17,0.018688774
15/04/2013,55.13,-0.030194344
12/04/2013,56.82,-0.0038644
11/04/2013,57.04,0.021799711
10/04/2013,55.81,0.01753321
09/04/2013,54.84,-0.008353054
08/04/2013,55.3,-0.002889132
05/04/2013,55.46,-0.000180294
04/04/2013,55.47,0.013978625
03/04/2013,54.7,-0.005287641
02/04/2013,54.99,0.009868501
01/04/2013,54.45,-0.014223435
28/03/2013,55.23,0.013305582
27/03/2013,54.5,0.004044867
26/03/2013,54.28,0.008882368
25/03/2013,53.8,0.008961972
22/03/2013,53.32,0.007908156
21/03/2013,52.9,-0.004714766
20/03/2013,53.15,0.01325777
19/03/2013,52.45,-0.019634386
18/03/2013,53.49,-0.009304124
15/03/2013,53.99,-0.005541204
14/03/2013,54.29,0
13/03/2013,54.29,0.006282356
12/03/2013,53.95,-0.005913896
11/03/2013,54.27,-0.008257685
08/03/2013,54.72,0.013430429
07/03/2013,53.99,-0.007197595
06/03/2013,54.38,0.000183908
05/03/2013,54.37,0.010167386
04/03/2013,53.82,-0.004634358
01/03/2013,54.07,-0.002770341
28/02/2013,54.22,0.005919366
27/02/2013,53.9,0.025746043
26/02/2013,52.53,-0.003231021
25/02/2013,52.7,-0.024183389
22/02/2013,53.99,-0.009768763
21/02/2013,54.52,-0.011489139
20/02/2013,55.15,-0.023652778
19/02/2013,56.47,0.01912993
15/02/2013,55.4,0.002711253
14/02/2013,55.25,0.000543134
13/02/2013,55.22,0.004355724
12/02/2013,54.98,-0.007068448
11/02/2013,55.37,-0.008094297
08/02/2013,55.82,0.016436747
07/02/2013,54.91,-0.006534785
06/02/2013,55.27,0.002899078
05/02/2013,55.11,0.011130486
04/02/2013,54.5,-0.011311925
01/02/2013,55.12,-0.001993657
31/01/2013,55.23,-0.006497045
30/01/2013,55.59,-0.001617687
29/01/2013,55.68,0.002697601
28/01/2013,55.53,-0.009320734
25/01/2013,56.05,0.006802747
24/01/2013,55.67,0.006126145
23/01/2013,55.33,-0.000903261
22/01/2013,55.38,-0.002524798
18/01/2013,55.52,-0.002338762
17/01/2013,55.65,-0.005376357
16/01/2013,55.95,0.009698352
15/01/2013,55.41,0.02892915
14/01/2013,53.83,-0.000185753
11/01/2013,53.84,-0.019132298
10/01/2013,54.88,0.01542447
09/01/2013,54.04,0.002408524
08/01/2013,53.91,-0.009599483
07/01/2013,54.43,-0.005496533
04/01/2013,54.73,-0.009818261
03/01/2013,55.27,0.030121653
02/01/2013,53.63,0.002426959
31/12/2012,53.5,0.025365736
28/12/2012,52.16,0.007311943
27/12/2012,51.78,0.007365802
26/12/2012,51.4,-0.019650025
24/12/2012,52.42,-0.000572137
21/12/2012,52.45,0.006503466
20/12/2012,52.11,-0.01296491
19/12/2012,52.79,0.006842832
18/12/2012,52.43,0.002865058
17/12/2012,52.28,0.001531394
14/12/2012,52.2,0.000958313
13/12/2012,52.15,0.000767313
12/12/2012,52.11,0.004423509
11/12/2012,51.88,-0.007297901
10/12/2012,52.26,-0.010279931
07/12/2012,52.8,-0.003214525
06/12/2012,52.97,0.00511026
05/12/2012,52.7,-0.010006692
04/12/2012,53.23,-0.009163224
03/12/2012,53.72,-0.006863954
30/11/2012,54.09,-0.005163205
29/11/2012,54.37,-0.015150422
28/11/2012,55.2,0.019020325
27/11/2012,54.16,-0.001476015
26/11/2012,54.24,-0.041706559
23/11/2012,56.55,0.016942001
21/11/2012,55.6,-0.002694209
20/11/2012,55.75,-0.012832113
19/11/2012,56.47,0.028742773
16/11/2012,54.87,0.012654914
15/11/2012,54.18,0.001292825
14/11/2012,54.11,-0.014312171
13/11/2012,54.89,0.003650305
12/11/2012,54.69,-0.001826818
09/11/2012,54.79,-0.011071898
08/11/2012,55.4,-0.032848049
07/11/2012,57.25,-0.016457712
06/11/2012,58.2,0.010015625
05/11/2012,57.62,0.019983136
02/11/2012,56.48,-0.012492465
01/11/2012,57.19,0.007371041
31/10/2012,56.77,0.017771927
26/10/2012,55.77,0.012086374
25/10/2012,55.1,0.002544068
24/10/2012,54.96,-0.009236686
23/10/2012,55.47,-0.008973499
22/10/2012,55.97,-0.008185099
19/10/2012,56.43,-0.012853421
18/10/2012,57.16,-0.008709339
17/10/2012,57.66,0.018024812
16/10/2012,56.63,0.016558733
15/10/2012,55.7,0.0139205
12/10/2012,54.93,-0.00725561
11/10/2012,55.33,0.001084991
10/10/2012,55.27,-0.015083784
09/10/2012,56.11,-0.006218373
08/10/2012,56.46,0.004971601
05/10/2012,56.18,0.002316672
04/10/2012,56.05,0.003037615
03/10/2012,55.88,0.00448391
02/10/2012,55.63,-0.001975398
01/10/2012,55.74,0.010097453
28/09/2012,55.18,0.002177069
27/09/2012,55.06,0.002910151
26/09/2012,54.9,0
25/09/2012,54.9,-0.004905979
24/09/2012,55.17,-0.015824822
21/09/2012,56.05,-0.009057872
20/09/2012,56.56,-0.005290085
19/09/2012,56.86,0.009364853
18/09/2012,56.33,-0.019861801
17/09/2012,57.46,-0.001738828
14/09/2012,57.56,-0.00173581
13/09/2012,57.66,-0.005016878
12/09/2012,57.95,0.00311096
11/09/2012,57.77,-0.00155669
10/09/2012,57.86,0.006067454
07/09/2012,57.51,-0.007794272
06/09/2012,57.96,0.015474533
05/09/2012,57.07,-0.010458523
04/09/2012,57.67,-0.002770565
31/08/2012,57.83,0.005201121
30/08/2012,57.53,-0.008653567
29/08/2012,58.03,0.010219193
28/08/2012,57.44,-0.004169568
27/08/2012,57.68,-0.004670077
24/08/2012,57.95,0.015301985
23/08/2012,57.07,-0.011325149
22/08/2012,57.72,0.019241454
21/08/2012,56.62,0.000706714
20/08/2012,56.58,-0.011946734
17/08/2012,57.26,0.012300278
16/08/2012,56.56,0.000884408
15/08/2012,56.51,0.001239487
14/08/2012,56.44,0.007469357
13/08/2012,56.02,-0.001961659
10/08/2012,56.13,0.018883755
09/08/2012,55.08,-0.00669504
08/08/2012,55.45,0.004156507
07/08/2012,55.22,0.014042357
06/08/2012,54.45,0.001838236
03/08/2012,54.35,0.019320683
02/08/2012,53.31,0.004323721
01/08/2012,53.08,-0.019773075
31/07/2012,54.14,-0.007544428
30/07/2012,54.55,0.002753558
27/07/2012,54.4,0.019677635
26/07/2012,53.34,0.016826184
25/07/2012,52.45,0.013242685
24/07/2012,51.76,-0.006739219
23/07/2012,52.11,-0.00631279
20/07/2012,52.44,-0.015891367
19/07/2012,53.28,0.007157687
18/07/2012,52.9,0.007971194
17/07/2012,52.48,0.01342817
16/07/2012,51.78,-0.002122119
13/07/2012,51.89,0.030524773
12/07/2012,50.33,-0.007127332
11/07/2012,50.69,-0.020309232
10/07/2012,51.73,0.000773545
09/07/2012,51.69,-0.003861754
06/07/2012,51.89,0.006961931
05/07/2012,51.53,0.019003413
03/07/2012,50.56,0.001583532
02/07/2012,50.48,0.015773513
29/06/2012,49.69,0.029407878
28/06/2012,48.25,0.007280323
27/06/2012,47.9,-0.014919464
26/06/2012,48.62,0.01408474
25/06/2012,47.94,-0.020236082
22/06/2012,48.92,0.003686263
21/06/2012,48.74,-0.042576712
20/06/2012,50.86,-0.003336935
19/06/2012,51.03,0.039981339
18/06/2012,49.03,-0.002444491
15/06/2012,49.15,0.020140426
14/06/2012,48.17,0.016536222
13/06/2012,47.38,-0.030963513
12/06/2012,48.87,0.024232313
11/06/2012,47.7,-0.022183972
08/06/2012,48.77,0.023022898
07/06/2012,47.66,-0.00335149
06/06/2012,47.82,0.016020579
05/06/2012,47.06,-0.008674549
04/06/2012,47.47,0.01421473
01/06/2012,46.8,-0.012105914
31/05/2012,47.37,-0.059618267
30/05/2012,50.28,-0.015785647
29/05/2012,51.08,0.006678477
25/05/2012,50.74,0.005731807
24/05/2012,50.45,0.004171225
23/05/2012,50.24,0.011813132
22/05/2012,49.65,0.001612578
21/05/2012,49.57,0.013812935
18/05/2012,48.89,0.007184676
17/05/2012,48.54,-0.030634305
16/05/2012,50.05,-0.011324249
15/05/2012,50.62,0.008331728
14/05/2012,50.2,-0.015025985
11/05/2012,50.96,-0.049201233
10/05/2012,53.53,-0.007259222
09/05/2012,53.92,-0.001667748
08/05/2012,54.01,-0.022337069
07/05/2012,55.23,-0.012058096
04/05/2012,55.9,-0.017027726
03/05/2012,56.86,-0.005961792
02/05/2012,57.2,0.023705338
01/05/2012,55.86,0
30/04/2012,55.86,-0.003395589
27/04/2012,56.05,0.008420725
26/04/2012,55.58,0.007222856
25/04/2012,55.18,0.022913659
24/04/2012,53.93,-0.012713207
23/04/2012,54.62,-0.008931072
20/04/2012,55.11,-0.00813233
19/04/2012,55.56,-0.003413892
18/04/2012,55.75,-0.003759739
17/04/2012,55.96,0.007893834
16/04/2012,55.52,0.009591966
13/04/2012,54.99,-0.001816861
12/04/2012,55.09,0.008385029
11/04/2012,54.63,0.021649472
10/04/2012,53.46,-0.043735815
09/04/2012,55.85,-0.005713281
05/04/2012,56.17,0.01109929
04/04/2012,55.55,0.003064998
03/04/2012,55.38,-0.013273737
02/04/2012,56.12,0.007153106
30/03/2012,55.72,0.008108883
29/03/2012,55.27,0.010183758
28/03/2012,54.71,-0.012533086
27/03/2012,55.4,0.001987533
26/03/2012,55.29,0.013657683
23/03/2012,54.54,-0.008216973
22/03/2012,54.99,-0.00471699
21/03/2012,55.25,0.009273637
20/03/2012,54.74,0.006782172
19/03/2012,54.37,-0.009336452
16/03/2012,54.88,-0.00309288
15/03/2012,55.05,0.006743851
14/03/2012,54.68,-0.004015337
13/03/2012,54.9,0.022659162
12/03/2012,53.67,-0.007610246
09/03/2012,54.08,0.007423939
08/03/2012,53.68,0.008982096
07/03/2012,53.2,0.014960984
06/03/2012,52.41,-0.020584241
05/03/2012,53.5,-0.000934143
02/03/2012,53.55,-0.004099894
01/03/2012,53.77,0.002793558
29/02/2012,53.62,-0.002979518
28/02/2012,53.78,-0.002043281
27/02/2012,53.89,0.013450604
24/02/2012,53.17,-0.001503477
23/02/2012,53.25,0.011711505
22/02/2012,52.63,-0.003035479
21/02/2012,52.79,0.031754809
17/02/2012,51.14,-0.02013231
16/02/2012,52.18,0.022873647
15/02/2012,51,0.006491613
14/02/2012,50.67,0.00217327
13/02/2012,50.56,-0.004341826
10/02/2012,50.78,-0.007259916
09/02/2012,51.15,0.0027408
08/02/2012,51.01,0.008070116
07/02/2012,50.6,0.016137416
06/02/2012,49.79,-0.009594317
03/02/2012,50.27,0.023345798
02/02/2012,49.11,-0.008313948
01/02/2012,49.52,0.002831144
31/01/2012,49.38,-0.003033063
30/01/2012,49.53,0.019984352
27/01/2012,48.55,0.001855479
26/01/2012,48.46,-0.005761333
25/01/2012,48.74,-0.01789393
24/01/2012,49.62,0.004848494
23/01/2012,49.38,-0.012877442
20/01/2012,50.02,-0.006972834
19/01/2012,50.37,0.014598799
18/01/2012,49.64,0.013180765
17/01/2012,48.99,0.010464854
13/01/2012,48.48,-0.009239364
12/01/2012,48.93,-0.001021346
11/01/2012,48.98,-0.007728328
10/01/2012,49.36,-0.0060594
09/01/2012,49.66,-0.001609658
06/01/2012,49.74,-0.017339747
05/01/2012,50.61,0.010527458
04/01/2012,50.08,0.00721446
03/01/2012,49.72,0.000201147
30/12/2011,49.71,-0.006416705
29/12/2011,50.03,0.002401442
28/12/2011,49.91,-0.003200643
27/12/2011,50.07,0.004804814
23/12/2011,49.83,0.013536928
22/12/2011,49.16,-0.007498262
21/12/2011,49.53,0.013414835
20/12/2011,48.87,0.041146036
19/12/2011,46.9,-0.002768021
16/12/2011,47.03,-0.005301677
15/12/2011,47.28,0.002965476
14/12/2011,47.14,0.003399918
13/12/2011,46.98,-0.030190972
12/12/2011,48.42,0.00455393
09/12/2011,48.2,0.01631494
08/12/2011,47.42,0.006346541
07/12/2011,47.12,-0.005080451
06/12/2011,47.36,-0.016127693
05/12/2011,48.13,0.020147586
02/12/2011,47.17,0.001485096
01/12/2011,47.1,0.039407567
30/11/2011,45.28,0.013787187
29/11/2011,44.66,-0.011797577
28/11/2011,45.19,0.020116905
25/11/2011,44.29,-0.010109038
23/11/2011,44.74,-0.021886582
22/11/2011,45.73,-0.012603383
21/11/2011,46.31,-0.014364059
18/11/2011,46.98,-0.000638366
17/11/2011,47.01,-0.023545338
16/11/2011,48.13,-0.024018398
15/11/2011,49.3,0.004268733
14/11/2011,49.09,-0.007913199
11/11/2011,49.48,-0.002825431
10/11/2011,49.62,0.014003273
09/11/2011,48.93,-0.045348827
08/11/2011,51.2,0.011195246
07/11/2011,50.63,0.004751543
04/11/2011,50.39,-0.013404498
03/11/2011,51.07,0.009838726
02/11/2011,50.57,0.006347968
01/11/2011,50.25,-0.008718106
31/10/2011,50.69,-0.00942477
28/10/2011,51.17,-0.018778986
27/10/2011,52.14,0.032751465
26/10/2011,50.46,-0.003363343
25/10/2011,50.63,-0.041398561
24/10/2011,52.77,0.022614992
21/10/2011,51.59,0.019771614
20/10/2011,50.58,-0.014524299
19/10/2011,51.32,-0.012586089
18/10/2011,51.97,0.038043804
17/10/2011,50.03,-0.013303085
14/10/2011,50.7,0.024559485
13/10/2011,49.47,-0.014250116
12/10/2011,50.18,0.018504148
11/10/2011,49.26,-0.028221627
10/10/2011,50.67,0.039860349
07/10/2011,48.69,0.014272659
06/10/2011,48,-0.004572862
05/10/2011,48.22,-0.004552046
04/10/2011,48.44,0.065474825
03/10/2011,45.37,-0.006809472
30/09/2011,45.68,-0.021012362
29/09/2011,46.65,-0.006410278
28/09/2011,46.95,-0.008483614
27/09/2011,47.35,-0.016961981
26/09/2011,48.16,0.056377011
23/09/2011,45.52,0.015720461
22/09/2011,44.81,-0.030115475
21/09/2011,46.18,-0.027972359
20/09/2011,47.49,-0.010265095
19/09/2011,47.98,0.001877543
16/09/2011,47.89,0.018333671
15/09/2011,47.02,0.023672291
14/09/2011,45.92,0.005678111
13/09/2011,45.66,0.00263158
12/09/2011,45.54,0.033265708
09/09/2011,44.05,-0.024443419
08/09/2011,45.14,-0.017567426
07/09/2011,45.94,0.04770238
06/09/2011,43.8,0.012405397
02/09/2011,43.26,-0.03296877
01/09/2011,44.71,-0.016635628
31/08/2011,45.46,-0.003074898
30/08/2011,45.6,0.019934215
29/08/2011,44.7,0.060163319
26/08/2011,42.09,0.051931229
25/08/2011,39.96,-0.028129168
24/08/2011,41.1,0.028629794
23/08/2011,39.94,0.055598466
22/08/2011,37.78,0.008773152
19/08/2011,37.45,-0.022443186
18/08/2011,38.3,-0.07831396
17/08/2011,41.42,-0.036272792
16/08/2011,42.95,-0.039265487
15/08/2011,44.67,0.008769028
12/08/2011,44.28,0.045037053
11/08/2011,42.33,0.053122711
10/08/2011,40.14,-0.035726824
09/08/2011,41.6,0.042977762
08/08/2011,39.85,-0.10608798
05/08/2011,44.31,0.026527968
04/08/2011,43.15,-0.101296649
03/08/2011,47.75,0.014768201
02/08/2011,47.05,-0.060011819
01/08/2011,49.96,-0.003995211
29/07/2011,50.16,-0.000398645
28/07/2011,50.18,0.019113347
27/07/2011,49.23,-0.03335973
26/07/2011,50.9,-0.002746715
25/07/2011,51.04,-0.008972169
22/07/2011,51.5,0.001943635
21/07/2011,51.4,0.004289342
20/07/2011,51.18,-0.01184825
19/07/2011,51.79,0.035774255
18/07/2011,49.97,-0.009361686
15/07/2011,50.44,0.010162487
14/07/2011,49.93,0.006429598
13/07/2011,49.61,0.00525466
12/07/2011,49.35,-0.008273683
11/07/2011,49.76,-0.009799099
08/07/2011,50.25,-0.006150203
07/07/2011,50.56,0.042009408
06/07/2011,48.48,0.00123839
05/07/2011,48.42,0.003724399
01/07/2011,48.24,0.027318362
30/06/2011,46.94,0.018925296
29/06/2011,46.06,-0.004332762
28/06/2011,46.26,0.016785135
27/06/2011,45.49,0.013054727
24/06/2011,44.9,-0.021591498
23/06/2011,45.88,0.012501534
22/06/2011,45.31,-0.017285191
21/06/2011,46.1,0.025707227
20/06/2011,44.93,0.026385565
17/06/2011,43.76,0.008721653
16/06/2011,43.38,-0.002992291
15/06/2011,43.51,-0.015733992
14/06/2011,44.2,0.038044934
13/06/2011,42.55,0.009919779
10/06/2011,42.13,-0.012032704
09/06/2011,42.64,0.010609554
08/06/2011,42.19,-0.009201433
07/06/2011,42.58,-0.007254039
06/06/2011,42.89,-0.014811657
03/06/2011,43.53,-0.021364449
02/06/2011,44.47,-0.013402032
01/06/2011,45.07,-0.038307186
31/05/2011,46.83,0.009224564
27/05/2011,46.4,0.004752655
26/05/2011,46.18,0.012639087
25/05/2011,45.6,0.002195391
24/05/2011,45.5,-0.002633891
23/05/2011,45.62,0.0004385
20/05/2011,45.6,-0.018468749
19/05/2011,46.45,0.005829661
18/05/2011,46.18,0.006953526
17/05/2011,45.86,-0.008035661
16/05/2011,46.23,-0.029833877
13/05/2011,47.63,-0.031820867
12/05/2011,49.17,0.009604651
11/05/2011,48.7,0.00907597
10/05/2011,48.26,0.019881371
09/05/2011,47.31,-0.001689546
06/05/2011,47.39,-0.002318475
05/05/2011,47.5,-0.0104713
04/05/2011,48,-0.002081166
03/05/2011,48.1,0.007512556
02/05/2011,47.74,0.003987832
29/04/2011,47.55,-0.007959824
28/04/2011,47.93,-0.004371819
27/04/2011,48.14,-0.008274768
26/04/2011,48.54,0.022079631
25/04/2011,47.48,0.00358688
21/04/2011,47.31,0.006361345
20/04/2011,47.01,0.026294618
19/04/2011,45.79,0.008994247
18/04/2011,45.38,-0.017475325
15/04/2011,46.18,0.002384825
14/04/2011,46.07,0.00260813
13/04/2011,45.95,0.002396776
12/04/2011,45.84,-0.002614381
11/04/2011,45.96,-0.005641152
08/04/2011,46.22,-0.008402506
07/04/2011,46.61,0.015349993
06/04/2011,45.9,0.005242476
05/04/2011,45.66,0.010789491
04/04/2011,45.17,0.001329198
01/04/2011,45.11,0.00511169
31/03/2011,44.88,-0.000445534
30/03/2011,44.9,0.020248161
29/03/2011,44,0.024152985
28/03/2011,42.95,-0.015020502
25/03/2011,43.6,-0.00045861
24/03/2011,43.62,0.031674749
23/03/2011,42.26,-0.008951768
22/03/2011,42.64,0.008005694
21/03/2011,42.3,0.023198458
18/03/2011,41.33,-0.008672663
17/03/2011,41.69,0.004567865
16/03/2011,41.5,-0.032245563
15/03/2011,42.86,-0.00302854
14/03/2011,42.99,-0.033622378
11/03/2011,44.46,0.002026343
10/03/2011,44.37,0.001578888
09/03/2011,44.3,0.012036026
08/03/2011,43.77,0.011720231
07/03/2011,43.26,-0.018777744
04/03/2011,44.08,-0.012176024
03/03/2011,44.62,0.009231181
02/03/2011,44.21,-0.000226168
01/03/2011,44.22,-0.023246465
28/02/2011,45.26,-0.005068881
25/02/2011,45.49,0.010830032
24/02/2011,45,0.009152871
23/02/2011,44.59,-0.023493988
22/02/2011,45.65,-0.027227265
18/02/2011,46.91,0.00920876
17/02/2011,46.48,-0.004722052
16/02/2011,46.7,0.017932856
15/02/2011,45.87,0.00327547
14/02/2011,45.72,-0.009361122
11/02/2011,46.15,0.012647356
10/02/2011,45.57,0.0134764
09/02/2011,44.96,0.000890076
08/02/2011,44.92,0.007373511
07/02/2011,44.59,0.01993271
04/02/2011,43.71,0.038717522
03/02/2011,42.05,0.04773246
02/02/2011,40.09,-0.020980654
01/02/2011,40.94,-0.005845121
31/01/2011,41.18,0.00657817
28/01/2011,40.91,-0.025342252
