Date,Close,DPS
10/12/2013,48.39,-0.007206867
09/12/2013,48.74,-0.00532025
06/12/2013,49,0.01625383
05/12/2013,48.21,-0.008674156
04/12/2013,48.63,0.010750569
03/12/2013,48.11,0.007720435
02/12/2013,47.74,-0.010833439
29/11/2013,48.26,-0.00434199
27/11/2013,48.47,0.005793519
26/11/2013,48.19,-0.00620606
25/11/2013,48.49,-0.009237467
22/11/2013,48.94,-0.004688623
21/11/2013,49.17,0.015577277
20/11/2013,48.41,-0.000825934
19/11/2013,48.45,-0.004324999
18/11/2013,48.66,0.002057191
15/11/2013,48.56,-0.003905051
14/11/2013,48.75,0.012591765
13/11/2013,48.14,0.004163203
12/11/2013,47.94,0.000625978
11/11/2013,47.91,0
08/11/2013,47.91,0.012179907
07/11/2013,47.33,-0.009044125
06/11/2013,47.76,0.010101096
05/11/2013,47.28,0.002117299
04/11/2013,47.18,-0.005284866
01/11/2013,47.43,0.00168812
31/10/2013,47.35,-0.002531113
30/10/2013,47.47,-0.005043087
29/10/2013,47.71,0.004200804
28/10/2013,47.51,0.017838655
25/10/2013,46.67,0.003864324
24/10/2013,46.49,0
23/10/2013,46.49,0.024386142
22/10/2013,45.37,0.008633147
21/10/2013,44.98,-0.000666741
18/10/2013,45.01,-0.000444247
17/10/2013,45.03,-0.00022205
16/10/2013,45.04,0.028373892
15/10/2013,43.78,-0.008868734
14/10/2013,44.17,0.005676028
11/10/2013,43.92,-0.002955555
10/10/2013,44.05,0.009580365
09/10/2013,43.63,0.003673942
08/10/2013,43.47,0.00207254
07/10/2013,43.38,-0.00207254
04/10/2013,43.47,0.001381216
03/10/2013,43.41,-0.013499805
02/10/2013,44,-0.010850016
01/10/2013,44.48,-0.007614818
30/09/2013,44.82,-0.003563478
27/09/2013,44.98,-0.00199889
26/09/2013,45.07,0.002666076
25/09/2013,44.95,-0.007093801
24/09/2013,45.27,-0.000441696
23/09/2013,45.29,-0.006602137
20/09/2013,45.59,-0.004377332
19/09/2013,45.79,-0.00653028
18/09/2013,46.09,0.012444217
17/09/2013,45.52,0.008604576
16/09/2013,45.13,0.004886727
13/09/2013,44.91,0.007823891
12/09/2013,44.56,0.00562621
11/09/2013,44.31,-0.005177277
10/09/2013,44.54,-0.000897666
09/09/2013,44.58,0.002470523
06/09/2013,44.47,-0.003143245
05/09/2013,44.61,-0.014244621
04/09/2013,45.25,0.014468811
03/09/2013,44.6,-0.003581024
30/08/2013,44.76,0.003805265
29/08/2013,44.59,-0.006928176
28/08/2013,44.9,-0.010192865
27/08/2013,45.36,0.000882223
26/08/2013,45.32,-0.006597781
23/08/2013,45.62,0.008364566
22/08/2013,45.24,0.001769912
21/08/2013,45.16,-0.009257285
20/08/2013,45.58,0.008371937
19/08/2013,45.2,0.008219529
16/08/2013,44.83,-0.009987876
15/08/2013,45.28,-0.012727844
14/08/2013,45.86,-0.01299845
13/08/2013,46.46,-0.003437906
12/08/2013,46.62,-0.004921375
09/08/2013,46.85,-0.004047295
08/08/2013,47.04,-0.003819228
07/08/2013,47.22,0.001483523
06/08/2013,47.15,-0.006763923
05/08/2013,47.47,0.001264756
02/08/2013,47.41,0.003168905
01/08/2013,47.26,0.011063943
31/07/2013,46.74,0.006223864
30/07/2013,46.45,-0.007506738
29/07/2013,46.8,0.003424661
26/07/2013,46.64,0.011428696
25/07/2013,46.11,-0.004543987
24/07/2013,46.32,-0.028938189
23/07/2013,47.68,-0.002931939
22/07/2013,47.82,-0.009780538
19/07/2013,48.29,0.007900249
18/07/2013,47.91,0.004392853
17/07/2013,47.7,0.008209708
16/07/2013,47.31,-0.004008021
15/07/2013,47.5,0.00084246
12/07/2013,47.46,-0.002315059
11/07/2013,47.57,0.012906135
10/07/2013,46.96,0.007695634
09/07/2013,46.6,0.004516622
08/07/2013,46.39,0.00043122
05/07/2013,46.37,-0.004518566
03/07/2013,46.58,-0.000429277
02/07/2013,46.6,0.004085588
01/07/2013,46.41,0.010396455
28/06/2013,45.93,-0.001522898
27/06/2013,46,0.007856871
26/06/2013,45.64,0.014566578
25/06/2013,44.98,-0.004657877
24/06/2013,45.19,-0.007715237
21/06/2013,45.54,0.003519581
20/06/2013,45.38,-0.026529062
19/06/2013,46.6,-0.017654399
18/06/2013,47.43,0.006981939
17/06/2013,47.1,0.003615871
14/06/2013,46.93,0.002560274
13/06/2013,46.81,-0.004050746
12/06/2013,47,0.007260335
11/06/2013,46.66,-0.008323599
10/06/2013,47.05,0.015421167
07/06/2013,46.33,0.005410683
06/06/2013,46.08,-0.008858219
05/06/2013,46.49,-0.008993637
04/06/2013,46.91,-0.002342171
03/06/2013,47.02,0.022366524
31/05/2013,45.98,-0.021089656
30/05/2013,46.96,-0.010591075
29/05/2013,47.46,-0.023324673
28/05/2013,48.58,0.010137668
24/05/2013,48.09,0.00961144
23/05/2013,47.63,-0.013140245
22/05/2013,48.26,-0.000414336
21/05/2013,48.28,-0.010097973
20/05/2013,48.77,-0.009793998
17/05/2013,49.25,-0.006879833
16/05/2013,49.59,-0.015408009
15/05/2013,50.36,0.021273128
14/05/2013,49.3,0.00773777
13/05/2013,48.92,-0.001633987
10/05/2013,49,0.007785329
09/05/2013,48.62,-0.015915455
08/05/2013,49.4,-0.001820205
07/05/2013,49.49,0.003440951
06/05/2013,49.32,0.002436055
03/05/2013,49.2,0.010625355
02/05/2013,48.68,0.012818038
01/05/2013,48.06,-0.015894648
30/04/2013,48.83,0.014439195
29/04/2013,48.13,0.001039393
26/04/2013,48.08,-0.000831601
25/04/2013,48.12,-0.00145364
24/04/2013,48.19,0.008544389
23/04/2013,47.78,-0.002090739
22/04/2013,47.88,-0.003960401
19/04/2013,48.07,0.020172989
18/04/2013,47.11,0.003828163
17/04/2013,46.93,-0.012493545
16/04/2013,47.52,0.016764318
15/04/2013,46.73,-0.019286388
12/04/2013,47.64,0.000629921
11/04/2013,47.61,0.013320844
10/04/2013,46.98,0.013500687
09/04/2013,46.35,-0.007094515
08/04/2013,46.68,0.012069112
05/04/2013,46.12,-0.008205617
04/04/2013,46.5,0.004526358
03/04/2013,46.29,-0.007532587
02/04/2013,46.64,-0.000643018
01/04/2013,46.67,-0.005981646
28/03/2013,46.95,0.005981646
27/03/2013,46.67,-0.000642605
26/03/2013,46.7,0.007307146
25/03/2013,46.36,-0.001293382
22/03/2013,46.42,0.017822684
21/03/2013,45.6,-0.003939598
20/03/2013,45.78,0.017629368
19/03/2013,44.98,0.014105238
18/03/2013,44.35,0.00633343
15/03/2013,44.07,0.006602187
14/03/2013,43.78,0.001371429
13/03/2013,43.72,-0.015208556
12/03/2013,44.39,0.005647818
11/03/2013,44.14,0.003176767
08/03/2013,44,0.003414915
07/03/2013,43.85,-0.007497479
06/03/2013,44.18,-0.00226091
05/03/2013,44.28,0.010442774
04/03/2013,43.82,0.000913242
01/03/2013,43.78,0.003661331
28/02/2013,43.62,0.009675266
27/02/2013,43.2,0.009536065
26/02/2013,42.79,0.001637236
25/02/2013,42.72,-0.004204631
22/02/2013,42.9,0.007722046
21/02/2013,42.57,0.002351836
20/02/2013,42.47,-0.012402171
19/02/2013,43,0.002095217
15/02/2013,42.91,0.002566796
14/02/2013,42.8,0.002573402
13/02/2013,42.69,-0.059783735
12/02/2013,45.32,-0.002204101
11/02/2013,45.42,-0.006802001
08/02/2013,45.73,-0.005451982
07/02/2013,45.98,-0.001304065
06/02/2013,46.04,0.003045467
05/02/2013,45.9,0.01051258
04/02/2013,45.42,0.003970885
01/02/2013,45.24,0.003764815
31/01/2013,45.07,-0.005090196
30/01/2013,45.3,0.006422345
29/01/2013,45.01,0.00803038
28/01/2013,44.65,0.002017712
25/01/2013,44.56,0.000448934
24/01/2013,44.54,0.005854554
23/01/2013,44.28,-0.020563979
22/01/2013,45.2,-0.002209946
18/01/2013,45.3,0.005090196
17/01/2013,45.07,0.00288857
16/01/2013,44.94,-0.007537167
15/01/2013,45.28,0.00198961
14/01/2013,45.19,0.002437134
11/01/2013,45.08,-0.014971658
10/01/2013,45.76,0.001312049
09/01/2013,45.7,0.007026819
08/01/2013,45.38,0.003089828
07/01/2013,45.24,-0.009678914
04/01/2013,45.68,0.005708029
03/01/2013,45.42,-0.00395518
02/01/2013,45.6,0.031635519
31/12/2012,44.18,0.006813563
28/12/2012,43.88,-0.007492372
27/12/2012,44.21,-0.0015821
26/12/2012,44.28,-0.009440394
24/12/2012,44.7,0.000447527
21/12/2012,44.68,-0.003128494
20/12/2012,44.82,0.007614818
19/12/2012,44.48,-0.004710113
18/12/2012,44.69,0.002240144
17/12/2012,44.59,-0.00089666
14/12/2012,44.63,0.004491362
13/12/2012,44.43,-0.016739594
12/12/2012,45.18,-0.00793655
11/12/2012,45.54,-0.008091898
10/12/2012,45.91,0.008750876
07/12/2012,45.51,0.000219756
06/12/2012,45.5,0.001099505
05/12/2012,45.45,0.009728133
04/12/2012,45.01,0.003784089
03/12/2012,44.84,-0.00022299
30/11/2012,44.85,0
29/11/2012,44.85,0.004245342
28/11/2012,44.66,0.009674955
27/11/2012,44.23,-0.000226065
26/11/2012,44.24,-0.012801972
23/11/2012,44.81,0.017560109
21/11/2012,44.03,0.003640505
20/11/2012,43.87,0.009619863
19/11/2012,43.45,0.013905207
16/11/2012,42.85,0.005851392
15/11/2012,42.6,-0.009578394
14/11/2012,43.01,-0.010178205
13/11/2012,43.45,-0.011669278
12/11/2012,43.96,0.010289333
09/11/2012,43.51,0.006224804
08/11/2012,43.24,-0.006914063
07/11/2012,43.54,-0.004125608
06/11/2012,43.72,0.009884002
05/11/2012,43.29,0.008117869
02/11/2012,42.94,-0.007886842
01/11/2012,43.28,0.009984989
31/10/2012,42.85,0.002102559
26/10/2012,42.76,-0.003734832
25/10/2012,42.92,0.00724895
24/10/2012,42.61,-0.033236385
23/10/2012,44.05,-0.006336296
22/10/2012,44.33,-0.00292826
19/10/2012,44.46,-0.018054653
18/10/2012,45.27,0.012894799
17/10/2012,44.69,0.002464435
16/10/2012,44.58,0.020852977
15/10/2012,43.66,0.004591376
12/10/2012,43.46,0.001151146
11/10/2012,43.41,0.004155131
10/10/2012,43.23,-0.015607386
09/10/2012,43.91,-0.003183268
08/10/2012,44.05,0.000681276
05/10/2012,44.02,0.006152463
04/10/2012,43.75,-0.012493064
03/10/2012,44.3,-0.00786963
02/10/2012,44.65,0.000448029
01/10/2012,44.63,0.002243159
28/09/2012,44.53,0.00292365
27/09/2012,44.4,0.00995934
26/09/2012,43.96,0.006160887
25/09/2012,43.69,-0.004111472
24/09/2012,43.87,0.002282064
21/09/2012,43.77,-0.015641257
20/09/2012,44.46,-0.005159854
19/09/2012,44.69,0.007186198
18/09/2012,44.37,0.007692346
17/09/2012,44.03,-0.001134945
14/09/2012,44.08,-0.02950594
13/09/2012,45.4,0.012411507
12/09/2012,44.84,0.00022304
11/09/2012,44.83,0.005816571
10/09/2012,44.57,-0.00826728
07/09/2012,44.94,-0.011064508
06/09/2012,45.44,0.014407874
05/09/2012,44.79,-0.003120823
04/09/2012,44.93,0.002674394
31/08/2012,44.81,0.00469747
30/08/2012,44.6,-0.010261076
29/08/2012,45.06,0.001554692
28/08/2012,44.99,-0.007749402
27/08/2012,45.34,0.003313822
24/08/2012,45.19,0.011573688
23/08/2012,44.67,-0.01466693
22/08/2012,45.33,0.000220629
21/08/2012,45.32,-0.002424244
20/08/2012,45.43,0.00596094
17/08/2012,45.16,0.005551252
16/08/2012,44.91,-0.002890497
15/08/2012,45.04,0.001555383
14/08/2012,44.97,0.006245838
13/08/2012,44.69,-0.007579171
10/08/2012,45.03,0.000444247
09/08/2012,45.01,-0.010387982
08/08/2012,45.48,0.005512085
07/08/2012,45.23,-0.00309051
06/08/2012,45.37,-0.005056623
03/08/2012,45.6,0.01102547
02/08/2012,45.1,-0.007730574
01/08/2012,45.45,-0.002856203
31/07/2012,45.58,0
30/07/2012,45.58,-0.00021937
27/07/2012,45.59,0.020610148
26/07/2012,44.66,0.020129595
25/07/2012,43.77,0.009872655
24/07/2012,43.34,-0.003684942
23/07/2012,43.5,-0.006416154
20/07/2012,43.78,-0.003875532
19/07/2012,43.95,-0.003180375
18/07/2012,44.09,0.010258838
17/07/2012,43.64,0.005745161
16/07/2012,43.39,-0.016004
13/07/2012,44.09,0.008884897
12/07/2012,43.7,0.001603115
11/07/2012,43.63,-0.004801656
10/07/2012,43.84,0.014011944
09/07/2012,43.23,-0.001848857
06/07/2012,43.31,-0.013986242
05/07/2012,43.92,0.000455477
03/07/2012,43.9,0.008234264
02/07/2012,43.54,-0.004811557
29/06/2012,43.75,0.006420568
28/06/2012,43.47,0.015766615
27/06/2012,42.79,0.006329877
26/06/2012,42.52,-0.00328716
25/06/2012,42.66,-0.005610113
22/06/2012,42.9,0.015977784
21/06/2012,42.22,-0.010367671
20/06/2012,42.66,-0.00374357
19/06/2012,42.82,-0.001866543
18/06/2012,42.9,0.004907125
15/06/2012,42.69,-0.00420758
14/06/2012,42.87,-0.00813107
13/06/2012,43.22,-0.009899931
12/06/2012,43.65,0.02787637
11/06/2012,42.45,-0.004465867
08/06/2012,42.64,0.018462063
07/06/2012,41.86,0.011291411
06/06/2012,41.39,0.013377312
05/06/2012,40.84,0.000244888
04/06/2012,40.83,0.004910395
01/06/2012,40.63,-0.015386798
31/05/2012,41.26,0.004128725
30/05/2012,41.09,-0.000243339
29/05/2012,41.1,0.000243339
25/05/2012,41.09,0.008063575
24/05/2012,40.76,-0.008793413
23/05/2012,41.12,0.005120089
22/05/2012,40.91,0.008345655
21/05/2012,40.57,0.007918873
18/05/2012,40.25,-0.014307101
17/05/2012,40.83,-0.006347678
16/05/2012,41.09,0.016192699
15/05/2012,40.43,-0.009355066
14/05/2012,40.81,-0.003424661
11/05/2012,40.95,-0.005600891
10/05/2012,41.18,0.005600891
09/05/2012,40.95,0.008830079
08/05/2012,40.59,0.019152432
07/05/2012,39.82,-0.002508153
04/05/2012,39.92,-0.004748228
03/05/2012,40.11,-0.029720964
02/05/2012,41.32,0.019550965
01/05/2012,40.52,-0.001479655
30/04/2012,40.58,0.021672289
27/04/2012,39.71,0
26/04/2012,39.71,0.010124106
25/04/2012,39.31,-0.025368684
24/04/2012,40.32,0.00896867
23/04/2012,39.96,-0.015642777
20/04/2012,40.59,0.002219757
19/04/2012,40.5,0.002719745
18/04/2012,40.39,0.007704773
17/04/2012,40.08,0.018127385
16/04/2012,39.36,0.002543883
13/04/2012,39.26,0.003061227
12/04/2012,39.14,-0.008395928
11/04/2012,39.47,0.004825406
10/04/2012,39.28,-0.012397376
09/04/2012,39.77,-0.019176282
05/04/2012,40.54,0.005937672
04/04/2012,40.3,-0.003962363
03/04/2012,40.46,-0.003946724
02/04/2012,40.62,0.010144835
30/03/2012,40.21,0.01150588
29/03/2012,39.75,0.027028672
28/03/2012,38.69,0.003106396
27/03/2012,38.57,-0.004914015
26/03/2012,38.76,-0.000257965
23/03/2012,38.77,-0.004632021
22/03/2012,38.95,0.009026496
21/03/2012,38.6,0.005715786
20/03/2012,38.38,-0.007268983
19/03/2012,38.66,0.002849374
16/03/2012,38.55,0.002597404
15/03/2012,38.45,-0.005188079
14/03/2012,38.65,-0.007218387
13/03/2012,38.93,0.010328003
12/03/2012,38.53,0.011485378
09/03/2012,38.09,0.010291686
08/03/2012,37.7,0.000530645
07/03/2012,37.68,-0.004765696
06/03/2012,37.86,0
05/03/2012,37.86,0.001586043
02/03/2012,37.8,-0.008954498
01/03/2012,38.14,0.002362516
29/02/2012,38.05,-0.001837994
28/02/2012,38.12,-0.007578764
27/02/2012,38.41,-0.004675333
24/02/2012,38.59,-0.007229569
23/02/2012,38.87,-0.000257235
22/02/2012,38.88,-0.008451837
21/02/2012,39.21,-0.008633878
17/02/2012,39.55,-0.01131376
16/02/2012,40,0.00250313
15/02/2012,39.9,0.019998135
14/02/2012,39.11,0.012090179
13/02/2012,38.64,0.003370062
10/02/2012,38.51,0.009916574
09/02/2012,38.13,-0.001310444
08/02/2012,38.18,-0.007306922
07/02/2012,38.46,0.003385861
06/02/2012,38.33,-0.008313896
03/02/2012,38.65,-0.011064052
02/02/2012,39.08,0.000767951
01/02/2012,39.05,0.005907299
31/01/2012,38.82,0.011659673
30/01/2012,38.37,-0.00882206
27/01/2012,38.71,-0.009512863
26/01/2012,39.08,0.00822204
25/01/2012,38.76,0.025079684
24/01/2012,37.8,-0.007642678
23/01/2012,38.09,0.011087759
20/01/2012,37.67,0.009066729
19/01/2012,37.33,-0.010393165
18/01/2012,37.72,0.002388853
17/01/2012,37.63,-0.005036459
13/01/2012,37.82,-0.003694911
12/01/2012,37.96,-0.004992784
11/01/2012,38.15,-0.012244519
10/01/2012,38.62,0.00259269
09/01/2012,38.52,0
06/01/2012,38.52,-0.006984895
05/01/2012,38.79,0.006206381
04/01/2012,38.55,0.005462362
03/01/2012,38.34,-0.029300477
30/12/2011,39.48,-0.010832704
29/12/2011,39.91,0.012607328
28/12/2011,39.41,-0.011855354
27/12/2011,39.88,0.001254548
23/12/2011,39.83,0.013904914
22/12/2011,39.28,-0.001017812
21/12/2011,39.32,0.002036661
20/12/2011,39.24,0.018259476
19/12/2011,38.53,-0.007240787
16/12/2011,38.81,0.01584243
15/12/2011,38.2,0.011055654
14/12/2011,37.78,0.003181339
13/12/2011,37.66,-0.003181339
12/12/2011,37.78,-0.001058201
09/12/2011,37.82,-0.002640614
08/12/2011,37.92,0.005023143
07/12/2011,37.73,0.00451588
06/12/2011,37.56,-0.00372044
05/12/2011,37.7,0.027155856
02/12/2011,36.69,0.001363699
01/12/2011,36.64,0.003006699
30/11/2011,36.53,0.026631255
29/11/2011,35.57,-0.003648103
28/11/2011,35.7,0.020946138
25/11/2011,34.96,0.005162042
23/11/2011,34.78,-0.025547799
22/11/2011,35.68,-0.004195224
21/11/2011,35.83,-0.024536034
18/11/2011,36.72,0.025653041
17/11/2011,35.79,-0.00779297
16/11/2011,36.07,-0.017860071
15/11/2011,36.72,0.005187725
14/11/2011,36.53,-0.017906067
11/11/2011,37.19,-0.005630796
10/11/2011,37.4,0.024632454
09/11/2011,36.49,-0.01603949
08/11/2011,37.08,-0.008592964
07/11/2011,37.4,0.007245436
04/11/2011,37.13,-0.01576519
03/11/2011,37.72,0.016843066
02/11/2011,37.09,0.013299151
01/11/2011,36.6,-0.02295847
31/10/2011,37.45,0.001603421
28/10/2011,37.39,0.01454767
27/10/2011,36.85,-0.028359311
26/10/2011,37.91,-0.037026883
25/10/2011,39.34,-0.01963315
24/10/2011,40.12,0.000997506
21/10/2011,40.08,0.016096927
20/10/2011,39.44,0.005593709
19/10/2011,39.22,-0.006607394
18/10/2011,39.48,0.006607394
17/10/2011,39.22,-0.014680092
14/10/2011,39.8,0.002515725
13/10/2011,39.7,-0.000503651
12/10/2011,39.72,0.019832839
11/10/2011,38.94,-0.007674635
10/10/2011,39.24,0.019817918
07/10/2011,38.47,0.017305099
06/10/2011,37.81,0.021115311
05/10/2011,37.02,-0.01181539
04/10/2011,37.46,0.005890245
03/10/2011,37.24,-0.040521197
30/09/2011,38.78,0.016116803
29/09/2011,38.16,0.044201651
28/09/2011,36.51,-0.018722566
27/09/2011,37.2,-0.000806127
26/09/2011,37.23,0.007008115
23/09/2011,36.97,-0.015832881
22/09/2011,37.56,0.005071411
21/09/2011,37.37,-0.021967272
20/09/2011,38.2,0.007620586
19/09/2011,37.91,-0.013623475
16/09/2011,38.43,0.01283244
15/09/2011,37.94,-0.001843318
14/09/2011,38.01,0.011909629
13/09/2011,37.56,0.019626924
12/09/2011,36.83,-0.000542888
09/09/2011,36.85,-0.013477293
08/09/2011,37.35,-0.006405146
07/09/2011,37.59,0.004265536
06/09/2011,37.43,-0.007983012
02/09/2011,37.73,-0.013165014
01/09/2011,38.23,-0.006518078
31/08/2011,38.48,0.010712055
30/08/2011,38.07,0.006059826
29/08/2011,37.84,0.034138512
26/08/2011,36.57,0.027163533
25/08/2011,35.59,-0.013951119
24/08/2011,36.09,-0.009102256
23/08/2011,36.42,0.016332543
22/08/2011,35.83,0.002515022
19/08/2011,35.74,-0.014720444
18/08/2011,36.27,-0.024780029
17/08/2011,37.18,0.007830471
16/08/2011,36.89,-0.00432784
15/08/2011,37.05,-0.01020417
12/08/2011,37.43,0.021604945
11/08/2011,36.63,0.045233842
10/08/2011,35.01,-0.033977717
09/08/2011,36.22,0.018390042
08/08/2011,35.56,-0.051518241
05/08/2011,37.44,0.023238009
04/08/2011,36.58,-0.035185582
03/08/2011,37.89,0.015425838
02/08/2011,37.31,-0.006944472
01/08/2011,37.57,-0.005044482
29/07/2011,37.76,-0.012893219
28/07/2011,38.25,-0.009885616
27/07/2011,38.63,-0.025809533
26/07/2011,39.64,-0.00201613
25/07/2011,39.72,-0.015984356
22/07/2011,40.36,-0.003215835
21/07/2011,40.49,-0.006891487
20/07/2011,40.77,-0.000245248
19/07/2011,40.78,0.025078906
18/07/2011,39.77,-0.026304246
15/07/2011,40.83,-0.000979192
14/07/2011,40.87,-0.014573977
13/07/2011,41.47,0.000241167
12/07/2011,41.46,0.004835599
11/07/2011,41.26,-0.015869532
08/07/2011,41.92,0.006461671
07/07/2011,41.65,-0.027470352
06/07/2011,42.81,0.00163647
05/07/2011,42.74,0.013900565
01/07/2011,42.15,0.005233123
30/06/2011,41.93,0.012479164
29/06/2011,41.41,0.015330632
28/06/2011,40.78,0.005655985
27/06/2011,40.55,0.016410115
24/06/2011,39.89,-0.003753289
23/06/2011,40.04,-0.00994044
22/06/2011,40.44,-0.009107755
21/06/2011,40.81,-0.002202914
20/06/2011,40.9,0.008840922
17/06/2011,40.54,-0.00344743
16/06/2011,40.68,-0.000982801
15/06/2011,40.72,-0.009775249
14/06/2011,41.12,0.008548104
13/06/2011,40.77,0.01134694
10/06/2011,40.31,0.009972658
09/06/2011,39.91,0.004268682
08/06/2011,39.74,-0.010762211
07/06/2011,40.17,0.002492524
06/06/2011,40.07,-0.005723544
03/06/2011,40.3,-0.011349739
02/06/2011,40.76,-0.004406372
01/06/2011,40.94,-0.006330676
31/05/2011,41.2,0.003403845
27/05/2011,41.06,-0.012103755
26/05/2011,41.56,0.002891568
25/05/2011,41.44,-0.011277864
24/05/2011,41.91,0.000238635
23/05/2011,41.9,-0.004761914
20/05/2011,42.1,-0.00426642
19/05/2011,42.28,0.015252917
18/05/2011,41.64,-0.013832799
17/05/2011,42.22,0.008563325
16/05/2011,41.86,0.001912961
13/05/2011,41.78,0.0086539
12/05/2011,41.42,0.016308016
11/05/2011,40.75,0.027364892
10/05/2011,39.65,0.006832875
09/05/2011,39.38,0.00254259
06/05/2011,39.28,0
05/05/2011,39.28,0.001783667
04/05/2011,39.21,-0.012923023
03/05/2011,39.72,0.008342862
02/05/2011,39.39,0.00483523
29/04/2011,39.2,-0.010657294
28/04/2011,39.62,-0.011044289
27/04/2011,40.06,0.036349154
26/04/2011,38.63,-0.003101579
25/04/2011,38.75,-0.008224153
21/04/2011,39.07,0.005132164
20/04/2011,38.87,0.001287167
19/04/2011,38.82,0.007238915
18/04/2011,38.54,0.005985704
15/04/2011,38.31,-0.009094515
14/04/2011,38.66,0.002849374
13/04/2011,38.55,-0.003108006
12/04/2011,38.67,0.013538348
11/04/2011,38.15,0.018252061
08/04/2011,37.46,-0.005059257
07/04/2011,37.65,0.002127095
06/04/2011,37.57,0.004267811
05/04/2011,37.41,-0.008782492
04/04/2011,37.74,0.006112976
01/04/2011,37.51,0.00937465
31/03/2011,37.16,-0.006705134
30/03/2011,37.41,-0.00373533
29/03/2011,37.55,0.006411991
28/03/2011,37.31,-0.015161881
25/03/2011,37.88,0
24/03/2011,37.88,0.004763174
23/03/2011,37.7,0.008524292
22/03/2011,37.38,0.010217889
21/03/2011,37,-0.023505356
18/03/2011,37.88,0.016502903
17/03/2011,37.26,0.007272759
16/03/2011,36.99,-0.011557715
15/03/2011,37.42,-0.007454774
14/03/2011,37.7,0.006119482
11/03/2011,37.47,0.005620248
10/03/2011,37.26,-0.018876009
09/03/2011,37.97,0.01032438
08/03/2011,37.58,0.006139082
07/03/2011,37.35,-0.001605137
04/03/2011,37.41,0.002676661
03/03/2011,37.31,0.024143313
02/03/2011,36.42,-0.002468121
01/03/2011,36.51,0.012401978
28/02/2011,36.06,-0.010208393
25/02/2011,36.43,0.016328023
24/02/2011,35.84,0.008124432
23/02/2011,35.55,-0.007007737
22/02/2011,35.8,-0.016895569
18/02/2011,36.41,0.005784343
17/02/2011,36.2,0.055372554
16/02/2011,34.25,0.00732604
15/02/2011,34,0.007972876
14/02/2011,33.73,-0.006795712
11/02/2011,33.96,0
10/02/2011,33.96,-0.035294378
09/02/2011,35.18,-0.002271438
08/02/2011,35.26,-0.012681585
07/02/2011,35.71,0.001962159
04/02/2011,35.64,0.010435858
03/02/2011,35.27,-0.00339655
02/02/2011,35.39,0.001130902
01/02/2011,35.35,-0.002260527
31/01/2011,35.43,0.016792767
28/01/2011,34.84,-0.01651048
27/01/2011,35.42,0.001412629
26/01/2011,35.37,-0.001412629
25/01/2011,35.42,0.013644328
