Date,Close,K
04/02/2011,53.42,0.016991158
03/02/2011,52.52,0.04199684
02/02/2011,50.36,0.003182182
01/02/2011,50.2,-0.00199005
31/01/2011,50.3,-0.00377022
28/01/2011,50.49,-0.007104826
27/01/2011,50.85,-0.012701685
26/01/2011,51.5,-0.004456076
25/01/2011,51.73,-0.002317051
24/01/2011,51.85,-0.001926783
21/01/2011,51.95,0.005210858
20/01/2011,51.68,0.012265315
19/01/2011,51.05,-0.001761425
18/01/2011,51.14,0.002741337
14/01/2011,51,-0.009756175
13/01/2011,51.5,0.007601635
12/01/2011,51.11,0.003724399
11/01/2011,50.92,-0.002549771
10/01/2011,51.05,0.000979912
07/01/2011,51,0.001569859
06/01/2011,50.92,-0.002941467
05/01/2011,51.07,-0.004298561
04/01/2011,51.29,0.008025882
03/01/2011,50.88,-0.003923112
31/12/2010,51.08,-0.000782779
30/12/2010,51.12,0.000195637
29/12/2010,51.11,-0.00078232
28/12/2010,51.15,0.001565252
27/12/2010,51.07,-0.001565252
23/12/2010,51.15,-0.00292826
22/12/2010,51.3,0.003710579
21/12/2010,51.11,-0.004879487
20/12/2010,51.36,0.002534361
17/12/2010,51.23,0.001758328
16/12/2010,51.14,0.001565558
15/12/2010,51.06,0.000783699
14/12/2010,51.02,0.015804359
13/12/2010,50.22,0.008800057
10/12/2010,49.78,0.000200904
09/12/2010,49.77,0.002615433
08/12/2010,49.64,0.014815086
07/12/2010,48.91,-0.007942206
06/12/2010,49.3,-0.004048589
03/12/2010,49.5,-0.000605877
02/12/2010,49.53,0.001818733
01/12/2010,49.44,0.004256619
30/11/2010,49.23,0.000812843
29/11/2010,49.19,-0.005878197
26/11/2010,49.48,0.005878197
24/11/2010,49.19,-0.00223373
23/11/2010,49.3,0.003454235
22/11/2010,49.13,0.003057795
19/11/2010,48.98,-0.008133432
18/11/2010,49.38,0.010177169
17/11/2010,48.88,-0.001226743
16/11/2010,48.94,0.002864745
15/11/2010,48.8,-0.003069056
12/11/2010,48.95,-0.006109999
11/11/2010,49.25,0.007541053
10/11/2010,48.88,-0.001226743
09/11/2010,48.94,-0.00773462
08/11/2010,49.32,0
05/11/2010,49.32,0.000202778
04/11/2010,49.31,-0.005258912
03/11/2010,49.57,-0.002417894
02/11/2010,49.69,-0.021107912
01/11/2010,50.75,0.009702086
29/10/2010,50.26,0.017664048
28/10/2010,49.38,0.006093864
27/10/2010,49.08,-0.003660773
26/10/2010,49.26,-0.006273419
25/10/2010,49.57,0.000403551
22/10/2010,49.55,-0.004028203
21/10/2010,49.75,-0.005412462
20/10/2010,50.02,0.002401923
19/10/2010,49.9,-0.004000005
18/10/2010,50.1,0.000399281
15/10/2010,50.08,-0.005774033
14/10/2010,50.37,-0.008697426
13/10/2010,50.81,0.01547036
12/10/2010,50.03,0.004206316
11/10/2010,49.82,-0.003006316
08/10/2010,49.97,-0.004592201
07/10/2010,50.2,-0.00576027
06/10/2010,50.49,-0.002966481
05/10/2010,50.64,0.001185537
04/10/2010,50.58,-0.006503127
01/10/2010,50.91,0.007888031
30/09/2010,50.51,-0.002175419
29/09/2010,50.62,-0.000789889
28/09/2010,50.66,0.000987459
27/09/2010,50.61,-0.007676447
24/09/2010,51,0.008664883
23/09/2010,50.56,-0.004144879
22/09/2010,50.77,0.00810842
21/09/2010,50.36,-0.009092769
20/09/2010,50.82,0.004733737
17/09/2010,50.58,-0.007877158
16/09/2010,50.98,-0.000392234
15/09/2010,51,0.005702503
14/09/2010,50.71,-0.011762535
13/09/2010,51.31,0.000779879
10/09/2010,51.27,0.007439345
09/09/2010,50.89,0.006505691
08/09/2010,50.56,0.009738723
07/09/2010,50.07,-0.006767542
03/09/2010,50.41,0.007766643
02/09/2010,50.02,0.002401923
01/09/2010,49.9,0.004418565
31/08/2010,49.68,0.007475537
30/08/2010,49.31,-0.023648397
27/08/2010,50.49,0.021622464
26/08/2010,49.41,-0.003838001
25/08/2010,49.6,-0.002416433
24/08/2010,49.72,-0.003814117
23/08/2010,49.91,0.00321092
20/08/2010,49.75,-0.002208614
19/08/2010,49.86,-0.021821933
18/08/2010,50.96,-0.004698521
17/08/2010,51.2,0.005287391
16/08/2010,50.93,0.005710363
13/08/2010,50.64,0.005346018
12/08/2010,50.37,-0.010860014
11/08/2010,50.92,-0.016555057
10/08/2010,51.77,0.019111346
09/08/2010,50.79,0.01268097
06/08/2010,50.15,0.005598895
05/08/2010,49.87,-0.017689023
04/08/2010,50.76,0.021707514
03/08/2010,49.67,-0.006621876
02/08/2010,50,-0.0009995
30/07/2010,50.05,0.042238248
29/07/2010,47.98,-0.071185824
28/07/2010,51.52,-0.018462063
27/07/2010,52.48,0.021961969
26/07/2010,51.34,0.004685678
23/07/2010,51.1,0.009832921
22/07/2010,50.6,-0.010615394
21/07/2010,51.14,-0.009729596
20/07/2010,51.64,0.006410901
19/07/2010,51.31,0.00508012
16/07/2010,51.05,-0.016320549
15/07/2010,51.89,-0.003270806
14/07/2010,52.06,0.002115182
13/07/2010,51.95,0.006178819
12/07/2010,51.63,-0.002707932
09/07/2010,51.77,-0.003278375
08/07/2010,51.94,-0.000962186
07/07/2010,51.99,0.013165727
06/07/2010,51.31,0.012551645
02/07/2010,50.67,-0.001971609
01/07/2010,50.77,0.009300552
30/06/2010,50.3,-0.028419355
29/06/2010,51.75,-0.014579196
28/06/2010,52.51,0.00171543
25/06/2010,52.42,-0.008358711
24/06/2010,52.86,-0.009789235
23/06/2010,53.38,-0.001871608
22/06/2010,53.48,-0.008935279
21/06/2010,53.96,-0.00940706
18/06/2010,54.47,-0.006040103
17/06/2010,54.8,0.011009286
16/06/2010,54.2,-0.007719208
15/06/2010,54.62,0.002750025
14/06/2010,54.47,0.014982246
11/06/2010,53.66,-0.012408716
10/06/2010,54.33,0.006462953
09/06/2010,53.98,-0.006831006
08/06/2010,54.35,0.015949893
07/06/2010,53.49,0.005060455
04/06/2010,53.22,-0.034896922
03/06/2010,55.11,0.003089507
02/06/2010,54.94,0.024879197
01/06/2010,53.59,0.002990098
28/05/2010,53.43,-0.002990098
27/05/2010,53.59,0.012770127
26/05/2010,52.91,-0.009780029
25/05/2010,53.43,-0.009870645
24/05/2010,53.96,-0.0022214
21/05/2010,54.08,0.005934736
20/05/2010,53.76,-0.025889631
19/05/2010,55.17,-0.005242713
18/05/2010,55.46,-0.002161384
17/05/2010,55.58,0.019622723
14/05/2010,54.5,-0.002382481
13/05/2010,54.63,-0.004748
12/05/2010,54.89,0.009334743
11/05/2010,54.38,0.002393447
10/05/2010,54.25,0.026334513
07/05/2010,52.84,-0.016330724
06/05/2010,53.71,-0.0189955
05/05/2010,54.74,0.011206143
04/05/2010,54.13,-0.011206143
03/05/2010,54.74,-0.003646977
30/04/2010,54.94,-0.001273306
29/04/2010,55.01,0.045179168
28/04/2010,52.58,0.002856873
27/04/2010,52.43,-0.017207572
26/04/2010,53.34,-0.005235614
23/04/2010,53.62,-0.006691475
22/04/2010,53.98,0.002039871
21/04/2010,53.87,0.004838119
20/04/2010,53.61,-0.003166033
19/04/2010,53.78,-0.004822862
16/04/2010,54.04,0.009295475
15/04/2010,53.54,0.000373622
14/04/2010,53.52,0.007501911
13/04/2010,53.12,0.000753296
12/04/2010,53.08,0.005099643
09/04/2010,52.81,0.009513009
08/04/2010,52.31,-0.006478681
07/04/2010,52.65,-0.007380107
06/04/2010,53.04,-0.001883594
05/04/2010,53.14,-0.008805678
01/04/2010,53.61,0.003363232
31/03/2010,53.43,-0.005971281
30/03/2010,53.75,-0.00204442
29/03/2010,53.86,0.001858391
26/03/2010,53.76,-0.008888947
25/03/2010,54.24,-0.006798373
24/03/2010,54.61,-0.002742984
23/03/2010,54.76,0.011017372
22/03/2010,54.16,0.013570243
19/03/2010,53.43,0.011103906
18/03/2010,52.84,-0.002268432
17/03/2010,52.96,0.0024577
16/03/2010,52.83,0.006075584
15/03/2010,52.51,0.000380952
12/03/2010,52.49,-0.003803009
11/03/2010,52.69,0.003422057
10/03/2010,52.51,0.001524681
09/03/2010,52.43,-0.003617329
08/03/2010,52.62,-0.00587401
05/03/2010,52.93,0.005304047
04/03/2010,52.65,0.001520624
03/03/2010,52.57,-0.000760601
02/03/2010,52.61,0.008590298
01/03/2010,52.16,0.000191736
26/02/2010,52.15,-0.003063376
25/02/2010,52.31,-0.001719034
24/02/2010,52.4,-0.006277962
23/02/2010,52.73,-0.002462356
22/02/2010,52.86,-0.006411487
19/02/2010,53.2,0.003577821
18/02/2010,53.01,0.000566091
17/02/2010,52.98,0.007198364
16/02/2010,52.6,0.004955223
12/02/2010,52.34,-0.005335379
11/02/2010,52.62,0.005526455
10/02/2010,52.33,-0.003052855
09/02/2010,52.49,0.009186667
08/02/2010,52.01,-0.013558882
05/02/2010,52.72,0.005897477
04/02/2010,52.41,-0.051684365
03/02/2010,55.19,-0.003075534
02/02/2010,55.36,0.011628038
01/02/2010,54.72,0.00549754
29/01/2010,54.42,-0.007140926
28/01/2010,54.81,-0.004369204
27/01/2010,55.05,0.003639676
26/01/2010,54.85,0.012474937
25/01/2010,54.17,-0.003133354
22/01/2010,54.34,0.016701075
21/01/2010,53.44,-0.008014207
20/01/2010,53.87,-0.011626965
19/01/2010,54.5,0.002940098
15/01/2010,54.34,0.0090582
14/01/2010,53.85,0.002417032
13/01/2010,53.72,0.006161909
12/01/2010,53.39,-0.000374532
11/01/2010,53.41,0.00056185
08/01/2010,53.38,-0.001871608
07/01/2010,53.48,0.009770841
06/01/2010,52.96,0.00018884
05/01/2010,52.95,0.002268861
04/01/2010,52.83,-0.006979185
31/12/2009,53.2,-0.014740448
30/12/2009,53.99,0.000185237
29/12/2009,53.98,0.000370576
28/12/2009,53.96,-0.000741015
24/12/2009,54,0.013047715
23/12/2009,53.3,0.008667852
22/12/2009,52.84,0.012760863
21/12/2009,52.17,-0.001914976
18/12/2009,52.27,0.002490184
17/12/2009,52.14,-0.012010439
16/12/2009,52.77,-0.006610658
15/12/2009,53.12,-0.008435705
14/12/2009,53.57,-0.002423792
11/12/2009,53.7,0.013309785
10/12/2009,52.99,0.003592026
09/12/2009,52.8,0.003414915
08/12/2009,52.62,-0.005118009
07/12/2009,52.89,-0.001322627
04/12/2009,52.96,0.004352358
03/12/2009,52.73,-0.00510736
02/12/2009,53,0.000566198
01/12/2009,52.97,0.007389896
30/11/2009,52.58,-0.007389896
27/11/2009,52.97,-0.012942129
25/11/2009,53.66,-0.004648144
24/11/2009,53.91,0.000742253
23/11/2009,53.87,0.014020232
20/11/2009,53.12,0.002639021
19/11/2009,52.98,-0.006772035
18/11/2009,53.34,-0.001124227
17/11/2009,53.4,0.000187283
16/11/2009,53.39,0.000374672
13/11/2009,53.37,0.007711879
12/11/2009,52.96,0.004162731
11/11/2009,52.74,-0.001515726
10/11/2009,52.82,0.002843873
09/11/2009,52.67,0.008963539
06/11/2009,52.2,-0.000574548
05/11/2009,52.23,0.008266893
04/11/2009,51.8,0.013409976
03/11/2009,51.11,-0.012444259
02/11/2009,51.75,0.004066227
30/10/2009,51.54,0.003109214
29/10/2009,51.38,0.027426006
28/10/2009,49.99,-0.008564936
27/10/2009,50.42,-0.000594825
26/10/2009,50.45,0.00496772
23/10/2009,50.2,-0.008726751
22/10/2009,50.64,-0.000394867
21/10/2009,50.66,-0.000394711
20/10/2009,50.68,-0.006490336
19/10/2009,51.01,0.010444474
16/10/2009,50.48,0.005960677
15/10/2009,50.18,0.012029014
14/10/2009,49.58,0
13/10/2009,49.58,-0.002014911
12/10/2009,49.68,-0.002814072
09/10/2009,49.82,0.001607071
08/10/2009,49.74,0.007466486
07/10/2009,49.37,0.001418871
06/10/2009,49.3,0.006920443
05/10/2009,48.96,0.006146301
02/10/2009,48.66,-0.004510978
01/10/2009,48.88,-0.007134879
30/09/2009,49.23,-0.004458864
29/09/2009,49.45,-0.00343192
28/09/2009,49.62,0.01073863
25/09/2009,49.09,-0.001018019
24/09/2009,49.14,-0.003250714
23/09/2009,49.3,0.016154119
22/09/2009,48.51,-0.007189104
21/09/2009,48.86,0.000819001
18/09/2009,48.82,0.006370103
17/09/2009,48.51,-0.004114386
16/09/2009,48.71,0.009281288
15/09/2009,48.26,-0.005373024
14/09/2009,48.52,0.002682903
11/09/2009,48.39,0.002482931
10/09/2009,48.27,0.004984434
09/09/2009,48.03,-0.000624415
08/09/2009,48.06,0.017632699
04/09/2009,47.22,0.007013099
03/09/2009,46.89,0.004917167
02/09/2009,46.66,-0.005982924
01/09/2009,46.94,-0.003190474
31/08/2009,47.09,0.012178337
28/08/2009,46.52,-0.009413848
27/08/2009,46.96,-0.005309559
26/08/2009,47.21,0.003394869
25/08/2009,47.05,-0.001698875
24/08/2009,47.13,-0.004657079
21/08/2009,47.35,0.011256358
20/08/2009,46.82,0.001496206
19/08/2009,46.75,0.014218249
18/08/2009,46.09,0.000651112
17/08/2009,46.06,0
14/08/2009,46.06,0.002173441
13/08/2009,45.96,-0.006290011
12/08/2009,46.25,0.001731227
11/08/2009,46.17,0.00173423
10/08/2009,46.09,-0.001517615
07/08/2009,46.16,-0.008413382
06/08/2009,46.55,0.005817101
05/08/2009,46.28,-0.006246655
04/08/2009,46.57,-0.008126649
03/08/2009,46.95,-0.011646505
31/07/2009,47.5,-0.003362761
30/07/2009,47.66,-0.007941526
29/07/2009,48.04,0.004590035
28/07/2009,47.82,-0.000627156
27/07/2009,47.85,-0.001461836
24/07/2009,47.92,-0.00437273
23/07/2009,48.13,0.009183951
22/07/2009,47.69,0.002519422
21/07/2009,47.57,-0.000210194
20/07/2009,47.58,0.008442431
17/07/2009,47.18,-0.017022582
16/07/2009,47.99,0.001042427
15/07/2009,47.94,0.003971162
14/07/2009,47.75,-0.003553887
13/07/2009,47.92,0.014291962
10/07/2009,47.24,-0.001903353
09/07/2009,47.33,-0.009881296
08/07/2009,47.8,0.001465508
07/07/2009,47.73,-0.001674692
06/07/2009,47.81,0.020924361
02/07/2009,46.82,-0.015471327
01/07/2009,47.55,0.020825232
30/06/2009,46.57,-0.000643984
29/06/2009,46.6,0.007971603
26/06/2009,46.23,-0.002160761
25/06/2009,46.33,0.014348072
24/06/2009,45.67,0.008134595
23/06/2009,45.3,0.003981425
22/06/2009,45.12,0.000665115
19/06/2009,45.09,-0.002657809
18/06/2009,45.21,0.022141126
17/06/2009,44.22,0.017336201
16/06/2009,43.46,0.000230123
15/06/2009,43.45,-0.025001302
12/06/2009,44.55,0.01355953
11/06/2009,43.95,0.010751562
10/06/2009,43.48,-0.010524005
09/06/2009,43.94,-0.013113459
08/06/2009,44.52,0.016761434
05/06/2009,43.78,-0.00592122
04/06/2009,44.04,-0.005886365
03/06/2009,44.3,-0.006300651
02/06/2009,44.58,0.016510609
01/06/2009,43.85,0.013777485
29/05/2009,43.25,-0.001386322
28/05/2009,43.31,0.001848857
27/05/2009,43.23,-0.017200286
26/05/2009,43.98,0.006844654
22/05/2009,43.68,0.005739885
21/05/2009,43.43,-0.004823714
20/05/2009,43.64,-0.002745997
19/05/2009,43.76,-0.001370176
18/05/2009,43.82,0.014481347
15/05/2009,43.19,-0.005080842
14/05/2009,43.41,0.018366203
13/05/2009,42.62,-0.012358791
12/05/2009,43.15,0.0053445
11/05/2009,42.92,0.002099126
08/05/2009,42.83,0.004211518
07/05/2009,42.65,-0.008172842
06/05/2009,43,-0.009028884
05/05/2009,43.39,-0.019852335
04/05/2009,44.26,0.019621894
01/05/2009,43.4,0.030174199
30/04/2009,42.11,0.06398457
29/04/2009,39.5,0.00787906
28/04/2009,39.19,0.011807119
27/04/2009,38.73,-0.005407506
24/04/2009,38.94,-0.004356189
23/04/2009,39.11,-0.006117786
22/04/2009,39.35,-0.017133198
21/04/2009,40.03,0.010800055
20/04/2009,39.6,-0.012547216
17/04/2009,40.1,-0.003485191
16/04/2009,40.24,0.009739121
15/04/2009,39.85,0.014916216
14/04/2009,39.26,0.000509554
13/04/2009,39.24,-0.00786906
09/04/2009,39.55,0.008378873
08/04/2009,39.22,0.006908048
07/04/2009,38.95,0.010582109
06/04/2009,38.54,0.01384738
03/04/2009,38.01,-0.003938564
02/04/2009,38.16,0.015049789
01/04/2009,37.59,0.025870481
31/03/2009,36.63,0.004103412
30/03/2009,36.48,-0.011176346
27/03/2009,36.89,-0.019595312
26/03/2009,37.62,0.003728367
25/03/2009,37.48,0.008305473
24/03/2009,37.17,-0.01415811
23/03/2009,37.7,0.034267483
20/03/2009,36.43,-0.006566371
19/03/2009,36.67,-0.009229164
18/03/2009,37.01,-0.022971096
17/03/2009,37.87,-0.00079187
16/03/2009,37.9,0.024303506
13/03/2009,36.99,0.008415958
12/03/2009,36.68,0.023167059
11/03/2009,35.84,-0.009165458
10/03/2009,36.17,0.004711108
09/03/2009,36,-0.031713975
06/03/2009,37.16,0.011911348
05/03/2009,36.72,-0.036105005
04/03/2009,38.07,0.001314233
03/03/2009,38.02,0.001579363
02/03/2009,37.96,-0.024975284
27/02/2009,38.92,0.005410293
26/02/2009,38.71,-0.013088856
25/02/2009,39.22,-0.011408414
24/02/2009,39.67,0.015240325
23/02/2009,39.07,-0.027765539
20/02/2009,40.17,-0.016786373
19/02/2009,40.85,0.012811212
18/02/2009,40.33,0.004224134
17/02/2009,40.16,-0.029926197
13/02/2009,41.38,0.001693071
12/02/2009,41.31,-0.003865673
11/02/2009,41.47,0.005076767
10/02/2009,41.26,-0.046641191
09/02/2009,43.23,-0.008063631
06/02/2009,43.58,-0.002292002
05/02/2009,43.68,0.004359305
04/02/2009,43.49,-0.032574696
03/02/2009,44.93,0.017512796
02/02/2009,44.15,0.010473684
30/01/2009,43.69,-0.032206364
29/01/2009,45.12,-0.001550216
28/01/2009,45.19,-0.001105828
27/01/2009,45.24,0.011784461
26/01/2009,44.71,0.010793898
23/01/2009,44.23,-0.015479838
22/01/2009,44.92,-0.004220822
21/01/2009,45.11,0.009577977
20/01/2009,44.68,0.001119696
16/01/2009,44.63,0.043037083
15/01/2009,42.75,0.002341921
14/01/2009,42.65,-0.028887046
13/01/2009,43.9,0.004566218
12/01/2009,43.7,0.003668046
09/01/2009,43.54,-0.01888351
08/01/2009,44.37,-0.002251239
07/01/2009,44.47,-0.004039503
06/01/2009,44.65,-0.003130593
05/01/2009,44.79,
