Date,Close,CCL
30/08/2012,35.03,-0.004272902
29/08/2012,35.18,0.00570127
28/08/2012,34.98,0.029593108
27/08/2012,33.96,0.020527271
24/08/2012,33.27,-0.001201562
23/08/2012,33.31,-0.023146434
22/08/2012,34.09,-0.014849596
21/08/2012,34.6,0.010167117
20/08/2012,34.25,0.003216847
17/08/2012,34.14,0.004109193
16/08/2012,34,0.009456335
15/08/2012,33.68,-0.009162174
14/08/2012,33.99,0
13/08/2012,33.99,-0.001763669
10/08/2012,34.05,0.001175434
09/08/2012,34.01,-0.002642785
08/08/2012,34.1,-0.009630893
07/08/2012,34.43,0.0072876
06/08/2012,34.18,0.004398189
03/08/2012,34.03,0.029826249
02/08/2012,33.03,-0.017407402
01/08/2012,33.61,0.009867026
31/07/2012,33.28,-0.014023801
30/07/2012,33.75,-0.001480385
27/07/2012,33.8,0.032474291
26/07/2012,32.72,0.009210995
25/07/2012,32.42,0.016796662
24/07/2012,31.88,-0.012468989
23/07/2012,32.28,-0.01932872
20/07/2012,32.91,-0.014779337
19/07/2012,33.4,0.013868175
18/07/2012,32.94,0.004564134
17/07/2012,32.79,0.010115029
16/07/2012,32.46,0.000616333
13/07/2012,32.44,0.010536199
12/07/2012,32.1,-0.021877317
11/07/2012,32.81,-0.003954378
10/07/2012,32.94,-0.010869672
09/07/2012,33.3,-0.011346792
06/07/2012,33.68,-0.009162174
05/07/2012,33.99,-0.008787403
03/07/2012,34.29,-0.003784024
02/07/2012,34.42,0.004367455
29/06/2012,34.27,0.015586259
28/06/2012,33.74,-0.00029634
27/06/2012,33.75,0.000592768
26/06/2012,33.73,0.00684221
25/06/2012,33.5,-0.00476475
22/06/2012,33.66,-0.026965291
21/06/2012,34.58,-0.021739987
20/06/2012,35.34,0.006529477
19/06/2012,35.11,0.0111701
18/06/2012,34.72,-0.001151411
15/06/2012,34.76,0.005770356
14/06/2012,34.56,0.028766292
13/06/2012,33.58,-0.007121692
12/06/2012,33.82,0.033065832
11/06/2012,32.72,-0.009429728
08/06/2012,33.03,0.027003789
07/06/2012,32.15,0.010317428
06/06/2012,31.82,0.023530497
05/06/2012,31.08,0.001932368
04/06/2012,31.02,-0.001932368
01/06/2012,31.08,-0.03197993
31/05/2012,32.09,0.005311683
30/05/2012,31.92,-0.0105953
29/05/2012,32.26,0.009655892
25/05/2012,31.95,-0.006551263
24/05/2012,32.16,0.009686062
23/05/2012,31.85,-0.005635582
22/05/2012,32.03,0.009095249
21/05/2012,31.74,0.028116868
18/05/2012,30.86,-0.023063162
17/05/2012,31.58,-0.005683628
16/05/2012,31.76,-0.005025136
15/05/2012,31.92,0.009126735
14/05/2012,31.63,0.00538914
11/05/2012,31.46,0.002864875
10/05/2012,31.37,0.000956785
09/05/2012,31.34,-0.015828124
08/05/2012,31.84,-0.004699993
07/05/2012,31.99,-0.008404719
04/05/2012,32.26,-0.008642029
03/05/2012,32.54,-0.015853991
02/05/2012,33.06,0.001513547
01/05/2012,33.01,0.015878196
30/04/2012,32.49,-0.010714935
27/04/2012,32.84,0.007948681
26/04/2012,32.58,0.015154148
25/04/2012,32.09,0.004059334
24/04/2012,31.96,0.01545041
23/04/2012,31.47,-0.006650856
20/04/2012,31.68,-0.028626721
19/04/2012,32.6,0.017639325
18/04/2012,32.03,0.003126957
17/04/2012,31.93,0.015465039
16/04/2012,31.44,0.007022052
13/04/2012,31.22,-0.007022052
12/04/2012,31.44,0.006061591
11/04/2012,31.25,0.024620615
10/04/2012,30.49,-0.017233397
09/04/2012,31.02,0.011021181
05/04/2012,30.68,-0.000977358
04/04/2012,30.71,-0.030781526
03/04/2012,31.67,-0.000631313
02/04/2012,31.69,-0.012231609
30/03/2012,32.08,0.001247661
29/03/2012,32.04,-0.011790394
28/03/2012,32.42,-0.001233046
27/03/2012,32.46,-0.004303726
26/03/2012,32.6,0.021392848
23/03/2012,31.91,0.001568136
22/03/2012,31.86,-0.006569709
21/03/2012,32.07,-0.012703502
20/03/2012,32.48,-0.010718216
19/03/2012,32.83,0.015656498
16/03/2012,32.32,-0.0021635
15/03/2012,32.39,0.014303726
14/03/2012,31.93,-0.003439115
13/03/2012,32.04,0.036876397
12/03/2012,30.88,0.010089589
09/03/2012,30.57,-0.012353863
08/03/2012,30.95,0.016944035
07/03/2012,30.43,0.031716897
06/03/2012,29.48,-0.028095493
05/03/2012,30.32,-0.008211575
02/03/2012,30.57,0.002292452
01/03/2012,30.5,0.006909059
29/02/2012,30.29,0.009286966
28/02/2012,30.01,0.001667501
27/02/2012,29.96,-0.000333723
24/02/2012,29.97,-0.006319662
23/02/2012,30.16,0.001991371
22/02/2012,30.1,-0.021039566
21/02/2012,30.74,-0.007454256
17/02/2012,30.97,0.012345836
16/02/2012,30.59,0.01084645
15/02/2012,30.26,-0.005930825
14/02/2012,30.44,-0.002952274
13/02/2012,30.53,-0.016889002
10/02/2012,31.05,-0.029199155
09/02/2012,31.97,-0.00093794
08/02/2012,32,0.006584128
07/02/2012,31.79,-0.005646188
06/02/2012,31.97,-0.00093794
03/02/2012,32,0.026600682
02/02/2012,31.16,0.008055465
01/02/2012,30.91,0.023237832
31/01/2012,30.2,0.002320571
30/01/2012,30.13,-0.011549378
27/01/2012,30.48,0
26/01/2012,30.48,-0.021743514
25/01/2012,31.15,-0.020022916
24/01/2012,31.78,0.008532205
23/01/2012,31.51,-0.00158554
20/01/2012,31.56,-0.011028944
19/01/2012,31.91,0.043554755
18/01/2012,30.55,0.031590324
17/01/2012,29.6,-0.146787732
13/01/2012,34.28,-0.024777989
12/01/2012,35.14,0.022446986
11/01/2012,34.36,0.025944851
10/01/2012,33.48,0.012019375
09/01/2012,33.08,0.005152307
06/01/2012,32.91,-0.010879527
05/01/2012,33.27,0.001503986
04/01/2012,33.22,0.007857399
03/01/2012,32.96,0.009756175
30/12/2011,32.64,-0.007021858
29/12/2011,32.87,0.011628038
28/12/2011,32.49,-0.025225468
27/12/2011,33.32,0.003909192
23/12/2011,33.19,0.016710096
22/12/2011,32.64,-0.004280043
21/12/2011,32.78,0.000915611
20/12/2011,32.75,-0.001525553
19/12/2011,32.8,-0.032101151
16/12/2011,33.87,0.02390314
15/12/2011,33.07,0.004546151
14/12/2011,32.92,-0.024010757
13/12/2011,33.72,-0.006208446
12/12/2011,33.93,-0.002060946
09/12/2011,34,0.016906824
08/12/2011,33.43,-0.026274574
07/12/2011,34.32,0.006137678
06/12/2011,34.11,-0.001464772
05/12/2011,34.16,0.021601668
02/12/2011,33.43,0.011734752
01/12/2011,33.04,-0.004830927
30/11/2011,33.2,0.035252693
29/11/2011,32.05,0.009404458
28/11/2011,31.75,0.041150132
25/11/2011,30.47,0
23/11/2011,30.47,-0.034513989
22/11/2011,31.54,-0.017910927
21/11/2011,32.11,-0.00341987
18/11/2011,32.22,0.036988569
17/11/2011,31.05,-0.024810433
16/11/2011,31.83,-0.037309707
15/11/2011,33.04,-0.004228336
14/11/2011,33.18,-0.00870223
11/11/2011,33.47,0.01596179
10/11/2011,32.94,0.012524984
09/11/2011,32.53,-0.055893824
08/11/2011,34.4,0.01316771
07/11/2011,33.95,-0.003821848
04/11/2011,34.08,-0.008764298
03/11/2011,34.38,0.013470189
02/11/2011,33.92,0.019649337
01/11/2011,33.26,-0.056974659
31/10/2011,35.21,-0.025516595
28/10/2011,36.12,-0.018379341
27/10/2011,36.79,0.027278176
26/10/2011,35.8,0.018607811
25/10/2011,35.14,-0.022510799
24/10/2011,35.94,0.024219714
21/10/2011,35.08,0.034216153
20/10/2011,33.9,0.005027365
19/10/2011,33.73,-0.015590844
18/10/2011,34.26,0.030525411
17/10/2011,33.23,-0.023789406
14/10/2011,34.03,0.010338299
13/10/2011,33.68,0.007749666
12/10/2011,33.42,0.015681865
11/10/2011,32.9,-0.000911439
10/10/2011,32.93,0.04091057
07/10/2011,31.61,-0.006935715
06/10/2011,31.83,0.034519247
05/10/2011,30.75,0.002931121
04/10/2011,30.66,0.034846731
03/10/2011,29.61,-0.02303557
30/09/2011,30.3,-0.056773301
29/09/2011,32.07,0.026541842
28/09/2011,31.23,-0.032138872
27/09/2011,32.25,0.004973588
26/09/2011,32.09,0.024287584
23/09/2011,31.32,0.0015977
22/09/2011,31.27,-0.046549088
21/09/2011,32.76,-0.033616611
20/09/2011,33.88,0.049306827
19/09/2011,32.25,-0.038624232
16/09/2011,33.52,0.005984458
15/09/2011,33.32,0.011166556
14/09/2011,32.95,0.021473218
13/09/2011,32.25,0.023848008
12/09/2011,31.49,0.026059059
09/09/2011,30.68,-0.02986255
08/09/2011,31.61,-0.006935715
07/09/2011,31.83,0.043666648
06/09/2011,30.47,-0.012718254
02/09/2011,30.86,-0.035024274
01/09/2011,31.96,-0.032931119
31/08/2011,33.03,0.010652969
30/08/2011,32.68,-0.008227991
29/08/2011,32.95,0.063911505
26/08/2011,30.91,0.021253048
25/08/2011,30.26,-0.041746881
24/08/2011,31.55,0.021464864
23/08/2011,30.88,0.03425895
22/08/2011,29.84,0.010781776
19/08/2011,29.52,-0.017128882
18/08/2011,30.03,-0.045247751
17/08/2011,31.42,-0.001590078
16/08/2011,31.47,-0.001904762
15/08/2011,31.53,0.013731654
12/08/2011,31.1,0.009043989
11/08/2011,30.82,0.046489115
10/08/2011,29.42,-0.079048646
09/08/2011,31.84,0.042013554
08/08/2011,30.53,-0.053877571
05/08/2011,32.22,0.022917343
04/08/2011,31.49,-0.023227661
03/08/2011,32.23,0.014375248
02/08/2011,31.77,-0.032210899
01/08/2011,32.81,-0.01482405
29/07/2011,33.3,-0.01697227
28/07/2011,33.87,-0.031960884
27/07/2011,34.97,-0.030693667
26/07/2011,36.06,-0.002216067
25/07/2011,36.14,-0.011280901
22/07/2011,36.55,0.007414561
21/07/2011,36.28,0.023989993
20/07/2011,35.42,-0.007033367
19/07/2011,35.67,0.026706133
18/07/2011,34.73,-0.013158085
15/07/2011,35.19,-0.003404259
14/07/2011,35.31,-0.019630468
13/07/2011,36.01,0.005011146
12/07/2011,35.83,-0.01550848
11/07/2011,36.39,-0.02684179
08/07/2011,37.38,-0.01907848
07/07/2011,38.1,0.006319136
06/07/2011,37.86,-0.012337734
05/07/2011,38.33,-0.011929602
01/07/2011,38.79,0.030360877
30/06/2011,37.63,0.006665803
29/06/2011,37.38,-0.011437816
28/06/2011,37.81,0.009566908
27/06/2011,37.45,0.004013383
24/06/2011,37.3,-0.009073988
23/06/2011,37.64,0.034598045
22/06/2011,36.36,-0.023914183
21/06/2011,37.24,0.04139278
20/06/2011,35.73,0.012957928
17/06/2011,35.27,0.014565444
16/06/2011,34.76,-0.001150086
15/06/2011,34.8,-0.030841318
14/06/2011,35.89,0.017425961
13/06/2011,35.27,-0.014915149
10/06/2011,35.8,-0.005293229
09/06/2011,35.99,0.010053142
08/06/2011,35.63,-0.032038089
07/06/2011,36.79,0.009833458
06/06/2011,36.43,-0.006020817
03/06/2011,36.65,-0.024792431
02/06/2011,37.57,0.010703875
01/06/2011,37.17,-0.043175961
31/05/2011,38.81,0.010620486
27/05/2011,38.4,0.00836825
26/05/2011,38.08,-0.003146306
25/05/2011,38.2,0.003934431
24/05/2011,38.05,-0.019261397
23/05/2011,38.79,-0.019656025
20/05/2011,39.56,-0.014554837
19/05/2011,40.14,-0.001991041
18/05/2011,40.22,-0.003722551
17/05/2011,40.37,0.013717636
16/05/2011,39.82,-0.029690454
13/05/2011,41.02,-0.007770802
12/05/2011,41.34,0.024487022
11/05/2011,40.34,-0.006424534
10/05/2011,40.6,0.024686455
09/05/2011,39.61,-0.014287748
06/05/2011,40.18,-0.018738221
05/05/2011,40.94,0.05111333
04/05/2011,38.9,0.002316305
03/05/2011,38.81,0.019776861
02/05/2011,38.05,-0.000525486
29/04/2011,38.07,-0.006806309
28/04/2011,38.33,0.003135618
27/04/2011,38.21,0.030289244
26/04/2011,37.07,0.00134971
25/04/2011,37.02,-0.015811665
21/04/2011,37.61,0.001596594
20/04/2011,37.55,-0.012175905
19/04/2011,38.01,0.012175905
18/04/2011,37.55,-0.011386327
15/04/2011,37.98,0.013519093
14/04/2011,37.47,-0.004260992
13/04/2011,37.63,-0.0210368
12/04/2011,38.43,0.015207425
11/04/2011,37.85,0.011960275
08/04/2011,37.4,-0.019330669
07/04/2011,38.13,-0.01819177
06/04/2011,38.83,0.009054518
05/04/2011,38.48,0.002602135
04/04/2011,38.38,0.00339293
01/04/2011,38.25,-0.00287169
31/03/2011,38.36,-0.011662695
30/03/2011,38.81,0.020039708
29/03/2011,38.04,-0.007072721
28/03/2011,38.31,-0.012193691
25/03/2011,38.78,-0.006425931
24/03/2011,39.03,0.002051809
23/03/2011,38.95,-0.005377045
22/03/2011,39.16,-0.046160122
21/03/2011,41.01,0.034229532
18/03/2011,39.63,0.013208218
17/03/2011,39.11,0.007442611
16/03/2011,38.82,-0.007442611
15/03/2011,39.11,-0.018995126
14/03/2011,39.86,-0.002005013
11/03/2011,39.94,-0.012688316
10/03/2011,40.45,-0.019342016
09/03/2011,41.24,0.008767713
08/03/2011,40.88,0.023513025
07/03/2011,39.93,-0.010711274
04/03/2011,40.36,-0.017925587
03/03/2011,41.09,0.011996716
02/03/2011,40.6,0.01289061
01/03/2011,40.08,-0.06261864
28/02/2011,42.67,-0.002574606
25/02/2011,42.78,0.020546242
24/02/2011,41.91,-0.003097084
23/02/2011,42.04,-0.001188637
22/02/2011,42.09,-0.082288115
18/02/2011,45.7,-0.005673155
17/02/2011,45.96,-0.021311753
16/02/2011,46.95,0.002132197
15/02/2011,46.85,0
14/02/2011,46.85,-0.016511806
11/02/2011,47.63,0.011402151
10/02/2011,47.09,0.002977459
09/02/2011,46.95,0.002559182
08/02/2011,46.83,0.00900907
07/02/2011,46.41,0.013449227
04/02/2011,45.79,0.005255103
03/02/2011,45.55,-0.003287674
02/02/2011,45.7,-0.001312049
01/02/2011,45.76,0.023213157
31/01/2011,44.71,0.002239141
28/01/2011,44.61,-0.036319608
