Date,Close,CCL
04/04/2014,37.9,-0.014667628
03/04/2014,38.46,0.010980502
02/04/2014,38.04,-0.009419222
01/04/2014,38.4,0.014162314
31/03/2014,37.86,0.016511693
28/03/2014,37.24,-0.002145924
27/03/2014,37.32,-0.008537939
26/03/2014,37.64,-0.010045022
25/03/2014,38.02,-0.050767117
24/03/2014,40,0.000500125
21/03/2014,39.98,-0.000250094
20/03/2014,39.99,0.015625318
19/03/2014,39.37,-0.006077507
18/03/2014,39.61,0.020146034
17/03/2014,38.82,0.01035742
14/03/2014,38.42,-0.00233979
13/03/2014,38.51,-0.020306571
12/03/2014,39.3,0.014093763
11/03/2014,38.75,-0.006687268
10/03/2014,39.01,-0.012482648
07/03/2014,39.5,0.00787906
06/03/2014,39.19,-0.002293871
05/03/2014,39.28,-0.008618558
04/03/2014,39.62,0.028156454
03/03/2014,38.52,-0.029165536
28/02/2014,39.66,-0.01972352
27/02/2014,40.45,0.005702259
26/02/2014,40.22,0.003486928
25/02/2014,40.08,0.00977819
24/02/2014,39.69,0.006825965
21/02/2014,39.42,0.007895113
20/02/2014,39.11,-0.001788224
19/02/2014,39.18,-0.014694969
18/02/2014,39.76,-0.024839827
14/02/2014,40.76,0.012839683
13/02/2014,40.24,-0.003968259
12/02/2014,40.4,0.002974717
11/02/2014,40.28,-0.000744509
10/02/2014,40.31,0.009972658
07/02/2014,39.91,-0.005497265
06/02/2014,40.13,0.038353907
05/02/2014,38.62,-0.011072599
04/02/2014,39.05,0.00771212
03/02/2014,38.75,-0.011290856
31/01/2014,39.19,-0.021457342
30/01/2014,40.04,0.012566137
29/01/2014,39.54,-0.026208913
28/01/2014,40.59,0.030517626
27/01/2014,39.37,0.005603683
24/01/2014,39.15,-0.037598414
23/01/2014,40.65,-0.010522549
22/01/2014,41.08,0.00610428
21/01/2014,40.83,-0.012897125
17/01/2014,41.36,-0.004101827
16/01/2014,41.53,-0.001203225
15/01/2014,41.58,0.001444044
14/01/2014,41.52,0.002411383
13/01/2014,41.42,0.004112743
10/01/2014,41.25,0.031772159
09/01/2014,39.96,0.014113137
08/01/2014,39.4,-0.002281659
07/01/2014,39.49,0.006605715
06/01/2014,39.23,-0.015680645
03/01/2014,39.85,0.001004268
02/01/2014,39.81,-0.009002311
31/12/2013,40.17,0.000747105
30/12/2013,40.14,0.006247677
27/12/2013,39.89,0.008812848
26/12/2013,39.54,0.002532288
24/12/2013,39.44,0.007380107
23/12/2013,39.15,0.007692346
20/12/2013,38.85,0.020806993
19/12/2013,38.05,0.025014609
18/12/2013,37.11,0.015205289
17/12/2013,36.55,0.002191181
16/12/2013,36.47,0.013248883
13/12/2013,35.99,0.018225655
12/12/2013,35.34,-0.001131222
11/12/2013,35.38,-0.008723849
10/12/2013,35.69,0.0025249
09/12/2013,35.6,0.007330171
06/12/2013,35.34,0.009953161
05/12/2013,34.99,-0.01587785
04/12/2013,35.55,-0.008403411
03/12/2013,35.85,-0.006395128
02/12/2013,36.08,-0.00083114
29/11/2013,36.11,-0.002213002
27/11/2013,36.19,0.006375628
26/11/2013,35.96,-0.009410532
25/11/2013,36.3,0.004971013
22/11/2013,36.12,0.006666691
21/11/2013,35.88,0.003629768
20/11/2013,35.75,0.003923772
19/11/2013,35.61,-0.001683502
18/11/2013,35.67,-0.009208939
15/11/2013,36,-0.003050897
14/11/2013,36.11,0.007784304
13/11/2013,35.83,0.004475532
12/11/2013,35.67,-0.011982866
11/11/2013,36.1,-0.004698088
08/11/2013,36.27,0.016961341
07/11/2013,35.66,-0.018338941
06/11/2013,36.32,0.025939259
05/11/2013,35.39,0.005383212
04/11/2013,35.2,0.010279931
01/11/2013,34.84,0.005468426
31/10/2013,34.65,-0.007189104
30/10/2013,34.9,-0.002003722
29/10/2013,34.97,0.002290296
28/10/2013,34.89,0.007479897
25/10/2013,34.63,-0.001731103
24/10/2013,34.69,0.024512462
23/10/2013,33.85,-0.009701678
22/10/2013,34.18,0.020692432
21/10/2013,33.48,0.022350674
18/10/2013,32.74,-0.004571088
17/10/2013,32.89,0.022445216
16/10/2013,32.16,0.006238323
15/10/2013,31.96,-0.004370909
14/10/2013,32.1,-0.004662013
11/10/2013,32.25,0.012166739
10/10/2013,31.86,0.008194184
09/10/2013,31.6,-0.003790276
08/10/2013,31.72,-0.014708449
07/10/2013,32.19,-0.007428075
04/10/2013,32.43,0.002160828
03/10/2013,32.36,0.0009275
02/10/2013,32.33,-0.007703011
01/10/2013,32.58,-0.001839927
30/09/2013,32.64,-0.00732604
27/09/2013,32.88,-0.001519526
26/09/2013,32.93,0.007009018
25/09/2013,32.7,-0.054742995
24/09/2013,34.54,-0.079552632
23/09/2013,37.4,0.008592964
20/09/2013,37.08,-0.016582354
19/09/2013,37.7,0.00132714
18/09/2013,37.65,0.00079713
17/09/2013,37.62,0.007470686
16/09/2013,37.34,-0.002407384
13/09/2013,37.43,0.00670154
12/09/2013,37.18,-0.006167066
11/09/2013,37.41,0.00589814
10/09/2013,37.19,0.020647297
09/09/2013,36.43,0.015770143
06/09/2013,35.86,-0.002228413
05/09/2013,35.94,0.001670844
04/09/2013,35.88,-0.002783191
03/09/2013,35.98,-0.00305259
30/08/2013,36.09,0.000554324
29/08/2013,36.07,0.002776237
28/08/2013,35.97,-0.016542974
27/08/2013,36.57,-0.024579225
26/08/2013,37.48,0.002939214
23/08/2013,37.37,-0.001069805
22/08/2013,37.41,0.026545437
21/08/2013,36.43,0.007439075
20/08/2013,36.16,0.00749483
19/08/2013,35.89,-0.017401351
16/08/2013,36.52,-0.004644183
15/08/2013,36.69,-0.005978279
14/08/2013,36.91,0.008707538
13/08/2013,36.59,0.008232758
12/08/2013,36.29,-0.006043974
09/08/2013,36.51,-0.011438033
08/08/2013,36.93,-0.001893684
07/08/2013,37,-0.009414999
06/08/2013,37.35,-0.008796538
05/08/2013,37.68,-0.000530645
02/08/2013,37.7,-0.000265217
01/08/2013,37.71,0.018196916
31/07/2013,37.03,0.001080789
30/07/2013,36.99,-0.001620746
29/07/2013,37.05,-0.008332262
26/07/2013,37.36,0.012118096
25/07/2013,36.91,-0.000270893
24/07/2013,36.92,0.005431844
23/07/2013,36.72,0.00573537
22/07/2013,36.51,-0.003281381
19/07/2013,36.63,-0.000818666
18/07/2013,36.66,0.009868501
17/07/2013,36.3,0.00137836
16/07/2013,36.25,0.005809949
15/07/2013,36.04,-0.000554785
12/07/2013,36.06,0.000832293
11/07/2013,36.03,0.018487922
10/07/2013,35.37,0.00595493
09/07/2013,35.16,0.001423083
08/07/2013,35.11,-0.002275961
05/07/2013,35.19,0.009708814
03/07/2013,34.85,-0.000860462
02/07/2013,34.88,0.006615873
01/07/2013,34.65,0.010443959
28/06/2013,34.29,0
27/06/2013,34.29,-0.014188742
26/06/2013,34.78,-0.003157746
25/06/2013,34.89,0.049048151
24/06/2013,33.22,-0.006301596
21/06/2013,33.43,-0.000299088
20/06/2013,33.44,-0.011299555
19/06/2013,33.82,-0.014384513
18/06/2013,34.31,0.01793902
17/06/2013,33.7,-0.004145697
14/06/2013,33.84,-0.002361276
13/06/2013,33.92,0.036018299
12/06/2013,32.72,0.011681658
11/06/2013,32.34,-0.004011732
10/06/2013,32.47,-0.007364255
07/06/2013,32.71,0.014783146
06/06/2013,32.23,0.000931243
05/06/2013,32.2,-0.00495664
04/06/2013,32.36,-0.009227995
03/06/2013,32.66,-0.013382195
31/05/2013,33.1,-0.012310619
30/05/2013,33.51,0.012310619
29/05/2013,33.1,0.003025721
28/05/2013,33,0.003642991
24/05/2013,32.88,-0.003339915
23/05/2013,32.99,-0.001514463
22/05/2013,33.04,-0.023037668
21/05/2013,33.81,-0.043692759
20/05/2013,35.32,0.009101314
17/05/2013,35,0.001143511
16/05/2013,34.96,-0.002571063
15/05/2013,35.05,-0.004270469
14/05/2013,35.2,0.011716093
13/05/2013,34.79,-0.00944078
10/05/2013,35.12,-0.002843334
09/05/2013,35.22,-0.011012394
08/05/2013,35.61,0.001967675
07/05/2013,35.54,0.013883209
06/05/2013,35.05,-0.008239853
03/05/2013,35.34,0.026958903
02/05/2013,34.4,0.013756986
01/05/2013,33.93,-0.016949558
30/04/2013,34.51,-0.008942797
29/04/2013,34.82,0.010392703
26/04/2013,34.46,-0.004343427
25/04/2013,34.61,0.03798484
24/04/2013,33.32,-0.006282743
23/04/2013,33.53,0.01109623
22/04/2013,33.16,-0.006912124
19/04/2013,33.39,0.003600364
18/04/2013,33.27,0.001203008
17/04/2013,33.23,-0.00240457
16/04/2013,33.31,0.004211799
15/04/2013,33.17,-0.02853091
12/04/2013,34.13,0.00029304
11/04/2013,34.12,0.001173021
10/04/2013,34.08,0.004411123
09/04/2013,33.93,0.005615502
08/04/2013,33.74,0.005647214
05/04/2013,33.55,0.013503581
04/04/2013,33.1,-0.015885243
03/04/2013,33.63,-0.017391743
02/04/2013,34.22,0.007626907
01/04/2013,33.96,-0.009961993
28/03/2013,34.3,0.019726828
27/03/2013,33.63,-0.004154309
26/03/2013,33.77,0.003856999
25/03/2013,33.64,-0.011820469
22/03/2013,34.04,0.012117778
21/03/2013,33.63,-0.000297309
20/03/2013,33.64,0.0128648
19/03/2013,33.21,-0.021153776
18/03/2013,33.92,-0.029913658
15/03/2013,34.95,-0.022072203
14/03/2013,35.73,0.00055991
13/03/2013,35.71,0.010415295
12/03/2013,35.34,-0.008453136
11/03/2013,35.64,-0.000841397
08/03/2013,35.67,-0.015853482
07/03/2013,36.24,0.002763196
06/03/2013,36.14,-0.001658834
05/03/2013,36.2,0.001658834
04/03/2013,36.14,0.008056718
01/03/2013,35.85,0.002234014
28/02/2013,35.77,0.006169397
27/02/2013,35.55,0.026219798
26/02/2013,34.63,0.005792081
25/02/2013,34.43,-0.016134029
22/02/2013,34.99,-0.010518931
21/02/2013,35.36,-0.001977681
20/02/2013,35.43,-0.030027277
19/02/2013,36.51,-0.011167214
15/02/2013,36.92,-0.011579502
14/02/2013,37.35,-0.002940785
13/02/2013,37.46,-0.040800638
12/02/2013,39.02,0.007718073
11/02/2013,38.72,-0.007461761
08/02/2013,39.01,0.000769329
07/02/2013,38.98,0.004628447
06/02/2013,38.8,0.006204777
05/02/2013,38.56,0.001817002
04/02/2013,38.49,-0.017001955
01/02/2013,39.15,0.01104416
31/01/2013,38.72,-0.004380886
30/01/2013,38.89,0.004380886
29/01/2013,38.72,-0.007974319
28/01/2013,39.03,-0.002303264
25/01/2013,39.12,0.005639595
24/01/2013,38.9,0.005930145
23/01/2013,38.67,0.006225701
22/01/2013,38.43,-0.003895603
18/01/2013,38.58,0.010160306
17/01/2013,38.19,0.009735638
16/01/2013,37.82,0.004505109
15/01/2013,37.65,0.007464711
14/01/2013,37.37,0.009139849
11/01/2013,37.03,-0.002966161
10/01/2013,37.14,0.001077586
09/01/2013,37.1,0.002699057
08/01/2013,37,0.001622938
07/01/2013,36.94,-0.003243246
04/01/2013,37.06,0.000809826
03/01/2013,37.03,-0.012612538
02/01/2013,37.5,0.019658638
31/12/2012,36.77,0.020330371
28/12/2012,36.03,-0.01842483
27/12/2012,36.7,0.002728515
26/12/2012,36.6,-0.0130295
24/12/2012,37.08,0.001619434
21/12/2012,37.02,0.000810701
20/12/2012,36.99,-0.05445132
19/12/2012,39.06,-0.00663437
18/12/2012,39.32,0.018481019
17/12/2012,38.6,0.023061819
14/12/2012,37.72,0.000265146
13/12/2012,37.71,-0.004233931
12/12/2012,37.87,0.000528262
11/12/2012,37.85,-0.000528262
10/12/2012,37.87,-0.001055688
07/12/2012,37.91,0.009275275
06/12/2012,37.56,0.009362112
05/12/2012,37.21,-0.01520232
04/12/2012,37.78,-0.015756629
03/12/2012,38.38,-0.007268983
30/11/2012,38.66,0.001553197
29/11/2012,38.6,-0.001553197
28/11/2012,38.66,0.014066395
27/11/2012,38.12,-0.009399547
26/11/2012,38.48,-0.015472201
23/11/2012,39.08,0.020160931
21/11/2012,38.3,0.003138078
20/11/2012,38.18,-0.00157027
19/11/2012,38.24,0.026230143
16/11/2012,37.25,-0.003751344
15/11/2012,37.39,-0.01169915
14/11/2012,37.83,-0.015215404
13/11/2012,38.41,-0.001300898
12/11/2012,38.46,-0.018037078
09/11/2012,39.16,0.022989518
08/11/2012,38.27,-0.009880476
07/11/2012,38.65,-0.008245344
06/11/2012,38.97,0.007986646
05/11/2012,38.66,-0.002325282
02/11/2012,38.75,-0.002577321
01/11/2012,38.85,0.025548835
31/10/2012,37.87,0.000528262
26/10/2012,37.85,-0.021174494
25/10/2012,38.66,0.023290337
24/10/2012,37.77,0.000794597
23/10/2012,37.74,-0.018638156
22/10/2012,38.45,0.006784995
19/10/2012,38.19,-0.016104244
18/10/2012,38.81,0.006462476
17/10/2012,38.56,0.019906367
16/10/2012,37.8,0.013852113
15/10/2012,37.28,0.014046692
12/10/2012,36.76,-0.002987915
11/10/2012,36.87,0.006530635
10/10/2012,36.63,-0.006801822
09/10/2012,36.88,-0.007294372
08/10/2012,37.15,0.000538503
05/10/2012,37.13,0.007027056
04/10/2012,36.87,0.00816998
03/10/2012,36.57,0.011551284
02/10/2012,36.15,0.003602609
01/10/2012,36.02,-0.011318271
28/09/2012,36.43,-0.00191965
27/09/2012,36.5,-0.007098037
26/09/2012,36.76,-0.008667443
25/09/2012,37.08,0.002159828
24/09/2012,37,-0.010485376
21/09/2012,37.39,-0.005600761
20/09/2012,37.6,-0.002921261
19/09/2012,37.71,0.003187254
18/09/2012,37.59,-0.001329257
17/09/2012,37.64,-0.008465659
14/09/2012,37.96,0.003694911
13/09/2012,37.82,0.025982445
12/09/2012,36.85,-0.001084893
11/09/2012,36.89,0.010080456
10/09/2012,36.52,-0.014408296
07/09/2012,37.05,0.030695751
06/09/2012,35.93,0.034256711
05/09/2012,34.72,-0.002014099
04/09/2012,34.79,0.003166837
31/08/2012,34.68,-0.010041685
