Date,Close,HCBK
31/12/2013,9.43,0.004250803
30/12/2013,9.39,0.00106553
27/12/2013,9.38,0.002134473
26/12/2013,9.36,0.002139038
24/12/2013,9.34,0.008602204
23/12/2013,9.26,0.006500565
20/12/2013,9.2,0.006543099
19/12/2013,9.14,-0.007629465
18/12/2013,9.21,0.005443672
17/12/2013,9.16,-0.00761287
16/12/2013,9.23,0.00761287
13/12/2013,9.16,0
12/12/2013,9.16,0
11/12/2013,9.16,-0.006528859
10/12/2013,9.22,-0.007563515
09/12/2013,9.29,0.006479504
06/12/2013,9.23,0.016384856
05/12/2013,9.08,-0.005491502
04/12/2013,9.13,-0.006550242
03/12/2013,9.19,-0.004343112
02/12/2013,9.23,-0.011847204
29/11/2013,9.34,-0.002139038
27/11/2013,9.36,0.002139038
26/11/2013,9.34,-0.002139038
25/11/2013,9.36,0.00643089
22/11/2013,9.3,0.001075847
21/11/2013,9.29,0.013001267
20/11/2013,9.17,0
19/11/2013,9.17,0.002183407
18/11/2013,9.15,0.001093494
15/11/2013,9.14,0.005485477
14/11/2013,9.09,0.005515734
13/11/2013,9.04,0.014484933
12/11/2013,8.91,-0.021100172
11/11/2013,9.1,-0.008752791
08/11/2013,9.18,0.029852963
07/11/2013,8.91,-0.008938607
06/11/2013,8.99,0.010061572
05/11/2013,8.9,-0.003365118
04/11/2013,8.93,-0.003353832
01/11/2013,8.96,-0.002229655
31/10/2013,8.98,-0.017660503
30/10/2013,9.14,0.012108018
29/10/2013,9.03,0.00778214
28/10/2013,8.96,-0.003342621
25/10/2013,8.99,-0.004439519
24/10/2013,9.03,-0.004419897
23/10/2013,9.07,-0.00549754
22/10/2013,9.12,-0.007646132
21/10/2013,9.19,-0.011898464
18/10/2013,9.3,0.016260521
17/10/2013,9.15,-0.036484733
16/10/2013,9.49,0.02130006
15/10/2013,9.29,-0.011771136
14/10/2013,9.4,0.006403437
11/10/2013,9.34,0.007522873
10/10/2013,9.27,0.025124205
09/10/2013,9.04,0.007773498
08/10/2013,8.97,-0.002227172
07/10/2013,8.99,-0.028510703
04/10/2013,9.25,0.020754431
03/10/2013,9.06,-0.008791265
02/10/2013,9.14,-0.003276901
01/10/2013,9.17,0.014278112
30/09/2013,9.04,-0.00881063
27/09/2013,9.12,0.002195391
26/09/2013,9.1,0.007722046
25/09/2013,9.03,0.005552485
24/09/2013,8.98,0
23/09/2013,8.98,-0.007764875
20/09/2013,9.05,-0.010989122
19/09/2013,9.15,-0.010869672
18/09/2013,9.25,0.007596347
17/09/2013,9.18,0.013158085
16/09/2013,9.06,0.003316753
13/09/2013,9.03,0
12/09/2013,9.03,-0.009917437
11/09/2013,9.12,-0.003284075
10/09/2013,9.15,0
09/09/2013,9.15,-0.010869672
06/09/2013,9.25,-0.010752792
05/09/2013,9.35,0.001070091
04/09/2013,9.34,0.010764367
03/09/2013,9.24,0.005425949
30/08/2013,9.19,0
29/08/2013,9.19,-0.010822616
28/08/2013,9.29,0.006479504
27/08/2013,9.23,-0.041385216
26/08/2013,9.62,0
23/08/2013,9.62,-0.002076844
22/08/2013,9.64,0.02308602
21/08/2013,9.42,-0.004237294
20/08/2013,9.46,0.005299429
19/08/2013,9.41,-0.014768201
16/08/2013,9.55,0.005249356
15/08/2013,9.5,-0.004201687
14/08/2013,9.54,-0.002094242
13/08/2013,9.56,-0.002089865
12/08/2013,9.58,-0.002085506
09/08/2013,9.6,-0.002081166
08/08/2013,9.62,0.004166673
07/08/2013,9.58,-0.009350717
06/08/2013,9.67,-0.005157309
05/08/2013,9.72,-0.005130848
02/08/2013,9.77,0.003075348
01/08/2013,9.74,0.018653391
31/07/2013,9.56,0.001046573
30/07/2013,9.55,0.008412247
29/07/2013,9.47,-0.011548685
26/07/2013,9.58,-0.003126631
25/07/2013,9.61,-0.007257678
24/07/2013,9.68,-0.002063984
23/07/2013,9.7,-0.004115232
22/07/2013,9.74,0.008247469
19/07/2013,9.66,-0.011322818
18/07/2013,9.77,0.016512243
17/07/2013,9.61,-0.006224086
16/07/2013,9.67,-0.009264091
15/07/2013,9.76,0.003078504
12/07/2013,9.73,0.008255981
11/07/2013,9.65,-0.00516797
10/07/2013,9.7,-0.002059733
09/07/2013,9.72,0.00619197
08/07/2013,9.66,0.009360443
05/07/2013,9.57,0.023256862
03/07/2013,9.35,-0.001068947
02/07/2013,9.36,0.007506738
01/07/2013,9.29,0.011911348
28/06/2013,9.18,0.002181026
27/06/2013,9.16,0.017621601
26/06/2013,9,0.021337137
25/06/2013,8.81,0.021802355
24/06/2013,8.62,-0.002317498
21/06/2013,8.64,0.016336419
20/06/2013,8.5,0.002355714
19/06/2013,8.48,-0.010557283
18/06/2013,8.57,0.023613848
17/06/2013,8.37,0.009603915
14/06/2013,8.29,-0.013181737
13/06/2013,8.4,0.015597197
12/06/2013,8.27,-0.007228947
11/06/2013,8.33,-0.010746372
10/06/2013,8.42,0.001188354
07/06/2013,8.41,0.008358258
06/06/2013,8.34,0.00119976
05/06/2013,8.33,-0.021378486
04/06/2013,8.51,-0.011682376
03/06/2013,8.61,0.012858155
31/05/2013,8.5,-0.016336419
30/05/2013,8.64,0.006968669
29/05/2013,8.58,-0.009280809
28/05/2013,8.66,0.016298382
24/05/2013,8.52,0.003527341
23/05/2013,8.49,-0.002352942
22/05/2013,8.51,-0.01747278
21/05/2013,8.66,0.00231214
20/05/2013,8.64,-0.001156738
17/05/2013,8.65,0.008125407
16/05/2013,8.58,-0.004651171
15/05/2013,8.62,0.006984895
14/05/2013,8.56,0.003510829
13/05/2013,8.53,0
10/05/2013,8.53,0.001173021
09/05/2013,8.52,-0.001173021
08/05/2013,8.53,0.011792589
07/05/2013,8.43,0.009535233
06/05/2013,8.35,0.00721157
03/05/2013,8.29,0.003625382
02/05/2013,8.26,0.012180419
01/05/2013,8.16,-0.0158058
30/04/2013,8.29,0.010915815
29/04/2013,8.2,-0.002436055
26/04/2013,8.22,-0.007272759
25/04/2013,8.28,0.001208459
24/04/2013,8.27,0.0060643
23/04/2013,8.22,0.009780029
22/04/2013,8.14,0.007398307
19/04/2013,8.08,0.004962789
18/04/2013,8.04,0.00874459
17/04/2013,7.97,-0.026007658
16/04/2013,8.18,0.007361996
15/04/2013,8.12,-0.020719815
12/04/2013,8.29,-0.056286837
11/04/2013,8.77,0
10/04/2013,8.77,0.018412488
09/04/2013,8.61,0.01639381
08/04/2013,8.47,0
05/04/2013,8.47,-0.004711434
04/04/2013,8.51,0.009445171
03/04/2013,8.43,-0.011792589
02/04/2013,8.53,-0.004678371
01/04/2013,8.57,-0.00813485
28/03/2013,8.64,0.002317498
27/03/2013,8.62,0.004651171
26/03/2013,8.58,0.001166181
25/03/2013,8.57,-0.006976772
22/03/2013,8.63,0.005810592
21/03/2013,8.58,-0.006968669
20/03/2013,8.64,0.00464038
19/03/2013,8.6,-0.002322881
18/03/2013,8.62,-0.012680285
15/03/2013,8.73,-0.002288331
14/03/2013,8.75,0.00458191
13/03/2013,8.71,0.001148765
12/03/2013,8.7,-0.002296212
11/03/2013,8.72,0.002296212
08/03/2013,8.7,0.001150086
07/03/2013,8.69,0.002304148
06/03/2013,8.67,0.00230947
05/03/2013,8.65,0.002314816
04/03/2013,8.63,0.005810592
01/03/2013,8.58,0.005844552
28/02/2013,8.53,0.003523198
27/02/2013,8.5,0.007083855
26/02/2013,8.44,0.003560835
25/02/2013,8.41,-0.031600055
22/02/2013,8.68,0.015090246
21/02/2013,8.55,-0.015090246
20/02/2013,8.68,-0.010315278
19/02/2013,8.77,0.008013781
15/02/2013,8.7,0.002301497
14/02/2013,8.68,-0.001151411
13/02/2013,8.69,-0.00573725
12/02/2013,8.74,0.012665685
11/02/2013,8.63,0.00115942
08/02/2013,8.62,0.002322881
07/02/2013,8.6,-0.010410736
06/02/2013,8.69,-0.003446299
05/02/2013,8.72,0.016185324
04/02/2013,8.58,-0.011587615
01/02/2013,8.68,0.015090246
31/01/2013,8.55,-0.008153802
30/01/2013,8.62,0.002322881
29/01/2013,8.6,0.003494471
28/01/2013,8.57,-0.00813485
25/01/2013,8.64,-0.001156738
24/01/2013,8.65,0
23/01/2013,8.65,-0.005763705
22/01/2013,8.7,0.01272429
18/01/2013,8.59,0.001164822
17/01/2013,8.58,0.003502631
16/01/2013,8.55,-0.00233645
15/01/2013,8.57,0.003506725
14/01/2013,8.54,-0.004672906
11/01/2013,8.58,-0.003490405
10/01/2013,8.61,0.009334957
09/01/2013,8.53,0.003523198
08/01/2013,8.5,0
07/01/2013,8.5,-0.003523198
04/01/2013,8.53,0.016548841
03/01/2013,8.39,0.004778982
02/01/2013,8.35,0.026700615
31/12/2012,8.13,0.01113184
28/12/2012,8.04,-0.003724399
27/12/2012,8.07,-0.003710579
26/12/2012,8.1,0.001235331
24/12/2012,8.09,-0.008615438
21/12/2012,8.16,-0.01339034
20/12/2012,8.27,0.0060643
19/12/2012,8.22,-0.002430135
18/12/2012,8.24,0.010982417
17/12/2012,8.15,0.019827167
14/12/2012,7.99,-0.006238323
13/12/2012,8.04,0.002490661
12/12/2012,8.02,-0.002490661
11/12/2012,8.04,-0.002484473
10/12/2012,8.06,0.008722797
07/12/2012,7.99,0
06/12/2012,7.99,0.001252348
05/12/2012,7.98,0.00881063
04/12/2012,7.91,-0.012562979
03/12/2012,8.01,-0.006222795
30/11/2012,8.06,0.013741628
29/11/2012,7.95,-0.011257155
28/11/2012,8.04,-0.002484473
27/11/2012,8.06,-0.001239926
26/11/2012,8.07,-0.011090687
23/11/2012,8.16,0.016059641
21/11/2012,8.03,-0.002487563
20/11/2012,8.05,0.002487563
19/11/2012,8.03,0.010012599
16/11/2012,7.95,0.011385322
15/11/2012,7.86,0.001273075
14/11/2012,7.85,-0.011399743
13/11/2012,7.94,-0.021184593
12/11/2012,8.11,0.00991334
09/11/2012,8.03,-0.022168396
08/11/2012,8.21,-0.004860277
07/11/2012,8.25,-0.046189382
06/11/2012,8.64,0.01516064
05/11/2012,8.51,-0.00702579
02/11/2012,8.57,-0.005817352
01/11/2012,8.62,0.015196084
31/10/2012,8.49,-0.015196084
26/10/2012,8.62,-0.008087855
25/10/2012,8.69,0.003458217
24/10/2012,8.66,0.004629638
23/10/2012,8.62,-0.009237941
22/10/2012,8.7,0.006920443
19/10/2012,8.64,-0.012651118
18/10/2012,8.75,0.02195351
17/10/2012,8.56,0.056471459
16/10/2012,8.09,0
15/10/2012,8.09,0.011187189
12/10/2012,8,-0.022250609
11/10/2012,8.18,-0.001221747
10/10/2012,8.19,0.016000341
09/10/2012,8.06,-0.008647367
08/10/2012,8.13,-0.007352974
05/10/2012,8.19,0.003669729
04/10/2012,8.16,0.013572078
03/10/2012,8.05,0.011243092
02/10/2012,7.96,0
01/10/2012,7.96,0.001257071
28/09/2012,7.95,0.011385322
27/09/2012,7.86,0.005102052
26/09/2012,7.82,-0.012706651
25/09/2012,7.92,-0.006293287
24/09/2012,7.97,0.007556711
21/09/2012,7.91,0.00761425
20/09/2012,7.85,0
19/09/2012,7.85,-0.001273075
18/09/2012,7.86,-0.002541297
17/09/2012,7.88,-0.007585371
14/09/2012,7.94,0.015228721
13/09/2012,7.82,0.019367939
12/09/2012,7.67,-0.001302932
11/09/2012,7.68,0.018397365
10/09/2012,7.54,-0.001325381
07/09/2012,7.55,0.011992149
06/09/2012,7.46,0.009427679
05/09/2012,7.39,0.019126266
04/09/2012,7.25,0.008310297
31/08/2012,7.19,-0.005547864
30/08/2012,7.23,-0.00826451
29/08/2012,7.29,0.004123717
28/08/2012,7.26,-0.025834204
27/08/2012,7.45,0.145685492
24/08/2012,6.44,0.001554002
23/08/2012,6.43,-0.021539294
22/08/2012,6.57,0
21/08/2012,6.57,-0.013605652
20/08/2012,6.66,0.00150263
17/08/2012,6.65,-0.004501133
16/08/2012,6.68,0.006006024
15/08/2012,6.64,0.013646914
14/08/2012,6.55,-0.004569696
13/08/2012,6.58,-0.004548909
10/08/2012,6.61,0.006069821
09/08/2012,6.57,0.004576667
08/08/2012,6.54,0.009216655
07/08/2012,6.48,0.025001302
06/08/2012,6.32,-0.00315956
03/08/2012,6.34,0.032054026
02/08/2012,6.14,-0.022545238
01/08/2012,6.28,-0.011084832
31/07/2012,6.35,0.048396541
30/07/2012,6.05,0.004971013
27/07/2012,6.02,0.020134908
26/07/2012,5.9,0.00851069
25/07/2012,5.85,0.018982451
24/07/2012,5.74,-0.00521287
23/07/2012,5.77,-0.017182553
20/07/2012,5.87,-0.025232625
19/07/2012,6.02,-0.019737483
18/07/2012,6.14,-0.003252035
17/07/2012,6.16,0.009788006
16/07/2012,6.1,-0.008163311
13/07/2012,6.15,0.036427869
12/07/2012,5.93,-0.031537884
11/07/2012,6.12,0.011503824
10/07/2012,6.05,-0.003300333
09/07/2012,6.07,-0.027621577
06/07/2012,6.24,-0.011155494
05/07/2012,6.31,-0.012598592
03/07/2012,6.39,0.009434032
02/07/2012,6.33,-0.006299233
29/06/2012,6.37,0.020619287
28/06/2012,6.24,-0.019048195
27/06/2012,6.36,0.033576296
26/06/2012,6.15,0.021364822
25/06/2012,6.02,-0.051791509
22/06/2012,6.34,0.014297305
21/06/2012,6.25,-0.020586634
20/06/2012,6.38,0.020586634
19/06/2012,6.25,0.019386714
18/06/2012,6.13,-0.004882028
15/06/2012,6.16,0.009788006
14/06/2012,6.1,0.026579638
13/06/2012,5.94,0.00168492
12/06/2012,5.93,0.020443642
11/06/2012,5.81,-0.038823441
08/06/2012,6.04,0.003316753
07/06/2012,6.02,0.001662511
06/06/2012,6.01,0.011715615
05/06/2012,5.94,0.010152371
04/06/2012,5.88,0
01/06/2012,5.88,-0.05299253
31/05/2012,6.2,0.00809721
30/05/2012,6.15,-0.033576296
29/05/2012,6.36,0.004728141
25/05/2012,6.33,0.009523882
24/05/2012,6.27,-0.006359322
23/05/2012,6.31,0.011155494
22/05/2012,6.24,0.019418086
21/05/2012,6.12,0.006557401
18/05/2012,6.08,-0.006557401
17/05/2012,6.12,-0.001632653
16/05/2012,6.13,-0.016181583
15/05/2012,6.23,-0.004803852
14/05/2012,6.26,-0.032995923
11/05/2012,6.47,-0.030443751
10/05/2012,6.67,0.004507896
09/05/2012,6.64,-0.022338978
08/05/2012,6.79,-0.018964828
07/05/2012,6.92,0.021914683
04/05/2012,6.77,-0.014663019
03/05/2012,6.87,-0.001454546
02/05/2012,6.88,-0.017291497
01/05/2012,7,-0.008534902
30/04/2012,7.06,-0.014064929
27/04/2012,7.16,0.012649501
26/04/2012,7.07,0.014245255
25/04/2012,6.97,0.014451119
24/04/2012,6.87,0.029544246
23/04/2012,6.67,0.001500375
20/04/2012,6.66,0.00150263
19/04/2012,6.65,-0.007490672
18/04/2012,6.7,-0.016284594
17/04/2012,6.81,0.02077226
16/04/2012,6.67,0.004507896
13/04/2012,6.64,-0.035506688
12/04/2012,6.88,0.019076147
11/04/2012,6.75,0.008928631
10/04/2012,6.69,-0.038127785
09/04/2012,6.95,-0.022760584
05/04/2012,7.11,0
04/04/2012,7.11,-0.025001302
03/04/2012,7.29,-0.008196767
02/04/2012,7.35,0.004089985
30/03/2012,7.32,-0.008163311
29/03/2012,7.38,-0.010781776
28/03/2012,7.46,0.025799123
27/03/2012,7.27,-0.009582551
26/03/2012,7.34,0.005464494
23/03/2012,7.3,0.012405397
22/03/2012,7.21,-0.026011049
21/03/2012,7.4,-0.018742182
20/03/2012,7.54,0.013351333
19/03/2012,7.44,-0.006697949
16/03/2012,7.49,0.00938974
15/03/2012,7.42,0.041271332
14/03/2012,7.12,-0.008391658
13/03/2012,7.18,0.064724239
12/03/2012,6.73,-0.008875798
09/03/2012,6.79,0.026867288
08/03/2012,6.61,-0.001511716
07/03/2012,6.62,0.018293193
06/03/2012,6.5,-0.028811697
05/03/2012,6.69,-0.019245598
02/03/2012,6.82,-0.001465202
01/03/2012,6.83,-0.002923979
29/02/2012,6.85,-0.025938054
28/02/2012,7.03,0.002849005
27/02/2012,7.01,0.017266616
24/02/2012,6.89,-0.005788728
23/02/2012,6.93,0.021882711
22/02/2012,6.78,-0.023324673
21/02/2012,6.94,-0.010035927
17/02/2012,7.01,-0.001425517
16/02/2012,7.02,0.020144566
15/02/2012,6.88,0
14/02/2012,6.88,-0.012996573
13/02/2012,6.97,-0.007147993
10/02/2012,7.02,0.008583744
09/02/2012,6.96,-0.007158227
08/02/2012,7.01,-0.002849005
07/02/2012,7.03,-0.008498635
06/02/2012,7.09,-0.014005831
03/02/2012,7.19,0.039721534
02/02/2012,6.91,0.002898553
01/02/2012,6.89,0.023495941
31/01/2012,6.73,-0.019132298
30/01/2012,6.86,0.004382768
27/01/2012,6.83,-0.027438544
26/01/2012,7.02,-0.030857988
25/01/2012,7.24,0.019526422
24/01/2012,7.1,0.017045867
23/01/2012,6.98,-0.017045867
20/01/2012,7.1,0.040235312
19/01/2012,6.82,-0.00875918
18/01/2012,6.88,0.001454546
17/01/2012,6.87,-0.020173595
13/01/2012,7.01,-0.015570024
12/01/2012,7.12,-0.019472103
11/01/2012,7.26,0.002758622
10/01/2012,7.24,0.03657229
09/01/2012,6.98,0.021724243
06/01/2012,6.83,0.023704814
05/01/2012,6.67,-0.004487666
04/01/2012,6.7,0.038027396
03/01/2012,6.45,0.031498667
30/12/2011,6.25,-0.003194891
29/12/2011,6.27,0.004796172
28/12/2011,6.24,-0.014320054
27/12/2011,6.33,0.006339165
23/12/2011,6.29,-0.001588563
22/12/2011,6.3,0.017614547
21/12/2011,6.19,0.014646316
20/12/2011,6.1,0.02321829
19/12/2011,5.96,-0.006688988
16/12/2011,6,0.037355787
15/12/2011,5.78,0
14/12/2011,5.78,0.006944472
13/12/2011,5.74,-0.01555779
12/12/2011,5.83,-0.017007213
09/12/2011,5.93,0.032565003
08/12/2011,5.74,-0.0492878
07/12/2011,6.03,0.018410562
06/12/2011,5.92,-0.001687764
05/12/2011,5.93,0.015293416
02/12/2011,5.84,0.040180077
01/12/2011,5.61,0.003571432
30/11/2011,5.59,0.081982572
29/11/2011,5.15,-0.009661911
28/11/2011,5.2,0.013552966
25/11/2011,5.13,0.007827829
23/11/2011,5.09,-0.036648267
22/11/2011,5.28,-0.013170463
21/11/2011,5.35,-0.02400854
18/11/2011,5.48,-0.005459522
17/11/2011,5.51,-0.021544819
16/11/2011,5.63,-0.008841791
15/11/2011,5.68,0.010619569
14/11/2011,5.62,-0.022868191
11/11/2011,5.75,0.005231049
10/11/2011,5.72,0.021202208
09/11/2011,5.6,-0.053879234
08/11/2011,5.91,0.023973751
07/11/2011,5.77,0.003472226
04/11/2011,5.75,-0.027445977
03/11/2011,5.91,0.030930301
02/11/2011,5.73,0.010526413
01/11/2011,5.67,-0.097392346
31/10/2011,6.25,-0.006379607
28/10/2011,6.29,0.014411779
27/10/2011,6.2,0.066691374
26/10/2011,5.8,-0.038889093
25/10/2011,6.03,-0.021329767
24/10/2011,6.16,-0.003241494
21/10/2011,6.18,0.021259999
20/10/2011,6.05,0.014987791
19/10/2011,5.96,0
18/10/2011,5.96,0.062303883
17/10/2011,5.6,-0.043675064
14/10/2011,5.85,0.00686109
13/10/2011,5.81,-0.040477701
12/10/2011,6.05,0.020034059
11/10/2011,5.93,0.027352132
10/10/2011,5.77,0.05889302
07/10/2011,5.44,-0.0726626
06/10/2011,5.85,0.041890942
05/10/2011,5.61,0.003571432
04/10/2011,5.59,0.051387452
03/10/2011,5.31,-0.063832057
30/09/2011,5.66,-0.034725711
29/09/2011,5.86,0.063401511
28/09/2011,5.5,-0.046189382
27/09/2011,5.76,-0.008643096
26/09/2011,5.81,0.033248907
23/09/2011,5.62,0.019767041
22/09/2011,5.51,0.009115833
21/09/2011,5.46,-0.084260344
20/09/2011,5.94,0.020408872
19/09/2011,5.82,-0.035446749
16/09/2011,6.03,-0.021329767
15/09/2011,6.16,0.026317308
14/09/2011,6,0.027028672
13/09/2011,5.84,0.013793322
12/09/2011,5.76,0.040749659
09/09/2011,5.53,-0.026763417
08/09/2011,5.68,-0.04307298
07/09/2011,5.93,0.051914771
06/09/2011,5.63,-0.024562638
02/09/2011,5.77,-0.040752668
01/09/2011,6.01,-0.032736147
31/08/2011,6.21,0.004842624
30/08/2011,6.18,-0.004842624
29/08/2011,6.21,0.047824447
26/08/2011,5.92,0.017036187
25/08/2011,5.82,-0.033786998
24/08/2011,6.02,0.061663367
23/08/2011,5.66,0.0286758
22/08/2011,5.5,-0.026907453
19/08/2011,5.65,-0.036494058
18/08/2011,5.86,-0.036855092
17/08/2011,6.08,-0.014694142
16/08/2011,6.17,-0.038160433
15/08/2011,6.41,0.028482938
12/08/2011,6.23,-0.026921658
11/08/2011,6.4,0.048009219
10/08/2011,6.1,-0.113035902
09/08/2011,6.83,0.03274102
08/08/2011,6.61,-0.107476279
05/08/2011,7.36,-0.024162249
04/08/2011,7.54,-0.014483466
03/08/2011,7.65,-0.023256862
02/08/2011,7.83,-0.036367644
01/08/2011,8.12,-0.015883046
29/07/2011,8.25,-0.002421309
28/07/2011,8.27,0.008500355
27/07/2011,8.2,-0.012121361
26/07/2011,8.3,0
25/07/2011,8.3,-0.003607941
22/07/2011,8.33,0
21/07/2011,8.33,0.016949558
20/07/2011,8.19,-0.001220256
19/07/2011,8.2,0.022195732
18/07/2011,8.02,-0.028274778
15/07/2011,8.25,-0.001211387
14/07/2011,8.26,-0.017996886
13/07/2011,8.41,0.02528732
12/07/2011,8.2,0.011036286
11/07/2011,8.11,-0.0207451
08/07/2011,8.28,-0.029746393
07/07/2011,8.53,0.014167888
06/07/2011,8.41,0.02528732
05/07/2011,8.2,-0.006079046
01/07/2011,8.25,0.007299302
30/06/2011,8.19,0.006123718
29/06/2011,8.14,0.014851758
28/06/2011,8.02,-0.008690309
27/06/2011,8.09,0.018715456
24/06/2011,7.94,-0.007528266
23/06/2011,8,-0.019802627
22/06/2011,8.16,-0.006108754
21/06/2011,8.21,0.003660773
20/06/2011,8.18,0.001223242
17/06/2011,8.17,0.011077036
16/06/2011,8.08,0.004962789
15/06/2011,8.04,-0.013588844
14/06/2011,8.15,-0.009768087
13/06/2011,8.23,0.007317106
10/06/2011,8.17,-0.020594307
09/06/2011,8.34,-0.008358258
08/06/2011,8.41,0
07/06/2011,8.41,-0.003560835
06/06/2011,8.44,-0.018779895
03/06/2011,8.6,-0.019574603
02/06/2011,8.77,0.006865016
01/06/2011,8.71,-0.047093904
31/05/2011,9.13,0.007696575
27/05/2011,9.06,0.009983444
26/05/2011,8.97,-0.005558658
25/05/2011,9.02,-0.00552793
24/05/2011,9.07,0.00331309
23/05/2011,9.04,-0.01754431
20/05/2011,9.2,-0.014031531
19/05/2011,9.33,-0.001071237
18/05/2011,9.34,-0.002139038
17/05/2011,9.36,0.011821739
16/05/2011,9.25,-0.001080497
13/05/2011,9.26,-0.020310693
12/05/2011,9.45,0.008501645
11/05/2011,9.37,-0.007442884
10/05/2011,9.44,0.003183027
09/05/2011,9.41,-0.003183027
06/05/2011,9.44,-0.006335818
05/05/2011,9.5,-0.011512424
04/05/2011,9.61,-0.001040042
03/05/2011,9.62,0.008350779
02/05/2011,9.54,0.001048768
29/04/2011,9.53,-0.029976405
28/04/2011,9.82,0.022658024
27/04/2011,9.6,0.003129893
26/04/2011,9.57,0.007341407
25/04/2011,9.5,0.004219416
21/04/2011,9.46,-0.007372335
20/04/2011,9.53,-0.003143009
19/04/2011,9.56,0.003143009
18/04/2011,9.53,-0.015617184
15/04/2011,9.68,-0.001032525
14/04/2011,9.69,-0.00103146
13/04/2011,9.7,-0.0102565
12/04/2011,9.8,-0.007117468
11/04/2011,9.87,0
08/04/2011,9.87,-0.009077218
07/04/2011,9.96,-0.006006024
06/04/2011,10.02,0.041778873
05/04/2011,9.61,-0.014463062
04/04/2011,9.75,0.003081667
01/04/2011,9.72,0.004123717
31/03/2011,9.68,-0.004123717
30/03/2011,9.72,0
29/03/2011,9.72,-0.01430055
28/03/2011,9.86,-0.001013685
25/03/2011,9.87,0
24/03/2011,9.87,0
23/03/2011,9.87,-0.009077218
22/03/2011,9.96,0.003016594
21/03/2011,9.93,0.004036332
18/03/2011,9.89,0.02042972
17/03/2011,9.69,0.008290203
16/03/2011,9.61,-0.016512243
15/03/2011,9.77,-0.007139245
14/03/2011,9.84,-0.00809721
11/03/2011,9.92,-0.005027663
10/03/2011,9.97,-0.007992051
09/03/2011,10.05,0.002989539
08/03/2011,10.02,0.018127385
07/03/2011,9.84,-0.004056801
04/03/2011,9.88,-0.025975486
03/03/2011,10.14,0.021935077
02/03/2011,9.92,-0.094209868
01/03/2011,10.9,-0.053584246
28/02/2011,11.5,0.010489607
25/02/2011,11.38,0.017730961
24/02/2011,11.18,-0.001787311
23/02/2011,11.2,-0.001784122
22/02/2011,11.22,-0.016792264
18/02/2011,11.41,0.000876808
17/02/2011,11.4,0
16/02/2011,11.4,0.003514942
15/02/2011,11.36,0
14/02/2011,11.36,-0.010507978
11/02/2011,11.48,0.026479923
10/02/2011,11.18,-0.001787311
09/02/2011,11.2,-0.003565066
08/02/2011,11.24,0.005352377
07/02/2011,11.18,0.003584233
04/02/2011,11.14,0.018116438
03/02/2011,10.94,0.00458086
02/02/2011,10.89,-0.009140831
01/02/2011,10.99,0.000910332
31/01/2011,10.98,0.00273598
28/01/2011,10.95,-0.011802225
27/01/2011,11.08,0.008155913
26/01/2011,10.99,-0.006349228
25/01/2011,11.06,0.002716163
24/01/2011,11.03,-0.019749295
21/01/2011,11.25,-0.013245227
20/01/2011,11.4,-0.054621084
19/01/2011,12.04,-0.088947486
