Date,Close,BBT
07/02/2011,28.72,0.009797139
04/02/2011,28.44,0.002111933
03/02/2011,28.38,0.002469573
02/02/2011,28.31,-0.006688988
01/02/2011,28.5,0.030640088
31/01/2011,27.64,0.013843573
28/01/2011,27.26,-0.019255817
27/01/2011,27.79,0.015594151
26/01/2011,27.36,-0.019544596
25/01/2011,27.9,0.003950445
24/01/2011,27.79,-0.021360727
21/01/2011,28.39,0.047241522
20/01/2011,27.08,-0.007724887
19/01/2011,27.29,-0.007301967
18/01/2011,27.49,-0.010494035
14/01/2011,27.78,0.033305915
13/01/2011,26.87,0.000744602
12/01/2011,26.85,0.011989653
11/01/2011,26.53,0.003398153
10/01/2011,26.44,0.004169041
07/01/2011,26.33,-0.021045497
06/01/2011,26.89,-0.02134003
05/01/2011,27.47,0.023201188
04/01/2011,26.84,-0.001117111
03/01/2011,26.87,0.021821784
31/12/2010,26.29,-0.004175371
30/12/2010,26.4,-0.001514005
29/12/2010,26.44,0
28/12/2010,26.44,-0.00302115
27/12/2010,26.52,0.006810469
23/12/2010,26.34,-0.005678607
22/12/2010,26.49,0.011771543
21/12/2010,26.18,0.009980889
20/12/2010,25.92,-0.009216655
17/12/2010,26.16,-0.009132484
16/12/2010,26.4,0.009132484
15/12/2010,26.16,-0.015927527
14/12/2010,26.58,-0.011223462
13/12/2010,26.88,-0.009994531
10/12/2010,27.15,0.001843318
09/12/2010,27.1,0.058113939
08/12/2010,25.57,0.034616546
07/12/2010,24.7,0.006091389
06/12/2010,24.55,-0.006496166
03/12/2010,24.71,0
02/12/2010,24.71,0.03962549
01/12/2010,23.75,0.023430252
30/11/2010,23.2,-0.021322769
29/11/2010,23.7,0.015306421
26/11/2010,23.34,-0.016571444
24/11/2010,23.73,0.005917177
23/11/2010,23.59,-0.024702952
22/11/2010,24.18,-0.012330612
19/11/2010,24.48,0.002863573
18/11/2010,24.41,0.006576267
17/11/2010,24.25,-0.008213599
16/11/2010,24.45,-0.024243612
15/11/2010,25.05,0.009224048
12/11/2010,24.82,-0.017968142
11/11/2010,25.27,-0.003555208
10/11/2010,25.36,0.020315377
09/11/2010,24.85,-0.016760169
08/11/2010,25.27,-0.012192875
05/11/2010,25.58,0.055458163
04/11/2010,24.2,0.048686864
03/11/2010,23.05,0.006092273
02/11/2010,22.91,0.007448008
01/11/2010,22.74,-0.029037793
29/10/2010,23.41,0.009011003
28/10/2010,23.2,0.02886077
27/10/2010,22.54,0.001776199
26/10/2010,22.5,0.008032172
25/10/2010,22.32,-0.013351333
22/10/2010,22.62,0
21/10/2010,22.62,-0.013175421
20/10/2010,22.92,0
19/10/2010,22.92,-0.009120584
18/10/2010,23.13,0.021412223
15/10/2010,22.64,-0.010544913
14/10/2010,22.88,-0.02161779
13/10/2010,23.38,-0.018644608
12/10/2010,23.82,0.013525143
11/10/2010,23.5,-0.003398474
08/10/2010,23.58,-0.020567357
07/10/2010,24.07,-0.009510099
06/10/2010,24.3,0.000411607
05/10/2010,24.29,0.009098491
04/10/2010,24.07,-0.012386616
01/10/2010,24.37,0.011971247
30/09/2010,24.08,-0.007034997
29/09/2010,24.25,0.007450366
28/09/2010,24.07,0.000415541
27/09/2010,24.06,-0.018530487
24/09/2010,24.51,0.036564106
23/09/2010,23.63,-0.001268767
22/09/2010,23.66,-0.003796672
21/09/2010,23.75,0.00295172
20/09/2010,23.68,0.027833096
17/09/2010,23.03,-0.010796909
16/09/2010,23.28,-0.013652089
15/09/2010,23.6,0.00722946
14/09/2010,23.43,-0.039335615
13/09/2010,24.37,0.029989753
10/09/2010,23.65,-0.011769787
09/09/2010,23.93,0.030549682
08/09/2010,23.21,0.022658921
07/09/2010,22.69,-0.03762606
03/09/2010,23.56,0.018852315
02/09/2010,23.12,0.00390033
01/09/2010,23.03,0.040315537
31/08/2010,22.12,0.011366342
30/08/2010,21.87,-0.038129759
27/08/2010,22.72,0.020005113
26/08/2010,22.27,0.000449135
25/08/2010,22.26,-0.006269613
24/08/2010,22.4,-0.009773512
23/08/2010,22.62,-0.021430954
20/08/2010,23.11,-0.007329199
19/08/2010,23.28,-0.023770219
18/08/2010,23.84,-0.000419375
17/08/2010,23.85,0.002098637
16/08/2010,23.8,-0.00125971
13/08/2010,23.83,-0.000419551
12/08/2010,23.84,-0.016226693
11/08/2010,24.23,-0.040838503
10/08/2010,25.24,-0.004348692
09/08/2010,25.35,0.005934736
06/08/2010,25.2,-0.001982161
05/08/2010,25.25,0.006356795
04/08/2010,25.09,0.011222563
03/08/2010,24.81,-0.021531932
02/08/2010,25.35,0.020726131
30/07/2010,24.83,-0.008821228
29/07/2010,25.05,-0.020154802
28/07/2010,25.56,-0.02052347
27/07/2010,26.09,0.00384025
26/07/2010,25.99,0.017465998
23/07/2010,25.54,0.007861676
22/07/2010,25.34,-0.02224482
21/07/2010,25.91,-0.024400753
20/07/2010,26.55,0.016711365
19/07/2010,26.11,-0.010287765
16/07/2010,26.38,-0.04846519
15/07/2010,27.69,-0.008271941
14/07/2010,27.92,-0.023713728
13/07/2010,28.59,0.016575939
12/07/2010,28.12,-0.00213144
09/07/2010,28.18,0.022973013
08/07/2010,27.54,0.006922964
07/07/2010,27.35,0.030440361
06/07/2010,26.53,0.019410695
02/07/2010,26.02,-0.015634256
01/07/2010,26.43,0.004550634
30/06/2010,26.31,-0.036204738
29/06/2010,27.28,-0.044802332
28/06/2010,28.53,-0.008029368
25/06/2010,28.76,0.020727951
24/06/2010,28.17,-0.022812009
23/06/2010,28.82,-0.008293068
22/06/2010,29.06,-0.012651904
21/06/2010,29.43,-0.004745772
18/06/2010,29.57,-0.005059886
17/06/2010,29.72,-0.019327493
16/06/2010,30.3,-0.001648805
15/06/2010,30.35,0.018288124
14/06/2010,29.8,-0.013664602
11/06/2010,30.21,0.002651642
10/06/2010,30.13,0.048275859
09/06/2010,28.71,-0.009360443
08/06/2010,28.98,0.004842624
07/06/2010,28.84,-0.013432267
04/06/2010,29.23,-0.041218768
03/06/2010,30.46,-0.008825029
02/06/2010,30.73,0.031738201
01/06/2010,29.77,-0.015664376
28/05/2010,30.24,-0.027398974
27/05/2010,31.08,0.031375123
26/05/2010,30.12,-0.013192803
25/05/2010,30.52,0.013857035
24/05/2010,30.1,-0.041008024
21/05/2010,31.36,0.030432909
20/05/2010,30.42,-0.059657298
19/05/2010,32.29,-0.007712517
18/05/2010,32.54,-0.035917547
17/05/2010,33.73,-0.009442384
14/05/2010,34.05,-0.032363414
13/05/2010,35.17,-0.012433051
12/05/2010,35.61,0.022434563
11/05/2010,34.82,0.023243347
10/05/2010,34.02,0.053740669
07/05/2010,32.24,0.00062054
06/05/2010,32.22,-0.029962498
05/05/2010,33.2,-0.01018888
04/05/2010,33.54,-0.01860931
03/05/2010,34.17,0.027594096
30/04/2010,33.24,-0.008388306
29/04/2010,33.52,0.024767198
28/04/2010,32.7,0.004290537
27/04/2010,32.56,-0.023373351
26/04/2010,33.33,-0.028104201
23/04/2010,34.28,-0.001748762
22/04/2010,34.34,-0.022175135
21/04/2010,35.11,0.015789046
20/04/2010,34.56,0.016042345
19/04/2010,34.01,0.007377929
16/04/2010,33.76,-0.012364008
15/04/2010,34.18,-0.010766873
14/04/2010,34.55,0.030563648
13/04/2010,33.51,-0.015986131
12/04/2010,34.05,0.005891033
09/04/2010,33.85,0.00503481
08/04/2010,33.68,0.013752085
07/04/2010,33.22,-0.009288456
06/04/2010,33.53,0.018360185
05/04/2010,32.92,0.01376379
01/04/2010,32.47,0.002466853
31/03/2010,32.39,0.01305177
30/03/2010,31.97,-0.007168489
29/03/2010,32.2,-0.001551591
26/03/2010,32.25,-0.001239542
25/03/2010,32.29,0.005278696
24/03/2010,32.12,0.000622859
23/03/2010,32.1,0.003120127
22/03/2010,32,0.004698521
19/03/2010,31.85,-0.001882058
18/03/2010,31.91,-0.007804004
17/03/2010,32.16,0.017882829
16/03/2010,31.59,0.025975486
15/03/2010,30.78,0.002602474
12/03/2010,30.7,0.009162368
11/03/2010,30.42,0.026312925
10/03/2010,29.63,0.027717771
09/03/2010,28.82,0.003824096
08/03/2010,28.71,0.006289329
05/03/2010,28.53,0.025560497
04/03/2010,27.81,0.015582848
03/03/2010,27.38,-0.015582848
02/03/2010,27.81,0.000359648
01/03/2010,27.8,-0.025920145
26/02/2010,28.53,0.010570923
25/02/2010,28.23,-0.008816844
24/02/2010,28.48,0.025966246
23/02/2010,27.75,-0.016440685
22/02/2010,28.21,0.03242359
19/02/2010,27.31,0.002199414
18/02/2010,27.25,0.001101524
17/02/2010,27.22,-0.006955913
16/02/2010,27.41,0.018038406
12/02/2010,26.92,-0.009979754
11/02/2010,27.19,-0.006598264
10/02/2010,27.37,0.00623055
09/02/2010,27.2,0.002576847
08/02/2010,27.13,-0.013909448
05/02/2010,27.51,0.021308668
04/02/2010,26.93,-0.031795114
03/02/2010,27.8,-0.022057102
02/02/2010,28.42,0.007062176
01/02/2010,28.22,0.012480105
29/01/2010,27.87,-0.016017427
28/01/2010,28.32,0.001413428
27/01/2010,28.28,0.053752954
26/01/2010,26.8,-0.028326338
25/01/2010,27.57,-0.02081913
22/01/2010,28.15,-0.032503298
21/01/2010,29.08,0.020146565
20/01/2010,28.5,0.011646505
19/01/2010,28.17,0.014661446
15/01/2010,27.76,-0.02700946
14/01/2010,28.52,0.021978907
13/01/2010,27.9,0.016989384
12/01/2010,27.43,0.003286474
11/01/2010,27.34,0
08/01/2010,27.34,-0.011274897
07/01/2010,27.65,0.039466675
06/01/2010,26.58,0.015163293
05/01/2010,26.18,0.014233747
04/01/2010,25.81,0.01719464
31/12/2009,25.37,-0.007461256
30/12/2009,25.56,0
29/12/2009,25.56,0.000391313
28/12/2009,25.55,-0.01244668
24/12/2009,25.87,0.0097107
23/12/2009,25.62,-0.004672906
22/12/2009,25.74,-0.005424267
21/12/2009,25.88,0.013616238
18/12/2009,25.53,0.006286858
17/12/2009,25.37,-0.010976198
16/12/2009,25.65,-0.006993035
15/12/2009,25.83,-0.015367187
14/12/2009,26.23,0.013433324
11/12/2009,25.88,-0.001158525
10/12/2009,25.91,0.002705316
09/12/2009,25.84,-0.000773694
08/12/2009,25.86,0
07/12/2009,25.86,-0.028589712
04/12/2009,26.61,0.039867296
03/12/2009,25.57,-0.023957869
02/12/2009,26.19,0.022785307
01/12/2009,25.6,0.027724548
30/11/2009,24.9,0.0260389
27/11/2009,24.26,-0.029646841
25/11/2009,24.99,-0.003594971
24/11/2009,25.08,0.000398804
23/11/2009,25.07,0.018925469
20/11/2009,24.6,-0.003246756
19/11/2009,24.68,-0.016476161
18/11/2009,25.09,0.007200031
17/11/2009,24.91,0.00321673
16/11/2009,24.83,0.015422384
13/11/2009,24.45,-0.014213437
12/11/2009,24.8,-0.016000341
11/11/2009,25.2,0.004773279
10/11/2009,25.08,-0.005963047
09/11/2009,25.23,0.030585885
06/11/2009,24.47,-0.004078309
05/11/2009,24.57,0.02263937
04/11/2009,24.02,-0.034775441
03/11/2009,24.87,-0.007610692
02/11/2009,25.06,0.046976168
30/10/2009,23.91,-0.062418962
29/10/2009,25.45,0.027486295
28/10/2009,24.76,-0.025125948
27/10/2009,25.39,-0.004715136
26/10/2009,25.51,-0.021714696
23/10/2009,26.07,-0.010303468
22/10/2009,26.34,0.030060067
21/10/2009,25.56,-0.034605529
20/10/2009,26.46,-0.021313202
19/10/2009,27.03,-0.044146097
16/10/2009,28.25,-0.012662849
15/10/2009,28.61,0.002800142
14/10/2009,28.53,0.026999864
13/10/2009,27.77,0
12/10/2009,27.77,0.017069599
09/10/2009,27.3,0.021848675
08/10/2009,26.71,-0.007831478
07/10/2009,26.92,0.010831105
06/10/2009,26.63,-0.011202507
05/10/2009,26.93,0.00820288
02/10/2009,26.71,0.045183796
01/10/2009,25.53,-0.06483225
30/09/2009,27.24,-0.006950824
29/09/2009,27.43,-0.019495202
28/09/2009,27.97,0.029019084
25/09/2009,27.17,-0.022922597
24/09/2009,27.8,-0.019238214
23/09/2009,28.34,-0.024055544
22/09/2009,29.03,0.01492306
21/09/2009,28.6,-0.022472856
18/09/2009,29.25,0.012037979
17/09/2009,28.9,-0.021565101
16/09/2009,29.53,0.044667283
15/09/2009,28.24,0.032388581
14/09/2009,27.34,0.021068974
11/09/2009,26.77,-0.008184569
10/09/2009,26.99,-0.000370439
09/09/2009,27,0.017937701
08/09/2009,26.52,0.000377145
04/09/2009,26.51,0.00529502
03/09/2009,26.37,0.009525696
02/09/2009,26.12,-0.019712541
01/09/2009,26.64,-0.047645508
31/08/2009,27.94,-0.015977617
28/08/2009,28.39,0.013475381
27/08/2009,28.01,0.01329759
26/08/2009,27.64,0.005441697
25/08/2009,27.49,0.002549628
24/08/2009,27.42,-0.022002691
21/08/2009,28.03,0.008959028
20/08/2009,27.78,0.011221837
19/08/2009,27.47,-0.002181819
18/08/2009,27.53,0.040776591
17/08/2009,26.43,-0.065885514
14/08/2009,28.23,0.09001075
13/08/2009,25.8,0.003494471
12/08/2009,25.71,0.020829993
11/08/2009,25.18,-0.028578966
10/08/2009,25.91,0.003479609
07/08/2009,25.82,0.046372485
06/08/2009,24.65,0.019664706
05/08/2009,24.17,0.021326336
04/08/2009,23.66,0.032212362
03/08/2009,22.91,0.00131033
31/07/2009,22.88,0.010986707
30/07/2009,22.63,0.026871299
29/07/2009,22.03,0.003182544
28/07/2009,21.96,0.008230499
27/07/2009,21.78,0.035517752
24/07/2009,21.02,-0.016513704
23/07/2009,21.37,0.046453168
22/07/2009,20.4,0.010347469
21/07/2009,20.19,-0.038382171
20/07/2009,20.98,0.001908398
17/07/2009,20.94,-0.06426986
16/07/2009,22.33,-0.007584243
15/07/2009,22.5,0.038509855
14/07/2009,21.65,-0.009653028
13/07/2009,21.86,0.057912156
10/07/2009,20.63,-0.011087122
09/07/2009,20.86,0.019850567
08/07/2009,20.45,-0.018891334
07/07/2009,20.84,-0.010026343
06/07/2009,21.05,0.01773351
02/07/2009,20.68,-0.047684275
01/07/2009,21.69,-0.013281624
30/06/2009,21.98,-0.022937817
29/06/2009,22.49,-0.007971699
26/06/2009,22.67,0.016007456
25/06/2009,22.31,0.022208028
24/06/2009,21.82,0.007821526
23/06/2009,21.65,0.006952519
22/06/2009,21.5,-0.050781536
19/06/2009,22.62,0.013799462
18/06/2009,22.31,0.033268049
17/06/2009,21.58,-0.029675768
16/06/2009,22.23,-0.016507178
15/06/2009,22.6,-0.023612815
12/06/2009,23.14,0.025384295
11/06/2009,22.56,0.015635789
10/06/2009,22.21,-0.010747976
09/06/2009,22.45,0.023435052
08/06/2009,21.93,0.02399746
05/06/2009,21.41,-0.038933243
04/06/2009,22.26,0.027785891
03/06/2009,21.65,0.006022719
02/06/2009,21.52,-0.032459993
01/06/2009,22.23,-0.00851069
29/05/2009,22.42,0.019365613
28/05/2009,21.99,0.037058432
27/05/2009,21.19,-0.027462745
26/05/2009,21.78,0.069878742
22/05/2009,20.31,-0.032456227
21/05/2009,20.98,-0.034663892
20/05/2009,21.72,-0.035281814
19/05/2009,22.5,-0.005319161
18/05/2009,22.62,0.044753231
15/05/2009,21.63,-0.030505439
14/05/2009,22.3,0.036533743
13/05/2009,21.5,-0.045462374
12/05/2009,22.5,-0.078605778
11/05/2009,24.34,-0.078587886
08/05/2009,26.33,0.038324799
07/05/2009,25.34,-0.089048238
06/05/2009,27.7,0.118279549
05/05/2009,24.61,-0.04217013
04/05/2009,25.67,0.119001152
01/05/2009,22.79,-0.023846784
30/04/2009,23.34,-0.032043214
29/04/2009,24.1,0.074491065
28/04/2009,22.37,-0.003124305
27/04/2009,22.44,-0.042745278
24/04/2009,23.42,0.063002554
23/04/2009,21.99,0.028599735
22/04/2009,21.37,-0.034494107
21/04/2009,22.12,0.111305417
20/04/2009,19.79,-0.168413599
17/04/2009,23.42,0.10574013
16/04/2009,21.07,0.024989287
15/04/2009,20.55,0.061202648
14/04/2009,19.33,-0.082864145
13/04/2009,21,0.033409062
09/04/2009,20.31,0.195704656
08/04/2009,16.7,-0.011904903
07/04/2009,16.9,-0.026855087
06/04/2009,17.36,-0.045052664
03/04/2009,18.16,0.041602402
02/04/2009,17.42,0.004603
01/04/2009,17.34,0.024519617
31/03/2009,16.92,0.039173433
30/03/2009,16.27,-0.088188721
27/03/2009,17.77,-0.04511216
26/03/2009,18.59,-0.009103142
25/03/2009,18.76,0.038581259
24/03/2009,18.05,-0.054446213
23/03/2009,19.06,0.093999392
20/03/2009,17.35,-0.010891481
19/03/2009,17.54,-0.091987573
18/03/2009,19.23,0.092557861
17/03/2009,17.53,0.031877518
16/03/2009,16.98,-0.017513582
13/03/2009,17.28,-0.064430008
12/03/2009,18.43,0.07724323
11/03/2009,17.06,0.018935477
10/03/2009,16.74,0.157541528
09/03/2009,14.3,0.040676317
06/03/2009,13.73,0.030316555
05/03/2009,13.32,-0.130053128
04/03/2009,15.17,-0.009839371
03/03/2009,15.32,-0.02003298
02/03/2009,15.63,-0.031488748
27/02/2009,16.13,-0.054882629
26/02/2009,17.04,0.018957914
25/02/2009,16.72,-0.009523882
24/02/2009,16.88,0.131502308
23/02/2009,14.8,-0.007404948
20/02/2009,14.91,0.058698242
19/02/2009,14.06,-0.038372339
18/02/2009,14.61,0.024247811
17/02/2009,14.26,-0.072353278
13/02/2009,15.33,-0.077178456
12/02/2009,16.56,-0.064878137
11/02/2009,17.67,0.033374789
10/02/2009,17.09,-0.13601514
09/02/2009,19.58,0.029543481
06/02/2009,19.01,0.086772297
05/02/2009,17.43,-0.071933657
04/02/2009,18.73,0.022679158
03/02/2009,18.31,-0.05369347
02/02/2009,19.32,-0.024035931
30/01/2009,19.79,-0.04399029
29/01/2009,20.68,-0.086568016
28/01/2009,22.55,0.092874125
27/01/2009,20.55,0.041227592
26/01/2009,19.72,-0.016096927
23/01/2009,20.04,0.019652938
22/01/2009,19.65,-0.002541297
21/01/2009,19.7,0.061767407
20/01/2009,18.52,-0.117543026
16/01/2009,20.83,-0.007651879
15/01/2009,20.99,-0.036945984
14/01/2009,21.78,-0.025834204
13/01/2009,22.35,0.008086297
12/01/2009,22.17,-0.038491812
09/01/2009,23.04,-0.019768585
08/01/2009,23.5,0.008976337
07/01/2009,23.29,-0.097688395
06/01/2009,25.68,-0.007757991
05/01/2009,25.88,
