Date,Close,CMI
12/06/2013,115.74,-0.014496115
11/06/2013,117.43,-0.010335572
10/06/2013,118.65,0.000927527
07/06/2013,118.54,0.010174753
06/06/2013,117.34,0.011485512
05/06/2013,116,-0.018872513
04/06/2013,118.21,-0.001943799
03/06/2013,118.44,-0.009997143
31/05/2013,119.63,0.016349597
30/05/2013,117.69,-0.000254874
29/05/2013,117.72,0.003829955
28/05/2013,117.27,0.008219928
24/05/2013,116.31,-0.005401942
23/05/2013,116.94,-0.004777351
22/05/2013,117.5,-0.011255567
21/05/2013,118.83,0.005738897
20/05/2013,118.15,0.01466477
17/05/2013,116.43,0.01820123
16/05/2013,114.33,-0.003056637
15/05/2013,114.68,-0.001045843
14/05/2013,114.8,0.012270093
13/05/2013,113.4,-0.008604847
10/05/2013,114.38,0.00122474
09/05/2013,114.24,-0.006717583
08/05/2013,115.01,0.017808269
07/05/2013,112.98,0.019032876
06/05/2013,110.85,0.002257847
03/05/2013,110.6,0.038620532
02/05/2013,106.41,0.026183245
01/05/2013,103.66,-0.025995275
30/04/2013,106.39,-0.062486177
29/04/2013,113.25,0.018267383
26/04/2013,111.2,-0.008596041
25/04/2013,112.16,0.018719049
24/04/2013,110.08,0.023809554
23/04/2013,107.49,-0.001673174
22/04/2013,107.67,0.005681569
19/04/2013,107.06,0.009761669
18/04/2013,106.02,-0.01859606
17/04/2013,108.01,-0.030185121
16/04/2013,111.32,0.014203885
15/04/2013,109.75,-0.064908612
12/04/2013,117.11,-0.009095222
11/04/2013,118.18,0.000677163
10/04/2013,118.1,0.026773523
09/04/2013,114.98,0.018875939
08/04/2013,112.83,-0.000974443
05/04/2013,112.94,-0.009955591
04/04/2013,114.07,0.013503581
03/04/2013,112.54,0.006239436
02/04/2013,111.84,-0.00774887
01/04/2013,112.71,-0.027132769
28/03/2013,115.81,0.01645447
27/03/2013,113.92,0.006782076
26/03/2013,113.15,0.007451467
25/03/2013,112.31,-0.010539932
22/03/2013,113.5,-0.004483327
21/03/2013,114.01,-0.019456881
20/03/2013,116.25,0.010115506
19/03/2013,115.08,-0.010631502
18/03/2013,116.31,-0.008987093
15/03/2013,117.36,0.000681896
14/03/2013,117.28,-0.004169332
13/03/2013,117.77,-0.007275836
12/03/2013,118.63,-0.008310646
11/03/2013,119.62,-8.35946E-05
08/03/2013,119.63,0.019839408
07/03/2013,117.28,0.003502032
06/03/2013,116.87,0.00360021
05/03/2013,116.45,0.020123847
04/03/2013,114.13,-0.008028667
01/03/2013,115.05,-0.007102057
28/02/2013,115.87,0.000863409
27/02/2013,115.77,0.020860455
26/02/2013,113.38,0.018965088
25/02/2013,111.25,-0.013747762
22/02/2013,112.79,0.00230783
21/02/2013,112.53,-0.020232921
20/02/2013,114.83,-0.034577685
19/02/2013,118.87,-0.002856185
15/02/2013,119.21,0.004034636
14/02/2013,118.73,-0.002607563
13/02/2013,119.04,-0.001259287
12/02/2013,119.19,-0.000587125
11/02/2013,119.26,-0.00175931
08/02/2013,119.47,0.004277992
07/02/2013,118.96,-0.011866104
06/02/2013,120.38,0.025151681
05/02/2013,117.39,0.008297383
04/02/2013,116.42,0.000687403
01/02/2013,116.34,0.013064165
31/01/2013,114.83,-0.005990901
30/01/2013,115.52,-0.004577458
29/01/2013,116.05,0.001207105
28/01/2013,115.91,-0.009188952
25/01/2013,116.98,0.01307883
24/01/2013,115.46,0.001646947
23/01/2013,115.27,-0.00415549
22/01/2013,115.75,0.001383246
18/01/2013,115.59,0.01209815
17/01/2013,114.2,0.018916855
16/01/2013,112.06,0.002144007
15/01/2013,111.82,0.002417515
14/01/2013,111.55,0.008643252
11/01/2013,110.59,-0.016590077
10/01/2013,112.44,-0.006029456
09/01/2013,113.12,0.017478597
08/01/2013,111.16,-0.012249248
07/01/2013,112.53,-0.011749771
04/01/2013,113.86,-0.002718942
03/01/2013,114.17,0.00703176
02/01/2013,113.37,0.045290078
31/12/2012,108.35,0.023627191
28/12/2012,105.82,-0.009218389
27/12/2012,106.8,-0.003365118
26/12/2012,107.16,0
24/12/2012,107.16,-0.008456121
21/12/2012,108.07,0.002779839
20/12/2012,107.77,-0.00166883
19/12/2012,107.95,-0.00664761
18/12/2012,108.67,0.027237949
17/12/2012,105.75,-0.005187467
14/12/2012,106.3,0.007743924
13/12/2012,105.48,-0.003785016
12/12/2012,105.88,0.003785016
11/12/2012,105.48,0.021464987
10/12/2012,103.24,0.015127405
07/12/2012,101.69,0.012667166
06/12/2012,100.41,-0.008923319
05/12/2012,101.31,0.040283364
04/12/2012,97.31,-0.000616396
03/12/2012,97.37,-0.008080645
30/11/2012,98.16,-0.017070259
29/11/2012,99.85,-0.002300806
28/11/2012,100.08,0.003603608
27/11/2012,99.72,0.001103697
26/11/2012,99.61,-0.000301129
23/11/2012,99.64,0.013743143
21/11/2012,98.28,0.001935123
20/11/2012,98.09,-0.006402136
19/11/2012,98.72,0.030233665
16/11/2012,95.78,0.009546362
15/11/2012,94.87,0.005284307
14/11/2012,94.37,-0.033039324
13/11/2012,97.54,-0.011721074
12/11/2012,98.69,0.016242249
09/11/2012,97.1,0.005576799
08/11/2012,96.56,-0.01582279
07/11/2012,98.1,-0.038102704
06/11/2012,101.91,0.008969554
05/11/2012,101,0.009650376
02/11/2012,100.03,0.012878737
01/11/2012,98.75,0.053774718
31/10/2012,93.58,-0.002561367
26/10/2012,93.82,-0.002448503
25/10/2012,94.05,0.019107494
24/10/2012,92.27,-0.012707472
23/10/2012,93.45,-0.000534902
22/10/2012,93.5,0.016934018
19/10/2012,91.93,-0.012861566
18/10/2012,93.12,0.007653786
17/10/2012,92.41,0.011208562
16/10/2012,91.38,0.025716336
15/10/2012,89.06,0.017785799
12/10/2012,87.49,0.011495701
11/10/2012,86.49,-0.014918799
10/10/2012,87.79,-0.034152118
09/10/2012,90.84,-0.014209442
08/10/2012,92.14,0.000325645
05/10/2012,92.11,0.001086248
04/10/2012,92.01,0.01500165
03/10/2012,90.64,-0.01217187
02/10/2012,91.75,-0.006084991
01/10/2012,92.31,0.001083893
28/09/2012,92.21,-0.007024398
27/09/2012,92.86,0.006373921
26/09/2012,92.27,-0.001516136
25/09/2012,92.41,-0.029639696
24/09/2012,95.19,-0.010242564
21/09/2012,96.17,-0.008077923
20/09/2012,96.95,-0.022841821
19/09/2012,99.19,0.001210532
18/09/2012,99.07,-0.00904347
17/09/2012,99.97,-0.026162705
14/09/2012,102.62,0.023964462
13/09/2012,100.19,0.017011835
12/09/2012,98.5,0.002541297
11/09/2012,98.25,0.008791715
10/09/2012,97.39,-0.032130466
07/09/2012,100.57,0.021508367
06/09/2012,98.43,0.032001079
05/09/2012,95.33,0.000419683
04/09/2012,95.29,-0.018919483
31/08/2012,97.11,0.014208173
30/08/2012,95.74,-0.020265375
29/08/2012,97.7,0.007809329
28/08/2012,96.94,-0.016776171
27/08/2012,98.58,-0.01520138
24/08/2012,100.09,-0.003092426
23/08/2012,100.4,-0.011192114
22/08/2012,101.53,-0.012528303
21/08/2012,102.81,0.000973141
20/08/2012,102.71,-0.004662466
17/08/2012,103.19,0.003592063
16/08/2012,102.82,0.020238435
15/08/2012,100.76,-0.001388476
14/08/2012,100.9,0.001785538
13/08/2012,100.72,-0.005840733
10/08/2012,101.31,0.000296165
09/08/2012,101.28,0.002768442
08/08/2012,101,-9.9005E-05
07/08/2012,101.01,0.027398974
06/08/2012,98.28,-0.007299302
03/08/2012,99,0.0376704
02/08/2012,95.34,0.018205414
01/08/2012,93.62,-0.024061946
31/07/2012,95.9,0.05817715
30/07/2012,90.48,-0.023376269
27/07/2012,92.62,0.038858006
26/07/2012,89.09,0.022819858
25/07/2012,87.08,0.002529609
24/07/2012,86.86,-0.006883919
23/07/2012,87.46,0.015788285
20/07/2012,86.09,-0.029866629
19/07/2012,88.7,0.013164058
18/07/2012,87.54,0.011604657
17/07/2012,86.53,-0.00034664
16/07/2012,86.56,-0.023632586
13/07/2012,88.63,0.032801106
12/07/2012,85.77,0.026463446
11/07/2012,83.53,-0.039667252
10/07/2012,86.91,-0.093624677
09/07/2012,95.44,-0.008866693
06/07/2012,96.29,-0.0308818
05/07/2012,99.31,-0.008322936
03/07/2012,100.14,0.041388029
02/07/2012,96.08,-0.008601535
29/06/2012,96.91,0.049172035
28/06/2012,92.26,0.017825394
27/06/2012,90.63,0.010872084
26/06/2012,89.65,-0.001894468
25/06/2012,89.82,-0.006325974
22/06/2012,90.39,-0.011986727
21/06/2012,91.48,-0.041958209
20/06/2012,95.4,-0.012914156
19/06/2012,96.64,0.02387548
18/06/2012,94.36,-0.003491143
15/06/2012,94.69,0.016397301
14/06/2012,93.15,-0.005353332
13/06/2012,93.65,-0.032359163
12/06/2012,96.73,0.044931187
11/06/2012,92.48,-0.045654589
08/06/2012,96.8,-0.005049215
07/06/2012,97.29,0.015955581
06/06/2012,95.75,0.036371512
05/06/2012,92.33,0.007064863
04/06/2012,91.68,-0.020298689
01/06/2012,93.56,-0.03559244
31/05/2012,96.95,-0.020924468
30/05/2012,99,-0.02059455
29/05/2012,101.06,0.021099728
25/05/2012,98.95,-0.01315214
24/05/2012,100.26,-0.012489012
23/05/2012,101.52,0.005729542
22/05/2012,100.94,0.014469144
21/05/2012,99.49,0.023286425
18/05/2012,97.2,0.004743744
17/05/2012,96.74,-0.039224689
16/05/2012,100.61,-0.023186027
15/05/2012,102.97,-0.006678629
14/05/2012,103.66,-0.026746943
11/05/2012,106.47,0.005651329
10/05/2012,105.87,-0.008184045
09/05/2012,106.74,-0.001404297
08/05/2012,106.89,0.013089315
07/05/2012,105.5,-0.015145391
04/05/2012,107.11,-0.030616043
03/05/2012,110.44,-0.018391942
02/05/2012,112.49,0.012073661
01/05/2012,111.14,-0.041332931
30/04/2012,115.83,-0.021015638
27/04/2012,118.29,0.018859628
26/04/2012,116.08,0.008478293
25/04/2012,115.1,-0.008133644
24/04/2012,116.04,0.011876521
23/04/2012,114.67,-0.01179034
20/04/2012,116.03,0.010657294
19/04/2012,114.8,-0.017357199
18/04/2012,116.81,0.006355226
17/04/2012,116.07,0.017118201
16/04/2012,114.1,0.000701385
13/04/2012,114.02,-0.017647261
12/04/2012,116.05,0.037220131
11/04/2012,111.81,0.000447287
10/04/2012,111.76,-0.033263075
09/04/2012,115.54,0
05/04/2012,115.54,-0.000692161
04/04/2012,115.62,-0.035848568
03/04/2012,119.84,-0.015483646
02/04/2012,121.71,0.013816145
30/03/2012,120.04,0.003170633
29/03/2012,119.66,0.014139269
28/03/2012,117.98,-0.037677541
27/03/2012,122.51,-0.011362836
26/03/2012,123.91,0.019476637
23/03/2012,121.52,0.011587615
22/03/2012,120.12,-0.028478392
21/03/2012,123.59,0.001376463
20/03/2012,123.42,-0.036437091
19/03/2012,128,0.003600223
16/03/2012,127.54,0.004321698
15/03/2012,126.99,0.024794988
14/03/2012,123.88,-0.003465091
13/03/2012,124.31,0.055914671
12/03/2012,117.55,-0.01167131
09/03/2012,118.93,-0.008789977
08/03/2012,119.98,0.019016139
07/03/2012,117.72,0.020164568
06/03/2012,115.37,-0.041678003
05/03/2012,120.28,0.006840771
02/03/2012,119.46,-0.018166482
01/03/2012,121.65,0.008917572
29/02/2012,120.57,-0.009410669
28/02/2012,121.71,0.002550287
27/02/2012,121.4,-0.00312526
24/02/2012,121.78,-0.006384568
23/02/2012,122.56,0.001469748
22/02/2012,122.38,-0.007489452
21/02/2012,123.3,0.010025759
17/02/2012,122.07,-0.007914855
16/02/2012,123.04,0.016140615
15/02/2012,121.07,-0.003545372
14/02/2012,121.5,-0.011294007
13/02/2012,122.88,0.021219646
10/02/2012,120.3,-0.007783429
09/02/2012,121.24,0.013786449
08/02/2012,119.58,0.00025091
07/02/2012,119.55,-0.002088992
06/02/2012,119.8,-0.002417776
03/02/2012,120.09,0.058114036
02/02/2012,113.31,0.068387888
01/02/2012,105.82,0.017348638
31/01/2012,104,-0.012897241
30/01/2012,105.35,-0.010856845
27/01/2012,106.5,-0.007017573
26/01/2012,107.25,-0.015818285
25/01/2012,108.96,0.020022916
24/01/2012,106.8,0.012246974
23/01/2012,105.5,0.006848039
20/01/2012,104.78,-0.006942821
19/01/2012,105.51,0.04052191
18/01/2012,101.32,0.020641906
17/01/2012,99.25,0.015126424
13/01/2012,97.76,-0.014924893
12/01/2012,99.23,0.006673432
11/01/2012,98.57,-0.001621896
10/01/2012,98.73,0.025855549
09/01/2012,96.21,0.028251062
06/01/2012,93.53,-0.01243176
05/01/2012,94.7,0.025669859
04/01/2012,92.3,0.013635335
03/01/2012,91.05,0.033844745
30/12/2011,88.02,-0.010847564
29/12/2011,88.98,0.012780811
28/12/2011,87.85,-0.011093616
27/12/2011,88.83,-0.002698147
23/12/2011,89.07,0.010382669
22/12/2011,88.15,0.002044062
21/12/2011,87.97,-0.023036021
20/12/2011,90.02,0.047779788
19/12/2011,85.82,-0.017098383
16/12/2011,87.3,0.005398279
15/12/2011,86.83,-0.007800888
14/12/2011,87.51,-0.019576297
13/12/2011,89.24,-0.034472881
12/12/2011,92.37,-0.029231866
09/12/2011,95.11,0.034441907
08/12/2011,91.89,-0.028853828
07/12/2011,94.58,-0.022167365
06/12/2011,96.7,0.010290616
05/12/2011,95.71,-0.000208943
02/12/2011,95.73,-0.006144253
01/12/2011,96.32,-0.000103815
30/11/2011,96.33,0.085116285
29/11/2011,88.47,-0.0221337
28/11/2011,90.45,0.049984907
25/11/2011,86.04,-0.009255041
23/11/2011,86.84,-0.031064736
22/11/2011,89.58,-0.016825723
21/11/2011,91.1,-0.031549721
18/11/2011,94.02,-0.008050891
17/11/2011,94.78,-0.033715138
16/11/2011,98.03,-0.012166834
15/11/2011,99.23,-0.001812324
14/11/2011,99.41,0.006965152
11/11/2011,98.72,0.014694142
10/11/2011,97.28,0.009606023
09/11/2011,96.35,-0.053843232
08/11/2011,101.68,0.00671011
07/11/2011,101,-0.023387729
04/11/2011,103.39,0.001451871
03/11/2011,103.24,0.04426246
02/11/2011,98.77,0.028133272
01/11/2011,96.03,-0.034793236
31/10/2011,99.43,-0.032844974
28/10/2011,102.75,0.010173227
27/10/2011,101.71,0.069512691
26/10/2011,94.88,0.011341475
25/10/2011,93.81,-0.052028553
24/10/2011,98.82,0.04766754
21/10/2011,94.22,0.025584541
20/10/2011,91.84,0.014808585
19/10/2011,90.49,-0.035498978
18/10/2011,93.76,0.014936075
17/10/2011,92.37,-0.055075243
14/10/2011,97.6,0.021960692
13/10/2011,95.48,-0.002405985
12/10/2011,95.71,-0.000417842
11/10/2011,95.75,0.017595144
10/10/2011,94.08,0.042448707
07/10/2011,90.17,0.00166491
06/10/2011,90.02,0.019065285
05/10/2011,88.32,0.036904557
04/10/2011,85.12,0.049489422
03/10/2011,81.01,-0.007991682
30/09/2011,81.66,-0.057001926
29/09/2011,86.45,-0.005767029
28/09/2011,86.95,-0.055476597
27/09/2011,91.91,0.026794701
26/09/2011,89.48,0.036649145
23/09/2011,86.26,0.01166058
22/09/2011,85.26,-0.071835025
21/09/2011,91.61,-0.02841039
20/09/2011,94.25,-0.029069383
19/09/2011,97.03,-0.008313282
16/09/2011,97.84,-0.000204394
15/09/2011,97.86,0.038436226
14/09/2011,94.17,0.021141529
13/09/2011,92.2,0.057362594
12/09/2011,87.06,-0.012555809
09/09/2011,88.16,-0.02076743
08/09/2011,90.01,-0.005429075
07/09/2011,90.5,0.056365748
06/09/2011,85.54,-0.014852907
02/09/2011,86.82,-0.04438165
01/09/2011,90.76,-0.023520248
31/08/2011,92.92,0.021099206
30/08/2011,90.98,0.005731938
29/08/2011,90.46,0.033611887
26/08/2011,87.47,0.027116378
25/08/2011,85.13,-0.016889342
24/08/2011,86.58,0.028467921
23/08/2011,84.15,0.051199481
22/08/2011,79.95,0.000500438
19/08/2011,79.91,-0.042027625
18/08/2011,83.34,-0.098098792
17/08/2011,91.93,-0.018857301
16/08/2011,93.68,-0.026336717
15/08/2011,96.18,0.017939112
12/08/2011,94.47,0.027907789
11/08/2011,91.87,0.063124478
10/08/2011,86.25,-0.054817512
09/08/2011,91.11,0.085187077
08/08/2011,83.67,-0.097730188
05/08/2011,92.26,-0.009707767
04/08/2011,93.16,-0.086134365
03/08/2011,101.54,0.023818955
02/08/2011,99.15,-0.045735772
01/08/2011,103.79,-0.010447212
29/07/2011,104.88,-0.008166411
28/07/2011,105.74,-0.007067833
27/07/2011,106.49,-0.039856179
26/07/2011,110.82,0.038261058
25/07/2011,106.66,-0.001124438
22/07/2011,106.78,-0.007371155
21/07/2011,107.57,0.007652146
20/07/2011,106.75,0.001593775
19/07/2011,106.58,0.029324264
18/07/2011,103.5,-0.011336465
15/07/2011,104.68,0.001816705
14/07/2011,104.49,-0.011608123
13/07/2011,105.71,0.022868528
12/07/2011,103.32,-0.003188871
11/07/2011,103.65,-0.029657149
08/07/2011,106.77,-0.019018153
07/07/2011,108.82,0.018924498
06/07/2011,106.78,0.010638899
05/07/2011,105.65,-0.01661464
01/07/2011,107.42,0.037271395
30/06/2011,103.49,0.023958512
29/06/2011,101.04,0.003370678
28/06/2011,100.7,0.033422264
27/06/2011,97.39,0.007420419
24/06/2011,96.67,-0.017229428
23/06/2011,98.35,0.023351367
22/06/2011,96.08,-0.014876307
21/06/2011,97.52,0.042309976
20/06/2011,93.48,-0.001496526
17/06/2011,93.62,0.007397514
16/06/2011,92.93,0.005286736
15/06/2011,92.44,-0.036433322
14/06/2011,95.87,0.025566573
13/06/2011,93.45,0.006225868
10/06/2011,92.87,-0.039171015
09/06/2011,96.58,0.003630521
08/06/2011,96.23,-0.048181318
07/06/2011,100.98,0.010252416
06/06/2011,99.95,-0.01440303
03/06/2011,101.4,-0.016529302
02/06/2011,103.09,0.0240526
01/06/2011,100.64,-0.044693663
31/05/2011,105.24,0.002568861
27/05/2011,104.97,-0.008348403
26/05/2011,105.85,0.007015577
25/05/2011,105.11,0.023390065
24/05/2011,102.68,-0.014310822
23/05/2011,104.16,-0.021371379
20/05/2011,106.41,-0.028716312
19/05/2011,109.51,0.012126929
18/05/2011,108.19,0.015837857
17/05/2011,106.49,-0.033519596
16/05/2011,110.12,-0.00154258
13/05/2011,110.29,-0.025335942
12/05/2011,113.12,-0.008100062
11/05/2011,114.04,-0.037603914
10/05/2011,118.41,0.006949181
09/05/2011,117.59,0.002980882
06/05/2011,117.24,0.01158165
05/05/2011,115.89,0.028267032
04/05/2011,112.66,-0.028612127
03/05/2011,115.93,-0.020152676
02/05/2011,118.29,-0.015851382
29/04/2011,120.18,0.020426886
28/04/2011,117.75,-0.011231803
27/04/2011,119.08,0.022848915
26/04/2011,116.39,0.072965255
25/04/2011,108.2,-0.006815906
21/04/2011,108.94,0.00727812
20/04/2011,108.15,0.026420874
19/04/2011,105.33,0.024118392
18/04/2011,102.82,-0.022217793
15/04/2011,105.13,-0.001805655
14/04/2011,105.32,-0.005397485
13/04/2011,105.89,0.00160673
12/04/2011,105.72,-0.015952295
11/04/2011,107.42,-0.013591814
08/04/2011,108.89,-0.011686429
07/04/2011,110.17,-0.000816586
06/04/2011,110.26,-0.006238436
05/04/2011,110.95,0.001082154
04/04/2011,110.83,-0.004231762
01/04/2011,111.3,0.015209419
31/03/2011,109.62,0.000456225
30/03/2011,109.57,0.017864195
29/03/2011,107.63,0.025501264
28/03/2011,104.92,0.003628382
25/03/2011,104.54,0.007392862
24/03/2011,103.77,0.010559556
23/03/2011,102.68,0.009590053
22/03/2011,101.7,-0.008518189
21/03/2011,102.57,0.026175627
18/03/2011,99.92,-0.000500275
17/03/2011,99.97,0.010457612
16/03/2011,98.93,-0.010057412
15/03/2011,99.93,0.024104874
14/03/2011,97.55,-0.012023785
11/03/2011,98.73,0.000810619
10/03/2011,98.65,-0.014291709
09/03/2011,100.07,-0.00019984
08/03/2011,100.09,0.003904104
07/03/2011,99.7,-0.027697122
04/03/2011,102.5,-0.013951011
03/03/2011,103.94,0.035648115
02/03/2011,100.3,0.003795829
01/03/2011,99.92,-0.011938065
28/02/2011,101.12,-0.011894955
25/02/2011,102.33,0.014370326
24/02/2011,100.87,0.001786069
23/02/2011,100.69,-0.023458896
22/02/2011,103.08,-0.06533855
18/02/2011,110.04,-0.0160465
17/02/2011,111.82,0.007450328
16/02/2011,110.99,-0.01484556
15/02/2011,112.65,-0.007869531
14/02/2011,113.54,0.016338492
11/02/2011,111.7,0.005026038
10/02/2011,111.14,-0.005920893
09/02/2011,111.8,0.000894855
08/02/2011,111.7,-0.000984296
07/02/2011,111.81,0.019142797
04/02/2011,109.69,0.018772982
03/02/2011,107.65,0.007084956
02/02/2011,106.89,-0.004853019
01/02/2011,107.41,0.01434691
31/01/2011,105.88,0.004733513
28/01/2011,105.38,-0.042179964
