Date,Close,PWR
01/04/2011,22.79,0.015922495
31/03/2011,22.43,0
30/03/2011,22.43,0.009406564
29/03/2011,22.22,0.013137222
28/03/2011,21.93,-0.026104092
25/03/2011,22.51,-0.003547676
24/03/2011,22.59,0.021477336
23/03/2011,22.11,0.010457017
22/03/2011,21.88,-0.010909199
21/03/2011,22.12,0.021014935
18/03/2011,21.66,0.005091425
17/03/2011,21.55,0.010261284
16/03/2011,21.33,-0.022712448
15/03/2011,21.82,-0.011845241
14/03/2011,22.08,-0.011706572
11/03/2011,22.34,0.025845918
10/03/2011,21.77,-0.031648211
09/03/2011,22.47,-0.002222717
08/03/2011,22.52,0.011612457
07/03/2011,22.26,-0.010723963
04/03/2011,22.5,-0.007085946
03/03/2011,22.66,-0.000441209
02/03/2011,22.67,0.012428034
01/03/2011,22.39,-0.018584606
28/02/2011,22.81,0.023509621
25/02/2011,22.28,0.020404244
24/02/2011,21.83,-0.035991289
23/02/2011,22.63,0
22/02/2011,22.63,-0.04788493
18/02/2011,23.74,-0.012141661
17/02/2011,24.03,0.002500001
16/02/2011,23.97,0.01725269
15/02/2011,23.56,-0.013072082
14/02/2011,23.87,-0.004597709
11/02/2011,23.98,0.007534569
10/02/2011,23.8,0.013110782
09/02/2011,23.49,0.000425804
08/02/2011,23.48,-0.005521356
