Date,Close,KMB
31/07/2013,98.8,0.008538373
30/07/2013,97.96,-0.001835799
29/07/2013,98.14,-0.002544142
26/07/2013,98.39,-0.00081276
25/07/2013,98.47,0.006316239
24/07/2013,97.85,-0.003570522
23/07/2013,98.2,0.005309386
22/07/2013,97.68,-0.018360307
19/07/2013,99.49,0.005846791
18/07/2013,98.91,-0.007353345
17/07/2013,99.64,-0.005504693
16/07/2013,100.19,0.000698917
15/07/2013,100.12,0.002400001
12/07/2013,99.88,0.002305419
11/07/2013,99.65,0.01069421
10/07/2013,98.59,0.000608766
09/07/2013,98.53,0.004679561
08/07/2013,98.07,0.006957973
05/07/2013,97.39,0.003703327
03/07/2013,97.03,-0.000103056
02/07/2013,97.04,-0.001338757
01/07/2013,97.17,0.000308785
28/06/2013,97.14,-0.001851281
27/06/2013,97.32,0.003396638
26/06/2013,96.99,0.01443506
25/06/2013,95.6,0.005349009
24/06/2013,95.09,-0.007230083
21/06/2013,95.78,0.01176237
20/06/2013,94.66,-0.019251484
19/06/2013,96.5,-0.030011439
18/06/2013,99.44,-0.001005126
17/06/2013,99.54,0.017021688
14/06/2013,97.86,0.002967817
13/06/2013,97.57,0.007819774
12/06/2013,96.81,-0.01170685
11/06/2013,97.95,0.003887075
10/06/2013,97.57,0.004622742
07/06/2013,97.12,0.007959932
06/06/2013,96.35,0.006664609
05/06/2013,95.71,-0.019349768
04/06/2013,97.58,0.009059152
03/06/2013,96.7,-0.001343461
31/05/2013,96.83,-0.035308527
30/05/2013,100.31,0.008208254
29/05/2013,99.49,-0.049416975
28/05/2013,104.53,0.009805885
24/05/2013,103.51,0.00941526
23/05/2013,102.54,0.003810645
22/05/2013,102.15,0.00235225
21/05/2013,101.91,-0.009375984
20/05/2013,102.87,-0.014284578
17/05/2013,104.35,0.005766474
16/05/2013,103.75,-0.008350579
15/05/2013,104.62,-0.004196878
14/05/2013,105.06,0.012933073
13/05/2013,103.71,0.002703487
10/05/2013,103.43,0.004457372
09/05/2013,102.97,-0.012546005
08/05/2013,104.27,-0.002299072
07/05/2013,104.51,0.000382812
06/05/2013,104.47,-0.008672916
03/05/2013,105.38,0.007907439
02/05/2013,104.55,0.01212486
01/05/2013,103.29,0.000968617
30/04/2013,103.19,-0.001162228
29/04/2013,103.31,0.001840818
26/04/2013,103.12,-0.003291706
25/04/2013,103.46,0.000580103
24/04/2013,103.4,-0.0200112
23/04/2013,105.49,-0.000947508
22/04/2013,105.59,-0.004818376
19/04/2013,106.1,0.04570351
18/04/2013,101.36,0.006930035
17/04/2013,100.66,-0.009098164
16/04/2013,101.58,0.013578681
15/04/2013,100.21,-0.010127172
12/04/2013,101.23,0.001087225
11/04/2013,101.12,0.008142235
10/04/2013,100.3,0.009919424
09/04/2013,99.31,-0.001408734
08/04/2013,99.45,0.001408734
05/04/2013,99.31,0.008494338
04/04/2013,98.47,0.005907534
03/04/2013,97.89,-0.019223579
02/04/2013,99.79,0.01881504
01/04/2013,97.93,-0.000510438
28/03/2013,97.98,0.010980663
27/03/2013,96.91,-0.004221805
26/03/2013,97.32,0.028981493
25/03/2013,94.54,-0.011777213
22/03/2013,95.66,0.00766046
21/03/2013,94.93,-0.00640523
20/03/2013,95.54,0.017314622
19/03/2013,93.9,0.01070674
18/03/2013,92.9,-0.003867646
15/03/2013,93.26,-0.005560322
14/03/2013,93.78,0.004060268
13/03/2013,93.4,-0.007254139
12/03/2013,94.08,0.002128113
11/03/2013,93.88,-0.003296648
08/03/2013,94.19,0.002338436
07/03/2013,93.97,-0.007104637
06/03/2013,94.64,-0.012912887
05/03/2013,95.87,0.008695251
04/03/2013,95.04,0.007816666
01/03/2013,94.3,0.000212112
28/02/2013,94.28,-0.009605816
27/02/2013,95.19,0.010242421
26/02/2013,94.22,-0.000212247
25/02/2013,94.24,-0.002755115
22/02/2013,94.5,0.028334156
21/02/2013,91.86,0.00130719
20/02/2013,91.74,-0.005110095
19/02/2013,92.21,0.011013687
15/02/2013,91.2,0.011136341
14/02/2013,90.19,0.003331856
13/02/2013,89.89,-0.000111241
12/02/2013,89.9,-0.005546326
11/02/2013,90.4,-0.005515734
08/02/2013,90.9,-0.000879701
07/02/2013,90.98,0.000879701
06/02/2013,90.9,0.007287213
05/02/2013,90.24,0.0104713
04/02/2013,89.3,-0.007919287
01/02/2013,90.01,0.005570424
31/01/2013,89.51,0.015310442
30/01/2013,88.15,0.000113449
29/01/2013,88.14,0.015319838
28/01/2013,86.8,0.00624063
25/01/2013,86.26,-0.003702851
24/01/2013,86.58,-0.004839277
23/01/2013,87,-0.002296212
22/01/2013,87.2,0.004367321
18/01/2013,86.82,0.005659848
17/01/2013,86.33,0.009777752
16/01/2013,85.49,-0.002453416
15/01/2013,85.7,0.000583601
14/01/2013,85.65,0.006442189
11/01/2013,85.1,0.001999648
10/01/2013,84.93,0.003774925
09/01/2013,84.61,0.006878585
08/01/2013,84.03,-0.005104172
07/01/2013,84.46,-0.022246556
04/01/2013,86.36,0.004061037
03/01/2013,86.01,-0.004292599
02/01/2013,86.38,0.022833379
31/12/2012,84.43,0.015517141
28/12/2012,83.13,-0.009577471
27/12/2012,83.93,0.005256254
26/12/2012,83.49,-0.003586804
24/12/2012,83.79,-0.003098191
21/12/2012,84.05,-0.010650988
20/12/2012,84.95,-0.000588408
19/12/2012,85,-0.013554776
18/12/2012,86.16,0.007455766
17/12/2012,85.52,0.005510948
14/12/2012,85.05,-0.00854656
13/12/2012,85.78,0.003269503
12/12/2012,85.5,-0.003269503
11/12/2012,85.78,0.000816374
10/12/2012,85.71,-0.002330732
07/12/2012,85.91,0.010766634
06/12/2012,84.99,0.001766473
05/12/2012,84.84,-0.01136842
04/12/2012,85.81,0.001399417
03/12/2012,85.69,-0.000350038
30/11/2012,85.72,0.000583465
29/11/2012,85.67,-0.004193367
28/11/2012,86.03,0.005244462
27/11/2012,85.58,-0.009304557
26/11/2012,86.38,-0.011052381
23/11/2012,87.34,0.012210727
21/11/2012,86.28,0.000695652
20/11/2012,86.22,0.002554873
19/11/2012,86,0.011343161
16/11/2012,85.03,0.014213197
15/11/2012,83.83,-0.000357803
14/11/2012,83.86,-0.006300169
13/11/2012,84.39,0.008927037
12/11/2012,83.64,0.006116227
09/11/2012,83.13,0.006395967
08/11/2012,82.6,-0.005914677
07/11/2012,83.09,-0.004083599
06/11/2012,83.43,0.003602309
05/11/2012,83.13,-0.002522978
02/11/2012,83.34,-0.005026941
01/11/2012,83.76,0.003707916
31/10/2012,83.45,0.008423636
26/10/2012,82.75,-0.001087022
25/10/2012,82.84,-0.016521386
24/10/2012,84.22,-0.020216956
23/10/2012,85.94,-0.006957356
22/10/2012,86.54,-0.003921121
19/10/2012,86.88,-0.009165967
18/10/2012,87.68,0.002740979
17/10/2012,87.44,0.008960428
16/10/2012,86.66,0.004510503
15/10/2012,86.27,0.007212688
12/10/2012,85.65,-0.003961786
11/10/2012,85.99,0
10/10/2012,85.99,-0.000929908
09/10/2012,86.07,-0.006716098
08/10/2012,86.65,-0.002765935
05/10/2012,86.89,0.001151543
04/10/2012,86.79,0.003925196
03/10/2012,86.45,0.000925819
02/10/2012,86.37,-0.000694444
01/10/2012,86.43,0.007548959
28/09/2012,85.78,0.001049746
27/09/2012,85.69,0.003858526
26/09/2012,85.36,-0.001638769
25/09/2012,85.5,-0.001168907
24/09/2012,85.6,0.00327639
21/09/2012,85.32,0.003757637
20/09/2012,85,0.007439368
19/09/2012,84.37,0.008809581
18/09/2012,83.63,0.007320765
17/09/2012,83.02,0.004103808
14/09/2012,82.68,-0.007110605
13/09/2012,83.27,0.011231324
12/09/2012,82.34,-0.00012144
11/09/2012,82.35,-0.000242836
10/09/2012,82.37,-0.006775586
07/09/2012,82.93,-0.008285847
06/09/2012,83.62,0.012273045
05/09/2012,82.6,-0.013587656
04/09/2012,83.73,0.001553816
31/08/2012,83.6,0.001436438
30/08/2012,83.48,-0.000119782
29/08/2012,83.49,-0.002153626
28/08/2012,83.67,0.000597764
27/08/2012,83.62,-0.00047824
24/08/2012,83.66,0.002872877
23/08/2012,83.42,-0.0051414
22/08/2012,83.85,-0.003809075
21/08/2012,84.17,0.001069837
20/08/2012,84.08,0.001547343
17/08/2012,83.95,0.005973733
16/08/2012,83.45,0.005045662
15/08/2012,83.03,0.001084533
14/08/2012,82.94,0.005440381
13/08/2012,82.49,-0.003992504
10/08/2012,82.82,-0.000362166
09/08/2012,82.85,-0.004816385
08/08/2012,83.25,0.006386718
07/08/2012,82.72,-0.011897034
06/08/2012,83.71,-0.019402005
03/08/2012,85.35,-0.017767407
02/08/2012,86.88,-0.003332379
01/08/2012,87.17,0.002987135
31/07/2012,86.91,-0.011667943
30/07/2012,87.93,0.006961512
27/07/2012,87.32,0.018493361
26/07/2012,85.72,0.027437861
25/07/2012,83.4,-0.001078555
24/07/2012,83.49,-0.014388737
23/07/2012,84.7,-0.001533652
20/07/2012,84.83,-0.012301719
19/07/2012,85.88,-0.002209946
18/07/2012,86.07,0.002908839
17/07/2012,85.82,0.007250646
16/07/2012,85.2,-0.000117364
13/07/2012,85.21,0.010381124
12/07/2012,84.33,-0.000237135
11/07/2012,84.35,-0.004966898
10/07/2012,84.77,0.005559842
09/07/2012,84.3,0.004637069
06/07/2012,83.91,-0.002261771
05/07/2012,84.1,0.001189768
03/07/2012,84,0.001191185
02/07/2012,83.9,0.001550665
29/06/2012,83.77,0.014549646
28/06/2012,82.56,0.008514831
27/06/2012,81.86,0.002323734
26/06/2012,81.67,0.008237583
25/06/2012,81,-0.004680388
22/06/2012,81.38,0.008267059
21/06/2012,80.71,-0.01108932
20/06/2012,81.61,-0.019415729
19/06/2012,83.21,0.005060252
18/06/2012,82.79,0.003751441
15/06/2012,82.48,-0.001090579
14/06/2012,82.57,0.011204599
13/06/2012,81.65,0.001716107
12/06/2012,81.51,0.004549654
11/06/2012,81.14,-0.000739189
08/06/2012,81.2,0.007416598
07/06/2012,80.6,0.00460114
06/06/2012,80.23,0.012290097
05/06/2012,79.25,0.004933284
04/06/2012,78.86,0.007381986
01/06/2012,78.28,-0.013576304
31/05/2012,79.35,0.001134859
30/05/2012,79.26,-0.006288538
29/05/2012,79.76,0.003768375
25/05/2012,79.46,0.003151197
24/05/2012,79.21,0.009131325
23/05/2012,78.49,-0.002417765
22/05/2012,78.68,0.000508518
21/05/2012,78.64,-0.002413159
18/05/2012,78.83,-0.002280792
17/05/2012,79.01,-0.009447699
16/05/2012,79.76,0.000878018
15/05/2012,79.69,0.002009798
14/05/2012,79.53,0.001761893
11/05/2012,79.39,-0.004398926
10/05/2012,79.74,0.002511302
09/05/2012,79.54,0.008332329
08/05/2012,78.88,-0.001520142
07/05/2012,79,0.009027972
04/05/2012,78.29,-0.005731405
03/05/2012,78.74,0.002543236
02/05/2012,78.54,0.003315907
01/05/2012,78.28,-0.002424244
30/04/2012,78.47,-0.002672607
27/04/2012,78.68,-0.00456506
26/04/2012,79.04,0.003929776
25/04/2012,78.73,0.000381122
24/04/2012,78.7,0.02639355
23/04/2012,76.65,0.002351098
20/04/2012,76.47,0.015816858
19/04/2012,75.27,-0.00516797
18/04/2012,75.66,0.002116963
17/04/2012,75.5,0.010251038
16/04/2012,74.73,0.005097945
13/04/2012,74.35,0.002423917
12/04/2012,74.17,0.003105802
11/04/2012,73.94,0.005560467
10/04/2012,73.53,-0.00677693
09/04/2012,74.03,-0.004582218
05/04/2012,74.37,0.002018979
04/04/2012,74.22,-0.002959776
03/04/2012,74.44,-0.00174485
02/04/2012,74.57,0.009160781
30/03/2012,73.89,0.000676911
29/03/2012,73.84,-0.000812238
28/03/2012,73.9,0.002981436
27/03/2012,73.68,-0.000271407
26/03/2012,73.7,0.00776412
23/03/2012,73.13,-0.003140149
22/03/2012,73.36,-0.00081755
21/03/2012,73.42,0.000408692
20/03/2012,73.39,0.005191268
19/03/2012,73.01,0.001233468
16/03/2012,72.92,0
15/03/2012,72.92,0.001509641
14/03/2012,72.81,-0.00329083
13/03/2012,73.05,0.011565598
12/03/2012,72.21,0.006111979
09/03/2012,71.77,-0.000278629
08/03/2012,71.79,0.004887254
07/03/2012,71.44,-0.016106985
06/03/2012,72.6,-0.000826105
05/03/2012,72.66,0.004275574
02/03/2012,72.35,0.002491006
01/03/2012,72.17,-0.009789806
29/02/2012,72.88,0.008958781
28/02/2012,72.23,0.00527486
27/02/2012,71.85,0.00055687
24/02/2012,71.81,-0.001252523
23/02/2012,71.9,0.009362187
22/02/2012,71.23,-0.002383791
21/02/2012,71.4,-0.002378122
17/02/2012,71.57,0.001958043
16/02/2012,71.43,0.003225131
15/02/2012,71.2,-0.006021162
14/02/2012,71.63,-0.001534491
13/02/2012,71.74,0.002512213
10/02/2012,71.56,-0.004461803
09/02/2012,71.88,0.002507314
08/02/2012,71.7,-0.000557724
07/02/2012,71.74,-0.006391574
06/02/2012,72.2,-0.000415426
03/02/2012,72.23,-0.00110696
02/02/2012,72.31,0.00360211
01/02/2012,72.05,0.006824064
31/01/2012,71.56,0.003079079
30/01/2012,71.34,0.002947991
27/01/2012,71.13,-0.011879114
26/01/2012,71.98,0.001529371
25/01/2012,71.87,-0.005550174
24/01/2012,72.27,-0.017148373
23/01/2012,73.52,-0.004207675
20/01/2012,73.83,-0.004459768
19/01/2012,74.16,0.002565316
18/01/2012,73.97,0.004335463
17/01/2012,73.65,0.012982758
13/01/2012,72.7,-0.00192387
12/01/2012,72.84,0.004264985
11/01/2012,72.53,-0.004813984
10/01/2012,72.88,0.002335326
09/01/2012,72.71,0.001100867
06/01/2012,72.63,-0.002200524
05/01/2012,72.79,-0.002743862
04/01/2012,72.99,-0.003146162
03/01/2012,73.22,-0.004632792
30/12/2011,73.56,-0.005963693
29/12/2011,74,0.008413674
28/12/2011,73.38,-0.005978279
27/12/2011,73.82,0.001219926
23/12/2011,73.73,0.011046822
22/12/2011,72.92,-0.001781188
21/12/2011,73.05,0.006179216
20/12/2011,72.6,0.019612563
19/12/2011,71.19,-0.001263424
16/12/2011,71.28,0.000420964
15/12/2011,71.25,0.014704068
14/12/2011,70.21,0.001282691
13/12/2011,70.12,0.00299936
12/12/2011,69.91,-0.003284544
09/12/2011,70.14,0.004572743
08/12/2011,69.82,-0.011392889
07/12/2011,70.62,-0.002404357
06/12/2011,70.79,0.005240434
05/12/2011,70.42,-0.004392497
02/12/2011,70.73,-0.008026516
01/12/2011,71.3,-0.002381454
30/11/2011,71.47,0.024360361
29/11/2011,69.75,0.001147612
28/11/2011,69.67,0.014166181
25/11/2011,68.69,0.002477955
23/11/2011,68.52,-0.012761194
22/11/2011,69.4,-0.000720202
21/11/2011,69.45,-0.009315725
18/11/2011,70.1,0.000999072
17/11/2011,70.03,-0.003848077
16/11/2011,70.3,-0.015245919
15/11/2011,71.38,0.002946337
14/11/2011,71.17,0.000984045
11/11/2011,71.1,0.009184098
10/11/2011,70.45,0.00969912
09/11/2011,69.77,-0.015784188
08/11/2011,70.88,0.009782456
07/11/2011,70.19,0.006862071
04/11/2011,69.71,0.000286944
03/11/2011,69.69,0.008502105
02/11/2011,69.1,0.005805532
01/11/2011,68.7,-0.01459458
31/10/2011,69.71,-0.009423256
28/10/2011,70.37,-0.009194492
27/10/2011,71.02,0.010474264
26/10/2011,70.28,0.010441345
25/10/2011,69.55,-0.001436782
24/10/2011,69.65,-0.046976741
21/10/2011,73,0.017968694
20/10/2011,71.7,0.001814756
19/10/2011,71.57,-0.002929894
18/10/2011,71.78,0.007832208
17/10/2011,71.22,-0.009641659
14/10/2011,71.91,0.007117468
13/10/2011,71.4,-0.008229351
12/10/2011,71.99,0.007529316
11/10/2011,71.45,-0.002934808
10/10/2011,71.66,0.009816374
07/10/2011,70.96,-0.000281809
06/10/2011,70.98,0.00905752
05/10/2011,70.34,-0.000568505
04/10/2011,70.38,-0.00397051
03/10/2011,70.66,-0.00494107
30/09/2011,71.01,-0.003093366
29/09/2011,71.23,0.019993576
28/09/2011,69.82,-0.019291378
27/09/2011,71.18,0.005352879
26/09/2011,70.8,0.011792422
23/09/2011,69.97,0.011065716
22/09/2011,69.2,-0.001299733
21/09/2011,69.29,-0.016602643
20/09/2011,70.45,0.007980661
19/09/2011,69.89,0.001575142
16/09/2011,69.78,0.014725255
15/09/2011,68.76,0.008030999
14/09/2011,68.21,0.010463584
13/09/2011,67.5,0.003710579
12/09/2011,67.25,0.000297442
09/09/2011,67.23,-0.013004469
08/09/2011,68.11,-0.005417687
07/09/2011,68.48,0.003217788
06/09/2011,68.26,0.001906299
02/09/2011,68.13,-0.00949536
01/09/2011,68.78,-0.005509656
31/08/2011,69.16,0.009296987
30/08/2011,68.52,0.001314348
29/08/2011,68.43,0.00880675
26/08/2011,67.83,0.007844338
25/08/2011,67.3,-0.009317527
24/08/2011,67.93,0.009912057
23/08/2011,67.26,0.022401899
22/08/2011,65.77,0.006406367
19/08/2011,65.35,-0.003665805
18/08/2011,65.59,-0.005776848
17/08/2011,65.97,-0.001817356
16/08/2011,66.09,-0.000151297
15/08/2011,66.1,0.014629947
12/08/2011,65.14,0.008324389
11/08/2011,64.6,0.031928481
10/08/2011,62.57,-0.02634014
09/08/2011,64.24,0.021716038
08/08/2011,62.86,-0.019066204
05/08/2011,64.07,0.01620679
04/08/2011,63.04,-0.023670672
03/08/2011,64.55,0.000309885
02/08/2011,64.53,-0.009869008
01/08/2011,65.17,-0.00291121
29/07/2011,65.36,-0.006709388
28/07/2011,65.8,-0.006060625
27/07/2011,66.2,-0.010966834
26/07/2011,66.93,0.006746147
25/07/2011,66.48,-0.021134884
22/07/2011,67.9,0.001326358
21/07/2011,67.81,0.012464919
20/07/2011,66.97,0.002092676
19/07/2011,66.83,0.006756275
18/07/2011,66.38,-0.010788238
15/07/2011,67.1,0.010788238
14/07/2011,66.38,-0.005408667
13/07/2011,66.74,0.000449607
12/07/2011,66.71,0.001650289
11/07/2011,66.6,-0.000300255
08/07/2011,66.62,-0.001350034
07/07/2011,66.71,0.004507219
06/07/2011,66.41,-0.001655007
05/07/2011,66.52,-0.005696313
01/07/2011,66.9,0.005095171
30/06/2011,66.56,0.005876608
29/06/2011,66.17,0.006823895
28/06/2011,65.72,0.004575271
27/06/2011,65.42,0.000917572
24/06/2011,65.36,-0.010955679
23/06/2011,66.08,-0.004981518
22/06/2011,66.41,-0.006603656
21/06/2011,66.85,0.001047669
20/06/2011,66.78,0.008421102
17/06/2011,66.22,0.007579239
16/06/2011,65.72,0.008557509
15/06/2011,65.16,-0.006729912
14/06/2011,65.6,0.010728072
13/06/2011,64.9,0.004323663
10/06/2011,64.62,-0.012456908
09/06/2011,65.43,-0.0004584
08/06/2011,65.46,-0.006699172
07/06/2011,65.9,-0.003786449
06/06/2011,66.15,0.001967164
03/06/2011,66.02,-0.013241241
02/06/2011,66.9,-0.008928631
01/06/2011,67.5,-0.011782169
31/05/2011,68.3,0.009414603
27/05/2011,67.66,-0.000738716
26/05/2011,67.71,0.001330082
25/05/2011,67.62,-0.010737766
24/05/2011,68.35,0.0060166
23/05/2011,67.94,-0.003526304
20/05/2011,68.18,-0.003660058
19/05/2011,68.43,0.002047982
18/05/2011,68.29,-0.00087822
17/05/2011,68.35,0.003811204
16/05/2011,68.09,-0.002932983
13/05/2011,68.29,-0.001609482
12/05/2011,68.4,0.013541567
11/05/2011,67.48,-0.002811693
10/05/2011,67.67,0.006969703
09/05/2011,67.2,0.004773279
06/05/2011,66.88,0.000747887
05/05/2011,66.83,-0.006116227
04/05/2011,67.24,0.004172882
03/05/2011,66.96,0.010509029
02/05/2011,66.26,0.003022977
29/04/2011,66.06,0.007292649
28/04/2011,65.58,0.008883502
27/04/2011,65,0.002927357
26/04/2011,64.81,0.008833843
25/04/2011,64.24,-0.027785961
21/04/2011,66.05,-0.003325275
20/04/2011,66.27,0.006813563
19/04/2011,65.82,0.001064072
18/04/2011,65.75,0.002436426
15/04/2011,65.59,0.003359808
14/04/2011,65.37,0.002143952
13/04/2011,65.23,-0.00717944
12/04/2011,65.7,0.004118057
11/04/2011,65.43,0
08/04/2011,65.43,-0.001527184
07/04/2011,65.53,-0.003047389
06/04/2011,65.73,0.005339041
05/04/2011,65.38,-0.007314876
04/04/2011,65.86,0.007314876
01/04/2011,65.38,0.001683889
31/03/2011,65.27,-0.007631295
30/03/2011,65.77,0.005641549
29/03/2011,65.4,0.002756088
28/03/2011,65.22,0.001841621
25/03/2011,65.1,-0.002148229
24/03/2011,65.24,0.005995867
23/03/2011,64.85,-0.002464193
22/03/2011,65.01,-0.002611569
21/03/2011,65.18,0.013748575
18/03/2011,64.29,0.00780766
17/03/2011,63.79,0.00834322
16/03/2011,63.26,-0.008029642
15/03/2011,63.77,-0.009364826
14/03/2011,64.37,-0.004340419
11/03/2011,64.65,-0.003551305
10/03/2011,64.88,0.002005709
09/03/2011,64.75,0.00231929
08/03/2011,64.6,0.004810313
07/03/2011,64.29,-0.007438435
04/03/2011,64.77,-0.007076953
03/03/2011,65.23,0.012029756
02/03/2011,64.45,-0.015702293
01/03/2011,65.47,-0.006546419
28/02/2011,65.9,0.012521159
25/02/2011,65.08,0.004003085
24/02/2011,64.82,-0.005998634
23/02/2011,65.21,0.00230291
22/02/2011,65.06,-0.009179991
18/02/2011,65.66,0.004426474
17/02/2011,65.37,0.004753517
16/02/2011,65.06,0.001538225
15/02/2011,64.96,-0.001538225
14/02/2011,65.06,-0.012069507
11/02/2011,65.85,0.013146016
10/02/2011,64.99,-0.00138387
09/02/2011,65.08,0.000153669
08/02/2011,65.07,0.001999847
07/02/2011,64.94,-0.001077338
04/02/2011,65.01,0.002926907
03/02/2011,64.82,0.013043663
02/02/2011,63.98,-0.008404719
01/02/2011,64.52,-0.003249519
31/01/2011,64.73,0
28/01/2011,64.73,-0.0061605
27/01/2011,65.13,0
26/01/2011,65.13,-0.007342851
