Date,Close,PHM
09/01/2014,19.79,0.000505433
08/01/2014,19.78,0.01220768
07/01/2014,19.54,-0.015236455
06/01/2014,19.84,-0.010030174
03/01/2014,20.04,-0.001994019
02/01/2014,20.08,-0.014338935
31/12/2013,20.37,0.011851991
30/12/2013,20.13,0.002985077
27/12/2013,20.07,0.00449439
26/12/2013,19.98,0.012591453
24/12/2013,19.73,0.001014199
23/12/2013,19.71,0.056889849
20/12/2013,18.62,0.020071192
19/12/2013,18.25,-0.008728915
18/12/2013,18.41,0.021411743
17/12/2013,18.02,-0.00498202
16/12/2013,18.11,0.004427235
13/12/2013,18.03,-0.001662511
12/12/2013,18.06,-0.000553557
11/12/2013,18.07,-0.019726667
10/12/2013,18.43,0.00544071
09/12/2013,18.33,0.008216973
06/12/2013,18.18,0.010506041
05/12/2013,17.99,-0.019813527
04/12/2013,18.35,-0.004350197
03/12/2013,18.43,-0.00379096
02/12/2013,18.5,-0.013956211
29/11/2013,18.76,-0.00478597
27/11/2013,18.85,-0.005291018
26/11/2013,18.95,0.043133371
25/11/2013,18.15,-0.003849331
22/11/2013,18.22,-0.008743225
21/11/2013,18.38,0.014246816
20/11/2013,18.12,-0.004954593
19/11/2013,18.21,-0.003836672
18/11/2013,18.28,0.009895628
15/11/2013,18.1,0.013348363
14/11/2013,17.86,0.047587081
13/11/2013,17.03,0.0159814
12/11/2013,16.76,0.002987752
11/11/2013,16.71,-0.008343314
08/11/2013,16.85,-0.038421489
07/11/2013,17.51,-0.014739496
06/11/2013,17.77,0.013597943
05/11/2013,17.53,-0.016968733
04/11/2013,17.83,0.015828482
01/11/2013,17.55,-0.005681833
31/10/2013,17.65,-0.019635975
30/10/2013,18,-0.011599136
29/10/2013,18.21,0.010488642
28/10/2013,18.02,-0.001109262
25/10/2013,18.04,0.010588006
24/10/2013,17.85,0.067793111
23/10/2013,16.68,0.009033485
22/10/2013,16.53,0.009115833
21/10/2013,16.38,-0.012136071
18/10/2013,16.58,-0.004813487
17/10/2013,16.66,0.039172695
16/10/2013,16.02,0.030420597
15/10/2013,15.54,-0.028546182
14/10/2013,15.99,-0.00747667
11/10/2013,16.11,0.015639981
10/10/2013,15.86,0.017812176
09/10/2013,15.58,-0.000641643
08/10/2013,15.59,-0.027208259
07/10/2013,16.02,-0.011173301
04/10/2013,16.2,-0.018349139
03/10/2013,16.5,-0.024544782
02/10/2013,16.91,0.014294466
01/10/2013,16.67,0.010250316
30/09/2013,16.5,-0.004233451
27/09/2013,16.57,-0.024442349
26/09/2013,16.98,-0.011709736
25/09/2013,17.18,0.004667453
24/09/2013,17.1,0.020680205
23/09/2013,16.75,-0.021849112
20/09/2013,17.12,-0.02878725
19/09/2013,17.62,-0.017440667
18/09/2013,17.93,0.053261944
17/09/2013,17,-0.008201569
16/09/2013,17.14,0.036843145
13/09/2013,16.52,-0.000605144
12/09/2013,16.53,-0.003623192
11/09/2013,16.59,0.018248682
10/09/2013,16.29,-0.020656871
09/09/2013,16.63,0.072305629
06/09/2013,15.47,0.014323162
05/09/2013,15.25,-0.004579661
04/09/2013,15.32,-0.004558784
03/09/2013,15.39,0
30/08/2013,15.39,-0.030082268
29/08/2013,15.86,0.030732252
28/08/2013,15.38,-0.013561719
27/08/2013,15.59,-0.035290367
26/08/2013,16.15,0.005588341
23/08/2013,16.06,-0.016059641
22/08/2013,16.32,0.013572078
21/08/2013,16.1,-0.005574496
20/08/2013,16.19,0.033922851
19/08/2013,15.65,-0.039466444
16/08/2013,16.28,0.022989518
15/08/2013,15.91,0.051591066
14/08/2013,15.11,-0.017060781
13/08/2013,15.37,-0.02315216
12/08/2013,15.73,0.003821661
09/08/2013,15.67,-0.005727028
08/08/2013,15.76,-0.001268231
07/08/2013,15.78,-0.025650452
06/08/2013,16.19,-0.040550185
05/08/2013,16.86,-0.021127546
02/08/2013,17.22,0.029465891
01/08/2013,16.72,0.005397314
31/07/2013,16.63,0.027432382
30/07/2013,16.18,-0.012895481
29/07/2013,16.39,0.001832062
26/07/2013,16.36,-0.011546771
25/07/2013,16.55,-0.108678269
24/07/2013,18.45,-0.04711112
23/07/2013,19.34,0.010395104
22/07/2013,19.14,-0.011428696
19/07/2013,19.36,0.012997324
18/07/2013,19.11,-0.019689755
17/07/2013,19.49,0.010833224
16/07/2013,19.28,-0.013395357
15/07/2013,19.54,-0.034208567
12/07/2013,20.22,-0.008372371
11/07/2013,20.39,0.069553527
10/07/2013,19.02,-0.001576044
09/07/2013,19.05,0.053367554
08/07/2013,18.06,-0.028924254
05/07/2013,18.59,-0.029678914
03/07/2013,19.15,0.007863736
02/07/2013,19,-0.005772779
01/07/2013,19.11,0.007352974
28/06/2013,18.97,-0.021382823
27/06/2013,19.38,0.018224925
26/06/2013,19.03,0.000525624
25/06/2013,19.02,0.038043698
24/06/2013,18.31,-0.026941285
21/06/2013,18.81,-0.003184716
20/06/2013,18.87,-0.095454699
19/06/2013,20.76,-0.034559652
18/06/2013,21.49,0.003262646
17/06/2013,21.42,0.026491615
14/06/2013,20.86,-0.003827756
13/06/2013,20.94,0.045429057
12/06/2013,20.01,-0.004985055
11/06/2013,20.11,-0.026013737
10/06/2013,20.64,-0.020144566
07/06/2013,21.06,-0.001897534
06/06/2013,21.1,0.045572597
05/06/2013,20.16,-0.019646997
04/06/2013,20.56,-0.036298159
03/06/2013,21.32,-0.012584645
31/05/2013,21.59,-0.02379975
30/05/2013,22.11,0.002717393
29/05/2013,22.05,-0.033009241
28/05/2013,22.79,0.002636205
24/05/2013,22.73,0.008837883
23/05/2013,22.53,0.004448406
22/05/2013,22.43,-0.027266421
21/05/2013,23.05,-0.024004582
20/05/2013,23.61,-0.014297973
17/05/2013,23.95,0.02537134
16/05/2013,23.35,-0.026623165
15/05/2013,23.98,-0.011196468
14/05/2013,24.25,0.036108037
13/05/2013,23.39,0.007294604
10/05/2013,23.22,0.016062859
09/05/2013,22.85,-0.000437541
08/05/2013,22.86,-0.00043735
07/05/2013,22.87,0.010107755
06/05/2013,22.64,0.014235116
03/05/2013,22.32,0.017627575
02/05/2013,21.93,0.048106403
01/05/2013,20.9,-0.004296975
30/04/2013,20.99,-0.010426635
29/04/2013,21.21,-0.006578971
26/04/2013,21.35,0.026579638
25/04/2013,20.79,0.054361209
24/04/2013,19.69,0.014837827
23/04/2013,19.4,0.057825707
22/04/2013,18.31,0.017631311
19/04/2013,17.99,0.025332061
18/04/2013,17.54,-0.040228888
17/04/2013,18.26,-0.018448706
16/04/2013,18.6,0.041158072
15/04/2013,17.85,-0.073947895
12/04/2013,19.22,-0.005189425
11/04/2013,19.32,0.003629768
10/04/2013,19.25,-0.010336009
09/04/2013,19.45,-0.01429325
08/04/2013,19.73,0.030882537
05/04/2013,19.13,0.00787199
04/04/2013,18.98,-0.001579363
03/04/2013,19.01,-0.043742502
02/04/2013,19.86,-0.013006687
01/04/2013,20.12,-0.005946499
28/03/2013,20.24,-0.003944778
27/03/2013,20.32,0.007409271
26/03/2013,20.17,-0.00888456
25/03/2013,20.35,-0.014634408
22/03/2013,20.65,-0.015377526
21/03/2013,20.97,-0.019363061
20/03/2013,21.38,0.026541842
19/03/2013,20.82,0.003367817
18/03/2013,20.75,0
15/03/2013,20.75,0.009198806
14/03/2013,20.56,0.034136384
13/03/2013,19.87,0.006057565
12/03/2013,19.75,-0.020050797
11/03/2013,20.15,-0.00544421
08/03/2013,20.26,0.003461066
07/03/2013,20.19,0.005463138
06/03/2013,20.08,-0.006947919
05/03/2013,20.22,0.025038864
04/03/2013,19.72,0.024122288
01/03/2013,19.25,0.003642991
28/02/2013,19.18,-0.006237026
27/02/2013,19.3,0.013037994
26/02/2013,19.05,0.055584849
25/02/2013,18.02,-0.04767967
22/02/2013,18.9,0.00796817
21/02/2013,18.75,0.008032172
20/02/2013,18.6,-0.070067563
19/02/2013,19.95,-0.017884232
15/02/2013,20.31,0.001971415
14/02/2013,20.27,0.001975309
13/02/2013,20.23,-0.004438972
12/02/2013,20.32,0.051500527
11/02/2013,19.3,-0.008769723
08/02/2013,19.47,0.003601753
07/02/2013,19.4,-0.014837827
06/02/2013,19.69,-0.002536141
05/02/2013,19.74,0.003044142
04/02/2013,19.68,-0.03347802
01/02/2013,20.35,-0.018983291
31/01/2013,20.74,-0.014836357
30/01/2013,21.05,-0.002846302
29/01/2013,21.11,0.007131002
28/01/2013,20.96,-0.033312956
25/01/2013,21.67,0.032359213
24/01/2013,20.98,0.006695386
23/01/2013,20.84,0.014013276
22/01/2013,20.55,0.002923979
18/01/2013,20.49,0.005873732
17/01/2013,20.37,0.05188774
16/01/2013,19.34,-0.006699329
15/01/2013,19.47,0.019186484
14/01/2013,19.1,-0.012487155
11/01/2013,19.34,-0.003612907
10/01/2013,19.41,-0.004113116
09/01/2013,19.49,-0.000512952
08/01/2013,19.5,0.009791369
07/01/2013,19.31,0.013031198
04/01/2013,19.06,0.026044523
03/01/2013,18.57,-0.001614205
02/01/2013,18.6,0.023940208
31/12/2012,18.16,0.031322471
28/12/2012,17.6,-0.009049836
27/12/2012,17.76,-0.001687764
26/12/2012,17.79,-0.020034059
24/12/2012,18.15,-0.002201432
21/12/2012,18.19,-0.016358053
20/12/2012,18.49,0.001623816
19/12/2012,18.46,-0.008092842
18/12/2012,18.61,0.031107556
17/12/2012,18.04,0.051176601
14/12/2012,17.14,-0.001166181
13/12/2012,17.16,0.002918006
12/12/2012,17.11,0.037515563
11/12/2012,16.48,0.00486619
10/12/2012,16.4,-0.003044142
07/12/2012,16.45,0.010388117
06/12/2012,16.28,0.004926118
05/12/2012,16.2,-0.053482255
04/12/2012,17.09,0.008225663
03/12/2012,16.95,0.008293886
30/11/2012,16.81,-0.018857365
29/11/2012,17.13,0.007617968
28/11/2012,17,-0.006449744
27/11/2012,17.11,0.0017549
26/11/2012,17.08,0.002931694
23/11/2012,17.03,0.011813486
21/11/2012,16.83,0.00476475
20/11/2012,16.75,0.052079149
19/11/2012,15.9,0.013933094
16/11/2012,15.68,0.028462465
15/11/2012,15.24,0
14/11/2012,15.24,-0.059234123
13/11/2012,16.17,-0.004935235
12/11/2012,16.25,-0.033285978
09/11/2012,16.8,-0.033365694
08/11/2012,17.37,-0.022204157
07/11/2012,17.76,-0.00729316
06/11/2012,17.89,0.00279877
05/11/2012,17.84,0.026698547
02/11/2012,17.37,-0.02332965
01/11/2012,17.78,0.025058259
31/10/2012,17.34,0.003466208
26/10/2012,17.28,0.015748357
25/10/2012,17.01,-0.025538242
24/10/2012,17.45,0.008055279
23/10/2012,17.31,-0.027352132
22/10/2012,17.79,-0.005605396
19/10/2012,17.89,0.013506114
18/10/2012,17.65,0.011969365
17/10/2012,17.44,0.05177627
16/10/2012,16.56,0.009708814
15/10/2012,16.4,0.0493696
12/10/2012,15.61,-0.005111832
11/10/2012,15.69,-0.012666414
10/10/2012,15.89,0.00758058
09/10/2012,15.77,-0.02008856
08/10/2012,16.09,-0.033010332
05/10/2012,16.63,0.003614462
04/10/2012,16.57,0.004233451
03/10/2012,16.5,0.058656862
02/10/2012,15.56,0.016197309
01/10/2012,15.31,-0.012333814
28/09/2012,15.5,-0.008991711
27/09/2012,15.64,0.021978907
26/09/2012,15.3,-0.04847888
25/09/2012,16.06,-0.042663387
24/09/2012,16.76,-0.013041086
21/09/2012,16.98,0.015430573
20/09/2012,16.72,0.017496676
19/09/2012,16.43,0.041633848
18/09/2012,15.76,-0.023205808
17/09/2012,16.13,-0.023890876
14/09/2012,16.52,0.030733826
13/09/2012,16.02,0.029777303
12/09/2012,15.55,0.058256046
11/09/2012,14.67,0.010966525
10/09/2012,14.51,-0.016405016
07/09/2012,14.75,0.009536857
06/09/2012,14.61,0.039795827
05/09/2012,14.04,0.020871574
04/09/2012,13.75,0.005103912
31/08/2012,13.68,0.024418527
30/08/2012,13.35,-0.003738322
29/08/2012,13.4,0.008995563
28/08/2012,13.28,0.003016594
27/08/2012,13.24,-0.020187601
24/08/2012,13.51,0.014163487
23/08/2012,13.32,0.002254792
22/08/2012,13.29,0.038348257
21/08/2012,12.79,-0.017054677
20/08/2012,13.01,-0.028042762
17/08/2012,13.38,-0.016308738
16/08/2012,13.6,0.062188344
15/08/2012,12.78,0.006279455
14/08/2012,12.7,0.020684906
13/08/2012,12.44,-0.003210276
10/08/2012,12.48,-0.015109631
09/08/2012,12.67,0.04685833
08/08/2012,12.09,0.031935487
07/08/2012,11.71,0.018966086
06/08/2012,11.49,0.000870701
03/08/2012,11.48,-0.00780915
02/08/2012,11.57,0.0468905
01/08/2012,11.04,-0.023277685
31/07/2012,11.3,-0.026202372
30/07/2012,11.6,-0.034734538
27/07/2012,12.01,0.012568243
26/07/2012,11.86,0.168588298
25/07/2012,10.02,-0.044885583
24/07/2012,10.48,-0.049335272
23/07/2012,11.01,0.013717636
20/07/2012,10.86,0.03657229
19/07/2012,10.47,-0.031032109
18/07/2012,10.8,-0.033685479
17/07/2012,11.17,0.021720311
16/07/2012,10.93,-0.006383971
13/07/2012,11,0.014652277
12/07/2012,10.84,0.028065453
11/07/2012,10.54,-0.023442236
10/07/2012,10.79,-0.027424022
09/07/2012,11.09,-0.000901307
06/07/2012,11.1,-0.002699057
05/07/2012,11.13,0.025479085
03/07/2012,10.85,-0.00551472
02/07/2012,10.91,0.019436058
29/06/2012,10.7,0.069660651
28/06/2012,9.98,0.010070579
27/06/2012,9.88,0.016326893
26/06/2012,9.72,0.05172657
25/06/2012,9.23,-0.017186245
22/06/2012,9.39,0.026984908
21/06/2012,9.14,-0.041784332
20/06/2012,9.53,-0.008359505
19/06/2012,9.61,0.029569208
18/06/2012,9.33,0.033790681
15/06/2012,9.02,0.019026875
14/06/2012,8.85,0.050995985
13/06/2012,8.41,-0.02001244
12/06/2012,8.58,0.02001244
11/06/2012,8.41,-0.065578408
08/06/2012,8.98,0.011198325
07/06/2012,8.88,0.013605652
06/06/2012,8.76,0.070951736
05/06/2012,8.16,0.05802384
04/06/2012,7.7,-0.070204259
01/06/2012,8.26,-0.125020703
31/05/2012,9.36,0.018329354
30/05/2012,9.19,-0.035278912
29/05/2012,9.52,0.020159834
25/05/2012,9.33,-0.007474674
24/05/2012,9.4,0.010695289
23/05/2012,9.3,0.023940208
22/05/2012,9.08,0.024527428
21/05/2012,8.86,0.042657764
18/05/2012,8.49,-0.022132528
17/05/2012,8.68,-0.089217084
16/05/2012,9.49,-0.024975284
15/05/2012,9.73,0.017626169
14/05/2012,9.56,-0.028867984
11/05/2012,9.84,0.01639381
10/05/2012,9.68,-0.018424267
09/05/2012,9.86,0.025681946
08/05/2012,9.61,-0.03978087
07/05/2012,10,0.006018072
04/05/2012,9.94,-0.012000144
03/05/2012,10.06,-0.020659859
02/05/2012,10.27,0.023646422
01/05/2012,10.03,0.019124891
30/04/2012,9.84,-0.023104996
27/04/2012,10.07,0.049883115
26/04/2012,9.58,0.096354566
25/04/2012,8.7,0.011560822
24/04/2012,8.6,0.045191994
23/04/2012,8.22,-0.018083675
20/04/2012,8.37,0.01686787
19/04/2012,8.23,-0.01686787
18/04/2012,8.37,-0.032905436
17/04/2012,8.65,0.025762549
16/04/2012,8.43,-0.012964236
13/04/2012,8.54,-0.013953715
12/04/2012,8.66,0.031674202
11/04/2012,8.39,0.087119737
10/04/2012,7.69,-0.067865231
09/04/2012,8.23,-0.003638573
05/04/2012,8.26,-0.026285862
04/04/2012,8.48,-0.018692133
03/04/2012,8.64,-0.003466208
02/04/2012,8.67,-0.020548668
30/03/2012,8.85,-0.04528659
29/03/2012,9.26,-0.023480268
28/03/2012,9.48,0.045315196
27/03/2012,9.06,0.030254408
26/03/2012,8.79,-0.010186845
23/03/2012,8.88,-0.026668247
22/03/2012,9.12,-0.029175489
21/03/2012,9.39,0.019355443
20/03/2012,9.21,0.005443672
19/03/2012,9.16,-0.014092374
16/03/2012,9.29,-0.03386567
15/03/2012,9.61,0.028497971
14/03/2012,9.34,-0.014878064
13/03/2012,9.48,0.045315196
12/03/2012,9.06,0.004424786
09/03/2012,9.02,0.011148387
08/03/2012,8.92,0.048229783
07/03/2012,8.5,0.039597255
06/03/2012,8.17,-0.031327863
05/03/2012,8.43,-0.003552402
02/03/2012,8.46,-0.015249562
01/03/2012,8.59,-0.026423134
29/02/2012,8.82,0.060766355
28/02/2012,8.3,-0.027333847
27/02/2012,8.53,0.004700361
24/02/2012,8.49,-0.02787637
23/02/2012,8.73,0.046901914
22/02/2012,8.33,-0.03073528
21/02/2012,8.59,-0.036575505
17/02/2012,8.91,0.004499445
16/02/2012,8.87,-0.017877571
15/02/2012,9.03,-0.005521825
14/02/2012,9.08,-0.001100716
13/02/2012,9.09,0.033560196
10/02/2012,8.79,-0.031357552
09/02/2012,9.07,0.047412943
08/02/2012,8.65,0.032905436
07/02/2012,8.37,0.013229297
06/02/2012,8.26,-0.004830927
03/02/2012,8.3,0.068562671
02/02/2012,7.75,-0.010269667
01/02/2012,7.83,0.049748478
31/01/2012,7.45,-0.023873813
30/01/2012,7.63,-0.020753015
27/01/2012,7.79,-0.001282874
26/01/2012,7.8,-0.024067026
25/01/2012,7.99,0.029208426
24/01/2012,7.76,0.044803277
23/01/2012,7.42,-0.044803277
20/01/2012,7.76,-0.040409538
19/01/2012,8.08,0.017478597
18/01/2012,7.94,0.057010255
17/01/2012,7.5,-0.015873349
13/01/2012,7.62,-0.009144414
12/01/2012,7.69,-0.001299545
11/01/2012,7.7,0.047881486
10/01/2012,7.34,0.012337374
09/01/2012,7.25,0.020906685
06/01/2012,7.1,0.008486614
05/01/2012,7.04,0.073671005
04/01/2012,6.54,0.00306279
03/01/2012,6.52,0.032738699
30/12/2011,6.31,0
29/12/2011,6.31,0.058744457
28/12/2011,5.95,-0.016667052
27/12/2011,6.05,-0.004946424
23/12/2011,6.08,-0.019544596
22/12/2011,6.2,-0.017586385
21/12/2011,6.31,0.022436839
20/12/2011,6.17,0.098719551
19/12/2011,5.59,-0.029958188
16/12/2011,5.76,0.003478264
15/12/2011,5.74,0.024692613
14/12/2011,5.6,-0.062303883
13/12/2011,5.96,-0.042699426
12/12/2011,6.22,-0.015949301
09/12/2011,6.32,0.040360603
08/12/2011,6.07,-0.060721526
07/12/2011,6.45,-0.00464038
06/12/2011,6.48,0.013986242
05/12/2011,6.39,0.036657491
02/12/2011,6.16,0.013072082
01/12/2011,6.08,-0.004922077
30/11/2011,6.11,0.076502881
29/11/2011,5.66,0.025046032
28/11/2011,5.52,0.055880458
25/11/2011,5.22,0.013500687
23/11/2011,5.15,-0.051099101
22/11/2011,5.42,0.007407441
21/11/2011,5.38,-0.016590242
18/11/2011,5.47,0.001829827
17/11/2011,5.46,-0.023530497
16/11/2011,5.59,0.010791472
15/11/2011,5.53,-0.001806685
14/11/2011,5.54,-0.038942974
11/11/2011,5.76,0.026386755
10/11/2011,5.61,0.012556219
09/11/2011,5.54,-0.076426067
08/11/2011,5.98,0.040961358
07/11/2011,5.74,0.046354109
04/11/2011,5.48,-0.009082715
03/11/2011,5.53,0.057690414
02/11/2011,5.22,0.043059489
01/11/2011,5,-0.035367144
31/10/2011,5.18,-0.059943036
28/10/2011,5.5,0.016498999
27/10/2011,5.41,0.092910105
26/10/2011,4.93,0.024641904
25/10/2011,4.81,-0.079882772
24/10/2011,5.21,0.061344651
21/10/2011,4.9,0.048076133
20/10/2011,4.67,0.052759488
19/10/2011,4.43,-0.006749182
18/10/2011,4.46,0.106357525
17/10/2011,4.01,-0.099608343
14/10/2011,4.43,0.015927527
13/10/2011,4.36,-0.011402632
12/10/2011,4.41,0.03931142
11/10/2011,4.24,0.002361276
10/10/2011,4.23,0.053410752
07/10/2011,4.01,-0.004975135
06/10/2011,4.03,0.027674722
05/10/2011,3.92,0.074107972
04/10/2011,3.64,0.027856955
03/10/2011,3.54,-0.109588852
30/09/2011,3.95,-0.046980209
29/09/2011,4.14,0.039413969
28/09/2011,3.98,-0.044233255
27/09/2011,4.16,0.012092046
26/09/2011,4.11,0.014706147
23/09/2011,4.05,-0.002466092
22/09/2011,4.06,-0.073580035
21/09/2011,4.37,-0.031534144
20/09/2011,4.51,0.029248429
19/09/2011,4.38,-0.018100042
16/09/2011,4.46,-0.008928631
15/09/2011,4.5,0.022472856
14/09/2011,4.4,0.022989518
13/09/2011,4.3,0.009345862
12/09/2011,4.26,-0.009345862
09/09/2011,4.3,-0.041008024
08/09/2011,4.48,-0.022075952
07/09/2011,4.58,0.08423635
06/09/2011,4.21,-0.039586077
02/09/2011,4.38,-0.049007579
01/09/2011,4.6,-0.042559614
31/08/2011,4.8,-0.030771659
30/08/2011,4.95,0.068992871
29/08/2011,4.62,0.030771659
26/08/2011,4.48,0.055059777
25/08/2011,4.24,0.120144312
24/08/2011,3.76,0.040711185
23/08/2011,3.61,-0.040711185
22/08/2011,3.76,-0.039118417
19/08/2011,3.91,-0.0619777
18/08/2011,4.16,-0.122047434
17/08/2011,4.7,-0.027283959
16/08/2011,4.83,-0.002068253
15/08/2011,4.84,0.068402727
12/08/2011,4.52,0.017857617
11/08/2011,4.44,0.046091107
10/08/2011,4.24,-0.096595802
09/08/2011,4.67,0.015102768
08/08/2011,4.6,-0.137869794
05/08/2011,5.28,-0.048068403
04/08/2011,5.54,-0.086409511
03/08/2011,6.04,-0.034177452
02/08/2011,6.25,-0.06803241
01/08/2011,6.69,-0.026550232
29/07/2011,6.87,0.010241494
28/07/2011,6.8,-0.028987537
27/07/2011,7,-0.037846142
26/07/2011,7.27,-0.002747254
25/07/2011,7.29,-0.006835297
22/07/2011,7.34,-0.009491597
21/07/2011,7.41,0.030139268
20/07/2011,7.19,0.001391789
19/07/2011,7.18,0.033997609
18/07/2011,6.94,-0.021383566
15/07/2011,7.09,0
14/07/2011,7.09,-0.020935866
13/07/2011,7.24,-0.00688234
12/07/2011,7.29,-0.016326893
11/07/2011,7.41,-0.047439725
08/07/2011,7.77,-0.00896867
07/07/2011,7.84,0.033725635
06/07/2011,7.58,-0.017004988
05/07/2011,7.71,-0.014166367
01/07/2011,7.82,0.020672571
30/06/2011,7.66,0.010498784
29/06/2011,7.58,-0.040082935
28/06/2011,7.89,0.026976588
27/06/2011,7.68,0.021053409
24/06/2011,7.52,-0.007947062
23/06/2011,7.58,0.011944402
22/06/2011,7.49,0.004013383
21/06/2011,7.46,0.023051868
20/06/2011,7.29,0.013812374
17/06/2011,7.19,0.011188928
16/06/2011,7.11,0.015592095
15/06/2011,7,-0.033711057
14/06/2011,7.24,0.038005982
13/06/2011,6.97,0.005755412
10/06/2011,6.93,-0.015748357
09/06/2011,7.04,0.009992945
08/06/2011,6.97,-0.033853727
07/06/2011,7.21,-0.027361488
06/06/2011,7.41,-0.053854115
03/06/2011,7.82,0.002560821
02/06/2011,7.8,-0.030305349
01/06/2011,8.04,-0.048553225
31/05/2011,8.44,0.028848154
27/05/2011,8.2,0.042347548
26/05/2011,7.86,0.048217809
25/05/2011,7.49,0.002673798
24/05/2011,7.47,-0.008000043
23/05/2011,7.53,-0.026213821
20/05/2011,7.73,0.020915795
19/05/2011,7.57,0
18/05/2011,7.57,-0.005270104
17/05/2011,7.61,0
16/05/2011,7.61,0.001314925
13/05/2011,7.6,-0.007863736
12/05/2011,7.66,0.018445846
11/05/2011,7.52,-0.032704026
10/05/2011,7.77,-0.002570696
09/05/2011,7.79,-0.02158814
06/05/2011,7.96,-0.007509422
05/05/2011,8.02,0.00249688
04/05/2011,8,0.027885203
03/05/2011,7.78,-0.022872662
02/05/2011,7.96,-0.021131924
29/04/2011,8.13,-0.01343942
28/04/2011,8.24,0.032061932
27/04/2011,7.98,0.024097552
26/04/2011,7.79,-0.001282874
25/04/2011,7.8,0.002567396
21/04/2011,7.78,-0.046461589
20/04/2011,8.15,-0.010982417
19/04/2011,8.24,0.04976151
18/04/2011,7.84,0.00255428
15/04/2011,7.82,0.020672571
14/04/2011,7.66,-0.0039088
13/04/2011,7.69,-0.001299545
12/04/2011,7.7,-0.010336009
11/04/2011,7.78,-0.005128216
08/04/2011,7.82,0.003843695
07/04/2011,7.79,0.026009268
06/04/2011,7.59,0.021305733
05/04/2011,7.43,0.013550343
04/04/2011,7.33,-0.020257276
01/04/2011,7.48,0.010752792
31/03/2011,7.4,-0.005390849
30/03/2011,7.44,-0.027834799
29/03/2011,7.65,-0.001306336
28/03/2011,7.66,0.011818916
25/03/2011,7.57,0.02001401
24/03/2011,7.42,0.002699057
23/03/2011,7.4,0.035767224
22/03/2011,7.14,-0.00836825
21/03/2011,7.2,0.011173301
18/03/2011,7.12,0.027047912
17/03/2011,6.93,0.005788728
16/03/2011,6.89,-0.017266616
15/03/2011,7.01,0.012921931
14/03/2011,6.92,-0.012921931
11/03/2011,7.01,-0.011347639
10/03/2011,7.09,-0.007027436
09/03/2011,7.14,0.007027436
08/03/2011,7.09,0.080748175
07/03/2011,6.54,-0.015174798
04/03/2011,6.64,-0.016430541
03/03/2011,6.75,-0.005908437
02/03/2011,6.79,0.020834087
01/03/2011,6.65,-0.036904557
28/02/2011,6.9,-0.012959145
25/02/2011,6.99,0.002865331
24/02/2011,6.97,-0.018479559
23/02/2011,7.1,-0.013986242
22/02/2011,7.2,-0.077475312
18/02/2011,7.78,0.002574004
17/02/2011,7.76,0.036749542
16/02/2011,7.48,0.024358444
15/02/2011,7.3,-0.023020651
14/02/2011,7.47,-0.023810649
11/02/2011,7.65,0
10/02/2011,7.65,-0.021978907
09/02/2011,7.82,0.005128216
08/02/2011,7.78,0.022093166
07/02/2011,7.61,0.00924099
04/02/2011,7.54,0
03/02/2011,7.54,-0.049169024
02/02/2011,7.92,-0.022472856
01/02/2011,8.1,0.026267927
31/01/2011,7.89,-0.023795738
28/01/2011,8.08,-0.019608471
27/01/2011,8.24,-0.022796428
