Date,Close,QEP
26/04/2011,39.57,-0.015049193
25/04/2011,40.17,-0.007687577
21/04/2011,40.48,0.024001152
20/04/2011,39.52,0.041064517
19/04/2011,37.93,-0.002106927
18/04/2011,38.01,-0.00812267
15/04/2011,38.32,0.012340973
14/04/2011,37.85,-0.005270104
13/04/2011,38.05,0.000525762
12/04/2011,38.03,-0.029791091
11/04/2011,39.18,-0.018961509
08/04/2011,39.93,-0.004996263
07/04/2011,40.13,0.00224523
06/04/2011,40.04,-0.026858828
05/04/2011,41.13,-0.017354015
04/04/2011,41.85,0.019544596
01/04/2011,41.04,0.01225806
31/03/2011,40.54,0.010663461
30/03/2011,40.11,-0.00174368
29/03/2011,40.18,0.003740186
28/03/2011,40.03,-0.030264335
25/03/2011,41.26,-0.000242336
24/03/2011,41.27,0.022544449
23/03/2011,40.35,-0.000990835
22/03/2011,40.39,-0.007154342
21/03/2011,40.68,0.038336149
18/03/2011,39.15,0.006149135
17/03/2011,38.91,0.038244577
16/03/2011,37.45,0.001336006
15/03/2011,37.4,-0.030804068
14/03/2011,38.57,0.02016567
11/03/2011,37.8,0.013315776
10/03/2011,37.3,-0.012786535
09/03/2011,37.78,-0.006069421
08/03/2011,38.01,-0.001577287
07/03/2011,38.07,-0.008630889
04/03/2011,38.4,-0.004935716
03/03/2011,38.59,0.004415018
02/03/2011,38.42,-0.00233979
01/03/2011,38.51,-0.026647746
28/02/2011,39.55,0.012210785
25/02/2011,39.07,0.029348945
24/02/2011,37.94,-0.022929613
23/02/2011,38.82,-0.00180157
22/02/2011,38.89,-0.005129532
18/02/2011,39.09,-0.005357839
17/02/2011,39.3,-0.001271456
16/02/2011,39.35,0.014591325
15/02/2011,38.78,-0.011282171
14/02/2011,39.22,0.018268873
11/02/2011,38.51,0.017286968
10/02/2011,37.85,-0.027877277
09/02/2011,38.92,-0.021353124
08/02/2011,39.76,-0.013241917
07/02/2011,40.29,0.000248231
04/02/2011,40.28,-0.005446906
03/02/2011,40.5,-0.007870183
02/02/2011,40.82,-0.01652127
01/02/2011,41.5,0.020940624
31/01/2011,40.64,0.042217324
28/01/2011,38.96,-0.015788461
27/01/2011,39.58,0.007353907
26/01/2011,39.29,0.012807552
25/01/2011,38.79,0.004651171
24/01/2011,38.61,0.028903746
21/01/2011,37.51,-0.010343548
20/01/2011,37.9,0.000263887
19/01/2011,37.89,-0.01985955
18/01/2011,38.65,0.010664687
14/01/2011,38.24,-0.008074012
