Date,Close,SRCL
21/08/2013,114.24,-0.010969031
20/08/2013,115.5,0.006253277
19/08/2013,114.78,0.002093146
16/08/2013,114.54,0.000261952
15/08/2013,114.51,-0.019972133
14/08/2013,116.82,-0.002479375
13/08/2013,117.11,-0.001706339
12/08/2013,117.31,0.002646069
09/08/2013,117,-0.005880114
08/08/2013,117.69,0.01042032
07/08/2013,116.47,-0.004198267
06/08/2013,116.96,-0.003584539
05/08/2013,117.38,0.001619986
02/08/2013,117.19,0.004104324
01/08/2013,116.71,0.00661941
31/07/2013,115.94,-0.001379073
30/07/2013,116.1,0.005267943
29/07/2013,115.49,-0.011022242
26/07/2013,116.77,-0.00119822
25/07/2013,116.91,-0.00392693
24/07/2013,117.37,-0.011436441
23/07/2013,118.72,8.42354E-05
22/07/2013,118.71,0.006592316
19/07/2013,117.93,0.004419145
18/07/2013,117.41,0.012426779
17/07/2013,115.96,0.000431276
16/07/2013,115.91,-0.004562091
15/07/2013,116.44,-0.007443885
12/07/2013,117.31,0.006156497
11/07/2013,116.59,0.011039353
10/07/2013,115.31,0.010548897
09/07/2013,114.1,0.001052262
08/07/2013,113.98,0.013692189
05/07/2013,112.43,0.012170173
03/07/2013,111.07,0.001802289
02/07/2013,110.87,-0.005217716
01/07/2013,111.45,0.009194224
28/06/2013,110.43,-0.005058271
27/06/2013,110.99,0.009960242
26/06/2013,109.89,0.01217685
25/06/2013,108.56,0.009998232
24/06/2013,107.48,-0.000279083
21/06/2013,107.51,0.007750167
20/06/2013,106.68,-0.017745623
19/06/2013,108.59,-0.020869213
18/06/2013,110.88,0.014077704
17/06/2013,109.33,0.027071274
14/06/2013,106.41,-0.004313585
13/06/2013,106.87,0.00996811
12/06/2013,105.81,-0.006030358
11/06/2013,106.45,-0.018798246
10/06/2013,108.47,0.0001844
07/06/2013,108.45,0.008147439
06/06/2013,107.57,0.00344555
05/06/2013,107.2,-0.007620147
04/06/2013,108.02,-0.020615509
03/06/2013,110.27,0.00463574
31/05/2013,109.76,0.001002689
30/05/2013,109.65,0.009069734
29/05/2013,108.66,-0.022026921
28/05/2013,111.08,-0.003684238
24/05/2013,111.49,0.001885353
23/05/2013,111.28,0.003240327
22/05/2013,110.92,-0.008707025
21/05/2013,111.89,0.004299156
20/05/2013,111.41,-0.01425922
17/05/2013,113.01,0.016145929
16/05/2013,111.2,-0.007525569
15/05/2013,112.04,0.011490252
14/05/2013,110.76,0.006885333
13/05/2013,110,-0.005891701
10/05/2013,110.65,0.002352516
09/05/2013,110.39,-0.003707224
08/05/2013,110.8,-0.000811945
07/05/2013,110.89,0.015266085
06/05/2013,109.21,0.00164956
03/05/2013,109.03,0.009491847
02/05/2013,108,0.002224695
01/05/2013,107.76,-0.005183277
30/04/2013,108.32,-0.000830527
29/04/2013,108.41,-0.001566893
26/04/2013,108.58,0.0048006
25/04/2013,108.06,-0.008752993
24/04/2013,109.01,0.004320853
23/04/2013,108.54,0.005265358
22/04/2013,107.97,0.002782417
19/04/2013,107.67,0.007364284
18/04/2013,106.88,9.35673E-05
17/04/2013,106.87,-0.021659492
16/04/2013,109.21,0.021940246
15/04/2013,106.84,-0.021848675
12/04/2013,109.2,0.006062295
11/04/2013,108.54,0.010558587
10/04/2013,107.4,0.018038821
09/04/2013,105.48,0.003418807
08/04/2013,105.12,0.009462436
05/04/2013,104.13,-0.009842881
04/04/2013,105.16,0.001998954
03/04/2013,104.95,-0.003614233
02/04/2013,105.33,0.005426259
01/04/2013,104.76,-0.013463748
28/03/2013,106.18,0.013559208
27/03/2013,104.75,0.001146241
26/03/2013,104.63,0.008542548
25/03/2013,103.74,-0.004808164
22/03/2013,104.24,0.019275138
21/03/2013,102.25,-0.001465918
20/03/2013,102.4,0.008433903
19/03/2013,101.54,0.004342683
18/03/2013,101.1,-0.009254767
15/03/2013,102.04,0.008266136
14/03/2013,101.2,0.005648333
13/03/2013,100.63,0.019872191
12/03/2013,98.65,-0.004853888
11/03/2013,99.13,0.0064771
08/03/2013,98.49,0.011539572
07/03/2013,97.36,-0.00348611
06/03/2013,97.7,-0.004799111
05/03/2013,98.17,0.00510622
04/03/2013,97.67,0.022049441
01/03/2013,95.54,-0.003969503
28/02/2013,95.92,-0.000833681
27/02/2013,96,0.01015556
26/02/2013,95.03,0.000421008
25/02/2013,94.99,-0.011513629
22/02/2013,96.09,0.004589556
21/02/2013,95.65,-0.002297411
20/02/2013,95.87,-0.008620295
19/02/2013,96.7,-0.004333925
15/02/2013,97.12,0.007026274
14/02/2013,96.44,0.003219611
13/02/2013,96.13,-0.002182159
12/02/2013,96.34,0.000934628
11/02/2013,96.25,-0.005698021
08/02/2013,96.8,-0.014257383
07/02/2013,98.19,0.031765125
06/02/2013,95.12,-0.001365762
05/02/2013,95.25,0.010978681
04/02/2013,94.21,-0.010348561
01/02/2013,95.19,0.008863622
31/01/2013,94.35,-0.004336107
30/01/2013,94.76,-0.001265556
29/01/2013,94.88,0.006131746
28/01/2013,94.3,-0.002118645
25/01/2013,94.5,-0.000528961
24/01/2013,94.55,-0.003800279
23/01/2013,94.91,0.002320676
22/01/2013,94.69,-0.003268494
18/01/2013,95,0.008987636
17/01/2013,94.15,0.002552378
16/01/2013,93.91,-0.003083305
15/01/2013,94.2,-0.002756283
14/01/2013,94.46,-0.004120232
11/01/2013,94.85,-0.004103325
10/01/2013,95.24,-0.001678557
09/01/2013,95.4,-0.000419199
08/01/2013,95.44,-0.003973654
07/01/2013,95.82,0.00607141
04/01/2013,95.24,0.00220739
03/01/2013,95.03,0.010153445
02/01/2013,94.07,0.008433463
31/12/2012,93.28,0.014904693
28/12/2012,91.9,-0.003150635
27/12/2012,92.19,0.007840615
26/12/2012,91.47,-0.004907584
24/12/2012,91.92,0.002832554
21/12/2012,91.66,-0.011174513
20/12/2012,92.69,0.002376324
19/12/2012,92.47,-0.016729613
18/12/2012,94.03,0.004049451
17/12/2012,93.65,0.004173138
14/12/2012,93.26,-0.000428816
13/12/2012,93.3,-0.006090738
12/12/2012,93.87,-0.007640916
11/12/2012,94.59,-0.003271943
10/12/2012,94.9,0.006766784
07/12/2012,94.26,-0.001060333
06/12/2012,94.36,0.004248095
05/12/2012,93.96,0.005763705
04/12/2012,93.42,0.002035897
03/12/2012,93.23,-0.002570971
30/11/2012,93.47,-0.003417711
29/11/2012,93.79,0.009211719
28/11/2012,92.93,-0.005151884
27/11/2012,93.41,0.010330448
26/11/2012,92.45,0.003141761
23/11/2012,92.16,0.005112875
21/11/2012,91.69,0.01262158
20/11/2012,90.54,0.007093801
19/11/2012,89.9,-0.001889204
16/11/2012,90.07,-0.003325208
15/11/2012,90.37,-0.001326993
14/11/2012,90.49,-0.020129768
13/11/2012,92.33,-0.000541389
12/11/2012,92.38,-0.000324693
09/11/2012,92.41,0.004772761
08/11/2012,91.97,-0.018635752
07/11/2012,93.7,-0.0117767
06/11/2012,94.81,0.003063437
05/11/2012,94.52,-0.002641451
02/11/2012,94.77,-0.010392158
01/11/2012,95.76,0.010497682
31/10/2012,94.76,0.002007078
26/10/2012,94.57,-0.006744677
25/10/2012,95.21,0.066774678
24/10/2012,89.06,-0.034649831
23/10/2012,92.2,0.000433934
22/10/2012,92.16,0.003151663
19/10/2012,91.87,-0.018762681
18/10/2012,93.61,0.005033478
17/10/2012,93.14,0.01155458
16/10/2012,92.07,0.008617452
15/10/2012,91.28,0.014233153
12/10/2012,89.99,-0.002774235
11/10/2012,90.24,0.003107661
10/10/2012,89.96,0.003451927
09/10/2012,89.65,-0.016812696
08/10/2012,91.17,-0.006450577
05/10/2012,91.76,-0.002938138
04/10/2012,92.03,0.010595981
03/10/2012,91.06,0.000329507
02/10/2012,91.03,0.004293506
01/10/2012,90.64,0.001766785
28/09/2012,90.48,0.005319161
27/09/2012,90,-0.000555401
26/09/2012,90.05,-0.015317948
25/09/2012,91.44,-0.006105558
24/09/2012,92,0.004357305
21/09/2012,91.6,0.00185762
20/09/2012,91.43,-0.024097552
19/09/2012,93.66,-0.008187616
18/09/2012,94.43,0.005628433
17/09/2012,93.9,0.007804605
14/09/2012,93.17,-0.001608666
13/09/2012,93.32,0.000428725
12/09/2012,93.28,0.000965303
11/09/2012,93.19,0.001718398
10/09/2012,93.03,-0.006108362
07/09/2012,93.6,0.002139038
06/09/2012,93.4,0.015428908
05/09/2012,91.97,0.005014181
04/09/2012,91.51,-0.000109272
31/08/2012,91.52,-0.000327743
30/08/2012,91.55,-0.009458134
29/08/2012,92.42,0.012192618
28/08/2012,91.3,0.002192983
27/08/2012,91.1,-0.001754771
24/08/2012,91.26,0.011239788
23/08/2012,90.24,-0.000553925
22/08/2012,90.29,0.000664746
21/08/2012,90.23,-0.003650648
20/08/2012,90.56,-0.009998435
17/08/2012,91.47,-0.000437206
16/08/2012,91.51,0.015195183
15/08/2012,90.13,0.001443402
14/08/2012,90,0.002558827
13/08/2012,89.77,-0.000556824
10/08/2012,89.82,0.008497368
09/08/2012,89.06,-0.006825965
08/08/2012,89.67,-0.007554752
07/08/2012,90.35,-0.011773256
06/08/2012,91.42,-0.00458366
03/08/2012,91.84,0.015803665
02/08/2012,90.4,-0.015912544
01/08/2012,91.85,-0.010828476
31/07/2012,92.85,-0.012203106
30/07/2012,93.99,-0.005623059
27/07/2012,94.52,0.024634426
26/07/2012,92.22,0.005436569
25/07/2012,91.72,0.003713822
24/07/2012,91.38,-0.013586427
23/07/2012,92.63,-0.007635677
20/07/2012,93.34,-0.008852919
19/07/2012,94.17,0.010783215
18/07/2012,93.16,-0.001716002
17/07/2012,93.32,0.003219923
16/07/2012,93.02,0.00215239
13/07/2012,92.82,0.003129218
12/07/2012,92.53,0.001622411
11/07/2012,92.38,-0.01119495
10/07/2012,93.42,0.009788708
09/07/2012,92.51,0.000432479
06/07/2012,92.47,-0.003777866
05/07/2012,92.82,-0.001184388
03/07/2012,92.93,0.003989439
02/07/2012,92.56,0.009661911
29/06/2012,91.67,0.023398043
28/06/2012,89.55,-0.002565105
27/06/2012,89.78,0.011426135
26/06/2012,88.76,0.004064128
25/06/2012,88.4,-0.000791542
22/06/2012,88.47,-0.002370873
21/06/2012,88.68,-0.018767307
20/06/2012,90.36,-0.004306782
19/06/2012,90.75,0.017451674
18/06/2012,89.18,0.015937043
15/06/2012,87.77,-0.002844305
14/06/2012,88.02,0.005239789
13/06/2012,87.56,-0.005466984
12/06/2012,88.04,0.003755339
11/06/2012,87.71,0.001940086
08/06/2012,87.54,0.017283527
07/06/2012,86.04,-0.007872233
06/06/2012,86.72,0.010315942
05/06/2012,85.83,-0.000116503
04/06/2012,85.84,0.000932401
01/06/2012,85.76,-0.01733947
31/05/2012,87.26,0.003788971
30/05/2012,86.93,-0.000919857
29/05/2012,87.01,0.008077588
25/05/2012,86.31,-0.005661155
24/05/2012,86.8,0.012053924
23/05/2012,85.76,0.021331314
22/05/2012,83.95,0.013551805
21/05/2012,82.82,0.017662923
18/05/2012,81.37,-0.012578782
17/05/2012,82.4,-0.008098189
16/05/2012,83.07,0.015650911
15/05/2012,81.78,0.00404338
14/05/2012,81.45,-0.021738666
11/05/2012,83.24,-0.000960615
10/05/2012,83.32,0.001561468
09/05/2012,83.19,-0.019993526
08/05/2012,84.87,-0.004115474
07/05/2012,85.22,0.007065503
04/05/2012,84.62,-0.022320529
03/05/2012,86.53,-0.009775249
02/05/2012,87.38,-0.001829408
01/05/2012,87.54,0.010796016
30/04/2012,86.6,-0.011937699
27/04/2012,87.64,0.019239117
26/04/2012,85.97,-0.013058486
25/04/2012,87.1,-0.001376779
24/04/2012,87.22,0.001261975
23/04/2012,87.11,-0.009141876
20/04/2012,87.91,0.007192222
19/04/2012,87.28,-0.005370521
18/04/2012,87.75,0.008353885
17/04/2012,87.02,0.010396305
16/04/2012,86.12,0.000232261
13/04/2012,86.1,-0.006598392
12/04/2012,86.67,0.012773049
11/04/2012,85.57,0.013293531
10/04/2012,84.44,-0.003900484
09/04/2012,84.77,-0.009393048
05/04/2012,85.57,0.010809646
04/04/2012,84.65,0.00260232
03/04/2012,84.43,0.002727867
02/04/2012,84.2,0.006673047
30/03/2012,83.64,-0.006435489
29/03/2012,84.18,-0.008987762
28/03/2012,84.94,-0.006220312
27/03/2012,85.47,-0.005018392
26/03/2012,85.9,0.014540594
23/03/2012,84.66,-0.009054092
22/03/2012,85.43,0
21/03/2012,85.43,0.000468329
20/03/2012,85.39,-0.016492824
19/03/2012,86.81,-0.000806034
16/03/2012,86.88,0.005077325
15/03/2012,86.44,-0.006457587
14/03/2012,87,-0.00983652
13/03/2012,87.86,0.000683138
12/03/2012,87.8,0.000569638
09/03/2012,87.75,0.012384059
08/03/2012,86.67,0.014176394
07/03/2012,85.45,0.00046822
06/03/2012,85.41,-0.009670917
05/03/2012,86.24,0.003484729
02/03/2012,85.94,-0.007534957
01/03/2012,86.59,-0.002076604
29/02/2012,86.77,-0.001151808
28/02/2012,86.87,-0.012469417
27/02/2012,87.96,-0.01433514
24/02/2012,89.23,-0.000448179
23/02/2012,89.27,0.015351921
22/02/2012,87.91,-0.002045455
21/02/2012,88.09,0.000454184
17/02/2012,88.05,0.005237999
16/02/2012,87.59,0.007793736
15/02/2012,86.91,-0.011781663
14/02/2012,87.94,0.019520657
13/02/2012,86.24,0.020027606
10/02/2012,84.53,-0.008716192
09/02/2012,85.27,0.005645081
08/02/2012,84.79,0.000353878
07/02/2012,84.76,-0.016150146
06/02/2012,86.14,-0.008784153
03/02/2012,86.9,0.018583578
02/02/2012,85.3,0.003287932
01/02/2012,85.02,0.011831657
31/01/2012,84.02,0.013540438
30/01/2012,82.89,-0.007332204
27/01/2012,83.5,-0.002631266
26/01/2012,83.72,-0.005360666
25/01/2012,84.17,-0.001424671
24/01/2012,84.29,0.002137768
23/01/2012,84.11,-0.002256399
20/01/2012,84.3,0.008816928
19/01/2012,83.56,-0.005965893
18/01/2012,84.06,-0.001307734
17/01/2012,84.17,0.001307734
13/01/2012,84.06,0.004769864
12/01/2012,83.66,0.035155357
11/01/2012,80.77,0.0119568
10/01/2012,79.81,0.031178959
09/01/2012,77.36,-0.001162716
06/01/2012,77.45,0.006736649
05/01/2012,76.93,0.002733487
04/01/2012,76.72,-0.009986465
03/01/2012,77.49,-0.005533764
30/12/2011,77.92,-0.007543346
29/12/2011,78.51,0.002933863
28/12/2011,78.28,-0.003570522
27/12/2011,78.56,0.004465147
23/12/2011,78.21,0.000127869
22/12/2011,78.2,-0.002426721
21/12/2011,78.39,0.000255167
20/12/2011,78.37,0.025720319
19/12/2011,76.38,-0.001700569
16/12/2011,76.51,0.003797556
15/12/2011,76.22,-0.002489682
14/12/2011,76.41,-0.017642175
13/12/2011,77.77,-0.015565509
12/12/2011,78.99,-0.00240248
09/12/2011,79.18,0.024935759
08/12/2011,77.23,-0.021900088
07/12/2011,78.94,-0.016334073
06/12/2011,80.24,-0.006583466
05/12/2011,80.77,0.013712506
02/12/2011,79.67,-0.010736682
01/12/2011,80.53,-0.006066252
30/11/2011,81.02,0.045192595
29/11/2011,77.44,-0.006564153
28/11/2011,77.95,0.011353496
25/11/2011,77.07,0.007554086
23/11/2011,76.49,-0.010921965
22/11/2011,77.33,0.007528592
21/11/2011,76.75,-0.014487383
18/11/2011,77.87,0.009289191
17/11/2011,77.15,-0.004913379
16/11/2011,77.53,-0.022825345
15/11/2011,79.32,0.010646488
14/11/2011,78.48,-0.015927527
11/11/2011,79.74,0.023987444
10/11/2011,77.85,-0.004741471
09/11/2011,78.22,-0.039849904
08/11/2011,81.4,-0.000982318
07/11/2011,81.48,0.004797942
04/11/2011,81.09,-0.01286546
03/11/2011,82.14,0.01311213
02/11/2011,81.07,0.004450496
01/11/2011,80.71,-0.034941774
31/10/2011,83.58,-0.009051991
28/10/2011,84.34,-0.047128837
27/10/2011,88.41,0.033936655
26/10/2011,85.46,0.014853509
25/10/2011,84.2,-0.019523142
24/10/2011,85.86,0.021425187
21/10/2011,84.04,0.019100827
20/10/2011,82.45,-0.006889494
19/10/2011,83.02,-0.022981305
18/10/2011,84.95,0.018054891
17/10/2011,83.43,-0.016523407
14/10/2011,84.82,0.01484676
13/10/2011,83.57,0.001556793
12/10/2011,83.44,0.002159569
11/10/2011,83.26,-0.005748519
10/10/2011,83.74,0.038714512
07/10/2011,80.56,-0.008159274
06/10/2011,81.22,0.011142866
05/10/2011,80.32,0.001121146
04/10/2011,80.23,0.019254354
03/10/2011,78.7,-0.025343221
30/09/2011,80.72,-0.006052016
29/09/2011,81.21,-0.004423155
28/09/2011,81.57,-0.028521571
27/09/2011,83.93,0.006095029
26/09/2011,83.42,0.037495997
23/09/2011,80.35,0.020367815
22/09/2011,78.73,-0.032613623
21/09/2011,81.34,-0.031702594
20/09/2011,83.96,0.010416137
19/09/2011,83.09,-0.009939606
16/09/2011,83.92,0.001192322
15/09/2011,83.82,0.006223093
14/09/2011,83.3,0.020496746
13/09/2011,81.61,0.009108876
12/09/2011,80.87,0.00856882
09/09/2011,80.18,-0.04296487
08/09/2011,83.7,-0.007142888
07/09/2011,84.3,0.01940413
06/09/2011,82.68,-0.00181258
02/09/2011,82.83,-0.031726061
01/09/2011,85.5,-0.025519542
31/08/2011,87.71,0.003540635
30/08/2011,87.4,0.000457771
29/08/2011,87.36,0.035181264
26/08/2011,84.34,0.014210043
25/08/2011,83.15,-0.015039672
24/08/2011,84.41,0.009044451
23/08/2011,83.65,0.030711888
22/08/2011,81.12,0.01440303
19/08/2011,79.96,0.009297717
18/08/2011,79.22,-0.019748173
17/08/2011,80.8,0.004465401
16/08/2011,80.44,-0.004960328
15/08/2011,80.84,0.011570891
12/08/2011,79.91,0.008672209
11/08/2011,79.22,0.062101033
10/08/2011,74.45,-0.055769494
09/08/2011,78.72,0.060616682
08/08/2011,74.09,-0.061759322
05/08/2011,78.81,0.009818377
04/08/2011,78.04,-0.057272309
03/08/2011,82.64,0.02698226
02/08/2011,80.44,-0.012968748
01/08/2011,81.49,-0.007701279
29/07/2011,82.12,-0.026911763
28/07/2011,84.36,-0.058698242
27/07/2011,89.46,-0.02276593
26/07/2011,91.52,-0.006425987
25/07/2011,92.11,-0.00086815
22/07/2011,92.19,-0.004437477
21/07/2011,92.6,0.013590859
20/07/2011,91.35,-0.008068077
19/07/2011,92.09,0.025181384
18/07/2011,89.8,-0.012285031
15/07/2011,90.91,0.011172065
14/07/2011,89.9,-0.017531735
13/07/2011,91.49,0.001750356
12/07/2011,91.33,-0.000766158
11/07/2011,91.4,-0.016385804
08/07/2011,92.91,-0.000968211
07/07/2011,93,0.005390849
06/07/2011,92.5,0.008468187
05/07/2011,91.72,0.005466287
01/07/2011,91.22,0.023290395
30/06/2011,89.12,0.010943867
29/06/2011,88.15,0.004320152
28/06/2011,87.77,0.010767573
27/06/2011,86.83,0.014150085
24/06/2011,85.61,-0.015876108
23/06/2011,86.98,-0.01131764
22/06/2011,87.97,0.007530843
21/06/2011,87.31,0.005282511
20/06/2011,86.85,0.005079083
17/06/2011,86.41,0.008483984
16/06/2011,85.68,0.015170515
15/06/2011,84.39,-0.01587055
14/06/2011,85.74,0.008080142
13/06/2011,85.05,0.001765226
10/06/2011,84.9,-0.013803003
09/06/2011,86.08,0.009337136
08/06/2011,85.28,-0.004912865
07/06/2011,85.7,0.001751825
06/06/2011,85.55,-0.001635132
03/06/2011,85.69,-0.022159014
02/06/2011,87.61,0.003315615
01/06/2011,87.32,-0.020067563
31/05/2011,89.09,0.008454089
27/05/2011,88.34,-0.009127338
26/05/2011,89.15,0.015600588
25/05/2011,87.77,-0.000341744
24/05/2011,87.8,-0.010987254
23/05/2011,88.77,-0.031491681
20/05/2011,91.61,-0.012043763
19/05/2011,92.72,0.000647319
18/05/2011,92.66,0.009433521
17/05/2011,91.79,0.004805076
16/05/2011,91.35,-0.018116241
13/05/2011,93.02,-0.007710469
12/05/2011,93.74,0.022329821
11/05/2011,91.67,-0.002397038
10/05/2011,91.89,0.010062428
09/05/2011,90.97,0.007392321
06/05/2011,90.3,0.010576219
05/05/2011,89.35,-0.0045782
04/05/2011,89.76,0.000111414
03/05/2011,89.75,-0.010198514
02/05/2011,90.67,-0.006705164
29/04/2011,91.28,0.001754386
28/04/2011,91.12,-0.03419782
27/04/2011,94.29,0.009162647
26/04/2011,93.43,-0.008632227
25/04/2011,94.24,0.011526275
21/04/2011,93.16,0.002687162
20/04/2011,92.91,0.024515037
19/04/2011,90.66,0.002429598
18/04/2011,90.44,-0.01634077
15/04/2011,91.93,0.013911172
14/04/2011,90.66,-0.000330852
13/04/2011,90.69,0.002871027
12/04/2011,90.43,0.000885054
11/04/2011,90.35,0.007220248
08/04/2011,89.7,-0.008879082
07/04/2011,90.5,-0.019477583
06/04/2011,92.28,-0.00302965
05/04/2011,92.56,0.003680056
04/04/2011,92.22,0.012987904
01/04/2011,91.03,0.026267509
31/03/2011,88.67,0.005541433
30/03/2011,88.18,-0.001359928
29/03/2011,88.3,0.00693224
28/03/2011,87.69,-0.012803982
25/03/2011,88.82,0.010412045
24/03/2011,87.9,0.01593979
23/03/2011,86.51,0.009407189
22/03/2011,85.7,-0.003727002
21/03/2011,86.02,0.009226343
18/03/2011,85.23,-0.002928946
17/03/2011,85.48,0.00786897
16/03/2011,84.81,-0.020193274
15/03/2011,86.54,-0.015820575
14/03/2011,87.92,0.012014562
11/03/2011,86.87,0.006003944
10/03/2011,86.35,-0.015399063
09/03/2011,87.69,0.001597809
08/03/2011,87.55,0.0329764
07/03/2011,84.71,-0.013950171
04/03/2011,85.9,-0.012379403
03/03/2011,86.97,0.016579129
02/03/2011,85.54,0.019596897
01/03/2011,83.88,-0.029831924
28/02/2011,86.42,0.006501068
25/02/2011,85.86,0.016440013
24/02/2011,84.46,-0.002365186
23/02/2011,84.66,-0.019302231
22/02/2011,86.31,-0.012320957
18/02/2011,87.38,0.012668602
17/02/2011,86.28,0.008964493
16/02/2011,85.51,0.007159235
15/02/2011,84.9,0.000824839
14/02/2011,84.83,0.006504665
11/02/2011,84.28,-0.002133461
10/02/2011,84.46,0.001777568
09/02/2011,84.31,-0.008150775
08/02/2011,85,0.001059384
07/02/2011,84.91,0.015189565
04/02/2011,83.63,0.056068771
03/02/2011,79.07,0.008509609
02/02/2011,78.4,-0.016445658
01/02/2011,79.7,0.015298358
31/01/2011,78.49,0.000637227
28/01/2011,78.44,-0.010273411
