Date,Close,DNB
24/12/2013,122.9,0.000325521
23/12/2013,122.86,0.018483296
20/12/2013,120.61,0.022131845
19/12/2013,117.97,0.011938404
18/12/2013,116.57,0.012169485
17/12/2013,115.16,-0.005801133
16/12/2013,115.83,0.00554066
13/12/2013,115.19,-0.009762075
12/12/2013,116.32,0.006295566
11/12/2013,115.59,-0.007240787
10/12/2013,116.43,-0.015849003
09/12/2013,118.29,-0.009674917
06/12/2013,119.44,0.027931694
05/12/2013,116.15,0.001378479
04/12/2013,115.99,-0.010719135
03/12/2013,117.24,-0.000341122
02/12/2013,117.28,0.003673177
29/11/2013,116.85,-0.003843695
27/11/2013,117.3,0.004442933
26/11/2013,116.78,0.008427258
25/11/2013,115.8,-0.006541597
22/11/2013,116.56,0.004471203
21/11/2013,116.04,0.008481228
20/11/2013,115.06,0.00043465
19/11/2013,115.01,-0.009260527
18/11/2013,116.08,0.023093702
15/11/2013,113.43,0.023820208
14/11/2013,110.76,-0.001804078
13/11/2013,110.96,0.000180261
12/11/2013,110.94,-0.002160995
11/11/2013,111.18,-0.00242555
08/11/2013,111.45,0.029409868
07/11/2013,108.22,-0.000184792
06/11/2013,108.24,0.013767659
05/11/2013,106.76,-0.022963972
04/11/2013,109.24,0.006889294
01/11/2013,108.49,-0.002761416
31/10/2013,108.79,0.007380788
30/10/2013,107.99,-0.015072429
29/10/2013,109.63,0.00493783
28/10/2013,109.09,0.005883992
25/10/2013,108.45,0.015144062
24/10/2013,106.82,0.003657683
23/10/2013,106.43,-0.006275485
22/10/2013,107.1,0.003460697
21/10/2013,106.73,0.001500235
18/10/2013,106.57,-0.00468078
17/10/2013,107.07,0.008441243
16/10/2013,106.17,0.024118227
15/10/2013,103.64,-0.012465403
14/10/2013,104.94,0.004105998
11/10/2013,104.51,0.013292432
10/10/2013,103.13,0.027326253
09/10/2013,100.35,-0.011591748
08/10/2013,101.52,-0.011458918
07/10/2013,102.69,-0.008532971
04/10/2013,103.57,0.007170573
03/10/2013,102.83,-0.011890517
02/10/2013,104.06,-0.007658471
01/10/2013,104.86,0.009678577
30/09/2013,103.85,-0.00307663
27/09/2013,104.17,-0.001918098
26/09/2013,104.37,0.003551379
25/09/2013,104,0.000192326
24/09/2013,103.98,-0.005275539
23/09/2013,104.53,0.006333994
20/09/2013,103.87,-0.037693973
19/09/2013,107.86,-0.000463456
18/09/2013,107.91,0.008468712
17/09/2013,107,0.014686764
16/09/2013,105.44,0.005515944
13/09/2013,104.86,0.010063822
12/09/2013,103.81,0.001542466
11/09/2013,103.65,-0.001157073
10/09/2013,103.77,0.015538819
09/09/2013,102.17,0.014095152
06/09/2013,100.74,-0.000793808
05/09/2013,100.82,0.005071358
04/09/2013,100.31,0.00620002
03/09/2013,99.69,0.002108752
30/08/2013,99.48,-0.010300606
29/08/2013,100.51,0.001294241
28/08/2013,100.38,-0.004274573
27/08/2013,100.81,-0.0261408
26/08/2013,103.48,-0.006165723
23/08/2013,104.12,0.001730271
22/08/2013,103.94,0.021589869
21/08/2013,101.72,-0.007346132
20/08/2013,102.47,0.0109902
19/08/2013,101.35,-0.009134278
16/08/2013,102.28,-0.005168474
15/08/2013,102.81,-0.025638737
14/08/2013,105.48,-0.019992219
13/08/2013,107.61,0.010368595
12/08/2013,106.5,-0.005711359
09/08/2013,107.11,0.000186741
08/08/2013,107.09,0.020376141
07/08/2013,104.93,-0.008351572
06/08/2013,105.81,-0.0108099
05/08/2013,106.96,-0.000747664
02/08/2013,107.04,0.009857846
01/08/2013,105.99,0.022517887
31/07/2013,103.63,0.009112122
30/07/2013,102.69,-0.000584112
29/07/2013,102.75,-0.003594505
26/07/2013,103.12,-0.034596293
25/07/2013,106.75,0.002532478
24/07/2013,106.48,-0.004684727
23/07/2013,106.98,0.003933694
22/07/2013,106.56,-0.004120628
19/07/2013,107,0.00224551
18/07/2013,106.76,0.007427289
17/07/2013,105.97,-0.00235638
16/07/2013,106.22,-0.004227542
15/07/2013,106.67,-0.00858775
12/07/2013,107.59,-0.001857183
11/07/2013,107.79,0.02622454
10/07/2013,105,0.020008363
09/07/2013,102.92,0.018534485
08/07/2013,101.03,0.018077896
05/07/2013,99.22,0.012372128
03/07/2013,98,-0.002547772
02/07/2013,98.25,0.000203583
01/07/2013,98.23,0.007972242
28/06/2013,97.45,-0.003073773
27/06/2013,97.75,0.015983841
26/06/2013,96.2,0.011815895
25/06/2013,95.07,0.008026234
24/06/2013,94.31,-0.014526571
21/06/2013,95.69,-0.006354519
20/06/2013,96.3,-0.015967375
19/06/2013,97.85,-0.015011946
18/06/2013,99.33,0.00312579
17/06/2013,99.02,0.002629185
14/06/2013,98.76,-0.008670283
13/06/2013,99.62,0.016293433
12/06/2013,98.01,-0.003768017
11/06/2013,98.38,-0.010113355
10/06/2013,99.38,0.001409727
07/06/2013,99.24,0.018099121
06/06/2013,97.46,0.014677266
05/06/2013,96.04,-0.022445089
04/06/2013,98.22,0.009102594
03/06/2013,97.33,-0.008287764
31/05/2013,98.14,-0.008623804
30/05/2013,98.99,0.015679409
29/05/2013,97.45,-0.014162955
28/05/2013,98.84,0.012727352
24/05/2013,97.59,-0.006638435
23/05/2013,98.24,-0.007605371
22/05/2013,98.99,0.00364336
21/05/2013,98.63,-0.002025727
20/05/2013,98.83,-0.001516607
17/05/2013,98.98,0.012197752
16/05/2013,97.78,0.014525107
15/05/2013,96.37,0.001245977
14/05/2013,96.25,0.027277769
13/05/2013,93.66,0.012895085
10/05/2013,92.46,0.000108161
09/05/2013,92.45,0.004879381
08/05/2013,92,0.008076002
07/05/2013,91.26,0.014680986
06/05/2013,89.93,-0.00077808
03/05/2013,90,0.011173301
02/05/2013,89,0.010163837
01/05/2013,88.1,-0.003964888
30/04/2013,88.45,0.001697313
29/04/2013,88.3,0.004654075
26/04/2013,87.89,0.002050115
25/04/2013,87.71,0.015627113
24/04/2013,86.35,0.001738627
23/04/2013,86.2,0.009206988
22/04/2013,85.41,0.008111489
19/04/2013,84.72,-0.003887618
18/04/2013,85.05,-0.004809111
17/04/2013,85.46,-0.006763874
16/04/2013,86.04,0.015932858
15/04/2013,84.68,-0.01546785
12/04/2013,86,0
11/04/2013,86,-0.001045964
10/04/2013,86.09,0.01958892
09/04/2013,84.42,0.01167653
08/04/2013,83.44,0.008303796
05/04/2013,82.75,-0.019387874
04/04/2013,84.37,0.005467092
03/04/2013,83.91,-0.006414847
02/04/2013,84.45,0.008204077
01/04/2013,83.76,0.001314139
28/03/2013,83.65,0.019678307
27/03/2013,82.02,0.004276383
26/03/2013,81.67,0.006264222
25/03/2013,81.16,0.004198055
22/03/2013,80.82,-0.003951598
21/03/2013,81.14,-0.011640149
20/03/2013,82.09,-0.002433387
19/03/2013,82.29,0.002555212
18/03/2013,82.08,0.001219066
15/03/2013,81.98,0.007591563
14/03/2013,81.36,0.00344743
13/03/2013,81.08,-0.000986193
12/03/2013,81.16,0.004569319
11/03/2013,80.79,0.010326686
08/03/2013,79.96,-0.001999001
07/03/2013,80.12,0
06/03/2013,80.12,-0.001371999
05/03/2013,80.23,-0.001370119
04/03/2013,80.34,-0.001492538
01/03/2013,80.46,-0.001738483
28/02/2013,80.6,-0.008032172
27/02/2013,81.25,0.007536017
26/02/2013,80.64,0.003478264
25/02/2013,80.36,-0.012613003
22/02/2013,81.38,0.001106535
21/02/2013,81.29,-0.009793199
20/02/2013,82.09,-0.011867419
19/02/2013,83.07,0.016017816
15/02/2013,81.75,0.006134989
14/02/2013,81.25,0.012384059
13/02/2013,80.25,0.019757768
12/02/2013,78.68,-0.080550967
11/02/2013,85.28,0.009306776
08/02/2013,84.49,-0.00011835
07/02/2013,84.5,-0.004604766
06/02/2013,84.89,0.009230835
05/02/2013,84.11,0.017147731
04/02/2013,82.68,-0.000362779
01/02/2013,82.71,0.014246816
31/01/2013,81.54,-0.003305788
30/01/2013,81.81,0.003673773
29/01/2013,81.51,0.019699578
28/01/2013,79.92,0.000250282
25/01/2013,79.9,0.002129926
24/01/2013,79.73,-0.013207269
23/01/2013,80.79,0.011703321
22/01/2013,79.85,-0.001626729
18/01/2013,79.98,0
17/01/2013,79.98,0.001251095
16/01/2013,79.88,-0.019954805
15/01/2013,81.49,0.007266489
14/01/2013,80.9,0.003467066
11/01/2013,80.62,0.014618865
10/01/2013,79.45,-0.005397616
09/01/2013,79.88,0.003511416
08/01/2013,79.6,0.005542972
07/01/2013,79.16,0.012585179
04/01/2013,78.17,-0.00688427
03/01/2013,78.71,0.003436211
02/01/2013,78.44,-0.002673628
31/12/2012,78.65,0.004843242
28/12/2012,78.27,-0.010801299
27/12/2012,79.12,-0.016297214
26/12/2012,80.42,-0.027472908
24/12/2012,82.66,0.004607744
21/12/2012,82.28,0.010015963
20/12/2012,81.46,-0.017884776
19/12/2012,82.93,-0.006610204
18/12/2012,83.48,0.009266569
17/12/2012,82.71,0.027083329
14/12/2012,80.5,-0.001365527
13/12/2012,80.61,0.000744602
12/12/2012,80.55,-0.009636843
11/12/2012,81.33,0.000122963
10/12/2012,81.32,0.003325741
07/12/2012,81.05,0.000864038
06/12/2012,80.98,0.007063664
05/12/2012,80.41,0.005111912
04/12/2012,80,0.017146159
03/12/2012,78.64,-0.006843266
30/11/2012,79.18,-0.005918295
29/11/2012,79.65,0.001507727
28/11/2012,79.53,0.022121421
27/11/2012,77.79,0.000900264
26/11/2012,77.72,-0.004365137
23/11/2012,78.06,0.025823793
21/11/2012,76.07,0.017772351
20/11/2012,74.73,-0.011574665
19/11/2012,75.6,0.008234872
16/11/2012,74.98,0.023889388
15/11/2012,73.21,-0.098768697
14/11/2012,80.81,-0.002348434
13/11/2012,81,0.002348434
12/11/2012,80.81,-0.006414232
09/11/2012,81.33,-0.003436851
08/11/2012,81.61,-0.00696016
07/11/2012,82.18,-0.018088037
06/11/2012,83.68,0.026151611
05/11/2012,81.52,-0.005626926
02/11/2012,81.98,0.0100528
01/11/2012,81.16,0.001479655
31/10/2012,81.04,-0.006641274
26/10/2012,81.58,0.033783206
25/10/2012,78.87,0.01198994
24/10/2012,77.93,-0.013130407
23/10/2012,78.96,0.006862398
22/10/2012,78.42,-0.030392896
19/10/2012,80.84,-0.017169909
18/10/2012,82.24,-0.007631313
17/10/2012,82.87,0.003021333
16/10/2012,82.62,0.000363174
15/10/2012,82.59,0.007047417
12/10/2012,82.01,-0.001096825
11/10/2012,82.1,0.011515502
10/10/2012,81.16,-0.001231376
09/10/2012,81.26,-0.012717217
08/10/2012,82.3,-0.007866909
05/10/2012,82.95,0.008717818
04/10/2012,82.23,0.003288876
03/10/2012,81.96,0.010795002
02/10/2012,81.08,0.005937672
01/10/2012,80.6,0.012233332
28/09/2012,79.62,-0.007507543
27/09/2012,80.22,0.003997008
26/09/2012,79.9,-0.002749658
25/09/2012,80.12,-0.020262616
24/09/2012,81.76,-0.009616044
21/09/2012,82.55,-0.01263935
20/09/2012,83.6,-0.003462897
19/09/2012,83.89,0.006337839
18/09/2012,83.36,-0.003233729
17/09/2012,83.63,-0.006317442
14/09/2012,84.16,-0.002373607
13/09/2012,84.36,0.014687708
12/09/2012,83.13,0.005306972
11/09/2012,82.69,-0.000120926
10/09/2012,82.7,0.005456212
07/09/2012,82.25,0.005486146
06/09/2012,81.8,0.006500299
05/09/2012,81.27,0.000861698
04/09/2012,81.2,0.003083567
31/08/2012,80.95,0.002226071
30/08/2012,80.77,-0.016697748
29/08/2012,82.13,0.010772537
28/08/2012,81.25,-0.015509867
27/08/2012,82.52,0.002305127
24/08/2012,82.33,0.006947435
23/08/2012,81.76,-0.001710864
22/08/2012,81.9,-0.006571765
21/08/2012,82.44,-0.001212268
20/08/2012,82.54,0.004857916
17/08/2012,82.14,-0.017020147
16/08/2012,83.55,0.016046674
15/08/2012,82.22,0.028873073
14/08/2012,79.88,0.009307073
13/08/2012,79.14,0.001517451
10/08/2012,79.02,0.026675088
09/08/2012,76.94,0.032629538
08/08/2012,74.47,-0.000402766
07/08/2012,74.5,0.001477601
06/08/2012,74.39,-0.001343364
03/08/2012,74.49,0.018699732
02/08/2012,73.11,-0.017221932
01/08/2012,74.38,-0.07521173
31/07/2012,80.19,0.125953246
30/07/2012,70.7,-0.021686754
27/07/2012,72.25,0.01872086
26/07/2012,70.91,0.013916726
25/07/2012,69.93,0.018910704
24/07/2012,68.62,-0.019053694
23/07/2012,69.94,-0.016027575
20/07/2012,71.07,-0.022951143
19/07/2012,72.72,0.009672592
18/07/2012,72.02,0.007526168
17/07/2012,71.48,0.01821184
16/07/2012,70.19,-0.003697388
13/07/2012,70.45,0.016458332
12/07/2012,69.3,-0.010764367
11/07/2012,70.05,0.005008955
10/07/2012,69.7,-0.008144647
09/07/2012,70.27,-0.004826812
06/07/2012,70.61,-0.011266138
05/07/2012,71.41,-0.006281866
03/07/2012,71.86,0.001950133
02/07/2012,71.72,0.007698267
29/06/2012,71.17,0.026337916
28/06/2012,69.32,-0.000576868
27/06/2012,69.36,0.034170052
26/06/2012,67.03,-0.004465622
25/06/2012,67.33,-0.016351546
22/06/2012,68.44,0.004393037
21/06/2012,68.14,-0.00774801
20/06/2012,68.67,0.009069694
19/06/2012,68.05,0.002501289
18/06/2012,67.88,0.007244801
15/06/2012,67.39,-0.013266704
14/06/2012,68.29,0.00513838
13/06/2012,67.94,0.004277608
12/06/2012,67.65,0.008908745
11/06/2012,67.05,0.001044542
08/06/2012,66.98,0.018078227
07/06/2012,65.78,-0.008929306
06/06/2012,66.37,0.009385476
05/06/2012,65.75,0.02090133
04/06/2012,64.39,-0.019379259
01/06/2012,65.65,-0.028826497
31/05/2012,67.57,0.008471478
30/05/2012,67,-0.020387765
29/05/2012,68.38,0.018300393
25/05/2012,67.14,0.005076911
24/05/2012,66.8,-0.004629984
23/05/2012,67.11,-0.019770488
22/05/2012,68.45,-0.016948331
21/05/2012,69.62,0.020020979
18/05/2012,68.24,0.013870667
17/05/2012,67.3,-0.018111369
16/05/2012,68.53,0.009677495
15/05/2012,67.87,-0.002501657
14/05/2012,68.04,0.021541351
11/05/2012,66.59,0.015436142
10/05/2012,65.57,0.034601233
09/05/2012,63.34,-0.026485424
08/05/2012,65.04,-0.151775695
07/05/2012,75.7,-0.009597129
04/05/2012,76.43,-0.006650608
03/05/2012,76.94,-0.010601263
02/05/2012,77.76,-0.008579347
01/05/2012,78.43,0.008322178
30/04/2012,77.78,-0.013155564
27/04/2012,78.81,0.011870712
26/04/2012,77.88,0.000256838
25/04/2012,77.86,0.001028013
24/04/2012,77.78,-0.005513188
23/04/2012,78.21,-0.010683047
20/04/2012,79.05,0.007109336
19/04/2012,78.49,-0.028758182
18/04/2012,80.78,-0.036942232
17/04/2012,83.82,0.016479593
16/04/2012,82.45,0.003523483
13/04/2012,82.16,-0.011255792
12/04/2012,83.09,0.005430533
11/04/2012,82.64,0.020291614
10/04/2012,80.98,-0.007014118
09/04/2012,81.55,-0.02267176
05/04/2012,83.42,-0.008356262
04/04/2012,84.12,-0.016272025
03/04/2012,85.5,0.001053186
02/04/2012,85.41,0.00799346
30/03/2012,84.73,0.005681161
29/03/2012,84.25,0
28/03/2012,84.25,0.000118701
27/03/2012,84.24,-0.001304941
26/03/2012,84.35,0.006303166
23/03/2012,83.82,0.000357974
22/03/2012,83.79,-0.002384076
21/03/2012,83.99,-0.000119055
20/03/2012,84,-0.00841686
19/03/2012,84.71,-0.011852512
16/03/2012,85.72,-0.007669997
15/03/2012,86.38,0.005572339
14/03/2012,85.9,-0.006960585
13/03/2012,86.5,0.015730007
12/03/2012,85.15,0.006125593
09/03/2012,84.63,0.008186556
08/03/2012,83.94,0.012105379
07/03/2012,82.93,0.013597393
06/03/2012,81.81,-0.005485477
05/03/2012,82.26,-0.004245776
02/03/2012,82.61,-0.00567326
01/03/2012,83.08,0.005189175
29/02/2012,82.65,-0.005068802
28/02/2012,83.07,0.00458495
27/02/2012,82.69,0.003998794
24/02/2012,82.36,-0.009546323
23/02/2012,83.15,0.020165892
22/02/2012,81.49,0.016829998
21/02/2012,80.13,0.017880104
17/02/2012,78.71,0.002416843
16/02/2012,78.52,0.013075433
15/02/2012,77.5,-0.010397372
14/02/2012,78.31,-0.004967847
13/02/2012,78.7,-0.000889058
10/02/2012,78.77,-0.009476349
09/02/2012,79.52,-0.017205262
08/02/2012,80.9,0.008440964
07/02/2012,80.22,-0.049134396
06/02/2012,84.26,-0.008390996
03/02/2012,84.97,0.003064595
02/02/2012,84.71,0.01091999
01/02/2012,83.79,0.011764842
31/01/2012,82.81,0.001208313
30/01/2012,82.71,0.000604705
27/01/2012,82.66,-0.005188549
26/01/2012,83.09,0.004342064
25/01/2012,82.73,0.016698541
24/01/2012,81.36,0.005669928
23/01/2012,80.9,-0.006161449
20/01/2012,81.4,-0.002086274
19/01/2012,81.57,0.016314785
18/01/2012,80.25,0.006500835
17/01/2012,79.73,0.011986769
13/01/2012,78.78,0
12/01/2012,78.78,0.008157068
11/01/2012,78.14,0.007321335
10/01/2012,77.57,0.013106007
09/01/2012,76.56,0.008658063
06/01/2012,75.9,0.007140054
05/01/2012,75.36,0.002391392
04/01/2012,75.18,0.000133023
03/01/2012,75.17,0.004533341
30/12/2011,74.83,0.003614704
29/12/2011,74.56,0.004705258
28/12/2011,74.21,-0.005643659
27/12/2011,74.63,-0.001606641
23/12/2011,74.75,0.008328904
22/12/2011,74.13,0.018104353
21/12/2011,72.8,0.000687049
20/12/2011,72.75,0.033403986
19/12/2011,70.36,-0.005810262
16/12/2011,70.77,0.005383974
15/12/2011,70.39,0.001279409
14/12/2011,70.3,-0.009767223
13/12/2011,70.99,-0.005478696
12/12/2011,71.38,-0.004751931
09/12/2011,71.72,0.018292335
08/12/2011,70.42,-0.014660539
07/12/2011,71.46,0.002101283
06/12/2011,71.31,-0.013649237
05/12/2011,72.29,0.023089251
02/12/2011,70.64,0.00468252
01/12/2011,70.31,0.006277664
30/11/2011,69.87,0.036585003
29/11/2011,67.36,0.001336998
28/11/2011,67.27,0.032175572
25/11/2011,65.14,-0.003677601
23/11/2011,65.38,-0.031911197
22/11/2011,67.5,0.000592768
21/11/2011,67.46,-0.006795712
18/11/2011,67.92,0.010806115
17/11/2011,67.19,0.001340383
16/11/2011,67.1,-0.013323661
15/11/2011,68,0.018253827
14/11/2011,66.77,-0.016929421
11/11/2011,67.91,0.012446449
10/11/2011,67.07,0.019725099
09/11/2011,65.76,-0.033495954
08/11/2011,68,0.018403606
07/11/2011,66.76,0.004654314
04/11/2011,66.45,0.015010516
03/11/2011,65.46,0.014774045
02/11/2011,64.5,0.008563696
01/11/2011,63.95,-0.044499353
31/10/2011,66.86,-0.017200899
28/10/2011,68.02,0.034855073
27/10/2011,65.69,0.035956144
26/10/2011,63.37,-0.000631014
25/10/2011,63.41,-0.025380888
24/10/2011,65.04,0.010510143
21/10/2011,64.36,0.015028461
20/10/2011,63.4,0.006646646
19/10/2011,62.98,-0.006488905
18/10/2011,63.39,0.019594414
17/10/2011,62.16,-0.027138062
14/10/2011,63.87,0.015621619
13/10/2011,62.88,-0.010441481
12/10/2011,63.54,0.008058825
11/10/2011,63.03,-0.000317259
10/10/2011,63.05,0.020672157
07/10/2011,61.76,-0.006133998
06/10/2011,62.14,0.004677805
05/10/2011,61.85,0.019922279
04/10/2011,60.63,0.02302404
03/10/2011,59.25,-0.033361321
30/09/2011,61.26,-0.026578032
29/09/2011,62.91,0.012959145
28/09/2011,62.1,-0.028416866
27/09/2011,63.89,0.014028128
26/09/2011,63,0.022310531
23/09/2011,61.61,0.008967208
22/09/2011,61.06,-0.031436457
21/09/2011,63.01,-0.033705796
20/09/2011,65.17,-0.006881287
19/09/2011,65.62,-0.014673889
16/09/2011,66.59,0.01132686
15/09/2011,65.84,0.020097324
14/09/2011,64.53,0.025107234
13/09/2011,62.93,0.005737068
12/09/2011,62.57,0.013030024
09/09/2011,61.76,-0.027626507
08/09/2011,63.49,-0.023966289
07/09/2011,65.03,0.022392477
06/09/2011,63.59,-0.001100197
02/09/2011,63.66,-0.033367322
01/09/2011,65.82,-0.016125736
31/08/2011,66.89,0.007804332
30/08/2011,66.37,0.000150682
29/08/2011,66.36,0.012128711
26/08/2011,65.56,0.015060989
25/08/2011,64.58,-0.009861405
24/08/2011,65.22,0.010480984
23/08/2011,64.54,0.026534252
22/08/2011,62.85,0.008468533
19/08/2011,62.32,-0.007194851
18/08/2011,62.77,-0.067451671
17/08/2011,67.15,-0.00267698
16/08/2011,67.33,0.001783857
15/08/2011,67.21,0.008517048
12/08/2011,66.64,0.016186724
11/08/2011,65.57,0.015213509
10/08/2011,64.58,-0.033648603
09/08/2011,66.79,0.008570837
08/08/2011,66.22,-0.059789267
05/08/2011,70.3,0.017506546
04/08/2011,69.08,-0.008791582
03/08/2011,69.69,-0.001003944
02/08/2011,69.76,-0.0223964
01/08/2011,71.34,-0.016818799
29/07/2011,72.55,-0.004949824
28/07/2011,72.91,0.00205945
27/07/2011,72.76,-0.018788844
26/07/2011,74.14,0.000404722
25/07/2011,74.11,-0.004711592
22/07/2011,74.46,-0.004555817
21/07/2011,74.8,0.010482558
20/07/2011,74.02,0.000270234
19/07/2011,74,0.009095291
18/07/2011,73.33,-0.016366092
15/07/2011,74.54,-0.000670556
14/07/2011,74.59,-0.013317549
13/07/2011,75.59,0.001853814
12/07/2011,75.45,0.000132547
11/07/2011,75.44,-0.007921879
08/07/2011,76.04,-0.009814906
07/07/2011,76.79,0.009289005
06/07/2011,76.08,0.006329135
05/07/2011,75.6,-0.007511401
01/07/2011,76.17,0.008305367
30/06/2011,75.54,0.006774284
29/06/2011,75.03,0.00655214
28/06/2011,74.54,0.00201437
27/06/2011,74.39,0.001883747
24/06/2011,74.25,-0.004300504
23/06/2011,74.57,-0.00548313
22/06/2011,74.98,-0.005453229
21/06/2011,75.39,0.008391658
20/06/2011,74.76,-0.003071789
17/06/2011,74.99,-0.000533262
16/06/2011,75.03,0.001467156
15/06/2011,74.92,-0.016284202
14/06/2011,76.15,0.006852049
13/06/2011,75.63,-0.001453393
10/06/2011,75.74,-0.006842132
09/06/2011,76.26,0.003678407
08/06/2011,75.98,-0.002366243
07/06/2011,76.16,0.004870033
06/06/2011,75.79,-0.012977832
03/06/2011,76.78,-0.021644751
02/06/2011,78.46,0.000254939
01/06/2011,78.44,-0.022314194
31/05/2011,80.21,0.007382878
27/05/2011,79.62,-0.007382878
26/05/2011,80.21,0.001996756
25/05/2011,80.05,-0.00124844
24/05/2011,80.15,-0.001246883
23/05/2011,80.25,-0.009672694
20/05/2011,81.03,-0.005047096
19/05/2011,81.44,0.001597543
18/05/2011,81.31,0.007158757
17/05/2011,80.73,-0.003709203
16/05/2011,81.03,-0.007989717
13/05/2011,81.68,-0.005494184
12/05/2011,82.13,0.004882226
11/05/2011,81.73,-0.013127696
10/05/2011,82.81,0.011416204
09/05/2011,81.87,0.000488699
06/05/2011,81.83,-0.000488699
05/05/2011,81.87,-0.005481468
04/05/2011,82.32,-0.006417652
03/05/2011,82.85,-0.000241371
02/05/2011,82.87,0.008361151
29/04/2011,82.18,0.006837633
28/04/2011,81.62,-0.020734298
27/04/2011,83.33,0.003847546
26/04/2011,83.01,0.010049119
25/04/2011,82.18,-0.010290025
21/04/2011,83.03,0.005918964
20/04/2011,82.54,0.015875288
19/04/2011,81.24,0.004070311
18/04/2011,80.91,-0.006774676
15/04/2011,81.46,0.00307371
14/04/2011,81.21,0.000492672
13/04/2011,81.17,0.000492914
12/04/2011,81.13,0.000986558
11/04/2011,81.05,0.003955995
08/04/2011,80.73,-0.004079368
07/04/2011,81.06,-0.010675603
06/04/2011,81.93,0.005998671
05/04/2011,81.44,-0.002942621
04/04/2011,81.68,0.009471748
01/04/2011,80.91,0.008315282
31/03/2011,80.24,0.005248044
30/03/2011,79.82,0.006914353
29/03/2011,79.27,0.00480527
28/03/2011,78.89,-0.004931413
25/03/2011,79.28,0.004171149
24/03/2011,78.95,-0.00265638
23/03/2011,79.16,-0.004285901
22/03/2011,79.5,0.004285901
21/03/2011,79.16,0.016815683
18/03/2011,77.84,0.009941338
17/03/2011,77.07,0.001168452
16/03/2011,76.98,-0.014444409
15/03/2011,78.1,-0.011457796
14/03/2011,79,-0.007189285
11/03/2011,79.57,0.01035886
10/03/2011,78.75,-0.019740378
09/03/2011,80.32,0.001495141
08/03/2011,80.2,0.008514953
07/03/2011,79.52,-0.004391751
04/03/2011,79.87,-0.005867316
03/03/2011,80.34,0.012651262
02/03/2011,79.33,-0.005907137
01/03/2011,79.8,-0.012453461
28/02/2011,80.8,0
25/02/2011,80.8,-0.00061862
24/02/2011,80.85,-0.003950135
23/02/2011,81.17,-0.024100485
22/02/2011,83.15,-0.02235793
18/02/2011,85.03,0.003534405
17/02/2011,84.73,-0.003299166
16/02/2011,85.01,-0.000940623
15/02/2011,85.09,-0.007026613
14/02/2011,85.69,0.001401378
11/02/2011,85.57,0.004685495
10/02/2011,85.17,0.000587234
09/02/2011,85.12,0.007428841
08/02/2011,84.49,-0.012818427
07/02/2011,85.58,0.002574004
04/02/2011,85.36,-0.001989585
03/02/2011,85.53,0.000701754
02/02/2011,85.47,-0.005832961
01/02/2011,85.97,0.01193555
31/01/2011,84.95,0.009818497
28/01/2011,84.12,-0.01369561
27/01/2011,85.28,-0.008058438
26/01/2011,85.97,-0.005567814
25/01/2011,86.45,0.003244123
24/01/2011,86.17,0.011907682
