Date,Close,VTR
01/04/2010,47.39,-0.001897334
31/03/2010,47.48,-0.013804863
30/03/2010,48.14,0
29/03/2010,48.14,0.000831255
26/03/2010,48.1,-0.008693907
25/03/2010,48.52,-0.002675725
24/03/2010,48.65,0.003500467
23/03/2010,48.48,-0.002883627
22/03/2010,48.62,0.025201792
19/03/2010,47.41,-0.002738285
18/03/2010,47.54,-0.007961492
17/03/2010,47.92,0.010488873
16/03/2010,47.42,0.016371153
15/03/2010,46.65,0.003435692
12/03/2010,46.49,0.012554277
11/03/2010,45.91,0.010950613
10/03/2010,45.41,-0.00614711
09/03/2010,45.69,0.006587639
08/03/2010,45.39,0.005966209
05/03/2010,45.12,0.016762042
04/03/2010,44.37,0.00135318
03/03/2010,44.31,-0.003154577
02/03/2010,44.45,-0.000899483
01/03/2010,44.49,0.006765926
