Date,Close,RIG
12/06/2013,48.32,-0.024329116
11/06/2013,49.51,-0.018609842
10/06/2013,50.44,-0.004746844
07/06/2013,50.68,0.004746844
06/06/2013,50.44,0.003177127
05/06/2013,50.28,-0.016568426
04/06/2013,51.12,0.005492364
03/06/2013,50.84,0.012070989
31/05/2013,50.23,-0.029232096
30/05/2013,51.72,-0.006360241
29/05/2013,52.05,-0.004982762
28/05/2013,52.31,0.004790658
24/05/2013,52.06,0.001922708
23/05/2013,51.96,-0.006713366
22/05/2013,52.31,-0.020623189
21/05/2013,53.4,-0.003738322
20/05/2013,53.6,-0.00799038
17/05/2013,54.03,-0.012872557
16/05/2013,54.73,-0.006919183
15/05/2013,55.11,0.000726085
14/05/2013,55.07,0.010404402
13/05/2013,54.5,-0.002565514
10/05/2013,54.64,-0.004929266
09/05/2013,54.91,-0.006353838
08/05/2013,55.26,0.009271951
07/05/2013,54.75,0.007884885
06/05/2013,54.32,0.02008249
03/05/2013,53.24,0.017240173
02/05/2013,52.33,0.011145388
01/05/2013,51.75,0.005425318
30/04/2013,51.47,0.003698301
29/04/2013,51.28,0.002342836
26/04/2013,51.16,0.00627453
25/04/2013,50.84,0.000590261
24/04/2013,50.81,0.028952806
23/04/2013,49.36,0.010386001
22/04/2013,48.85,0.006572215
19/04/2013,48.53,0.003095658
18/04/2013,48.38,0.007885494
17/04/2013,48,-0.023879274
16/04/2013,49.16,0.006735407
15/04/2013,48.83,-0.033826458
12/04/2013,50.51,-0.026569252
11/04/2013,51.87,0.009296987
10/04/2013,51.39,0.00624636
09/04/2013,51.07,0.002156229
08/04/2013,50.96,0.012241022
05/04/2013,50.34,0.009179869
04/04/2013,49.88,-0.000801603
03/04/2013,49.92,-0.011749612
02/04/2013,50.51,-0.010438303
01/04/2013,51.04,-0.017864553
28/03/2013,51.96,0.000384986
27/03/2013,51.94,0.020226283
26/03/2013,50.9,-0.000981836
25/03/2013,50.95,-0.013839028
22/03/2013,51.66,-0.002706362
21/03/2013,51.8,-0.022335566
20/03/2013,52.97,0.014260152
19/03/2013,52.22,-0.019907758
18/03/2013,53.27,-0.0054292
15/03/2013,53.56,-0.003727175
14/03/2013,53.76,0.017639789
13/03/2013,52.82,-0.008671119
12/03/2013,53.28,0.005269113
11/03/2013,53,-0.004142352
08/03/2013,53.22,0.001692525
07/03/2013,53.13,-0.006004897
06/03/2013,53.45,0.007888846
05/03/2013,53.03,0.015966885
04/03/2013,52.19,0.000766724
01/03/2013,52.15,-0.00287219
28/02/2013,52.3,-0.006479916
27/02/2013,52.64,0.026760669
26/02/2013,51.25,0.000195141
25/02/2013,51.24,-0.039040549
22/02/2013,53.28,0.002254792
21/02/2013,53.16,-0.021586249
20/02/2013,54.32,-0.03509132
19/02/2013,56.26,0
15/02/2013,56.26,-0.052625503
14/02/2013,59.3,0.03850596
13/02/2013,57.06,0.016254775
12/02/2013,56.14,0.006971161
11/02/2013,55.75,-0.011237075
08/02/2013,56.38,0.002664063
07/02/2013,56.23,-0.005321048
06/02/2013,56.53,-0.00441268
05/02/2013,56.78,-0.003516178
04/02/2013,56.98,-0.017397794
01/02/2013,57.98,0.022147561
31/01/2013,56.71,-0.012093741
30/01/2013,57.4,-0.005559431
29/01/2013,57.72,-0.007766024
28/01/2013,58.17,0.024537906
25/01/2013,56.76,0.020648651
24/01/2013,55.6,-0.005917708
23/01/2013,55.93,0.003223498
22/01/2013,55.75,-0.000537972
18/01/2013,55.78,0.008461658
17/01/2013,55.31,0.011272847
16/01/2013,54.69,0.014735945
15/01/2013,53.89,-0.000741977
14/01/2013,53.93,-0.002962417
11/01/2013,54.09,0.001850482
10/01/2013,53.99,0.023045516
09/01/2013,52.76,0.007610387
08/01/2013,52.36,-0.002860687
07/01/2013,52.51,0.013227453
04/01/2013,51.82,0.051882552
03/01/2013,49.2,0.062048399
02/01/2013,46.24,0.034766978
31/12/2012,44.66,0.010353457
28/12/2012,44.2,-0.006539656
27/12/2012,44.49,-0.003813802
26/12/2012,44.66,-0.011133493
24/12/2012,45.16,-0.010572786
21/12/2012,45.64,-0.018667788
20/12/2012,46.5,0.001937359
19/12/2012,46.41,-0.000861512
18/12/2012,46.45,0.026836998
17/12/2012,45.22,0.01268516
14/12/2012,44.65,-0.003577021
13/12/2012,44.81,-0.021415986
12/12/2012,45.78,-0.002617803
11/12/2012,45.9,0.001308045
10/12/2012,45.84,-0.006306425
07/12/2012,46.13,-0.004757794
06/12/2012,46.35,-0.00623725
05/12/2012,46.64,-0.001071467
04/12/2012,46.69,0.013150993
03/12/2012,46.08,-0.002600782
30/11/2012,46.2,0.004121034
29/11/2012,46.01,0.020420075
28/11/2012,45.08,-0.009713101
27/11/2012,45.52,-0.004384049
26/11/2012,45.72,-0.012390116
23/11/2012,46.29,0.016115331
21/11/2012,45.55,0.008820344
20/11/2012,45.15,-0.006842539
19/11/2012,45.46,0.024043901
16/11/2012,44.38,-0.012316806
15/11/2012,44.93,0.012316806
14/11/2012,44.38,-0.031495174
13/11/2012,45.8,-0.011721428
12/11/2012,46.34,0.001511716
09/11/2012,46.27,0.000648579
08/11/2012,46.24,-0.033598738
07/11/2012,47.82,-0.031493804
06/11/2012,49.35,0.014491528
05/11/2012,48.64,0.054501343
02/11/2012,46.06,-0.001084952
01/11/2012,46.11,0.009150391
31/10/2012,45.69,-0.014988876
26/10/2012,46.38,-0.014129972
25/10/2012,47.04,0.016288401
24/10/2012,46.28,-0.029592367
23/10/2012,47.67,-0.025475127
22/10/2012,48.9,0.007801312
19/10/2012,48.52,0.003509862
18/10/2012,48.35,0.021955926
17/10/2012,47.3,0.007001195
16/10/2012,46.97,0.013503581
15/10/2012,46.34,0.018512997
12/10/2012,45.49,-0.012235241
11/10/2012,46.05,0.014435946
10/10/2012,45.39,-0.009428861
09/10/2012,45.82,0.016947693
08/10/2012,45.05,-0.002438755
05/10/2012,45.16,-0.019516023
04/10/2012,46.05,0.020402156
03/10/2012,45.12,-0.019750477
02/10/2012,46.02,-0.00433652
01/10/2012,46.22,0.029197552
28/09/2012,44.89,-0.010636041
27/09/2012,45.37,-0.016829159
26/09/2012,46.14,-0.015697559
25/09/2012,46.87,-0.011666269
24/09/2012,47.42,-0.023550114
21/09/2012,48.55,0.045725863
20/09/2012,46.38,0.02422377
19/09/2012,45.27,0.002654282
18/09/2012,45.15,-0.014075447
17/09/2012,45.79,-0.017105538
14/09/2012,46.58,-0.000429277
13/09/2012,46.6,0.008837217
12/09/2012,46.19,-0.009051786
11/09/2012,46.61,0.014261262
10/09/2012,45.95,-0.035278912
07/09/2012,47.6,0.014388737
06/09/2012,46.92,0.006843483
05/09/2012,46.6,-0.032512891
04/09/2012,48.14,-0.018318923
31/08/2012,49.03,0.026034528
30/08/2012,47.77,-0.010412422
29/08/2012,48.27,-0.014805946
28/08/2012,48.99,0.002861817
27/08/2012,48.85,-0.00224926
24/08/2012,48.96,0.008615438
23/08/2012,48.54,-0.009227995
22/08/2012,48.99,-0.002853651
21/08/2012,49.13,-0.001830199
20/08/2012,49.22,-0.004459768
17/08/2012,49.44,-0.013460776
16/08/2012,50.11,0.042602998
15/08/2012,48.02,0.003337508
14/08/2012,47.86,-0.008115745
13/08/2012,48.25,-0.006198367
10/08/2012,48.55,-0.005341015
09/08/2012,48.81,0.010089656
08/08/2012,48.32,-0.013974744
07/08/2012,49,0.000204102
06/08/2012,48.99,0.004910998
03/08/2012,48.75,0.032311305
02/08/2012,47.2,-0.012631747
01/08/2012,47.8,0.020501616
31/07/2012,46.83,-0.016098632
30/07/2012,47.59,0.005055836
27/07/2012,47.35,0.02026736
26/07/2012,46.4,0.026423636
25/07/2012,45.19,-0.000663643
24/07/2012,45.22,-0.022954336
23/07/2012,46.27,-0.03274102
20/07/2012,47.81,0.001255756
19/07/2012,47.75,0.015406024
18/07/2012,47.02,0.013920345
17/07/2012,46.37,-0.005162412
16/07/2012,46.61,0.002362798
13/07/2012,46.5,0.046212843
12/07/2012,44.4,0.008595393
11/07/2012,44.02,0.016491441
10/07/2012,43.3,-0.020798373
09/07/2012,44.21,-0.010574966
06/07/2012,44.68,-0.021696667
05/07/2012,45.66,-0.024019331
03/07/2012,46.77,0.046163725
02/07/2012,44.66,-0.001566171
29/06/2012,44.73,0.041772592
28/06/2012,42.9,-0.006273984
27/06/2012,43.17,0.018469257
26/06/2012,42.38,0.006628812
25/06/2012,42.1,-0.026024209
22/06/2012,43.21,0.016567874
21/06/2012,42.5,-0.064464989
20/06/2012,45.33,0.001545425
19/06/2012,45.26,0.034160625
18/06/2012,43.74,-0.012721662
15/06/2012,44.3,0.046197591
14/06/2012,42.3,0.010217506
13/06/2012,41.87,-0.018926517
12/06/2012,42.67,0.027320858
11/06/2012,41.52,-0.012684148
08/06/2012,42.05,0.003334924
07/06/2012,41.91,-0.000238578
06/06/2012,41.92,0.033967361
05/06/2012,40.52,0.008675231
04/06/2012,40.17,-0.008428409
01/06/2012,40.51,-0.007868248
31/05/2012,40.83,-0.012897125
30/05/2012,41.36,-0.055720135
29/05/2012,43.73,0.013583724
25/05/2012,43.14,0.00023183
24/05/2012,43.13,-0.008082252
23/05/2012,43.48,0.006923637
22/05/2012,43.18,-0.009450341
21/05/2012,43.59,0.027679404
18/05/2012,42.4,-0.017765778
17/05/2012,43.16,0.005809241
16/05/2012,42.91,-0.009047736
15/05/2012,43.3,-0.023509014
14/05/2012,44.33,-0.031530143
11/05/2012,45.75,-0.0130295
10/05/2012,46.35,-0.006022819
09/05/2012,46.63,-0.012573421
08/05/2012,47.22,-0.024475649
07/05/2012,48.39,0.009134379
04/05/2012,47.95,-0.047249676
03/05/2012,50.27,0.006786453
02/05/2012,49.93,-0.015895427
01/05/2012,50.73,0.006724709
30/04/2012,50.39,0.01117553
27/04/2012,49.83,-0.018294406
26/04/2012,50.75,0.023929357
25/04/2012,49.55,0.008105414
24/04/2012,49.15,-0.008105414
23/04/2012,49.55,-0.014823989
20/04/2012,50.29,0.000198866
19/04/2012,50.28,0.028648318
18/04/2012,48.86,-0.012002992
17/04/2012,49.45,0.030177801
16/04/2012,47.98,-0.015715791
13/04/2012,48.74,-0.03090843
12/04/2012,50.27,0.022735111
11/04/2012,49.14,-0.013341617
10/04/2012,49.8,-0.020274994
09/04/2012,50.82,-0.005298805
05/04/2012,51.09,-0.015151805
04/04/2012,51.87,-0.03355447
03/04/2012,53.64,-0.028849038
02/04/2012,55.21,0.009280387
30/03/2012,54.7,0.016776133
29/03/2012,53.79,0.002419731
28/03/2012,53.66,-0.01974416
27/03/2012,54.73,-0.033950275
26/03/2012,56.62,0.013334716
23/03/2012,55.87,0.01206461
22/03/2012,55.2,-0.028045064
21/03/2012,56.77,-0.010687793
20/03/2012,57.38,-0.012814028
19/03/2012,58.12,-0.009929888
16/03/2012,58.7,0.044591156
15/03/2012,56.14,0.050599781
14/03/2012,53.37,-0.003367007
13/03/2012,53.55,0.026299879
12/03/2012,52.16,-0.030213779
09/03/2012,53.76,-0.004083911
08/03/2012,53.98,0.017944407
07/03/2012,53.02,0.030253121
06/03/2012,51.44,-0.02039709
05/03/2012,52.5,-0.03168322
02/03/2012,54.19,0.01150718
01/03/2012,53.57,0.004302691
29/02/2012,53.34,-0.015625318
28/02/2012,54.18,0.013939451
27/02/2012,53.43,0.051854934
24/02/2012,50.73,0.002368266
23/02/2012,50.61,0.03253299
22/02/2012,48.99,-0.008131779
21/02/2012,49.39,-0.02795151
17/02/2012,50.79,0.030790117
16/02/2012,49.25,0.01020417
15/02/2012,48.75,0.006379279
14/02/2012,48.44,-0.017800982
13/02/2012,49.31,-0.01808731
10/02/2012,50.21,-0.006353009
09/02/2012,50.53,0.021807406
08/02/2012,49.44,0.001619434
07/02/2012,49.36,-0.007266887
06/02/2012,49.72,0.010513643
03/02/2012,49.2,0.006729912
02/02/2012,48.87,0.013597243
01/02/2012,48.21,0.019056173
31/01/2012,47.3,0.009559287
30/01/2012,46.85,-0.026954675
27/01/2012,48.13,0.018241412
26/01/2012,47.26,-0.002113719
25/01/2012,47.36,0.032839092
24/01/2012,45.83,0.013841812
23/01/2012,45.2,0.010676258
20/01/2012,44.72,-0.007130155
19/01/2012,45.04,0.033870928
18/01/2012,43.54,0.04054451
17/01/2012,41.81,0.036535968
13/01/2012,40.31,-0.0064293
12/01/2012,40.57,-0.011518324
11/01/2012,41.04,0.00268391
10/01/2012,40.93,0.049071171
09/01/2012,38.97,-0.007923364
06/01/2012,39.28,-0.011391086
05/01/2012,39.73,-0.020429211
04/01/2012,40.55,0.009664305
03/01/2012,40.16,0.045074466
30/12/2011,38.39,-0.004418461
29/12/2011,38.56,-0.001813707
28/12/2011,38.63,-0.013115785
27/12/2011,39.14,-0.029454615
23/12/2011,40.31,0.006720623
22/12/2011,40.04,0.004004009
21/12/2011,39.88,-0.000250721
20/12/2011,39.89,0.026160222
19/12/2011,38.86,-0.024654953
16/12/2011,39.83,0.010600806
15/12/2011,39.41,-0.019598617
14/12/2011,40.19,-0.040234611
13/12/2011,41.84,-0.003340495
12/12/2011,41.98,-0.030035106
09/12/2011,43.26,-0.015824204
08/12/2011,43.95,-0.032239192
07/12/2011,45.39,-0.001980852
06/12/2011,45.48,0.010387982
05/12/2011,45.01,0.051281601
02/12/2011,42.76,-0.021973823
01/12/2011,43.71,0.019871264
30/11/2011,42.85,0.028884584
29/11/2011,41.63,-0.098515136
28/11/2011,45.94,0.031622314
25/11/2011,44.51,-0.003588252
23/11/2011,44.67,-0.02126326
22/11/2011,45.63,0.002193946
21/11/2011,45.53,-0.041726483
18/11/2011,47.47,-0.030292773
17/11/2011,48.93,-0.012187841
16/11/2011,49.53,0.034298464
15/11/2011,47.86,-0.037926038
14/11/2011,49.71,-0.006416705
11/11/2011,50.03,0.017745979
10/11/2011,49.15,-0.022929404
09/11/2011,50.29,-0.028424927
08/11/2011,51.74,0.016368253
07/11/2011,50.9,0.015442794
04/11/2011,50.12,0.022599832
03/11/2011,49,-0.133352805
02/11/2011,55.99,0.004475081
01/11/2011,55.74,-0.024981368
31/10/2011,57.15,-0.048498491
28/10/2011,59.99,0.011737224
27/10/2011,59.29,0.04625501
26/10/2011,56.61,0.024860442
25/10/2011,55.22,-0.010807022
24/10/2011,55.82,0.025216756
21/10/2011,54.43,0.026057681
20/10/2011,53.03,0.037073294
19/10/2011,51.1,-0.001368926
18/10/2011,51.17,0.013774322
17/10/2011,50.47,0.000991179
14/10/2011,50.42,0.046274489
13/10/2011,48.14,-0.018726754
12/10/2011,49.05,0.00122399
11/10/2011,48.99,-0.003464089
10/10/2011,49.16,0.055843049
07/10/2011,46.49,-0.018962963
06/10/2011,47.38,0.037853982
05/10/2011,45.62,0.012351282
04/10/2011,45.06,-0.018688023
03/10/2011,45.91,-0.039086663
30/09/2011,47.74,-0.038221213
29/09/2011,49.6,-0.017784463
28/09/2011,50.49,-0.02445588
27/09/2011,51.74,-0.014010401
26/09/2011,52.47,0.024306752
23/09/2011,51.21,-0.008942517
22/09/2011,51.67,-0.085817193
21/09/2011,56.3,-0.027331764
20/09/2011,57.86,-0.007575794
19/09/2011,58.3,-0.014812563
16/09/2011,59.17,0.009850623
15/09/2011,58.59,-0.005107263
14/09/2011,58.89,0.041430659
13/09/2011,56.5,0.027816957
12/09/2011,54.95,0.013558288
09/09/2011,54.21,-0.022075146
08/09/2011,55.42,-0.004321217
07/09/2011,55.66,0.05978281
06/09/2011,52.43,-0.024492558
02/09/2011,53.73,-0.03798156
01/09/2011,55.81,-0.003755705
31/08/2011,56.02,0.014021441
30/08/2011,55.24,0.002356141
29/08/2011,55.11,0.036777683
26/08/2011,53.12,0.031554392
25/08/2011,51.47,0.001555513
24/08/2011,51.39,-0.013145366
23/08/2011,52.07,0.032597792
22/08/2011,50.4,-0.020230485
19/08/2011,51.43,-0.024962894
18/08/2011,52.73,-0.069056085
17/08/2011,56.5,0.013183872
16/08/2011,55.76,-0.026545533
15/08/2011,57.26,0.029239258
12/08/2011,55.61,0.03364735
11/08/2011,53.77,0.056622505
10/08/2011,50.81,-0.041821298
09/08/2011,52.98,0.073208183
08/08/2011,49.24,-0.106071067
05/08/2011,54.75,0.014163761
04/08/2011,53.98,-0.089432182
03/08/2011,59.03,-0.003382381
02/08/2011,59.23,-0.037121081
01/08/2011,61.47,-0.001463058
29/07/2011,61.56,-0.000811886
28/07/2011,61.61,-0.010816152
27/07/2011,62.28,-0.032541175
26/07/2011,64.34,-0.010974683
25/07/2011,65.05,0.009421647
22/07/2011,64.44,0.017691264
21/07/2011,63.31,-0.01115224
20/07/2011,64.02,0.014950314
19/07/2011,63.07,0.015821345
18/07/2011,62.08,-0.01439334
15/07/2011,62.98,0.038687353
14/07/2011,60.59,-0.000659957
13/07/2011,60.63,0.011112147
12/07/2011,59.96,-0.008469701
11/07/2011,60.47,-0.025148288
08/07/2011,62.01,-0.007390779
07/07/2011,62.47,0.003849243
06/07/2011,62.23,-0.032255761
05/07/2011,64.27,-0.003262139
01/07/2011,64.48,-0.001239926
30/06/2011,64.56,0.008868203
29/06/2011,63.99,0.035956785
28/06/2011,61.73,0.019796147
27/06/2011,60.52,0.011801018
24/06/2011,59.81,-0.029001868
23/06/2011,61.57,-0.008249137
22/06/2011,62.08,0.00306526
21/06/2011,61.89,0.033183071
20/06/2011,59.87,-0.023114782
17/06/2011,61.27,-0.007803649
16/06/2011,61.75,-0.014150421
15/06/2011,62.63,-0.021951138
14/06/2011,64.02,0.028358336
13/06/2011,62.23,-0.009913736
10/06/2011,62.85,-0.03808795
09/06/2011,65.29,0.03904306
08/06/2011,62.79,-0.026559273
07/06/2011,64.48,0.000155099
06/06/2011,64.47,-0.035203635
03/06/2011,66.78,-0.004482302
02/06/2011,67.08,-0.006241661
01/06/2011,67.5,-0.026461598
31/05/2011,69.31,0.005207592
27/05/2011,68.95,-0.005928728
26/05/2011,69.36,0.004334641
25/05/2011,69.06,0.011944789
24/05/2011,68.24,0.015506476
23/05/2011,67.19,-0.0339462
20/05/2011,69.51,0.006494935
19/05/2011,69.06,0.01664515
18/05/2011,67.92,0.001768347
17/05/2011,67.8,-0.010125554
16/05/2011,68.49,0.00102257
13/05/2011,68.42,0.013833922
12/05/2011,67.48,0.018546748
11/05/2011,66.24,-0.031503348
10/05/2011,68.36,0.005721427
09/05/2011,67.97,0.00265174
06/05/2011,67.79,-0.014352912
05/05/2011,68.77,0.00451797
04/05/2011,68.46,-0.009594491
03/05/2011,69.12,-0.018917159
02/05/2011,70.44,-0.032267622
29/04/2011,72.75,0.007865907
28/04/2011,72.18,0.013670181
27/04/2011,71.2,-0.011173301
26/04/2011,72,-0.019257817
25/04/2011,73.4,-0.027015957
21/04/2011,75.41,-0.002648657
20/04/2011,75.61,0.016804877
19/04/2011,74.35,0.002423917
18/04/2011,74.17,-0.018831942
15/04/2011,75.58,-0.031388915
14/04/2011,77.99,-0.00473298
13/04/2011,78.36,-0.014569207
12/04/2011,79.51,-0.015598994
11/04/2011,80.76,0.014467701
08/04/2011,79.6,-0.0154578
07/04/2011,80.84,0.003593783
06/04/2011,80.55,-0.005447581
05/04/2011,80.99,0.014802186
04/04/2011,79.8,0.012356733
01/04/2011,78.82,0.011099176
31/03/2011,77.95,-0.012747145
30/03/2011,78.95,-0.013836699
29/03/2011,80.05,0.023637579
28/03/2011,78.18,0.000255853
25/03/2011,78.16,-0.026388754
24/03/2011,80.25,0.002745198
23/03/2011,80.03,-0.00311896
22/03/2011,80.28,0.001495887
21/03/2011,80.16,0.021690636
18/03/2011,78.44,-0.003944276
17/03/2011,78.75,0.033704527
16/03/2011,76.14,-0.02835692
15/03/2011,78.33,-0.022220331
14/03/2011,80.09,-0.004733442
11/03/2011,80.47,0.018816411
10/03/2011,78.97,-0.04373026
09/03/2011,82.5,-0.016708124
08/03/2011,83.89,0.001670246
07/03/2011,83.75,-0.014226677
04/03/2011,84.95,-0.004697601
03/03/2011,85.35,-0.001404988
02/03/2011,85.47,0.035245939
01/03/2011,82.51,-0.025369316
28/02/2011,84.63,0.021860752
25/02/2011,82.8,0.026681304
24/02/2011,80.62,-0.017338276
23/02/2011,82.03,0.005010704
22/02/2011,81.62,-0.021573979
18/02/2011,83.4,0.003122376
17/02/2011,83.14,0.032392981
16/02/2011,80.49,0.01300506
15/02/2011,79.45,-0.001383561
14/02/2011,79.56,0.029723471
11/02/2011,77.23,-0.019617271
10/02/2011,78.76,0.038438896
09/02/2011,75.79,-0.048293682
08/02/2011,79.54,-0.002636702
07/02/2011,79.75,-0.003004885
04/02/2011,79.99,-0.007845131
03/02/2011,80.62,0.005846879
02/02/2011,80.15,-0.010796159
01/02/2011,81.02,0.013544786
