Date,Close,PH
09/12/2013,120.79,-0.00256315
06/12/2013,121.1,0.038639544
05/12/2013,116.51,-0.001715119
04/12/2013,116.71,0.001457664
03/12/2013,116.54,-0.005988554
02/12/2013,117.24,-0.005104656
29/11/2013,117.84,-0.003473255
27/11/2013,118.25,0.00398255
26/11/2013,117.78,-0.007612318
25/11/2013,118.68,0.000505689
22/11/2013,118.62,0.016232881
21/11/2013,116.71,0.016239452
20/11/2013,114.83,-0.0046049
19/11/2013,115.36,-0.013432267
18/11/2013,116.92,-0.005884126
15/11/2013,117.61,0.006654179
14/11/2013,116.83,-0.001454048
13/11/2013,117,0.007635917
12/11/2013,116.11,-0.003353255
11/11/2013,116.5,0.00318102
08/11/2013,116.13,0.013873456
07/11/2013,114.53,-0.012236019
06/11/2013,115.94,0
05/11/2013,115.94,-0.003186224
04/11/2013,116.31,0.00275506
01/11/2013,115.99,-0.006273924
31/10/2013,116.72,0.009468953
30/10/2013,115.62,-0.010582109
29/10/2013,116.85,0.003257332
28/10/2013,116.47,0.000429387
25/10/2013,116.42,0.017415854
24/10/2013,114.41,0.007369101
23/10/2013,113.57,-0.006494669
22/10/2013,114.31,-0.006539675
21/10/2013,115.06,0.02330083
18/10/2013,112.41,0.051007727
17/10/2013,106.82,0.011108087
16/10/2013,105.64,0
15/10/2013,105.64,-0.021723701
14/10/2013,107.96,0.001668676
11/10/2013,107.78,0.006702688
10/10/2013,107.06,0.029287029
09/10/2013,103.97,-0.002977193
08/10/2013,104.28,-0.018809332
07/10/2013,106.26,-0.012345836
04/10/2013,107.58,0.005686336
03/10/2013,106.97,-0.017330493
02/10/2013,108.84,-0.004674833
01/10/2013,109.35,0.005777977
30/09/2013,108.72,-0.002113292
27/09/2013,108.95,-0.008863767
26/09/2013,109.92,0.007121367
25/09/2013,109.14,0.003947676
24/09/2013,108.71,0.021948245
23/09/2013,106.35,-0.01112733
20/09/2013,107.54,-0.005748741
19/09/2013,108.16,0.005283906
18/09/2013,107.59,0.02227431
17/09/2013,105.22,0.00228354
16/09/2013,104.98,0.005923396
13/09/2013,104.36,-0.001627651
12/09/2013,104.53,-0.004486239
11/09/2013,105,-0.007684683
10/09/2013,105.81,0.009973013
09/09/2013,104.76,0.014809387
06/09/2013,103.22,0.001454264
05/09/2013,103.07,0.009455644
04/09/2013,102.1,0.010931223
03/09/2013,100.99,0.010351441
30/08/2013,99.95,-0.008468295
29/08/2013,100.8,0.001687932
28/08/2013,100.63,0.001093711
27/08/2013,100.52,-0.019506086
26/08/2013,102.5,-0.005739595
23/08/2013,103.09,-0.005899722
22/08/2013,103.7,0.018688494
21/08/2013,101.78,-0.00597543
20/08/2013,102.39,-0.000683427
19/08/2013,102.46,-0.009132484
16/08/2013,103.4,-0.00357195
15/08/2013,103.77,-0.022958856
14/08/2013,106.18,-0.006477375
13/08/2013,106.87,0.008268392
12/08/2013,105.99,0.017608602
09/08/2013,104.14,0.002018552
08/08/2013,103.93,0.019137016
07/08/2013,101.96,0.004521781
06/08/2013,101.5,-0.033234663
05/08/2013,104.93,-0.002949995
02/08/2013,105.24,-0.014620833
01/08/2013,106.79,0.033420543
31/07/2013,103.28,0.007483392
30/07/2013,102.51,0.011479155
29/07/2013,101.34,-0.007667392
26/07/2013,102.12,0.006976887
25/07/2013,101.41,0.000986583
24/07/2013,101.31,-0.013821717
23/07/2013,102.72,-0.001362
22/07/2013,102.86,-0.002427539
19/07/2013,103.11,0.020180936
18/07/2013,101.05,0.012747907
17/07/2013,99.77,-0.001202044
16/07/2013,99.89,0.001603046
15/07/2013,99.73,0.005731827
12/07/2013,99.16,-0.007735234
11/07/2013,99.93,0.018176811
10/07/2013,98.13,0.001223616
09/07/2013,98.01,0.016563313
08/07/2013,96.4,-0.012576189
05/07/2013,97.62,0.023842738
03/07/2013,95.32,-0.002305356
02/07/2013,95.54,-0.014959764
01/07/2013,96.98,0.016426193
28/06/2013,95.4,-0.010116371
27/06/2013,96.37,0.008754616
26/06/2013,95.53,0.012853106
25/06/2013,94.31,0.015171231
24/06/2013,92.89,-0.020880699
21/06/2013,94.85,-0.00902609
20/06/2013,95.71,-0.021908492
19/06/2013,97.83,-0.008853668
18/06/2013,98.7,0.009467165
17/06/2013,97.77,0.003688907
14/06/2013,97.41,-0.006242665
13/06/2013,98.02,0.01169844
12/06/2013,96.88,-0.013329429
11/06/2013,98.18,-0.004370148
10/06/2013,98.61,0.002741814
07/06/2013,98.34,0.013204552
06/06/2013,97.05,0.005165301
05/06/2013,96.55,-0.019386217
04/06/2013,98.44,-0.00344793
03/06/2013,98.78,-0.009872146
31/05/2013,99.76,-0.001001904
30/05/2013,99.86,0.019516267
29/05/2013,97.93,-0.003771089
28/05/2013,98.3,0.000101735
24/05/2013,98.29,-0.010424668
23/05/2013,99.32,-0.003015987
22/05/2013,99.62,-0.013361451
21/05/2013,100.96,0.003770968
20/05/2013,100.58,0.00568325
17/05/2013,100.01,0.024495152
16/05/2013,97.59,-0.002456249
15/05/2013,97.83,0.011824723
14/05/2013,96.68,0.028218162
13/05/2013,93.99,-0.000638162
10/05/2013,94.05,0.011764842
09/05/2013,92.95,-0.003007844
08/05/2013,93.23,0.000965821
07/05/2013,93.14,0.01362036
06/05/2013,91.88,0.005456742
03/05/2013,91.38,0.032137085
02/05/2013,88.49,0.01468522
01/05/2013,87.2,-0.015588869
30/04/2013,88.57,-0.002931231
29/04/2013,88.83,0.001013685
26/04/2013,88.74,-0.020191438
25/04/2013,90.55,0.013117129
24/04/2013,89.37,0.019091232
23/04/2013,87.68,0.012047647
22/04/2013,86.63,0.012545176
19/04/2013,85.55,-0.004432011
18/04/2013,85.93,-0.020958851
17/04/2013,87.75,-0.003072199
16/04/2013,88.02,0.02368199
15/04/2013,85.96,-0.035203635
12/04/2013,89.04,-0.01027942
11/04/2013,89.96,-0.004989754
10/04/2013,90.41,-0.001547304
09/04/2013,90.55,0.007204243
08/04/2013,89.9,0.005800998
05/04/2013,89.38,-0.000447427
04/04/2013,89.42,0.021362779
03/04/2013,87.53,-0.014292439
02/04/2013,88.79,-0.009639169
01/04/2013,89.65,-0.021299707
28/03/2013,91.58,0.015737958
27/03/2013,90.15,-0.001441002
26/03/2013,90.28,-0.00772375
25/03/2013,90.98,-0.012018062
22/03/2013,92.08,0.00065182
21/03/2013,92.02,-0.031555108
20/03/2013,94.97,-0.002208783
19/03/2013,95.18,-0.009411342
18/03/2013,96.08,-0.006639029
15/03/2013,96.72,-0.005464776
14/03/2013,97.25,0.002677102
13/03/2013,96.99,-0.000618429
12/03/2013,97.05,-0.009026628
11/03/2013,97.93,-0.000204207
08/03/2013,97.95,0.007274995
07/03/2013,97.24,0.0084685
06/03/2013,96.42,-0.00031109
05/03/2013,96.45,0.02946031
04/03/2013,93.65,-0.008506165
01/03/2013,94.45,-0.000317578
28/02/2013,94.48,0.00978523
27/02/2013,93.56,0.020625967
26/02/2013,91.65,0.008216973
25/02/2013,90.9,-0.039263024
22/02/2013,94.54,0.013631734
21/02/2013,93.26,-0.018696104
20/02/2013,95.02,-0.025354642
19/02/2013,97.46,0.014677266
15/02/2013,96.04,-0.002807384
14/02/2013,96.31,-0.000207641
13/02/2013,96.33,0.012009961
12/02/2013,95.18,0.0083347
11/02/2013,94.39,0.000741879
08/02/2013,94.32,0.0055284
07/02/2013,93.8,0.003738322
06/02/2013,93.45,-0.005336192
05/02/2013,93.95,0.015445979
04/02/2013,92.51,-0.014381016
01/02/2013,93.85,0.009420903
31/01/2013,92.97,-0.003328862
30/01/2013,93.28,-0.009283533
29/01/2013,94.15,0.003511202
28/01/2013,93.82,-0.005845173
25/01/2013,94.37,0.004247644
24/01/2013,93.97,0.009838599
23/01/2013,93.05,-0.00246874
22/01/2013,93.28,-0.004492467
18/01/2013,93.7,0.025290443
17/01/2013,91.36,0.016777435
16/01/2013,89.84,0.002228661
15/01/2013,89.64,0.003576222
14/01/2013,89.32,0.00313972
11/01/2013,89.04,-0.006269613
10/01/2013,89.6,-0.006341458
09/01/2013,90.17,0.020730195
08/01/2013,88.32,0.000792887
07/01/2013,88.25,-0.006438154
04/01/2013,88.82,0.005418844
03/01/2013,88.34,0.007727311
02/01/2013,87.66,0.030108805
31/12/2012,85.06,0.014208148
28/12/2012,83.86,-0.007484442
27/12/2012,84.49,-0.002128163
26/12/2012,84.67,-0.002359326
24/12/2012,84.87,-0.003293733
21/12/2012,85.15,-0.016307875
20/12/2012,86.55,0.003936101
19/12/2012,86.21,-0.005090836
18/12/2012,86.65,0.03595312
17/12/2012,83.59,0.001197032
14/12/2012,83.49,0.002998863
13/12/2012,83.24,0.001442655
12/12/2012,83.12,-0.003362963
11/12/2012,83.4,-0.006334809
10/12/2012,83.93,0.001430786
07/12/2012,83.81,0.017816771
06/12/2012,82.33,-0.006899501
05/12/2012,82.9,0.020966151
04/12/2012,81.18,0.01089929
03/12/2012,80.3,-0.022777224
30/11/2012,82.15,-0.014981554
29/11/2012,83.39,0.009034573
28/11/2012,82.64,0.019180846
27/11/2012,81.07,-0.004185137
26/11/2012,81.41,-0.00024564
23/11/2012,81.43,0.016467901
21/11/2012,80.1,0.004880806
20/11/2012,79.71,-0.0166712
19/11/2012,81.05,0.012914621
16/11/2012,80.01,0.017907162
15/11/2012,78.59,0.013579507
14/11/2012,77.53,-0.008988247
13/11/2012,78.23,-0.01156523
12/11/2012,79.14,0.000631991
09/11/2012,79.09,0.007233075
08/11/2012,78.52,0.013720803
07/11/2012,77.45,-0.037630335
06/11/2012,80.42,0.005736392
05/11/2012,79.96,0.006650379
02/11/2012,79.43,-0.017966796
01/11/2012,80.87,0.02770816
31/10/2012,78.66,0.013825105
26/10/2012,77.58,0
25/10/2012,77.58,0.018735911
24/10/2012,76.14,-0.007849334
23/10/2012,76.74,-0.017566972
22/10/2012,78.1,-0.005108568
19/10/2012,78.5,-0.080375822
18/10/2012,85.07,0.011348981
17/10/2012,84.11,0.025772139
16/10/2012,81.97,0.015986568
15/10/2012,80.67,0.015868391
12/10/2012,79.4,0.002774627
11/10/2012,79.18,-0.00075748
10/10/2012,79.24,-0.02787637
09/10/2012,81.48,-0.021490538
08/10/2012,83.25,-0.013837749
05/10/2012,84.41,0.013597538
04/10/2012,83.27,-0.002997784
03/10/2012,83.52,-0.000957396
02/10/2012,83.6,0.002035563
01/10/2012,83.43,-0.0017963
28/09/2012,83.58,-0.001195743
27/09/2012,83.68,0.017115038
26/09/2012,82.26,-0.011121972
25/09/2012,83.18,-0.02856152
24/09/2012,85.59,0.001052078
21/09/2012,85.5,-0.000584624
20/09/2012,85.55,-0.004432011
19/09/2012,85.93,0.008766347
18/09/2012,85.18,0.003057028
17/09/2012,84.92,-0.017046531
14/09/2012,86.38,0.008837267
13/09/2012,85.62,0.017080337
12/09/2012,84.17,-0.002847315
11/09/2012,84.41,0.008327433
10/09/2012,83.71,0.000238949
07/09/2012,83.69,0.016869902
06/09/2012,82.29,0.035373463
05/09/2012,79.43,-0.007275496
04/09/2012,80.01,0.000375023
31/08/2012,79.98,0.008664586
30/08/2012,79.29,-0.011037363
29/08/2012,80.17,-0.007456229
28/08/2012,80.77,-0.007769664
27/08/2012,81.4,-0.002208861
24/08/2012,81.58,-0.002203993
23/08/2012,81.76,-0.005123837
22/08/2012,82.18,-0.001094558
21/08/2012,82.27,-0.006663057
20/08/2012,82.82,-0.012121361
17/08/2012,83.83,0.008265005
16/08/2012,83.14,0.015515463
15/08/2012,81.86,-0.005360637
14/08/2012,82.3,-0.007746347
13/08/2012,82.94,-0.006369831
10/08/2012,83.47,0.016305694
09/08/2012,82.12,0.003537668
08/08/2012,81.83,-0.005727183
07/08/2012,82.3,0.021368859
06/08/2012,80.56,0.007350684
03/08/2012,79.97,0.014104251
02/08/2012,78.85,-0.033791632
01/08/2012,81.56,0.01532029
31/07/2012,80.32,-0.005215459
30/07/2012,80.74,-0.008141158
27/07/2012,81.4,0.037041272
26/07/2012,78.44,0.023606385
25/07/2012,76.61,0.007862706
24/07/2012,76.01,-0.009818761
23/07/2012,76.76,-0.002602135
20/07/2012,76.96,-0.011241155
19/07/2012,77.83,0.017366948
18/07/2012,76.49,0.034717858
17/07/2012,73.88,0.012256724
16/07/2012,72.98,-0.012527397
13/07/2012,73.9,0.022580501
12/07/2012,72.25,0.005690903
11/07/2012,71.84,-0.010661229
10/07/2012,72.61,-0.027037854
09/07/2012,74.6,-0.015165915
06/07/2012,75.74,-0.022971514
05/07/2012,77.5,0.00413758
03/07/2012,77.18,0.019494305
02/07/2012,75.69,-0.015599713
29/06/2012,76.88,0.050417398
28/06/2012,73.1,-0.024058465
27/06/2012,74.88,0.01547706
26/06/2012,73.73,-0.008911752
25/06/2012,74.39,-0.030319394
22/06/2012,76.68,-0.005332652
21/06/2012,77.09,-0.032166143
20/06/2012,79.61,-0.022358402
19/06/2012,81.41,0.028658827
18/06/2012,79.11,0.004815012
15/06/2012,78.73,0.003435336
14/06/2012,78.46,-0.005972443
13/06/2012,78.93,-0.035593603
12/06/2012,81.79,0.018385366
11/06/2012,80.3,-0.012007324
08/06/2012,81.27,0.005923749
07/06/2012,80.79,0.006706433
06/06/2012,80.25,0.023833169
05/06/2012,78.36,0.006786632
04/06/2012,77.83,-0.000513809
01/06/2012,77.87,-0.048502709
31/05/2012,81.74,-0.033089706
30/05/2012,84.49,-0.023279989
29/05/2012,86.48,0.024819818
25/05/2012,84.36,-0.001184694
24/05/2012,84.46,-0.004017493
23/05/2012,84.8,0.014132413
22/05/2012,83.61,0.010218277
21/05/2012,82.76,0.026322142
18/05/2012,80.61,-0.007292536
17/05/2012,81.2,-0.024091687
16/05/2012,83.18,-0.012544218
15/05/2012,84.23,-0.010393385
14/05/2012,85.11,-0.020237955
11/05/2012,86.85,0.007396312
10/05/2012,86.21,0.007802077
09/05/2012,85.54,0.001755105
08/05/2012,85.39,0.007995339
07/05/2012,84.71,-0.005063302
04/05/2012,85.14,-0.018848726
03/05/2012,86.76,-0.016121083
02/05/2012,88.17,0.006714108
01/05/2012,87.58,-0.001255206
30/04/2012,87.69,-0.014716136
27/04/2012,88.99,0.018944472
26/04/2012,87.32,0.002752295
25/04/2012,87.08,-0.010054929
24/04/2012,87.96,0.083174026
23/04/2012,80.94,-0.022599142
20/04/2012,82.79,0.014723147
19/04/2012,81.58,-0.013635468
18/04/2012,82.7,-0.00674864
17/04/2012,83.26,0.015736918
16/04/2012,81.96,-0.000853711
13/04/2012,82.03,-0.020034462
12/04/2012,83.69,0.020278305
11/04/2012,82.01,0.006974638
10/04/2012,81.44,-0.014143128
09/04/2012,82.6,-0.006035021
05/04/2012,83.1,-0.004442584
04/04/2012,83.47,-0.021569928
03/04/2012,85.29,-0.008638858
02/04/2012,86.03,0.017352997
30/03/2012,84.55,-0.000472981
29/03/2012,84.59,0.001893268
28/03/2012,84.43,-0.018308222
27/03/2012,85.99,-0.011332221
26/03/2012,86.97,0.015527543
23/03/2012,85.63,0.008679388
22/03/2012,84.89,-0.028452247
21/03/2012,87.34,-0.006391257
20/03/2012,87.9,-0.018932276
19/03/2012,89.58,-0.006342869
16/03/2012,90.15,-0.006633523
15/03/2012,90.75,0.016779104
14/03/2012,89.24,-0.0051414
13/03/2012,89.7,0.006374791
12/03/2012,89.13,0.010262283
09/03/2012,88.22,0.00420288
08/03/2012,87.85,0.019076653
07/03/2012,86.19,0.007570059
06/03/2012,85.54,-0.030055806
05/03/2012,88.15,-0.004414518
02/03/2012,88.54,-0.008994889
01/03/2012,89.34,-0.005247012
29/02/2012,89.81,-0.00477646
28/02/2012,90.24,0
27/02/2012,90.24,0.006782702
24/02/2012,89.63,-0.008775396
23/02/2012,90.42,0.004655812
22/02/2012,90,0
21/02/2012,90,0.016016471
17/02/2012,88.57,-0.007760259
16/02/2012,89.26,0.018772461
15/02/2012,87.6,-0.015630627
14/02/2012,88.98,-0.014171972
13/02/2012,90.25,0.030830525
10/02/2012,87.51,-0.007627107
09/02/2012,88.18,0.000226835
08/02/2012,88.16,0.004661483
07/02/2012,87.75,0.012268686
06/02/2012,86.68,0.011137006
03/02/2012,85.72,0.038166672
02/02/2012,82.51,-0.00121124
01/02/2012,82.61,0.023640025
31/01/2012,80.68,-0.009621389
30/01/2012,81.46,-0.000490918
27/01/2012,81.5,0
26/01/2012,81.5,-0.010618273
25/01/2012,82.37,0.013444348
24/01/2012,81.27,-0.005277057
23/01/2012,81.7,0.002205613
20/01/2012,81.52,-0.041449864
19/01/2012,84.97,-0.001058637
18/01/2012,85.06,0.018869604
17/01/2012,83.47,0.01241653
13/01/2012,82.44,-0.007733243
12/01/2012,83.08,0.016505229
11/01/2012,81.72,0.006137248
10/01/2012,81.22,0.02999475
09/01/2012,78.82,0.015084013
06/01/2012,77.64,-0.016605312
05/01/2012,78.94,0.005589445
04/01/2012,78.5,-0.00419501
03/01/2012,78.83,0.03327622
30/12/2011,76.25,-0.007057008
29/12/2011,76.79,0.009946424
28/12/2011,76.03,-0.024682989
27/12/2011,77.93,0.006565843
23/12/2011,77.42,0.016540066
22/12/2011,76.15,0.001708616
21/12/2011,76.02,-0.005640469
20/12/2011,76.45,0.034330141
19/12/2011,73.87,-0.015447953
16/12/2011,75.02,-0.00875918
15/12/2011,75.68,-0.003561304
14/12/2011,75.95,-0.030855442
13/12/2011,78.33,-0.017087942
12/12/2011,79.68,-0.016677424
09/12/2011,81.02,0.018687475
08/12/2011,79.52,-0.029490429
07/12/2011,81.9,-0.02376899
06/12/2011,83.87,0.012477666
05/12/2011,82.83,0.008730503
02/12/2011,82.11,-0.011021731
01/12/2011,83.02,0.002895056
30/11/2011,82.78,0.05614987
29/11/2011,78.26,-0.013957846
28/11/2011,79.36,0.056773052
25/11/2011,74.98,-0.011799938
23/11/2011,75.87,-0.028072019
22/11/2011,78.03,-0.011214594
21/11/2011,78.91,-0.027251686
18/11/2011,81.09,0.002840385
17/11/2011,80.86,-0.02828767
16/11/2011,83.18,-0.025519158
15/11/2011,85.33,0.013331171
14/11/2011,84.2,-0.000237501
11/11/2011,84.22,0.022089734
10/11/2011,82.38,0.026819174
09/11/2011,80.2,-0.043193246
08/11/2011,83.74,0.009358197
07/11/2011,82.96,-0.018984511
04/11/2011,84.55,0.001420287
03/11/2011,84.43,0.042585363
02/11/2011,80.91,0.030238801
01/11/2011,78.5,-0.038117704
31/10/2011,81.55,-0.028290088
28/10/2011,83.89,-0.002975661
27/10/2011,84.14,0.070275571
26/10/2011,78.43,0.011283618
25/10/2011,77.55,-0.029477423
24/10/2011,79.87,0.025616415
21/10/2011,77.85,0.010199559
20/10/2011,77.06,0.010304663
19/10/2011,76.27,-0.011471903
18/10/2011,77.15,0.059272652
17/10/2011,72.71,-0.012301959
14/10/2011,73.61,0.01823342
13/10/2011,72.28,-0.007855067
12/10/2011,72.85,0.020244729
11/10/2011,71.39,0.016809492
10/10/2011,70.2,0.061542065
07/10/2011,66.01,-0.003025263
06/10/2011,66.21,0.018598097
05/10/2011,64.99,0.031257428
04/10/2011,62.99,0.035221735
03/10/2011,60.81,-0.037441843
30/09/2011,63.13,-0.034867345
29/09/2011,65.37,0.016659339
28/09/2011,64.29,-0.015128414
27/09/2011,65.27,0.027492607
26/09/2011,63.5,0.018757504
23/09/2011,62.32,0.006600684
22/09/2011,61.91,-0.04268748
21/09/2011,64.61,-0.04197904
20/09/2011,67.38,-0.030402809
19/09/2011,69.46,-0.008743695
16/09/2011,70.07,-0.007393749
15/09/2011,70.59,0.017722345
14/09/2011,69.35,0.024227688
13/09/2011,67.69,0.024072329
12/09/2011,66.08,-0.004529677
09/09/2011,66.38,-0.048661029
08/09/2011,69.69,-0.008714963
07/09/2011,70.3,0.032235211
06/09/2011,68.07,-0.019494362
02/09/2011,69.41,-0.040654858
01/09/2011,72.29,-0.015646764
31/08/2011,73.43,0.027894656
30/08/2011,71.41,0.008720168
29/08/2011,70.79,0.044631568
26/08/2011,67.7,0.028618329
25/08/2011,65.79,-0.030831535
24/08/2011,67.85,0.032657186
23/08/2011,65.67,0.03202873
22/08/2011,63.6,-0.006738253
19/08/2011,64.03,-0.024833543
18/08/2011,65.64,-0.051369465
17/08/2011,69.1,-0.012511848
16/08/2011,69.97,-0.015880101
15/08/2011,71.09,0.02146951
12/08/2011,69.58,0.042122303
11/08/2011,66.71,0.05690273
10/08/2011,63.02,-0.059746831
09/08/2011,66.9,0.073326399
08/08/2011,62.17,-0.083735415
05/08/2011,67.6,-0.003691403
04/08/2011,67.85,-0.062002146
03/08/2011,72.19,0.018313226
02/08/2011,70.88,-0.088773368
01/08/2011,77.46,-0.019939311
29/07/2011,79.02,0.005838321
28/07/2011,78.56,-0.017288588
27/07/2011,79.93,-0.058082407
26/07/2011,84.71,-0.036283319
25/07/2011,87.84,0.004449776
22/07/2011,87.45,-0.01182235
21/07/2011,88.49,0.01422661
20/07/2011,87.24,-0.003204397
19/07/2011,87.52,0.01868351
18/07/2011,85.9,-0.017997717
15/07/2011,87.46,0.028412649
14/07/2011,85.01,-0.018068918
13/07/2011,86.56,0.004283653
12/07/2011,86.19,-0.009239008
11/07/2011,86.99,-0.025872316
08/07/2011,89.27,-0.00947663
07/07/2011,90.12,-0.001441482
06/07/2011,90.25,-0.004532648
05/07/2011,90.66,-0.010096662
01/07/2011,91.58,0.020296307
30/06/2011,89.74,0.031928445
29/06/2011,86.92,0.000345205
28/06/2011,86.89,0.013440128
27/06/2011,85.73,0.008081089
24/06/2011,85.04,-0.011922993
23/06/2011,86.06,-0.005562007
22/06/2011,86.54,0.004748952
21/06/2011,86.13,0.009800568
20/06/2011,85.29,-0.000351679
17/06/2011,85.32,-0.009681069
16/06/2011,86.15,-0.003244875
15/06/2011,86.43,-0.026713917
14/06/2011,88.77,0.02555758
13/06/2011,86.53,0.008122579
10/06/2011,85.83,-0.022692905
09/06/2011,87.8,0.013992659
08/06/2011,86.58,-0.003113651
07/06/2011,86.85,-0.003563017
06/06/2011,87.16,0.010031794
03/06/2011,86.29,-0.007044316
02/06/2011,86.9,0.014722343
01/06/2011,85.63,-0.036913866
31/05/2011,88.85,-0.005947389
27/05/2011,89.38,0.015446499
26/05/2011,88.01,0.003186528
25/05/2011,87.73,0.02224491
24/05/2011,85.8,0.01030937
23/05/2011,84.92,-0.017740895
20/05/2011,86.44,-0.015610969
19/05/2011,87.8,0.008578834
18/05/2011,87.05,0.02089455
17/05/2011,85.25,-0.028333783
16/05/2011,87.7,0.002283106
13/05/2011,87.5,-0.011702684
12/05/2011,88.53,0.009419578
11/05/2011,87.7,-0.02888328
10/05/2011,90.27,0.01360717
09/05/2011,89.05,0.001685867
06/05/2011,88.9,-0.002471634
05/05/2011,89.12,-0.009603647
04/05/2011,89.98,-0.025673379
03/05/2011,92.32,-0.010773644
02/05/2011,93.32,-0.010658809
29/04/2011,94.32,0.002228945
28/04/2011,94.11,0.006716801
27/04/2011,93.48,-0.052207511
26/04/2011,98.49,0.032715368
25/04/2011,95.32,-0.012924925
21/04/2011,96.56,0.006858595
20/04/2011,95.9,0.021395136
19/04/2011,93.87,0.019904902
18/04/2011,92.02,-0.016917595
15/04/2011,93.59,-0.003413337
14/04/2011,93.91,0.003520191
13/04/2011,93.58,0.002246591
12/04/2011,93.37,-0.019829927
11/04/2011,95.24,-0.000734715
08/04/2011,95.31,-0.016854332
07/04/2011,96.93,0.009849232
06/04/2011,95.98,-0.002289521
05/04/2011,96.2,0
04/04/2011,96.2,0.003019106
01/04/2011,95.91,0.012907467
31/03/2011,94.68,0.000316907
30/03/2011,94.65,0.003492621
29/03/2011,94.32,0.010123162
28/03/2011,93.37,0.004400801
25/03/2011,92.96,0.000215169
24/03/2011,92.94,0.00853644
23/03/2011,92.15,0.018288852
22/03/2011,90.48,0.002766866
21/03/2011,90.23,0.016989343
18/03/2011,88.71,0.00724067
17/03/2011,88.07,0.024715322
16/03/2011,85.92,0.002447126
15/03/2011,85.71,-0.003494064
14/03/2011,86.01,0.007234571
11/03/2011,85.39,0.013796575
10/03/2011,84.22,-0.012742032
09/03/2011,85.3,-0.008056556
08/03/2011,85.99,0.009112213
07/03/2011,85.21,-0.024575249
04/03/2011,87.33,-0.025103082
03/03/2011,89.55,0.033150953
02/03/2011,86.63,-0.001730004
01/03/2011,86.78,-0.027280619
28/02/2011,89.18,0.007089435
25/02/2011,88.55,0.01032985
24/02/2011,87.64,0.004689206
23/02/2011,87.23,-0.021211026
22/02/2011,89.1,-0.030724043
18/02/2011,91.88,0.002506404
17/02/2011,91.65,0.004812434
16/02/2011,91.21,-0.002080938
15/02/2011,91.4,-0.0108815
14/02/2011,92.4,-0.012475963
11/02/2011,93.56,0.018772803
10/02/2011,91.82,0.004912942
09/02/2011,91.37,-0.011209782
08/02/2011,92.4,0.007495554
07/02/2011,91.71,0.007662034
04/02/2011,91.01,0.01016022
03/02/2011,90.09,0.001777581
02/02/2011,89.93,-0.005765622
01/02/2011,90.45,0.011564679
31/01/2011,89.41,0.025142887
28/01/2011,87.19,-0.016606387
