Date,Close,RAI
06/12/2013,51.26,0.014343502
05/12/2013,50.53,-0.001977067
04/12/2013,50.63,0.008529259
03/12/2013,50.2,0.002792741
02/12/2013,50.06,-0.007760461
29/11/2013,50.45,-0.002178003
27/11/2013,50.56,-0.002765161
26/11/2013,50.7,-0.001182732
25/11/2013,50.76,-0.002164716
22/11/2013,50.87,0.005321783
21/11/2013,50.6,-0.011397254
20/11/2013,51.18,-0.006038783
19/11/2013,51.49,-0.01866336
18/11/2013,52.46,-0.001143075
15/11/2013,52.52,0.003242112
14/11/2013,52.35,0.004403185
13/11/2013,52.12,0.01002708
12/11/2013,51.6,0.004856736
11/11/2013,51.35,0.001169135
08/11/2013,51.29,0.005082106
07/11/2013,51.03,-0.014203955
06/11/2013,51.76,0.006979478
05/11/2013,51.4,0.007224477
04/11/2013,51.03,-0.005861681
01/11/2013,51.33,-0.000778968
31/10/2013,51.37,0
30/10/2013,51.37,-0.011419847
29/10/2013,51.96,0.0184525
28/10/2013,51.01,0.007674937
25/10/2013,50.62,-0.001381897
24/10/2013,50.69,0.009315299
23/10/2013,50.22,-0.001591723
22/10/2013,50.3,-0.010088108
21/10/2013,50.81,0.004339257
18/10/2013,50.59,-0.002960626
17/10/2013,50.74,-0.006286858
16/10/2013,51.06,0.012415176
15/10/2013,50.43,-0.010847163
14/10/2013,50.98,0.007481823
11/10/2013,50.6,0.006344193
10/10/2013,50.28,0.031107336
09/10/2013,48.74,-0.006340138
08/10/2013,49.05,-0.004678133
07/10/2013,49.28,-0.000811359
04/10/2013,49.32,0.001014302
03/10/2013,49.27,0.002642009
02/10/2013,49.14,-0.001626678
01/10/2013,49.22,0.008979652
30/09/2013,48.78,-0.011414718
27/09/2013,49.34,-0.007068595
26/09/2013,49.69,0.012148358
25/09/2013,49.09,-0.009326913
24/09/2013,49.55,-0.006236817
23/09/2013,49.86,-0.002003607
20/09/2013,49.96,-0.002598702
19/09/2013,50.09,-0.005772884
18/09/2013,50.38,0.016006744
17/09/2013,49.58,0.004649761
16/09/2013,49.35,0.011412392
13/09/2013,48.79,0.016324363
12/09/2013,48,-0.004365458
11/09/2013,48.21,0.009587401
10/09/2013,47.75,0.003986995
09/09/2013,47.56,0.003158895
06/09/2013,47.41,-0.009864704
05/09/2013,47.88,0.00292826
04/09/2013,47.74,0.007358385
03/09/2013,47.39,-0.005051579
30/08/2013,47.63,-0.003562825
29/08/2013,47.8,0.006085424
28/08/2013,47.51,-0.009844042
27/08/2013,47.98,-0.001874024
26/08/2013,48.07,-0.008080433
23/08/2013,48.46,0.011832001
22/08/2013,47.89,-0.001877543
21/08/2013,47.98,-0.008095529
20/08/2013,48.37,0.002069537
19/08/2013,48.27,-0.003102702
16/08/2013,48.42,-0.014353332
15/08/2013,49.12,-0.020752231
14/08/2013,50.15,-0.001593943
13/08/2013,50.23,-0.005360879
12/08/2013,50.5,-0.002768442
09/08/2013,50.64,-0.004138345
08/08/2013,50.85,0.006115021
07/08/2013,50.54,-0.007097822
06/08/2013,50.9,0.002163439
05/08/2013,50.79,0.00256284
02/08/2013,50.66,0.007927112
01/08/2013,50.26,0.016652005
31/07/2013,49.43,-0.002626529
30/07/2013,49.56,-0.00583444
29/07/2013,49.85,-0.01156774
26/07/2013,50.43,-0.009865905
25/07/2013,50.93,0.011453522
24/07/2013,50.35,-0.008700866
23/07/2013,50.79,-0.02007669
22/07/2013,51.82,-0.018735016
19/07/2013,52.8,0.002655037
18/07/2013,52.66,0.003042984
17/07/2013,52.5,0.010146541
16/07/2013,51.97,0.009473246
15/07/2013,51.48,0.002528446
12/07/2013,51.35,-0.004662919
11/07/2013,51.59,0.021552558
10/07/2013,50.49,0.00576027
09/07/2013,50.2,0.002992521
08/07/2013,50.05,0.025087296
05/07/2013,48.81,0.004311679
03/07/2013,48.6,-0.001850139
02/07/2013,48.69,-0.002256643
01/07/2013,48.8,0.008850526
28/06/2013,48.37,-0.00412627
27/06/2013,48.57,0.000411862
26/06/2013,48.55,0.011184872
25/06/2013,48.01,0.008996818
24/06/2013,47.58,0.008230499
21/06/2013,47.19,0.019472103
20/06/2013,46.28,-0.028542939
19/06/2013,47.62,-0.034874059
18/06/2013,49.31,0.007123262
17/06/2013,48.96,0.011090687
14/06/2013,48.42,0.005384151
13/06/2013,48.16,0.012747012
12/06/2013,47.55,0.000420698
11/06/2013,47.53,-0.00983992
10/06/2013,48,0.003757049
07/06/2013,47.82,0.001883831
06/06/2013,47.73,-0.007722046
05/06/2013,48.1,-0.016290699
04/06/2013,48.89,0
03/06/2013,48.89,0.016082821
31/05/2013,48.11,-0.009310091
30/05/2013,48.56,-0.002468121
29/05/2013,48.68,-0.018117544
28/05/2013,49.57,0.006273419
24/05/2013,49.26,0.006721687
23/05/2013,48.93,-0.006315596
22/05/2013,49.24,-0.002636651
21/05/2013,49.37,-0.003437472
20/05/2013,49.54,-0.003425696
17/05/2013,49.71,0.01295827
16/05/2013,49.07,-0.004473371
15/05/2013,49.29,0.01389195
14/05/2013,48.61,0.013253456
13/05/2013,47.97,0.003968674
10/05/2013,47.78,0.006509209
09/05/2013,47.47,-0.005881134
08/05/2013,47.75,-0.000209402
07/05/2013,47.76,0.010735815
06/05/2013,47.25,-0.009269078
03/05/2013,47.69,0.000419463
02/05/2013,47.67,0.008426424
01/05/2013,47.27,-0.003168236
30/04/2013,47.42,-0.00168563
29/04/2013,47.5,0.012712036
26/04/2013,46.9,0.002775704
25/04/2013,46.77,0.016165887
24/04/2013,46.02,0.012903405
23/04/2013,45.43,-0.008547997
22/04/2013,45.82,0.009428861
19/04/2013,45.39,0.008629327
18/04/2013,45,-0.003106282
17/04/2013,45.14,-0.006624003
16/04/2013,45.44,0.018658915
15/04/2013,44.6,-0.034812945
12/04/2013,46.18,0.008917949
11/04/2013,45.77,0.003501864
10/04/2013,45.61,0.002634469
09/04/2013,45.49,0.017966547
08/04/2013,44.68,0.010801185
05/04/2013,44.2,-0.012590094
04/04/2013,44.76,0.011459512
03/04/2013,44.25,-0.011012585
02/04/2013,44.74,0.006278048
01/04/2013,44.46,-0.000674536
28/03/2013,44.49,0.000899483
27/03/2013,44.45,0.000900293
26/03/2013,44.41,0.013146155
25/03/2013,43.83,0.004344353
22/03/2013,43.64,0.005053997
21/03/2013,43.42,0.002536609
20/03/2013,43.31,0.012079125
19/03/2013,42.79,0.002808333
18/03/2013,42.67,-0.009330602
15/03/2013,43.07,-0.005094962
14/03/2013,43.29,0.000924428
13/03/2013,43.25,0.006029703
12/03/2013,42.99,-0.009261469
11/03/2013,43.39,0.006242073
08/03/2013,43.12,0.000231938
07/03/2013,43.11,-0.005782368
06/03/2013,43.36,-0.026401169
05/03/2013,44.52,0.010386185
04/03/2013,44.06,0.016014984
01/03/2013,43.36,-0.007352974
28/02/2013,43.68,-0.003884387
27/02/2013,43.85,-0.001367366
26/02/2013,43.91,-0.011772832
25/02/2013,44.43,-0.011190806
22/02/2013,44.93,0.001113462
21/02/2013,44.88,0.007380107
20/02/2013,44.55,0.008339956
19/02/2013,44.18,0.013673868
15/02/2013,43.58,0.003217654
14/02/2013,43.44,-0.015532519
13/02/2013,44.12,0.004088127
12/02/2013,43.94,-0.006352108
11/02/2013,44.22,-0.001807502
08/02/2013,44.3,0.001129306
07/02/2013,44.25,0.011135213
06/02/2013,43.76,-0.002282585
05/02/2013,43.86,0.004341375
04/02/2013,43.67,-0.018153437
01/02/2013,44.47,0.011079819
31/01/2013,43.98,-0.007249692
30/01/2013,44.3,0.00339175
29/01/2013,44.15,0.004540303
28/01/2013,43.95,0.002277905
25/01/2013,43.85,0.009163867
24/01/2013,43.45,0.027296691
23/01/2013,42.28,-0.007070498
22/01/2013,42.58,0.00117495
18/01/2013,42.53,0.002118396
17/01/2013,42.44,0.004960445
16/01/2013,42.23,-0.005902508
15/01/2013,42.48,-0.005165543
14/01/2013,42.7,0.001875294
11/01/2013,42.62,0.008482614
10/01/2013,42.26,0.009749215
09/01/2013,41.85,0.004550361
08/01/2013,41.66,-0.011930468
07/01/2013,42.16,-0.014832526
04/01/2013,42.79,0.000935235
03/01/2013,42.75,-0.003036321
02/01/2013,42.88,0.034400261
31/12/2012,41.43,0.010677122
28/12/2012,40.99,-0.005352811
27/12/2012,41.21,-0.001212562
26/12/2012,41.26,-0.009407861
24/12/2012,41.65,-0.002158533
21/12/2012,41.74,-0.008587839
20/12/2012,42.1,0.001426195
19/12/2012,42.04,0.002381521
18/12/2012,41.94,-0.022165491
17/12/2012,42.88,0.002334813
14/12/2012,42.78,-0.005826843
13/12/2012,43.03,0.003725266
12/12/2012,42.87,0.00140056
11/12/2012,42.81,0.000233618
10/12/2012,42.8,-0.005359444
07/12/2012,43.03,0.002093754
06/12/2012,42.94,-0.012037182
05/12/2012,43.46,-0.013711367
04/12/2012,44.06,0.003638021
03/12/2012,43.9,0.004108657
30/11/2012,43.72,0.006194812
29/11/2012,43.45,-0.004363309
28/11/2012,43.64,0.016636243
27/11/2012,42.92,-0.000232964
26/11/2012,42.93,-0.00348797
23/11/2012,43.08,0.011909072
21/11/2012,42.57,0.006126315
20/11/2012,42.31,0.00759197
19/11/2012,41.99,0.025812554
16/11/2012,40.92,0.023239612
15/11/2012,39.98,-0.002248596
14/11/2012,40.07,-0.020013021
13/11/2012,40.88,0.005150226
12/11/2012,40.67,-0.017548586
09/11/2012,41.39,0.009955163
08/11/2012,40.98,-0.006324516
07/11/2012,41.24,-0.013009097
06/11/2012,41.78,0.005039003
05/11/2012,41.57,0.011857368
02/11/2012,41.08,-0.016178066
01/11/2012,41.75,0.002638208
31/10/2012,41.64,0.008198744
26/10/2012,41.3,-0.001209922
25/10/2012,41.35,0.006794494
24/10/2012,41.07,-0.020485112
23/10/2012,41.92,-0.014211513
22/10/2012,42.52,0.013496121
19/10/2012,41.95,-0.019358489
18/10/2012,42.77,-0.008381888
17/10/2012,43.13,0.01025411
16/10/2012,42.69,0.006109042
15/10/2012,42.43,0.010662345
12/10/2012,41.98,-0.004989912
11/10/2012,42.19,-0.010844048
10/10/2012,42.65,-0.005611425
09/10/2012,42.89,-0.026686654
08/10/2012,44.05,-0.003625655
05/10/2012,44.21,-0.001356239
04/10/2012,44.27,0.007254623
03/10/2012,43.95,0.013284666
02/10/2012,43.37,-0.001842894
01/10/2012,43.45,0.002534856
28/09/2012,43.34,-0.004833707
27/09/2012,43.55,-0.002522648
26/09/2012,43.66,0.001375201
25/09/2012,43.6,-0.006173565
24/09/2012,43.87,-0.00273162
21/09/2012,43.99,0.000909711
20/09/2012,43.95,0.007766142
19/09/2012,43.61,0.001376779
18/09/2012,43.55,-0.004124662
17/09/2012,43.73,-0.005245764
14/09/2012,43.96,0.000682672
13/09/2012,43.93,0.016756963
12/09/2012,43.2,-0.019030725
11/09/2012,44.03,-0.00836825
10/09/2012,44.4,-0.001350439
07/09/2012,44.46,-0.017170675
06/09/2012,45.23,-0.019269263
05/09/2012,46.11,-0.007561881
04/09/2012,46.46,0.007778777
31/08/2012,46.1,0.000868056
30/08/2012,46.06,-0.001952067
29/08/2012,46.15,0.003472979
28/08/2012,45.99,0.009613358
27/08/2012,45.55,0.000439174
24/08/2012,45.53,0.010820466
23/08/2012,45.04,-0.009281835
22/08/2012,45.46,-0.007451273
21/08/2012,45.8,-0.010641864
20/08/2012,46.29,-0.006245309
17/08/2012,46.58,-0.002144543
16/08/2012,46.68,0.001929882
15/08/2012,46.59,-0.000214615
14/08/2012,46.6,0.011655647
13/08/2012,46.06,0.00108613
10/08/2012,46.01,0.013566948
09/08/2012,45.39,-0.00877391
08/08/2012,45.79,0.002186271
07/08/2012,45.69,-0.01950647
06/08/2012,46.59,-0.000429185
03/08/2012,46.61,0.008835312
02/08/2012,46.2,-0.00690253
01/08/2012,46.52,0.005388525
31/07/2012,46.27,-0.00452831
30/07/2012,46.48,0.007125152
27/07/2012,46.15,0.0133059
26/07/2012,45.54,0.002858716
25/07/2012,45.41,0.001322169
24/07/2012,45.35,-0.008563012
23/07/2012,45.74,-0.008273507
20/07/2012,46.12,-0.002598529
19/07/2012,46.24,-0.006681779
18/07/2012,46.55,0.005385043
17/07/2012,46.3,0.003028339
16/07/2012,46.16,0.001300672
13/07/2012,46.1,0.010905233
12/07/2012,45.6,-0.002190581
11/07/2012,45.7,-0.002622379
10/07/2012,45.82,0.006129616
09/07/2012,45.54,0.000878735
06/07/2012,45.5,0.000879508
05/07/2012,45.46,-0.004827747
03/07/2012,45.68,0.003508776
02/07/2012,45.52,0.01438237
29/06/2012,44.87,0.016629597
28/06/2012,44.13,0.002041511
27/06/2012,44.04,0.007979069
26/06/2012,43.69,0.008966608
25/06/2012,43.3,-0.000692601
22/06/2012,43.33,0.002541885
21/06/2012,43.22,-0.004386478
20/06/2012,43.41,0.002537194
19/06/2012,43.3,0.007185105
18/06/2012,42.99,0.007237104
15/06/2012,42.68,0.004461672
14/06/2012,42.49,0.017808852
13/06/2012,41.74,0.009629347
12/06/2012,41.34,0.003149609
11/06/2012,41.21,0.001943163
08/06/2012,41.13,-0.000243102
07/06/2012,41.14,-0.00315496
06/06/2012,41.27,0.017600063
05/06/2012,40.55,-0.005165428
04/06/2012,40.76,-0.007333203
01/06/2012,41.06,-0.018818408
31/05/2012,41.84,-0.002148741
30/05/2012,41.93,-0.009494493
29/05/2012,42.33,0.008540977
25/05/2012,41.97,0.001907942
24/05/2012,41.89,0.012732905
23/05/2012,41.36,0.003390655
22/05/2012,41.22,0.003158793
21/05/2012,41.09,0.009782421
18/05/2012,40.69,0.000491642
17/05/2012,40.67,0
16/05/2012,40.67,0.007156107
15/05/2012,40.38,-0.002226346
14/05/2012,40.47,-0.000741015
11/05/2012,40.5,-0.001726903
10/05/2012,40.57,0.013149923
09/05/2012,40.04,-0.016840418
08/05/2012,40.72,0.011112597
07/05/2012,40.27,-0.00248016
04/05/2012,40.37,-0.004202206
03/05/2012,40.54,-0.002709695
02/05/2012,40.65,-0.002947681
01/05/2012,40.77,-0.001470589
30/04/2012,40.83,0.006141771
27/04/2012,40.58,-0.000492732
26/04/2012,40.6,0.023677119
25/04/2012,39.65,0
24/04/2012,39.65,-0.050889682
23/04/2012,41.72,-0.001915709
20/04/2012,41.8,0.003835096
19/04/2012,41.64,0.005055988
18/04/2012,41.43,-0.006735652
17/04/2012,41.71,0.006735652
16/04/2012,41.43,-0.004094911
13/04/2012,41.6,-0.004556909
12/04/2012,41.79,0.003115641
11/04/2012,41.66,0.012560552
10/04/2012,41.14,-0.009194355
09/04/2012,41.52,-0.013159659
05/04/2012,42.07,0.0150883
04/04/2012,41.44,-0.001205836
03/04/2012,41.49,-0.001685732
02/04/2012,41.56,0.002891568
30/03/2012,41.44,0.010918463
29/03/2012,40.99,-0.004867374
28/03/2012,41.19,-0.004118722
27/03/2012,41.36,-0.001932368
26/03/2012,41.44,0.010674531
23/03/2012,41,-0.007290433
22/03/2012,41.3,-0.00145173
21/03/2012,41.36,0.004118722
20/03/2012,41.19,-0.002909093
19/03/2012,41.31,-0.00096782
16/03/2012,41.35,0.00096782
15/03/2012,41.31,-0.000484027
14/03/2012,41.33,-0.012742088
13/03/2012,41.86,-0.000716418
12/03/2012,41.89,-0.004525433
09/03/2012,42.08,-0.002136499
08/03/2012,42.17,0.011447776
07/03/2012,41.69,-0.013816323
06/03/2012,42.27,-0.003542335
05/03/2012,42.42,0.008285052
02/03/2012,42.07,-0.002137007
01/03/2012,42.16,0.005470343
29/02/2012,41.93,0.008382279
28/02/2012,41.58,-0.005755412
27/02/2012,41.82,0.012996573
24/02/2012,41.28,0.015379285
23/02/2012,40.65,0.008151212
22/02/2012,40.32,-0.008397184
21/02/2012,40.66,-0.005640726
17/02/2012,40.89,-0.002686532
16/02/2012,41,0.015485132
15/02/2012,40.37,-0.000247678
14/02/2012,40.38,0.005712172
13/02/2012,40.15,0.010264203
10/02/2012,39.74,-0.012006147
09/02/2012,40.22,0.015030343
08/02/2012,39.62,-0.012291639
07/02/2012,40.11,0.002746226
06/02/2012,40,0.006269613
03/02/2012,39.75,-0.000754432
02/02/2012,39.78,0.004787712
01/02/2012,39.59,0.009134801
31/01/2012,39.23,-0.008376747
30/01/2012,39.56,0.003545205
27/01/2012,39.42,-0.016354623
26/01/2012,40.07,-0.006219699
25/01/2012,40.32,0.014992785
24/01/2012,39.72,-0.019200191
23/01/2012,40.49,0.006690646
20/01/2012,40.22,0
19/01/2012,40.22,-0.024073872
18/01/2012,41.2,-0.010142565
17/01/2012,41.62,0.007234177
13/01/2012,41.32,0.005338523
12/01/2012,41.1,0.003900541
11/01/2012,40.94,-0.005116347
10/01/2012,41.15,0.011979119
09/01/2012,40.66,0.005425414
06/01/2012,40.44,-0.003948672
05/01/2012,40.6,-0.003933142
04/01/2012,40.76,-0.011464938
03/01/2012,41.23,-0.004597709
30/12/2011,41.42,-0.008175088
29/12/2011,41.76,0.001437815
28/12/2011,41.7,-0.000958773
27/12/2011,41.74,0.000479272
23/12/2011,41.72,0.010844786
22/12/2011,41.27,-0.005316591
21/12/2011,41.49,0.011636495
20/12/2011,41.01,0.01202026
19/12/2011,40.52,-0.003449129
16/12/2011,40.66,-0.01003312
15/12/2011,41.07,0.017686533
14/12/2011,40.35,-0.009864445
13/12/2011,40.75,0.010608216
12/12/2011,40.32,-0.005441517
09/12/2011,40.54,0.004697746
08/12/2011,40.35,-0.013783137
07/12/2011,40.91,-0.017446529
06/12/2011,41.63,0.007474417
05/12/2011,41.32,0.001453137
02/12/2011,41.26,-0.010607621
01/12/2011,41.7,-0.003829588
30/11/2011,41.86,0.023934419
29/11/2011,40.87,0.017275849
28/11/2011,40.17,0.004491026
25/11/2011,39.99,-0.001998502
23/11/2011,40.07,-0.004482079
22/11/2011,40.25,-0.007425777
21/11/2011,40.55,0.010910101
18/11/2011,40.11,-0.002987306
17/11/2011,40.23,0.008738041
16/11/2011,39.88,0.008562127
15/11/2011,39.54,0.020956555
14/11/2011,38.72,-0.004637988
11/11/2011,38.9,0.002831769
10/11/2011,38.79,0.018473272
09/11/2011,38.08,-0.019761433
08/11/2011,38.84,0.010352059
07/11/2011,38.44,0.008621869
04/11/2011,38.11,-0.011738755
03/11/2011,38.56,0.00598259
02/11/2011,38.33,0.010226915
01/11/2011,37.94,-0.019316706
31/10/2011,38.68,-0.011566766
28/10/2011,39.13,0.001278609
27/10/2011,39.08,0.018595577
26/10/2011,38.36,0.008377012
25/10/2011,38.04,-0.034365867
24/10/2011,39.37,-0.009102465
21/10/2011,39.73,0.015472725
20/10/2011,39.12,0.002815822
19/10/2011,39.01,-0.00715201
18/10/2011,39.29,0.006383272
17/10/2011,39.04,-0.005364683
14/10/2011,39.25,0.001529832
13/10/2011,39.19,0.010259131
12/10/2011,38.79,-0.012807552
11/10/2011,39.29,-0.008111578
10/10/2011,39.61,0.006331539
07/10/2011,39.36,0.019497796
06/10/2011,38.6,0.019885532
05/10/2011,37.84,-0.001056524
04/10/2011,37.88,0.012752564
03/10/2011,37.4,-0.002136753
30/09/2011,37.48,0.007498696
29/09/2011,37.2,0.010267585
28/09/2011,36.82,-0.011342277
27/09/2011,37.24,0.004845232
26/09/2011,37.06,0.016322452
23/09/2011,36.46,0.005500564
22/09/2011,36.26,-0.026131046
21/09/2011,37.22,-0.021529071
20/09/2011,38.03,0.007919788
19/09/2011,37.73,0.000265076
16/09/2011,37.72,-0.008973404
15/09/2011,38.06,0.010034412
14/09/2011,37.68,0.014165679
13/09/2011,37.15,0.006481254
12/09/2011,36.91,0.00952777
09/09/2011,36.56,-0.025652818
08/09/2011,37.51,-0.008494875
07/09/2011,37.83,0.016793677
06/09/2011,37.2,0.003500744
02/09/2011,37.07,-0.008327785
01/09/2011,37.38,-0.005070058
31/08/2011,37.57,0.00774887
30/08/2011,37.28,-0.004816707
29/08/2011,37.46,0.024045465
26/08/2011,36.57,0.008788851
25/08/2011,36.25,-0.013154479
24/08/2011,36.73,-0.009753532
23/08/2011,37.09,0.036517441
22/08/2011,35.76,0
19/08/2011,35.76,0.007578984
18/08/2011,35.49,0.003952574
17/08/2011,35.35,0.010521923
16/08/2011,34.98,-0.004848149
15/08/2011,35.15,0.03238213
12/08/2011,34.03,0.004122503
11/08/2011,33.89,0.03269147
10/08/2011,32.8,-0.021116923
09/08/2011,33.5,0.031228853
08/08/2011,32.47,-0.055994269
05/08/2011,34.34,0.021784789
04/08/2011,33.6,-0.035953017
03/08/2011,34.83,0.003739397
02/08/2011,34.7,-0.007178782
01/08/2011,34.95,-0.007127614
29/07/2011,35.2,-0.000284051
28/07/2011,35.21,0.002274667
27/07/2011,35.13,-0.006808537
26/07/2011,35.37,-0.009846753
25/07/2011,35.72,-0.015004449
22/07/2011,36.26,-0.060202743
21/07/2011,38.51,0.017286968
20/07/2011,37.85,-0.004744342
19/07/2011,38.03,0.02610697
18/07/2011,37.05,-0.003502631
15/07/2011,37.18,-0.003490405
14/07/2011,37.31,0.001341022
13/07/2011,37.26,-0.002144773
12/07/2011,37.34,-0.006406856
11/07/2011,37.58,-0.012691868
08/07/2011,38.06,-0.001837512
07/07/2011,38.13,0.002626052
06/07/2011,38.03,0.008184864
05/07/2011,37.72,0.006916761
01/07/2011,37.46,0.011005345
30/06/2011,37.05,-0.001618123
29/06/2011,37.11,-0.001884507
28/06/2011,37.18,-0.001075269
27/06/2011,37.22,0.00430803
24/06/2011,37.06,-0.005113724
23/06/2011,37.25,-0.012273366
22/06/2011,37.71,-0.012124555
21/06/2011,38.17,-0.002093694
20/06/2011,38.25,0.006294277
17/06/2011,38.01,0.013775052
16/06/2011,37.49,0.000800534
15/06/2011,37.46,-0.023480831
14/06/2011,38.35,0.020814873
13/06/2011,37.56,0.000799041
10/06/2011,37.53,-0.015598466
09/06/2011,38.12,0.008429976
08/06/2011,37.8,-0.010788159
07/06/2011,38.21,-0.005741143
06/06/2011,38.43,-0.004413872
03/06/2011,38.6,-0.010052927
02/06/2011,38.99,-0.012742272
01/06/2011,39.49,-0.007316798
31/05/2011,39.78,0.007316798
27/05/2011,39.49,0.003805662
26/05/2011,39.34,-0.006334748
25/05/2011,39.59,0.011176139
24/05/2011,39.15,-0.00076599
23/05/2011,39.18,-0.002549071
20/05/2011,39.28,-0.006091389
19/05/2011,39.52,0.020192379
18/05/2011,38.73,0.001550388
17/05/2011,38.67,-0.000775494
16/05/2011,38.7,0.000258431
13/05/2011,38.69,0.008826641
12/05/2011,38.35,0.012595286
11/05/2011,37.87,-0.002637132
10/05/2011,37.97,0.011389343
09/05/2011,37.54,0.002133334
06/05/2011,37.46,0.008848429
05/05/2011,37.13,-0.004299926
04/05/2011,37.29,-0.001339944
03/05/2011,37.34,0.002144773
02/05/2011,37.26,0.00403389
29/04/2011,37.11,0.005403958
28/04/2011,36.91,0.000542005
27/04/2011,36.89,0.012822437
26/04/2011,36.42,0.006335237
25/04/2011,36.19,-0.002483788
21/04/2011,36.28,-0.000275596
20/04/2011,36.29,0.01164093
19/04/2011,35.87,-0.001114517
18/04/2011,35.91,-0.016844247
15/04/2011,36.52,0.002467445
14/04/2011,36.43,0.009931116
13/04/2011,36.07,0.002220373
12/04/2011,35.99,-0.002220373
11/04/2011,36.07,0.010030733
08/04/2011,35.71,-0.002796422
07/04/2011,35.81,-0.001116383
06/04/2011,35.85,-0.006395128
05/04/2011,36.08,0.002497573
04/04/2011,35.99,-0.001388311
01/04/2011,36.04,0.014252023
31/03/2011,35.53,-0.012307848
30/03/2011,35.97,0.008936111
29/03/2011,35.65,0.003371737
28/03/2011,35.53,0.009331327
25/03/2011,35.2,0.006841532
24/03/2011,34.96,0.008041399
23/03/2011,34.68,0.014229948
22/03/2011,34.19,0.008223248
21/03/2011,33.91,0.013060441
18/03/2011,33.47,0.01869777
17/03/2011,32.85,0.010404011
16/03/2011,32.51,-0.017078793
15/03/2011,33.07,-0.014112229
14/03/2011,33.54,-0.005648893
11/03/2011,33.73,-0.000592768
10/03/2011,33.75,-0.014998076
09/03/2011,34.26,-0.000583601
08/03/2011,34.28,-0.012177593
07/03/2011,34.7,-0.00431345
04/03/2011,34.85,0.003737247
03/03/2011,34.72,0.023311079
02/03/2011,33.92,-0.002061553
01/03/2011,33.99,-0.009661911
28/02/2011,34.32,0.009956158
25/02/2011,33.98,0.006791699
24/02/2011,33.75,-0.013829851
23/02/2011,34.22,-0.006118009
22/02/2011,34.43,-0.003768667
18/02/2011,34.56,0.005221944
17/02/2011,34.38,0.019383867
16/02/2011,33.72,0.014638051
15/02/2011,33.23,-0.000601685
14/02/2011,33.25,0.017291497
11/02/2011,32.68,0.021652563
10/02/2011,31.98,-0.00125
09/02/2011,32.02,-0.000936476
08/02/2011,32.05,0.007830894
07/02/2011,31.8,-0.004392853
04/02/2011,31.94,0.003449901
03/02/2011,31.83,-0.018366275
02/02/2011,32.42,0.011790394
01/02/2011,32.04,0.007204416
31/01/2011,31.81,0
28/01/2011,31.81,-0.023303835
27/01/2011,32.56,0.005234808
