Date,Close,MAC
26/08/2013,56.55,-0.00300168
23/08/2013,56.72,0.004771592
22/08/2013,56.45,0.007111141
21/08/2013,56.05,-0.012763868
20/08/2013,56.77,0.02136453
19/08/2013,55.57,-0.020483395
16/08/2013,56.72,-0.031924987
15/08/2013,58.56,-0.023959304
14/08/2013,59.98,-0.002664004
13/08/2013,60.14,-0.022199382
12/08/2013,61.49,-0.005190604
09/08/2013,61.81,0.000485476
08/08/2013,61.78,-0.001617338
07/08/2013,61.88,-0.007566646
06/08/2013,62.35,0.019924527
05/08/2013,61.12,-0.011872954
02/08/2013,61.85,-0.004677805
01/08/2013,62.14,0.001449392
31/07/2013,62.05,-0.023256862
30/07/2013,63.51,0.002680333
29/07/2013,63.34,-0.004568016
26/07/2013,63.63,-0.010163484
25/07/2013,64.28,0.000311187
24/07/2013,64.26,-0.025656219
23/07/2013,65.93,0.003646866
22/07/2013,65.69,0.005189267
19/07/2013,65.35,0.000306091
18/07/2013,65.33,0.007220248
17/07/2013,64.86,0.005876003
16/07/2013,64.48,-0.000155075
15/07/2013,64.49,0.011070511
12/07/2013,63.78,-0.005472612
11/07/2013,64.13,0.0209572
10/07/2013,62.8,-0.002544531
09/07/2013,62.96,0.014720266
08/07/2013,62.04,0.010369503
05/07/2013,61.4,0.003589496
03/07/2013,61.18,-0.008787689
02/07/2013,61.72,0.019303724
01/07/2013,60.54,-0.007077636
28/06/2013,60.97,-0.000655845
27/06/2013,61.01,0.008063896
26/06/2013,60.52,0.01901642
25/06/2013,59.38,0.026276891
24/06/2013,57.84,-0.01049111
21/06/2013,58.45,0.008073564
20/06/2013,57.98,-0.047327178
19/06/2013,60.79,-0.030936146
18/06/2013,62.7,0.004796172
17/06/2013,62.4,0.00240674
14/06/2013,62.25,-0.008796538
13/06/2013,62.8,0.033023396
12/06/2013,60.76,-0.013405465
11/06/2013,61.58,-0.017864803
10/06/2013,62.69,-0.000956633
07/06/2013,62.75,-0.001114916
06/06/2013,62.82,0.019449299
05/06/2013,61.61,-0.01737775
04/06/2013,62.69,-0.019743198
03/06/2013,63.94,-0.015056551
31/05/2013,64.91,-0.014529582
30/05/2013,65.86,0.000151849
29/05/2013,65.85,-0.008769333
28/05/2013,66.43,-0.006452119
24/05/2013,66.86,-0.003434121
23/05/2013,67.09,-0.022694755
22/05/2013,68.63,-0.029008352
21/05/2013,70.65,-0.002685704
20/05/2013,70.84,0.006088514
17/05/2013,70.41,0.005126026
16/05/2013,70.05,-0.0092363
15/05/2013,70.7,0.005104946
14/05/2013,70.34,0
13/05/2013,70.34,0.001422678
10/05/2013,70.24,0.008291684
09/05/2013,69.66,-0.004868977
08/05/2013,70,-0.009242867
07/05/2013,70.65,-0.002262125
06/05/2013,70.81,0.00552292
03/05/2013,70.42,0.019791267
02/05/2013,69.04,0.003627661
01/05/2013,68.79,-0.018150887
30/04/2013,70.05,0.007019583
29/04/2013,69.56,0.010985945
26/04/2013,68.8,0.005100193
25/04/2013,68.45,0.01205188
24/04/2013,67.63,0.006973839
23/04/2013,67.16,0.006573074
22/04/2013,66.72,-0.006870826
19/04/2013,67.18,0.014997282
18/04/2013,66.18,-0.003469345
17/04/2013,66.41,-0.015094062
16/04/2013,67.42,0.021438494
15/04/2013,65.99,-0.0232168
12/04/2013,67.54,0.005642183
11/04/2013,67.16,0.007772834
10/04/2013,66.64,0.016644355
09/04/2013,65.54,-0.003655197
08/04/2013,65.78,0.01100592
05/04/2013,65.06,-0.001382383
04/04/2013,65.15,0.014221912
03/04/2013,64.23,-0.006363023
02/04/2013,64.64,0.00216819
01/04/2013,64.5,0.001862198
28/03/2013,64.38,0.008736405
27/03/2013,63.82,0.001725085
26/03/2013,63.71,0.00787902
25/03/2013,63.21,0.005393414
22/03/2013,62.87,0.007023173
21/03/2013,62.43,-0.002240001
20/03/2013,62.57,0.008345418
19/03/2013,62.05,-0.004020914
18/03/2013,62.3,-0.004963584
15/03/2013,62.61,0.003680299
14/03/2013,62.38,0.006271629
13/03/2013,61.99,0.000322685
12/03/2013,61.97,-0.003865362
11/03/2013,62.21,0.003220096
08/03/2013,62.01,-0.001289283
07/03/2013,62.09,0.003711178
06/03/2013,61.86,0.008278596
05/03/2013,61.35,0.011475536
04/03/2013,60.65,0.008943418
01/03/2013,60.11,0
28/02/2013,60.11,-0.00332171
27/02/2013,60.31,0.009830955
26/02/2013,59.72,0.002179198
25/02/2013,59.59,-0.01515559
22/02/2013,60.5,-0.000165276
21/02/2013,60.51,-0.006096073
20/02/2013,60.88,-0.018713425
19/02/2013,62.03,0.008093278
15/02/2013,61.53,-0.001461632
14/02/2013,61.62,-0.004210533
13/02/2013,61.88,0.000161616
12/02/2013,61.87,0.005673084
11/02/2013,61.52,-0.001948685
08/02/2013,61.64,0.002273836
07/02/2013,61.5,-0.000162588
06/02/2013,61.51,0.024022215
05/02/2013,60.05,-0.006308122
04/02/2013,60.43,-0.000496319
01/02/2013,60.46,0.012315017
31/01/2013,59.72,-0.001840235
30/01/2013,59.83,-0.002670674
29/01/2013,59.99,0.004845861
28/01/2013,59.7,0.006048406
25/01/2013,59.34,0.001011634
24/01/2013,59.28,0.004734537
23/01/2013,59,-0.003553003
22/01/2013,59.21,0.010185116
18/01/2013,58.61,0.00908396
17/01/2013,58.08,0
16/01/2013,58.08,-0.004980689
15/01/2013,58.37,0.006014281
14/01/2013,58.02,0.001379786
11/01/2013,57.94,-0.004133661
10/01/2013,58.18,-0.010430119
09/01/2013,58.79,-0.004582104
08/01/2013,59.06,0.004752215
07/01/2013,58.78,-0.003735783
04/01/2013,59,0.000339041
03/01/2013,58.98,0.003056548
02/01/2013,58.8,0.008539762
31/12/2012,58.3,0.012079526
28/12/2012,57.6,-0.010190951
27/12/2012,58.19,0.001031637
26/12/2012,58.13,-0.005660878
24/12/2012,58.46,-0.000342056
21/12/2012,58.48,0.001368926
20/12/2012,58.4,0.011538921
19/12/2012,57.73,-0.00569999
18/12/2012,58.06,0.00847536
17/12/2012,57.57,-0.004851855
14/12/2012,57.85,-0.002761956
13/12/2012,58.01,-0.00670048
12/12/2012,58.4,0.001370802
11/12/2012,58.32,0.003607322
10/12/2012,58.11,0.003620382
07/12/2012,57.9,0.000345483
06/12/2012,57.88,0.009373441
05/12/2012,57.34,-0.002786487
04/12/2012,57.5,0.007155978
03/12/2012,57.09,0.010388332
30/11/2012,56.5,0.008888947
29/11/2012,56,0.003040331
28/11/2012,55.83,-0.010689573
27/11/2012,56.43,-0.007591174
26/11/2012,56.86,-0.001932707
23/11/2012,56.97,0.007046004
21/11/2012,56.57,0.005672768
20/11/2012,56.25,0.004990208
19/11/2012,55.97,0.010597315
16/11/2012,55.38,0.012720506
15/11/2012,54.68,-0.010189317
14/11/2012,55.24,-0.015804927
13/11/2012,56.12,0.003927875
12/11/2012,55.9,-0.001787311
09/11/2012,56,0
08/11/2012,56,-0.012246138
07/11/2012,56.69,-0.011749368
06/11/2012,57.36,-0.000348614
05/11/2012,57.38,-0.002784548
02/11/2012,57.54,0.011009286
01/11/2012,56.91,-0.001580195
31/10/2012,57,-0.001052078
26/10/2012,57.06,0.002808005
25/10/2012,56.9,0.004579892
24/10/2012,56.64,-0.005282632
23/10/2012,56.94,-0.011177203
22/10/2012,57.58,-0.02283557
19/10/2012,58.91,-0.005248467
18/10/2012,59.22,-0.001855758
17/10/2012,59.33,-0.005714301
16/10/2012,59.67,0.004198511
15/10/2012,59.42,0.006585081
12/10/2012,59.03,0.006799278
11/10/2012,58.63,-0.00238501
10/10/2012,58.77,0.006829461
09/10/2012,58.37,-0.001882756
08/10/2012,58.48,0.000855359
05/10/2012,58.43,0.002227363
04/10/2012,58.3,0.001544932
03/10/2012,58.21,0.013664487
02/10/2012,57.42,0.012265792
01/10/2012,56.72,-0.008951354
28/09/2012,57.23,-0.002094607
27/09/2012,57.35,0.00087222
26/09/2012,57.3,-0.000697837
25/09/2012,57.34,-0.018830996
24/09/2012,58.43,-0.008351135
21/09/2012,58.92,-0.004572017
20/09/2012,59.19,-0.017749964
19/09/2012,60.25,-0.00381016
18/09/2012,60.48,-0.009052815
17/09/2012,61.03,-0.005066612
14/09/2012,61.34,0.005230479
13/09/2012,61.02,0.007732209
12/09/2012,60.55,-0.000825423
11/09/2012,60.6,0.0038026
10/09/2012,60.37,-0.007426389
07/09/2012,60.82,0.007426389
06/09/2012,60.37,0.006314411
05/09/2012,59.99,0.00083382
04/09/2012,59.94,0.00619197
31/08/2012,59.57,0.000671704
30/08/2012,59.53,-0.004358036
29/08/2012,59.79,0
28/08/2012,59.79,-0.002171916
27/08/2012,59.92,0.004516191
24/08/2012,59.65,0.014352294
23/08/2012,58.8,0.024794659
22/08/2012,57.36,-0.000522876
21/08/2012,57.39,-0.003826092
20/08/2012,57.61,-0.00190757
17/08/2012,57.72,0.002775852
16/08/2012,57.56,-0.003814813
15/08/2012,57.78,0.003120127
14/08/2012,57.6,0.003826757
13/08/2012,57.38,0.001918884
10/08/2012,57.27,0.002097536
09/08/2012,57.15,-0.004887425
08/08/2012,57.43,-0.01331854
07/08/2012,58.2,-0.013313049
06/08/2012,58.98,0.004588333
03/08/2012,58.71,0.009756175
02/08/2012,58.14,-0.000515863
01/08/2012,58.17,-0.00411735
31/07/2012,58.41,0.001370567
30/07/2012,58.33,-0.000514183
27/07/2012,58.36,0.006187713
26/07/2012,58,0.024434025
25/07/2012,56.6,-0.004407235
24/07/2012,56.85,0.00387734
23/07/2012,56.63,-0.008440353
20/07/2012,57.11,-0.005587582
19/07/2012,57.43,-0.013833871
18/07/2012,58.23,-0.008549984
17/07/2012,58.73,0.001363094
16/07/2012,58.65,-0.002894358
13/07/2012,58.82,0.004088592
12/07/2012,58.58,-0.00578725
11/07/2012,58.92,-0.00254259
10/07/2012,59.07,-0.012784026
09/07/2012,59.83,0.002510252
06/07/2012,59.68,-0.007844487
05/07/2012,60.15,0.000665225
03/07/2012,60.11,0.009527861
02/07/2012,59.54,0.008263813
29/06/2012,59.05,0.026425697
28/06/2012,57.51,0.009083032
27/06/2012,56.99,0.004925252
26/06/2012,56.71,0.002118271
25/06/2012,56.59,-0.005814482
22/06/2012,56.92,-0.002456573
21/06/2012,57.06,-0.011673623
20/06/2012,57.73,0.003470418
19/06/2012,57.53,0.012418174
18/06/2012,56.82,0.01150557
15/06/2012,56.17,0.004103119
14/06/2012,55.94,0.018584206
13/06/2012,54.91,-0.007077427
12/06/2012,55.3,0.000723589
11/06/2012,55.26,-0.035727607
08/06/2012,57.27,0.020819383
07/06/2012,56.09,-0.016093724
06/06/2012,57,0.013245227
05/06/2012,56.25,0.020293414
04/06/2012,55.12,-0.004705891
01/06/2012,55.38,-0.029709559
31/05/2012,57.05,0.001052262
30/05/2012,56.99,-0.032795483
29/05/2012,58.89,0.01591818
25/05/2012,57.96,-0.005848976
24/05/2012,58.3,0.012253152
23/05/2012,57.59,-0.003120668
22/05/2012,57.77,0.014822837
21/05/2012,56.92,0.018798213
18/05/2012,55.86,-0.018271018
17/05/2012,56.89,-0.033702317
16/05/2012,58.84,-0.008630225
15/05/2012,59.35,-0.004371224
14/05/2012,59.61,-0.019766444
11/05/2012,60.8,0.001975634
10/05/2012,60.68,0.005121862
09/05/2012,60.37,-0.004297527
08/05/2012,60.63,-0.021537788
07/05/2012,61.95,-0.000161407
04/05/2012,61.96,-0.003061802
03/05/2012,62.15,-0.002250081
02/05/2012,62.29,0.004827818
01/05/2012,61.99,0.006798343
30/04/2012,61.57,-0.005345441
27/04/2012,61.9,-0.0054777
26/04/2012,62.24,0.007094515
25/04/2012,61.8,0.020433894
24/04/2012,60.55,0.019006908
23/04/2012,59.41,-0.002185793
20/04/2012,59.54,0.017621601
19/04/2012,58.5,-0.002049181
18/04/2012,58.62,-0.005274364
17/04/2012,58.93,0.003059146
16/04/2012,58.75,0.015264853
13/04/2012,57.86,-0.005515354
12/04/2012,58.18,0.01821228
11/04/2012,57.13,0.017302692
10/04/2012,56.15,-0.021494837
09/04/2012,57.37,-0.006774976
05/04/2012,57.76,0.003989944
04/04/2012,57.53,-0.005719749
03/04/2012,57.86,0.001037524
02/04/2012,57.8,0.000865426
30/03/2012,57.75,0.013072082
29/03/2012,57,0.000350939
28/03/2012,56.98,-0.002979061
27/03/2012,57.15,0.013032942
26/03/2012,56.41,0.013923824
23/03/2012,55.63,0.003601661
22/03/2012,55.43,-0.020357846
21/03/2012,56.57,0.00460667
20/03/2012,56.31,0
19/03/2012,56.31,0.005341893
16/03/2012,56.01,0.000178555
15/03/2012,56,0.008248209
14/03/2012,55.54,0.001441442
13/03/2012,55.46,0.021690452
12/03/2012,54.27,-0.002943884
09/03/2012,54.43,-0.009326208
08/03/2012,54.94,-0.007615631
07/03/2012,55.36,0.022653508
06/03/2012,54.12,-0.018671602
05/03/2012,55.14,0.004362057
02/03/2012,54.9,0.002005653
01/03/2012,54.79,0.014708851
29/02/2012,53.99,0.0085566
28/02/2012,53.53,-0.015386345
27/02/2012,54.36,0.000367985
24/02/2012,54.34,0.006276557
23/02/2012,54,0.011173301
22/02/2012,53.4,-0.018920987
21/02/2012,54.42,-0.019110601
17/02/2012,55.47,-0.017335793
16/02/2012,56.44,0.01553464
15/02/2012,55.57,0.012859002
14/02/2012,54.86,-0.017168579
13/02/2012,55.81,0.014256309
10/02/2012,55.02,-0.00235999
09/02/2012,55.15,-0.007586742
08/02/2012,55.57,0.001260467
07/02/2012,55.5,0.005420067
06/02/2012,55.2,0.001450327
03/02/2012,55.12,0.001089127
02/02/2012,55.06,0.007657284
01/02/2012,54.64,0.006241988
31/01/2012,54.3,-0.002391246
30/01/2012,54.43,-0.010599514
27/01/2012,55.01,-0.005077073
26/01/2012,55.29,0.007989874
25/01/2012,54.85,0.013213626
24/01/2012,54.13,0.002219346
23/01/2012,54.01,-0.009031487
20/01/2012,54.5,0.023578554
19/01/2012,53.23,0.010955909
18/01/2012,52.65,0.006669868
17/01/2012,52.3,0.005752652
13/01/2012,52,-0.003072199
12/01/2012,52.16,-0.015032154
11/01/2012,52.95,0.015415664
10/01/2012,52.14,0.015851869
09/01/2012,51.32,-0.00699032
06/01/2012,51.68,0.006016515
05/01/2012,51.37,0.021049267
04/01/2012,50.3,-0.012839683
03/01/2012,50.95,0.006893183
30/12/2011,50.6,-0.004141609
29/12/2011,50.81,0.008300443
28/12/2011,50.39,-0.013012802
27/12/2011,51.05,-0.002543286
23/12/2011,51.18,0.010804545
22/12/2011,50.63,0.006539209
21/12/2011,50.3,0.00099453
20/12/2011,50.25,0.038544325
19/12/2011,48.35,-0.017427402
16/12/2011,49.2,0.010214593
15/12/2011,48.7,0.008040452
14/12/2011,48.31,-0.003306471
13/12/2011,48.47,-0.01311763
12/12/2011,49.11,-0.017160005
09/12/2011,49.96,0.023492372
08/12/2011,48.8,-0.028085491
07/12/2011,50.19,0.010616024
06/12/2011,49.66,0.00141058
05/12/2011,49.59,0.014830135
02/12/2011,48.86,0.005129795
01/12/2011,48.61,-0.030191737
30/11/2011,50.1,0.048670411
29/11/2011,47.72,-0.002093365
28/11/2011,47.82,0.037933378
25/11/2011,46.04,0.002392086
23/11/2011,45.93,-0.046579393
22/11/2011,48.12,0.005835781
21/11/2011,47.84,-0.024774182
18/11/2011,49.04,0.016655058
17/11/2011,48.23,-0.018895613
16/11/2011,49.15,-0.020141668
15/11/2011,50.15,0.019734833
14/11/2011,49.17,-0.025699065
11/11/2011,50.45,0.035098399
10/11/2011,48.71,0.001849379
09/11/2011,48.62,-0.04857467
08/11/2011,51.04,0.021386954
07/11/2011,49.96,-0.005588837
04/11/2011,50.24,-0.013640619
03/11/2011,50.93,0.015234245
02/11/2011,50.16,0.048820069
01/11/2011,47.77,-0.040813621
31/10/2011,49.76,-0.004811557
28/10/2011,50,0.005414633
27/10/2011,49.73,0.020518749
26/10/2011,48.72,0.014055626
25/10/2011,48.04,-0.007259184
24/10/2011,48.39,0.023628909
21/10/2011,47.26,0.050336005
20/10/2011,44.94,0.013892224
19/10/2011,44.32,-0.005400553
18/10/2011,44.56,0.038897606
17/10/2011,42.86,-0.038224129
14/10/2011,44.53,0.015388401
13/10/2011,43.85,-0.001139601
12/10/2011,43.9,0.02397533
11/10/2011,42.86,-0.019409112
10/10/2011,43.7,0.05141374
07/10/2011,41.51,-0.032937464
06/10/2011,42.9,0.039705679
05/10/2011,41.23,0.015151805
04/10/2011,40.61,0.009898621
03/10/2011,40.21,-0.05844251
30/09/2011,42.63,-0.040005335
29/09/2011,44.37,0.017965236
28/09/2011,43.58,-0.045528661
27/09/2011,45.61,0.025312186
26/09/2011,44.47,0.00880864
23/09/2011,44.08,0.01762261
22/09/2011,43.31,-0.012391164
21/09/2011,43.85,-0.059322547
20/09/2011,46.53,-0.004289091
19/09/2011,46.73,-0.027855779
16/09/2011,48.05,0.005216496
15/09/2011,47.8,0.019647828
14/09/2011,46.87,0.018736415
13/09/2011,46,0.008514406
12/09/2011,45.61,0.012132056
09/09/2011,45.06,-0.040875255
08/09/2011,46.94,-0.004039551
07/09/2011,47.13,0.050032183
06/09/2011,44.83,-0.018564069
02/09/2011,45.67,-0.034645746
01/09/2011,47.28,-0.036548919
31/08/2011,49.04,0.016655058
30/08/2011,48.23,0.003114944
29/08/2011,48.08,0.043355706
26/08/2011,46.04,0.004571685
25/08/2011,45.83,-0.030725373
24/08/2011,47.26,0.008926733
23/08/2011,46.84,0.022671812
22/08/2011,45.79,0.011200293
19/08/2011,45.28,-0.036217772
18/08/2011,46.95,-0.058931778
17/08/2011,49.8,-0.014354313
16/08/2011,50.52,-0.009848415
15/08/2011,51.02,0.040397415
12/08/2011,49,-0.006712117
11/08/2011,49.33,0.079063391
10/08/2011,45.58,-0.012427937
09/08/2011,46.15,0.094941884
08/08/2011,41.97,-0.09038112
05/08/2011,45.94,-0.030441793
04/08/2011,47.36,-0.047623139
03/08/2011,49.67,-0.016572207
02/08/2011,50.5,-0.040552651
01/08/2011,52.59,-0.010215753
29/07/2011,53.13,-0.005630646
28/07/2011,53.43,0.010914674
27/07/2011,52.85,-0.026882336
26/07/2011,54.29,-0.000552435
25/07/2011,54.32,-0.009892002
22/07/2011,54.86,-0.003820618
21/07/2011,55.07,0.00728999
20/07/2011,54.67,0.008818723
19/07/2011,54.19,0.018250041
18/07/2011,53.21,-0.013255118
15/07/2011,53.92,0.013819081
14/07/2011,53.18,-0.0123343
13/07/2011,53.84,-0.004817501
12/07/2011,54.1,-0.003874186
11/07/2011,54.31,-0.034208385
08/07/2011,56.2,0.001780944
07/07/2011,56.1,0.012556219
06/07/2011,55.4,0.011071898
05/07/2011,54.79,0.011195859
01/07/2011,54.18,0.012630183
30/06/2011,53.5,0.00637542
29/06/2011,53.16,0.00888055
28/06/2011,52.69,0.014143967
27/06/2011,51.95,0.008894103
24/06/2011,51.49,0.007994583
23/06/2011,51.08,-0.008188777
22/06/2011,51.5,-0.003489052
21/06/2011,51.68,0.006795483
20/06/2011,51.33,0.015510275
17/06/2011,50.54,0.010742097
16/06/2011,50,0.013693327
15/06/2011,49.32,-0.032711333
14/06/2011,50.96,0.015623773
13/06/2011,50.17,0.005195855
10/06/2011,49.91,-0.022584161
09/06/2011,51.05,-0.022851498
08/06/2011,52.23,-0.001148106
07/06/2011,52.29,0.00690849
06/06/2011,51.93,-0.017371822
03/06/2011,52.84,0.01103722
02/06/2011,52.26,-0.01895432
01/06/2011,53.26,-0.020626951
31/05/2011,54.37,0.027598246
27/05/2011,52.89,0.002081954
26/05/2011,52.78,0.017391743
25/05/2011,51.87,-0.00250313
24/05/2011,52,0.006947153
23/05/2011,51.64,-0.009827615
20/05/2011,52.15,-0.003445639
19/05/2011,52.33,0.00594156
18/05/2011,52.02,0.016474837
17/05/2011,51.17,0.002152011
16/05/2011,51.06,0.007864767
13/05/2011,50.66,-0.013138732
12/05/2011,51.33,-0.005246296
11/05/2011,51.6,-0.010985945
10/05/2011,52.17,0.021114586
09/05/2011,51.08,0.021970206
06/05/2011,49.97,-0.016276659
05/05/2011,50.79,0.002365465
04/05/2011,50.67,-0.020123762
03/05/2011,51.7,-0.020485066
02/05/2011,52.77,-0.000947059
29/04/2011,52.82,0.003033753
28/04/2011,52.66,0.015115566
27/04/2011,51.87,0.00599441
26/04/2011,51.56,0.0144562
25/04/2011,50.82,0.004140793
21/04/2011,50.61,0.005150566
20/04/2011,50.35,0.007775934
19/04/2011,49.96,0.011677201
18/04/2011,49.38,-0.010074637
15/04/2011,49.88,0.014946754
14/04/2011,49.14,0.020767684
13/04/2011,48.13,0.003746882
12/04/2011,47.95,0.006276171
11/04/2011,47.65,-0.000419639
08/04/2011,47.67,-0.006690387
07/04/2011,47.99,-0.019398049
06/04/2011,48.93,-0.000612933
05/04/2011,48.96,0.009852296
04/04/2011,48.48,-0.012911338
01/04/2011,49.11,-0.008515867
31/03/2011,49.53,0.01300567
30/03/2011,48.89,0.023803256
29/03/2011,47.74,0.000419024
28/03/2011,47.72,-0.006058725
25/03/2011,48.01,0.01089016
24/03/2011,47.49,0.009095779
23/03/2011,47.06,-0.017483331
22/03/2011,47.89,-0.019438164
21/03/2011,48.83,0.019855875
18/03/2011,47.87,0.021751465
17/03/2011,46.84,0.008145811
16/03/2011,46.46,-0.02024145
15/03/2011,47.41,0.003380523
14/03/2011,47.25,-0.020735898
11/03/2011,48.24,0.018199435
10/03/2011,47.37,-0.008827296
09/03/2011,47.79,-0.003967845
08/03/2011,47.98,0.007741434
07/03/2011,47.61,-0.015630203
04/03/2011,48.36,-0.020669927
03/03/2011,49.37,0.016542806
02/03/2011,48.56,-0.00349471
01/03/2011,48.73,-0.038446921
28/02/2011,50.64,0.040706809
25/02/2011,48.62,0.032611586
24/02/2011,47.06,-0.014555684
23/02/2011,47.75,-0.016203096
22/02/2011,48.53,-0.015133213
18/02/2011,49.27,-0.004859293
17/02/2011,49.51,-0.005237723
16/02/2011,49.77,0.005439723
15/02/2011,49.5,0.00445435
14/02/2011,49.28,-0.001824633
11/02/2011,49.37,0.011612639
10/02/2011,48.8,0.001025115
09/02/2011,48.75,0.000410341
08/02/2011,48.73,-0.001230517
07/02/2011,48.79,0.008232193
04/02/2011,48.39,-0.01089313
03/02/2011,48.92,0.015865173
02/02/2011,48.15,-0.008067062
01/02/2011,48.54,-0.002469137
31/01/2011,48.66,0.015533086
28/01/2011,47.91,-0.021270807
27/01/2011,48.94,0.027132243
26/01/2011,47.63,0.013315213
25/01/2011,47,0.014142083
