Date,Close,XL
03/06/2013,31.28,-0.004783935
31/05/2013,31.43,-0.017660503
30/05/2013,31.99,0.008160748
29/05/2013,31.73,-0.001574556
28/05/2013,31.78,0.008849615
24/05/2013,31.5,-0.003802286
23/05/2013,31.62,-0.011320876
22/05/2013,31.98,-0.002186476
21/05/2013,32.05,-0.006840823
20/05/2013,32.27,-0.005562437
17/05/2013,32.45,-0.006450644
16/05/2013,32.66,-0.00122399
15/05/2013,32.7,-0.000305764
14/05/2013,32.71,0.019759828
13/05/2013,32.07,0.004375007
10/05/2013,31.93,-0.001877347
09/05/2013,31.99,0.002190581
08/05/2013,31.92,-0.005623258
07/05/2013,32.1,-0.000934143
06/05/2013,32.13,-0.003107523
03/05/2013,32.23,0.045383006
02/05/2013,30.8,-0.002917817
01/05/2013,30.89,-0.008060659
30/04/2013,31.14,0
29/04/2013,31.14,-0.000321079
26/04/2013,31.15,-0.011490711
25/04/2013,31.51,-0.003484876
24/04/2013,31.62,0.016582013
23/04/2013,31.1,0.018498012
22/04/2013,30.53,0.002952274
19/04/2013,30.44,0.013560651
18/04/2013,30.03,-0.02499308
17/04/2013,30.79,-0.011624283
16/04/2013,31.15,0.024042744
15/04/2013,30.41,-0.028527056
12/04/2013,31.29,-0.009858563
11/04/2013,31.6,0.008900249
10/04/2013,31.32,0.007370647
09/04/2013,31.09,0.002254066
08/04/2013,31.02,0.008091968
05/04/2013,30.77,0.006193989
04/04/2013,30.58,0.000654236
03/04/2013,30.56,-0.008147348
02/04/2013,30.81,0.018343128
01/04/2013,30.25,-0.001651528
28/03/2013,30.3,0
27/03/2013,30.3,0.001651528
26/03/2013,30.25,-0.001651528
25/03/2013,30.3,0.001651528
22/03/2013,30.25,0.00165426
21/03/2013,30.2,-0.000662032
20/03/2013,30.22,0.003314554
19/03/2013,30.12,-0.005298026
18/03/2013,30.28,-0.00395518
15/03/2013,30.4,0.000987329
14/03/2013,30.37,0.012257897
13/03/2013,30,0.003338901
12/03/2013,29.9,0.005701843
11/03/2013,29.73,0.0023573
08/03/2013,29.66,0.004392641
07/03/2013,29.53,0.002033899
06/03/2013,29.47,0
05/03/2013,29.47,0.014698607
04/03/2013,29.04,0.007604599
01/03/2013,28.82,0.006265248
28/02/2013,28.64,-0.004181191
27/02/2013,28.76,0.01189241
26/02/2013,28.42,0.007771145
25/02/2013,28.2,-0.027628965
22/02/2013,28.99,0.01845135
21/02/2013,28.46,-0.002456573
20/02/2013,28.53,-0.009419222
19/02/2013,28.8,0.004524107
15/02/2013,28.67,0.015820333
14/02/2013,28.22,-0.007062176
13/02/2013,28.42,0.000351927
12/02/2013,28.41,0.003526097
11/02/2013,28.31,0.002475686
08/02/2013,28.24,0.014265577
07/02/2013,27.84,0.004319661
06/02/2013,27.72,0.006151639
05/02/2013,27.55,0.003272135
04/02/2013,27.46,-0.02197099
01/02/2013,28.07,0.012547216
31/01/2013,27.72,0.000360815
30/01/2013,27.71,-0.000721501
29/01/2013,27.73,0.011606949
28/01/2013,27.41,-0.013768333
25/01/2013,27.79,0.00903675
24/01/2013,27.54,-0.002538533
23/01/2013,27.61,0.004719559
22/01/2013,27.48,0.00950647
18/01/2013,27.22,0.00848557
17/01/2013,26.99,0.008184569
16/01/2013,26.77,-0.002983963
15/01/2013,26.85,0.015387806
14/01/2013,26.44,-0.006033201
11/01/2013,26.6,0.001504891
10/01/2013,26.56,0.00452831
09/01/2013,26.44,0.022567414
08/01/2013,25.85,-0.004631425
07/01/2013,25.97,-0.001539054
04/01/2013,26.01,0.024519617
03/01/2013,25.38,0.001971998
02/01/2013,25.33,0.010716515
31/12/2012,25.06,0.014874646
28/12/2012,24.69,-0.004042043
27/12/2012,24.79,0.000807103
26/12/2012,24.77,-0.002419356
24/12/2012,24.83,0.010933496
21/12/2012,24.56,-0.012945165
20/12/2012,24.88,0.003220615
19/12/2012,24.8,-0.011227063
18/12/2012,25.08,0.009615459
17/12/2012,24.84,0.022390514
14/12/2012,24.29,-0.0028777
13/12/2012,24.36,-0.021925361
12/12/2012,24.9,-0.003607941
11/12/2012,24.99,-0.013513719
10/12/2012,25.33,0.009520104
07/12/2012,25.09,0.002394255
06/12/2012,25.03,-0.000399441
05/12/2012,25.04,0.028353459
04/12/2012,24.34,0.001233299
03/12/2012,24.31,-0.000822368
30/11/2012,24.33,0.005357524
29/11/2012,24.2,0
28/11/2012,24.2,0.012474174
27/11/2012,23.9,-0.010405921
26/11/2012,24.15,-0.008658063
23/11/2012,24.36,0.008658063
21/11/2012,24.15,0.010824419
20/11/2012,23.89,-0.009581411
19/11/2012,24.12,0.017144472
16/11/2012,23.71,0.007620697
15/11/2012,23.53,0.008964841
14/11/2012,23.32,-0.018271169
13/11/2012,23.75,-0.0104713
12/11/2012,24,0
09/11/2012,24,-0.004987542
08/11/2012,24.12,0.00790847
07/11/2012,23.93,-0.025171537
06/11/2012,24.54,0.013125701
05/11/2012,24.22,0.008708328
02/11/2012,24.01,-0.02711752
01/11/2012,24.67,-0.002833436
31/10/2012,24.74,-0.001211877
26/10/2012,24.77,-0.012437472
25/10/2012,25.08,-0.003582093
24/10/2012,25.17,-0.002380954
23/10/2012,25.23,-0.012994867
22/10/2012,25.56,0.00509905
19/10/2012,25.43,-0.012893322
18/10/2012,25.76,0.011714308
17/10/2012,25.46,0.00907483
16/10/2012,25.23,-0.001979807
15/10/2012,25.28,0.011938065
12/10/2012,24.98,-0.013519093
11/10/2012,25.32,0.01072077
10/10/2012,25.05,0.008016075
09/10/2012,24.85,-0.003615188
08/10/2012,24.94,0.003212854
05/10/2012,24.86,0.006052066
04/10/2012,24.71,0.006496166
03/10/2012,24.55,0.000407415
02/10/2012,24.54,0.009828089
01/10/2012,24.3,0.011173301
28/09/2012,24.03,-0.001663202
27/09/2012,24.07,0.005415552
26/09/2012,23.94,0.000417798
25/09/2012,23.93,-0.009565471
24/09/2012,24.16,-0.00165426
21/09/2012,24.2,-0.003300333
20/09/2012,24.28,-0.001234822
19/09/2012,24.31,0.001646769
18/09/2012,24.27,-0.008615438
17/09/2012,24.48,-0.008136741
14/09/2012,24.68,0.009362983
13/09/2012,24.45,0.026104652
12/09/2012,23.82,0
11/09/2012,23.82,0.002943033
10/09/2012,23.75,-0.000420964
07/09/2012,23.76,0.012706651
06/09/2012,23.46,0.01893344
05/09/2012,23.02,-0.009511529
04/09/2012,23.24,0.005176888
31/08/2012,23.12,0.007815932
30/08/2012,22.94,-0.004783658
29/08/2012,23.05,-0.000867303
28/08/2012,23.07,-0.005619206
27/08/2012,23.2,-0.001292268
24/08/2012,23.23,0.005611929
23/08/2012,23.1,-0.00690253
22/08/2012,23.26,-0.004718001
21/08/2012,23.37,-0.001282874
20/08/2012,23.4,-0.002134473
17/08/2012,23.45,-0.000426348
16/08/2012,23.46,0.013302063
15/08/2012,23.15,0.003895266
14/08/2012,23.06,0.014413877
13/08/2012,22.73,-0.010938635
10/08/2012,22.98,-0.005208345
09/08/2012,23.1,0.01394966
08/08/2012,22.78,0.063894889
07/08/2012,21.37,0.00375059
06/08/2012,21.29,0.004236297
03/08/2012,21.2,0.024834132
02/08/2012,20.68,-0.000966651
01/08/2012,20.7,0.002418381
31/07/2012,20.65,-0.015854284
30/07/2012,20.98,0.00477784
27/07/2012,20.88,0.015444322
26/07/2012,20.56,0
25/07/2012,20.56,0.013712262
24/07/2012,20.28,-0.009325221
23/07/2012,20.47,0.002935423
20/07/2012,20.41,-0.02084924
19/07/2012,20.84,-0.001917546
18/07/2012,20.88,0.007692346
17/07/2012,20.72,0.013605652
16/07/2012,20.44,-0.000489117
13/07/2012,20.45,0.007854729
12/07/2012,20.29,-0.014677367
11/07/2012,20.59,0.004868559
10/07/2012,20.49,-0.004868559
09/07/2012,20.59,-0.011588734
06/07/2012,20.83,-0.005744391
05/07/2012,20.95,-0.010446439
03/07/2012,21.17,0.004260361
02/07/2012,21.08,0.001899336
29/06/2012,21.04,0.026488426
28/06/2012,20.49,0.009316076
27/06/2012,20.3,0.023929357
26/06/2012,19.82,0.005565408
25/06/2012,19.71,-0.020091083
22/06/2012,20.11,0.003986054
21/06/2012,20.03,-0.02221765
20/06/2012,20.48,0.009813621
19/06/2012,20.28,0.010409016
18/06/2012,20.07,-0.013854749
15/06/2012,20.35,0.003938951
14/06/2012,20.27,0.007427615
13/06/2012,20.12,-0.008413809
12/06/2012,20.29,0.011899
11/06/2012,20.05,-0.016815431
08/06/2012,20.39,0.001472393
07/06/2012,20.36,-0.003432217
06/06/2012,20.43,0.033344717
05/06/2012,19.76,0.008130126
04/06/2012,19.6,-0.00508907
01/06/2012,19.7,-0.035896177
31/05/2012,20.42,0.018784537
30/05/2012,20.04,-0.026103427
29/05/2012,20.57,0.01567891
25/05/2012,20.25,-0.009338972
24/05/2012,20.44,0
23/05/2012,20.44,0.003921574
22/05/2012,20.36,0.001474564
21/05/2012,20.33,-0.000983284
18/05/2012,20.35,-0.012695483
17/05/2012,20.61,-0.0305805
16/05/2012,21.25,-0.017724345
15/05/2012,21.63,-0.006451635
14/05/2012,21.77,-0.015949301
11/05/2012,22.12,0.001357159
10/05/2012,22.09,-0.007216991
09/05/2012,22.25,0.042227476
08/05/2012,21.33,0.005170399
07/05/2012,21.22,0.003777153
04/05/2012,21.14,-0.009416265
03/05/2012,21.34,-0.012110069
02/05/2012,21.6,-0.008757834
01/05/2012,21.79,0.012933206
30/04/2012,21.51,-0.009715552
27/04/2012,21.72,-0.015532519
26/04/2012,22.06,0.01922256
25/04/2012,21.64,0.017716081
24/04/2012,21.26,0.010877383
23/04/2012,21.03,-0.016505916
20/04/2012,21.38,0.000467836
19/04/2012,21.37,0.022717494
18/04/2012,20.89,-0.009054148
17/04/2012,21.08,-0.00661941
16/04/2012,21.22,0.019510493
13/04/2012,20.81,-0.031222971
12/04/2012,21.47,0.013599272
11/04/2012,21.18,0.009011206
10/04/2012,20.99,-0.015130312
09/04/2012,21.31,-0.016290795
05/04/2012,21.66,0.014883996
04/04/2012,21.34,-0.009328426
03/04/2012,21.54,-0.017031482
02/04/2012,21.91,0.010091829
30/03/2012,21.69,0.013460403
29/03/2012,21.4,-0.002799815
28/03/2012,21.46,0.007014291
27/03/2012,21.31,-0.016752369
26/03/2012,21.67,0.025234984
23/03/2012,21.13,0.014779768
22/03/2012,20.82,-0.017143277
21/03/2012,21.18,-0.015925395
20/03/2012,21.52,-0.002320725
19/03/2012,21.57,-0.013812374
16/03/2012,21.87,-0.000457143
15/03/2012,21.88,0.005499556
14/03/2012,21.76,0
13/03/2012,21.76,0.023716527
12/03/2012,21.25,0.001412762
09/03/2012,21.22,0.010421695
08/03/2012,21,0.019231362
07/03/2012,20.6,0.018618862
06/03/2012,20.22,-0.031161236
05/03/2012,20.86,-0.007640916
02/03/2012,21.02,0.002381521
01/03/2012,20.97,0.008139858
29/02/2012,20.8,0.009176592
28/02/2012,20.61,0.014170772
27/02/2012,20.32,0.011881328
24/02/2012,20.08,-0.006947919
23/02/2012,20.22,0.00844306
22/02/2012,20.05,-0.010419345
21/02/2012,20.26,0.015920734
17/02/2012,19.94,-0.001002506
16/02/2012,19.96,0.022803116
15/02/2012,19.51,0.010304058
14/02/2012,19.31,0.013031198
13/02/2012,19.06,-0.010957584
10/02/2012,19.27,-0.086449032
09/02/2012,21.01,0.00190567
08/02/2012,20.97,-0.012322431
07/02/2012,21.23,0.011845673
06/02/2012,20.98,-0.001904762
03/02/2012,21.02,-0.003798675
02/02/2012,21.1,0.009045527
01/02/2012,20.91,0.031085553
31/01/2012,20.27,0.011910811
30/01/2012,20.03,-0.013389736
27/01/2012,20.3,-0.017578578
26/01/2012,20.66,-0.003382463
25/01/2012,20.73,0.015067114
24/01/2012,20.42,-0.003910073
23/01/2012,20.5,0.005380302
20/01/2012,20.39,0.023822467
19/01/2012,19.91,-0.007505664
18/01/2012,20.06,-0.002986563
17/01/2012,20.12,-0.006934154
13/01/2012,20.26,-0.015185205
12/01/2012,20.57,0.016172859
11/01/2012,20.24,-0.002467309
10/01/2012,20.29,0.024951394
09/01/2012,19.79,-0.007049375
06/01/2012,19.93,0.006544197
05/01/2012,19.8,0.004048589
04/01/2012,19.72,-0.023058666
03/01/2012,20.18,0.020526378
30/12/2011,19.77,-0.008060497
29/12/2011,19.93,0.010592785
28/12/2011,19.72,-0.022563003
27/12/2011,20.17,-0.004945608
23/12/2011,20.27,0.007924757
22/12/2011,20.11,0.026708567
21/12/2011,19.58,-0.002550371
20/12/2011,19.63,0.021628032
19/12/2011,19.21,-0.023155138
16/12/2011,19.66,-0.006590645
15/12/2011,19.79,0.014762294
14/12/2011,19.5,-0.001025115
13/12/2011,19.52,-0.021288184
12/12/2011,19.94,-0.030619676
09/12/2011,20.56,0.005853675
08/12/2011,20.44,-0.03792151
07/12/2011,21.23,0.001414094
06/12/2011,21.2,0.011385322
05/12/2011,20.96,0.010069613
02/12/2011,20.75,0.010659016
01/12/2011,20.53,-0.004374248
30/11/2011,20.62,0.057900402
29/11/2011,19.46,0.002057614
28/11/2011,19.42,0.026083899
25/11/2011,18.92,0.00742709
23/11/2011,18.78,-0.03710904
22/11/2011,19.49,-0.001538067
21/11/2011,19.52,-0.017268078
18/11/2011,19.86,0.011139356
17/11/2011,19.64,-0.024146042
16/11/2011,20.12,-0.033238641
15/11/2011,20.8,-0.003838776
14/11/2011,20.88,-0.015209419
11/11/2011,21.2,0.023867481
10/11/2011,20.7,0.013129291
09/11/2011,20.43,-0.068111426
08/11/2011,21.87,0.015668523
07/11/2011,21.53,0.010270865
04/11/2011,21.31,-0.010735226
03/11/2011,21.54,0.017326587
02/11/2011,21.17,0.011401549
01/11/2011,20.93,-0.037970345
31/10/2011,21.74,-0.037024545
28/10/2011,22.56,-0.009704531
27/10/2011,22.78,0.037571503
26/10/2011,21.94,0.005484474
25/10/2011,21.82,-0.041738165
24/10/2011,22.75,0.054653474
21/10/2011,21.54,0.046564231
20/10/2011,20.56,0.032125323
19/10/2011,19.91,0.009081798
18/10/2011,19.73,0.039808823
17/10/2011,18.96,-0.040821995
14/10/2011,19.75,0.014792415
13/10/2011,19.46,-0.017320861
12/10/2011,19.8,0.015780424
11/10/2011,19.49,-0.005117718
10/10/2011,19.59,0.043292288
07/10/2011,18.76,-0.031998534
06/10/2011,19.37,0.030933004
05/10/2011,18.78,0.007482665
04/10/2011,18.64,0.025537927
03/10/2011,18.17,-0.034084987
30/09/2011,18.8,-0.027283959
29/09/2011,19.32,0.02515856
28/09/2011,18.84,-0.034944885
27/09/2011,19.51,0.02701463
26/09/2011,18.99,0.03373814
23/09/2011,18.36,-0.004347833
22/09/2011,18.44,-0.031494463
21/09/2011,19.03,-0.041683421
20/09/2011,19.84,-0.002014099
19/09/2011,19.88,-0.007516948
16/09/2011,20.03,0.008020093
15/09/2011,19.87,0.019309543
14/09/2011,19.49,-0.000512952
13/09/2011,19.5,0.004111003
12/09/2011,19.42,0.008792402
09/09/2011,19.25,-0.035216704
08/09/2011,19.94,-0.01493308
07/09/2011,20.24,0.043935367
06/09/2011,19.37,-0.009761187
02/09/2011,19.56,-0.042538312
01/09/2011,20.41,-0.019408664
31/08/2011,20.81,0.01403362
30/08/2011,20.52,-0.003891055
29/08/2011,20.6,0.066741593
26/08/2011,19.27,0.022036569
25/08/2011,18.85,-0.036462373
24/08/2011,19.55,0.006157023
23/08/2011,19.43,0.032961394
22/08/2011,18.8,0.002129926
19/08/2011,18.76,-0.000532907
18/08/2011,18.77,-0.044799158
17/08/2011,19.63,0.006131854
16/08/2011,19.51,-0.027800628
15/08/2011,20.06,0.041736337
12/08/2011,19.24,-0.015983841
11/08/2011,19.55,0.040182813
10/08/2011,18.78,-0.050361018
09/08/2011,19.75,0.071346453
08/08/2011,18.39,-0.081923232
05/08/2011,19.96,-0.018367357
04/08/2011,20.33,-0.068435248
03/08/2011,21.77,0.083801101
02/08/2011,20.02,-0.021251109
01/08/2011,20.45,-0.003417138
29/07/2011,20.52,-0.008250471
28/07/2011,20.69,-0.025764784
27/07/2011,21.23,-0.019128178
26/07/2011,21.64,0.015367008
25/07/2011,21.31,-0.012127014
22/07/2011,21.57,0.006511651
21/07/2011,21.43,0.007964437
20/07/2011,21.26,0.010877383
19/07/2011,21.03,0.010516349
18/07/2011,20.81,-0.018095732
15/07/2011,21.19,-0.0051777
14/07/2011,21.3,-0.010275663
13/07/2011,21.52,0.005591813
12/07/2011,21.4,-0.00326569
11/07/2011,21.47,-0.029373383
08/07/2011,22.11,-0.01792966
07/07/2011,22.51,0.010719174
06/07/2011,22.27,0.00856826
05/07/2011,22.08,-0.009914457
01/07/2011,22.3,0.014453729
30/06/2011,21.98,0.004103037
29/06/2011,21.89,0.018442201
28/06/2011,21.49,0.003262646
27/06/2011,21.42,0.011267725
24/06/2011,21.18,-0.015925395
23/06/2011,21.52,0.000464792
22/06/2011,21.51,-0.002321803
21/06/2011,21.56,0.009788006
20/06/2011,21.35,0.00140614
17/06/2011,21.32,0.003759403
16/06/2011,21.24,0.005192365
15/06/2011,21.13,-0.023849622
14/06/2011,21.64,0.032882249
13/06/2011,20.94,0.003348484
10/06/2011,20.87,-0.017102555
09/06/2011,21.23,0.021905638
08/06/2011,20.77,-0.028010376
07/06/2011,21.36,-0.029976881
06/06/2011,22.01,-0.019348185
03/06/2011,22.44,-0.018106037
02/06/2011,22.85,-0.002185793
01/06/2011,22.9,-0.032648948
31/05/2011,23.66,0.019202638
27/05/2011,23.21,0.000862069
26/05/2011,23.19,0.006489315
25/05/2011,23.04,-0.008643096
24/05/2011,23.24,-0.006433649
23/05/2011,23.39,-0.006392521
20/05/2011,23.54,-0.008460287
19/05/2011,23.74,0.015708241
18/05/2011,23.37,0.013353634
17/05/2011,23.06,0.004781578
16/05/2011,22.95,-0.002176279
13/05/2011,23,-0.01638674
12/05/2011,23.38,-0.012327467
11/05/2011,23.67,-0.016757828
10/05/2011,24.07,0.024391453
09/05/2011,23.49,0.001704304
06/05/2011,23.45,0.004273511
05/05/2011,23.35,-0.010225909
04/05/2011,23.59,-0.02552974
03/05/2011,24.2,-0.005768454
02/05/2011,24.34,-0.003281381
29/04/2011,24.42,-0.007750396
28/04/2011,24.61,0.026349816
27/04/2011,23.97,-0.005408792
26/04/2011,24.1,0.011266549
25/04/2011,23.83,-0.014994034
21/04/2011,24.19,0.013735908
20/04/2011,23.86,0.007572607
19/04/2011,23.68,0
18/04/2011,23.68,-0.032817067
15/04/2011,24.47,0.00409501
14/04/2011,24.37,-0.014259765
13/04/2011,24.72,-0.004439967
12/04/2011,24.83,-0.006022905
11/04/2011,24.98,-0.008371586
08/04/2011,25.19,0.001986887
07/04/2011,25.14,0.015634714
06/04/2011,24.75,-0.011249616
05/04/2011,25.03,0.001199281
04/04/2011,25,0.008838949
01/04/2011,24.78,0.007290433
31/03/2011,24.6,0.039383328
30/03/2011,23.65,-0.008001727
29/03/2011,23.84,0.020767858
28/03/2011,23.35,0.00989894
25/03/2011,23.12,0.007815932
24/03/2011,22.94,0.008756623
23/03/2011,22.74,0
22/03/2011,22.74,0.000879894
21/03/2011,22.72,0.033567707
18/03/2011,21.97,0.002278424
17/03/2011,21.92,0.005030882
16/03/2011,21.81,-0.019973428
15/03/2011,22.25,0.001349224
14/03/2011,22.22,0
11/03/2011,22.22,-0.005386009
10/03/2011,22.34,-0.027810223
09/03/2011,22.97,-0.009963262
08/03/2011,23.2,0.017830435
07/03/2011,22.79,-0.006996093
04/03/2011,22.95,-0.006514681
03/03/2011,23.1,0.033006296
02/03/2011,22.35,-0.002680967
01/03/2011,22.41,-0.041089696
28/02/2011,23.35,0.003002361
25/02/2011,23.28,0.013405606
24/02/2011,22.97,-0.019401341
23/02/2011,23.42,-0.016095223
22/02/2011,23.8,-0.03509132
18/02/2011,24.65,0.052040878
17/02/2011,23.4,0.015504187
16/02/2011,23.04,0.009156375
15/02/2011,22.83,-0.006113556
14/02/2011,22.97,-0.011685915
11/02/2011,23.24,0.001722653
10/02/2011,23.2,-0.009011003
09/02/2011,23.41,-0.011889737
08/02/2011,23.69,0.003806306
07/02/2011,23.6,0.006802747
04/02/2011,23.44,0.009429988
03/02/2011,23.22,0.010389704
02/02/2011,22.98,-0.01297035
01/02/2011,23.28,0.015584731
31/01/2011,22.92,0.004810856
28/01/2011,22.81,-0.025964245
27/01/2011,23.41,0.01419684
26/01/2011,23.08,0.002603038
25/01/2011,23.02,0.002174387
