Date,Close,LH
13/12/2010,83.89,-0.008664228
10/12/2010,84.62,0.010812201
09/12/2010,83.71,0.003830047
08/12/2010,83.39,0.008066987
07/12/2010,82.72,-0.004342588
06/12/2010,83.08,-0.007793337
03/12/2010,83.73,-0.00214746
02/12/2010,83.91,-0.018537635
01/12/2010,85.48,0.041197396
30/11/2010,82.03,0.010539313
29/11/2010,81.17,0.003702794
26/11/2010,80.87,-0.005794973
24/11/2010,81.34,0.002461843
23/11/2010,81.14,-0.011883754
22/11/2010,82.11,-0.010901271
19/11/2010,83.01,0.011632265
18/11/2010,82.05,0.008445066
17/11/2010,81.36,0.006288166
16/11/2010,80.85,-0.023228428
15/11/2010,82.75,0.007033742
12/11/2010,82.17,-0.015936592
11/11/2010,83.49,0.006729986
10/11/2010,82.93,0.000482451
09/11/2010,82.89,-0.00132618
08/11/2010,83,0.000120489
05/11/2010,82.99,0.002171292
04/11/2010,82.81,0.011171944
03/11/2010,81.89,-0.009358926
02/11/2010,82.66,0.008992648
01/11/2010,81.92,0.007351173
29/10/2010,81.32,0.012996037
28/10/2010,80.27,0.008884498
27/10/2010,79.56,0.004156439
26/10/2010,79.23,0.005315123
25/10/2010,78.81,-0.004431228
22/10/2010,79.16,0.013737179
21/10/2010,78.08,-0.003069056
20/10/2010,78.32,-0.008518264
19/10/2010,78.99,-0.012205247
18/10/2010,79.96,0.010560822
15/10/2010,79.12,0.001771031
14/10/2010,78.98,-0.01781952
13/10/2010,80.4,0.010879867
12/10/2010,79.53,-0.00451638
11/10/2010,79.89,0.006278273
08/10/2010,79.39,0.010000716
07/10/2010,78.6,-0.006846737
06/10/2010,79.14,-0.002650011
05/10/2010,79.35,0.018185788
04/10/2010,77.92,-0.001410709
01/10/2010,78.03,-0.005113139
30/09/2010,78.43,0.00357645
29/09/2010,78.15,0.000255951
28/09/2010,78.13,0.023701168
27/09/2010,76.3,-0.006922251
24/09/2010,76.83,0.012178504
23/09/2010,75.9,-0.004600731
22/09/2010,76.25,-0.001703466
21/09/2010,76.38,-0.001700569
20/09/2010,76.51,0.020466813
17/09/2010,74.96,0.005887092
16/09/2010,74.52,-0.012402639
15/09/2010,75.45,0.008384956
14/09/2010,74.82,0.023941091
13/09/2010,73.05,-0.048105467
10/09/2010,76.65,0.011283247
09/09/2010,75.79,0.019720826
08/09/2010,74.31,-0.003894975
07/09/2010,74.6,-0.006014051
03/09/2010,75.05,0.006550388
02/09/2010,74.56,0.007539077
01/09/2010,74,0.018824727
31/08/2010,72.62,-0.01841924
30/08/2010,73.97,-0.016757547
27/08/2010,75.22,0.001862941
26/08/2010,75.08,-0.013756831
25/08/2010,76.12,0.007781114
24/08/2010,75.53,-0.001058621
23/08/2010,75.61,-0.001981899
