Date,Close,SNDK
26/05/2010,43.56,0.008761873
25/05/2010,43.18,0.03224188
24/05/2010,41.81,0.007924162
21/05/2010,41.48,0.04486826
20/05/2010,39.66,-0.018981589
19/05/2010,40.42,-0.02516317
18/05/2010,41.45,-0.029242545
17/05/2010,42.68,0.0184446
14/05/2010,41.9,-0.021719456
13/05/2010,42.82,-0.033301964
12/05/2010,44.27,0.046702893
11/05/2010,42.25,0.016947535
10/05/2010,41.54,0.099386846
07/05/2010,37.61,-0.055591409
06/05/2010,39.76,-0.050513312
05/05/2010,41.82,0.003113402
04/05/2010,41.69,-0.042959311
03/05/2010,43.52,0.08834917
30/04/2010,39.84,-0.053274263
29/04/2010,42.02,0.00453191
28/04/2010,41.83,0.00047824
27/04/2010,41.81,-0.040085057
26/04/2010,43.52,-0.024737447
23/04/2010,44.61,0.055064007
22/04/2010,42.22,0.116155985
21/04/2010,37.59,0.005602256
20/04/2010,37.38,0.018631564
19/04/2010,36.69,-0.028216302
16/04/2010,37.74,-0.023308637
15/04/2010,38.63,0.024899727
14/04/2010,37.68,0.04672224
13/04/2010,35.96,-0.008032172
12/04/2010,36.25,0.006087457
09/04/2010,36.03,0.011163945
08/04/2010,35.63,-0.00308253
07/04/2010,35.74,-0.002794078
06/04/2010,35.84,-0.004176534
05/04/2010,35.99,0.036213292
01/04/2010,34.71,0.002307471
31/03/2010,34.63,-0.010056111
30/03/2010,34.98,-0.004278997
29/03/2010,35.13,0.012315779
26/03/2010,34.7,-0.007178782
25/03/2010,34.95,-0.006559271
24/03/2010,35.18,0.009998655
23/03/2010,34.83,0.029426741
22/03/2010,33.82,0.0475343
