Date,Close,ECL
20/08/2013,90.6,-0.006929577
19/08/2013,91.23,-0.005247634
16/08/2013,91.71,-0.005328706
15/08/2013,92.2,-0.008961891
14/08/2013,93.03,-0.001289075
13/08/2013,93.15,0.003872222
12/08/2013,92.79,-0.002690633
09/08/2013,93.04,-0.000107475
08/08/2013,93.05,-0.002683125
07/08/2013,93.3,-0.002141328
06/08/2013,93.5,0.011185318
05/08/2013,92.46,-0.012467917
02/08/2013,93.62,-0.004476188
01/08/2013,94.04,0.020411064
31/07/2013,92.14,-0.017322505
30/07/2013,93.75,0.017756722
29/07/2013,92.1,-0.009617017
26/07/2013,92.99,-0.005897192
25/07/2013,93.54,-0.001495567
24/07/2013,93.68,-0.011568184
23/07/2013,94.77,0.005183825
22/07/2013,94.28,0.009377733
19/07/2013,93.4,0.00989894
18/07/2013,92.48,0.009124547
17/07/2013,91.64,0.003498036
16/07/2013,91.32,0.006040987
15/07/2013,90.77,0.005302122
12/07/2013,90.29,0.004328771
11/07/2013,89.9,0.013889112
10/07/2013,88.66,0.002258357
09/07/2013,88.46,0.018252845
08/07/2013,86.86,0.004153213
05/07/2013,86.5,0.007775818
03/07/2013,85.83,-0.003489187
02/07/2013,86.13,-0.002435207
01/07/2013,86.34,0.013408934
28/06/2013,85.19,-0.00596877
27/06/2013,85.7,-0.002680186
26/06/2013,85.93,0.017847133
25/06/2013,84.41,0.00570276
24/06/2013,83.93,0.00190817
21/06/2013,83.77,-0.002622796
20/06/2013,83.99,-0.019921682
19/06/2013,85.68,-0.012180419
18/06/2013,86.73,0.004738524
17/06/2013,86.32,0.026887443
14/06/2013,84.03,-0.008649855
13/06/2013,84.76,0.006035164
12/06/2013,84.25,0.006549592
11/06/2013,83.7,-0.010813485
10/06/2013,84.61,-0.001653283
07/06/2013,84.75,0.007818092
06/06/2013,84.09,0.006921269
05/06/2013,83.51,-0.012021808
04/06/2013,84.52,0.009152022
03/06/2013,83.75,-0.008560271
31/05/2013,84.47,-0.011651988
30/05/2013,85.46,-0.006763874
29/05/2013,86.04,-0.011785232
28/05/2013,87.06,-0.000918485
24/05/2013,87.14,-0.000573625
23/05/2013,87.19,-0.002748828
22/05/2013,87.43,-0.018359537
21/05/2013,89.05,0.010952517
20/05/2013,88.08,-0.011401602
17/05/2013,89.09,0.010493749
16/05/2013,88.16,-0.011054822
15/05/2013,89.14,0.01321232
14/05/2013,87.97,0.01131764
13/05/2013,86.98,0.002071586
10/05/2013,86.8,0.000230441
09/05/2013,86.78,-0.001036568
08/05/2013,86.87,-0.003447487
07/05/2013,87.17,0.021099786
06/05/2013,85.35,-0.002691162
03/05/2013,85.58,0.015425681
02/05/2013,84.27,0.000237361
01/05/2013,84.25,-0.004382076
30/04/2013,84.62,0.016322516
29/04/2013,83.25,0.003730674
26/04/2013,82.94,-0.009479881
25/04/2013,83.73,0.005268842
24/04/2013,83.29,-0.005985175
23/04/2013,83.79,0.009232126
22/04/2013,83.02,0.009561344
19/04/2013,82.23,0.011005247
18/04/2013,81.33,-0.002823994
17/04/2013,81.56,-0.004404216
16/04/2013,81.92,0.017113375
15/04/2013,80.53,-0.020768796
12/04/2013,82.22,-0.009080515
11/04/2013,82.97,0.00798649
10/04/2013,82.31,0.021366235
09/04/2013,80.57,0.006599862
08/04/2013,80.04,0.008784095
05/04/2013,79.34,-0.00640746
04/04/2013,79.85,0.003638421
03/04/2013,79.56,-0.008012061
02/04/2013,80.2,0.008766493
01/04/2013,79.5,-0.008517086
28/03/2013,80.18,0.023215779
27/03/2013,78.34,-0.006869382
26/03/2013,78.88,-0.010718216
25/03/2013,79.73,0.003266335
22/03/2013,79.47,0.007832279
21/03/2013,78.85,-0.006699134
20/03/2013,79.38,0.002396419
19/03/2013,79.19,0.005190871
18/03/2013,78.78,-0.010857322
15/03/2013,79.64,-0.00401003
14/03/2013,79.96,0.00012507
13/03/2013,79.95,0.006273546
12/03/2013,79.45,0.008088001
11/03/2013,78.81,0.008537803
08/03/2013,78.14,0.002691102
07/03/2013,77.93,0.003341905
06/03/2013,77.67,0.005033893
05/03/2013,77.28,-0.000517464
04/03/2013,77.32,0.007138716
01/03/2013,76.77,0.002869817
28/02/2013,76.55,-0.009879191
27/02/2013,77.31,0.019197455
26/02/2013,75.84,0.040909903
25/02/2013,72.8,-0.025764137
22/02/2013,74.7,0.009685306
21/02/2013,73.98,-0.011156779
20/02/2013,74.81,-0.011694485
19/02/2013,75.69,0.00636185
15/02/2013,75.21,0.005198972
14/02/2013,74.82,0.002006824
13/02/2013,74.67,0.002816337
12/02/2013,74.46,0.005386493
11/02/2013,74.06,-0.004580366
08/02/2013,74.4,0.012987196
07/02/2013,73.44,-0.008406829
06/02/2013,74.06,-0.003369957
05/02/2013,74.31,0.013957812
04/02/2013,73.28,-0.008019071
01/02/2013,73.87,0.020100492
31/01/2013,72.4,0.00221239
30/01/2013,72.24,-0.008820344
29/01/2013,72.88,0.003160863
28/01/2013,72.65,-0.010815356
25/01/2013,73.44,0.003683245
24/01/2013,73.17,-0.003002186
23/01/2013,73.39,-0.010437235
22/01/2013,74.16,0.004595224
18/01/2013,73.82,0.006796275
17/01/2013,73.32,0.006568168
16/01/2013,72.84,-0.003973424
15/01/2013,73.13,0.002601494
14/01/2013,72.94,0.001783877
11/01/2013,72.81,-0.004658819
10/01/2013,73.15,-0.003003005
09/01/2013,73.37,0.001636885
08/01/2013,73.25,-0.00883458
07/01/2013,73.9,-0.006070845
04/01/2013,74.35,0.003368141
03/01/2013,74.1,-0.003099106
02/01/2013,74.33,0.033238374
31/12/2012,71.9,0.01569979
28/12/2012,70.78,-0.014308001
27/12/2012,71.8,-0.000278513
26/12/2012,71.82,-0.003613625
24/12/2012,72.08,0.012283795
21/12/2012,71.2,-0.014362654
20/12/2012,72.23,0.005970996
19/12/2012,71.8,-0.000974455
18/12/2012,71.87,0.011052928
17/12/2012,71.08,0.007909646
14/12/2012,70.52,-0.00226629
13/12/2012,70.68,0.002408104
12/12/2012,70.51,-0.028245726
11/12/2012,72.53,0.006778749
10/12/2012,72.04,-0.00939493
07/12/2012,72.72,0.004548282
06/12/2012,72.39,0.017137306
05/12/2012,71.16,-0.009928069
04/12/2012,71.87,0.004881801
03/12/2012,71.52,-0.007799482
30/11/2012,72.08,0.003752871
29/11/2012,71.81,0.01176649
28/11/2012,70.97,0.013190745
27/11/2012,70.04,0.003289241
26/11/2012,69.81,-0.007705518
23/11/2012,70.35,0.009282466
21/11/2012,69.7,-0.008855936
20/11/2012,70.32,0.004561011
19/11/2012,70,0.014823615
16/11/2012,68.97,0.003922428
15/11/2012,68.7,0.006425256
14/11/2012,68.26,-0.014399202
13/11/2012,69.25,-0.002451865
12/11/2012,69.42,-0.006461362
09/11/2012,69.87,-0.002430135
08/11/2012,70.04,-0.006262474
07/11/2012,70.48,-0.012408507
06/11/2012,71.36,0.008726304
05/11/2012,70.74,0.001839406
02/11/2012,70.61,-0.002969669
01/11/2012,70.82,0.017376879
31/10/2012,69.6,0.000574878
26/10/2012,69.56,0.005188827
25/10/2012,69.2,0.003039296
24/10/2012,68.99,-0.002750237
23/10/2012,69.18,-0.008062238
22/10/2012,69.74,0.009653558
19/10/2012,69.07,-0.011659002
18/10/2012,69.88,0.006892618
17/10/2012,69.4,0.008973863
16/10/2012,68.78,0.013318894
15/10/2012,67.87,0.024309601
12/10/2012,66.24,0.039571016
11/10/2012,63.67,0.000628437
10/10/2012,63.63,-0.008139034
09/10/2012,64.15,-0.011469438
08/10/2012,64.89,-0.001539883
05/10/2012,64.99,0.001385788
04/10/2012,64.9,0.00742348
03/10/2012,64.42,-0.006035769
02/10/2012,64.81,-0.001849854
01/10/2012,64.93,0.001849854
28/09/2012,64.81,-0.004618235
27/09/2012,65.11,0.012518516
26/09/2012,64.3,0.008276771
25/09/2012,63.77,-0.011227313
24/09/2012,64.49,0.005909815
21/09/2012,64.11,0.008458697
20/09/2012,63.57,-0.000314564
19/09/2012,63.59,-0.000628832
18/09/2012,63.63,-0.003451525
17/09/2012,63.85,-0.004219745
14/09/2012,64.12,-0.012091296
13/09/2012,64.9,0.011779429
12/09/2012,64.14,-0.000935016
11/09/2012,64.2,-0.006675489
10/09/2012,64.63,-0.009700592
07/09/2012,65.26,0.004915524
06/09/2012,64.94,0.016144405
05/09/2012,63.9,0.006752008
04/09/2012,63.47,-0.00878437
31/08/2012,64.03,0.000312402
30/08/2012,64.01,-0.017192401
29/08/2012,65.12,0.001536807
28/08/2012,65.02,-0.017229976
27/08/2012,66.15,-0.005577764
24/08/2012,66.52,-0.004050714
23/08/2012,66.79,-0.007458268
22/08/2012,67.29,0.021784081
21/08/2012,65.84,-0.004394945
20/08/2012,66.13,-0.009930867
17/08/2012,66.79,0.000299491
16/08/2012,66.77,0.02548295
15/08/2012,65.09,0.004619657
14/08/2012,64.79,-0.004926877
13/08/2012,65.11,-0.003526259
10/08/2012,65.34,0.012474174
09/08/2012,64.53,0.005438596
08/08/2012,64.18,-0.004663463
07/08/2012,64.48,0.000775735
06/08/2012,64.43,0.000310463
03/08/2012,64.41,0.014544005
02/08/2012,63.48,-0.03437403
01/08/2012,65.7,0.003812433
31/07/2012,65.45,-0.040424666
30/07/2012,68.15,0.014484439
27/07/2012,67.17,0.017571977
26/07/2012,66,0.00882672
25/07/2012,65.42,0.00015287
24/07/2012,65.41,-0.018179564
23/07/2012,66.61,-0.00926486
20/07/2012,67.23,-0.010358187
19/07/2012,67.93,0.000883652
18/07/2012,67.87,-0.003970302
17/07/2012,68.14,0.009733155
16/07/2012,67.48,-0.003107201
13/07/2012,67.69,0.005332556
12/07/2012,67.33,0.00252807
11/07/2012,67.16,-0.004901607
10/07/2012,67.49,-0.006792702
09/07/2012,67.95,0.001915004
06/07/2012,67.82,-0.011726901
05/07/2012,68.62,-0.004942589
03/07/2012,68.96,0.002759023
02/07/2012,68.77,0.003495998
29/06/2012,68.53,0.027966608
28/06/2012,66.64,-0.003744481
27/06/2012,66.89,0.003894553
26/06/2012,66.63,0.007683654
25/06/2012,66.12,-0.006181701
22/06/2012,66.53,0.022958059
21/06/2012,65.02,-0.020248846
20/06/2012,66.35,-0.014959142
19/06/2012,67.35,0.005807477
18/06/2012,66.96,-0.000895656
15/06/2012,67.02,0.002390201
14/06/2012,66.86,0.009014484
13/06/2012,66.26,-0.00526832
12/06/2012,66.61,0.015736442
11/06/2012,65.57,-0.014684996
08/06/2012,66.54,0.01316107
07/06/2012,65.67,0.011640505
06/06/2012,64.91,0.035757299
05/06/2012,62.63,0.005764628
04/06/2012,62.27,0.00563654
01/06/2012,61.92,-0.020619287
31/05/2012,63.21,-0.009760783
30/05/2012,63.83,-0.009200845
29/05/2012,64.42,0.00108721
25/05/2012,64.35,-0.011433994
24/05/2012,65.09,0.004619657
23/05/2012,64.79,-0.000462927
22/05/2012,64.82,0.007121876
21/05/2012,64.36,0.023264174
18/05/2012,62.88,0.002388346
17/05/2012,62.73,-0.029838897
16/05/2012,64.63,0.005741346
15/05/2012,64.26,0
14/05/2012,64.26,-0.006978395
11/05/2012,64.71,-0.001544163
10/05/2012,64.81,0.002471807
09/05/2012,64.65,-0.003551305
08/05/2012,64.88,-0.001232286
07/05/2012,64.96,0.022574322
04/05/2012,63.51,-0.009402984
03/05/2012,64.11,0.001561037
02/05/2012,64.01,-0.005142201
01/05/2012,64.34,0.010153957
30/04/2012,63.69,-0.001882353
27/04/2012,63.81,0.013251495
26/04/2012,62.97,0.004456477
25/04/2012,62.69,0.009294939
24/04/2012,62.11,0.001127668
23/04/2012,62.04,-0.002897153
20/04/2012,62.22,-0.000642674
19/04/2012,62.26,-0.003047072
18/04/2012,62.45,-0.001919693
17/04/2012,62.57,0.012544391
16/04/2012,61.79,0.002917344
13/04/2012,61.61,-0.003402742
12/04/2012,61.82,0.025060684
11/04/2012,60.29,0.006155913
10/04/2012,59.92,-0.021626926
09/04/2012,61.23,-0.004399909
05/04/2012,61.5,0.000325256
04/04/2012,61.48,-0.011321486
03/04/2012,62.18,-0.002248997
02/04/2012,62.32,0.009674374
30/03/2012,61.72,0.000162035
29/03/2012,61.71,0.004384903
28/03/2012,61.44,0
27/03/2012,61.44,-0.004060754
26/03/2012,61.69,0.023287376
23/03/2012,60.27,0.004156627
22/03/2012,60.02,-0.00232984
21/03/2012,60.16,-0.005470382
20/03/2012,60.49,0.004639611
19/03/2012,60.21,0.002327903
16/03/2012,60.07,0.004170496
15/03/2012,59.82,0
14/03/2012,59.82,-0.003504384
13/03/2012,60.03,0.013416267
12/03/2012,59.23,-0.00807134
09/03/2012,59.71,0.00638443
08/03/2012,59.33,-0.000505519
07/03/2012,59.36,0.000336984
06/03/2012,59.34,-0.001010612
05/03/2012,59.4,-0.002522069
02/03/2012,59.55,-0.009359921
01/03/2012,60.11,0.001831655
29/02/2012,60,-0.028749413
28/02/2012,61.75,-0.01399074
27/02/2012,62.62,-0.001117229
24/02/2012,62.69,0.008329377
23/02/2012,62.17,0.003706394
22/02/2012,61.94,0.004692945
21/02/2012,61.65,-0.003238869
17/02/2012,61.85,-0.002099654
16/02/2012,61.98,0.00436576
15/02/2012,61.71,0.006503031
14/02/2012,61.31,-0.002280874
13/02/2012,61.45,0.004076646
10/02/2012,61.2,-0.00732604
09/02/2012,61.65,-0.003400538
08/02/2012,61.86,0.002914038
07/02/2012,61.68,0.006343032
06/02/2012,61.29,-0.003908163
03/02/2012,61.53,0.016881496
02/02/2012,60.5,-0.001816531
01/02/2012,60.61,0.002808759
31/01/2012,60.44,0.00281667
30/01/2012,60.27,-0.003974173
27/01/2012,60.51,-0.004123037
26/01/2012,60.76,-0.002958096
25/01/2012,60.94,-0.000820143
24/01/2012,60.99,0.009555262
23/01/2012,60.41,0.00049673
20/01/2012,60.38,0.003816482
19/01/2012,60.15,-0.006462861
18/01/2012,60.54,0.014977814
17/01/2012,59.64,-0.000838012
13/01/2012,59.69,-0.002008369
12/01/2012,59.81,0.008057791
11/01/2012,59.33,0.007613606
10/01/2012,58.88,0.005620384
09/01/2012,58.55,0.004450538
06/01/2012,58.29,0.001373391
05/01/2012,58.21,0.002407982
04/01/2012,58.07,0.000861401
03/01/2012,58.02,0.003626008
30/12/2011,57.81,0.003118506
29/12/2011,57.63,0.019094913
28/12/2011,56.54,-0.01247929
27/12/2011,57.25,0.00595657
23/12/2011,56.91,0.01024382
22/12/2011,56.33,0.003200572
21/12/2011,56.15,0.012004086
20/12/2011,55.48,0.025003584
19/12/2011,54.11,-0.011210262
16/12/2011,54.72,0.00678466
15/12/2011,54.35,0.004980182
14/12/2011,54.08,-0.010850681
13/12/2011,54.67,-0.011638611
12/12/2011,55.31,-0.010610656
09/12/2011,55.9,0.008623841
08/12/2011,55.42,0.000541467
07/12/2011,55.39,-0.003424352
06/12/2011,55.58,0.00631714
05/12/2011,55.23,-0.010984175
02/12/2011,55.84,0.00394761
01/12/2011,55.62,-0.024859235
30/11/2011,57.02,0.027559749
29/11/2011,55.47,0.001985023
28/11/2011,55.36,0.033988759
25/11/2011,53.51,0.015632675
23/11/2011,52.68,-0.006244698
22/11/2011,53.01,-0.001884659
21/11/2011,53.11,-0.02068461
18/11/2011,54.22,0.000922594
17/11/2011,54.17,-0.013386099
16/11/2011,54.9,-0.013389019
15/11/2011,55.64,0.000179743
14/11/2011,55.63,-0.009838198
11/11/2011,56.18,0.026331548
10/11/2011,54.72,0.01676995
09/11/2011,53.81,-0.042567358
08/11/2011,56.15,0.008405665
07/11/2011,55.68,0.011742525
04/11/2011,55.03,-0.01048455
03/11/2011,55.61,0.026420413
02/11/2011,54.16,0.031701051
01/11/2011,52.47,-0.025775108
31/10/2011,53.84,-0.0213165
28/10/2011,55,-0.003629768
27/10/2011,55.2,0.030347156
26/10/2011,53.55,0.016759643
25/10/2011,52.66,-0.031220406
24/10/2011,54.33,0.007575094
21/10/2011,53.92,0.01344307
20/10/2011,53.2,0.000376011
19/10/2011,53.18,-0.00206631
18/10/2011,53.29,0.017796759
17/10/2011,52.35,-0.008369842
14/10/2011,52.79,0.002845492
13/10/2011,52.64,-0.002656044
12/10/2011,52.78,0.01009244
11/10/2011,52.25,0.007299302
10/10/2011,51.87,0.031730041
07/10/2011,50.25,0.00318916
06/10/2011,50.09,-0.010525368
05/10/2011,50.62,0.01854305
04/10/2011,49.69,0.033145424
03/10/2011,48.07,-0.016914595
30/09/2011,48.89,-0.008959539
29/09/2011,49.33,0.001014096
28/09/2011,49.28,-0.036070464
27/09/2011,51.09,0.016180306
26/09/2011,50.27,0.024772186
23/09/2011,49.04,-0.003054059
22/09/2011,49.19,-0.020922107
21/09/2011,50.23,-0.023220248
20/09/2011,51.41,0.001752166
19/09/2011,51.32,-0.011045554
16/09/2011,51.89,0.006185985
15/09/2011,51.57,0.005054443
14/09/2011,51.31,0.019483053
13/09/2011,50.32,0.01099022
12/09/2011,49.77,-0.008602634
09/09/2011,50.2,-0.041172531
08/09/2011,52.31,-0.015554183
07/09/2011,53.13,0.024772608
06/09/2011,51.83,0.003478937
02/09/2011,51.65,-0.014607217
01/09/2011,52.41,-0.022451655
31/08/2011,53.6,0.014659161
30/08/2011,52.82,0.007792494
29/08/2011,52.41,0.031201058
26/08/2011,50.8,0.020283058
25/08/2011,49.78,0.000602833
24/08/2011,49.75,0.013966425
23/08/2011,49.06,0.066361081
22/08/2011,45.91,0.030519839
19/08/2011,44.53,-0.003362855
18/08/2011,44.68,-0.040571292
17/08/2011,46.53,-0.00128866
16/08/2011,46.59,-0.014278346
15/08/2011,47.26,0.004240888
12/08/2011,47.06,0.011971071
11/08/2011,46.5,0.038360868
10/08/2011,44.75,-0.033186212
09/08/2011,46.26,0.028504451
08/08/2011,44.96,-0.060833936
05/08/2011,47.78,-0.007921659
04/08/2011,48.16,-0.028049746
03/08/2011,49.53,0.020396383
02/08/2011,48.53,-0.025230229
01/08/2011,49.77,-0.004610613
29/07/2011,50,-0.001399021
28/07/2011,50.07,-0.001596488
27/07/2011,50.15,-0.014451405
26/07/2011,50.88,-0.02138911
25/07/2011,51.98,-0.020375836
22/07/2011,53.05,-0.002823531
21/07/2011,53.2,0.036172731
20/07/2011,51.31,-0.076513407
19/07/2011,55.39,0.006884085
18/07/2011,55.01,-0.012824162
15/07/2011,55.72,0.004316553
14/07/2011,55.48,-0.010756647
13/07/2011,56.08,0.005005373
12/07/2011,55.8,-0.003577821
11/07/2011,56,-0.008888947
08/07/2011,56.5,-0.002474811
07/07/2011,56.64,0.00035317
06/07/2011,56.62,0.004070442
05/07/2011,56.39,-0.006540014
01/07/2011,56.76,0.006717367
30/06/2011,56.38,0.018979979
29/06/2011,55.32,0.004711007
28/06/2011,55.06,0.009305787
27/06/2011,54.55,0.002385979
24/06/2011,54.42,-0.001835873
23/06/2011,54.52,0.000183436
22/06/2011,54.51,-0.00658258
21/06/2011,54.87,0.011916907
20/06/2011,54.22,0.004992152
17/06/2011,53.95,-0.009959507
16/06/2011,54.49,-0.00749615
15/06/2011,54.9,-0.004362057
14/06/2011,55.14,0.020150893
13/06/2011,54.04,0.004451046
10/06/2011,53.8,-0.010906846
09/06/2011,54.39,0.015004449
08/06/2011,53.58,-0.009658322
07/06/2011,54.1,0.004074834
06/06/2011,53.88,-0.004074834
03/06/2011,54.1,-0.004242375
02/06/2011,54.33,0.000920726
01/06/2011,54.28,-0.010993148
31/05/2011,54.88,0.016350139
27/05/2011,53.99,0.012862513
26/05/2011,53.3,0.003759403
25/05/2011,53.1,0.007751244
24/05/2011,52.69,0.000379651
23/05/2011,52.67,0.005521194
20/05/2011,52.38,-0.005711038
19/05/2011,52.68,-0.003411032
18/05/2011,52.86,0.02878725
17/05/2011,51.36,-0.015647958
16/05/2011,52.17,0.00191865
13/05/2011,52.07,-0.011836717
12/05/2011,52.69,0.011836717
11/05/2011,52.07,-0.012595586
10/05/2011,52.73,0.004942976
09/05/2011,52.47,0.011308218
06/05/2011,51.88,0.004056017
05/05/2011,51.67,-0.009821937
04/05/2011,52.18,-0.001340611
03/05/2011,52.25,-0.006295928
02/05/2011,52.58,-0.003417509
29/04/2011,52.76,-0.002650011
28/04/2011,52.9,0.002839567
27/04/2011,52.75,0.019525888
26/04/2011,51.73,-0.005398124
25/04/2011,52.01,0.005011576
21/04/2011,51.75,0.007564773
20/04/2011,51.36,-0.000194685
19/04/2011,51.37,0.01233979
18/04/2011,50.74,-0.003933915
15/04/2011,50.94,0.009467526
14/04/2011,50.46,0
13/04/2011,50.46,-0.006321633
12/04/2011,50.78,-0.010188176
11/04/2011,51.3,-0.00427933
08/04/2011,51.52,0.000970968
07/04/2011,51.47,-0.005425318
06/04/2011,51.75,-0.005011576
05/04/2011,52.01,0.00675222
04/04/2011,51.66,0.00174368
01/04/2011,51.57,0.010722395
31/03/2011,51.02,0.014212636
30/03/2011,50.3,0.006182092
29/03/2011,49.99,0.00040016
28/03/2011,49.97,0.007230399
25/03/2011,49.61,-0.000805964
24/03/2011,49.65,0.005452907
23/03/2011,49.38,0.012430114
22/03/2011,48.77,0.00143634
21/03/2011,48.7,0.019909409
18/03/2011,47.74,-0.001674341
17/03/2011,47.82,-0.00666947
16/03/2011,48.14,-0.015868442
15/03/2011,48.91,0.00184181
14/03/2011,48.82,0.003282728
11/03/2011,48.66,0.013864681
10/03/2011,47.99,0.007319911
09/03/2011,47.64,-0.006486057
08/03/2011,47.95,0.011114721
07/03/2011,47.42,-0.019422141
04/03/2011,48.35,-0.013558137
03/03/2011,49.01,0.014592798
02/03/2011,48.3,-0.003719781
01/03/2011,48.48,-0.003294896
28/02/2011,48.64,0.008465004
25/02/2011,48.23,0.015462072
24/02/2011,47.49,-0.010473493
23/02/2011,47.99,-0.003328482
22/02/2011,48.15,-0.024616628
18/02/2011,49.35,0.046240227
17/02/2011,47.12,-0.054111899
16/02/2011,49.74,0.009088218
15/02/2011,49.29,-0.003240837
14/02/2011,49.45,-0.002020203
11/02/2011,49.55,-0.014426217
10/02/2011,50.27,0.009594317
09/02/2011,49.79,-0.012573761
08/02/2011,50.42,-0.000793021
07/02/2011,50.46,0.003573559
04/02/2011,50.28,0.001592357
03/02/2011,50.2,0.002992521
02/02/2011,50.05,-0.011324249
01/02/2011,50.62,0.01854305
31/01/2011,49.69,0.008691313
28/01/2011,49.26,-0.013910112
27/01/2011,49.95,-0.009960242
