Date,Close,NWL
17/12/2010,18,0.011173301
16/12/2010,17.8,0.001686815
15/12/2010,17.77,0.013597943
14/12/2010,17.53,0.001141553
13/12/2010,17.51,-0.003989746
10/12/2010,17.58,0.00056899
09/12/2010,17.57,0.002849817
08/12/2010,17.52,0
07/12/2010,17.52,-0.003418807
06/12/2010,17.58,-0.006237616
03/12/2010,17.69,0.005100606
02/12/2010,17.6,0.013154322
01/12/2010,17.37,0.035153004
30/11/2010,16.77,-0.021823337
29/11/2010,17.14,0
26/11/2010,17.14,-0.002331003
24/11/2010,17.18,0.025944851
23/11/2010,16.74,-0.016000341
22/11/2010,17.01,-0.007029906
19/11/2010,17.13,0.001752849
18/11/2010,17.1,-0.008153802
17/11/2010,17.24,-0.001738627
16/11/2010,17.27,-0.004621614
15/11/2010,17.35,0.004042743
12/11/2010,17.28,-0.005194817
11/11/2010,17.37,0.004038079
10/11/2010,17.3,-0.004038079
09/11/2010,17.37,-0.01030937
08/11/2010,17.55,0.004568826
05/11/2010,17.47,-0.024315589
04/11/2010,17.9,0.001677384
03/11/2010,17.87,0.002801907
02/11/2010,17.82,0.002247192
01/11/2010,17.78,0.007338447
29/10/2010,17.65,-0.008462674
28/10/2010,17.8,-0.00504344
27/10/2010,17.89,-0.003905165
26/10/2010,17.96,-0.009420962
25/10/2010,18.13,0.00331492
22/10/2010,18.07,0.006106042
21/10/2010,17.96,0.007825641
20/10/2010,17.82,0.009019227
19/10/2010,17.66,-0.031766394
18/10/2010,18.23,0.006604317
15/10/2010,18.11,-0.001655173
14/10/2010,18.14,0
13/10/2010,18.14,0.018359347
12/10/2010,17.81,-0.017256203
11/10/2010,18.12,-0.008791265
08/10/2010,18.28,0.006035684
07/10/2010,18.17,-0.005488488
06/10/2010,18.27,-0.006002747
05/10/2010,18.38,0.028139788
04/10/2010,17.87,-0.006692719
01/10/2010,17.99,0.010055951
30/09/2010,17.81,-0.00615731
29/09/2010,17.92,-0.008335697
28/09/2010,18.07,0.016741462
27/09/2010,17.77,-0.005611687
24/09/2010,17.87,0.034731644
23/09/2010,17.26,-0.000579207
22/09/2010,17.27,-0.013229989
21/09/2010,17.5,-0.014184635
20/09/2010,17.75,0.058584451
17/09/2010,16.74,-0.002982406
16/09/2010,16.79,-0.00593826
15/09/2010,16.89,-0.001183432
14/09/2010,16.91,-0.011757925
13/09/2010,17.11,0.01650008
10/09/2010,16.83,0.005959493
09/09/2010,16.73,0.034664462
08/09/2010,16.16,0.003719781
07/09/2010,16.1,0
03/09/2010,16.1,0.023249555
02/09/2010,15.73,0.016667052
01/09/2010,15.47,0.030186019
31/08/2010,15.01,-0.001331558
30/08/2010,15.03,-0.024319306
27/08/2010,15.4,0.015707129
26/08/2010,15.16,-0.010498784
25/08/2010,15.32,-0.000652529
24/08/2010,15.33,0.005888143
23/08/2010,15.24,-0.006540246
20/08/2010,15.34,-0.013596843
19/08/2010,15.55,-0.028528084
18/08/2010,16,0.007528266
17/08/2010,15.88,-0.010648394
16/08/2010,16.05,0.001870908
13/08/2010,16.02,0.001249219
12/08/2010,16,-0.010568951
11/08/2010,16.17,-0.034643391
10/08/2010,16.74,0.009000961
09/08/2010,16.59,0.013349713
06/08/2010,16.37,-0.005482804
05/08/2010,16.46,-0.001214329
04/08/2010,16.48,0.006697133
03/08/2010,16.37,0.02161245
02/08/2010,16.02,0.032997918
30/07/2010,15.5,-0.005148017
29/07/2010,15.58,-0.007035526
28/07/2010,15.69,-0.010776649
27/07/2010,15.86,-0.008788506
26/07/2010,16,0.014479321
23/07/2010,15.77,0.014048762
22/07/2010,15.55,0.024081867
21/07/2010,15.18,-0.005911347
20/07/2010,15.27,0.012520757
19/07/2010,15.08,0.008658063
16/07/2010,14.95,-0.037418215
15/07/2010,15.52,0.00193486
14/07/2010,15.49,-0.002578983
13/07/2010,15.53,0.022136321
12/07/2010,15.19,-0.013080631
09/07/2010,15.39,0.01242252
08/07/2010,15.2,0.02396919
07/07/2010,14.84,0.038466281
06/07/2010,14.28,0
02/07/2010,14.28,-0.018043515
01/07/2010,14.54,-0.006854036
30/06/2010,14.64,-0.018945086
29/06/2010,14.92,-0.053502648
28/06/2010,15.74,-0.007594973
25/06/2010,15.86,0.009502764
24/06/2010,15.71,-0.025763285
23/06/2010,16.12,0.009348775
22/06/2010,15.97,-0.031435562
21/06/2010,16.48,-0.030477411
18/06/2010,16.99,0.010056281
17/06/2010,16.82,-0.004153076
16/06/2010,16.89,-0.0041359
15/06/2010,16.96,0.019649337
14/06/2010,16.63,0.000601504
11/06/2010,16.62,0.007246409
10/06/2010,16.5,0.01342302
09/06/2010,16.28,0.009876623
08/06/2010,16.12,0.011856613
07/06/2010,15.93,-0.027246267
04/06/2010,16.37,-0.04011313
03/06/2010,17.04,0
02/06/2010,17.04,0.022552885
01/06/2010,16.66,0
28/05/2010,16.66,-0.014894526
27/05/2010,16.91,0.041043781
26/05/2010,16.23,0.009907202
25/05/2010,16.07,0.012523645
24/05/2010,15.87,0.006321134
21/05/2010,15.77,0.004448689
20/05/2010,15.7,-0.035662209
19/05/2010,16.27,-0.007958414
18/05/2010,16.4,-0.023502136
17/05/2010,16.79,0.018029335
14/05/2010,16.49,-0.013851471
