Date,Close,M
24/01/2011,23.46,0.013734121
21/01/2011,23.14,-0.011173301
20/01/2011,23.4,0.020726131
19/01/2011,22.92,-0.020726131
18/01/2011,23.4,0.013769581
14/01/2011,23.08,0.003907103
13/01/2011,22.99,-0.009954637
12/01/2011,23.22,-0.000860956
11/01/2011,23.24,-0.010274063
10/01/2011,23.48,0.007266542
07/01/2011,23.31,-0.027920595
06/01/2011,23.97,-0.040872056
05/01/2011,24.97,-0.004794256
04/01/2011,25.09,-0.013853378
03/01/2011,25.44,0.005518343
31/12/2010,25.3,0.002374358
30/12/2010,25.24,0.007955491
29/12/2010,25.04,0.001598721
28/12/2010,25,-0.006379607
27/12/2010,25.16,0
23/12/2010,25.16,-0.013030787
22/12/2010,25.49,-0.019040793
21/12/2010,25.98,0.01473466
20/12/2010,25.6,-0.011264442
17/12/2010,25.89,0.006199167
16/12/2010,25.73,0.018039705
15/12/2010,25.27,0.003567893
14/12/2010,25.18,0.009176206
13/12/2010,24.95,-0.021412396
10/12/2010,25.49,0.00196348
09/12/2010,25.44,-0.00196348
08/12/2010,25.49,-0.003524578
07/12/2010,25.58,0.015760768
06/12/2010,25.18,0.004777079
03/12/2010,25.06,-0.018972901
02/12/2010,25.54,-0.010128641
01/12/2010,25.8,0.004662013
30/11/2010,25.68,0.010176213
29/11/2010,25.42,-0.022560272
26/11/2010,26,0.004239744
24/11/2010,25.89,0.017141051
23/11/2010,25.45,-0.007437889
22/11/2010,25.64,0.022082916
19/11/2010,25.08,0.014053634
18/11/2010,24.73,0.003240181
17/11/2010,24.65,0.02049252
16/11/2010,24.15,-0.022518864
15/11/2010,24.7,-0.014469706
12/11/2010,25.06,0.005602256
11/11/2010,24.92,0.002410608
10/11/2010,24.86,-0.014377244
09/11/2010,25.22,-0.013782459
08/11/2010,25.57,0
05/11/2010,25.57,0.00039116
04/11/2010,25.56,0.064225581
03/11/2010,23.97,-0.002083768
02/11/2010,24.02,0.002083768
01/11/2010,23.97,0.012594625
29/10/2010,23.67,0.01618434
28/10/2010,23.29,0.010792248
27/10/2010,23.04,0.003478264
26/10/2010,22.96,0.021572485
25/10/2010,22.47,0.012990104
22/10/2010,22.18,-0.003151027
21/10/2010,22.25,-0.00805734
20/10/2010,22.43,-0.009318905
19/10/2010,22.64,-0.058335577
18/10/2010,24,-0.007472015
15/10/2010,24.18,0.005806736
14/10/2010,24.04,-0.012401978
13/10/2010,24.34,-0.025153456
12/10/2010,24.96,0.004416791
11/10/2010,24.85,0.01991531
08/10/2010,24.36,0.021158226
07/10/2010,23.85,0.006309169
06/10/2010,23.7,0.007623925
05/10/2010,23.52,0.032846514
04/10/2010,22.76,-0.016990171
01/10/2010,23.15,0.003028339
30/09/2010,23.08,-0.003891897
29/09/2010,23.17,0.008669322
28/09/2010,22.97,0.010503379
27/09/2010,22.73,-0.000879508
24/09/2010,22.75,0.02087573
23/09/2010,22.28,0.012646962
22/09/2010,22,0.000454649
21/09/2010,21.99,-0.006346349
20/09/2010,22.13,0.017320397
17/09/2010,21.75,0.002762433
16/09/2010,21.69,0.00879839
15/09/2010,21.5,-0.006952519
14/09/2010,21.65,0.028104894
13/09/2010,21.05,0.011947573
10/09/2010,20.8,0.00820666
09/09/2010,20.63,0.010231514
08/09/2010,20.42,-0.002933987
07/09/2010,20.48,-0.018863921
03/09/2010,20.87,0.007696046
02/09/2010,20.71,0.025429243
01/09/2010,20.19,0.039399035
31/08/2010,19.41,0.011399087
30/08/2010,19.19,-0.021140256
27/08/2010,19.6,0.020098589
26/08/2010,19.21,-0.029745783
25/08/2010,19.79,0.010157528
24/08/2010,19.59,-0.030663372
23/08/2010,20.2,-0.037410241
20/08/2010,20.97,0.011993428
19/08/2010,20.72,-0.015801143
18/08/2010,21.05,0.025987988
17/08/2010,20.51,0.018204685
16/08/2010,20.14,0.000496648
13/08/2010,20.13,-0.005943554
12/08/2010,20.25,-0.013245227
11/08/2010,20.52,0.057158414
10/08/2010,19.38,-0.019418086
09/08/2010,19.76,0.016326893
06/08/2010,19.44,-0.017338527
05/08/2010,19.78,0.017338527
04/08/2010,19.44,0.03135053
03/08/2010,18.84,-0.032378808
02/08/2010,19.46,0.042514931
30/07/2010,18.65,0.000536337
29/07/2010,18.64,-0.021757292
28/07/2010,19.05,-0.027441536
27/07/2010,19.58,-0.02819925
26/07/2010,20.14,0.038466281
23/07/2010,19.38,0.007250161
22/07/2010,19.24,0.055569851
21/07/2010,18.2,-0.012015437
20/07/2010,18.42,0.049523332
19/07/2010,17.53,0.021332605
16/07/2010,17.16,-0.064319966
15/07/2010,18.3,-0.004362057
14/07/2010,18.38,-0.004884677
13/07/2010,18.47,0.026887765
12/07/2010,17.98,-0.030131011
09/07/2010,18.53,0.004868822
08/07/2010,18.44,0.029163002
07/07/2010,17.91,0.028314462
06/07/2010,17.41,-0.024958754
02/07/2010,17.85,-0.026535554
01/07/2010,18.33,0.023738349
30/06/2010,17.9,0.007289071
29/06/2010,17.77,-0.057408492
28/06/2010,18.82,-0.010570923
25/06/2010,19.02,0.008978143
24/06/2010,18.85,-0.063709265
23/06/2010,20.09,0.001494396
22/06/2010,20.06,-0.03333642
21/06/2010,20.74,-0.034126534
18/06/2010,21.46,-0.009738078
17/06/2010,21.67,-0.005981154
16/06/2010,21.8,-0.018632668
15/06/2010,22.21,0.021848844
14/06/2010,21.73,0.022807598
11/06/2010,21.24,-0.004228336
10/06/2010,21.33,0.038714512
09/06/2010,20.52,-0.00291971
08/06/2010,20.58,0
07/06/2010,20.58,-0.021630259
04/06/2010,21.03,-0.067120776
03/06/2010,22.49,0.004009807
02/06/2010,22.4,0.023487981
01/06/2010,21.88,-0.01496966
28/05/2010,22.21,0.007230036
27/05/2010,22.05,0.047838236
26/05/2010,21.02,-0.023043578
25/05/2010,21.51,0.016878038
24/05/2010,21.15,0.004739345
21/05/2010,21.05,0.033819648
20/05/2010,20.35,-0.047970828
19/05/2010,21.35,-0.00093633
18/05/2010,21.37,-0.043046939
17/05/2010,22.31,-0.0102565
14/05/2010,22.54,-0.040857486
13/05/2010,23.48,-0.050654249
12/05/2010,24.7,0.032924785
11/05/2010,23.9,-0.00292459
10/05/2010,23.97,0.088491594
07/05/2010,21.94,-0.021641963
06/05/2010,22.42,-0.035060559
05/05/2010,23.22,0.019570096
04/05/2010,22.77,-0.041717509
03/05/2010,23.74,0.023009111
30/04/2010,23.2,-0.06184092
29/04/2010,24.68,0.026690149
28/04/2010,24.03,0.005006268
27/04/2010,23.91,-0.038560971
26/04/2010,24.85,0.000805153
23/04/2010,24.83,0.014196142
22/04/2010,24.48,0.043412493
21/04/2010,23.44,0.018515061
20/04/2010,23.01,0.004791993
19/04/2010,22.9,-0.003487362
16/04/2010,22.98,-0.033379222
15/04/2010,23.76,-0.008382279
14/04/2010,23.96,0.030510841
13/04/2010,23.24,0.01299282
12/04/2010,22.94,-0.024543751
09/04/2010,23.51,0.037266011
08/04/2010,22.65,0.008423903
07/04/2010,22.46,-0.006656337
06/04/2010,22.61,-0.010121098
05/04/2010,22.84,0.022134591
01/04/2010,22.34,0.025845918
31/03/2010,21.77,-0.015949301
30/03/2010,22.12,0.021938723
29/03/2010,21.64,-0.003690041
26/03/2010,21.72,0.01018056
25/03/2010,21.5,0
24/03/2010,21.5,-0.0170629
23/03/2010,21.87,-0.005926619
22/03/2010,22,0.051771878
19/03/2010,20.89,-0.023652948
18/03/2010,21.39,-0.008843437
17/03/2010,21.58,-0.002776494
16/03/2010,21.64,0.003703708
15/03/2010,21.56,-0.008774011
12/03/2010,21.75,0.032238251
11/03/2010,21.06,0.003805904
10/03/2010,20.98,0.014402553
09/03/2010,20.68,-0.017258338
08/03/2010,21.04,0.028442505
05/03/2010,20.45,0.028268681
04/03/2010,19.88,-0.007516948
03/03/2010,20.03,0.001498876
02/03/2010,20,0.011060947
01/03/2010,19.78,0.032368611
26/02/2010,19.15,-0.006765574
25/02/2010,19.28,-0.012371292
24/02/2010,19.52,0.044521623
23/02/2010,18.67,0.010770163
22/02/2010,18.47,-0.003782766
19/02/2010,18.54,0.020709187
18/02/2010,18.16,0.012746086
17/02/2010,17.93,0.00223339
16/02/2010,17.89,0.032379994
12/02/2010,17.32,0.011030591
11/02/2010,17.13,0.022433054
10/02/2010,16.75,0.002390916
09/02/2010,16.71,0.026684421
08/02/2010,16.27,-0.009177183
05/02/2010,16.42,-0.015110593
04/02/2010,16.67,0.026133362
03/02/2010,16.24,0.001848999
02/02/2010,16.21,0.018052155
01/02/2010,15.92,-0.000627944
29/01/2010,15.93,0.009460809
28/01/2010,15.78,0.006995259
27/01/2010,15.67,-0.009526906
26/01/2010,15.82,0.018501325
25/01/2010,15.53,-0.002572349
22/01/2010,15.57,-0.010859257
21/01/2010,15.74,-0.043512147
20/01/2010,16.44,-0.015092348
19/01/2010,16.69,0.008423636
15/01/2010,16.55,0.002419844
14/01/2010,16.51,0.004248868
13/01/2010,16.44,0.004266998
12/01/2010,16.37,-0.015156398
11/01/2010,16.62,-0.017889565
08/01/2010,16.92,-0.033132935
07/01/2010,17.49,0.022550826
06/01/2010,17.1,0.014134511
05/01/2010,16.86,-0.011792589
04/01/2010,17.06,0.017741447
31/12/2009,16.76,-0.027076404
30/12/2009,17.22,-0.024664284
29/12/2009,17.65,-0.006212954
28/12/2009,17.76,0.010755835
24/12/2009,17.57,-0.009065218
23/12/2009,17.73,0.016491702
22/12/2009,17.44,-0.007995474
21/12/2009,17.58,0.035904262
18/12/2009,16.96,-0.002355714
17/12/2009,17,-0.01169604
16/12/2009,17.2,0.015822188
15/12/2009,16.93,-0.031970174
14/12/2009,17.48,0.026668247
11/12/2009,17.02,0.057434943
10/12/2009,16.07,-0.012368741
09/12/2009,16.27,-0.007348472
08/12/2009,16.39,0.000610314
07/12/2009,16.38,0.024723138
04/12/2009,15.98,0.010695289
03/12/2009,15.81,-0.030522457
02/12/2009,16.3,0.017951581
01/12/2009,16.01,-0.01856489
30/11/2009,16.31,-0.039668663
27/11/2009,16.97,-0.034176509
25/11/2009,17.56,0.031234465
24/11/2009,17.02,0.016588058
23/11/2009,16.74,-0.021862023
20/11/2009,17.11,-0.015657032
19/11/2009,17.38,-0.016548166
18/11/2009,17.67,0.001699236
17/11/2009,17.64,-0.029602832
16/11/2009,18.17,0.008844723
13/11/2009,18.01,0.028726278
12/11/2009,17.5,-0.020362695
11/11/2009,17.86,-0.084254688
10/11/2009,19.43,-0.002570035
09/11/2009,19.48,0.015520229
06/11/2009,19.18,0.062385817
05/11/2009,18.02,0.02301533
04/11/2009,17.61,-0.00904472
03/11/2009,17.77,0.003947003
02/11/2009,17.7,0.007371737
30/10/2009,17.57,-0.044525997
29/10/2009,18.37,0.038850613
28/10/2009,17.67,-0.033392084
27/10/2009,18.27,-0.013590859
26/10/2009,18.52,-0.01872213
23/10/2009,18.87,-0.030787717
22/10/2009,19.46,0.030257916
21/10/2009,18.88,-0.046568165
20/10/2009,19.78,-0.02594956
19/10/2009,20.3,0.023929357
16/10/2009,19.82,-0.016016358
15/10/2009,20.14,-0.02839153
14/10/2009,20.72,0.048452383
13/10/2009,19.74,0.00609758
12/10/2009,19.62,0.024246739
09/10/2009,19.15,-0.019649029
08/10/2009,19.53,0.049327943
07/10/2009,18.59,0.003232761
06/10/2009,18.53,0.01248998
05/10/2009,18.3,0.050430854
02/10/2009,17.4,-0.001722653
01/10/2009,17.43,-0.048161603
30/09/2009,18.29,0.001641587
29/09/2009,18.26,0.017680019
28/09/2009,17.94,0.008396355
25/09/2009,17.79,-0.012290658
24/09/2009,18.01,-0.023052612
23/09/2009,18.43,-0.018280079
22/09/2009,18.77,0.053623349
21/09/2009,17.79,-0.013400536
18/09/2009,18.03,0.022435041
17/09/2009,17.63,0.006258911
16/09/2009,17.52,-0.005123837
15/09/2009,17.61,0.045303914
14/09/2009,16.83,0.046208828
11/09/2009,16.07,-0.009907202
10/09/2009,16.23,0.013647855
09/09/2009,16.01,0.034310862
08/09/2009,15.47,0.016949558
04/09/2009,15.21,0.017241806
03/09/2009,14.95,0.013468217
02/09/2009,14.75,-0.027417297
01/09/2009,15.16,-0.023469135
31/08/2009,15.52,-0.024818328
28/08/2009,15.91,0.016476925
27/08/2009,15.65,-0.00255265
26/08/2009,15.69,-0.010145934
25/08/2009,15.85,0.034010336
24/08/2009,15.32,-0.00195631
21/08/2009,15.35,0.030425627
20/08/2009,14.89,0.018299392
19/08/2009,14.62,0.006174977
18/08/2009,14.53,0.006906105
17/08/2009,14.43,-0.059196837
14/08/2009,15.31,-0.05341384
13/08/2009,16.15,-0.015361285
12/08/2009,16.4,0.05837867
11/08/2009,15.47,0.015635498
10/08/2009,15.23,-0.04869636
07/08/2009,15.99,0.063246881
06/08/2009,15.01,0.054067221
05/08/2009,14.22,0.009184098
04/08/2009,14.09,-0.028683324
03/08/2009,14.5,0.041540643
31/07/2009,13.91,0.021803189
30/07/2009,13.61,0.024545673
29/07/2009,13.28,-0.00375799
28/07/2009,13.33,0.00375799
27/07/2009,13.28,-0.02160233
24/07/2009,13.57,0.02160233
23/07/2009,13.28,0.04702215
22/07/2009,12.67,0.020734395
21/07/2009,12.41,-0.024672959
20/07/2009,12.72,0.065797175
17/07/2009,11.91,0.010126669
16/07/2009,11.79,-0.011804522
15/07/2009,11.93,0.079344432
14/07/2009,11.02,0.034151912
13/07/2009,10.65,0.00376294
10/07/2009,10.61,-0.00188324
09/07/2009,10.63,-0.005628533
08/07/2009,10.69,-0.009311054
07/07/2009,10.79,-0.024715217
06/07/2009,11.06,0.005439723
02/07/2009,11,-0.065106542
01/07/2009,11.74,-0.001702128
30/06/2009,11.76,-0.015190165
29/06/2009,11.94,0.022872662
26/06/2009,11.67,-0.013617232
25/06/2009,11.83,0.037902901
24/06/2009,11.39,0.044890841
23/06/2009,10.89,-0.043133371
22/06/2009,11.37,-0.00175747
19/06/2009,11.39,0.069055585
18/06/2009,10.63,-0.054908576
17/06/2009,11.23,-0.00177936
16/06/2009,11.25,-0.057849533
15/06/2009,11.92,-0.049908107
12/06/2009,12.53,0.043219119
11/06/2009,12,-0.051168287
10/06/2009,12.63,-0.014931515
09/06/2009,12.82,0.003907781
08/06/2009,12.77,-0.003127446
05/06/2009,12.81,-0.005449605
04/06/2009,12.88,-0.033590944
03/06/2009,13.32,-0.040461569
02/06/2009,13.87,0.031492899
01/06/2009,13.44,0.140357358
29/05/2009,11.68,0.044646364
28/05/2009,11.17,-0.03431925
27/05/2009,11.56,-0.024777004
26/05/2009,11.85,0.057307345
22/05/2009,11.19,-0.008010724
21/05/2009,11.28,-0.050140147
20/05/2009,11.86,-0.037240547
19/05/2009,12.31,0.013906155
18/05/2009,12.14,0.069051711
15/05/2009,11.33,0.000883002
14/05/2009,11.32,-0.017513582
13/05/2009,11.52,-0.069571408
12/05/2009,12.35,-0.027158219
11/05/2009,12.69,-0.010971897
08/05/2009,12.83,0.000779727
07/05/2009,12.82,-0.068576768
06/05/2009,13.73,-0.061438309
05/05/2009,14.6,-0.01089929
04/05/2009,14.76,0.088490667
01/05/2009,13.51,-0.01250476
30/04/2009,13.68,0.053295914
29/04/2009,12.97,0.030530747
28/04/2009,12.58,-0.02511906
27/04/2009,12.9,-0.025259667
24/04/2009,13.23,0.047204121
23/04/2009,12.62,-0.005531425
22/04/2009,12.69,0.015085637
21/04/2009,12.5,0.051714436
20/04/2009,11.87,-0.098598022
17/04/2009,13.1,0.045284865
16/04/2009,12.52,0.079776502
15/04/2009,11.56,-0.036522106
14/04/2009,11.99,-0.075477224
13/04/2009,12.93,0.084693879
09/04/2009,11.88,0.140772554
08/04/2009,10.32,0.061957875
07/04/2009,9.7,-0.025446666
06/04/2009,9.95,-0.040379686
03/04/2009,10.36,0.017527226
02/04/2009,10.18,0.119872644
01/04/2009,9.03,0.014501091
31/03/2009,8.9,-0.001122965
30/03/2009,8.91,-0.085982041
27/03/2009,9.71,0.005162634
26/03/2009,9.66,0.096656842
25/03/2009,8.77,-0.033635458
24/03/2009,9.07,0.0234255
23/03/2009,8.86,0.102105223
20/03/2009,8,-0.090754363
19/03/2009,8.76,-0.036979003
18/03/2009,9.09,0.084913369
17/03/2009,8.35,0.054133757
16/03/2009,7.91,-0.051735674
13/03/2009,8.33,0.001201201
12/03/2009,8.32,0.058148723
11/03/2009,7.85,0.064453599
10/03/2009,7.36,0.079137321
09/03/2009,6.8,-0.020379162
06/03/2009,6.94,0.053267029
05/03/2009,6.58,-0.110665568
04/03/2009,7.35,0.02340093
03/03/2009,7.18,-0.026118323
02/03/2009,7.37,-0.065640356
27/02/2009,7.87,0.003819228
26/02/2009,7.84,-0.032625227
25/02/2009,8.1,-0.023185907
24/02/2009,8.29,0.113569969
23/02/2009,7.4,-0.060306606
20/02/2009,7.86,0.025774623
19/02/2009,7.66,-0.029584151
18/02/2009,7.89,-0.023795738
17/02/2009,8.08,-0.065852633
13/02/2009,8.63,-0.009227286
12/02/2009,8.71,0.024405627
11/02/2009,8.5,-0.032410244
10/02/2009,8.78,-0.074595975
09/02/2009,9.46,-0.025053502
06/02/2009,9.7,0.103072185
05/02/2009,8.75,0.050391446
04/02/2009,8.32,-0.05949276
03/02/2009,8.83,0.027556279
02/02/2009,8.59,-0.041054796
30/01/2009,8.95,-0.050119421
29/01/2009,9.41,-0.064804161
28/01/2009,10.04,0.047943909
27/01/2009,9.57,-0.016580691
26/01/2009,9.73,0.008255981
23/01/2009,9.65,0.027312622
22/01/2009,9.39,0.013941245
21/01/2009,9.26,0.058938679
20/01/2009,8.73,-0.111527031
16/01/2009,9.76,0.002051283
15/01/2009,9.74,0.02811221
14/01/2009,9.47,-0.059443727
13/01/2009,10.05,0.012012156
12/01/2009,9.93,-0.036583417
09/01/2009,10.3,-0.059367407
08/01/2009,10.93,-0.034175988
07/01/2009,11.31,-0.033046485
06/01/2009,11.69,0.002569595
05/01/2009,11.66,
