Date,Close,BBBY
24/01/2013,58.99,0.04277338
23/01/2013,56.52,0.000530926
22/01/2013,56.49,0.019484038
18/01/2013,55.4,0.000180522
17/01/2013,55.39,-0.009344183
16/01/2013,55.91,0.001969386
15/01/2013,55.8,0.001255268
14/01/2013,55.73,-0.009642932
11/01/2013,56.27,-0.007612677
10/01/2013,56.7,0.001588563
09/01/2013,56.61,0.004071162
08/01/2013,56.38,-0.00070922
07/01/2013,56.42,-0.008471636
04/01/2013,56.9,0.004933061
03/01/2013,56.62,0.008335598
02/01/2013,56.15,0.004283426
31/12/2012,55.91,0.018047774
28/12/2012,54.91,-0.008884112
27/12/2012,55.4,0.002892265
26/12/2012,55.24,-0.007574428
24/12/2012,55.66,-0.001077393
21/12/2012,55.72,-0.011420538
20/12/2012,56.36,-0.067240687
19/12/2012,60.28,-0.001823155
18/12/2012,60.39,0.02345559
17/12/2012,58.99,0.013139
14/12/2012,58.22,0.001031105
13/12/2012,58.16,-0.00034382
12/12/2012,58.18,-0.001202439
11/12/2012,58.25,0.007063515
10/12/2012,57.84,-0.006376583
07/12/2012,58.21,0.005858046
06/12/2012,57.87,0.004676548
05/12/2012,57.6,-0.008987271
04/12/2012,58.12,-0.006003963
03/12/2012,58.47,-0.004266582
30/11/2012,58.72,0
29/11/2012,58.72,-0.016886588
28/11/2012,59.72,0.011113096
27/11/2012,59.06,0.002543021
26/11/2012,58.91,-0.020996824
23/11/2012,60.16,0.020318053
21/11/2012,58.95,0.007662873
20/11/2012,58.5,0.016720203
19/11/2012,57.53,0.019837392
16/11/2012,56.4,-0.010582109
15/11/2012,57,-0.002978017
14/11/2012,57.17,-0.013723832
13/11/2012,57.96,0.007272759
12/11/2012,57.54,0.008026566
09/11/2012,57.08,-0.012534983
08/11/2012,57.8,-0.002073972
07/11/2012,57.92,-0.015419185
06/11/2012,58.82,0.022001575
05/11/2012,57.54,0.007676241
02/11/2012,57.1,-0.010799617
01/11/2012,57.72,0.000693241
31/10/2012,57.68,0.003995489
26/10/2012,57.45,-0.015887055
25/10/2012,58.37,0.018850537
24/10/2012,57.28,-0.028229069
23/10/2012,58.92,-0.024477333
22/10/2012,60.38,0.002321341
19/10/2012,60.24,-0.012865096
18/10/2012,61.02,-0.00376217
17/10/2012,61.25,0.004089985
16/10/2012,61,0.01121014
15/10/2012,60.32,-0.018560112
12/10/2012,61.45,-0.001950903
11/10/2012,61.57,0.002276424
10/10/2012,61.43,-0.004385616
09/10/2012,61.7,-0.013522421
08/10/2012,62.54,0.015144481
05/10/2012,61.6,-0.005181359
04/10/2012,61.92,-0.002741716
03/10/2012,62.09,-0.003055402
02/10/2012,62.28,-0.013238889
01/10/2012,63.11,0.001744509
28/09/2012,63,0.008608375
27/09/2012,62.46,-0.003994573
26/09/2012,62.71,0.01138654
25/09/2012,62,0.000968211
24/09/2012,61.94,0.005991436
21/09/2012,61.57,-0.008249137
20/09/2012,62.08,-0.10263451
19/09/2012,68.79,0.00583177
18/09/2012,68.39,-0.034208567
17/09/2012,70.77,-0.011659892
14/09/2012,71.6,0.018323275
13/09/2012,70.3,0.007567681
12/09/2012,69.77,0.006326405
11/09/2012,69.33,0.008546442
10/09/2012,68.74,-0.006235971
07/09/2012,69.17,-0.007202566
06/09/2012,69.67,0.03654309
05/09/2012,67.17,0.002832652
04/09/2012,66.98,-0.002832652
31/08/2012,67.17,0.002235637
30/08/2012,67.02,0.003737204
29/08/2012,66.77,-0.007014431
28/08/2012,67.24,0.010765654
27/08/2012,66.52,0.001805598
24/08/2012,66.4,0.003318754
23/08/2012,66.18,-0.006326275
22/08/2012,66.6,0.009049836
21/08/2012,66,-0.00196776
20/08/2012,66.13,-0.006481295
17/08/2012,66.56,0.015290586
16/08/2012,65.55,0.030828869
15/08/2012,63.56,0.007739121
14/08/2012,63.07,-0.007424408
13/08/2012,63.54,0.012033077
10/08/2012,62.78,-0.01234779
09/08/2012,63.56,-0.00955147
08/08/2012,64.17,0.018401085
07/08/2012,63,0.015355388
06/08/2012,62.04,-0.006426757
03/08/2012,62.44,0.0297462
02/08/2012,60.61,0.006123312
01/08/2012,60.24,-0.011717272
31/07/2012,60.95,-0.02703086
30/07/2012,62.62,-0.01584317
27/07/2012,63.62,0.030806043
26/07/2012,61.69,0.02245812
25/07/2012,60.32,-0.010061941
24/07/2012,60.93,-0.017408721
23/07/2012,62,0.010050336
20/07/2012,61.38,-0.01471685
19/07/2012,62.29,0.0070888
18/07/2012,61.85,0.008769137
17/07/2012,61.31,0.010328807
16/07/2012,60.68,-0.004275619
13/07/2012,60.94,0.010060281
12/07/2012,60.33,-0.002979148
11/07/2012,60.51,-0.013297413
10/07/2012,61.32,0.001795479
09/07/2012,61.21,-0.010401524
06/07/2012,61.85,-0.00901342
05/07/2012,62.41,0.000801475
03/07/2012,62.36,0.012099849
02/07/2012,61.61,-0.003079169
29/06/2012,61.8,0.035576875
28/06/2012,59.64,-0.00401607
27/06/2012,59.88,0.001169688
26/06/2012,59.81,0.007889256
25/06/2012,59.34,-0.030863575
22/06/2012,61.2,0.000490316
21/06/2012,61.17,-0.185938787
20/06/2012,73.67,-0.014152133
19/06/2012,74.72,0.006175345
18/06/2012,74.26,0.021643804
15/06/2012,72.67,0.009123646
14/06/2012,72.01,0.018925356
13/06/2012,70.66,-0.012097489
12/06/2012,71.52,0.023627045
11/06/2012,69.85,-0.013650148
08/06/2012,70.81,-0.00380577
07/06/2012,71.08,-0.011052928
06/06/2012,71.87,0.013588498
05/06/2012,70.9,-0.001691094
04/06/2012,71.02,0.003385053
01/06/2012,70.78,-0.020555852
31/05/2012,72.25,-0.01169604
30/05/2012,73.1,-0.011155061
29/05/2012,73.92,0.020777128
25/05/2012,72.4,-0.000966384
24/05/2012,72.47,0.020351971
23/05/2012,71.01,0.005224156
22/05/2012,70.64,0.012105823
21/05/2012,69.79,0.013705762
18/05/2012,68.84,-0.004637689
17/05/2012,69.16,-0.041353952
16/05/2012,72.08,0.009899
15/05/2012,71.37,0.004916085
14/05/2012,71.02,-0.007434978
11/05/2012,71.55,0.039919769
10/05/2012,68.75,0.010674957
09/05/2012,68.02,-0.003082571
08/05/2012,68.23,0.001613495
07/05/2012,68.12,0.001028127
04/05/2012,68.05,-0.02682292
03/05/2012,69.9,-0.02416908
02/05/2012,71.61,0.022168222
01/05/2012,70.04,-0.0049847
30/04/2012,70.39,-0.011160672
27/04/2012,71.18,0.024316875
26/04/2012,69.47,0.008238827
25/04/2012,68.9,0.017422299
24/04/2012,67.71,-0.005449605
23/04/2012,68.08,-0.00702579
20/04/2012,68.56,0.005704689
19/04/2012,68.17,-0.020616293
18/04/2012,69.59,-0.00601721
17/04/2012,70.01,0.006592171
16/04/2012,69.55,0.002014969
13/04/2012,69.41,-0.010462295
12/04/2012,70.14,0.000998502
11/04/2012,70.07,0.010905546
10/04/2012,69.31,-0.024653903
09/04/2012,71.04,-0.011337514
05/04/2012,71.85,0.08144708
04/04/2012,66.23,-0.011409822
03/04/2012,66.99,0.001643386
02/04/2012,66.88,0.016736161
30/03/2012,65.77,-0.014340951
29/03/2012,66.72,-0.004635522
28/03/2012,67.03,-0.005059535
27/03/2012,67.37,0.002080238
26/03/2012,67.23,0.016799555
23/03/2012,66.11,0.005764579
22/03/2012,65.73,-0.007729068
21/03/2012,66.24,0.006360767
20/03/2012,65.82,-0.001366432
19/03/2012,65.91,-0.001819009
16/03/2012,66.03,0.007295974
15/03/2012,65.55,0.001221188
14/03/2012,65.47,0.045625786
13/03/2012,62.55,0.004165338
12/03/2012,62.29,-0.005922386
09/03/2012,62.66,-0.000797639
08/03/2012,62.71,0.015588905
07/03/2012,61.74,0.003732256
06/03/2012,61.51,-0.003570273
05/03/2012,61.73,0.014522569
02/03/2012,60.84,0.008417975
01/03/2012,60.33,0.00982768
29/02/2012,59.74,-0.004342749
28/02/2012,60,-0.001332445
27/02/2012,60.08,-0.00448394
24/02/2012,60.35,-0.000993707
23/02/2012,60.41,0.012995851
22/02/2012,59.63,0.006561814
21/02/2012,59.24,-0.003874994
17/02/2012,59.47,0.022618089
16/02/2012,58.14,0.003445903
15/02/2012,57.94,-0.030928548
14/02/2012,59.76,0.006379071
13/02/2012,59.38,0.006759066
10/02/2012,58.98,-0.019975486
09/02/2012,60.17,-0.015337977
08/02/2012,61.1,-0.004897969
07/02/2012,61.4,-0.009563247
06/02/2012,61.99,-0.018539767
03/02/2012,63.15,0.022904821
02/02/2012,61.72,0.001297017
01/02/2012,61.64,0.015367312
31/01/2012,60.7,-0.010162356
30/01/2012,61.32,-0.019700298
27/01/2012,62.54,0.004487187
26/01/2012,62.26,-0.010703833
25/01/2012,62.93,0.001272063
24/01/2012,62.85,0.013455273
23/01/2012,62.01,0.004687635
20/01/2012,61.72,-0.023538033
19/01/2012,63.19,0.02386213
18/01/2012,61.7,0.030776724
17/01/2012,59.83,0.013630838
13/01/2012,59.02,-0.013129291
12/01/2012,59.8,-0.016584128
11/01/2012,60.8,0.002635048
10/01/2012,60.64,0.016460593
09/01/2012,59.65,-0.004849913
06/01/2012,59.94,0.003342249
05/01/2012,59.74,0.00486619
04/01/2012,59.45,0.018162258
03/01/2012,58.38,0.00704773
30/12/2011,57.97,-0.0111503
29/12/2011,58.62,0.012704034
28/12/2011,57.88,0.004155131
27/12/2011,57.64,0.003127718
23/12/2011,57.46,-0.002086232
22/12/2011,57.58,-0.06472303
21/12/2011,61.43,-0.001951537
20/12/2011,61.55,0.014235698
19/12/2011,60.68,-0.008859779
16/12/2011,61.22,0.00081706
15/12/2011,61.17,0.008372371
14/12/2011,60.66,-0.007718242
13/12/2011,61.13,-0.021523608
12/12/2011,62.46,-0.012094355
09/12/2011,63.22,0.01997031
08/12/2011,61.97,-0.013782269
07/12/2011,62.83,0.015235641
06/12/2011,61.88,-0.005157974
05/12/2011,62.2,0.022600751
02/12/2011,60.81,0.011578032
01/12/2011,60.11,-0.006632424
30/11/2011,60.51,0.013644138
29/11/2011,59.69,0.00318819
28/11/2011,59.5,0.027258928
25/11/2011,57.9,-0.004996134
23/11/2011,58.19,-0.007362417
22/11/2011,58.62,-0.009845607
21/11/2011,59.2,-0.01325634
18/11/2011,59.99,-0.002996008
17/11/2011,60.17,-0.007286007
16/11/2011,60.61,-0.016039624
15/11/2011,61.59,0.005698949
14/11/2011,61.24,-0.011042658
11/11/2011,61.92,0.035841416
10/11/2011,59.74,-0.028547438
09/11/2011,61.47,-0.031545326
08/11/2011,63.44,0.007594973
07/11/2011,62.96,0.014881465
04/11/2011,62.03,0.000645057
03/11/2011,61.99,0.001452902
02/11/2011,61.9,0.006157854
01/11/2011,61.52,-0.005188079
31/10/2011,61.84,0.011220542
28/10/2011,61.15,-0.02614739
27/10/2011,62.77,0.029587479
26/10/2011,60.94,-0.001311906
25/10/2011,61.02,-0.019635519
24/10/2011,62.23,0.006772035
21/10/2011,61.81,0.034565653
20/10/2011,59.71,-0.007840561
19/10/2011,60.18,-0.013369845
18/10/2011,60.99,0.012207344
17/10/2011,60.25,-0.015154301
14/10/2011,61.17,0.02281845
13/10/2011,59.79,0.001841467
12/10/2011,59.68,0.003693138
11/10/2011,59.46,0.009802343
10/10/2011,58.88,0.030172102
07/10/2011,57.13,-0.006281647
06/10/2011,57.49,0.031810422
05/10/2011,55.69,0.004318884
04/10/2011,55.45,0.003432394
03/10/2011,55.26,-0.036425809
30/09/2011,57.31,-0.035650733
29/09/2011,59.39,0.009813954
28/09/2011,58.81,-0.010487241
27/09/2011,59.43,0.006583969
26/09/2011,59.04,0.031311693
23/09/2011,57.22,-0.01077709
22/09/2011,57.84,0.006243517
21/09/2011,57.48,-0.025082916
20/09/2011,58.94,-0.015488525
19/09/2011,59.86,-0.001335559
16/09/2011,59.94,0.009723463
15/09/2011,59.36,-0.000168449
14/09/2011,59.37,0.002698602
13/09/2011,59.21,0.020475037
12/09/2011,58.01,0.03009851
09/09/2011,56.29,-0.019527404
08/09/2011,57.4,-0.014528101
07/09/2011,58.24,0.028386756
06/09/2011,56.61,0.003007521
02/09/2011,56.44,-0.012151246
01/09/2011,57.13,0.004737267
31/08/2011,56.86,-0.005262247
30/08/2011,57.16,0.002978539
29/08/2011,56.99,0.037362465
26/08/2011,54.9,0.03164294
25/08/2011,53.19,-0.009542593
24/08/2011,53.7,0.007101506
23/08/2011,53.32,0.031627708
22/08/2011,51.66,0.01994201
19/08/2011,50.64,-0.007279914
18/08/2011,51.01,-0.044477333
17/08/2011,53.33,-0.01267019
16/08/2011,54.01,-0.010864668
15/08/2011,54.6,0.00311841
12/08/2011,54.43,0.027000989
11/08/2011,52.98,0.056692198
10/08/2011,50.06,-0.048542811
09/08/2011,52.55,0.055156725
08/08/2011,49.73,-0.061794966
05/08/2011,52.9,0.000945627
04/08/2011,52.85,-0.02614528
03/08/2011,54.25,-0.012638688
02/08/2011,54.94,-0.041884408
01/08/2011,57.29,-0.020729711
29/07/2011,58.49,0.013425331
28/07/2011,57.71,-0.002250109
27/07/2011,57.84,-0.028631813
26/07/2011,59.52,0.002691792
25/07/2011,59.36,-0.005711422
22/07/2011,59.7,0.003691899
21/07/2011,59.48,0.007763752
20/07/2011,59.02,-0.008939926
19/07/2011,59.55,0.006401639
18/07/2011,59.17,0.008656593
15/07/2011,58.66,-0.002553845
14/07/2011,58.81,-0.010655492
13/07/2011,59.44,0.005228991
12/07/2011,59.13,-0.003713711
11/07/2011,59.35,-0.013223057
08/07/2011,60.14,-0.00282275
07/07/2011,60.31,0.020267003
06/07/2011,59.1,-0.003378382
05/07/2011,59.3,-0.001516556
01/07/2011,59.39,0.017323803
30/06/2011,58.37,0.00618665
29/06/2011,58.01,-0.000172369
28/06/2011,58.02,0.027255356
27/06/2011,56.46,-0.002299868
24/06/2011,56.59,-0.005990152
23/06/2011,56.93,0.051727902
22/06/2011,54.06,0
21/06/2011,54.06,0.027568553
20/06/2011,52.59,0.011474595
17/06/2011,51.99,-0.016595517
16/06/2011,52.86,-0.000945448
15/06/2011,52.91,-0.028323116
14/06/2011,54.43,0.022669124
13/06/2011,53.21,0.005653992
10/06/2011,52.91,-0.010528392
09/06/2011,53.47,0.015644462
08/06/2011,52.64,0.002472659
07/06/2011,52.51,0.016513432
06/06/2011,51.65,0.000774743
03/06/2011,51.61,-0.018049645
02/06/2011,52.55,-0.0098467
01/06/2011,53.07,-0.015333135
31/05/2011,53.89,0.008011221
27/05/2011,53.46,-0.006525613
26/05/2011,53.81,-0.00740607
25/05/2011,54.21,0.010383924
24/05/2011,53.65,-0.000745295
23/05/2011,53.69,-0.002604168
20/05/2011,53.83,-0.019864549
19/05/2011,54.91,-0.004361264
18/05/2011,55.15,0.005636891
17/05/2011,54.84,-0.002003826
16/05/2011,54.95,-0.012658397
13/05/2011,55.65,-0.009478744
12/05/2011,56.18,0.003387718
11/05/2011,55.99,-0.010128918
10/05/2011,56.56,0.019459688
09/05/2011,55.47,-0.003778682
06/05/2011,55.68,-0.001077006
05/05/2011,55.74,0.003774607
04/05/2011,55.53,0.000360231
03/05/2011,55.51,-0.011107244
02/05/2011,56.13,0
29/04/2011,56.13,-0.013097532
28/04/2011,56.87,-0.006659681
27/04/2011,57.25,0.00209827
26/04/2011,57.13,0.009850563
25/04/2011,56.57,-0.012821814
21/04/2011,57.3,0.00489854
20/04/2011,57.02,0.020732558
19/04/2011,55.85,0.001074884
18/04/2011,55.79,-0.000895817
15/04/2011,55.84,0.016248778
14/04/2011,54.94,0.007674074
13/04/2011,54.52,0.008473066
12/04/2011,54.06,0.000925326
11/04/2011,54.01,0.003524069
08/04/2011,53.82,-0.013472567
07/04/2011,54.55,0.099369738
06/04/2011,49.39,0.009970578
05/04/2011,48.9,0.008419805
04/04/2011,48.49,-0.004526757
01/04/2011,48.71,0.009074098
31/03/2011,48.27,-0.005577951
30/03/2011,48.54,0.017876178
29/03/2011,47.68,0.007578984
28/03/2011,47.32,0.000845666
25/03/2011,47.28,-0.01240163
24/03/2011,47.87,0.018767024
23/03/2011,46.98,0.011345514
22/03/2011,46.45,-0.003224076
21/03/2011,46.6,0.022131517
18/03/2011,45.58,-0.005251653
17/03/2011,45.82,0.01650384
16/03/2011,45.07,-0.021728058
15/03/2011,46.06,0.016196458
14/03/2011,45.32,-0.010972241
11/03/2011,45.82,0.004155282
10/03/2011,45.63,-0.024890366
09/03/2011,46.78,-0.009361771
08/03/2011,47.22,-0.006333143
07/03/2011,47.52,-0.0171087
04/03/2011,48.34,-0.01110894
03/03/2011,48.88,0.020044064
02/03/2011,47.91,0.013871597
01/03/2011,47.25,-0.018868484
28/02/2011,48.15,0.00625002
25/02/2011,47.85,0.010293127
24/02/2011,47.36,-0.008201076
23/02/2011,47.75,-0.025432985
22/02/2011,48.98,-0.036877926
18/02/2011,50.82,0.027530165
17/02/2011,49.44,-0.004238577
16/02/2011,49.65,0.006263279
15/02/2011,49.34,-0.00907905
14/02/2011,49.79,-0.005008525
11/02/2011,50.04,0.005812222
10/02/2011,49.75,0.010101096
09/02/2011,49.25,0.009588975
08/02/2011,48.78,0.009474839
07/02/2011,48.32,-0.000413822
04/02/2011,48.34,0.001656315
03/02/2011,48.26,0.010833439
02/02/2011,47.74,-0.016412543
01/02/2011,48.53,0.010981153
31/01/2011,48,-0.01242252
28/01/2011,48.6,-0.041118247
27/01/2011,50.64,0.022365149
26/01/2011,49.52,0.004249728
