Date,Close,CB
04/04/2013,88.12,0.008089829
03/04/2013,87.41,-0.007181564
02/04/2013,88.04,0.007295974
01/04/2013,87.4,-0.001486309
28/03/2013,87.53,0.00837497
27/03/2013,86.8,0.002075886
26/03/2013,86.62,0.001270722
25/03/2013,86.51,0.001156604
22/03/2013,86.41,0.010587034
21/03/2013,85.5,-0.006412147
20/03/2013,86.05,0.008519629
19/03/2013,85.32,0.001055409
18/03/2013,85.23,-0.003396782
15/03/2013,85.52,-0.007571823
14/03/2013,86.17,0.005469264
13/03/2013,85.7,0.000116693
12/03/2013,85.69,0
11/03/2013,85.69,-0.000583328
08/03/2013,85.74,0.000933489
07/03/2013,85.66,0.001752644
06/03/2013,85.51,-0.003035967
05/03/2013,85.77,0.006433147
04/03/2013,85.22,0.006356702
01/03/2013,84.68,0.007705568
28/02/2013,84.03,-0.004630462
27/02/2013,84.42,0.009880445
26/02/2013,83.59,0.008892152
25/02/2013,82.85,-0.02054785
22/02/2013,84.57,0.004978673
21/02/2013,84.15,0.010032331
20/02/2013,83.31,-0.004909308
19/02/2013,83.72,-0.000597051
15/02/2013,83.77,0.002988824
14/02/2013,83.52,-0.001555303
13/02/2013,83.65,0.000717532
12/02/2013,83.59,0.00143661
11/02/2013,83.47,0.000359475
08/02/2013,83.44,0.000959233
07/02/2013,83.36,-0.001917546
06/02/2013,83.52,0.004319661
05/02/2013,83.16,0.010030902
04/02/2013,82.33,-0.006778866
01/02/2013,82.89,0.031620281
31/01/2013,80.31,-0.001741727
30/01/2013,80.45,-0.007923776
29/01/2013,81.09,0.007923776
28/01/2013,80.45,-0.00693673
25/01/2013,81.01,0.003338488
24/01/2013,80.74,0.004095569
23/01/2013,80.41,-0.006075278
22/01/2013,80.9,0.023386297
18/01/2013,79.03,0.001266143
17/01/2013,78.93,0.002410098
16/01/2013,78.74,0.007521229
15/01/2013,78.15,0.00230592
14/01/2013,77.97,0.002439809
11/01/2013,77.78,0.002574667
10/01/2013,77.58,0.010886577
09/01/2013,76.74,0.008506235
08/01/2013,76.09,-0.014612132
07/01/2013,77.21,-0.010948779
04/01/2013,78.06,0.010948779
03/01/2013,77.21,0.004023106
02/01/2013,76.9,0.020760173
31/12/2012,75.32,0.012289762
28/12/2012,74.4,-0.004559482
27/12/2012,74.74,-0.00253892
26/12/2012,74.93,-0.001333689
24/12/2012,75.03,-0.005051859
21/12/2012,75.41,-0.008451126
20/12/2012,76.05,0.007390822
19/12/2012,75.49,-0.022010583
18/12/2012,77.17,0.005196842
17/12/2012,76.77,0.008502896
14/12/2012,76.12,-0.010714855
13/12/2012,76.94,-0.006477546
12/12/2012,77.44,0.008168603
11/12/2012,76.81,-0.005064617
10/12/2012,77.2,-0.004394475
07/12/2012,77.54,0.001290489
06/12/2012,77.44,-0.009510417
05/12/2012,78.18,0.025652398
04/12/2012,76.2,-0.003667806
03/12/2012,76.48,-0.006646275
30/11/2012,76.99,0.003773835
29/11/2012,76.7,0.001565762
28/11/2012,76.58,0.003925165
27/11/2012,76.28,-0.00575165
26/11/2012,76.72,-0.006625552
23/11/2012,77.23,0.008190906
21/11/2012,76.6,-0.000782983
20/11/2012,76.66,0.006806309
19/11/2012,76.14,0.009633859
16/11/2012,75.41,0.013887257
15/11/2012,74.37,0.007287482
14/11/2012,73.83,-0.009436576
13/11/2012,74.53,0.004841973
12/11/2012,74.17,-0.007789457
09/11/2012,74.75,0.003887144
08/11/2012,74.46,-0.001207973
07/11/2012,74.55,-0.014118508
06/11/2012,75.61,0.014252656
05/11/2012,74.54,0.000805261
02/11/2012,74.48,-0.018490716
01/11/2012,75.87,-0.014524299
31/10/2012,76.98,-0.012650227
26/10/2012,77.96,-0.018176541
25/10/2012,79.39,-0.005401684
24/10/2012,79.82,-0.003002254
23/10/2012,80.06,-0.006722296
22/10/2012,80.6,0.003729029
19/10/2012,80.3,-0.011022466
18/10/2012,81.19,0.028991159
17/10/2012,78.87,0.008147722
16/10/2012,78.23,0.008214653
15/10/2012,77.59,0.00776301
12/10/2012,76.99,-0.009437081
11/10/2012,77.72,0.001674072
10/10/2012,77.59,0.00361524
09/10/2012,77.31,-0.007731001
08/10/2012,77.91,-0.003459546
05/10/2012,78.18,0.004358422
04/10/2012,77.84,0.006444152
03/10/2012,77.34,0.000776096
02/10/2012,77.28,-0.000129391
01/10/2012,77.29,0.0131538
28/09/2012,76.28,0.001705701
27/09/2012,76.15,0.008307558
26/09/2012,75.52,-0.006335818
25/09/2012,76,-0.001709065
24/09/2012,76.13,0.009237331
21/09/2012,75.43,-0.003837252
20/09/2012,75.72,-0.001319784
19/09/2012,75.82,-0.005392976
18/09/2012,76.23,0.003153333
17/09/2012,75.99,-0.001183666
14/09/2012,76.08,-0.008898253
13/09/2012,76.76,0.012585378
12/09/2012,75.8,0.00768114
11/09/2012,75.22,0.00613417
10/09/2012,74.76,-0.00200441
07/09/2012,74.91,-0.002400001
06/09/2012,75.09,0.016109893
05/09/2012,73.89,-0.00216304
04/09/2012,74.05,0.00216304
31/08/2012,73.89,0.005292095
30/08/2012,73.5,0
29/08/2012,73.5,-0.00149548
28/08/2012,73.61,-0.001900109
27/08/2012,73.75,0.001221084
24/08/2012,73.66,0.007494755
23/08/2012,73.11,-0.005456295
22/08/2012,73.51,-0.001495277
21/08/2012,73.62,-0.000814664
20/08/2012,73.68,0.003535014
17/08/2012,73.42,0.011644765
16/08/2012,72.57,0.005388614
15/08/2012,72.18,0.000415714
14/08/2012,72.15,0.000277239
13/08/2012,72.13,-0.004426622
10/08/2012,72.45,0.001519442
09/08/2012,72.34,-0.006063966
08/08/2012,72.78,0.004406507
07/08/2012,72.46,-0.000689798
06/08/2012,72.51,-0.00508977
03/08/2012,72.88,0.001785347
02/08/2012,72.75,0.002063984
01/08/2012,72.6,-0.001238902
31/07/2012,72.69,-0.002747632
30/07/2012,72.89,0.007850739
27/07/2012,72.32,0.039054798
26/07/2012,69.55,0.007504726
25/07/2012,69.03,0.002901496
24/07/2012,68.83,-0.013851037
23/07/2012,69.79,-0.011397758
20/07/2012,70.59,-0.014904663
19/07/2012,71.65,-0.008339173
18/07/2012,72.25,0.005690903
17/07/2012,71.84,0.01021345
16/07/2012,71.11,-0.009795768
13/07/2012,71.81,0.016851965
12/07/2012,70.61,-0.002969669
11/07/2012,70.82,-0.011512131
10/07/2012,71.64,-0.005290281
09/07/2012,72.02,-0.002911614
06/07/2012,72.23,-0.015659661
05/07/2012,73.37,-0.002450314
03/07/2012,73.55,0.006684426
02/07/2012,73.06,0.003290379
29/06/2012,72.82,0.018153343
28/06/2012,71.51,0.011108882
27/06/2012,70.72,0.009233676
26/06/2012,70.07,-0.000285388
25/06/2012,70.09,-0.017536866
22/06/2012,71.33,0.006046563
21/06/2012,70.9,-0.015951087
20/06/2012,72.04,-0.000555093
19/06/2012,72.08,0.01059982
18/06/2012,71.32,-0.002800338
15/06/2012,71.52,0.002660135
14/06/2012,71.33,0.012981698
13/06/2012,70.41,-0.009048556
12/06/2012,71.05,0.005079734
11/06/2012,70.69,-0.011952614
08/06/2012,71.54,0.007154411
07/06/2012,71.03,-0.005335593
06/06/2012,71.41,0.018657785
05/06/2012,70.09,0.006441016
04/06/2012,69.64,-0.00501326
01/06/2012,69.99,-0.029285494
31/05/2012,72.07,0.013269278
30/05/2012,71.12,-0.016455538
29/05/2012,72.3,0.007636275
25/05/2012,71.75,-0.00486619
24/05/2012,72.1,0.006121332
23/05/2012,71.66,0.004475532
22/05/2012,71.34,0.001402722
21/05/2012,71.24,0.006195458
18/05/2012,70.8,-0.007878488
17/05/2012,71.36,-0.022447943
16/05/2012,72.98,-0.002189982
15/05/2012,73.14,-0.001639345
14/05/2012,73.26,-0.002181621
11/05/2012,73.42,-0.003535014
10/05/2012,73.68,0.010779937
09/05/2012,72.89,-0.009149944
08/05/2012,73.56,-0.009740337
07/05/2012,74.28,0.01205405
04/05/2012,73.39,-0.004622085
03/05/2012,73.73,0.002172438
02/05/2012,73.57,0.003403911
01/05/2012,73.32,0.003415537
30/04/2012,73.07,-0.002323834
27/04/2012,73.24,-0.004495614
26/04/2012,73.57,0.010658751
25/04/2012,72.79,0.011051363
24/04/2012,71.99,0.006829771
23/04/2012,71.5,-0.00585694
20/04/2012,71.92,-0.003747142
19/04/2012,72.19,0.021280377
18/04/2012,70.67,-0.007471664
17/04/2012,71.2,0.002812941
16/04/2012,71,0.019053612
13/04/2012,69.66,-0.012128279
12/04/2012,70.51,0.012846309
11/04/2012,69.61,0.011413835
10/04/2012,68.82,-0.009832352
09/04/2012,69.5,-0.009451595
05/04/2012,70.16,-0.000427503
04/04/2012,70.19,0.001568404
03/04/2012,70.08,0.004003437
02/04/2012,69.8,0.009934572
30/03/2012,69.11,0.003478769
29/03/2012,68.87,-0.000435508
28/03/2012,68.9,0.002033998
27/03/2012,68.76,0.002329646
26/03/2012,68.6,0.012320484
23/03/2012,67.76,-0.00176939
22/03/2012,67.88,-0.016944606
21/03/2012,69.04,-0.003614549
20/03/2012,69.29,0.001733353
19/03/2012,69.17,0.011340628
16/03/2012,68.39,-0.003794517
15/03/2012,68.65,0
14/03/2012,68.65,-0.00754611
13/03/2012,69.17,0.020447623
12/03/2012,67.77,0.008000043
09/03/2012,67.23,-0.001783326
08/03/2012,67.35,0.001485884
07/03/2012,67.25,0.001637027
06/03/2012,67.14,-0.011256043
05/03/2012,67.9,0.00783622
02/03/2012,67.37,-0.003851857
01/03/2012,67.63,-0.004867625
29/02/2012,67.96,-0.007184255
28/02/2012,68.45,-0.010174506
27/02/2012,69.15,0.007985523
24/02/2012,68.6,-0.000437222
23/02/2012,68.63,0.009957616
22/02/2012,67.95,-0.014319356
21/02/2012,68.93,-0.002318506
17/02/2012,69.09,0.004206258
16/02/2012,68.8,0.000727008
15/02/2012,68.75,-0.008256728
14/02/2012,69.32,0.002455407
13/02/2012,69.15,0.005074313
10/02/2012,68.8,-0.001307285
09/02/2012,68.89,0.001452644
08/02/2012,68.79,-0.002178176
07/02/2012,68.94,0.016526884
06/02/2012,67.81,-0.01129127
03/02/2012,68.58,0.01129127
02/02/2012,67.81,0.001918961
01/02/2012,67.68,0.00399734
31/01/2012,67.41,0.007594408
30/01/2012,66.9,-0.007742743
27/01/2012,67.42,-0.042541074
26/01/2012,70.35,-0.00099453
25/01/2012,70.42,0.005125296
24/01/2012,70.06,-0.013468694
23/01/2012,71.01,0.00056346
20/01/2012,70.97,0.009485454
19/01/2012,70.3,0.000853849
18/01/2012,70.24,0.00628394
17/01/2012,69.8,0.010224007
13/01/2012,69.09,-0.000144728
12/01/2012,69.1,-0.002168414
11/01/2012,69.25,-0.000866051
10/01/2012,69.31,-0.004175371
09/01/2012,69.6,0.004608303
06/01/2012,69.28,-0.006617777
05/01/2012,69.74,0.012117863
04/01/2012,68.9,-0.017694485
03/01/2012,70.13,0.013060824
30/12/2011,69.22,-0.007627582
29/12/2011,69.75,0.003734563
28/12/2011,69.49,-0.011731179
27/12/2011,70.31,0.006277664
23/12/2011,69.87,0.002866564
22/12/2011,69.67,0.010823397
21/12/2011,68.92,0.006696779
20/12/2011,68.46,0.028897321
19/12/2011,66.51,-0.012995926
16/12/2011,67.38,0.001039424
15/12/2011,67.31,0.002379891
14/12/2011,67.15,0.001937841
13/12/2011,67.02,-0.012013493
12/12/2011,67.83,-0.014489825
09/12/2011,68.82,0.019811346
08/12/2011,67.47,-0.017046702
07/12/2011,68.63,0.008046273
06/12/2011,68.08,0.025890451
05/12/2011,66.34,0.001810501
02/12/2011,66.22,-0.011411535
01/12/2011,66.98,-0.006844246
30/11/2011,67.44,0.038236619
29/11/2011,64.91,0.000462285
28/11/2011,64.88,0.016472789
25/11/2011,63.82,0.002824417
23/11/2011,63.64,-0.01342302
22/11/2011,64.5,0.001085861
21/11/2011,64.43,-0.019519562
18/11/2011,65.7,0.009789004
17/11/2011,65.06,-0.008722987
16/11/2011,65.63,-0.018418395
15/11/2011,66.85,0.000748223
14/11/2011,66.8,-0.014564086
11/11/2011,67.78,0.010530316
10/11/2011,67.07,0.004333216
09/11/2011,66.78,-0.0217738
08/11/2011,68.25,0.011790851
07/11/2011,67.45,-0.001185361
04/11/2011,67.53,-0.0008881
03/11/2011,67.59,0.012505746
02/11/2011,66.75,0.025029748
01/11/2011,65.1,-0.029514061
31/10/2011,67.05,-0.023145428
28/10/2011,68.62,-0.018195448
27/10/2011,69.88,0.028154523
26/10/2011,67.94,0.009910591
25/10/2011,67.27,-0.014902526
24/10/2011,68.28,-0.006277851
21/10/2011,68.71,0.050137309
20/10/2011,65.35,0.011078741
19/10/2011,64.63,0.02079337
18/10/2011,63.3,0.030638374
17/10/2011,61.39,-0.023822147
14/10/2011,62.87,0.012967443
13/10/2011,62.06,0.001935484
12/10/2011,61.94,0.003234155
11/10/2011,61.74,-0.002749698
10/10/2011,61.91,0.035177855
07/10/2011,59.77,-0.016756925
06/10/2011,60.78,0.00776286
05/10/2011,60.31,0.012681632
04/10/2011,59.55,0.024306457
03/10/2011,58.12,-0.031668043
30/09/2011,59.99,-0.008796007
29/09/2011,60.52,0.026453912
28/09/2011,58.94,-0.016490362
27/09/2011,59.92,0.00905287
26/09/2011,59.38,0.025412811
23/09/2011,57.89,-0.00051809
22/09/2011,57.92,0.006408613
21/09/2011,57.55,-0.052795207
20/09/2011,60.67,0.01344084
19/09/2011,59.86,-0.008815026
16/09/2011,60.39,0.009149195
15/09/2011,59.84,0.003012555
14/09/2011,59.66,0.003357962
13/09/2011,59.46,-0.003525564
12/09/2011,59.67,0.007232392
09/09/2011,59.24,-0.020550385
08/09/2011,60.47,-0.012653197
07/09/2011,61.24,0.031685491
06/09/2011,59.33,-0.017542844
02/09/2011,60.38,-0.020328569
01/09/2011,61.62,-0.004372123
31/08/2011,61.89,0.002750588
30/08/2011,61.72,-0.006137961
29/08/2011,62.1,0.04478852
26/08/2011,59.38,0.012199406
25/08/2011,58.66,-0.029065465
24/08/2011,60.39,0.005979091
23/08/2011,60.03,0.017815597
22/08/2011,58.97,0.002206944
19/08/2011,58.84,-0.013504594
18/08/2011,59.64,-0.032660003
17/08/2011,61.62,-0.004048916
16/08/2011,61.87,0.007788454
15/08/2011,61.39,0.020073066
12/08/2011,60.17,-0.013372052
11/08/2011,60.98,0.076128328
10/08/2011,56.51,-0.063088612
09/08/2011,60.19,0.082385262
08/08/2011,55.43,-0.072870125
05/08/2011,59.62,-0.00718646
04/08/2011,60.05,-0.031472848
03/08/2011,61.97,0.000807168
02/08/2011,61.92,-0.002741716
01/08/2011,62.09,-0.00626156
29/07/2011,62.48,-0.011774201
28/07/2011,63.22,-0.007406858
27/07/2011,63.69,-0.006728763
26/07/2011,64.12,-0.000779484
25/07/2011,64.17,-0.004353918
22/07/2011,64.45,0.029763633
21/07/2011,62.56,0.011575692
20/07/2011,61.84,0.005675844
19/07/2011,61.49,0.004563985
18/07/2011,61.21,-0.016365917
15/07/2011,62.22,-0.000482044
14/07/2011,62.25,-0.005606743
13/07/2011,62.6,0.00898594
12/07/2011,62.04,0.004199651
11/07/2011,61.78,-0.015578891
08/07/2011,62.75,-0.004610868
07/07/2011,63.04,0.014862439
06/07/2011,62.11,-0.001447993
05/07/2011,62.2,-0.013255804
01/07/2011,63.03,0.006685794
30/06/2011,62.61,0.002558773
29/06/2011,62.45,0.008846057
28/06/2011,61.9,0.000808081
27/06/2011,61.85,0.014986435
24/06/2011,60.93,-0.008498172
23/06/2011,61.45,-0.008910549
22/06/2011,62,-0.01361655
21/06/2011,62.85,0.008789509
20/06/2011,62.3,-0.00576186
17/06/2011,62.66,0
16/06/2011,62.66,0.00223678
15/06/2011,62.52,-0.018069916
14/06/2011,63.66,0.002201605
13/06/2011,63.52,-0.001258653
10/06/2011,63.6,-0.013121088
09/06/2011,64.44,0.002486017
08/06/2011,64.28,-0.011600161
07/06/2011,65.03,0.001230959
06/06/2011,64.95,-0.002613979
03/06/2011,65.12,0.003384098
02/06/2011,64.9,0.001233426
01/06/2011,64.82,-0.011809048
31/05/2011,65.59,0.010113479
27/05/2011,64.93,0.002776066
26/05/2011,64.75,0.004333701
25/05/2011,64.47,-0.000465224
24/05/2011,64.5,-0.00464038
23/05/2011,64.8,-0.011965168
20/05/2011,65.58,-0.004412331
19/05/2011,65.87,0.000303674
18/05/2011,65.85,0.007928079
17/05/2011,65.33,0.005217937
16/05/2011,64.99,0.001848145
13/05/2011,64.87,-0.005534219
12/05/2011,65.23,0.003224571
11/05/2011,65.02,-0.008880781
10/05/2011,65.6,0.00458366
09/05/2011,65.3,-0.001683116
06/05/2011,65.41,0.014164979
05/05/2011,64.49,-0.007415452
04/05/2011,64.97,-0.003840545
03/05/2011,65.22,-0.000306607
02/05/2011,65.24,0.000766695
29/04/2011,65.19,0.006926834
28/04/2011,64.74,0.007908857
27/04/2011,64.23,0.018383737
26/04/2011,63.06,0.007321376
25/04/2011,62.6,0.016752969
21/04/2011,61.56,0.011436165
20/04/2011,60.86,0.005932779
19/04/2011,60.5,-0.009377382
18/04/2011,61.07,-0.013014662
15/04/2011,61.87,0.002913566
14/04/2011,61.69,-0.002913566
13/04/2011,61.87,0.002265373
12/04/2011,61.73,-0.008067162
11/04/2011,62.23,0.0017692
08/04/2011,62.12,0
07/04/2011,62.12,-0.002893428
06/04/2011,62.3,0.008058061
05/04/2011,61.8,-0.000970403
04/04/2011,61.86,0.006975452
01/04/2011,61.43,0.001955353
31/03/2011,61.31,0.00572505
30/03/2011,60.96,0.009725619
29/03/2011,60.37,0.005314744
28/03/2011,60.05,-0.003822825
25/03/2011,60.28,0.0049892
24/03/2011,59.98,0.007866808
23/03/2011,59.51,0.002860751
22/03/2011,59.34,-0.000505433
21/03/2011,59.37,0.022139869
18/03/2011,58.07,-0.002064339
17/03/2011,58.19,-0.00274584
16/03/2011,58.35,0.000171394
15/03/2011,58.34,-0.012604493
14/03/2011,59.08,0.000338581
11/03/2011,59.06,0.001694628
10/03/2011,58.96,-0.012807725
09/03/2011,59.72,0
08/03/2011,59.72,0.009252316
07/03/2011,59.17,-0.00387957
04/03/2011,59.4,-0.002018164
03/03/2011,59.52,0.0062358
02/03/2011,59.15,-0.008752791
01/03/2011,59.67,-0.016784773
28/02/2011,60.68,0.009437937
25/02/2011,60.11,0.008688442
24/02/2011,59.59,-0.013335754
23/02/2011,60.39,-0.001489204
22/02/2011,60.48,-0.01363023
18/02/2011,61.31,0.017274428
17/02/2011,60.26,0.008331993
16/02/2011,59.76,0.009414999
15/02/2011,59.2,0.002198361
14/02/2011,59.07,-0.001691475
11/02/2011,59.17,-0.000337952
10/02/2011,59.19,-0.003878261
09/02/2011,59.42,0.003540423
08/02/2011,59.21,0.005928704
07/02/2011,58.86,0.002722016
04/02/2011,58.7,0.008382566
03/02/2011,58.21,0.001203266
02/02/2011,58.14,-0.010096774
01/02/2011,58.73,0.013715284
31/01/2011,57.93,-0.00069025
28/01/2011,57.97,-0.023189445
27/01/2011,59.33,0.005238711
26/01/2011,59.02,-0.000338811
