Date,Close,X
29/01/2013,23.2,-0.022166295
28/01/2013,23.72,-0.033578284
25/01/2013,24.53,0.01271812
24/01/2013,24.22,-0.031297007
23/01/2013,24.99,-0.007574284
22/01/2013,25.18,0.016416785
18/01/2013,24.77,0.00283
17/01/2013,24.7,0.007314133
16/01/2013,24.52,-0.008932256
15/01/2013,24.74,0.014658243
14/01/2013,24.38,-0.020301144
11/01/2013,24.88,-0.033593358
10/01/2013,25.73,0.010549033
09/01/2013,25.46,0.017832848
08/01/2013,25.01,-0.027604276
07/01/2013,25.71,0.000389029
04/01/2013,25.7,0.010954726
03/01/2013,25.42,-0.018320528
02/01/2013,25.89,0.082072576
31/12/2012,23.85,0.034986504
28/12/2012,23.03,-0.026142479
27/12/2012,23.64,-0.025888711
26/12/2012,24.26,0.008278193
24/12/2012,24.06,0.00500001
21/12/2012,23.94,-0.028008421
20/12/2012,24.62,0.007747235
19/12/2012,24.43,0
18/12/2012,24.43,0.016925069
17/12/2012,24.02,0.007102599
14/12/2012,23.85,0.065853151
13/12/2012,22.33,0.007642204
12/12/2012,22.16,-0.011218426
11/12/2012,22.41,0.025306366
10/12/2012,21.85,0.003668046
07/12/2012,21.77,-0.010509578
06/12/2012,22,-0.00272356
05/12/2012,22.06,0.018298772
04/12/2012,21.66,0.013479172
03/12/2012,21.37,-0.008851677
30/11/2012,21.56,-0.010152371
29/11/2012,21.78,0.001838236
28/11/2012,21.74,0.022326509
27/11/2012,21.26,-0.016328798
26/11/2012,21.61,-0.001387283
23/11/2012,21.64,-0.002768807
21/11/2012,21.7,0.028987537
20/11/2012,21.08,-0.003315182
19/11/2012,21.15,0.052912123
16/11/2012,20.06,-0.003980105
15/11/2012,20.14,-0.011355343
14/11/2012,20.37,-0.045113216
13/11/2012,21.31,-0.010270865
12/11/2012,21.53,0.020174271
09/11/2012,21.1,-0.002366865
08/11/2012,21.15,-0.019199841
07/11/2012,21.56,-0.0319516
06/11/2012,22.26,0.052097514
05/11/2012,21.13,0.013819615
02/11/2012,20.84,-0.0335016
01/11/2012,21.55,0.055331232
31/10/2012,20.39,-0.036595321
26/10/2012,21.15,-0.012218197
25/10/2012,21.41,-0.012070713
24/10/2012,21.67,-0.010557821
23/10/2012,21.9,-0.04508686
22/10/2012,22.91,0.033736
19/10/2012,22.15,-0.031551162
18/10/2012,22.86,0.001313198
17/10/2012,22.83,0.031141306
16/10/2012,22.13,0.030743417
15/10/2012,21.46,0.012661365
12/10/2012,21.19,-0.014988571
11/10/2012,21.51,0.034526958
10/10/2012,20.78,-0.015282055
09/10/2012,21.1,0.03520981
08/10/2012,20.37,0.026867288
05/10/2012,19.83,0.005562593
04/10/2012,19.72,0.043530188
03/10/2012,18.88,-0.005809364
02/10/2012,18.99,-0.016710572
01/10/2012,19.31,0.012506677
28/09/2012,19.07,-0.012506677
27/09/2012,19.31,-0.001035197
26/09/2012,19.33,0.012493655
25/09/2012,19.09,-0.025854594
24/09/2012,19.59,-0.017708533
21/09/2012,19.94,-0.009483475
20/09/2012,20.13,-0.03562221
19/09/2012,20.86,0.004323812
18/09/2012,20.77,-0.025666808
17/09/2012,21.31,-0.047649875
14/09/2012,22.35,0.000447527
13/09/2012,22.34,0.035539048
12/09/2012,21.56,-0.002316424
11/09/2012,21.61,0.04302247
10/09/2012,20.7,-0.009136875
07/09/2012,20.89,0.083839599
06/09/2012,19.21,0.033883601
05/09/2012,18.57,-0.011245098
04/09/2012,18.78,-0.035054596
31/08/2012,19.45,0.006706241
30/08/2012,19.32,-0.025046032
29/08/2012,19.81,-0.030817548
28/08/2012,20.43,-0.008771986
27/08/2012,20.61,-0.009657246
24/08/2012,20.81,-0.018095732
23/08/2012,21.19,-0.071914508
22/08/2012,22.77,-0.003944778
21/08/2012,22.86,0.008346194
20/08/2012,22.67,0.003535134
17/08/2012,22.59,-0.006178307
16/08/2012,22.73,0.015964862
15/08/2012,22.37,-0.011997478
14/08/2012,22.64,-0.009670405
13/08/2012,22.86,-0.023774623
10/08/2012,23.41,-0.000427077
09/08/2012,23.42,0.009869207
08/08/2012,23.19,0.003455727
07/08/2012,23.11,0.007383313
06/08/2012,22.94,0.054648617
03/08/2012,21.72,0.030857988
02/08/2012,21.06,-0.025780664
01/08/2012,21.61,0.045440851
31/07/2012,20.65,0.087495756
30/07/2012,18.92,-0.008421102
27/07/2012,19.08,0.043927791
26/07/2012,18.26,0.018237588
25/07/2012,17.93,-0.016044604
24/07/2012,18.22,-0.020641689
23/07/2012,18.6,-0.011227063
20/07/2012,18.81,-0.047751677
19/07/2012,19.73,0.015836857
18/07/2012,19.42,-0.001029336
17/07/2012,19.44,-0.016832838
16/07/2012,19.77,-0.023495207
13/07/2012,20.24,0.002968829
12/07/2012,20.18,-0.022054312
11/07/2012,20.63,0.017111148
10/07/2012,20.28,-0.018564285
09/07/2012,20.66,-0.015370139
06/07/2012,20.98,-0.01325777
05/07/2012,21.26,-0.017716081
03/07/2012,21.64,0.033359918
02/07/2012,20.93,0.015892461
29/06/2012,20.6,-0.009181026
28/06/2012,20.79,0.051825068
27/06/2012,19.74,0.052520518
26/06/2012,18.73,-0.001600427
25/06/2012,18.76,-0.020575772
22/06/2012,19.15,0.014729356
21/06/2012,18.87,-0.063146456
20/06/2012,20.1,-0.002484473
19/06/2012,20.15,0.090310293
18/06/2012,18.41,-0.032597062
15/06/2012,19.02,0.015898586
14/06/2012,18.72,0.037555434
13/06/2012,18.03,-0.019770001
12/06/2012,18.39,0.027565141
11/06/2012,17.89,-0.067015886
08/06/2012,19.13,-0.038959309
07/06/2012,19.89,-0.007014057
06/06/2012,20.03,0.04075959
05/06/2012,19.23,0.007306922
04/06/2012,19.09,-0.011458459
01/06/2012,19.31,-0.04999779
31/05/2012,20.3,-0.052770036
30/05/2012,21.4,-0.048345027
29/05/2012,22.46,0.02982598
25/05/2012,21.8,0.003676475
24/05/2012,21.72,-0.014171666
23/05/2012,22.03,0.011413043
22/05/2012,21.78,-0.01955052
21/05/2012,22.21,0.029702892
18/05/2012,21.56,-0.039559602
17/05/2012,22.43,-0.014605261
16/05/2012,22.76,-0.050546091
15/05/2012,23.94,-0.064303531
14/05/2012,25.53,-0.01245637
11/05/2012,25.85,0
10/05/2012,25.85,-0.018398373
09/05/2012,26.33,0.006477447
08/05/2012,26.16,-0.019307812
07/05/2012,26.67,-0.002621233
04/05/2012,26.74,-0.035271842
03/05/2012,27.7,-0.024252259
02/05/2012,28.38,-0.019194447
01/05/2012,28.93,0.020957805
30/04/2012,28.33,0.004599336
27/04/2012,28.2,-0.007067167
26/04/2012,28.4,0.007067167
25/04/2012,28.2,0.01969625
24/04/2012,27.65,-0.020405218
23/04/2012,28.22,-0.026919997
20/04/2012,28.99,0.013893937
19/04/2012,28.59,-0.014928241
18/04/2012,29.02,-0.006525869
17/04/2012,29.21,0.030589803
16/04/2012,28.33,0.004599336
13/04/2012,28.2,-0.040651767
12/04/2012,29.37,0.072354711
11/04/2012,27.32,0.022206686
10/04/2012,26.72,-0.026224956
09/04/2012,27.43,-0.02163806
05/04/2012,28.03,-0.023621758
04/04/2012,28.7,-0.033576296
03/04/2012,29.68,-0.01935329
02/04/2012,30.26,0.029852963
30/03/2012,29.37,-0.001020929
29/03/2012,29.4,0.020272125
28/03/2012,28.81,-0.017888334
27/03/2012,29.33,-0.007134394
26/03/2012,29.54,-0.006747664
23/03/2012,29.74,0.009120144
22/03/2012,29.47,-0.059925761
21/03/2012,31.29,-0.002553465
20/03/2012,31.37,-0.008570121
19/03/2012,31.64,0.061593011
16/03/2012,29.75,0.003367007
15/03/2012,29.65,0.018723951
14/03/2012,29.1,0.027523075
13/03/2012,28.31,0.070229949
12/03/2012,26.39,-0.01728067
09/03/2012,26.85,0.034865221
08/03/2012,25.93,0.017114381
07/03/2012,25.49,0.009460063
06/03/2012,25.25,-0.037314862
05/03/2012,26.21,-0.048408558
02/03/2012,27.51,-0.00217865
01/03/2012,27.57,0.012776228
29/02/2012,27.22,-0.02503305
28/02/2012,27.91,-0.006428594
27/02/2012,28.09,-0.001422981
24/02/2012,28.13,0
23/02/2012,28.13,0.016487829
22/02/2012,27.67,-0.029204355
21/02/2012,28.49,0.002811953
17/02/2012,28.41,-0.013981353
16/02/2012,28.81,0.042182401
15/02/2012,27.62,-0.013664362
14/02/2012,28,-0.040593397
13/02/2012,29.16,-0.008196767
10/02/2012,29.4,-0.053315059
09/02/2012,31.01,0.002259888
08/02/2012,30.94,-0.024897552
07/02/2012,31.72,-0.004717732
06/02/2012,31.87,-0.011852915
03/02/2012,32.25,0.025437076
02/02/2012,31.44,0.008624874
01/02/2012,31.17,0.03194535
31/01/2012,30.19,0.049568871
30/01/2012,28.73,-0.039247487
27/01/2012,29.88,0.017215615
26/01/2012,29.37,-0.034468863
25/01/2012,30.4,0.048527041
24/01/2012,28.96,0.018118963
23/01/2012,28.44,0.022041418
20/01/2012,27.82,-0.016399655
19/01/2012,28.28,0.00425231
18/01/2012,28.16,0.029917531
17/01/2012,27.33,-0.003652305
13/01/2012,27.43,-0.044213975
12/01/2012,28.67,0.003844142
11/01/2012,28.56,0.045486803
10/01/2012,27.29,0.018864994
09/01/2012,26.78,-0.019231362
06/01/2012,27.3,-0.017789542
05/01/2012,27.79,-0.023120361
04/01/2012,28.44,0.009539023
03/01/2012,28.17,0.062623423
30/12/2011,26.46,0.030311164
29/12/2011,25.67,0.01293882
28/12/2011,25.34,-0.033375236
27/12/2011,26.2,-0.000381607
23/12/2011,26.21,0.008429169
22/12/2011,25.99,0.034445675
21/12/2011,25.11,0.001594261
20/12/2011,25.07,0.049887695
19/12/2011,23.85,-0.081299779
16/12/2011,25.87,0.021884422
15/12/2011,25.31,-0.003549599
14/12/2011,25.4,-0.014849823
13/12/2011,25.78,-0.01156974
12/12/2011,26.08,-0.05228973
09/12/2011,27.48,0.032171382
08/12/2011,26.61,-0.063339945
07/12/2011,28.35,0.002825858
06/12/2011,28.27,-0.008453731
05/12/2011,28.51,0.024859235
02/12/2011,27.81,0.020342147
01/12/2011,27.25,-0.001833181
30/11/2011,27.3,0.142678279
29/11/2011,23.67,-0.02048995
28/11/2011,24.16,0.081457892
25/11/2011,22.27,-0.006266807
23/11/2011,22.41,-0.07890933
22/11/2011,24.25,-0.0102565
21/11/2011,24.5,-0.047039361
18/11/2011,25.68,0.00077912
17/11/2011,25.66,-0.03371967
16/11/2011,26.54,-0.021987098
15/11/2011,27.13,0.027654976
14/11/2011,26.39,0.009518442
11/11/2011,26.14,0.02714397
10/11/2011,25.44,0.006704817
09/11/2011,25.27,-0.086021572
08/11/2011,27.54,0.00619197
07/11/2011,27.37,-0.019895755
04/11/2011,27.92,0.05031353
03/11/2011,26.55,0.022087722
02/11/2011,25.97,0.057452915
01/11/2011,24.52,-0.033684019
31/10/2011,25.36,-0.094018839
28/10/2011,27.86,0.109516864
27/10/2011,24.97,0.112640096
26/10/2011,22.31,-0.00402595
25/10/2011,22.4,-0.100572285
24/10/2011,24.77,0.058180095
21/10/2011,23.37,0.025570191
20/10/2011,22.78,0.021744811
19/10/2011,22.29,-0.063444383
18/10/2011,23.75,0.032958258
17/10/2011,22.98,-0.069746866
14/10/2011,24.64,0.028402815
13/10/2011,23.95,-0.005828493
12/10/2011,24.09,0.035491685
11/10/2011,23.25,0.008639363
10/10/2011,23.05,0.049354315
07/10/2011,21.94,-0.051521163
06/10/2011,23.1,0.027206593
05/10/2011,22.48,0.049235103
04/10/2011,21.4,0.05820349
03/10/2011,20.19,-0.086309463
30/09/2011,22.01,-0.047036177
29/09/2011,23.07,0.026351986
28/09/2011,22.47,-0.060860202
27/09/2011,23.88,0.025446666
26/09/2011,23.28,0.046151895
23/09/2011,22.23,0.010854923
22/09/2011,21.99,-0.119449072
21/09/2011,24.78,-0.061810833
20/09/2011,26.36,-0.035038993
19/09/2011,27.3,-0.015988713
16/09/2011,27.74,-0.02492119
15/09/2011,28.44,0.014164543
14/09/2011,28.04,0.008596041
13/09/2011,27.8,0.027349015
12/09/2011,27.05,-0.012856008
09/09/2011,27.4,-0.057097585
08/09/2011,29.01,-0.030886555
07/09/2011,29.92,0.08834917
06/09/2011,27.39,-0.009809343
02/09/2011,27.66,-0.049031157
01/09/2011,29.05,-0.035838859
31/08/2011,30.11,0.000332171
30/08/2011,30.1,0.001995345
29/08/2011,30.04,0.086527291
26/08/2011,27.55,0.038480515
25/08/2011,26.51,-0.026797286
24/08/2011,27.23,-0.000734214
23/08/2011,27.25,0.063242725
22/08/2011,25.58,-0.030036913
19/08/2011,26.36,-0.034306123
18/08/2011,27.28,-0.098039058
17/08/2011,30.09,-0.001660303
16/08/2011,30.14,-0.056439288
15/08/2011,31.89,0.025406257
12/08/2011,31.09,0.018831725
11/08/2011,30.51,0.055597945
10/08/2011,28.86,-0.047039631
09/08/2011,30.25,0.047039631
08/08/2011,28.86,-0.141297417
05/08/2011,33.24,-0.018775697
04/08/2011,33.87,-0.09646366
03/08/2011,37.3,-0.013315776
02/08/2011,37.8,-0.03993271
01/08/2011,39.34,-0.01638761
29/07/2011,39.99,0.006522853
28/07/2011,39.73,-0.002011567
27/07/2011,39.81,-0.020142419
26/07/2011,40.62,-0.086498362
25/07/2011,44.29,-0.011672411
22/07/2011,44.81,0.003577021
21/07/2011,44.65,0.029086349
20/07/2011,43.37,0.010197076
19/07/2011,42.93,0.018098978
18/07/2011,42.16,-0.019960743
15/07/2011,43.01,0.005361943
14/07/2011,42.78,-0.029935461
13/07/2011,44.08,0.021555524
12/07/2011,43.14,-0.009229415
11/07/2011,43.54,-0.034314879
08/07/2011,45.06,-0.017380264
07/07/2011,45.85,0.013614615
06/07/2011,45.23,-0.035190425
05/07/2011,46.85,-0.001279864
01/07/2011,46.91,0.018720288
30/06/2011,46.04,0.004135385
29/06/2011,45.85,0.056991643
28/06/2011,43.31,0.029524169
27/06/2011,42.05,0.005484692
24/06/2011,41.82,-0.030380295
23/06/2011,43.11,0.011900735
22/06/2011,42.6,0.011094177
21/06/2011,42.13,0.015789802
20/06/2011,41.47,0.009692346
17/06/2011,41.07,-0.014263508
16/06/2011,41.66,-0.020668273
15/06/2011,42.53,-0.015399278
14/06/2011,43.19,0.024137083
13/06/2011,42.16,-0.027373332
10/06/2011,43.33,0.014178041
09/06/2011,42.72,0.015807808
08/06/2011,42.05,-0.018846259
07/06/2011,42.85,-0.000466636
06/06/2011,42.87,-0.009749381
03/06/2011,43.29,-0.019444739
02/06/2011,44.14,0.004086271
01/06/2011,43.96,-0.047749717
31/05/2011,46.11,0.009588219
27/05/2011,45.67,0.007251982
26/05/2011,45.34,0.009974592
25/05/2011,44.89,0.014811761
24/05/2011,44.23,0.000678503
23/05/2011,44.2,-0.017048417
20/05/2011,44.96,-0.010619569
19/05/2011,45.44,-0.005048853
18/05/2011,45.67,0.015001384
17/05/2011,44.99,0.00222519
16/05/2011,44.89,0.005360745
13/05/2011,44.65,-0.021053409
12/05/2011,45.6,-0.001533911
11/05/2011,45.67,-0.023372629
10/05/2011,46.75,0.002141328
09/05/2011,46.65,0.021450286
06/05/2011,45.66,-0.010024054
05/05/2011,46.12,-0.014636508
04/05/2011,46.8,-0.014425367
03/05/2011,47.48,0.014639065
02/05/2011,46.79,-0.019471515
29/04/2011,47.71,0.001048548
28/04/2011,47.66,0.006103355
27/04/2011,47.37,-0.04841815
26/04/2011,49.72,-0.041561866
25/04/2011,51.83,0.001931248
21/04/2011,51.73,-0.019525888
20/04/2011,52.75,0.000189591
19/04/2011,52.74,0.043598884
18/04/2011,50.49,-0.000594001
15/04/2011,50.52,-0.006510825
14/04/2011,50.85,0.004533367
13/04/2011,50.62,0.001977458
12/04/2011,50.52,-0.023475256
11/04/2011,51.72,-0.020666637
08/04/2011,52.8,-0.017088013
07/04/2011,53.71,-0.016068311
06/04/2011,54.58,-0.0010987
05/04/2011,54.64,0.011411867
04/04/2011,54.02,-0.001849455
01/04/2011,54.12,0.003331486
31/03/2011,53.94,-0.042999822
30/03/2011,56.31,-0.008312012
29/03/2011,56.78,0.024604557
28/03/2011,55.4,0.006882838
25/03/2011,55.02,0.006747541
24/03/2011,54.65,0.009191241
23/03/2011,54.15,0.013572766
22/03/2011,53.42,-0.013757421
21/03/2011,54.16,0.013570243
18/03/2011,53.43,-0.024222318
17/03/2011,54.74,0.014907794
16/03/2011,53.93,-0.001852539
15/03/2011,54.03,-0.0170662
14/03/2011,54.96,-0.003269758
11/03/2011,55.14,0.044311633
10/03/2011,52.75,-0.020638631
09/03/2011,53.85,-0.034136745
08/03/2011,55.72,0.02434271
07/03/2011,54.38,-0.026135789
04/03/2011,55.82,-0.016523428
03/03/2011,56.75,0.018675509
02/03/2011,55.7,0.013192565
01/03/2011,54.97,-0.044823438
28/02/2011,57.49,0.012779167
25/02/2011,56.76,-0.00649752
24/02/2011,57.13,0.002453559
23/02/2011,56.99,-0.010299471
22/02/2011,57.58,-0.071698482
18/02/2011,61.86,-0.028368436
17/02/2011,63.64,0.004567297
16/02/2011,63.35,0.01655298
15/02/2011,62.31,0.031960979
14/02/2011,60.35,0.023980356
11/02/2011,58.92,0.018672919
10/02/2011,57.83,0.010604185
09/02/2011,57.22,-0.029107368
08/02/2011,58.91,-0.000509122
07/02/2011,58.94,0.013150219
04/02/2011,58.17,-0.041584983
03/02/2011,60.64,0.016292962
02/02/2011,59.66,-0.001842084
01/02/2011,59.77,0.035766755
31/01/2011,57.67,0.032963238
