Date,Close,X
04/04/2014,27.76,-0.016434811
03/04/2014,28.22,0.02185292
02/04/2014,27.61,-0.002532105
01/04/2014,27.68,0.002532105
31/03/2014,27.61,0.016064603
28/03/2014,27.17,0.007017573
27/03/2014,26.98,-0.011057982
26/03/2014,27.28,-0.016721582
25/03/2014,27.74,0.014890415
24/03/2014,27.33,0.008820344
21/03/2014,27.09,0.03493313
20/03/2014,26.16,0.020467986
19/03/2014,25.63,0.005085088
18/03/2014,25.5,0.052739128
17/03/2014,24.19,0.005804328
14/03/2014,24.05,-0.014448136
13/03/2014,24.4,-0.018676954
12/03/2014,24.86,0.00322321
11/03/2014,24.78,0.011363759
10/03/2014,24.5,-0.01378214
07/03/2014,24.84,-0.009615459
06/03/2014,25.08,0.025849581
05/03/2014,24.44,0.002868267
04/03/2014,24.37,0.012802157
03/03/2014,24.06,-0.006628028
28/02/2014,24.22,-0.013533116
27/02/2014,24.55,0.013533116
26/02/2014,24.22,0.02170369
25/02/2014,23.7,-0.019223325
24/02/2014,24.16,-0.034177452
21/02/2014,25,-0.004390348
20/02/2014,25.11,0.010006087
19/02/2014,24.86,-0.072900486
18/02/2014,26.74,-0.018158735
14/02/2014,27.23,0.024536547
13/02/2014,26.57,0.017464377
12/02/2014,26.11,-0.000765697
11/02/2014,26.13,0.020882429
10/02/2014,25.59,0
07/02/2014,25.59,0.002739192
06/02/2014,25.52,0.027812679
05/02/2014,24.82,-0.014400249
04/02/2014,25.18,0.004777079
03/02/2014,25.06,-0.041045433
31/01/2014,26.11,-0.004585411
30/01/2014,26.23,0.022360222
29/01/2014,25.65,0.012159397
28/01/2014,25.34,-0.004331568
27/01/2014,25.45,0.006702174
24/01/2014,25.28,-0.041075127
23/01/2014,26.34,-0.007564333
22/01/2014,26.54,-0.005261192
21/01/2014,26.68,-0.027358453
17/01/2014,27.42,-0.03264864
16/01/2014,28.33,-0.014020559
15/01/2014,28.73,-0.01554167
14/01/2014,29.18,0.043782163
13/01/2014,27.93,-0.022305758
10/01/2014,28.56,0.009145333
09/01/2014,28.3,-0.044912557
08/01/2014,29.6,0.005420067
07/01/2014,29.44,-0.00440604
06/01/2014,29.57,-0.011098147
03/01/2014,29.9,-0.012628948
02/01/2014,30.28,0.026097165
31/12/2013,29.5,-0.000677736
30/12/2013,29.52,-0.019124891
27/12/2013,30.09,0.022178328
26/12/2013,29.43,-0.002375701
24/12/2013,29.5,0.01537178
23/12/2013,29.05,0.038601284
20/12/2013,27.95,-0.024387142
19/12/2013,28.64,0.050852345
18/12/2013,27.22,0.002574951
17/12/2013,27.15,0.001474383
16/12/2013,27.11,-0.007350272
13/12/2013,27.31,0.029730915
12/12/2013,26.51,0.009094417
11/12/2013,26.27,-0.030367844
10/12/2013,27.08,0.00964757
09/12/2013,26.82,0.018438904
06/12/2013,26.33,-0.023274324
05/12/2013,26.95,-0.004073325
04/12/2013,27.06,0.013767659
03/12/2013,26.69,0.020057437
02/12/2013,26.16,-0.024543426
29/11/2013,26.81,-0.00111836
27/11/2013,26.84,0.011240283
26/11/2013,26.54,0.001131009
25/11/2013,26.51,0.005674311
22/11/2013,26.36,-0.029529337
21/11/2013,27.15,-0.00404338
20/11/2013,27.26,-0.004027097
19/11/2013,27.37,-0.005102052
18/11/2013,27.51,-0.017654935
15/11/2013,28,0.014388737
14/11/2013,27.6,0
13/11/2013,27.6,0.02123844
12/11/2013,27.02,-0.006639641
11/11/2013,27.2,-0.014236415
08/11/2013,27.59,0.045226388
07/11/2013,26.37,-0.016547952
06/11/2013,26.81,-0.01811175
05/11/2013,27.3,0.014388737
04/11/2013,26.91,0.042898967
01/11/2013,25.78,0.035132881
31/10/2013,24.89,0.006853484
30/10/2013,24.72,-0.029888656
29/10/2013,25.47,0.083910931
28/10/2013,23.42,-0.002984441
25/10/2013,23.49,-0.009743775
24/10/2013,23.72,0.033000638
23/10/2013,22.95,-0.023256862
22/10/2013,23.49,-0.021895612
21/10/2013,24.01,0.001250261
18/10/2013,23.98,0.013434291
17/10/2013,23.66,0.016191236
16/10/2013,23.28,-0.0102565
15/10/2013,23.52,0.051472329
14/10/2013,22.34,0.016700907
11/10/2013,21.97,0.00319125
10/10/2013,21.9,0.033901552
09/10/2013,21.17,0.01092388
08/10/2013,20.94,-0.025926505
07/10/2013,21.49,-0.000465224
04/10/2013,21.5,0.009345862
03/10/2013,21.3,-0.015374167
02/10/2013,21.63,0.029082725
01/10/2013,21.01,0.020192994
30/09/2013,20.59,0.007311756
27/09/2013,20.44,-0.031779275
26/09/2013,21.1,0.001897534
25/09/2013,21.06,0.013865869
24/09/2013,20.77,0.010648697
23/09/2013,20.55,0.001460921
20/09/2013,20.52,-0.031185065
19/09/2013,21.17,0.005684525
18/09/2013,21.05,0.025987988
17/09/2013,20.51,0.025680424
16/09/2013,19.99,0.006021092
13/09/2013,19.87,-0.015480958
12/09/2013,20.18,-0.013779746
11/09/2013,20.46,0.021739987
10/09/2013,20.02,0.024780029
09/09/2013,19.53,0.034378386
06/09/2013,18.87,0.007980888
05/09/2013,18.72,0.018873572
04/09/2013,18.37,0.009297305
03/09/2013,18.2,0.016620881
30/08/2013,17.9,0.002797205
29/08/2013,17.85,-0.005586607
28/08/2013,17.95,-0.00555557
27/08/2013,18.05,-0.034842937
26/08/2013,18.69,0.001070664
23/08/2013,18.67,0.017288383
22/08/2013,18.35,0.027626066
21/08/2013,17.85,-0.015564517
20/08/2013,18.13,0.007751977
19/08/2013,17.99,-0.045104086
16/08/2013,18.82,-0.003712547
15/08/2013,18.89,-0.007384
14/08/2013,19.03,0.014822929
13/08/2013,18.75,-0.023716527
12/08/2013,19.2,0.018397365
09/08/2013,18.85,0.041153614
08/08/2013,18.09,0.05103148
07/08/2013,17.19,0.001164144
06/08/2013,17.17,-0.021320312
05/08/2013,17.54,0.005717568
02/08/2013,17.44,0.005173912
01/08/2013,17.35,0
31/07/2013,17.35,-0.020536945
30/07/2013,17.71,-0.069256341
29/07/2013,18.98,0.002109705
26/07/2013,18.94,0.009016237
25/07/2013,18.77,0.004806418
24/07/2013,18.68,-0.021187233
23/07/2013,19.08,0.0428331
22/07/2013,18.28,0.012108018
19/07/2013,18.06,-0.02082267
18/07/2013,18.44,0.031398889
17/07/2013,17.87,0.007301352
16/07/2013,17.74,-0.01121088
15/07/2013,17.94,-0.000557258
12/07/2013,17.95,-0.033418612
11/07/2013,18.56,0.018488836
10/07/2013,18.22,-0.019565842
09/07/2013,18.58,-0.000538068
08/07/2013,18.59,0.012449417
05/07/2013,18.36,0.009852296
03/07/2013,18.18,-0.057188972
02/07/2013,19.25,0.079999419
01/07/2013,17.77,0.013597943
28/06/2013,17.53,-0.029785849
27/06/2013,18.06,0.033786998
26/06/2013,17.46,0.023762347
25/06/2013,17.05,0.036432814
24/06/2013,16.44,-0.039361074
21/06/2013,17.1,-0.015090246
20/06/2013,17.36,-0.01939593
19/06/2013,17.7,-0.008998936
18/06/2013,17.86,0.021506205
17/06/2013,17.48,-0.023184527
14/06/2013,17.89,-0.014428663
13/06/2013,18.15,0.053761177
12/06/2013,17.2,0.003494471
11/06/2013,17.14,-0.005817352
10/06/2013,17.24,-0.006360241
07/06/2013,17.35,-0.006320044
06/06/2013,17.46,0.00516797
05/06/2013,17.37,-0.01542447
04/06/2013,17.64,-0.00508907
03/06/2013,17.73,0.002258612
31/05/2013,17.69,-0.031165572
30/05/2013,18.25,0.011019395
29/05/2013,18.05,-0.023002109
28/05/2013,18.47,0.002710763
24/05/2013,18.42,-0.004333701
23/05/2013,18.5,-0.017680611
22/05/2013,18.83,-0.014760416
21/05/2013,19.11,0.009463793
20/05/2013,18.93,0.032754606
17/05/2013,18.32,0.02487003
16/05/2013,17.87,-0.011129775
15/05/2013,18.07,-0.023517627
14/05/2013,18.5,-0.003237995
13/05/2013,18.56,-0.035462832
10/05/2013,19.23,0.013612776
09/05/2013,18.97,-0.015171622
08/05/2013,19.26,0.054961818
07/05/2013,18.23,0.006604317
06/05/2013,18.11,-0.001655173
03/05/2013,18.14,0.061382903
02/05/2013,17.06,-0.013969959
01/05/2013,17.3,-0.028491956
30/04/2013,17.8,0.01471447
29/04/2013,17.54,0.010315278
26/04/2013,17.36,-0.014865911
25/04/2013,17.62,0.032298078
24/04/2013,17.06,0.05296063
23/04/2013,16.18,-0.006161449
22/04/2013,16.28,-0.006734032
19/04/2013,16.39,-0.003045997
18/04/2013,16.44,0.011009286
17/04/2013,16.26,-0.021898685
16/04/2013,16.62,-0.000601504
15/04/2013,16.63,-0.048131355
12/04/2013,17.45,-0.005714301
11/04/2013,17.55,-0.015828482
10/04/2013,17.83,-0.008933616
09/04/2013,17.99,0.043163997
08/04/2013,17.23,-0.002897713
05/04/2013,17.28,-0.015504187
04/04/2013,17.55,0.006287531
03/04/2013,17.44,-0.011969365
02/04/2013,17.65,-0.058856688
01/04/2013,18.72,-0.040821995
28/03/2013,19.5,-0.016277063
27/03/2013,19.82,-0.007038742
26/03/2013,19.96,0.011589951
25/03/2013,19.73,-0.004046541
22/03/2013,19.81,0.005568225
21/03/2013,19.7,0.012771566
20/03/2013,19.45,-0.009721233
19/03/2013,19.64,-0.023648901
18/03/2013,20.11,-0.004960328
15/03/2013,20.21,0.019486003
14/03/2013,19.82,-0.011038747
13/03/2013,20.04,-0.031920216
12/03/2013,20.69,-0.002413711
11/03/2013,20.74,-0.009119334
08/03/2013,20.93,0.012500163
07/03/2013,20.67,-0.004344685
06/03/2013,20.76,0.03779591
05/03/2013,19.99,-0.001999001
04/03/2013,20.03,-0.013882226
01/03/2013,20.31,-0.025760841
28/02/2013,20.84,-0.010026343
27/02/2013,21.05,0.016283885
26/02/2013,20.71,0.009704103
25/02/2013,20.51,-0.03920196
22/02/2013,21.33,-0.001873537
21/02/2013,21.37,-0.029508826
20/02/2013,22.01,-0.050065826
19/02/2013,23.14,-0.000863931
15/02/2013,23.16,-0.017548064
14/02/2013,23.57,0.0310236
13/02/2013,22.85,0.009674658
12/02/2013,22.63,0.004428705
11/02/2013,22.53,0.002666668
08/02/2013,22.47,0.006697949
07/02/2013,22.32,-0.017762456
06/02/2013,22.72,0.024054612
05/02/2013,22.18,0.010879527
04/02/2013,21.94,-0.019856248
01/02/2013,22.38,0.001341382
31/01/2013,22.35,0.001343184
30/01/2013,22.32,-0.038669141
