Date,Close,MCD
04/04/2014,97.87,0.002148009
03/04/2014,97.66,0.000717029
02/04/2014,97.59,-0.00317152
01/04/2014,97.9,-0.001327005
31/03/2014,98.03,0.008091405
28/03/2014,97.24,0.011168679
27/03/2014,96.16,0.003333336
26/03/2014,95.84,-0.000730117
25/03/2014,95.91,-0.002811184
24/03/2014,96.18,0.007409374
21/03/2014,95.47,-0.011766679
20/03/2014,96.6,0.005189425
19/03/2014,96.1,-0.012512443
18/03/2014,97.31,-0.002975735
17/03/2014,97.6,0.000204939
14/03/2014,97.58,0.002154399
13/03/2014,97.37,-0.013668103
12/03/2014,98.71,-0.000708897
11/03/2014,98.78,0.036915213
10/03/2014,95.2,-0.003146306
07/03/2014,95.5,-0.000837346
06/03/2014,95.58,0.005876197
05/03/2014,95.02,0.000421053
04/03/2014,94.98,0.006973087
03/03/2014,94.32,-0.008761338
28/02/2014,95.15,0.000735951
27/02/2014,95.08,-0.008483059
26/02/2014,95.89,-0.007584058
25/02/2014,96.62,0.001242751
24/02/2014,96.5,0.000518269
21/02/2014,96.45,0.007284111
20/02/2014,95.75,0.002090957
19/02/2014,95.55,-0.004906832
18/02/2014,96.02,0.002502608
14/02/2014,95.78,0.003346583
13/02/2014,95.46,0.005988986
12/02/2014,94.89,-0.004731124
11/02/2014,95.34,0.005047329
10/02/2014,94.86,-0.01111239
07/02/2014,95.92,0.010269398
06/02/2014,94.94,0.014428428
05/02/2014,93.58,0.005249918
04/02/2014,93.09,0.000752243
03/02/2014,93.02,-0.012287136
31/01/2014,94.17,0.003936804
30/01/2014,93.8,0.006953759
29/01/2014,93.15,-0.010996748
28/01/2014,94.18,0.001168659
27/01/2014,94.07,-0.003819633
24/01/2014,94.43,-0.009380833
23/01/2014,95.32,0.004626717
22/01/2014,94.88,-0.002105707
21/01/2014,95.08,0.001578865
17/01/2014,94.93,-0.011833218
16/01/2014,96.06,0.006265685
15/01/2014,95.46,0.002517308
14/01/2014,95.22,0.004104189
13/01/2014,94.83,-0.01017687
10/01/2014,95.8,0.003555373
09/01/2014,95.46,0.000523917
08/01/2014,95.41,-0.010115316
07/01/2014,96.38,0.005514242
06/01/2014,95.85,-0.007172961
03/01/2014,96.54,0.0013475
02/01/2014,96.41,-0.006410278
31/12/2013,97.03,0.000206143
30/12/2013,97.01,0.001031353
27/12/2013,96.91,0.000722581
26/12/2013,96.84,0.003102702
24/12/2013,96.54,0.002489111
23/12/2013,96.3,-0.002178311
20/12/2013,96.51,0.014297139
19/12/2013,95.14,-0.008269268
18/12/2013,95.93,0.016289573
17/12/2013,94.38,-0.011273364
16/12/2013,95.45,0.010637838
13/12/2013,94.44,0.003606666
12/12/2013,94.1,-0.012251949
11/12/2013,95.26,-0.001782999
10/12/2013,95.43,-0.003034269
09/12/2013,95.72,-0.011219731
06/12/2013,96.8,0.014254
05/12/2013,95.43,-0.002929792
04/12/2013,95.71,-0.006975925
03/12/2013,96.38,-0.001347919
02/12/2013,96.51,-0.008871525
29/11/2013,97.37,0.003188811
27/11/2013,97.06,-0.011676871
26/11/2013,98.2,-0.007305227
25/11/2013,98.92,0.00659265
22/11/2013,98.27,0.005817233
21/11/2013,97.7,0.001639009
20/11/2013,97.54,-0.004500826
19/11/2013,97.98,0.003373719
18/11/2013,97.65,0.007503761
15/11/2013,96.92,-0.006581677
14/11/2013,97.56,-0.005621725
13/11/2013,98.11,0.00459724
12/11/2013,97.66,0.005853675
11/11/2013,97.09,0.000824317
08/11/2013,97.01,-0.001956645
07/11/2013,97.2,-0.007175838
06/11/2013,97.9,0.005017675
05/11/2013,97.41,0.001027116
04/11/2013,97.31,0.000719609
01/11/2013,97.24,0.007431909
31/10/2013,96.52,0.005089598
30/10/2013,96.03,-0.000208247
29/10/2013,96.05,0.007104826
28/10/2013,95.37,0.006205647
25/10/2013,94.78,0.001055632
24/10/2013,94.68,0.004976452
23/10/2013,94.21,-0.009612919
22/10/2013,95.12,0.00558749
21/10/2013,94.59,-0.00642818
18/10/2013,95.2,-0.00283212
17/10/2013,95.47,0.002622058
16/10/2013,95.22,0.015025148
15/10/2013,93.8,-0.009760315
14/10/2013,94.72,-0.000211126
11/10/2013,94.74,0.003171585
10/10/2013,94.44,0.012466199
09/10/2013,93.27,-0.007157768
08/10/2013,93.94,-0.004460974
07/10/2013,94.36,-0.003596746
04/10/2013,94.7,0.00031684
03/10/2013,94.67,-0.006422765
02/10/2013,95.28,-0.008881517
01/10/2013,96.13,-0.00083186
30/09/2013,96.21,-0.009414025
27/09/2013,97.12,-0.01095705
26/09/2013,98.19,0.005821987
25/09/2013,97.62,-0.001637667
24/09/2013,97.78,0.005126639
23/09/2013,97.28,0.003913899
20/09/2013,96.9,-0.0104713
19/09/2013,97.92,-0.007934128
18/09/2013,98.7,0.007934128
17/09/2013,97.92,0.002146911
16/09/2013,97.71,0.003691176
13/09/2013,97.35,0.001747803
12/09/2013,97.18,-0.002877108
11/09/2013,97.46,0.005865723
10/09/2013,96.89,0.004551575
09/09/2013,96.45,0.001971875
06/09/2013,96.26,0.006252626
05/09/2013,95.66,0.005240553
04/09/2013,95.16,0.006748233
03/09/2013,94.52,0.001694198
30/08/2013,94.36,-0.005284866
29/08/2013,94.86,-0.012779057
28/08/2013,96.08,0.012989917
27/08/2013,94.84,-0.004943476
26/08/2013,95.31,0.00189036
23/08/2013,95.13,-0.003462934
22/08/2013,95.46,0.003673195
21/08/2013,95.11,-0.004092131
20/08/2013,95.5,0.000209446
19/08/2013,95.48,0.00472417
16/08/2013,95.03,-0.00378112
15/08/2013,95.39,-0.007519618
14/08/2013,96.11,-0.003531371
13/08/2013,96.45,-0.006098525
12/08/2013,97.04,-0.005959126
09/08/2013,97.62,-0.004293168
08/08/2013,98.04,-0.00295361
07/08/2013,98.33,-0.003654455
06/08/2013,98.69,-0.006262647
05/08/2013,99.31,0.001108257
02/08/2013,99.2,0.002018164
01/08/2013,99,0.009336378
31/07/2013,98.08,-0.002952407
30/07/2013,98.37,0.005095812
29/07/2013,97.87,-0.001633487
26/07/2013,98.03,0.005523746
25/07/2013,97.49,0.008550142
24/07/2013,96.66,-0.001034019
23/07/2013,96.76,-0.008438869
22/07/2013,97.58,-0.027193993
19/07/2013,100.27,0.00089798
18/07/2013,100.18,0.000798882
17/07/2013,100.1,-0.007762005
16/07/2013,100.88,0.001289491
15/07/2013,100.75,-0.008204465
12/07/2013,101.58,0.007807521
11/07/2013,100.79,0.008068978
10/07/2013,99.98,-0.000100015
09/07/2013,99.99,0.001100716
08/07/2013,99.88,0.00020026
05/07/2013,99.86,-0.00489487
03/07/2013,100.35,0.004194134
02/07/2013,99.93,0.001101377
01/07/2013,99.82,0.008248714
28/06/2013,99,-0.006544197
27/06/2013,99.65,0.008161666
26/06/2013,98.84,0.013444896
25/06/2013,97.52,0.002361276
24/06/2013,97.29,0.000616903
21/06/2013,97.23,0.004535623
20/06/2013,96.79,-0.020655131
19/06/2013,98.81,-0.009468242
18/06/2013,99.75,0.010176923
17/06/2013,98.74,0.003246097
14/06/2013,98.42,-0.004662958
13/06/2013,98.88,0.006493529
12/06/2013,98.24,0.000101797
11/06/2013,98.23,-0.013147439
10/06/2013,99.53,0.012638559
07/06/2013,98.28,0.016413992
06/06/2013,96.68,0.002692907
05/06/2013,96.42,-0.020022231
04/06/2013,98.37,0.004176647
03/06/2013,97.96,0.014291098
31/05/2013,96.57,-0.005164234
30/05/2013,97.07,-0.020192405
29/05/2013,99.05,-0.021869163
28/05/2013,101.24,0.009427947
24/05/2013,100.29,-0.007351513
23/05/2013,101.03,-0.007003037
22/05/2013,101.74,-0.003923882
21/05/2013,102.14,0.005891612
20/05/2013,101.54,0
17/05/2013,101.54,0.004144879
16/05/2013,101.12,-0.008174567
15/05/2013,101.95,0.00738374
14/05/2013,101.2,0.008135773
13/05/2013,100.38,0.001794796
10/05/2013,100.2,0.005102818
09/05/2013,99.69,-0.012559974
08/05/2013,100.95,-0.013186572
07/05/2013,102.29,0.002153064
06/05/2013,102.07,-0.008293135
03/05/2013,102.92,0.008391112
02/05/2013,102.06,0.006685043
01/05/2013,101.38,-0.007468588
30/04/2013,102.14,-0.000391543
29/04/2013,102.18,0.012705149
26/04/2013,100.89,-0.000495466
25/04/2013,100.94,-0.000792236
24/04/2013,101.02,0.012551216
23/04/2013,99.76,0.004420341
22/04/2013,99.32,-0.006022905
19/04/2013,99.92,-0.019720205
18/04/2013,101.91,-0.006162896
17/04/2013,102.54,-0.004864296
16/04/2013,103.04,0.008674941
15/04/2013,102.15,-0.013998479
12/04/2013,103.59,0.015566031
11/04/2013,101.99,0.004914498
10/04/2013,101.49,0.004245872
09/04/2013,101.06,-0.004344399
08/04/2013,101.5,0.000788488
05/04/2013,101.42,0.007819886
04/04/2013,100.63,0.013808504
03/04/2013,99.25,-0.010124892
02/04/2013,100.26,0.012142039
01/04/2013,99.05,-0.006440598
28/03/2013,99.69,0.007956132
27/03/2013,98.9,0.00405269
26/03/2013,98.5,0.002643084
25/03/2013,98.24,-0.010429946
22/03/2013,99.27,0.00748234
21/03/2013,98.53,-0.002432845
20/03/2013,98.77,0.003753111
19/03/2013,98.4,-0.001726152
18/03/2013,98.57,-0.011097773
15/03/2013,99.67,0.003618458
14/03/2013,99.31,-0.000704615
13/03/2013,99.38,0.006258222
12/03/2013,98.76,-0.001315457
11/03/2013,98.89,0.001821863
08/03/2013,98.71,0.016547875
07/03/2013,97.09,0.002888089
06/03/2013,96.81,0.010383231
05/03/2013,95.81,0.007753601
04/03/2013,95.07,-0.006395828
01/03/2013,95.68,-0.002296692
28/02/2013,95.9,0.001774253
27/02/2013,95.73,-0.005105507
26/02/2013,96.22,0.000831774
25/02/2013,96.14,0.009300448
22/02/2013,95.25,0.011721978
21/02/2013,94.14,0.002446159
20/02/2013,93.91,0.000639114
19/02/2013,93.85,-0.000532623
15/02/2013,93.9,0.003627444
14/02/2013,93.56,-0.004691841
13/02/2013,94,-0.011634187
12/02/2013,95.1,-0.000735797
11/02/2013,95.17,0.003157233
08/02/2013,94.87,0.002532983
07/02/2013,94.63,-0.004638912
06/02/2013,95.07,0.001684388
05/02/2013,94.91,0.003271598
04/02/2013,94.6,-0.014169746
01/02/2013,95.95,0.006902349
31/01/2013,95.29,0.006527713
30/01/2013,94.67,-0.002637271
29/01/2013,94.92,0.005917177
28/01/2013,94.36,0.006805641
25/01/2013,93.72,0.00438433
24/01/2013,93.31,-0.001820226
23/01/2013,93.48,0.005685796
22/01/2013,92.95,0.007451036
18/01/2013,92.26,0.005434205
17/01/2013,91.76,0.007218669
16/01/2013,91.1,-0.004490452
15/01/2013,91.51,-0.000218531
14/01/2013,91.53,-0.002182692
11/01/2013,91.73,0.003604001
10/01/2013,91.4,0.006476067
09/01/2013,90.81,-0.001430537
08/01/2013,90.94,0.000329942
07/01/2013,90.91,0.011728393
04/01/2013,89.85,-0.008643671
03/01/2013,90.63,0.005643169
02/01/2013,90.12,0.02142178
31/12/2012,88.21,0.007167674
28/12/2012,87.58,-0.012932682
27/12/2012,88.72,-0.000225403
26/12/2012,88.74,-0.006178754
24/12/2012,89.29,-0.009918173
21/12/2012,90.18,0.001553657
20/12/2012,90.04,0.00367177
19/12/2012,89.71,-0.008988575
18/12/2012,90.52,0.006761651
17/12/2012,89.91,0.011522025
14/12/2012,88.88,-0.003257515
13/12/2012,89.17,-0.001568804
12/12/2012,89.31,-0.003465046
11/12/2012,89.62,0.002345977
10/12/2012,89.41,0.010455995
07/12/2012,88.48,0.004417519
06/12/2012,88.09,0.012795788
05/12/2012,86.97,-0.002641099
04/12/2012,87.2,0.001606795
03/12/2012,87.06,0.000229753
30/11/2012,87.04,0.006338983
29/11/2012,86.49,-0.000346801
28/11/2012,86.52,0.00695897
27/11/2012,85.92,-0.003717476
26/11/2012,86.24,-0.009348559
