Date,Close,PXD
03/09/2013,179.8,0.027230591
30/08/2013,174.97,0.006824399
29/08/2013,173.78,-0.017059321
28/08/2013,176.77,0.032601272
27/08/2013,171.1,-0.010812173
26/08/2013,172.96,0.004403762
23/08/2013,172.2,0.010860152
22/08/2013,170.34,0.021120861
21/08/2013,166.78,-0.005143244
20/08/2013,167.64,0.007664708
19/08/2013,166.36,-0.023348751
16/08/2013,170.29,0.006716971
15/08/2013,169.15,-0.00477722
14/08/2013,169.96,-0.023836952
13/08/2013,174.06,-0.00074659
12/08/2013,174.19,-0.008175912
09/08/2013,175.62,-0.004148087
08/08/2013,176.35,0.003863422
07/08/2013,175.67,-0.005676351
06/08/2013,176.67,-0.019117611
05/08/2013,180.08,-0.006255383
02/08/2013,181.21,0.039739583
01/08/2013,174.15,0.118041467
31/07/2013,154.76,0.009283068
30/07/2013,153.33,-0.010122726
29/07/2013,154.89,0.000710434
26/07/2013,154.78,0.000129224
25/07/2013,154.76,0.011437608
24/07/2013,153,-0.013632149
23/07/2013,155.1,-0.004888098
22/07/2013,155.86,-0.012623693
19/07/2013,157.84,0.010252581
18/07/2013,156.23,0.018215205
17/07/2013,153.41,0.00535949
16/07/2013,152.59,0.000524418
15/07/2013,152.51,-0.006014269
12/07/2013,153.43,-0.000130344
11/07/2013,153.45,0.008968083
10/07/2013,152.08,-0.00922872
09/07/2013,153.49,0.019008103
08/07/2013,150.6,-0.012865096
05/07/2013,152.55,0.025225367
03/07/2013,148.75,-0.007701361
02/07/2013,149.9,0.007835824
01/07/2013,148.73,0.027124465
28/06/2013,144.75,-0.013449733
27/06/2013,146.71,-0.003130532
26/06/2013,147.17,-0.005691458
25/06/2013,148.01,0.018892293
24/06/2013,145.24,0.004347083
21/06/2013,144.61,-0.011550489
20/06/2013,146.29,-0.045239048
19/06/2013,153.06,-0.010334498
18/06/2013,154.65,0.015180928
17/06/2013,152.32,0.038139365
14/06/2013,146.62,-0.002248187
13/06/2013,146.95,0.028087276
12/06/2013,142.88,-0.001748191
11/06/2013,143.13,-0.016835065
10/06/2013,145.56,0.008763209
07/06/2013,144.29,0.015857271
06/06/2013,142.02,0.028714208
05/06/2013,138,-0.014388737
04/06/2013,140,-0.005911067
03/06/2013,140.83,0.015384368
31/05/2013,138.68,-0.040902753
30/05/2013,144.47,-0.001245158
29/05/2013,144.65,-0.004070515
28/05/2013,145.24,0.028210221
24/05/2013,141.2,-0.019774854
23/05/2013,144.02,0.003408106
22/05/2013,143.53,0.03228599
21/05/2013,138.97,-0.008455195
20/05/2013,140.15,-0.014872795
17/05/2013,142.25,0.026138297
16/05/2013,138.58,-0.001802387
15/05/2013,138.83,-0.008035053
14/05/2013,139.95,0.016062577
13/05/2013,137.72,0.004293257
10/05/2013,137.13,0.001167457
09/05/2013,136.97,-0.007998879
08/05/2013,138.07,0.002030016
07/05/2013,137.79,0.031329729
06/05/2013,133.54,0.02963968
03/05/2013,129.64,0.026022175
02/05/2013,126.31,0.059867842
01/05/2013,118.97,-0.027033155
30/04/2013,122.23,0.010031329
29/04/2013,121.01,0.02417213
26/04/2013,118.12,0.005347833
25/04/2013,117.49,0.015179743
24/04/2013,115.72,0.016906721
23/04/2013,113.78,0.009448611
22/04/2013,112.71,0.018988479
19/04/2013,110.59,-0.01578933
18/04/2013,112.35,0.006787558
17/04/2013,111.59,-0.01794009
16/04/2013,113.61,0.030746903
15/04/2013,110.17,-0.073816173
12/04/2013,118.61,-0.040562286
11/04/2013,123.52,0.00503207
10/04/2013,122.9,-0.002438035
09/04/2013,123.2,0.014882931
08/04/2013,121.38,0.023253954
05/04/2013,118.59,0.00651413
04/04/2013,117.82,-0.02605383
03/04/2013,120.93,-0.020867334
02/04/2013,123.48,0.004626819
01/04/2013,122.91,-0.010843285
28/03/2013,124.25,-0.015968403
27/03/2013,126.25,0.00142676
26/03/2013,126.07,0.03183314
25/03/2013,122.12,-0.004982653
22/03/2013,122.73,0.00736019
21/03/2013,121.83,-0.021357749
20/03/2013,124.46,0.003541536
19/03/2013,124.02,-0.0236655
18/03/2013,126.99,-0.018104279
15/03/2013,129.31,0.013155524
14/03/2013,127.62,0.010476249
13/03/2013,126.29,-0.006472004
12/03/2013,127.11,-0.004395957
11/03/2013,127.67,0.000235008
08/03/2013,127.64,-7.83423E-05
07/03/2013,127.65,0.020098793
06/03/2013,125.11,-0.000958696
05/03/2013,125.23,0.017967691
04/03/2013,123,-0.00559408
01/03/2013,123.69,-0.016994397
28/02/2013,125.81,-0.002302411
27/02/2013,126.1,0.014538158
26/02/2013,124.28,0.026003014
25/02/2013,121.09,-0.047653016
22/02/2013,127,0.011721978
21/02/2013,125.52,-0.018314374
20/02/2013,127.84,-0.035425734
19/02/2013,132.45,0.014372325
15/02/2013,130.56,0.003913899
14/02/2013,130.05,0.025623457
13/02/2013,126.76,-0.01363337
12/02/2013,128.5,-0.000389029
11/02/2013,128.55,-0.003261885
08/02/2013,128.97,0.03495287
07/02/2013,124.54,-0.004566401
06/02/2013,125.11,0.028291921
05/02/2013,121.62,0.016163475
04/02/2013,119.67,-0.002086899
01/02/2013,119.92,0.020046153
31/01/2013,117.54,0.011379802
30/01/2013,116.21,-0.009932439
29/01/2013,117.37,0.02048617
28/01/2013,114.99,-0.00537729
25/01/2013,115.61,0.015165011
24/01/2013,113.87,0.016558576
23/01/2013,112,-0.021289616
22/01/2013,114.41,0.00596127
18/01/2013,113.73,-0.003598547
17/01/2013,114.14,0.010037946
16/01/2013,113,0.019119675
15/01/2013,110.86,-0.0079066
14/01/2013,111.74,-0.000983944
11/01/2013,111.85,-0.006327725
10/01/2013,112.56,0.012156031
09/01/2013,111.2,-0.01082252
08/01/2013,112.41,0.002493989
07/01/2013,112.13,-0.009232201
04/01/2013,113.17,0.016482176
03/01/2013,111.32,0.014203885
02/01/2013,109.75,0.029215353
31/12/2012,106.59,0.040005335
28/12/2012,102.41,-0.024499682
27/12/2012,104.95,-0.012781239
26/12/2012,106.3,-0.012434134
24/12/2012,107.63,-0.008235069
21/12/2012,108.52,-0.002484931
20/12/2012,108.79,0.01453662
19/12/2012,107.22,-0.004930931
18/12/2012,107.75,0.030435288
17/12/2012,104.52,0.015135007
14/12/2012,102.95,-0.002231602
13/12/2012,103.18,-0.023183335
12/12/2012,105.6,0.013058376
11/12/2012,104.23,0.024572693
10/12/2012,101.7,-0.01221613
07/12/2012,102.95,-0.002909798
06/12/2012,103.25,-0.015377526
05/12/2012,104.85,0.023741706
04/12/2012,102.39,-0.023550939
03/12/2012,104.83,-0.020488844
30/11/2012,107,0.003370159
29/11/2012,106.64,0.017977587
28/11/2012,104.74,-0.000858902
27/11/2012,104.83,-0.014395551
26/11/2012,106.35,-0.015303089
23/11/2012,107.99,0.016526215
21/11/2012,106.22,0.006611907
20/11/2012,105.52,0.003512606
19/11/2012,105.15,0.022797121
16/11/2012,102.78,-0.000389105
15/11/2012,102.82,0.010068019
14/11/2012,101.79,-0.017914996
13/11/2012,103.63,0.008625338
12/11/2012,102.74,-0.011227373
09/11/2012,103.9,0.015030586
08/11/2012,102.35,-0.0308812
07/11/2012,105.56,-0.032985381
06/11/2012,109.1,0.012265566
05/11/2012,107.77,0.016937662
02/11/2012,105.96,-0.031400629
01/11/2012,109.34,0.034330549
31/10/2012,105.65,0.019304881
26/10/2012,103.63,-0.006156826
25/10/2012,104.27,0.025448149
24/10/2012,101.65,-0.008814944
23/10/2012,102.55,-0.022084894
22/10/2012,104.84,-0.004378041
19/10/2012,105.3,-0.023278693
18/10/2012,107.78,-0.003704394
17/10/2012,108.18,-0.001662511
16/10/2012,108.36,0.027032465
15/10/2012,105.47,0.031984231
12/10/2012,102.15,-0.019005711
11/10/2012,104.11,0.015000039
10/10/2012,102.56,-0.026650286
09/10/2012,105.33,0.026357817
08/10/2012,102.59,-0.003405832
05/10/2012,102.94,-0.010244605
04/10/2012,104,0.010341754
03/10/2012,102.93,-0.016763398
02/10/2012,104.67,0.007383646
01/10/2012,103.9,-0.004800777
28/09/2012,104.4,-0.002487325
27/09/2012,104.66,0.029870336
26/09/2012,101.58,-0.013979406
25/09/2012,103.01,-0.010333763
24/09/2012,104.08,-0.020446721
21/09/2012,106.23,-0.002726206
20/09/2012,106.52,-0.00580363
19/09/2012,107.14,-0.014639379
18/09/2012,108.72,-0.029901657
17/09/2012,112.02,-0.01012532
14/09/2012,113.16,0.034889351
13/09/2012,109.28,0.02511135
12/09/2012,106.57,0.009427806
11/09/2012,105.57,0.022705387
10/09/2012,103.2,0.00029074
07/09/2012,103.17,0.038131842
06/09/2012,99.31,0.033689768
05/09/2012,96.02,-0.012831302
04/09/2012,97.26,-0.001027644
31/08/2012,97.36,0.012609986
30/08/2012,96.14,-0.024657095
29/08/2012,98.54,0.001726678
28/08/2012,98.37,0.003156343
27/08/2012,98.06,-0.005998696
24/08/2012,98.65,0.02587679
23/08/2012,96.13,-0.012919409
22/08/2012,97.38,0.005767266
21/08/2012,96.82,-0.015272167
20/08/2012,98.31,-0.021335216
17/08/2012,100.43,0.003591026
16/08/2012,100.07,0.013278537
15/08/2012,98.75,0.016026475
14/08/2012,97.18,-0.000822876
13/08/2012,97.26,-0.010534488
10/08/2012,98.29,-0.015947048
09/08/2012,99.87,0.004415461
08/08/2012,99.43,0.008686923
07/08/2012,98.57,0.017397082
06/08/2012,96.87,-0.005764298
03/08/2012,97.43,0.057345594
02/08/2012,92,-0.020015733
01/08/2012,93.86,0.05733391
31/07/2012,88.63,-0.019552603
30/07/2012,90.38,-0.021670981
27/07/2012,92.36,0.03123192
26/07/2012,89.52,0.019514465
25/07/2012,87.79,0.009499356
24/07/2012,86.96,-0.01992438
23/07/2012,88.71,-0.044535079
20/07/2012,92.75,-0.007946777
19/07/2012,93.49,0.039156537
18/07/2012,89.9,0.017278563
17/07/2012,88.36,0.040298705
16/07/2012,84.87,-0.002118645
13/07/2012,85.05,0.013852113
12/07/2012,83.88,-0.014204784
11/07/2012,85.08,0.027163929
10/07/2012,82.8,-0.03768665
09/07/2012,85.98,-0.002091322
06/07/2012,86.16,-0.021585224
05/07/2012,88.04,-0.03361755
03/07/2012,91.05,0.048724268
02/07/2012,86.72,-0.017035798
29/06/2012,88.21,0.057151745
28/06/2012,83.31,0.012926788
27/06/2012,82.24,0.01902715
26/06/2012,80.69,0.023955494
25/06/2012,78.78,-0.05374649
22/06/2012,83.13,0.027933755
21/06/2012,80.84,-0.061875404
20/06/2012,86,-0.049011624
19/06/2012,90.32,0.036876254
18/06/2012,87.05,-0.031658947
15/06/2012,89.85,0.018874844
14/06/2012,88.17,-0.008807645
13/06/2012,88.95,-0.041941098
12/06/2012,92.76,0.0269888
11/06/2012,90.29,-0.043348427
08/06/2012,94.29,-0.010339826
07/06/2012,95.27,0.007797721
06/06/2012,94.53,0.05445518
05/06/2012,89.52,0.030625054
04/06/2012,86.82,-0.016903098
01/06/2012,88.3,-0.090873295
31/05/2012,96.7,-0.016919142
30/05/2012,98.35,-0.043376938
29/05/2012,102.71,0.034670668
25/05/2012,99.21,0.011965261
24/05/2012,98.03,-0.012872017
23/05/2012,99.3,-0.013801599
22/05/2012,100.68,0.008378266
21/05/2012,99.84,0.045909701
18/05/2012,95.36,-0.014161003
17/05/2012,96.72,-0.009671852
16/05/2012,97.66,-0.002965086
15/05/2012,97.95,-0.00823552
14/05/2012,98.76,-0.031789833
11/05/2012,101.95,-0.022117499
10/05/2012,104.23,0.01976617
09/05/2012,102.19,-0.016402561
08/05/2012,103.88,-0.015190165
07/05/2012,105.47,-0.013747862
04/05/2012,106.93,-0.036093729
03/05/2012,110.86,-0.015928748
02/05/2012,112.64,-0.030771659
01/05/2012,116.16,0.002931289
30/04/2012,115.82,0.001555345
27/04/2012,115.64,0
26/04/2012,115.64,0.017710387
25/04/2012,113.61,0.062656656
24/04/2012,106.71,0.011498713
23/04/2012,105.49,0.004846306
20/04/2012,104.98,-0.008630964
19/04/2012,105.89,0.00160673
18/04/2012,105.72,-0.01846264
17/04/2012,107.69,0.029113178
16/04/2012,104.6,-0.019783882
13/04/2012,106.69,-0.01062848
12/04/2012,107.83,0.039632557
11/04/2012,103.64,-0.014179199
10/04/2012,105.12,-0.022202229
09/04/2012,107.48,-0.019532591
05/04/2012,109.6,-0.000273685
04/04/2012,109.63,-0.020762616
03/04/2012,111.93,-0.001517654
02/04/2012,112.1,0.00455989
30/03/2012,111.59,0.05896814
29/03/2012,105.2,-0.001519757
28/03/2012,105.36,-0.012169387
27/03/2012,106.65,0.015592095
26/03/2012,105,0.031441526
23/03/2012,101.75,0.010472334
22/03/2012,100.69,-0.030323137
21/03/2012,103.79,-0.024365915
20/03/2012,106.35,-0.04558356
19/03/2012,111.31,0.011747831
16/03/2012,110.01,0.031956912
15/03/2012,106.55,0.001408782
14/03/2012,106.4,-0.014277292
13/03/2012,107.93,0.009027936
12/03/2012,106.96,-0.014755964
09/03/2012,108.55,0.007861312
08/03/2012,107.7,0.02215637
07/03/2012,105.34,0.019846296
06/03/2012,103.27,-0.027600472
05/03/2012,106.16,-0.020880699
02/03/2012,108.4,-0.031777526
01/03/2012,111.9,0.020403344
29/02/2012,109.64,-0.020492705
28/02/2012,111.91,-0.017625894
27/02/2012,113.9,-0.020336149
24/02/2012,116.24,0.013336995
23/02/2012,114.7,0.008756623
22/02/2012,113.7,-0.000527565
21/02/2012,113.76,0.000791452
17/02/2012,113.67,-0.010588592
16/02/2012,114.88,0.012437753
15/02/2012,113.46,0.023813834
14/02/2012,110.79,-0.00952217
13/02/2012,111.85,0.024252388
10/02/2012,109.17,-0.009118327
09/02/2012,110.17,0.002999866
08/02/2012,109.84,0.013658033
07/02/2012,108.35,0.024383477
06/02/2012,105.74,0.012849365
03/02/2012,104.39,0.016711328
02/02/2012,102.66,0.037212211
01/02/2012,98.91,-0.003935225
31/01/2012,99.3,0.016858326
30/01/2012,97.64,0.002255717
27/01/2012,97.42,-0.01315473
26/01/2012,98.71,-0.027774013
25/01/2012,101.49,0.032648604
24/01/2012,98.23,-0.018758114
23/01/2012,100.09,0.024065873
20/01/2012,97.71,-0.032026906
19/01/2012,100.89,0.01286865
18/01/2012,99.6,0.00452831
17/01/2012,99.15,0.015449032
13/01/2012,97.63,0.011020246
12/01/2012,96.56,0.023153305
11/01/2012,94.35,-0.034480787
10/01/2012,97.66,0.027509909
09/01/2012,95.01,0.01058099
06/01/2012,94.01,-0.015725088
05/01/2012,95.5,0.020523306
04/01/2012,93.56,0.009989878
03/01/2012,92.63,0.034597927
30/12/2011,89.48,0.005715902
29/12/2011,88.97,0.012896106
28/12/2011,87.83,-0.02462874
27/12/2011,90.02,0.016916328
23/12/2011,88.51,-0.00877396
22/12/2011,89.29,0.020479304
21/12/2011,87.48,0.015320233
20/12/2011,86.15,0.05696042
19/12/2011,81.38,-0.029064773
16/12/2011,83.78,0.011645488
15/12/2011,82.81,-0.000362209
14/12/2011,82.84,-0.04934185
13/12/2011,87.03,-0.013467448
12/12/2011,88.21,-0.032895869
09/12/2011,91.16,0.030178784
08/12/2011,88.45,-0.042823382
07/12/2011,92.32,-0.02228027
06/12/2011,94.4,0.010863884
05/12/2011,93.38,0.005691902
02/12/2011,92.85,-0.009539705
01/12/2011,93.74,-0.008498033
30/11/2011,94.54,0.056126082
29/11/2011,89.38,0.01658338
28/11/2011,87.91,0.052185753
25/11/2011,83.44,-0.007521974
23/11/2011,84.07,-0.040103287
22/11/2011,87.51,-0.012153026
21/11/2011,88.58,-0.013901569
18/11/2011,89.82,-0.013820774
17/11/2011,91.07,-0.034534564
16/11/2011,94.27,0.010986191
15/11/2011,93.24,0.002254792
14/11/2011,93.03,-0.003648073
11/11/2011,93.37,0.01347802
10/11/2011,92.12,0.065262477
09/11/2011,86.3,-0.026189386
08/11/2011,88.59,-0.038095626
07/11/2011,92.03,-0.012311171
04/11/2011,93.17,-0.010463474
03/11/2011,94.15,0.032273051
02/11/2011,91.16,0.118537489
01/11/2011,80.97,-0.035546898
31/10/2011,83.9,-0.053263938
28/10/2011,88.49,0.005439107
27/10/2011,88.01,0.047109949
26/10/2011,83.96,0.013670917
25/10/2011,82.82,-0.02209177
24/10/2011,84.67,0.031676314
21/10/2011,82.03,0.023934032
20/10/2011,80.09,0.00714244
19/10/2011,79.52,0.004158534
18/10/2011,79.19,0.068731329
17/10/2011,73.93,-0.020218939
14/10/2011,75.44,0.075556937
13/10/2011,69.95,0.00286328
12/10/2011,69.75,-0.001718952
11/10/2011,69.87,-0.02194157
10/10/2011,71.42,0.04247439
07/10/2011,68.45,-0.028231747
06/10/2011,70.41,0.031450948
05/10/2011,68.23,0.043739187
04/10/2011,65.31,0.054918227
03/10/2011,61.82,-0.061936871
30/09/2011,65.77,-0.040669938
29/09/2011,68.5,-0.002333043
28/09/2011,68.66,-0.047221515
27/09/2011,71.98,0.023616504
26/09/2011,70.3,0.039755707
23/09/2011,67.56,-0.012941357
22/09/2011,68.44,-0.082691716
21/09/2011,74.34,-0.025761616
20/09/2011,76.28,-0.018573168
19/09/2011,77.71,-0.036886839
16/09/2011,80.63,0.020549527
15/09/2011,78.99,0.04624877
14/09/2011,75.42,0.019412886
13/09/2011,73.97,0.01402242
12/09/2011,72.94,0.003295801
09/09/2011,72.7,-0.038320933
08/09/2011,75.54,-0.020829993
07/09/2011,77.13,0.053527154
06/09/2011,73.11,-0.017356368
02/09/2011,74.39,-0.049820238
01/09/2011,78.19,0.00025582
31/08/2011,78.17,0.021856673
30/08/2011,76.48,0.003405373
29/08/2011,76.22,0.028343325
26/08/2011,74.09,0.021969909
25/08/2011,72.48,-0.027219971
24/08/2011,74.48,0.008900935
23/08/2011,73.82,0.031932248
22/08/2011,71.5,-0.005717887
19/08/2011,71.91,-0.025265658
18/08/2011,73.75,-0.068007075
17/08/2011,78.94,-0.002530366
16/08/2011,79.14,-0.019024353
15/08/2011,80.66,0.0393199
12/08/2011,77.55,0.001936109
11/08/2011,77.4,0.052790403
10/08/2011,73.42,-0.036377373
09/08/2011,76.14,0.075826933
08/08/2011,70.58,-0.107370396
05/08/2011,78.58,-0.031442435
04/08/2011,81.09,-0.077107187
03/08/2011,87.59,-0.015857168
02/08/2011,88.99,-0.044075489
01/08/2011,93,0.000107533
29/07/2011,92.99,-0.002255761
28/07/2011,93.2,-0.017654399
27/07/2011,94.86,-0.028065453
26/07/2011,97.56,-0.008573231
25/07/2011,98.4,-0.011418302
22/07/2011,99.53,0.011519933
21/07/2011,98.39,0.01402203
20/07/2011,97.02,-0.004011732
19/07/2011,97.41,0.042465887
18/07/2011,93.36,-0.017729643
15/07/2011,95.03,0.098799371
14/07/2011,86.09,-0.017730144
13/07/2011,87.63,0.002971431
12/07/2011,87.37,-0.002286499
11/07/2011,87.57,-0.039958312
08/07/2011,91.14,-0.014919961
07/07/2011,92.51,0.013385041
06/07/2011,91.28,0.003182095
05/07/2011,90.99,0.009829446
01/07/2011,90.1,0.005899722
30/06/2011,89.57,0.007845815
29/06/2011,88.87,0.019658607
28/06/2011,87.14,0.024041574
27/06/2011,85.07,0.007433224
24/06/2011,84.44,-0.016443875
23/06/2011,85.84,-0.006039507
22/06/2011,86.36,-0.008187787
21/06/2011,87.07,0.030079209
20/06/2011,84.49,0.001065783
17/06/2011,84.4,-0.004728141
16/06/2011,84.8,0.00674439
15/06/2011,84.23,-0.014497278
14/06/2011,85.46,0.021287464
13/06/2011,83.66,-0.032573872
10/06/2011,86.43,-0.022424003
09/06/2011,88.39,0.0164256
08/06/2011,86.95,-0.012003574
07/06/2011,88,-0.000908678
06/06/2011,88.08,-0.034590082
03/06/2011,91.18,-0.004049696
02/06/2011,91.55,0.002953566
01/06/2011,91.28,-0.005898433
31/05/2011,91.82,0.007433353
27/05/2011,91.14,0.000219467
26/05/2011,91.12,-0.001973468
25/05/2011,91.3,0.006262724
24/05/2011,90.73,0.016782833
23/05/2011,89.22,-0.019094719
20/05/2011,90.94,-0.000219901
19/05/2011,90.96,-0.009519192
18/05/2011,91.83,0.026371032
17/05/2011,89.44,-0.005685951
16/05/2011,89.95,-0.024163724
13/05/2011,92.15,-0.008859176
12/05/2011,92.97,-0.002578152
11/05/2011,93.21,-0.02112493
10/05/2011,95.2,0.013536586
09/05/2011,93.92,0.052908514
06/05/2011,89.08,0.00416222
05/05/2011,88.71,-0.039996493
04/05/2011,92.33,-0.04126812
03/05/2011,96.22,-0.050461521
02/05/2011,101.2,-0.01012642
29/04/2011,102.23,0.02085571
28/04/2011,100.12,-0.007562225
27/04/2011,100.88,0.003773964
26/04/2011,100.5,0.00129437
25/04/2011,100.37,-0.005662923
21/04/2011,100.94,-0.010446532
20/04/2011,102,0.026625853
19/04/2011,99.32,0.008290412
18/04/2011,98.5,-0.015513558
15/04/2011,100.04,0.018156642
14/04/2011,98.24,0.008587254
13/04/2011,97.4,0.002158385
12/04/2011,97.19,-0.05153506
11/04/2011,102.33,-0.019835201
08/04/2011,104.38,0.006053927
07/04/2011,103.75,0.013683556
06/04/2011,102.34,-0.016378716
05/04/2011,104.03,-0.006037682
04/04/2011,104.66,0.008154696
01/04/2011,103.81,0.018374113
31/03/2011,101.92,-0.008694433
30/03/2011,102.81,0.000389143
29/03/2011,102.77,0.028323796
28/03/2011,99.9,-0.00140042
25/03/2011,100.04,0.006921137
24/03/2011,99.35,0.01368149
23/03/2011,98,-0.018200705
22/03/2011,99.8,-0.011358098
21/03/2011,100.94,0.022238721
18/03/2011,98.72,-0.009777811
17/03/2011,99.69,0.040324743
16/03/2011,95.75,-0.012454754
15/03/2011,96.95,-0.001957855
14/03/2011,97.14,0.021539775
11/03/2011,95.07,0.006013628
10/03/2011,94.5,-0.02991832
09/03/2011,97.37,-0.000821271
08/03/2011,97.45,-0.018604715
07/03/2011,99.28,-0.007226045
04/03/2011,100,-0.00019998
03/03/2011,100.02,0.006721197
02/03/2011,99.35,0.000805558
01/03/2011,99.27,-0.030457193
28/02/2011,102.34,-0.005068237
25/02/2011,102.86,0.024206633
24/02/2011,100.4,-0.002685633
23/02/2011,100.67,0.019560281
22/02/2011,98.72,-0.005152828
18/02/2011,99.23,-0.01311527
17/02/2011,100.54,0.006786453
16/02/2011,99.86,0.02125371
15/02/2011,97.76,-0.009468129
14/02/2011,98.69,0.023477423
11/02/2011,96.4,0.000726405
10/02/2011,96.33,0.021510719
09/02/2011,94.28,0.003293496
08/02/2011,93.97,-0.010901309
07/02/2011,95,-0.007863736
04/02/2011,95.75,0.009654813
03/02/2011,94.83,-0.007249835
02/02/2011,95.52,-0.000104685
01/02/2011,95.53,0.003880649
31/01/2011,95.16,0.043053184
28/01/2011,91.15,0.019609558
