Date,Close,R
08/02/2011,49.8,-0.004807702
07/02/2011,50.04,-0.006970057
04/02/2011,50.39,-0.006921811
03/02/2011,50.74,0.040214506
02/02/2011,48.74,-0.015270581
01/02/2011,49.49,0.028904339
31/01/2011,48.08,0.007306159
28/01/2011,47.73,-0.03479507
27/01/2011,49.42,-0.000809062
26/01/2011,49.46,0.010977951
25/01/2011,48.92,-0.014409179
24/01/2011,49.63,0.002824861
21/01/2011,49.49,-0.005038809
20/01/2011,49.74,-0.015757781
19/01/2011,50.53,-0.009062316
18/01/2011,50.99,-0.008592125
14/01/2011,51.43,-0.001554304
13/01/2011,51.51,-0.005228011
12/01/2011,51.78,0.004451764
11/01/2011,51.55,-0.017308124
10/01/2011,52.45,0.010348885
07/01/2011,51.91,-0.004612732
06/01/2011,52.15,0.003265152
05/01/2011,51.98,0.000577312
04/01/2011,51.95,-0.011863897
03/01/2011,52.57,-0.001330672
31/12/2010,52.64,0.017051855
30/12/2010,51.75,0.006591726
29/12/2010,51.41,0.000389105
28/12/2010,51.39,0.003508776
27/12/2010,51.21,0.005286356
23/12/2010,50.94,-0.005872007
22/12/2010,51.24,-0.001949698
21/12/2010,51.34,0.007625416
20/12/2010,50.95,0.006498005
17/12/2010,50.62,0.01172393
16/12/2010,50.03,0.015104506
15/12/2010,49.28,0.046520016
14/12/2010,47.04,0.009397762
13/12/2010,46.6,-0.022701728
10/12/2010,47.67,0.019060297
09/12/2010,46.77,0.023581406
08/12/2010,45.68,-0.002841843
07/12/2010,45.81,0.009651314
06/12/2010,45.37,0.003754007
03/12/2010,45.2,0
02/12/2010,45.2,0.016957122
01/12/2010,44.44,0.030384976
30/11/2010,43.11,-0.019070078
29/11/2010,43.94,0.001366432
26/11/2010,43.88,-0.009977407
24/11/2010,44.32,0.030933845
23/11/2010,42.97,-0.014325568
22/11/2010,43.59,-0.005034336
19/11/2010,43.81,0.004117115
18/11/2010,43.63,0.013150495
17/11/2010,43.06,0.009567218
16/11/2010,42.65,-0.021341566
15/11/2010,43.57,0.000918485
12/11/2010,43.53,-0.021139553
11/11/2010,44.46,-0.002695419
10/11/2010,44.58,0.004271109
09/11/2010,44.39,-0.015202618
08/11/2010,45.07,-0.003543747
05/11/2010,45.23,-0.000221068
04/11/2010,45.24,0.012455677
03/11/2010,44.68,0.006061305
02/11/2010,44.41,0.009729684
01/11/2010,43.98,0.005243372
29/10/2010,43.75,0.002975852
28/10/2010,43.62,-0.000229226
27/10/2010,43.63,-0.010714795
26/10/2010,44.1,-0.013066192
25/10/2010,44.68,-0.004243446
22/10/2010,44.87,0.004691174
21/10/2010,44.66,-0.032385251
20/10/2010,46.13,0.023912514
19/10/2010,45.04,-0.014984855
18/10/2010,45.72,0.00746436
15/10/2010,45.38,-0.001321295
14/10/2010,45.44,-0.008327903
13/10/2010,45.82,0.035543502
12/10/2010,44.22,-0.00338639
11/10/2010,44.37,0.012473231
08/10/2010,43.82,0.015407917
07/10/2010,43.15,-0.003701138
06/10/2010,43.31,0.00023092
05/10/2010,43.3,0.033583055
04/10/2010,41.87,-0.015169762
01/10/2010,42.51,-0.00609758
30/09/2010,42.77,-0.00396687
29/09/2010,42.94,-0.004646849
28/09/2010,43.14,0.007445358
27/09/2010,42.82,-0.010223137
24/09/2010,43.26,0.027893523
23/09/2010,42.07,-0.03043306
22/09/2010,43.37,-0.004600882
21/09/2010,43.57,0.016663195
20/09/2010,42.85,0.017657904
17/09/2010,42.1,0.003569308
16/09/2010,41.95,-0.007599182
15/09/2010,42.27,-0.003070748
14/09/2010,42.4,0.004017493
13/09/2010,42.23,0.015752116
10/09/2010,41.57,0
09/09/2010,41.57,0.01624869
08/09/2010,40.9,0.018507623
07/09/2010,40.15,-0.020705694
03/09/2010,40.99,0.01202616
02/09/2010,40.5,0.02373628
01/09/2010,39.55,0.03028979
31/08/2010,38.37,0.001303951
30/08/2010,38.32,-0.022704794
27/08/2010,39.2,0.029775662
26/08/2010,38.05,-0.000525486
25/08/2010,38.07,0.004211641
24/08/2010,37.91,-0.015443312
23/08/2010,38.5,-0.021075054
20/08/2010,39.32,-0.008357653
19/08/2010,39.65,-0.037375963
18/08/2010,41.16,0.000729129
17/08/2010,41.13,0.019146388
16/08/2010,40.35,0.000495786
13/08/2010,40.33,-0.010114802
12/08/2010,40.74,-0.00465288
11/08/2010,40.93,-0.05258735
10/08/2010,43.14,-0.025856606
09/08/2010,44.27,0.017086644
06/08/2010,43.52,-0.015051595
05/08/2010,44.18,0.000226372
04/08/2010,44.17,0.023595185
03/08/2010,43.14,-0.020647671
02/08/2010,44.04,0.008436944
30/07/2010,43.67,-0.003428967
29/07/2010,43.82,0.003200003
28/07/2010,43.68,-0.006389798
27/07/2010,43.96,0.011669278
26/07/2010,43.45,0.004613618
23/07/2010,43.25,0.001388246
22/07/2010,43.19,0.044262343
21/07/2010,41.32,-0.005791522
20/07/2010,41.56,0.026577207
19/07/2010,40.47,0.015940562
16/07/2010,39.83,-0.033089439
15/07/2010,41.17,-0.010870985
14/07/2010,41.62,-0.000480423
13/07/2010,41.64,0.01939925
12/07/2010,40.84,-0.006832628
09/07/2010,41.12,0.003410478
08/07/2010,40.98,0.019714783
07/07/2010,40.18,0.045832869
06/07/2010,38.38,-0.011914153
02/07/2010,38.84,-0.034167565
01/07/2010,40.19,-0.000994778
30/06/2010,40.23,-0.003473949
29/06/2010,40.37,-0.040534611
28/06/2010,42.04,-0.012058309
25/06/2010,42.55,0.011344957
24/06/2010,42.07,-0.011579947
23/06/2010,42.56,0.005182579
22/06/2010,42.34,-0.043218742
21/06/2010,44.21,-0.006313437
18/06/2010,44.49,-0.003365873
17/06/2010,44.64,0.003141129
16/06/2010,44.5,-0.020463348
15/06/2010,45.42,0.034949794
14/06/2010,43.86,-0.000683761
11/06/2010,43.89,0.006629353
10/06/2010,43.6,0.05419465
09/06/2010,41.3,0.015863664
08/06/2010,40.65,0.011878388
07/06/2010,40.17,-0.036660997
04/06/2010,41.67,-0.074879042
03/06/2010,44.91,0.009171298
02/06/2010,44.5,0.023418144
01/06/2010,43.47,-0.033257222
28/05/2010,44.94,-0.011724501
27/05/2010,45.47,0.029686367
26/05/2010,44.14,0.014605463
25/05/2010,43.5,-0.000459664
24/05/2010,43.52,0.00091954
21/05/2010,43.48,0.027986901
20/05/2010,42.28,-0.062348329
19/05/2010,45,-0.005098094
18/05/2010,45.23,-0.007489022
17/05/2010,45.57,0.012809362
14/05/2010,44.99,-0.0323667
13/05/2010,46.47,-0.015586949
12/05/2010,47.2,0.024883309
11/05/2010,46.04,0.027079255
10/05/2010,44.81,0.053868873
07/05/2010,42.46,-0.063198127
06/05/2010,45.23,-0.022949319
05/05/2010,46.28,0.007591404
04/05/2010,45.93,-0.040116324
03/05/2010,47.81,0.027352495
30/04/2010,46.52,-0.020004923
29/04/2010,47.46,0.012722818
28/04/2010,46.86,0.001494928
27/04/2010,46.79,-0.01800324
26/04/2010,47.64,0.006105925
23/04/2010,47.35,-0.008621649
22/04/2010,47.76,0.04321528
21/04/2010,45.74,0.047228201
20/04/2010,43.63,0.00620763
19/04/2010,43.36,0.000230654
16/04/2010,43.35,-0.013518364
15/04/2010,43.94,0.004790702
14/04/2010,43.73,0.017997717
13/04/2010,42.95,0.005369454
12/04/2010,42.72,0.006575881
09/04/2010,42.44,0.014238494
08/04/2010,41.84,0.002632525
07/04/2010,41.73,0.004082128
06/04/2010,41.56,0.047804125
05/04/2010,39.62,0.010912429
01/04/2010,39.19,0.011032825
31/03/2010,38.76,-0.006429236
30/03/2010,39.01,0.00385258
29/03/2010,38.86,0.007749974
26/03/2010,38.56,0.007810506
25/03/2010,38.26,-0.007291699
24/03/2010,38.54,-0.009040485
23/03/2010,38.89,0.003090396
22/03/2010,38.77,0.002065583
19/03/2010,38.69,0.00414401
18/03/2010,38.53,0.001038691
17/03/2010,38.49,0.02100366
16/03/2010,37.69,0.019558561
15/03/2010,36.96,0.004338402
12/03/2010,36.8,0.023090636
11/03/2010,35.96,-0.012985401
10/03/2010,36.43,-0.004928816
09/03/2010,36.61,0.016524749
08/03/2010,36.01,0.002780869
05/03/2010,35.91,0.017416171
04/03/2010,35.29,0.005113648
03/03/2010,35.11,0.000854823
02/03/2010,35.08,-0.00596847
01/03/2010,35.29,0
26/02/2010,35.29,0.015707877
25/02/2010,34.74,-0.003448279
24/02/2010,34.86,0.012411763
23/02/2010,34.43,-0.019842491
22/02/2010,35.12,0.007717632
19/02/2010,34.85,0.004601676
18/02/2010,34.69,0.001442377
17/02/2010,34.64,-0.001730603
16/02/2010,34.7,0.015977101
12/02/2010,34.15,0.003226282
11/02/2010,34.04,0.024685268
10/02/2010,33.21,-0.005704865
09/02/2010,33.4,0.022098674
08/02/2010,32.67,-0.014283786
05/02/2010,33.14,0.017963643
04/02/2010,32.55,-0.056731629
03/02/2010,34.45,-0.080556141
02/02/2010,37.34,0.006448169
01/02/2010,37.1,0.019048195
29/01/2010,36.4,-0.003291281
28/01/2010,36.52,-0.018448706
27/01/2010,37.2,0.007826244
26/01/2010,36.91,-0.005673391
25/01/2010,37.12,-0.008316614
22/01/2010,37.43,-0.032074253
21/01/2010,38.65,-0.024534837
20/01/2010,39.61,-0.012793351
19/01/2010,40.12,0.006000018
15/01/2010,39.88,-0.016660835
14/01/2010,40.55,0.008171396
13/01/2010,40.22,0.029521508
12/01/2010,39.05,-0.050921907
11/01/2010,41.09,0.01842125
08/01/2010,40.34,0.021042861
07/01/2010,39.5,-0.018560854
06/01/2010,40.24,-0.013820556
05/01/2010,40.8,-0.01821544
04/01/2010,41.55,0.009187686
31/12/2009,41.17,-0.025421033
30/12/2009,42.23,-0.012004381
29/12/2009,42.74,-0.004668543
28/12/2009,42.94,-0.012037182
24/12/2009,43.46,0.003226553
23/12/2009,43.32,0.002311071
22/12/2009,43.22,-0.016976778
21/12/2009,43.96,0.020685638
18/12/2009,43.06,0.006523788
17/12/2009,42.78,-0.001868286
16/12/2009,42.86,-0.003261126
15/12/2009,43,0.000232585
14/12/2009,42.99,0.030466402
11/12/2009,41.7,0.003122376
10/12/2009,41.57,-0.001202068
09/12/2009,41.62,0.001442655
08/12/2009,41.56,-0.011245483
07/12/2009,42.03,-0.01182606
04/12/2009,42.53,0.041772756
03/12/2009,40.79,-0.015326903
02/12/2009,41.42,0.006782972
01/12/2009,41.14,0.014691743
30/11/2009,40.54,-0.001478926
27/11/2009,40.6,-0.024332101
25/11/2009,41.6,0.001202646
24/11/2009,41.55,-0.009580912
23/11/2009,41.95,0.019011522
20/11/2009,41.16,-0.025427131
19/11/2009,42.22,-0.024796592
18/11/2009,43.28,0.003008217
17/11/2009,43.15,-0.017004086
16/11/2009,43.89,0.012610508
13/11/2009,43.34,0.00787588
12/11/2009,43,-0.034064329
11/11/2009,44.49,0.020207294
10/11/2009,43.6,0.001836548
09/11/2009,43.52,0.02937959
06/11/2009,42.26,-0.001182453
05/11/2009,42.31,0.026827956
04/11/2009,41.19,-0.009423774
03/11/2009,41.58,0.021882711
02/11/2009,40.68,0.003200791
30/10/2009,40.55,-0.028205128
29/10/2009,41.71,0.017168842
28/10/2009,41,-0.043666725
27/10/2009,42.83,-0.0321645
26/10/2009,44.23,-0.005861153
23/10/2009,44.49,-0.001123217
22/10/2009,44.54,-0.0162569
21/10/2009,45.27,-0.021416903
20/10/2009,46.25,0.022743163
19/10/2009,45.21,0.010226857
16/10/2009,44.75,0.024201113
15/10/2009,43.68,-0.006844654
14/10/2009,43.98,0.055634818
13/10/2009,41.6,-0.02093321
12/10/2009,42.48,0.093969271
09/10/2009,38.67,0.010920545
08/10/2009,38.25,0.006820593
07/10/2009,37.99,0.004220529
06/10/2009,37.83,0.000793336
05/10/2009,37.8,0.034175262
02/10/2009,36.53,-0.01871241
01/10/2009,37.22,-0.048252674
30/09/2009,39.06,-0.019521472
29/09/2009,39.83,0.008319725
28/09/2009,39.5,0.020461072
25/09/2009,38.7,0.003105593
24/09/2009,38.58,-0.04312106
23/09/2009,40.28,-0.025975486
22/09/2009,41.34,-0.000241867
21/09/2009,41.35,0.003876913
18/09/2009,41.19,0.003161097
17/09/2009,41.06,-0.014747034
16/09/2009,41.67,-0.020428264
15/09/2009,42.53,-0.006795574
14/09/2009,42.82,0.007265941
11/09/2009,42.51,0.010642172
10/09/2009,42.06,0.037548313
09/09/2009,40.51,0.043128611
08/09/2009,38.8,0.017681168
04/09/2009,38.12,0.016131515
03/09/2009,37.51,0.005078188
02/09/2009,37.32,0.013759829
01/09/2009,36.81,-0.031816612
31/08/2009,38,-0.02828052
28/08/2009,39.09,-0.003829955
27/08/2009,39.24,0.003574168
26/08/2009,39.1,-0.028490519
25/08/2009,40.23,0.019072096
24/08/2009,39.47,-0.010835434
21/08/2009,39.9,0.033383148
20/08/2009,38.59,-0.004911474
19/08/2009,38.78,0.023217425
18/08/2009,37.89,0.002642708
17/08/2009,37.79,-0.037906927
14/08/2009,39.25,-0.020926013
13/08/2009,40.08,-0.001246728
12/08/2009,40.13,0.013547623
11/08/2009,39.59,0.012198372
10/08/2009,39.11,0.008215707
07/08/2009,38.79,0.060576286
06/08/2009,36.51,-0.023817093
05/08/2009,37.39,-0.003470835
04/08/2009,37.52,0.031129865
03/08/2009,36.37,0.034688793
31/07/2009,35.13,0.020998902
30/07/2009,34.4,0.031298687
29/07/2009,33.34,-0.014590105
28/07/2009,33.83,0.001479071
27/07/2009,33.78,0.046350868
24/07/2009,32.25,0.033420513
23/07/2009,31.19,0.124821211
22/07/2009,27.53,0.015373656
21/07/2009,27.11,-0.021890695
20/07/2009,27.71,0.021890695
17/07/2009,27.11,0.01336819
16/07/2009,26.75,0.025749245
15/07/2009,26.07,0.029585653
14/07/2009,25.31,-0.006301714
13/07/2009,25.47,0.01184848
10/07/2009,25.17,0.005977304
09/07/2009,25.02,0.009638629
08/07/2009,24.78,-0.004027392
07/07/2009,24.88,-0.045569549
06/07/2009,26.04,-0.015622341
02/07/2009,26.45,-0.069370872
01/07/2009,28.35,0.015283752
30/06/2009,27.92,-0.02406344
29/06/2009,28.6,0.008427016
26/06/2009,28.36,-0.015395685
25/06/2009,28.8,0.061579939
24/06/2009,27.08,0.00258828
23/06/2009,27.01,-0.010679534
22/06/2009,27.3,-0.072065071
19/06/2009,29.34,0.01996624
18/06/2009,28.76,0.02214891
17/06/2009,28.13,-0.012014279
16/06/2009,28.47,-0.013952092
15/06/2009,28.87,-0.051310613
12/06/2009,30.39,-0.023094212
11/06/2009,31.1,0.033014929
10/06/2009,30.09,-0.007944431
09/06/2009,30.33,0.00994044
08/06/2009,30.03,0.015098425
05/06/2009,29.58,-0.019086466
04/06/2009,30.15,0.05593002
03/06/2009,28.51,-0.036843554
02/06/2009,29.58,0.000676361
01/06/2009,29.56,0.04780959
29/05/2009,28.18,0.048346686
28/05/2009,26.85,0.016144522
27/05/2009,26.42,-0.016144522
26/05/2009,26.85,0.029097084
22/05/2009,26.08,-0.009160369
21/05/2009,26.32,-0.043493196
20/05/2009,27.49,0.000727802
19/05/2009,27.47,0.02543916
18/05/2009,26.78,0.023423814
15/05/2009,26.16,0.004213758
14/05/2009,26.05,0.015474197
13/05/2009,25.65,-0.064538521
12/05/2009,27.36,0.001463058
11/05/2009,27.32,-0.091576344
08/05/2009,29.94,0.013450102
07/05/2009,29.54,-0.036561068
06/05/2009,30.64,0.035884249
05/05/2009,29.56,-0.01544173
04/05/2009,30.02,0.044966703
01/05/2009,28.7,0.035825786
30/04/2009,27.69,0.051882698
29/04/2009,26.29,0.036804464
28/04/2009,25.34,-0.016438726
27/04/2009,25.76,-0.042931569
24/04/2009,26.89,0.044485571
23/04/2009,25.72,0.003115267
22/04/2009,25.64,0.054088889
21/04/2009,24.29,0.019539179
20/04/2009,23.82,-0.060278832
17/04/2009,25.3,0.01072929
16/04/2009,25.03,0.020585994
15/04/2009,24.52,0.010248091
14/04/2009,24.27,0.007444203
13/04/2009,24.09,-0.054132763
09/04/2009,25.43,0.047512962
08/04/2009,24.25,-0.198005479
07/04/2009,29.56,-0.046273953
06/04/2009,30.96,-0.016973986
03/04/2009,31.49,-0.005384019
02/04/2009,31.66,0.081570511
01/04/2009,29.18,0.030268444
31/03/2009,28.31,0.049974192
30/03/2009,26.93,-0.051738795
27/03/2009,28.36,-0.05154009
26/03/2009,29.86,0.08963309
25/03/2009,27.3,0.027856955
24/03/2009,26.55,-0.056739829
23/03/2009,28.1,0.108925582
20/03/2009,25.2,-0.074901308
19/03/2009,27.16,-0.000368121
18/03/2009,27.17,0.059130523
17/03/2009,25.61,0.032139247
16/03/2009,24.8,0.047903461
13/03/2009,23.64,0.027445977
12/03/2009,23,-0.003472226
11/03/2009,23.08,0.064885202
10/03/2009,21.63,0.115531758
09/03/2009,19.27,-0.007238915
06/03/2009,19.41,-0.048274833
05/03/2009,20.37,-0.093210418
04/03/2009,22.36,0.074727402
03/03/2009,20.75,-0.011976191
02/03/2009,21,-0.084866221
27/02/2009,22.86,-0.003493453
26/02/2009,22.94,-0.065382759
25/02/2009,24.49,-0.067112788
24/02/2009,26.19,0.042509812
23/02/2009,25.1,-0.039067468
20/02/2009,26.1,-0.003824096
19/02/2009,26.2,-0.028594875
18/02/2009,26.96,-0.048860813
17/02/2009,28.31,-0.072542434
13/02/2009,30.44,-0.03644977
12/02/2009,31.57,-0.000633312
11/02/2009,31.59,0.01885341
10/02/2009,31,-0.085881707
09/02/2009,33.78,-0.007667392
06/02/2009,34.04,0.08040999
05/02/2009,31.41,0.045928932
04/02/2009,30,-0.14063113
03/02/2009,34.53,0.038074541
02/02/2009,33.24,-0.016114941
30/01/2009,33.78,-0.039186555
29/01/2009,35.13,-0.043993731
28/01/2009,36.71,0.062089873
27/01/2009,34.5,0.027326513
26/01/2009,33.57,0.019856248
23/01/2009,32.91,-0.007266154
22/01/2009,33.15,-0.024435066
21/01/2009,33.97,0.051959739
20/01/2009,32.25,-0.074661529
16/01/2009,34.75,-0.011445046
15/01/2009,35.15,0.03238213
14/01/2009,34.03,-0.051543043
13/01/2009,35.83,-0.016057931
12/01/2009,36.41,-0.047992053
09/01/2009,38.2,-0.013262449
08/01/2009,38.71,0.000516796
07/01/2009,38.69,-0.053345981
06/01/2009,40.81,0.017550815
05/01/2009,40.1,
