Date,Close,IGT
09/01/2014,17.55,-0.012457692
08/01/2014,17.77,0.001126126
07/01/2014,17.75,0.009623624
06/01/2014,17.58,0.005704522
03/01/2014,17.48,-0.013636575
02/01/2014,17.72,-0.024527428
31/12/2013,18.16,0.01442066
30/12/2013,17.9,0.013498518
27/12/2013,17.66,-0.000566091
26/12/2013,17.67,-0.007891811
24/12/2013,17.81,0.006760589
23/12/2013,17.69,0.01423309
20/12/2013,17.44,0.010954275
19/12/2013,17.25,-0.006932437
18/12/2013,17.37,0.020943174
17/12/2013,17.01,-0.007613507
16/12/2013,17.14,-0.016204058
13/12/2013,17.42,0.009227286
12/12/2013,17.26,-0.019507216
11/12/2013,17.6,-0.009049836
10/12/2013,17.76,-0.019515534
09/12/2013,18.11,0.013340943
06/12/2013,17.87,0.008993877
05/12/2013,17.71,-0.003944778
04/12/2013,17.78,0.028524467
03/12/2013,17.28,-0.00288934
02/12/2013,17.33,-0.009190185
29/11/2013,17.49,0.005733961
27/11/2013,17.39,0.016816865
26/11/2013,17.1,-0.003502631
25/11/2013,17.16,0.011723464
22/11/2013,16.96,-0.015213869
21/11/2013,17.22,0.046962567
20/11/2013,16.43,-0.015700806
19/11/2013,16.69,-0.008947271
18/11/2013,16.84,-0.057686118
15/11/2013,17.84,0.003368897
14/11/2013,17.78,-0.010072833
13/11/2013,17.96,0.000556948
12/11/2013,17.95,0.002230899
11/11/2013,17.91,0.024874092
08/11/2013,17.47,0.016739208
07/11/2013,17.18,-0.132293724
06/11/2013,19.61,0.043247166
05/11/2013,18.78,-0.039159271
04/11/2013,19.53,0.046105599
01/11/2013,18.65,-0.008010724
31/10/2013,18.8,-0.030384737
30/10/2013,19.38,-0.021945254
29/10/2013,19.81,0.021945254
28/10/2013,19.38,0.036788174
25/10/2013,18.68,0.02109897
24/10/2013,18.29,0.012101358
23/10/2013,18.07,-0.022976941
22/10/2013,18.49,-0.002700515
21/10/2013,18.54,-0.004305712
18/10/2013,18.62,-0.010683862
17/10/2013,18.82,0.005861994
16/10/2013,18.71,0.013451911
15/10/2013,18.46,0.001626457
14/10/2013,18.43,-0.006490017
11/10/2013,18.55,-0.002154013
10/10/2013,18.59,0.014630442
09/10/2013,18.32,0.00767127
08/10/2013,18.18,-0.023914183
07/10/2013,18.62,-0.021254785
04/10/2013,19.02,0.000525901
03/10/2013,19.01,-0.007337559
02/10/2013,19.15,-0.00780238
01/10/2013,19.3,0.019357131
30/09/2013,18.93,-0.015723594
27/09/2013,19.23,-0.072211814
26/09/2013,20.67,-0.01154414
25/09/2013,20.91,0.001914792
24/09/2013,20.87,0.002879081
23/09/2013,20.81,-0.009564874
20/09/2013,21.01,-0.004748347
19/09/2013,21.11,0.011434141
18/09/2013,20.87,0.000479272
17/09/2013,20.86,-0.00478241
16/09/2013,20.96,0.031010237
13/09/2013,20.32,0.017374475
12/09/2013,19.97,-0.001001001
11/09/2013,19.99,-0.001999001
10/09/2013,20.03,0.024767503
09/09/2013,19.54,0.009254565
06/09/2013,19.36,0.002585985
05/09/2013,19.31,0.012506677
04/09/2013,19.07,0.003151263
03/09/2013,19.01,0.006332475
30/08/2013,18.89,-0.006858376
29/08/2013,19.02,0.014297305
28/08/2013,18.75,-0.011665032
27/08/2013,18.97,-0.032670782
26/08/2013,19.6,0.013354076
23/08/2013,19.34,-0.002066116
22/08/2013,19.38,0.016649708
21/08/2013,19.06,-0.009399547
20/08/2013,19.24,0.025797693
19/08/2013,18.75,0.004275795
16/08/2013,18.67,-0.007470686
15/08/2013,18.81,-0.011102414
14/08/2013,19.02,-0.017201362
13/08/2013,19.35,0.011434636
12/08/2013,19.13,-0.009365313
09/08/2013,19.31,0.00519212
08/08/2013,19.21,0.014683012
07/08/2013,18.93,0.009554213
06/08/2013,18.75,-0.026317308
05/08/2013,19.25,-0.002075766
02/08/2013,19.29,0.016201034
01/08/2013,18.98,0.027237999
31/07/2013,18.47,-0.001622938
30/07/2013,18.5,0.005963693
29/07/2013,18.39,-0.001629992
26/07/2013,18.42,-0.007571697
25/07/2013,18.56,-0.014442615
24/07/2013,18.83,0.028550283
23/07/2013,18.3,-0.031731622
22/07/2013,18.89,0.01064406
19/07/2013,18.69,-0.07620773
18/07/2013,20.17,0.057654323
17/07/2013,19.04,0.020695883
16/07/2013,18.65,0.032700461
15/07/2013,18.05,0.02184349
12/07/2013,17.66,-0.004519782
11/07/2013,17.74,0.027430291
10/07/2013,17.26,0.002901075
09/07/2013,17.21,0.002326935
08/07/2013,17.17,0.024765417
05/07/2013,16.75,0.010804427
03/07/2013,16.57,-0.007215906
02/07/2013,16.69,-0.018403606
01/07/2013,17,0.017206001
28/06/2013,16.71,-0.001793722
27/06/2013,16.74,0.02051973
26/06/2013,16.4,-0.00060957
25/06/2013,16.41,0.035984031
24/06/2013,15.83,-0.025570461
21/06/2013,16.24,-0.004301082
20/06/2013,16.31,-0.039079214
19/06/2013,16.96,-0.010557283
18/06/2013,17.14,-0.013905207
17/06/2013,17.38,0.007507976
14/06/2013,17.25,-0.011527505
13/06/2013,17.45,0.010368756
12/06/2013,17.27,-0.016083058
11/06/2013,17.55,-0.005681833
10/06/2013,17.65,0.011396135
07/06/2013,17.45,0.004019529
06/06/2013,17.38,0.014488808
05/06/2013,17.13,-0.021940834
04/06/2013,17.51,0.002859596
03/06/2013,17.46,-0.023770219
31/05/2013,17.88,-0.018288124
30/05/2013,18.21,-0.001646091
29/05/2013,18.24,-0.030771659
28/05/2013,18.81,0.030223563
24/05/2013,18.25,0.013793322
23/05/2013,18,-0.008849615
22/05/2013,18.16,-0.020709187
21/05/2013,18.54,0.005408342
20/05/2013,18.44,0.010905233
17/05/2013,18.24,0.041987696
16/05/2013,17.49,-0.029852963
15/05/2013,18.02,0.001666204
14/05/2013,17.99,-0.004990307
13/05/2013,18.08,-0.00331309
10/05/2013,18.14,0.033635458
09/05/2013,17.54,0.011468016
08/05/2013,17.34,-0.001728609
07/05/2013,17.37,0.001152074
06/05/2013,17.35,-0.005747142
03/05/2013,17.45,0.010368756
02/05/2013,17.27,0.01223435
01/05/2013,17.06,0.006468708
30/04/2013,16.95,0
29/04/2013,16.95,-0.000589797
26/04/2013,16.96,-0.019848871
25/04/2013,17.3,0.034699159
24/04/2013,16.71,-0.000598265
23/04/2013,16.72,0.029744226
22/04/2013,16.23,0.009907202
19/04/2013,16.07,0.008750056
18/04/2013,15.93,-0.017424212
17/04/2013,16.21,-0.014697141
16/04/2013,16.45,0.001216545
15/04/2013,16.43,-0.030568757
12/04/2013,16.94,-0.002358492
11/04/2013,16.98,0.019625964
10/04/2013,16.65,0.021858794
09/04/2013,16.29,0.004306374
08/04/2013,16.22,0.006804851
05/04/2013,16.11,-0.008652712
04/04/2013,16.25,0.015504187
03/04/2013,16,-0.028951822
02/04/2013,16.47,0.001215067
01/04/2013,16.45,-0.003034904
28/03/2013,16.5,0
27/03/2013,16.5,-0.013245227
26/03/2013,16.72,0.003594971
25/03/2013,16.66,-0.00060006
22/03/2013,16.67,-0.006577004
21/03/2013,16.78,-0.008899495
20/03/2013,16.93,-0.002948985
19/03/2013,16.98,-0.016355505
18/03/2013,17.26,0.014002563
15/03/2013,17.02,-0.016895246
14/03/2013,17.31,0.012790872
13/03/2013,17.09,-0.000584966
12/03/2013,17.1,-0.007573587
11/03/2013,17.23,0.013438706
08/03/2013,17,0.006491613
07/03/2013,16.89,0.002964722
06/03/2013,16.84,-0.001186944
05/03/2013,16.86,0.020977695
04/03/2013,16.51,0.016488923
01/03/2013,16.24,0.018645661
28/02/2013,15.94,-0.007500035
27/02/2013,16.06,0.010641728
26/02/2013,15.89,0.013303966
25/02/2013,15.68,-0.013303966
22/02/2013,15.89,0.003783107
21/02/2013,15.83,-0.023721462
20/02/2013,16.21,-0.02377436
19/02/2013,16.6,0.020079774
15/02/2013,16.27,-0.012824603
14/02/2013,16.48,0.00364742
13/02/2013,16.42,-0.002433091
12/02/2013,16.46,-0.007866909
11/02/2013,16.59,-0.011983367
08/02/2013,16.79,0.03146055
07/02/2013,16.27,0.020491248
06/02/2013,15.94,0.018999938
05/02/2013,15.64,0.025908185
04/02/2013,15.24,-0.020137088
01/02/2013,15.55,0.011643081
31/01/2013,15.37,0.022369354
30/01/2013,15.03,0.002664892
29/01/2013,14.99,-0.018506807
28/01/2013,15.27,0.009871748
25/01/2013,15.12,-0.002642009
24/01/2013,15.16,0.019987341
23/01/2013,14.86,-0.023937313
22/01/2013,15.22,0.013893707
18/01/2013,15.01,-0.011920671
17/01/2013,15.19,0.013254004
16/01/2013,14.99,-0.011936481
15/01/2013,15.17,0.018629947
14/01/2013,14.89,-0.006026131
11/01/2013,14.98,0.00066778
10/01/2013,14.97,0.015483312
09/01/2013,14.74,-0.00338639
08/01/2013,14.79,0.007465254
07/01/2013,14.68,-0.016886588
04/01/2013,14.93,0.015525118
03/01/2013,14.7,0.006825965
02/01/2013,14.6,0.029894475
31/12/2012,14.17,0.037387532
28/12/2012,13.65,-0.005843698
27/12/2012,13.73,-0.001455604
26/12/2012,13.75,-0.015157273
24/12/2012,13.96,-0.014930956
21/12/2012,14.17,-0.005629853
20/12/2012,14.25,0.000702001
19/12/2012,14.24,-0.023595821
18/12/2012,14.58,0.015204163
17/12/2012,14.36,-0.004862809
14/12/2012,14.43,-0.006217637
13/12/2012,14.52,0.004832595
12/12/2012,14.45,0.006247851
11/12/2012,14.36,-0.000696136
10/12/2012,14.37,-0.002085506
07/12/2012,14.4,-0.003466208
06/12/2012,14.45,-0.015791609
05/12/2012,14.68,0.027626066
04/12/2012,14.28,-0.002797205
03/12/2012,14.32,0.031928927
30/11/2012,13.87,-0.005034171
29/11/2012,13.94,0.014451119
28/11/2012,13.74,0.028046119
27/11/2012,13.36,0.028855457
26/11/2012,12.98,-0.011489977
23/11/2012,13.13,-0.004559278
21/11/2012,13.19,-0.006046882
20/11/2012,13.27,0.019787556
19/11/2012,13.01,0.02175688
16/11/2012,12.73,0.01264839
15/11/2012,12.57,-0.002383791
14/11/2012,12.6,-0.030483017
13/11/2012,12.99,-0.014520698
12/11/2012,13.18,-0.023989156
09/11/2012,13.5,0.050903507
08/11/2012,12.83,-0.004665638
07/11/2012,12.89,-0.007728014
06/11/2012,12.99,0
05/11/2012,12.99,0.004629638
02/11/2012,12.93,-0.029716472
01/11/2012,13.32,0.036701367
31/10/2012,12.84,0.013328304
26/10/2012,12.67,-0.009426621
25/10/2012,12.79,0.011797227
24/10/2012,12.64,-0.00315956
23/10/2012,12.68,-0.014873073
22/10/2012,12.87,-0.010050336
19/10/2012,13,-0.035515633
18/10/2012,13.47,0.002229655
17/10/2012,13.44,0.008218201
16/10/2012,13.33,0.032014929
15/10/2012,12.91,0.011686927
12/10/2012,12.76,-0.009360443
11/10/2012,12.88,0.012500163
10/10/2012,12.72,-0.006269613
09/10/2012,12.8,-0.009331327
08/10/2012,12.92,0.000774293
05/10/2012,12.91,-0.021456762
04/10/2012,13.19,0.007610387
03/10/2012,13.09,-0.009882255
02/10/2012,13.22,0.012942701
01/10/2012,13.05,-0.003060446
28/09/2012,13.09,-0.00076365
27/09/2012,13.1,0.019268419
26/09/2012,12.85,0.007028533
25/09/2012,12.76,-0.000783392
24/09/2012,12.77,-0.003907781
21/09/2012,12.82,0.017309638
20/09/2012,12.6,-0.036622714
19/09/2012,13.07,0.016197809
18/09/2012,12.86,-0.016962627
17/09/2012,13.08,-0.010646488
14/09/2012,13.22,0.02372863
13/09/2012,12.91,0.011686927
12/09/2012,12.76,0.00313972
11/09/2012,12.72,0.027901372
10/09/2012,12.37,-0.011254138
07/09/2012,12.51,-0.000799041
06/09/2012,12.52,0.034948701
05/09/2012,12.09,-0.002478316
04/09/2012,12.12,-0.013928943
31/08/2012,12.29,0.00571197
30/08/2012,12.22,0
29/08/2012,12.22,0.004922077
28/08/2012,12.16,-0.001643386
27/08/2012,12.18,0.013223333
24/08/2012,12.02,0.003333336
23/08/2012,11.98,0.002507314
22/08/2012,11.95,0.012631747
21/08/2012,11.8,0.004246291
20/08/2012,11.75,-0.000850702
17/08/2012,11.76,-0.003395589
16/08/2012,11.8,0.024014876
15/08/2012,11.52,0.006094925
14/08/2012,11.45,0.004376375
13/08/2012,11.4,0.002635048
10/08/2012,11.37,0.022233019
09/08/2012,11.12,-0.00984348
08/08/2012,11.23,-0.00974753
07/08/2012,11.34,0.01242252
06/08/2012,11.2,0
03/08/2012,11.2,0.00896867
02/08/2012,11.1,-0.016086138
01/08/2012,11.28,-0.003539827
31/07/2012,11.32,-0.011418657
30/07/2012,11.45,0.008771986
27/07/2012,11.35,0.018675509
26/07/2012,11.14,-0.054161708
25/07/2012,11.76,-0.222463048
24/07/2012,14.69,-0.012851039
23/07/2012,14.88,-0.026526754
20/07/2012,15.28,-0.022647361
19/07/2012,15.63,0.002562461
18/07/2012,15.59,0.010316017
17/07/2012,15.43,-0.009674374
16/07/2012,15.58,0.017481831
13/07/2012,15.31,0.013811466
12/07/2012,15.1,-0.021618923
11/07/2012,15.43,-0.019891577
10/07/2012,15.74,-0.006333143
09/07/2012,15.84,-0.002522069
06/07/2012,15.88,0
05/07/2012,15.88,-0.007528266
03/07/2012,16,0.023396578
02/07/2012,15.63,-0.007648221
29/06/2012,15.75,0.022472856
28/06/2012,15.4,0.001299545
27/06/2012,15.38,0.019035691
26/06/2012,15.09,0.00066291
25/06/2012,15.08,0
22/06/2012,15.08,0.010666768
21/06/2012,14.92,-0.001339585
20/06/2012,14.94,-0.003341132
19/06/2012,14.99,-0.00598605
18/06/2012,15.08,0.013351333
15/06/2012,14.88,-0.016000341
14/06/2012,15.12,0.134287536
13/06/2012,13.22,-0.023178608
12/06/2012,13.53,0.011148387
11/06/2012,13.38,-0.033801895
08/06/2012,13.84,-0.002886005
07/06/2012,13.88,0.003608809
06/06/2012,13.83,0.013833493
05/06/2012,13.64,0.019245598
04/06/2012,13.38,-0.002239643
01/06/2012,13.41,-0.06425884
31/05/2012,14.3,0.031974305
30/05/2012,13.85,-0.033371929
29/05/2012,14.32,0.013356965
25/05/2012,14.13,0.000707965
24/05/2012,14.12,0.009249443
23/05/2012,13.99,-0.016306636
22/05/2012,14.22,-0.018809332
21/05/2012,14.49,0.034401427
18/05/2012,14,-0.009950331
17/05/2012,14.14,-0.034066555
16/05/2012,14.63,0.015151805
15/05/2012,14.41,-0.019925084
14/05/2012,14.7,-0.028832034
11/05/2012,15.13,0.015318315
10/05/2012,14.9,0.002015452
09/05/2012,14.87,-0.004696419
08/05/2012,14.94,-0.011976191
07/05/2012,15.12,-0.013140794
04/05/2012,15.32,-0.002607563
03/05/2012,15.36,-0.024438515
02/05/2012,15.74,0.007653099
01/05/2012,15.62,0.002564104
30/04/2012,15.58,-0.013388788
27/04/2012,15.79,-0.009454845
26/04/2012,15.94,-0.018029708
25/04/2012,16.23,0.020542272
24/04/2012,15.9,-0.018074658
23/04/2012,16.19,-0.023200064
20/04/2012,16.57,0.026293169
19/04/2012,16.14,-0.017199441
18/04/2012,16.42,-0.004254033
17/04/2012,16.49,0.023313939
16/04/2012,16.11,-0.015399134
13/04/2012,16.36,-0.018771366
12/04/2012,16.67,0.0341705
11/04/2012,16.11,0.008728235
10/04/2012,15.97,-0.026569373
09/04/2012,16.4,-0.022310241
05/04/2012,16.77,-0.001787311
04/04/2012,16.8,-0.00770831
03/04/2012,16.93,-0.013493898
02/04/2012,17.16,0.021797623
30/03/2012,16.79,-0.006530151
29/03/2012,16.9,-0.007662873
28/03/2012,17.03,-0.004686593
27/03/2012,17.11,-0.005827522
26/03/2012,17.21,0.030081891
23/03/2012,16.7,0.024243612
22/03/2012,16.3,-0.006116227
21/03/2012,16.4,-0.006079046
20/03/2012,16.5,-0.015634714
19/03/2012,16.76,0.0180619
16/03/2012,16.46,-0.007263954
15/03/2012,16.58,0.013357819
14/03/2012,16.36,-0.002442004
13/03/2012,16.4,0.066165861
12/03/2012,15.35,-0.019355443
09/03/2012,15.65,0.006410278
08/03/2012,15.55,0.047408482
07/03/2012,14.83,0
06/03/2012,14.83,-0.02858287
05/03/2012,15.26,-0.018825613
02/03/2012,15.55,0.046734401
01/03/2012,14.84,-0.012056409
29/02/2012,15.02,0.009364617
28/02/2012,14.88,-0.008032172
27/02/2012,15,-0.016529302
24/02/2012,15.25,0.009222727
23/02/2012,15.11,0.048823255
22/02/2012,14.39,-0.021994014
21/02/2012,14.71,-0.004747381
17/02/2012,14.78,0.004747381
16/02/2012,14.71,-0.020855112
15/02/2012,15.02,-0.007296881
14/02/2012,15.13,-0.013784268
13/02/2012,15.34,-0.011021181
10/02/2012,15.51,-0.005144706
09/02/2012,15.59,-0.010210682
08/02/2012,15.75,-0.006329135
07/02/2012,15.85,0.024266836
06/02/2012,15.47,-0.007727018
03/02/2012,15.59,-0.046374224
02/02/2012,16.33,0.007375571
01/02/2012,16.21,0.017424212
31/01/2012,15.93,0.026074609
30/01/2012,15.52,-0.036068446
27/01/2012,16.09,0.001866252
26/01/2012,16.06,0.014424835
25/01/2012,15.83,-0.002523661
24/01/2012,15.87,-0.016250358
23/01/2012,16.13,-0.035924716
20/01/2012,16.72,-0.014252023
19/01/2012,16.96,-0.001767305
18/01/2012,16.99,0.012437235
17/01/2012,16.78,-0.040869669
13/01/2012,17.48,-0.01701686
12/01/2012,17.78,0.029682544
11/01/2012,17.26,-0.002314816
10/01/2012,17.3,0.022210147
09/01/2012,16.92,-0.02394275
06/01/2012,17.33,-0.000576868
05/01/2012,17.34,0.004624286
04/01/2012,17.26,-0.010374733
03/01/2012,17.44,0.013857035
30/12/2011,17.2,0.001745709
29/12/2011,17.17,0.005841138
28/12/2011,17.07,-0.017422043
27/12/2011,17.37,0.048358478
23/12/2011,16.55,0.03630051
22/12/2011,15.96,-0.004376375
21/12/2011,16.03,0.008771986
20/12/2011,15.89,0.027433937
19/12/2011,15.46,-0.015404669
16/12/2011,15.7,-0.010769822
15/12/2011,15.87,0.009496748
14/12/2011,15.72,-0.028223887
13/12/2011,16.17,-0.022019238
12/12/2011,16.53,-0.013818183
09/12/2011,16.76,0.037694432
08/12/2011,16.14,-0.044828826
07/12/2011,16.88,-0.026886482
06/12/2011,17.34,-0.00918491
05/12/2011,17.5,0.029575945
02/12/2011,16.99,0.005903205
01/12/2011,16.89,-0.010014811
30/11/2011,17.06,0.024927107
29/11/2011,16.64,0.006027746
28/11/2011,16.54,0.014003273
25/11/2011,16.31,0.006150081
23/11/2011,16.21,-0.02377436
22/11/2011,16.6,0.003016594
21/11/2011,16.55,-0.009621241
18/11/2011,16.71,0.007207238
17/11/2011,16.59,-0.02617639
16/11/2011,17.03,-0.027795652
15/11/2011,17.51,0.014960003
14/11/2011,17.25,-0.006356566
11/11/2011,17.36,0.031600055
10/11/2011,16.82,-0.016509809
09/11/2011,17.1,-0.033355594
08/11/2011,17.68,0.005672165
07/11/2011,17.58,-0.005672165
04/11/2011,17.68,-0.006202444
03/11/2011,17.79,0.02101753
02/11/2011,17.42,0.030305349
01/11/2011,16.9,-0.040016937
31/10/2011,17.59,-0.007363386
28/10/2011,17.72,0.00339175
27/10/2011,17.66,0.064916093
26/10/2011,16.55,0.012158204
25/10/2011,16.35,-0.047187016
24/10/2011,17.14,0.053322004
21/10/2011,16.25,0.023662374
20/10/2011,15.87,-0.002517308
19/10/2011,15.91,-0.026668247
18/10/2011,16.34,0.016039826
17/10/2011,16.08,-0.013588844
14/10/2011,16.3,0.023588927
13/10/2011,15.92,-0.029705154
12/10/2011,16.4,0.027195743
11/10/2011,15.96,-0.018622512
10/10/2011,16.26,0.052394438
07/10/2011,15.43,-0.006459971
06/10/2011,15.53,0.059699422
05/10/2011,14.63,0.005483221
04/10/2011,14.55,0.058007774
03/10/2011,13.73,-0.056632258
30/09/2011,14.53,-0.024474369
29/09/2011,14.89,0.012162312
28/09/2011,14.71,-0.005423742
27/09/2011,14.79,0.029504713
26/09/2011,14.36,0.058798296
23/09/2011,13.54,-0.008823587
22/09/2011,13.66,-0.065178872
21/09/2011,14.58,-0.030397477
20/09/2011,15.03,-0.012562149
19/09/2011,15.22,-0.00720134
16/09/2011,15.33,0.018433702
15/09/2011,15.05,0.010688144
14/09/2011,14.89,0.017615632
13/09/2011,14.63,0.039029344
12/09/2011,14.07,0.007848774
09/09/2011,13.96,-0.052331437
08/09/2011,14.71,-0.006775094
07/09/2011,14.81,0.041356686
06/09/2011,14.21,-0.023645052
02/09/2011,14.55,-0.0417288
01/09/2011,15.17,-0.005915232
31/08/2011,15.26,-0.021394657
30/08/2011,15.59,0.010964315
29/08/2011,15.42,0.049179345
26/08/2011,14.68,0.038185826
25/08/2011,14.13,-0.02446819
24/08/2011,14.48,0.004845977
23/08/2011,14.41,0.03603357
22/08/2011,13.9,-0.006453949
19/08/2011,13.99,-0.008540977
18/08/2011,14.11,-0.101668379
17/08/2011,15.62,-0.011457796
16/08/2011,15.8,-0.008821733
15/08/2011,15.94,0.027346696
12/08/2011,15.51,-0.00898594
11/08/2011,15.65,0.062623423
10/08/2011,14.7,-0.019535818
09/08/2011,14.99,0.069755575
08/08/2011,13.98,-0.146766031
05/08/2011,16.19,-0.008610139
04/08/2011,16.33,-0.076030714
03/08/2011,17.62,-0.001701163
02/08/2011,17.65,-0.049194777
01/08/2011,18.54,-0.002693242
29/07/2011,18.59,-0.01918013
28/07/2011,18.95,0.007947062
27/07/2011,18.8,0.03849757
26/07/2011,18.09,-0.017534696
25/07/2011,18.41,0.008728915
22/07/2011,18.25,-0.005464494
21/07/2011,18.35,0.008757582
20/07/2011,18.19,0.006618888
19/07/2011,18.07,0.018431128
18/07/2011,17.74,-0.015105182
15/07/2011,18.01,-0.003325945
14/07/2011,18.07,-0.013194254
13/07/2011,18.31,0.009879334
12/07/2011,18.13,0.032514075
11/07/2011,17.55,-0.04020642
08/07/2011,18.27,0.007140926
07/07/2011,18.14,0.012202037
06/07/2011,17.92,0.014615212
05/07/2011,17.66,-0.018513853
01/07/2011,17.99,0.023054156
30/06/2011,17.58,0.007422244
29/06/2011,17.45,-0.003432498
28/06/2011,17.51,0.022524776
27/06/2011,17.12,0.023043856
24/06/2011,16.73,-0.013654115
23/06/2011,16.96,0.010074159
22/06/2011,16.79,-0.01125271
21/06/2011,16.98,0.025046032
20/06/2011,16.56,0.01337406
17/06/2011,16.34,0.003064667
16/06/2011,16.29,-0.007948681
15/06/2011,16.42,-0.012106685
14/06/2011,16.62,0.036144823
13/06/2011,16.03,0.010031432
10/06/2011,15.87,-0.008782992
09/06/2011,16.01,0.002501565
08/06/2011,15.97,-0.00810731
07/06/2011,16.1,-0.010503649
06/06/2011,16.27,-0.01827091
03/06/2011,16.57,-0.025619513
02/06/2011,17,-0.00293686
01/06/2011,17.05,-0.011082062
31/05/2011,17.24,0.002322881
27/05/2011,17.2,-0.00464038
26/05/2011,17.28,-0.00288934
25/05/2011,17.33,-0.006900545
24/05/2011,17.45,-0.009127274
23/05/2011,17.61,-0.0118545
20/05/2011,17.82,-0.006153866
19/05/2011,17.93,-0.001114827
18/05/2011,17.95,0.002789402
17/05/2011,17.9,0.001677384
16/05/2011,17.87,-0.025961138
13/05/2011,18.34,-0.010846093
12/05/2011,18.54,0.005408342
11/05/2011,18.44,0.003259101
10/05/2011,18.38,0.019780865
09/05/2011,18.02,0.017917613
06/05/2011,17.7,-0.001693481
05/05/2011,17.73,0.011344421
04/05/2011,17.53,0.00974499
03/05/2011,17.36,-0.006316415
02/05/2011,17.47,-0.012514384
29/04/2011,17.69,0.007945558
28/04/2011,17.55,-0.009075502
27/04/2011,17.71,0.005094831
26/04/2011,17.62,-0.012408507
25/04/2011,17.84,0.08843922
21/04/2011,16.33,0.01979038
20/04/2011,16.01,0.013836699
19/04/2011,15.79,-0.005053706
18/04/2011,15.87,0.006321134
15/04/2011,15.77,0.012763415
14/04/2011,15.57,-0.01339733
13/04/2011,15.78,0.025675351
12/04/2011,15.38,-0.032622016
11/04/2011,15.89,-0.010018869
08/04/2011,16.05,-0.021572485
07/04/2011,16.4,-0.034754846
06/04/2011,16.98,0.034754846
05/04/2011,16.4,-0.005472802
04/04/2011,16.49,0.01097572
01/04/2011,16.31,0.004917035
31/03/2011,16.23,-0.015892755
30/03/2011,16.49,0.017125801
29/03/2011,16.21,0.004327673
28/03/2011,16.14,-0.022059718
25/03/2011,16.5,0.001212856
24/03/2011,16.48,0.049123958
23/03/2011,15.69,-0.017688395
22/03/2011,15.97,-0.017996142
21/03/2011,16.26,0.021131924
18/03/2011,15.92,0.02158814
17/03/2011,15.58,0.020097921
16/03/2011,15.27,-0.022021615
15/03/2011,15.61,-0.010831581
14/03/2011,15.78,-0.014470212
11/03/2011,16.01,-0.001872075
10/03/2011,16.04,-0.030091309
09/03/2011,16.53,-0.010830431
08/03/2011,16.71,0.029145961
07/03/2011,16.23,-0.027948356
04/03/2011,16.69,-0.014277458
03/03/2011,16.93,0.031805861
02/03/2011,16.4,0.014123661
01/03/2011,16.17,-0.017775522
28/02/2011,16.46,0.012225091
25/02/2011,16.26,0.022388995
24/02/2011,15.9,-0.022388995
23/02/2011,16.26,-0.007352974
22/02/2011,16.38,-0.033026118
18/02/2011,16.93,-0.002948985
17/02/2011,16.98,-0.007626907
16/02/2011,17.11,-0.001168224
15/02/2011,17.13,-0.007560373
14/02/2011,17.26,-0.0149514
11/02/2011,17.52,-0.015855372
10/02/2011,17.8,-0.00056164
09/02/2011,17.81,0.003374581
08/02/2011,17.75,0.009054957
07/02/2011,17.59,0.004558412
04/02/2011,17.51,0.000571265
03/02/2011,17.5,0.016710271
02/02/2011,17.21,-0.018993377
01/02/2011,17.54,0.021320312
31/01/2011,17.17,-0.011580905
28/01/2011,17.37,-0.005740544
