Date,Close,LO
04/04/2011,95.07,0.003055046
01/04/2011,94.78,-0.002423733
31/03/2011,95.01,-0.008176146
30/03/2011,95.79,-0.006762758
29/03/2011,96.44,0.00603226
28/03/2011,95.86,0.011752496
25/03/2011,94.74,0.010717989
24/03/2011,93.73,-0.009027728
23/03/2011,94.58,0.035843045
22/03/2011,91.25,0.023282648
21/03/2011,89.15,0.023148656
18/03/2011,87.11,0.10051253
17/03/2011,78.78,0.005600829
16/03/2011,78.34,0.001021711
15/03/2011,78.26,-0.007383866
14/03/2011,78.84,-0.006447965
11/03/2011,79.35,-0.000126016
10/03/2011,79.36,-0.000126
09/03/2011,79.37,0.009621545
08/03/2011,78.61,0.013704986
07/03/2011,77.54,-0.002575993
04/03/2011,77.74,0.006064143
03/03/2011,77.27,-0.000258799
02/03/2011,77.29,-0.008887802
01/03/2011,77.98,0.015638445
28/02/2011,76.77,-0.005455976
25/02/2011,77.19,-0.016319026
24/02/2011,78.46,-0.018937569
23/02/2011,79.96,0.010560822
22/02/2011,79.12,-0.005168622
18/02/2011,79.53,0.004284281
17/02/2011,79.19,0.01719459
16/02/2011,77.84,0.004506542
15/02/2011,77.49,-0.003478264
14/02/2011,77.76,-0.006153866
11/02/2011,78.24,0.022621012
10/02/2011,76.49,0.001831982
09/02/2011,76.35,-0.001047258
