Date,Close,IR
21/10/2013,67.78,0.013815863
18/10/2013,66.85,0.051096487
17/10/2013,63.52,0.00267991
16/10/2013,63.35,-0.019849054
15/10/2013,64.62,-0.016270505
14/10/2013,65.68,-0.000913103
11/10/2013,65.74,0.017028869
10/10/2013,64.63,0.029360771
09/10/2013,62.76,-0.000955566
08/10/2013,62.82,-0.02266386
07/10/2013,64.26,-0.028080096
04/10/2013,66.09,0.017399706
03/10/2013,64.95,-0.00353493
02/10/2013,65.18,0.000153433
01/10/2013,65.17,0.003535474
30/09/2013,64.94,-0.007364255
27/09/2013,65.42,-0.003052505
26/09/2013,65.62,-0.004257914
25/09/2013,65.9,0.001366639
24/09/2013,65.81,0.015620532
23/09/2013,64.79,-0.010898872
20/09/2013,65.5,0.001374991
19/09/2013,65.41,0.00444343
18/09/2013,65.12,0.006006949
17/09/2013,64.73,0.003094541
16/09/2013,64.53,0.01514589
13/09/2013,63.56,0.005363635
12/09/2013,63.22,-0.010229061
11/09/2013,63.87,-0.014610145
10/09/2013,64.81,0.038535868
09/09/2013,62.36,0.009506234
06/09/2013,61.77,0.002106799
05/09/2013,61.64,0.001298701
04/09/2013,61.56,0.016873199
03/09/2013,60.53,0.023231595
30/08/2013,59.14,-0.00758026
29/08/2013,59.59,0.006228452
28/08/2013,59.22,-0.001349983
27/08/2013,59.3,-0.033007391
26/08/2013,61.29,-0.003095221
23/08/2013,61.48,0.002605865
22/08/2013,61.32,0.017769471
21/08/2013,60.24,0.001328904
20/08/2013,60.16,-0.001328904
19/08/2013,60.24,-0.011389081
16/08/2013,60.93,0.011389081
15/08/2013,60.24,-0.028313813
14/08/2013,61.97,-0.000806517
13/08/2013,62.02,0.010535797
12/08/2013,61.37,0.005883331
09/08/2013,61.01,-0.009299357
08/08/2013,61.58,0.004394181
07/08/2013,61.31,0.007038248
06/08/2013,60.88,-0.021611045
05/08/2013,62.21,-0.004810785
02/08/2013,62.51,0.006419537
01/08/2013,62.11,0.017213806
31/07/2013,61.05,-0.000818666
30/07/2013,61.1,0.00180195
29/07/2013,60.99,-0.002619946
26/07/2013,61.15,-0.000163519
25/07/2013,61.16,0.010023911
24/07/2013,60.55,-0.007732209
23/07/2013,61.02,-0.010920164
22/07/2013,61.69,-0.020218917
19/07/2013,62.95,0.049330421
18/07/2013,59.92,0.019548988
17/07/2013,58.76,0.010091593
16/07/2013,58.17,-0.019745322
15/07/2013,59.33,0.004053375
12/07/2013,59.09,0.001185336
11/07/2013,59.02,0.017605788
10/07/2013,57.99,-0.000689536
09/07/2013,58.03,0.013881882
08/07/2013,57.23,-0.009045113
05/07/2013,57.75,0.031307516
03/07/2013,55.97,0.005015235
02/07/2013,55.69,-0.009649825
01/07/2013,56.23,0.012707106
28/06/2013,55.52,0.000540492
27/06/2013,55.49,0.015619642
26/06/2013,54.63,0.009564171
25/06/2013,54.11,0.012085301
24/06/2013,53.46,-0.029126483
21/06/2013,55.04,-0.00054491
20/06/2013,55.07,-0.026873706
19/06/2013,56.57,-0.018217354
18/06/2013,57.61,0.017687179
17/06/2013,56.6,0.003008053
14/06/2013,56.43,0.003194891
13/06/2013,56.25,0.006241661
12/06/2013,55.9,-0.013327607
11/06/2013,56.65,-0.018018506
10/06/2013,57.68,-0.006221935
07/06/2013,58.04,0.024416979
06/06/2013,56.64,0.01440409
05/06/2013,55.83,-0.021791986
04/06/2013,57.06,-0.02526523
03/06/2013,58.52,0.017062025
31/05/2013,57.53,-0.005028186
30/05/2013,57.82,0.0102565
29/05/2013,57.23,-0.008352232
28/05/2013,57.71,0.009751078
24/05/2013,57.15,-0.000349895
23/05/2013,57.17,0.000174932
22/05/2013,57.16,-0.016999542
21/05/2013,58.14,0.002583313
20/05/2013,57.99,-0.000861846
17/05/2013,58.04,0.020716208
16/05/2013,56.85,-0.000879121
15/05/2013,56.9,-0.005782895
14/05/2013,57.23,0.021190975
13/05/2013,56.03,-0.006404576
10/05/2013,56.39,0.009264274
09/05/2013,55.87,0.006284247
08/05/2013,55.52,0.003066657
07/05/2013,55.35,0.014558947
06/05/2013,54.55,0.008098701
03/05/2013,54.11,0.030777434
02/05/2013,52.47,0.004584535
01/05/2013,52.23,-0.029616425
30/04/2013,53.8,-0.008145176
29/04/2013,54.24,0.004805036
26/04/2013,53.98,-0.014894088
25/04/2013,54.79,0.011195859
24/04/2013,54.18,0.013565199
23/04/2013,53.45,-0.010237409
22/04/2013,54,0.001853569
19/04/2013,53.9,0.00670144
18/04/2013,53.54,-0.006515894
17/04/2013,53.89,-0.019660716
16/04/2013,54.96,0.022075952
15/04/2013,53.76,-0.043675064
12/04/2013,56.16,-0.009216655
11/04/2013,56.68,0.009394734
10/04/2013,56.15,0.00966364
09/04/2013,55.61,0.012849693
08/04/2013,54.9,0.016344134
05/04/2013,54.01,-0.008847984
04/04/2013,54.49,0.010515732
03/04/2013,53.92,-0.006101526
02/04/2013,54.25,-0.002761161
01/04/2013,54.4,-0.011150833
28/03/2013,55.01,0.011886398
27/03/2013,54.36,-0.018589928
26/03/2013,55.38,0.005431844
25/03/2013,55.08,-0.007776511
22/03/2013,55.51,-0.001620017
21/03/2013,55.6,-0.015526322
20/03/2013,56.47,0.024196897
19/03/2013,55.12,0.001452433
18/03/2013,55.04,-0.006338878
15/03/2013,55.39,-0.00719557
14/03/2013,55.79,0.011537896
13/03/2013,55.15,0.002178255
12/03/2013,55.03,0.003641002
11/03/2013,54.83,0.009529117
08/03/2013,54.31,0.010923
07/03/2013,53.72,0.005225842
06/03/2013,53.44,0.003749536
05/03/2013,53.24,0.021837002
04/03/2013,52.09,0.003076334
01/03/2013,51.93,-0.013769581
28/02/2013,52.65,0.005523298
27/02/2013,52.36,0.020452189
26/02/2013,51.3,0.007238611
25/02/2013,50.93,-0.032454075
22/02/2013,52.61,0.006866325
21/02/2013,52.25,-0.011985305
20/02/2013,52.88,-0.014269863
19/02/2013,53.64,0.011437267
15/02/2013,53.03,0
14/02/2013,53.03,-0.003012618
13/02/2013,53.19,0.002635544
12/02/2013,53.05,0.001886793
11/02/2013,52.95,-0.009024314
08/02/2013,53.43,0.026936378
07/02/2013,52.01,-0.01450684
06/02/2013,52.77,-0.007175257
05/02/2013,53.15,0.025727956
04/02/2013,51.8,-0.010752792
01/02/2013,52.36,0.01869934
31/01/2013,51.39,-0.004465593
30/01/2013,51.62,0.002910081
29/01/2013,51.47,0.006236621
28/01/2013,51.15,-0.006236621
25/01/2013,51.47,0.00741033
24/01/2013,51.09,0.004905337
23/01/2013,50.84,0.002954794
22/01/2013,50.69,0.001184367
18/01/2013,50.63,-0.006300474
17/01/2013,50.95,0.029478334
16/01/2013,49.47,-0.006447735
15/01/2013,49.79,0.000803697
14/01/2013,49.75,0.00301963
11/01/2013,49.6,-0.000403145
10/01/2013,49.62,0.008297123
09/01/2013,49.21,-0.000406339
08/01/2013,49.23,0.004886998
07/01/2013,48.99,-0.015796197
04/01/2013,49.77,0.016408755
03/01/2013,48.96,-0.010362787
02/01/2013,49.47,0.030999095
31/12/2012,47.96,0.022776185
28/12/2012,46.88,-0.004257137
27/12/2012,47.08,0.006178778
26/12/2012,46.79,-0.004478097
24/12/2012,47,-0.002337691
21/12/2012,47.11,-0.036678419
20/12/2012,48.87,0.00801237
19/12/2012,48.48,0.005170108
18/12/2012,48.23,0.018414414
17/12/2012,47.35,-0.005265942
14/12/2012,47.6,0.000840689
13/12/2012,47.56,-0.00272966
12/12/2012,47.69,0.001048988
11/12/2012,47.64,-0.003143668
10/12/2012,47.79,-0.018657258
07/12/2012,48.69,0.010114649
06/12/2012,48.2,-0.004966898
05/12/2012,48.44,0.012254801
04/12/2012,47.85,-0.002296212
03/12/2012,47.96,-0.016953063
30/11/2012,48.78,0.002257569
29/11/2012,48.67,0.009496355
28/11/2012,48.21,0.009377999
27/11/2012,47.76,-0.003135782
26/11/2012,47.91,-0.006656983
23/11/2012,48.23,0.012938411
21/11/2012,47.61,0.007590169
20/11/2012,47.25,0.017291497
19/11/2012,46.44,0.025074899
16/11/2012,45.29,-0.000662179
15/11/2012,45.32,0.000662179
14/11/2012,45.29,-0.017509749
13/11/2012,46.09,0.003477508
12/11/2012,45.93,0.001525221
09/11/2012,45.86,-0.014933726
08/11/2012,46.55,-0.006210535
07/11/2012,46.84,-0.02321269
06/11/2012,47.94,0.007537724
05/11/2012,47.58,0.011839462
02/11/2012,47.02,-0.003608963
01/11/2012,47.19,0.00339631
31/10/2012,47.03,0.013917364
26/10/2012,46.38,-0.000215587
25/10/2012,46.39,0.005837223
24/10/2012,46.12,0.011119705
23/10/2012,45.61,-0.020400013
22/10/2012,46.55,0.004305712
19/10/2012,46.35,0.014998651
18/10/2012,45.66,-0.000875657
17/10/2012,45.7,0.003068159
16/10/2012,45.56,0.023765694
15/10/2012,44.49,0.00405406
12/10/2012,44.31,-0.001578532
11/10/2012,44.38,-0.005841401
10/10/2012,44.64,0.007645641
09/10/2012,44.3,-0.020775906
08/10/2012,45.23,0.003100091
05/10/2012,45.09,-0.012124033
04/10/2012,45.64,0.016569472
03/10/2012,44.89,0.003570635
02/10/2012,44.73,0.005379973
01/10/2012,44.49,-0.007390024
28/09/2012,44.82,-0.007335811
27/09/2012,45.15,0.010464306
26/09/2012,44.68,-0.009577977
25/09/2012,45.11,-0.027117341
24/09/2012,46.35,-0.01200958
21/09/2012,46.91,0.010931413
20/09/2012,46.4,0.011270167
19/09/2012,45.88,0.008316966
18/09/2012,45.5,-0.005042212
17/09/2012,45.73,-0.009792266
14/09/2012,46.18,0.006081687
13/09/2012,45.9,-0.001088732
12/09/2012,45.95,-0.000652671
11/09/2012,45.98,0.001959291
10/09/2012,45.89,-0.005216269
07/09/2012,46.13,-0.002814159
06/09/2012,46.26,0.015467033
05/09/2012,45.55,-0.006564575
04/09/2012,45.85,-0.019652938
31/08/2012,46.76,0.01464912
30/08/2012,46.08,-0.005194817
29/08/2012,46.32,0.001296176
28/08/2012,46.26,-0.000432246
27/08/2012,46.28,-0.013734121
24/08/2012,46.92,0.011144565
23/08/2012,46.4,0.006269613
22/08/2012,46.11,-0.013570483
21/08/2012,46.74,0.001498769
20/08/2012,46.67,0.005802101
17/08/2012,46.4,0.002157498
16/08/2012,46.3,0.021614202
15/08/2012,45.31,0.013330568
14/08/2012,44.71,-0.007131744
13/08/2012,45.03,-0.001109755
10/08/2012,45.08,0.007794272
09/08/2012,44.73,0.01169341
08/08/2012,44.21,0.01228964
07/08/2012,43.67,0.021760118
06/08/2012,42.73,0.003046996
03/08/2012,42.6,0.01513747
02/08/2012,41.96,0.001908398
01/08/2012,41.88,-0.012575797
31/07/2012,42.41,0.00377983
30/07/2012,42.25,-0.004015595
27/07/2012,42.42,0.058740495
26/07/2012,40,0.011566636
25/07/2012,39.54,-0.009314101
24/07/2012,39.91,-0.010964476
23/07/2012,40.35,0.002481391
20/07/2012,40.25,-0.02986027
19/07/2012,41.47,0.001930968
18/07/2012,41.39,0.017794498
17/07/2012,40.66,0.025658401
16/07/2012,39.63,-0.033009574
13/07/2012,40.96,0.032757271
12/07/2012,39.64,-0.014525675
11/07/2012,40.22,-0.009403682
10/07/2012,40.6,-0.046206487
09/07/2012,42.52,-0.000705302
06/07/2012,42.55,-0.008425044
05/07/2012,42.91,-0.002327748
03/07/2012,43.01,0.014048463
02/07/2012,42.41,0.005438008
29/06/2012,42.18,0.025208393
28/06/2012,41.13,0.023866307
27/06/2012,40.16,0.019105659
26/06/2012,39.4,0.009435235
25/06/2012,39.03,-0.029287627
22/06/2012,40.19,0.029031447
21/06/2012,39.04,-0.020033636
20/06/2012,39.83,-0.015693435
19/06/2012,40.46,0.003466208
18/06/2012,40.32,0.030980944
15/06/2012,39.09,-0.003065136
14/06/2012,39.21,-0.011411307
13/06/2012,39.66,-0.021205734
12/06/2012,40.51,0.027529266
11/06/2012,39.41,-0.034417362
08/06/2012,40.79,0.00368415
07/06/2012,40.64,0.004191844
06/06/2012,40.47,0.022237019
05/06/2012,39.58,0.011945751
04/06/2012,39.11,-0.019998135
01/06/2012,39.9,-0.034728278
31/05/2012,41.31,-0.01059485
30/05/2012,41.75,-0.027871431
29/05/2012,42.93,0.018098978
25/05/2012,42.16,-0.01155537
24/05/2012,42.65,0.000703647
23/05/2012,42.62,0.01966655
22/05/2012,41.79,0.006722714
21/05/2012,41.51,0.033311922
18/05/2012,40.15,-0.01286828
17/05/2012,40.67,-0.035506688
16/05/2012,42.14,-0.015307022
15/05/2012,42.79,-0.011617231
14/05/2012,43.29,0.00161831
11/05/2012,43.22,-0.00921241
10/05/2012,43.62,-0.020871901
09/05/2012,44.54,0.052310047
08/05/2012,42.27,-0.009418483
07/05/2012,42.67,0.01654102
04/05/2012,41.97,-0.001190618
03/05/2012,42.02,-0.010181217
02/05/2012,42.45,-0.017513582
01/05/2012,43.2,0.015865942
30/04/2012,42.52,-0.002114414
27/04/2012,42.61,0.02567291
26/04/2012,41.53,-0.01053902
25/04/2012,41.97,0.01222597
24/04/2012,41.46,0.029867581
23/04/2012,40.24,-0.009152816
20/04/2012,40.61,0.011890157
19/04/2012,40.13,-0.008930846
18/04/2012,40.49,0.0106767
17/04/2012,40.06,0.013318453
16/04/2012,39.53,-0.003787405
13/04/2012,39.68,-0.013765704
12/04/2012,40.23,0.030794962
11/04/2012,39.01,0.009530014
10/04/2012,38.64,-0.033590944
09/04/2012,39.96,-0.024228626
05/04/2012,40.94,-0.006573365
04/04/2012,41.21,-0.003149609
03/04/2012,41.34,-0.007950891
02/04/2012,41.67,0.007709024
30/03/2012,41.35,0.004362586
29/03/2012,41.17,0.009027754
28/03/2012,40.8,-0.016770353
27/03/2012,41.49,-0.003368627
26/03/2012,41.63,0.029248978
23/03/2012,40.43,-0.000741748
22/03/2012,40.46,-0.005422739
21/03/2012,40.68,0.00344743
20/03/2012,40.54,-0.008351805
19/03/2012,40.88,-0.004880439
16/03/2012,41.08,0.005859392
15/03/2012,40.84,0.012070599
14/03/2012,40.35,-0.006176672
13/03/2012,40.6,0.014638644
12/03/2012,40.01,0.019432788
09/03/2012,39.24,-0.00025481
08/03/2012,39.25,0.022936194
07/03/2012,38.36,0.018416727
06/03/2012,37.66,-0.027757739
05/03/2012,38.72,-0.024994925
02/03/2012,39.7,-0.010772997
01/03/2012,40.13,0.006249239
29/02/2012,39.88,-0.005251982
28/02/2012,40.09,-0.005968682
27/02/2012,40.33,-0.003712416
24/02/2012,40.48,-0.004928546
23/02/2012,40.68,-0.003680534
22/02/2012,40.83,-0.003911029
21/02/2012,40.99,0.001709193
17/02/2012,40.92,0.000977995
16/02/2012,40.88,0.040689502
15/02/2012,39.25,0.008957194
14/02/2012,38.9,-0.000770911
13/02/2012,38.93,0.024705456
10/02/2012,37.98,0.00131735
09/02/2012,37.93,-0.001580611
08/02/2012,37.99,0.011383313
07/02/2012,37.56,0.005606743
06/02/2012,37.35,-0.004541213
03/02/2012,37.52,0.034158919
02/02/2012,36.26,0.030237466
01/02/2012,35.18,0.006845435
31/01/2012,34.94,-0.0268264
30/01/2012,35.89,0.020549632
27/01/2012,35.16,0.004561011
26/01/2012,35,-0.019802627
25/01/2012,35.7,0.016095223
24/01/2012,35.13,0.013469182
23/01/2012,34.66,0.018931685
20/01/2012,34.01,-0.008490755
19/01/2012,34.3,-0.00986373
18/01/2012,34.64,0.024252467
17/01/2012,33.81,-0.003837643
13/01/2012,33.94,-0.032181354
12/01/2012,35.05,0.050617796
11/01/2012,33.32,0.005718601
10/01/2012,33.13,0.020738773
09/01/2012,32.45,0.013339736
06/01/2012,32.02,-0.00622667
05/01/2012,32.22,0.011236073
04/01/2012,31.86,-0.007504726
03/01/2012,32.1,0.052113437
30/12/2011,30.47,-0.005563752
29/12/2011,30.64,0.011818916
28/12/2011,30.28,-0.029930666
27/12/2011,31.2,-0.00128123
23/12/2011,31.24,0.003206159
22/12/2011,31.14,0.007089943
21/12/2011,30.92,-0.016677744
20/12/2011,31.44,0.052901658
19/12/2011,29.82,-0.027453353
16/12/2011,30.65,-0.010386332
15/12/2011,30.97,0.019563715
14/12/2011,30.37,-0.017947945
13/12/2011,30.92,-0.037764284
12/12/2011,32.11,-0.032779777
09/12/2011,33.18,0.0271897
08/12/2011,32.29,-0.039173067
07/12/2011,33.58,-0.002676582
06/12/2011,33.67,-0.015033445
05/12/2011,34.18,0.028187595
02/12/2011,33.23,-0.006000618
01/12/2011,33.43,0.009316371
30/11/2011,33.12,0.068734106
29/11/2011,30.92,0.003239394
28/11/2011,30.82,0.055023046
25/11/2011,29.17,-0.005470099
23/11/2011,29.33,-0.047929306
22/11/2011,30.77,-0.009380628
21/11/2011,31.06,-0.004497277
18/11/2011,31.2,0.034564902
17/11/2011,30.14,-0.044134353
16/11/2011,31.5,-0.008849615
15/11/2011,31.78,0.01873963
14/11/2011,31.19,-0.007028783
11/11/2011,31.41,0.046595821
10/11/2011,29.98,-0.003994679
09/11/2011,30.1,-0.069302901
08/11/2011,32.26,0
07/11/2011,32.26,-0.006180489
04/11/2011,32.46,-0.014982699
03/11/2011,32.95,0.01837724
02/11/2011,32.35,0.052025686
01/11/2011,30.71,-0.01358365
31/10/2011,31.13,-0.03813287
28/10/2011,32.34,0.026317308
27/10/2011,31.5,0.036861593
26/10/2011,30.36,0.024676144
25/10/2011,29.62,0.004059545
24/10/2011,29.5,0.05433091
21/10/2011,27.94,0.020246534
20/10/2011,27.38,-0.082343817
19/10/2011,29.73,-0.018991076
18/10/2011,30.3,0.043162465
17/10/2011,29.02,-0.050724559
14/10/2011,30.53,0.041805118
13/10/2011,29.28,-0.02229069
12/10/2011,29.94,0.038819992
11/10/2011,28.8,0.013986242
10/10/2011,28.4,0.02351373
07/10/2011,27.74,-0.012182164
06/10/2011,28.08,0.008583744
05/10/2011,27.84,0.009382963
04/10/2011,27.58,0.040701141
03/10/2011,26.48,-0.05902391
30/09/2011,28.09,-0.12907148
29/09/2011,31.96,0.014497575
28/09/2011,31.5,-0.037693296
27/09/2011,32.71,0.003061852
26/09/2011,32.61,0.050631785
23/09/2011,31,0.025152396
22/09/2011,30.23,-0.050316966
21/09/2011,31.79,-0.043398101
20/09/2011,33.2,-0.013165959
19/09/2011,33.64,-0.059434854
16/09/2011,35.7,0.022950434
15/09/2011,34.89,0.036187199
14/09/2011,33.65,0.012860952
13/09/2011,33.22,0.016388834
12/09/2011,32.68,0.012625264
09/09/2011,32.27,-0.032919766
08/09/2011,33.35,-0.032741459
07/09/2011,34.46,0.047847486
06/09/2011,32.85,0.014410797
02/09/2011,32.38,-0.004621792
01/09/2011,32.53,-0.029681161
31/08/2011,33.51,0.017763526
30/08/2011,32.92,0.010995835
29/08/2011,32.56,0.031194045
26/08/2011,31.56,0.06074345
25/08/2011,29.7,-0.013378126
24/08/2011,30.1,0.033443414
23/08/2011,29.11,0.061634235
22/08/2011,27.37,-0.006917923
19/08/2011,27.56,-0.008670575
18/08/2011,27.8,-0.076827806
17/08/2011,30.02,-0.028892358
16/08/2011,30.9,-0.016051709
15/08/2011,31.4,0.032694286
12/08/2011,30.39,0.043375433
11/08/2011,29.1,0.031061649
10/08/2011,28.21,-0.064183974
09/08/2011,30.08,0.01913131
08/08/2011,29.51,-0.076622116
05/08/2011,31.86,-0.028467269
04/08/2011,32.78,-0.060660511
03/08/2011,34.83,-0.011135019
02/08/2011,35.22,-0.05657461
01/08/2011,37.27,-0.004016607
29/07/2011,37.42,0.001069519
28/07/2011,37.38,-0.006400022
27/07/2011,37.62,-0.051293294
26/07/2011,39.6,-0.004032264
25/07/2011,39.76,-0.015473231
22/07/2011,40.38,-0.015968894
21/07/2011,41.03,-0.087234766
20/07/2011,44.77,0.006049083
19/07/2011,44.5,0.021809133
18/07/2011,43.54,-0.027411389
15/07/2011,44.75,-0.010669139
14/07/2011,45.23,-0.014922375
13/07/2011,45.91,0.015364657
12/07/2011,45.21,0.003767317
11/07/2011,45.04,-0.021525101
08/07/2011,46.02,-0.016165887
07/07/2011,46.77,0.015948614
06/07/2011,46.03,0.004136285
05/07/2011,45.84,-0.026266311
01/07/2011,47.06,0.035691038
30/06/2011,45.41,0.033362548
29/06/2011,43.92,0.007312647
28/06/2011,43.6,0.001606795
27/06/2011,43.53,0.009231545
24/06/2011,43.13,-0.032168851
23/06/2011,44.54,0.003598744
22/06/2011,44.38,-0.006737057
21/06/2011,44.68,0.021491609
20/06/2011,43.73,0.001831083
17/06/2011,43.65,0.000458295
16/06/2011,43.63,0.014544871
15/06/2011,43,-0.021624951
14/06/2011,43.94,0.026053347
13/06/2011,42.81,-0.029461279
10/06/2011,44.09,-0.018872724
09/06/2011,44.93,0.002451255
08/06/2011,44.82,-0.02228443
07/06/2011,45.83,-0.007824426
06/06/2011,46.19,-0.014401109
03/06/2011,46.86,-0.018395698
02/06/2011,47.73,0.005462198
01/06/2011,47.47,-0.04992307
31/05/2011,49.9,0.007442456
27/05/2011,49.53,0.009534508
26/05/2011,49.06,0.001836173
25/05/2011,48.97,0.013983366
24/05/2011,48.29,0.002695699
23/05/2011,48.16,-0.020958236
20/05/2011,49.18,-0.017735249
19/05/2011,50.06,0.017125431
18/05/2011,49.21,0.015564517
17/05/2011,48.45,-0.026076034
16/05/2011,49.73,-0.007811757
13/05/2011,50.12,-0.013279355
12/05/2011,50.79,0.008502276
11/05/2011,50.36,-0.033583789
10/05/2011,52.08,0.023507639
09/05/2011,50.87,0.015651632
06/05/2011,50.08,0.016712359
05/05/2011,49.25,-0.013111635
04/05/2011,49.9,-0.012546217
03/05/2011,50.53,0.001584473
02/05/2011,50.45,-0.000990589
29/04/2011,50.5,-0.003952574
28/04/2011,50.7,-0.001773574
27/04/2011,50.79,0.002168129
26/04/2011,50.68,0.009914815
25/04/2011,50.18,-0.000398486
21/04/2011,50.2,0.027670149
20/04/2011,48.83,0.040753733
19/04/2011,46.88,0.014827821
18/04/2011,46.19,-0.012692437
15/04/2011,46.78,0.001283423
14/04/2011,46.72,-0.012972005
13/04/2011,47.33,0.005508489
12/04/2011,47.07,-0.022269828
11/04/2011,48.13,0.003121426
08/04/2011,47.98,-0.009128694
07/04/2011,48.42,0.012468989
06/04/2011,47.82,-0.001671542
05/04/2011,47.9,-0.001043297
04/04/2011,47.95,-0.007686752
01/04/2011,48.32,0.000206975
31/03/2011,48.31,-0.010091734
30/03/2011,48.8,0.013201512
29/03/2011,48.16,0.00520455
28/03/2011,47.91,-0.005619746
25/03/2011,48.18,0.003742986
24/03/2011,48,0.011103078
23/03/2011,47.47,0
22/03/2011,47.47,-0.014846065
21/03/2011,48.18,0.033128887
18/03/2011,46.61,0.007969886
17/03/2011,46.24,0.016572555
16/03/2011,45.48,-0.013323338
15/03/2011,46.09,0.005220808
14/03/2011,45.85,-0.014722067
11/03/2011,46.53,0.016686919
10/03/2011,45.76,-0.00805315
09/03/2011,46.13,0.002822101
08/03/2011,46,0.019094183
07/03/2011,45.13,0.005777794
04/03/2011,44.87,-0.010199645
03/03/2011,45.33,0.018255182
02/03/2011,44.51,0.000674233
01/03/2011,44.48,-0.018267383
28/02/2011,45.3,0.002652521
25/02/2011,45.18,0.009786555
24/02/2011,44.74,-0.002232642
23/02/2011,44.84,-0.027929248
22/02/2011,46.11,-0.021243155
18/02/2011,47.1,0.006603496
17/02/2011,46.79,-0.01020634
16/02/2011,47.27,-0.001902146
15/02/2011,47.36,0.00550499
14/02/2011,47.1,-0.008246162
11/02/2011,47.49,0.018489529
10/02/2011,46.62,0.00796817
09/02/2011,46.25,-0.058370892
08/02/2011,49.03,0.009220432
07/02/2011,48.58,0.014096419
04/02/2011,47.9,0.015357407
03/02/2011,47.17,-0.01263973
02/02/2011,47.77,0.002095558
01/02/2011,47.67,0.009908377
31/01/2011,47.2,0.023147197
28/01/2011,46.12,-0.018900906
27/01/2011,47,0.004478097
