Date,Close,IR
26/01/2011,46.79,0.011824281
25/01/2011,46.24,0.002164972
24/01/2011,46.14,0.011334036
21/01/2011,45.62,-0.000876424
20/01/2011,45.66,-0.011757157
19/01/2011,46.2,-0.012689707
18/01/2011,46.79,-0.000640957
14/01/2011,46.82,-0.001707213
13/01/2011,46.9,-0.00616433
12/01/2011,47.19,0.008512501
11/01/2011,46.79,0.005142501
10/01/2011,46.55,-0.001073537
07/01/2011,46.6,-0.007269649
06/01/2011,46.94,-0.007005654
05/01/2011,47.27,0.005941032
04/01/2011,46.99,-0.014157659
03/01/2011,47.66,0.012031807
31/12/2010,47.09,-0.005717326
30/12/2010,47.36,0.000633647
29/12/2010,47.33,0.00169169
28/12/2010,47.25,0.002118645
27/12/2010,47.15,0.005742864
23/12/2010,46.88,-0.004469519
22/12/2010,47.09,-0.001061233
21/12/2010,47.14,0.000636605
20/12/2010,47.11,0.002337691
17/12/2010,47,0.011340659
16/12/2010,46.47,0.009948179
15/12/2010,46.01,0.004793037
14/12/2010,45.79,0.022080826
13/12/2010,44.79,0.008520231
10/12/2010,44.41,0.00723167
09/12/2010,44.09,0.010029717
08/12/2010,43.65,-0.000687049
07/12/2010,43.68,0.015225208
06/12/2010,43.02,0.002560225
03/12/2010,42.91,0.005140198
02/12/2010,42.69,0.01391696
01/12/2010,42.1,0.026475674
30/11/2010,41,-0.001949318
29/11/2010,41.08,0.00610428
26/11/2010,40.83,-0.007320677
24/11/2010,41.13,0.023866307
23/11/2010,40.16,-0.024352452
22/11/2010,41.15,0.005849395
19/11/2010,40.91,-0.007306413
18/11/2010,41.21,0.007795411
17/11/2010,40.89,-0.012878322
16/11/2010,41.42,-0.01841937
15/11/2010,42.19,0.004275541
12/11/2010,42.01,-0.021430233
11/11/2010,42.92,0.042357034
10/11/2010,41.14,0.011490164
09/11/2010,40.67,-0.009543692
08/11/2010,41.06,0.000730905
05/11/2010,41.03,0.01053544
04/11/2010,40.6,0.024434025
03/11/2010,39.62,0.002780237
02/11/2010,39.51,-0.003789319
01/11/2010,39.66,0.008864184
29/10/2010,39.31,0.00561226
28/10/2010,39.09,-0.006629295
27/10/2010,39.35,-0.008351308
26/10/2010,39.68,-0.004776879
25/10/2010,39.87,0.013128187
22/10/2010,39.35,0.009960496
21/10/2010,38.96,0.013697074
20/10/2010,38.43,0.011515437
19/10/2010,37.99,-0.022127676
18/10/2010,38.84,0.002577985
15/10/2010,38.74,-0.001547589
14/10/2010,38.8,-0.006934662
13/10/2010,39.07,0.012102633
12/10/2010,38.6,0
11/10/2010,38.6,-0.001294499
08/10/2010,38.65,0.007010284
07/10/2010,38.38,0.005486624
06/10/2010,38.17,0.026816953
05/10/2010,37.16,0.030048696
04/10/2010,36.06,0.00416841
01/10/2010,35.91,0.005585047
30/09/2010,35.71,-0.000279994
29/09/2010,35.72,0.004489345
28/09/2010,35.56,0.019307812
27/09/2010,34.88,-0.011686039
24/09/2010,35.29,0.011972777
23/09/2010,34.87,-0.021841742
22/09/2010,35.64,-0.008660482
21/09/2010,35.95,0.007258547
20/09/2010,35.69,0.022670282
17/09/2010,34.89,0.011240931
16/09/2010,34.5,0.019020325
15/09/2010,33.85,-0.021047255
14/09/2010,34.57,-0.008640607
13/09/2010,34.87,0.008062238
10/09/2010,34.59,0.011046624
09/09/2010,34.21,-0.005247825
08/09/2010,34.39,0.007589062
07/09/2010,34.13,-0.015697997
03/09/2010,34.67,0.010437903
02/09/2010,34.31,0.018235799
01/09/2010,33.69,0.035038317
31/08/2010,32.53,-0.018578272
30/08/2010,33.14,-0.021197987
27/08/2010,33.85,0.015481107
26/08/2010,33.33,-0.003593894
25/08/2010,33.45,-0.003878865
24/08/2010,33.58,-0.033097178
23/08/2010,34.71,-0.014586273
20/08/2010,35.22,-0.009326053
19/08/2010,35.55,-0.016183389
18/08/2010,36.13,0.00138485
17/08/2010,36.08,0.027537565
16/08/2010,35.1,-0.005398507
13/08/2010,35.29,0.000850461
12/08/2010,35.26,-0.003680117
11/08/2010,35.39,-0.04286568
10/08/2010,36.94,-0.017177019
09/08/2010,37.58,-0.000266064
06/08/2010,37.59,-0.0147877
05/08/2010,38.15,0.004466052
04/08/2010,37.98,0.012718772
03/08/2010,37.5,-0.013245227
02/08/2010,38,0.014312463
30/07/2010,37.46,0.000266987
29/07/2010,37.45,-0.00771383
28/07/2010,37.74,-0.007917698
27/07/2010,38.04,-0.001838477
26/07/2010,38.11,0.021751521
23/07/2010,37.29,0.013227349
22/07/2010,36.8,0.020313627
21/07/2010,36.06,0.009473462
20/07/2010,35.72,0.020934286
19/07/2010,34.98,0.017592379
16/07/2010,34.37,-0.016161968
15/07/2010,34.93,-0.001144492
14/07/2010,34.97,-0.003140616
13/07/2010,35.08,0.034216153
12/07/2010,33.9,-0.004121289
09/07/2010,34.04,-0.006150261
08/07/2010,34.25,0.005562889
07/07/2010,34.06,0.01717543
06/07/2010,33.48,0.004790428
02/07/2010,33.32,-0.010746372
01/07/2010,33.68,-0.023765238
30/06/2010,34.49,-0.022646804
29/06/2010,35.28,-0.047871915
28/06/2010,37.01,-0.026398013
25/06/2010,38,-0.006557401
24/06/2010,38.25,-0.008849615
23/06/2010,38.59,-0.011337406
22/06/2010,39.03,-0.024298842
21/06/2010,39.99,0.014356121
18/06/2010,39.42,0.004321857
17/06/2010,39.25,-0.007867063
16/06/2010,39.56,-0.002020203
15/06/2010,39.64,0.0401495
14/06/2010,38.08,0.009763899
11/06/2010,37.71,0.010931985
10/06/2010,37.3,0.029658003
09/06/2010,36.21,-0.007154681
08/06/2010,36.47,0.004672264
07/06/2010,36.3,-0.025297147
04/06/2010,37.23,-0.05079626
03/06/2010,39.17,0.0169932
02/06/2010,38.51,0.02711049
01/06/2010,37.48,0.00454607
28/05/2010,37.31,-0.009868062
27/05/2010,37.68,0.042005905
26/05/2010,36.13,0.013093933
25/05/2010,35.66,-0.001121076
24/05/2010,35.7,-0.005029348
21/05/2010,35.88,0.010647341
20/05/2010,35.5,-0.042735655
19/05/2010,37.05,-0.025580931
18/05/2010,38.01,-0.019023375
17/05/2010,38.74,-0.000258098
14/05/2010,38.75,-0.031998667
13/05/2010,40.01,0.010047811
12/05/2010,39.61,0.038604897
11/05/2010,38.11,0.013206742
10/05/2010,37.61,0.065088171
07/05/2010,35.24,-0.026877318
06/05/2010,36.2,-0.031273793
05/05/2010,37.35,0.020011484
04/05/2010,36.61,-0.038579657
03/05/2010,38.05,0.028523858
30/04/2010,36.98,-0.007543139
29/04/2010,37.26,0.019239179
28/04/2010,36.55,-0.003823052
27/04/2010,36.69,-0.030862506
26/04/2010,37.84,0.019749775
23/04/2010,37.1,-0.049944677
22/04/2010,39,0.019679558
21/04/2010,38.24,0.004981004
20/04/2010,38.05,0.020980719
19/04/2010,37.26,0.002687451
16/04/2010,37.16,-0.017605149
15/04/2010,37.82,0.012505152
14/04/2010,37.35,0.009414999
13/04/2010,37,-0.012088797
12/04/2010,37.45,0.003209417
09/04/2010,37.33,0.014027746
08/04/2010,36.81,0.004083305
07/04/2010,36.66,0.00601917
06/04/2010,36.44,0.003849331
05/04/2010,36.3,0.020877585
01/04/2010,35.55,0.019313296
31/03/2010,34.87,-0.000286738
30/03/2010,34.88,0.006615873
29/03/2010,34.65,0.000288642
26/03/2010,34.64,0.003470217
25/03/2010,34.52,-0.010947963
24/03/2010,34.9,-0.035190119
23/03/2010,36.15,0.015050451
22/03/2010,35.61,0.020999637
19/03/2010,34.87,-0.013105601
18/03/2010,35.33,0.00397051
17/03/2010,35.19,-0.014388737
16/03/2010,35.7,0.021518384
15/03/2010,34.94,0.003727603
12/03/2010,34.81,0.002588812
11/03/2010,34.72,0.024195904
10/03/2010,33.89,0.001476451
09/03/2010,33.84,-0.005598954
08/03/2010,34.03,0.002648229
05/03/2010,33.94,0.022646975
04/03/2010,33.18,-0.014065771
03/03/2010,33.65,0.024670325
02/03/2010,32.83,0.004273511
01/03/2010,32.69,0.02414978
26/02/2010,31.91,-0.002503914
25/02/2010,31.99,-0.012735069
24/02/2010,32.4,-0.003389312
23/02/2010,32.51,-0.023108356
22/02/2010,33.27,-0.002701487
19/02/2010,33.36,0.003603608
18/02/2010,33.24,0.02159123
17/02/2010,32.53,0.020183887
16/02/2010,31.88,0.019639529
12/02/2010,31.26,-0.083432791
11/02/2010,33.98,0.017515662
10/02/2010,33.39,-0.005078428
09/02/2010,33.56,0.020470311
08/02/2010,32.88,-0.000911993
05/02/2010,32.91,-0.004547529
04/02/2010,33.06,-0.04379398
03/02/2010,34.54,0.001448646
02/02/2010,34.49,0.043253188
01/02/2010,33.03,0.017407677
29/01/2010,32.46,-0.02524849
28/01/2010,33.29,-0.017567818
27/01/2010,33.88,-0.025642431
26/01/2010,34.76,-0.007166435
25/01/2010,35.01,-0.006548066
22/01/2010,35.24,-0.039777181
21/01/2010,36.67,-0.01542447
20/01/2010,37.24,-0.006690778
19/01/2010,37.49,0.01153601
15/01/2010,37.06,0.001890615
14/01/2010,36.99,0.008415958
13/01/2010,36.68,-0.001089918
12/01/2010,36.72,-0.021285998
11/01/2010,37.51,0.024286137
08/01/2010,36.61,0.017080305
07/01/2010,35.99,0.010053142
06/01/2010,35.63,-0.007270726
05/01/2010,35.89,-0.009980676
04/01/2010,36.25,0.014168872
31/12/2009,35.74,-0.010853035
30/12/2009,36.13,-0.00276396
29/12/2009,36.23,-0.001654716
28/12/2009,36.29,-0.00275179
24/12/2009,36.39,0.004406507
23/12/2009,36.23,0.008036624
22/12/2009,35.94,-0.004164937
21/12/2009,36.09,0.013108541
18/12/2009,35.62,-0.00977798
17/12/2009,35.97,-0.008305696
16/12/2009,36.27,-0.004127121
15/12/2009,36.42,-0.002194186
14/12/2009,36.5,0.024124281
11/12/2009,35.63,0.007889587
10/12/2009,35.35,0.011952334
09/12/2009,34.93,-0.001144492
08/12/2009,34.97,-0.018978052
07/12/2009,35.64,-0.003920475
04/12/2009,35.78,0.006730255
03/12/2009,35.54,-0.010356986
02/12/2009,35.91,0
01/12/2009,35.91,0.015151805
30/11/2009,35.37,0.003682202
27/11/2009,35.24,-0.016324596
25/11/2009,35.82,0.007003811
24/11/2009,35.57,-0.017003894
23/11/2009,36.18,0.004987542
20/11/2009,36,-0.010500235
19/11/2009,36.38,-0.008757582
18/11/2009,36.7,0.002728515
17/11/2009,36.6,-0.017066647
16/11/2009,37.23,0.009987936
13/11/2009,36.86,0.022220089
12/11/2009,36.05,0.011157717
11/11/2009,35.65,0.012419014
10/11/2009,35.21,-0.000567859
09/11/2009,35.23,0.040254458
06/11/2009,33.84,0.005036302
05/11/2009,33.67,0.029538012
04/11/2009,32.69,-0.007618504
03/11/2009,32.94,0.03333642
02/11/2009,31.86,0.00851069
30/10/2009,31.59,-0.024700333
29/10/2009,32.38,0.023434911
28/10/2009,31.63,-0.028364064
27/10/2009,32.54,-0.039764275
26/10/2009,33.86,-0.027670325
23/10/2009,34.81,-0.015393691
22/10/2009,35.35,0.019712108
21/10/2009,34.66,0.005206838
20/10/2009,34.48,0.015490592
19/10/2009,33.95,0.007687797
16/10/2009,33.69,-0.017069278
15/10/2009,34.27,-0.017643263
14/10/2009,34.88,0.047257509
13/10/2009,33.27,0.01148743
12/10/2009,32.89,0.016245568
09/10/2009,32.36,0.022500949
08/10/2009,31.64,0.018823335
07/10/2009,31.05,0.00581397
06/10/2009,30.87,0.014355875
05/10/2009,30.43,0.024281918
02/10/2009,29.7,-0.01071678
01/10/2009,30.02,-0.021421152
30/09/2009,30.67,-0.013279547
29/09/2009,31.08,-0.002570696
28/09/2009,31.16,0.011295908
25/09/2009,30.81,0.003902444
24/09/2009,30.69,-0.016481226
23/09/2009,31.2,-0.020619287
22/09/2009,31.85,0.012002671
21/09/2009,31.47,-0.019198072
18/09/2009,32.08,-0.008999285
17/09/2009,32.37,-0.011365504
16/09/2009,32.74,0.006742287
15/09/2009,32.52,0.008027212
14/09/2009,32.26,0.005283618
11/09/2009,32.09,0.004372274
10/09/2009,31.95,0.00533502
09/09/2009,31.78,0.005363635
08/09/2009,31.61,0.011774201
04/09/2009,31.24,0.011266818
03/09/2009,30.89,0.019945078
02/09/2009,30.28,-0.005926919
01/09/2009,30.46,-0.014018159
31/08/2009,30.89,-0.005488311
28/08/2009,31.06,0.000322009
27/08/2009,31.05,0.00873368
26/08/2009,30.78,-0.007122076
25/08/2009,31,0.001937359
24/08/2009,30.94,-0.002582313
21/08/2009,31.02,0.030771659
20/08/2009,30.08,0.035875252
19/08/2009,29.02,0.00206968
18/08/2009,28.96,0.023407182
17/08/2009,28.29,-0.021679171
14/08/2009,28.91,-0.02695949
13/08/2009,29.7,0.022817268
12/08/2009,29.03,0.034697716
11/08/2009,28.04,-0.020473712
10/08/2009,28.62,-0.006616775
07/08/2009,28.81,-0.006573281
06/08/2009,29,0.000344887
05/08/2009,28.99,-0.001034305
04/08/2009,29.02,-0.000344531
03/08/2009,29.03,0.005180464
31/07/2009,28.88,0.006600684
30/07/2009,28.69,0.03331279
29/07/2009,27.75,-0.006823514
28/07/2009,27.94,0.022806418
27/07/2009,27.31,-0.006205532
24/07/2009,27.48,0.132076847
23/07/2009,24.08,0.032070259
22/07/2009,23.32,0.000428908
21/07/2009,23.31,0.023877844
20/07/2009,22.76,0.048153284
17/07/2009,21.69,-0.000921659
16/07/2009,21.71,0.018127385
15/07/2009,21.32,0.04264119
14/07/2009,20.43,0.001959824
13/07/2009,20.39,0.025330383
10/07/2009,19.88,0.006054509
09/07/2009,19.76,-0.004544315
08/07/2009,19.85,-0.015496436
07/07/2009,20.16,-0.008397184
06/07/2009,20.33,-0.022855359
02/07/2009,20.8,-0.028437935
01/07/2009,21.4,0.023641763
30/06/2009,20.9,-0.014252023
29/06/2009,21.2,-0.007050558
26/06/2009,21.35,-0.025434897
25/06/2009,21.9,0.043870777
24/06/2009,20.96,0.017324784
23/06/2009,20.6,0.003403845
22/06/2009,20.53,-0.05542503
19/06/2009,21.7,0.017666661
18/06/2009,21.32,-0.007942111
17/06/2009,21.49,-0.01478087
16/06/2009,21.81,-0.023562486
15/06/2009,22.33,-0.032168449
12/06/2009,23.06,0.008273507
11/06/2009,22.87,0.01987259
10/06/2009,22.42,-0.018122043
09/06/2009,22.83,0.00263158
08/06/2009,22.77,-0.000439078
05/06/2009,22.78,0.034386062
04/06/2009,22.01,0.041750034
03/06/2009,21.11,-0.018771081
02/06/2009,21.51,-0.007410872
01/06/2009,21.67,0.068762164
29/05/2009,20.23,-0.000988142
28/05/2009,20.25,-0.009828089
27/05/2009,20.45,-0.03884449
26/05/2009,21.26,0.005187467
22/05/2009,21.15,0.003789678
21/05/2009,21.07,-0.036808255
20/05/2009,21.86,-0.009560738
19/05/2009,22.07,0.012768071
18/05/2009,21.79,0.058590208
15/05/2009,20.55,0.00732604
14/05/2009,20.4,0.014317697
13/05/2009,20.11,-0.060770866
12/05/2009,21.37,-0.045285579
11/05/2009,22.36,-0.039031484
08/05/2009,23.25,0.069453807
07/05/2009,21.69,-0.082274496
06/05/2009,23.55,0.013681274
05/05/2009,23.23,0.001723396
04/05/2009,23.19,0.057234514
01/05/2009,21.9,0.005953762
30/04/2009,21.77,-0.008689741
29/04/2009,21.96,0.066848412
28/04/2009,20.54,-0.033511992
27/04/2009,21.24,-0.028772286
24/04/2009,21.86,0.0859307
23/04/2009,20.06,0.036035363
22/04/2009,19.35,0.145488904
21/04/2009,16.73,0.040871806
20/04/2009,16.06,-0.077260798
17/04/2009,17.35,0.023914817
16/04/2009,16.94,0.045283922
15/04/2009,16.19,0.016817587
14/04/2009,15.92,-0.037600731
13/04/2009,16.53,-0.005429878
09/04/2009,16.62,0.07559014
08/04/2009,15.41,0.00651044
07/04/2009,15.31,-0.062658898
06/04/2009,16.3,-0.014616582
03/04/2009,16.54,0.033192967
02/04/2009,16,0.097061713
01/04/2009,14.52,0.050858417
31/03/2009,13.8,-0.012959145
30/03/2009,13.98,-0.067083563
27/03/2009,14.95,-0.042559614
26/03/2009,15.6,0.045238785
25/03/2009,14.91,-0.002679171
24/03/2009,14.95,-0.021178819
23/03/2009,15.27,0.093282113
20/03/2009,13.91,-0.06066691
19/03/2009,14.78,0.010884461
18/03/2009,14.62,0.036925128
17/03/2009,14.09,0.011420538
16/03/2009,13.93,0.004316553
13/03/2009,13.87,-0.004316553
12/03/2009,13.93,-0.004298001
11/03/2009,13.99,0.043088082
10/03/2009,13.4,0.095459445
09/03/2009,12.18,0.028311633
06/03/2009,11.84,-0.026668247
05/03/2009,12.16,-0.090363756
04/03/2009,13.31,0.050068216
03/03/2009,12.66,-0.025732414
02/03/2009,12.99,-0.08765269
27/02/2009,14.18,-0.031924987
26/02/2009,14.64,-0.015588252
25/02/2009,14.87,-0.044071584
24/02/2009,15.54,0.05488981
23/02/2009,14.71,-0.073379339
20/02/2009,15.83,-0.013801976
19/02/2009,16.05,-0.033091255
18/02/2009,16.59,0.017634996
17/02/2009,16.3,-0.064730221
13/02/2009,17.39,0.023270393
12/02/2009,16.99,-0.032429014
11/02/2009,17.55,0.118424267
10/02/2009,15.59,-0.085995253
09/02/2009,16.99,0.032907546
06/02/2009,16.44,0.020898118
05/02/2009,16.1,-0.005574496
04/02/2009,16.19,0.006195807
03/02/2009,16.09,0.010621781
02/02/2009,15.92,-0.018052155
30/01/2009,16.21,-0.031575179
29/01/2009,16.73,-0.060870715
28/01/2009,17.78,0.051352499
27/01/2009,16.89,0.016716807
26/01/2009,16.61,-0.004205473
23/01/2009,16.68,0.003603608
22/01/2009,16.62,-0.025543414
21/01/2009,17.05,-0.009921295
20/01/2009,17.22,-0.044300259
16/01/2009,18,0.00445435
15/01/2009,17.92,0.023716527
14/01/2009,17.5,-0.039770013
13/01/2009,18.21,-0.011466137
12/01/2009,18.42,-0.083294743
09/01/2009,20.02,0.00450564
08/01/2009,19.93,0.026437737
07/01/2009,19.41,0.0234569
06/01/2009,18.96,0.004228336
05/01/2009,18.88,
