Date,Close,MMC
08/07/2013,40.79,-0.003914857
05/07/2013,40.95,0.016496742
03/07/2013,40.28,-0.000496401
02/07/2013,40.3,-0.003220615
01/07/2013,40.43,0.012694632
28/06/2013,39.92,-0.009225848
27/06/2013,40.29,0.009726975
26/06/2013,39.9,0.01540629
25/06/2013,39.29,0.009975783
24/06/2013,38.9,-0.011247562
21/06/2013,39.34,0.011247562
20/06/2013,38.9,-0.014799964
19/06/2013,39.48,-0.024519617
18/06/2013,40.46,0.003714255
17/06/2013,40.31,0.008970905
14/06/2013,39.95,-0.008970905
13/06/2013,40.31,0.012230278
12/06/2013,39.82,-0.009995086
11/06/2013,40.22,-0.003474811
10/06/2013,40.36,-0.002227448
07/06/2013,40.45,0.01218769
06/06/2013,39.96,0.013859363
05/06/2013,39.41,-0.01310833
04/06/2013,39.93,-0.011206692
03/06/2013,40.38,0.008955284
31/05/2013,40.02,-0.01241635
30/05/2013,40.52,0.00842632
29/05/2013,40.18,-0.007932615
28/05/2013,40.5,0.00172989
24/05/2013,40.43,-0.000988875
23/05/2013,40.47,-0.008121123
22/05/2013,40.8,-0.014598799
21/05/2013,41.4,0.007516098
20/05/2013,41.09,0
17/05/2013,41.09,0.00732783
16/05/2013,40.79,0.001226543
15/05/2013,40.74,0.00516797
14/05/2013,40.53,0.015666117
13/05/2013,39.9,0.010835434
10/05/2013,39.47,0.001775073
09/05/2013,39.4,-0.004305439
08/05/2013,39.57,0.01297233
07/05/2013,39.06,0.008484432
06/05/2013,38.73,-0.001032258
03/05/2013,38.77,0.005171979
02/05/2013,38.57,0.019372334
01/05/2013,37.83,-0.004746844
30/04/2013,38.01,0.012175905
29/04/2013,37.55,0.005876085
26/04/2013,37.33,-0.006674701
25/04/2013,37.58,0.006406856
24/04/2013,37.34,-0.00187291
23/04/2013,37.41,0.002676661
22/04/2013,37.31,0.001072674
19/04/2013,37.27,0.007270801
18/04/2013,37,-0.019802627
17/04/2013,37.74,-0.009756175
16/04/2013,38.11,0.013206742
15/04/2013,37.61,-0.019223765
12/04/2013,38.34,-0.003125003
11/04/2013,38.46,0.023945362
10/04/2013,37.55,0.00560824
09/04/2013,37.34,0.001071811
08/04/2013,37.3,-0.002409962
05/04/2013,37.39,-0.006132535
04/04/2013,37.62,0.008542497
03/04/2013,37.3,-0.008010724
02/04/2013,37.6,-0.003981425
01/04/2013,37.75,-0.005810899
28/03/2013,37.97,0.001054019
27/03/2013,37.93,0.002111376
26/03/2013,37.85,0.014101604
25/03/2013,37.32,-0.002141328
22/03/2013,37.4,0.007245436
21/03/2013,37.13,-0.010448856
20/03/2013,37.52,0.009103142
19/03/2013,37.18,0.010273137
18/03/2013,36.8,-0.007849546
15/03/2013,37.09,0.00107904
14/03/2013,37.05,0.003244123
13/03/2013,36.93,0.003526384
12/03/2013,36.8,-0.004879381
11/03/2013,36.98,0
08/03/2013,36.98,0.000540979
07/03/2013,36.96,-0.005665738
06/03/2013,37.17,-0.002686729
05/03/2013,37.27,0.001611171
04/03/2013,37.21,-0.00080591
01/03/2013,37.24,0.002688896
28/02/2013,37.14,0.011100696
27/02/2013,36.73,0.021742978
26/02/2013,35.94,0.006140125
25/02/2013,35.72,-0.024064223
22/02/2013,36.59,0.008508354
21/02/2013,36.28,0.005250807
20/02/2013,36.09,-0.005250807
19/02/2013,36.28,0.004419897
15/02/2013,36.12,0.001385234
14/02/2013,36.07,-0.006356246
13/02/2013,36.3,0.007743402
12/02/2013,36.02,-0.009119864
11/02/2013,36.35,-0.005486982
08/02/2013,36.55,-0.00027356
07/02/2013,36.56,-0.006543099
06/02/2013,36.8,0.01809756
05/02/2013,36.14,0.008614754
04/02/2013,35.83,-0.001394506
01/02/2013,35.88,0.01121088
31/01/2013,35.48,0.013906851
30/01/2013,34.99,-0.000285755
29/01/2013,35,0
28/01/2013,35,0
25/01/2013,35,0.003434462
24/01/2013,34.88,-0.007141867
23/01/2013,35.13,-0.005393909
22/01/2013,35.32,0.010817071
18/01/2013,34.94,0.000858984
17/01/2013,34.91,0.003443332
16/01/2013,34.79,-0.008016075
15/01/2013,35.07,-0.003415887
14/01/2013,35.19,-0.001987226
11/01/2013,35.26,0.003693711
10/01/2013,35.13,0.007715426
09/01/2013,34.86,-0.000573559
08/01/2013,34.88,-0.012252611
07/01/2013,35.31,-0.002263084
04/01/2013,35.39,-0.002821672
03/01/2013,35.49,-0.000844951
02/01/2013,35.52,0.030006538
31/12/2012,34.47,0.006986928
28/12/2012,34.23,-0.00901562
27/12/2012,34.54,-0.001735609
26/12/2012,34.6,-0.006338252
24/12/2012,34.82,-0.006012903
21/12/2012,35.03,-0.00654434
20/12/2012,35.26,0.014281877
19/12/2012,34.76,0.004613618
18/12/2012,34.6,0.003184255
17/12/2012,34.49,0.008151428
14/12/2012,34.21,-0.006700681
13/12/2012,34.44,-0.008673081
12/12/2012,34.74,-0.001438228
11/12/2012,34.79,-0.00258361
10/12/2012,34.88,-0.006572391
07/12/2012,35.11,0
06/12/2012,35.11,-0.002560092
05/12/2012,35.2,0.008272761
04/12/2012,34.91,-0.005712669
03/12/2012,35.11,-0.003128113
30/11/2012,35.22,0.00056802
29/11/2012,35.2,0.002275314
28/11/2012,35.12,-0.00369476
27/11/2012,35.25,-0.007911881
26/11/2012,35.53,-0.007011668
23/11/2012,35.78,0.008983777
21/11/2012,35.46,0.001411035
20/11/2012,35.41,0.009363099
19/11/2012,35.08,0.015513095
16/11/2012,34.54,0.007555979
15/11/2012,34.28,0.006438418
14/11/2012,34.06,-0.001173709
13/11/2012,34.1,-0.002050682
12/11/2012,34.17,0.000292697
09/11/2012,34.16,0.000585652
08/11/2012,34.14,-0.010489607
07/11/2012,34.5,-0.012100407
06/11/2012,34.92,0.019373166
05/11/2012,34.25,-0.000875529
02/11/2012,34.28,-0.009869456
01/11/2012,34.62,0.017189061
31/10/2012,34.03,0.008558411
26/10/2012,33.74,0.010427623
25/10/2012,33.39,0.006007828
24/10/2012,33.19,-0.011086256
23/10/2012,33.56,-0.016255715
22/10/2012,34.11,-0.007011422
19/10/2012,34.35,-0.018174451
18/10/2012,34.98,0.001716739
17/10/2012,34.92,0.002006594
16/10/2012,34.85,0.008935064
15/10/2012,34.54,0.005807217
12/10/2012,34.34,-0.001164144
11/10/2012,34.38,0.002329646
10/10/2012,34.3,-0.002038737
09/10/2012,34.37,-0.010419776
08/10/2012,34.73,-0.001151079
05/10/2012,34.77,0.006347396
04/10/2012,34.55,0.009597282
03/10/2012,34.22,-0.006408411
02/10/2012,34.44,0.004948344
01/10/2012,34.27,0.009970757
28/09/2012,33.93,0.003542962
27/09/2012,33.81,-0.00177305
26/09/2012,33.87,-0.001180289
25/09/2012,33.91,-0.012600899
24/09/2012,34.34,-0.004648469
21/09/2012,34.5,0.003775233
20/09/2012,34.37,-0.003775233
19/09/2012,34.5,-0.011813997
18/09/2012,34.91,0.003155934
17/09/2012,34.8,-0.002869442
14/09/2012,34.9,0.006323677
13/09/2012,34.68,0.018626848
12/09/2012,34.04,0.002058522
11/09/2012,33.97,-0.002645893
10/09/2012,34.06,-0.007604599
07/09/2012,34.32,-0.000873744
06/09/2012,34.35,0.014663019
05/09/2012,33.85,-0.007651597
04/09/2012,34.11,-0.00175747
31/08/2012,34.17,0.010295723
30/08/2012,33.82,-0.006190145
29/08/2012,34.03,0
28/08/2012,34.03,-0.006736004
27/08/2012,34.26,0.00614846
24/08/2012,34.05,0.009145955
23/08/2012,33.74,-0.002368266
22/08/2012,33.82,-0.000295639
21/08/2012,33.83,-0.009121735
20/08/2012,34.14,-0.002924834
17/08/2012,34.24,0.002339182
16/08/2012,34.16,0.004989005
15/08/2012,33.99,0.002651349
14/08/2012,33.9,0.001180638
13/08/2012,33.86,-0.00471421
10/08/2012,34.02,0.005305052
09/08/2012,33.84,-0.003834247
08/08/2012,33.97,-0.004112814
07/08/2012,34.11,0.021334142
06/08/2012,33.39,-0.000598802
03/08/2012,33.41,0.014167532
02/08/2012,32.94,-0.003031224
01/08/2012,33.04,-0.005132087
31/07/2012,33.21,-0.015240098
30/07/2012,33.72,0.010733556
27/07/2012,33.36,0.032909734
26/07/2012,32.28,0.01435282
25/07/2012,31.82,0.005356874
24/07/2012,31.65,-0.01442936
23/07/2012,32.11,-0.00806456
20/07/2012,32.37,-0.013196447
19/07/2012,32.8,0.006116227
18/07/2012,32.6,0.003687773
17/07/2012,32.48,0.007726819
16/07/2012,32.23,-0.003716325
13/07/2012,32.35,0.014635167
12/07/2012,31.88,-0.005318329
11/07/2012,32.05,-0.000311964
10/07/2012,32.06,-0.011166369
09/07/2012,32.42,-0.007375571
06/07/2012,32.66,-0.000612182
05/07/2012,32.68,0.008604847
03/07/2012,32.4,-0.002158163
02/07/2012,32.47,0.00741889
29/06/2012,32.23,0.022275431
28/06/2012,31.52,0.012129099
27/06/2012,31.14,0.005474172
26/06/2012,30.97,0.002586487
25/06/2012,30.89,-0.010626408
22/06/2012,31.22,0.013544225
21/06/2012,30.8,-0.018974681
20/06/2012,31.39,0.002871273
19/06/2012,31.3,0.003200003
18/06/2012,31.2,-0.018419066
15/06/2012,31.78,-0.002514143
14/06/2012,31.86,0.005981444
13/06/2012,31.67,-0.014109029
12/06/2012,32.12,0.018856624
11/06/2012,31.52,-0.014488442
08/06/2012,31.98,-0.005612737
07/06/2012,32.16,-0.009901071
06/06/2012,32.48,0.020215274
05/06/2012,31.83,0.008835652
04/06/2012,31.55,0.000317007
01/06/2012,31.54,-0.013854126
31/05/2012,31.98,0.003131853
30/05/2012,31.88,-0.018029708
29/05/2012,32.46,0.004941332
25/05/2012,32.3,-0.005249356
24/05/2012,32.47,0.005868743
23/05/2012,32.28,0.004346483
22/05/2012,32.14,0.00718192
21/05/2012,31.91,0.008813403
18/05/2012,31.63,-0.010379084
17/05/2012,31.96,-0.011819733
16/05/2012,32.34,-0.007700639
15/05/2012,32.59,0.002457759
14/05/2012,32.51,-0.016473832
11/05/2012,33.05,-0.007836086
10/05/2012,33.31,-0.001499925
09/05/2012,33.36,-0.018708786
08/05/2012,33.99,-0.004403354
07/05/2012,34.14,0.001465631
04/05/2012,34.09,-0.007597933
03/05/2012,34.35,0.006718296
02/05/2012,34.12,-0.006718296
01/05/2012,34.35,0.026550232
30/04/2012,33.45,0.007501911
27/04/2012,33.2,-0.001805598
26/04/2012,33.26,0.008757417
25/04/2012,32.97,0.013435317
24/04/2012,32.53,0.018303598
23/04/2012,31.94,-0.013681805
20/04/2012,32.38,-0.015627712
19/04/2012,32.89,0.009163167
18/04/2012,32.59,-0.00825062
17/04/2012,32.86,0.02028966
16/04/2012,32.2,0.00873368
13/04/2012,31.92,-0.003127935
12/04/2012,32.02,0.005323326
11/04/2012,31.85,0.013911068
10/04/2012,31.41,-0.013911068
09/04/2012,31.85,-0.014339398
05/04/2012,32.31,-0.006478505
04/04/2012,32.52,-0.004295803
03/04/2012,32.66,-0.005800657
02/04/2012,32.85,0.001828154
30/03/2012,32.79,0.000610128
29/03/2012,32.77,-0.011227549
28/03/2012,33.14,0.006660636
27/03/2012,32.92,-0.003638573
26/03/2012,33.04,0.016478859
23/03/2012,32.5,0.004316997
22/03/2012,32.36,-0.01533302
21/03/2012,32.86,0.006717583
20/03/2012,32.64,-0.002753558
19/03/2012,32.73,-0.007002617
16/03/2012,32.96,-0.010562947
15/03/2012,33.31,0.010562947
14/03/2012,32.96,0.007308193
13/03/2012,32.72,0.018819004
12/03/2012,32.11,-0.004350535
09/03/2012,32.25,0
08/03/2012,32.25,0.013737337
07/03/2012,31.81,0.010745995
06/03/2012,31.47,-0.01325777
05/03/2012,31.89,0.0059758
02/03/2012,31.7,-0.010044027
01/03/2012,32.02,0.025942613
29/02/2012,31.2,-0.006389798
28/02/2012,31.4,-0.004765696
27/02/2012,31.55,-0.006948859
24/02/2012,31.77,-0.007213455
23/02/2012,32,0.007528266
22/02/2012,31.76,-0.016240207
21/02/2012,32.28,0.001860466
17/02/2012,32.22,0.022599832
16/02/2012,31.5,0.008608375
15/02/2012,31.23,-0.02091331
14/02/2012,31.89,-0.011225562
13/02/2012,32.25,0.006532921
10/02/2012,32.04,-0.012715321
09/02/2012,32.45,0.000616523
08/02/2012,32.43,-0.005841677
07/02/2012,32.62,0.01171768
06/02/2012,32.24,-0.008954823
03/02/2012,32.53,0.018929968
02/02/2012,31.92,-0.005623258
01/02/2012,32.1,0.016015415
31/01/2012,31.59,-0.000316506
30/01/2012,31.6,-0.005365328
27/01/2012,31.77,0
26/01/2012,31.77,0.008217493
25/01/2012,31.51,0.011490711
24/01/2012,31.15,-0.007993648
23/01/2012,31.4,-0.007298144
20/01/2012,31.63,0.004436002
19/01/2012,31.49,0
18/01/2012,31.49,0.00509393
17/01/2012,31.33,-0.001275917
13/01/2012,31.37,0
12/01/2012,31.37,0.005754492
11/01/2012,31.19,0.005143052
10/01/2012,31.03,0.007764517
09/01/2012,30.79,0.002276054
06/01/2012,30.72,-0.013900337
05/01/2012,31.15,-0.009902652
04/01/2012,31.46,-0.011378125
03/01/2012,31.82,0.006305191
30/12/2011,31.62,-0.011946071
29/12/2011,32,0.009734729
28/12/2011,31.69,-0.003150601
27/12/2011,31.79,0.00157406
23/12/2011,31.74,0.01523839
22/12/2011,31.26,0.004488626
21/12/2011,31.12,0.001929882
20/12/2011,31.06,0.025103193
19/12/2011,30.29,-0.004282662
16/12/2011,30.42,-0.002954212
15/12/2011,30.51,-0.009135463
14/12/2011,30.79,0.008152662
13/12/2011,30.54,-0.001308901
12/12/2011,30.58,-0.015574617
09/12/2011,31.06,0.01524766
08/12/2011,30.59,-0.015891367
07/12/2011,31.08,0.012953549
06/12/2011,30.68,0.002284224
05/12/2011,30.61,0.007871474
02/12/2011,30.37,0
01/12/2011,30.37,0.005944535
30/11/2011,30.19,0.050613621
29/11/2011,28.7,-0.006252191
28/11/2011,28.88,0.014298413
25/11/2011,28.47,0.009174376
23/11/2011,28.21,-0.011630087
22/11/2011,28.54,-0.012534983
21/11/2011,28.9,-0.01169604
18/11/2011,29.24,-0.001025466
17/11/2011,29.27,-0.017945293
16/11/2011,29.8,-0.033655436
15/11/2011,30.82,0.015696856
14/11/2011,30.34,-0.022165184
11/11/2011,31.02,0.01821781
10/11/2011,30.46,0.008572423
09/11/2011,30.2,-0.037372343
08/11/2011,31.35,0.016726025
07/11/2011,30.83,0.008142041
04/11/2011,30.58,-0.006193989
03/11/2011,30.77,-0.006155859
02/11/2011,30.96,0.038859021
01/11/2011,29.78,-0.027816363
31/10/2011,30.62,-0.010719609
28/10/2011,30.95,-0.026778776
27/10/2011,31.79,0.034237867
26/10/2011,30.72,0.022717026
25/10/2011,30.03,-0.007960241
24/10/2011,30.27,-0.002968829
21/10/2011,30.36,0.045830123
20/10/2011,29,0.023374516
19/10/2011,28.33,-0.00035292
18/10/2011,28.34,0.036289234
17/10/2011,27.33,-0.031336978
14/10/2011,28.2,0.007474674
13/10/2011,27.99,0.013307156
12/10/2011,27.62,0.015323175
11/10/2011,27.2,-0.014598799
10/10/2011,27.6,0.034651458
07/10/2011,26.66,-0.018949109
06/10/2011,27.17,-0.003307003
05/10/2011,27.26,0.022631276
04/10/2011,26.65,0.035909129
03/10/2011,25.71,-0.032149726
30/09/2011,26.55,-0.020134908
29/09/2011,27.09,0.014126629
28/09/2011,26.71,-0.024409496
27/09/2011,27.37,0.004027097
26/09/2011,27.26,0.021506205
23/09/2011,26.68,0.006769488
22/09/2011,26.5,-0.017951118
21/09/2011,26.98,-0.038536211
20/09/2011,28.04,-0.005335243
19/09/2011,28.19,-0.013389911
16/09/2011,28.57,-0.003842799
15/09/2011,28.68,0.015814773
14/09/2011,28.23,0.001063264
13/09/2011,28.2,-0.006362694
12/09/2011,28.38,-0.006672545
09/09/2011,28.57,-0.028977536
08/09/2011,29.41,-0.014179846
07/09/2011,29.83,0.035833897
06/09/2011,28.78,-0.007270241
02/09/2011,28.99,-0.009270453
01/09/2011,29.26,-0.015598824
31/08/2011,29.72,0.00675222
30/08/2011,29.52,-0.007424941
29/08/2011,29.74,0.023130283
26/08/2011,29.06,0.012814028
25/08/2011,28.69,-0.002784548
24/08/2011,28.77,0.027843208
23/08/2011,27.98,0.013674197
22/08/2011,27.6,0.010929071
19/08/2011,27.3,-0.008389617
18/08/2011,27.53,-0.032168607
17/08/2011,28.43,0.003876657
16/08/2011,28.32,-0.004579892
15/08/2011,28.45,0.01522962
12/08/2011,28.02,-0.013470604
11/08/2011,28.4,0.056868481
10/08/2011,26.83,-0.05475357
09/08/2011,28.34,0.089259363
08/08/2011,25.92,-0.0867863
05/08/2011,28.27,-0.012304602
04/08/2011,28.62,-0.028588136
03/08/2011,29.45,0.033140762
02/08/2011,28.49,-0.017397794
01/08/2011,28.99,-0.01710028
29/07/2011,29.49,0.006463707
28/07/2011,29.3,-0.00883458
27/07/2011,29.56,-0.00101437
26/07/2011,29.59,0.001691189
25/07/2011,29.54,-0.00842749
22/07/2011,29.79,-0.010020124
21/07/2011,30.09,0.017770795
20/07/2011,29.56,0.000338352
19/07/2011,29.55,0.002710947
18/07/2011,29.47,-0.013481835
15/07/2011,29.87,-0.010656111
14/07/2011,30.19,-0.018053994
13/07/2011,30.74,0.006527438
12/07/2011,30.54,0.001638539
11/07/2011,30.49,-0.024620615
08/07/2011,31.25,-0.006697521
07/07/2011,31.46,0.004460027
06/07/2011,31.32,-0.005095552
05/07/2011,31.48,-0.001904158
01/07/2011,31.54,0.011159051
30/06/2011,31.19,0.007724531
29/06/2011,30.95,0.016944035
28/06/2011,30.43,0.016233585
27/06/2011,29.94,0.000668226
24/06/2011,29.92,-0.005000844
23/06/2011,30.07,-0.003320056
22/06/2011,30.17,-0.01087863
21/06/2011,30.5,0.021541844
20/06/2011,29.85,0.002012073
17/06/2011,29.79,0.005385405
16/06/2011,29.63,0
15/06/2011,29.63,-0.015405529
14/06/2011,30.09,0.00633441
13/06/2011,29.9,0.009746338
10/06/2011,29.61,-0.011083237
09/06/2011,29.94,0.001002506
08/06/2011,29.91,-0.015262406
07/06/2011,30.37,0.009927282
06/06/2011,30.07,-0.006629126
03/06/2011,30.27,0.001322314
02/06/2011,30.23,-0.001322314
01/06/2011,30.27,-0.013127855
31/05/2011,30.67,-0.002930167
27/05/2011,30.76,0.001301236
26/05/2011,30.72,0.012117391
25/05/2011,30.35,0.014603645
24/05/2011,29.91,-0.001336452
23/05/2011,29.95,-0.015899639
20/05/2011,30.43,-0.00229772
19/05/2011,30.5,0.006248993
18/05/2011,30.31,0.010280309
17/05/2011,30,-0.00332779
16/05/2011,30.1,0.012032231
13/05/2011,29.74,-0.012696462
12/05/2011,30.12,0.005326244
11/05/2011,29.96,0.000333834
10/05/2011,29.95,0.008045635
09/05/2011,29.71,-0.001009252
06/05/2011,29.74,0.000336304
05/05/2011,29.73,-0.021298642
04/05/2011,30.37,-0.01308491
03/05/2011,30.77,0.00554018
02/05/2011,30.6,0.01051258
29/04/2011,30.28,-0.003626178
28/04/2011,30.39,0.014250448
27/04/2011,29.96,0.010063822
26/04/2011,29.66,0.001687195
25/04/2011,29.61,-0.005724885
21/04/2011,29.78,0.012842353
20/04/2011,29.4,0.019578163
19/04/2011,28.83,-0.007601972
18/04/2011,29.05,-0.016049516
15/04/2011,29.52,0.006116227
14/04/2011,29.34,-0.002722942
13/04/2011,29.42,0.004428554
12/04/2011,29.29,-0.018938679
11/04/2011,29.85,-0.007343157
08/04/2011,30.07,-0.005637554
07/04/2011,30.24,0.016000341
06/04/2011,29.76,-0.003354582
05/04/2011,29.86,-0.010328261
04/04/2011,30.17,0.005650672
01/04/2011,30,0.006353474
31/03/2011,29.81,-0.001005868
30/03/2011,29.84,-0.002677378
29/03/2011,29.92,0.003347844
28/03/2011,29.82,0.000670916
25/03/2011,29.8,0.010457171
24/03/2011,29.49,0.007488122
23/03/2011,29.27,0.007544617
22/03/2011,29.05,-0.013335811
21/03/2011,29.44,0.008528109
18/03/2011,29.19,0.000685401
17/03/2011,29.17,-0.000685401
16/03/2011,29.19,-0.024700968
15/03/2011,29.92,-0.010307656
14/03/2011,30.23,-0.001322314
11/03/2011,30.27,0.035988414
10/03/2011,29.2,-0.018660423
09/03/2011,29.75,-0.01169604
08/03/2011,30.1,0.005329793
07/03/2011,29.94,-0.009970172
04/03/2011,30.24,-0.00297177
03/03/2011,30.33,0.009607495
02/03/2011,30.04,-0.006966358
01/03/2011,30.25,-0.006261349
28/02/2011,30.44,0.007915609
25/02/2011,30.2,0.007311432
24/02/2011,29.98,0.007701361
23/02/2011,29.75,-0.015012792
22/02/2011,30.2,-0.019023204
18/02/2011,30.78,0.000975134
17/02/2011,30.75,0.015732871
16/02/2011,30.27,0.001322314
15/02/2011,30.23,0.046031815
14/02/2011,28.87,0.002427607
11/02/2011,28.8,0.010822239
10/02/2011,28.49,-0.010822239
09/02/2011,28.8,0.007668215
08/02/2011,28.58,0.005262247
07/02/2011,28.43,0.001407955
04/02/2011,28.39,0.004235799
03/02/2011,28.27,0.002833867
02/02/2011,28.19,-0.005659725
01/02/2011,28.35,0.016717444
31/01/2011,27.88,0.003593249
28/01/2011,27.78,-0.022776785
27/01/2011,28.42,0.019901154
26/01/2011,27.86,-0.005012542
25/01/2011,28,0.012217184
