Date,Close,SEE
11/11/2010,22.81,-0.004810856
10/11/2010,22.92,-0.014725255
09/11/2010,23.26,-0.011115976
08/11/2010,23.52,-0.00297177
05/11/2010,23.59,-0.001694198
04/11/2010,23.63,0.019227253
03/11/2010,23.18,-0.007307146
02/11/2010,23.35,0.012931215
01/11/2010,23.05,-0.004329011
29/10/2010,23.15,0.006500565
28/10/2010,23,-0.007364123
27/10/2010,23.17,-0.016267482
26/10/2010,23.55,-0.01349662
25/10/2010,23.87,0.004618946
22/10/2010,23.76,-0.002102166
21/10/2010,23.81,-0.006280113
20/10/2010,23.96,0.020662763
19/10/2010,23.47,-0.009752038
18/10/2010,23.7,-0.002949233
15/10/2010,23.77,0.015261
14/10/2010,23.41,0.000854701
13/10/2010,23.39,0.019426469
