Date,Close,SO
04/04/2014,43.7,0.008964547
03/04/2014,43.31,0.000461894
02/04/2014,43.29,-0.004839277
01/04/2014,43.5,-0.010064129
31/03/2014,43.94,0.013057109
28/03/2014,43.37,-0.000691483
27/03/2014,43.4,0.005777024
26/03/2014,43.15,-0.006468029
25/03/2014,43.43,0.005773021
24/03/2014,43.18,0.006039507
21/03/2014,42.92,0.003033487
20/03/2014,42.79,0
19/03/2014,42.79,-0.015306421
18/03/2014,43.45,-0.001609751
17/03/2014,43.52,0.000689576
14/03/2014,43.49,0.007616886
13/03/2014,43.16,0.01235591
12/03/2014,42.63,0.013698844
11/03/2014,42.05,-0.002612518
10/03/2014,42.16,0.001424164
07/03/2014,42.1,0.001426195
06/03/2014,42.04,-0.004272496
05/03/2014,42.22,-0.002602012
04/03/2014,42.33,0.006636668
03/03/2014,42.05,-0.007109035
28/02/2014,42.35,0.008060736
27/02/2014,42.01,0.000238067
26/02/2014,42,-0.004039449
25/02/2014,42.17,0.00118638
24/02/2014,42.12,-0.005445734
21/02/2014,42.35,-0.001179941
20/02/2014,42.4,0.005439294
19/02/2014,42.17,-0.008735742
18/02/2014,42.54,0.000470256
14/02/2014,42.52,0.006843685
13/02/2014,42.23,0.014790346
12/02/2014,41.61,-0.001920769
11/02/2014,41.69,0.009883171
10/02/2014,41.28,0.00437
07/02/2014,41.1,0.00463359
06/02/2014,40.91,0.002202375
05/02/2014,40.82,-0.004399909
04/02/2014,41,-0.006079046
03/02/2014,41.25,0.000242454
31/01/2014,41.24,0.008523125
30/01/2014,40.89,0
29/01/2014,40.89,-0.008765578
28/01/2014,41.25,0
27/01/2014,41.25,0.000727537
24/01/2014,41.22,-0.005081681
23/01/2014,41.43,-0.004094911
22/01/2014,41.6,-0.001201201
21/01/2014,41.65,0.011834458
17/01/2014,41.16,-0.001941748
16/01/2014,41.24,0.003887274
15/01/2014,41.08,-0.000486736
14/01/2014,41.1,-0.004127722
13/01/2014,41.27,-0.002903462
10/01/2014,41.39,0.01877875
09/01/2014,40.62,0.005430771
08/01/2014,40.4,-0.008871423
07/01/2014,40.76,0.008871423
06/01/2014,40.4,-0.001731174
03/01/2014,40.47,-0.005421403
02/01/2014,40.69,-0.010269039
31/12/2013,41.11,0.002679334
30/12/2013,41,0.003420477
27/12/2013,40.86,0.00269575
26/12/2013,40.75,-0.005140141
24/12/2013,40.96,0.001955035
23/12/2013,40.88,-0.004393466
20/12/2013,41.06,0.006597458
19/12/2013,40.79,-0.005378986
18/12/2013,41.01,0.017216362
17/12/2013,40.31,-0.001735036
16/12/2013,40.38,0.00645965
13/12/2013,40.12,-0.001992033
12/12/2013,40.2,-0.001988072
11/12/2013,40.28,-0.004458764
10/12/2013,40.46,-0.014233369
09/12/2013,41.04,-0.009458055
06/12/2013,41.43,0.011897676
05/12/2013,40.94,-0.003657203
04/12/2013,41.09,0.005123837
03/12/2013,40.88,0.003430535
02/12/2013,40.74,0.002703701
29/11/2013,40.63,-0.001229861
27/11/2013,40.68,-0.00122835
26/11/2013,40.73,-0.006607145
25/11/2013,41,-0.00559408
22/11/2013,41.23,-0.003389834
21/11/2013,41.37,-0.0007249
20/11/2013,41.4,-0.016054017
19/11/2013,42.07,-0.006161157
18/11/2013,42.33,-0.002123895
15/11/2013,42.42,0.001415428
14/11/2013,42.36,0.014744619
13/11/2013,41.74,0.008420596
12/11/2013,41.39,-0.002654121
11/11/2013,41.5,0.007012482
08/11/2013,41.21,-0.007494294
07/11/2013,41.52,-0.00600314
06/11/2013,41.77,0.016170257
05/11/2013,41.1,-0.009444313
04/11/2013,41.49,0.011392682
01/11/2013,41.02,0.002685221
31/10/2013,40.91,-0.023911295
30/10/2013,41.9,-0.011626658
29/10/2013,42.39,-0.001178828
28/10/2013,42.44,-0.000471143
25/10/2013,42.46,0.010654771
24/10/2013,42.01,-0.006642966
23/10/2013,42.29,0.00023649
22/10/2013,42.28,0.012375217
21/10/2013,41.76,-0.004301082
18/10/2013,41.94,0.000715564
17/10/2013,41.91,0.015146341
16/10/2013,41.28,0.0104713
15/10/2013,40.85,-0.0121656
14/10/2013,41.35,-0.00818887
11/10/2013,41.69,0.002882539
10/10/2013,41.57,0.00724291
09/10/2013,41.27,0.006319904
08/10/2013,41.01,0.012760909
07/10/2013,40.49,-0.004189778
04/10/2013,40.66,0.002462449
03/10/2013,40.56,-0.018806269
02/10/2013,41.33,0.001210507
01/10/2013,41.28,0.00242542
30/09/2013,41.18,-0.001213445
27/09/2013,41.23,-0.007249911
26/09/2013,41.53,-0.004564572
25/09/2013,41.72,-0.008591938
24/09/2013,42.08,-0.002136499
23/09/2013,42.17,0.009291312
20/09/2013,41.78,-0.01236933
19/09/2013,42.3,-0.007771145
18/09/2013,42.63,0.035334304
17/09/2013,41.15,0.005116347
16/09/2013,40.94,-0.0004884
13/09/2013,40.96,0.004894772
12/09/2013,40.76,-0.006358544
11/09/2013,41.02,-0.009462645
10/09/2013,41.41,0.004356251
09/09/2013,41.23,0.002671526
06/09/2013,41.12,0.009038781
05/09/2013,40.75,-0.003429695
04/09/2013,40.89,-0.004879249
03/09/2013,41.09,-0.012816038
30/08/2013,41.62,0.004334223
29/08/2013,41.44,-0.004814646
28/08/2013,41.64,-0.000960154
27/08/2013,41.68,-0.005264429
26/08/2013,41.9,-0.007845042
23/08/2013,42.23,0.007129308
22/08/2013,41.93,0.006220116
21/08/2013,41.67,-0.013822908
20/08/2013,42.25,0.004744967
19/08/2013,42.05,-0.008053099
16/08/2013,42.39,-0.011959341
15/08/2013,42.9,-0.016414656
14/08/2013,43.61,-0.00389061
13/08/2013,43.78,0.005037794
12/08/2013,43.56,-0.007091417
09/08/2013,43.87,-0.003867597
08/08/2013,44.04,-0.002268089
07/08/2013,44.14,0.00841775
06/08/2013,43.77,-0.006830628
05/08/2013,44.07,-0.006107925
02/08/2013,44.34,-0.000225505
01/08/2013,44.35,-0.010987889
31/07/2013,44.84,-0.012851938
30/07/2013,45.42,0.000440432
29/07/2013,45.4,0.00132246
26/07/2013,45.34,0.004420874
25/07/2013,45.14,0.002217788
24/07/2013,45.04,-0.012795233
23/07/2013,45.62,0.002414135
22/07/2013,45.51,-0.001098057
19/07/2013,45.56,-0.001316078
18/07/2013,45.62,0.007922577
17/07/2013,45.26,0.00022097
16/07/2013,45.25,-0.006607954
15/07/2013,45.55,0.012370381
12/07/2013,44.99,0.000667037
11/07/2013,44.96,0.016369914
10/07/2013,44.23,0.002490097
09/07/2013,44.12,0.006138476
08/07/2013,43.85,0.016324078
05/07/2013,43.14,-0.0060088
03/07/2013,43.4,-0.004827041
02/07/2013,43.61,-0.00457562
01/07/2013,43.81,-0.007277721
28/06/2013,44.13,0.002950189
27/06/2013,44,-0.000681586
26/06/2013,44.03,0.010731922
25/06/2013,43.56,0.014335506
24/06/2013,42.94,-0.003719205
21/06/2013,43.1,0.01448962
20/06/2013,42.48,-0.025335463
19/06/2013,43.57,-0.026722605
18/06/2013,44.75,0.005152918
17/06/2013,44.52,0.000674082
14/06/2013,44.49,-0.003589863
13/06/2013,44.65,0.01648451
12/06/2013,43.92,-0.007711537
11/06/2013,44.26,-0.003158135
10/06/2013,44.4,-0.000900495
07/06/2013,44.44,0.000225048
06/06/2013,44.43,0.016795674
05/06/2013,43.69,-0.005933381
04/06/2013,43.95,-0.003180375
03/06/2013,44.09,0.004318679
31/05/2013,43.9,-0.005225503
30/05/2013,44.13,-0.002941511
29/05/2013,44.26,-0.014133718
28/05/2013,44.89,-0.006882034
24/05/2013,45.2,-0.007054703
23/05/2013,45.52,-0.005258557
22/05/2013,45.76,-0.01475081
21/05/2013,46.44,0.000861698
20/05/2013,46.4,-0.004301082
17/05/2013,46.6,0.00645858
16/05/2013,46.3,-0.007745306
15/05/2013,46.66,0.00860961
14/05/2013,46.26,0.009120584
13/05/2013,45.84,-0.005655878
10/05/2013,46.1,-0.002599655
09/05/2013,46.22,-0.015244525
08/05/2013,46.93,-0.007218715
07/05/2013,47.27,0.010847708
06/05/2013,46.76,-0.010636135
03/05/2013,47.26,0.000634988
02/05/2013,47.23,-0.012832826
01/05/2013,47.84,-0.008119124
30/04/2013,48.23,0.001867802
29/04/2013,48.14,0.003954631
26/04/2013,47.95,-0.002915454
25/04/2013,48.09,0.00124844
24/04/2013,48.03,-0.012825993
23/04/2013,48.65,0.003706759
22/04/2013,48.47,-0.000824912
19/04/2013,48.51,0.013280959
18/04/2013,47.87,-0.001878327
17/04/2013,47.96,-0.003538353
16/04/2013,48.13,0.016127693
15/04/2013,47.36,-0.01091989
12/04/2013,47.88,0.00544504
11/04/2013,47.62,0.003576316
10/04/2013,47.45,0.002954835
09/04/2013,47.31,-0.003797473
08/04/2013,47.49,0.006337157
05/04/2013,47.19,-0.000847278
04/04/2013,47.23,0.011499275
03/04/2013,46.69,-0.002780453
02/04/2013,46.82,0.001710133
01/04/2013,46.74,-0.003843695
28/03/2013,46.92,0.012007005
27/03/2013,46.36,0.004756766
26/03/2013,46.14,0.011114858
25/03/2013,45.63,-0.000657246
22/03/2013,45.66,0.005049961
21/03/2013,45.43,-0.007893047
20/03/2013,45.79,0.007012959
19/03/2013,45.47,0.003525009
18/03/2013,45.31,-0.004624031
15/03/2013,45.52,0.003300696
14/03/2013,45.37,0.001764836
13/03/2013,45.29,0.001989171
12/03/2013,45.2,-0.002430672
11/03/2013,45.31,-0.000220677
08/03/2013,45.32,-0.00154338
07/03/2013,45.39,-0.001980852
06/03/2013,45.48,0.002642009
05/03/2013,45.36,0.007301725
04/03/2013,45.03,0.004451376
01/03/2013,44.83,-0.004007129
28/02/2013,45.01,-0.001332149
27/02/2013,45.07,0.008019646
26/02/2013,44.71,0.003809528
25/02/2013,44.54,-0.004480294
22/02/2013,44.74,0.006953039
21/02/2013,44.43,-0.002697237
20/02/2013,44.55,0.001572504
19/02/2013,44.48,0.008353136
15/02/2013,44.11,0.00454443
14/02/2013,43.91,-0.005903741
13/02/2013,44.17,0.000226424
12/02/2013,44.16,0.002267061
11/02/2013,44.06,0.004777623
08/02/2013,43.85,0.000456204
07/02/2013,43.83,0
06/02/2013,43.83,0.004573527
05/02/2013,43.63,-0.004117115
04/02/2013,43.81,-0.004554779
01/02/2013,44.01,-0.004986411
31/01/2013,44.23,-0.006759827
30/01/2013,44.53,-0.00201907
29/01/2013,44.62,0.00606948
28/01/2013,44.35,-0.002252253
25/01/2013,44.45,0.005413954
24/01/2013,44.21,0.007720293
23/01/2013,43.87,0.000455996
22/01/2013,43.85,0.008243692
18/01/2013,43.49,0.011330911
17/01/2013,43,0.002095217
16/01/2013,42.91,-0.001862632
15/01/2013,42.99,-0.0013947
14/01/2013,43.05,-0.00255191
11/01/2013,43.16,-0.001389211
10/01/2013,43.22,0.003708859
09/01/2013,43.06,-0.004865062
08/01/2013,43.27,-0.002769446
07/01/2013,43.39,-0.017590402
04/01/2013,44.16,0.008870751
03/01/2013,43.77,-0.000228441
02/01/2013,43.78,0.022405372
31/12/2012,42.81,0.011275666
28/12/2012,42.33,-0.008234372
27/12/2012,42.68,-0.003274857
26/12/2012,42.82,-0.006749706
24/12/2012,43.11,-0.004859433
21/12/2012,43.32,-0.004376375
20/12/2012,43.51,0.004376375
19/12/2012,43.32,-0.012844213
18/12/2012,43.88,0.00319562
17/12/2012,43.74,0.018226367
14/12/2012,42.95,-0.004645769
13/12/2012,43.15,-0.005316088
12/12/2012,43.38,-0.005058645
11/12/2012,43.6,-0.001833181
10/12/2012,43.68,-0.001144034
07/12/2012,43.73,0
06/12/2012,43.73,0.006193391
05/12/2012,43.46,0.012969149
04/12/2012,42.9,-0.006273984
03/12/2012,43.17,-0.008763894
30/11/2012,43.55,0.005988042
29/11/2012,43.29,0.012318575
28/11/2012,42.76,-0.000701344
27/11/2012,42.79,0.0037462
26/11/2012,42.63,0.014174582
23/11/2012,42.03,-0.005930512
21/11/2012,42.28,-0.003541498
20/11/2012,42.43,-0.007981263
19/11/2012,42.77,0.001872221
16/11/2012,42.69,0.003519891
15/11/2012,42.54,-0.007960707
14/11/2012,42.88,-0.001631132
13/11/2012,42.95,0.008651989
12/11/2012,42.58,-0.010512887
09/11/2012,43.03,-0.005330874
08/11/2012,43.26,0.010690318
07/11/2012,42.8,-0.030828298
06/11/2012,44.14,-0.010815788
05/11/2012,44.62,-0.025446666
02/11/2012,45.77,-0.00544723
01/11/2012,46.02,-0.017661454
31/10/2012,46.84,0.010947839
26/10/2012,46.33,0.002160761
25/10/2012,46.23,0.004118354
24/10/2012,46.04,-0.003469214
23/10/2012,46.2,-0.007547206
22/10/2012,46.55,-0.001931538
19/10/2012,46.64,-0.003424661
18/10/2012,46.8,0.005571045
17/10/2012,46.54,0.014064929
16/10/2012,45.89,0.005243621
15/10/2012,45.65,0.000876616
12/10/2012,45.61,-0.002408848
11/10/2012,45.72,-0.005235614
10/10/2012,45.96,0.000217604
09/10/2012,45.95,-0.00260813
08/10/2012,46.07,0.002172969
05/10/2012,45.97,0
04/10/2012,45.97,0.002613811
03/10/2012,45.85,0.006125593
02/10/2012,45.57,-0.002192022
01/10/2012,45.67,-0.00915438
28/09/2012,46.09,0.003695255
27/09/2012,45.92,-0.004129094
26/09/2012,46.11,0.008056658
25/09/2012,45.74,-0.001747488
24/09/2012,45.82,0.012297037
21/09/2012,45.26,0.000441989
20/09/2012,45.24,0.001548502
19/09/2012,45.17,0.004659944
18/09/2012,44.96,0.000667483
17/09/2012,44.93,-0.002667261
14/09/2012,45.05,-0.019127768
13/09/2012,45.92,0.013152316
12/09/2012,45.32,-0.002204101
11/09/2012,45.42,-0.005926919
10/09/2012,45.69,-0.004803503
07/09/2012,45.91,-0.003479021
06/09/2012,46.07,0.015310885
05/09/2012,45.37,-0.002201674
04/09/2012,45.47,0.003083703
31/08/2012,45.33,-0.001102414
30/08/2012,45.38,-0.00308031
29/08/2012,45.52,-0.005477065
28/08/2012,45.77,-0.005664503
27/08/2012,46.03,0.003264066
24/08/2012,45.88,0.006560268
23/08/2012,45.58,-0.011126983
22/08/2012,46.09,0.00587533
21/08/2012,45.82,-0.003268333
20/08/2012,45.97,-0.002390007
17/08/2012,46.08,0.000217037
16/08/2012,46.07,-0.00692194
15/08/2012,46.39,-0.004516622
14/08/2012,46.6,-0.00385522
13/08/2012,46.78,-0.002988263
10/08/2012,46.92,0.002347168
09/08/2012,46.81,-0.002560274
08/08/2012,46.93,-0.004464768
07/08/2012,47.14,-0.005289338
06/08/2012,47.39,0.000844416
03/08/2012,47.35,0.005506155
02/08/2012,47.09,-0.01684605
01/08/2012,47.89,-0.005414424
31/07/2012,48.15,-0.003731348
30/07/2012,48.33,-0.001860466
27/07/2012,48.42,0.007046661
26/07/2012,48.08,0.014244062
25/07/2012,47.4,0.006136936
24/07/2012,47.11,-0.010977522
23/07/2012,47.63,-0.002935013
20/07/2012,47.77,0.00146643
19/07/2012,47.7,-0.002303425
18/07/2012,47.81,0.002303425
17/07/2012,47.7,0.002518893
16/07/2012,47.58,-0.000630318
13/07/2012,47.61,0.008648931
12/07/2012,47.2,0.000211887
11/07/2012,47.19,0.005311815
10/07/2012,46.94,0.002346167
09/07/2012,46.83,0.006211865
06/07/2012,46.54,0.001935693
05/07/2012,46.45,-0.00086077
03/07/2012,46.49,-0.004721039
02/07/2012,46.71,0.008816313
29/06/2012,46.3,-0.007745306
28/06/2012,46.66,0.001286725
27/06/2012,46.6,0.005595022
26/06/2012,46.34,0.001944055
25/06/2012,46.25,-0.00646554
22/06/2012,46.55,0.001935276
21/06/2012,46.46,-0.006436409
20/06/2012,46.76,-0.019903261
19/06/2012,47.7,-0.012293102
18/06/2012,48.29,0.006023489
15/06/2012,48,0.00794817
14/06/2012,47.62,0.003576316
13/06/2012,47.45,0.002954835
12/06/2012,47.31,-0.000422654
11/06/2012,47.33,-0.001055855
08/06/2012,47.38,0.001689903
07/06/2012,47.3,0.0057246
06/06/2012,47.03,0.019539001
05/06/2012,46.12,0.001301801
04/06/2012,46.06,0.002391046
01/06/2012,45.95,0.000870891
31/05/2012,45.91,0.00130776
30/05/2012,45.85,-0.00043611
29/05/2012,45.87,0.003931853
25/05/2012,45.69,0.001971739
24/05/2012,45.6,0.005056623
23/05/2012,45.37,-0.00395953
22/05/2012,45.55,0.000878542
21/05/2012,45.51,0.000659413
18/05/2012,45.48,0.006175582
17/05/2012,45.2,-0.003974393
16/05/2012,45.38,-0.000440626
15/05/2012,45.4,-0.001100716
14/05/2012,45.45,-0.00197824
11/05/2012,45.54,-0.002412546
10/05/2012,45.65,0.006152513
09/05/2012,45.37,-0.007247204
08/05/2012,45.7,0.005705523
07/05/2012,45.44,0.001762115
04/05/2012,45.36,0.003754836
03/05/2012,45.19,-0.015589294
02/05/2012,45.9,-0.005215136
01/05/2012,46.14,0.004344055
30/04/2012,45.94,-0.001087784
27/04/2012,45.99,0.002176753
26/04/2012,45.89,0.00897456
25/04/2012,45.48,-0.00853864
24/04/2012,45.87,0.006342285
23/04/2012,45.58,-0.005469875
20/04/2012,45.83,0.007226573
19/04/2012,45.5,-0.001098298
18/04/2012,45.55,0.003518807
17/04/2012,45.39,0.004637305
16/04/2012,45.18,0.009786555
13/04/2012,44.74,-0.000446927
12/04/2012,44.76,0.005825694
11/04/2012,44.5,0.003151027
10/04/2012,44.36,-0.008082666
09/04/2012,44.72,-0.005574772
05/04/2012,44.97,-0.004216138
04/04/2012,45.16,-0.001769912
03/04/2012,45.24,0.003986716
02/04/2012,45.06,0.002889212
30/03/2012,44.93,0.002005125
29/03/2012,44.84,0.00469432
28/03/2012,44.63,-0.002908605
27/03/2012,44.76,0.005601
26/03/2012,44.51,0.008800689
23/03/2012,44.12,0.001133916
22/03/2012,44.07,0.002499149
21/03/2012,43.96,-0.001363947
20/03/2012,44.02,-0.000227144
