Date,Close,KIM
10/10/2013,20.19,0.030678795
09/10/2013,19.58,0.016997576
08/10/2013,19.25,-0.018018506
07/10/2013,19.6,0.001020929
04/10/2013,19.58,-0.005602256
03/10/2013,19.69,-0.024581122
02/10/2013,20.18,0.000495663
01/10/2013,20.17,-0.000495663
30/09/2013,20.18,-0.009371215
27/09/2013,20.37,-0.002451582
26/09/2013,20.42,0.01132738
25/09/2013,20.19,-0.003461066
24/09/2013,20.26,-0.011288463
23/09/2013,20.49,-0.006809365
20/09/2013,20.63,-0.023000535
19/09/2013,21.11,0.008085656
18/09/2013,20.94,0.014430265
17/09/2013,20.64,-0.003385735
16/09/2013,20.71,0.022461882
13/09/2013,20.25,0.000988142
12/09/2013,20.23,-0.011793748
11/09/2013,20.47,0.006862772
10/09/2013,20.33,-0.0024564
09/09/2013,20.38,0.013834213
06/09/2013,20.1,0.013523873
05/09/2013,19.83,-0.022932211
04/09/2013,20.29,0.019911061
03/09/2013,19.89,-0.007014057
30/08/2013,20.03,-0.008946382
29/08/2013,20.21,0.002477088
28/08/2013,20.16,-0.00445435
27/08/2013,20.25,-0.011294007
26/08/2013,20.48,-0.004384903
23/08/2013,20.57,0.002921132
22/08/2013,20.51,0.006849342
21/08/2013,20.37,-0.009770473
20/08/2013,20.57,0.023113889
19/08/2013,20.1,-0.019705071
16/08/2013,20.5,-0.037812593
15/08/2013,21.29,-0.020456315
14/08/2013,21.73,0.002303618
13/08/2013,21.68,-0.009182801
12/08/2013,21.88,-0.011361177
09/08/2013,22.13,0.002261933
08/08/2013,22.08,0.005449605
07/08/2013,21.96,-0.000910332
06/08/2013,21.98,-0.009508788
05/08/2013,22.19,-0.013873572
02/08/2013,22.5,-0.014998076
01/08/2013,22.84,0.012778319
31/07/2013,22.55,0.006674107
30/07/2013,22.4,-0.009773512
29/07/2013,22.62,-0.003970885
26/07/2013,22.71,0.000881057
25/07/2013,22.69,0.006189233
24/07/2013,22.55,-0.026259715
23/07/2013,23.15,0.001296737
22/07/2013,23.12,0.006509027
19/07/2013,22.97,0.000435445
18/07/2013,22.96,0.017575145
17/07/2013,22.56,0.002218772
16/07/2013,22.51,0.000444346
15/07/2013,22.5,0.007136516
12/07/2013,22.34,-0.005802293
11/07/2013,22.47,0.02295847
10/07/2013,21.96,-0.003182544
09/07/2013,22.03,0.016014984
08/07/2013,21.68,0.013934271
05/07/2013,21.38,-0.002802431
03/07/2013,21.44,-0.006045124
02/07/2013,21.57,0.023927954
01/07/2013,21.06,-0.017416303
28/06/2013,21.43,-0.00928943
27/06/2013,21.63,0.02718068
26/06/2013,21.05,0.006673047
25/06/2013,20.91,0.007199455
24/06/2013,20.76,-0.003846159
21/06/2013,20.84,0.012068696
20/06/2013,20.59,-0.046961439
19/06/2013,21.58,-0.031473521
18/06/2013,22.27,0.009474467
17/06/2013,22.06,0.002269118
14/06/2013,22.01,-0.003175326
13/06/2013,22.08,0.017820897
12/06/2013,21.69,-0.006891826
11/06/2013,21.84,-0.015898586
10/06/2013,22.19,0.002707583
07/06/2013,22.13,0.006346349
06/06/2013,21.99,0.029536065
05/06/2013,21.35,-0.022233431
04/06/2013,21.83,-0.013648984
03/06/2013,22.13,-0.000903342
31/05/2013,22.15,-0.00180424
30/05/2013,22.19,-0.016093329
29/05/2013,22.55,-0.011902278
28/05/2013,22.82,-0.014357436
24/05/2013,23.15,-0.009886176
23/05/2013,23.38,-0.012327467
22/05/2013,23.67,-0.021730901
21/05/2013,24.19,0.002897953
20/05/2013,24.12,-0.004137366
17/05/2013,24.22,0.002894358
16/05/2013,24.15,-0.02130355
15/05/2013,24.67,-0.004045313
14/05/2013,24.77,-0.003626843
13/05/2013,24.86,-0.004415018
10/05/2013,24.97,0.006428307
09/05/2013,24.81,-0.007629027
08/05/2013,25,0.005213567
07/05/2013,24.87,0.007263954
06/05/2013,24.69,0.0052792
03/05/2013,24.56,0.01642073
02/05/2013,24.16,0.02048995
01/05/2013,23.67,-0.004636468
30/04/2013,23.78,0.012695896
29/04/2013,23.48,0.016316377
26/04/2013,23.1,-0.001730104
25/04/2013,23.14,0.006503383
24/04/2013,22.99,0.000870322
23/04/2013,22.97,0.007428481
22/04/2013,22.8,-0.003939598
19/04/2013,22.89,0.014965068
18/04/2013,22.55,0.001775411
17/04/2013,22.51,-0.022838059
16/04/2013,23.03,0.012232568
15/04/2013,22.75,-0.021309787
12/04/2013,23.24,-0.005150226
11/04/2013,23.36,0.005580611
10/04/2013,23.23,0.001723396
09/04/2013,23.19,0.008226935
08/04/2013,23,0.01754431
05/04/2013,22.6,-0.006615239
04/04/2013,22.75,0.014165797
03/04/2013,22.43,-0.00489216
02/04/2013,22.54,0.008465188
01/04/2013,22.35,-0.002234638
28/03/2013,22.4,0.008518321
27/03/2013,22.21,0.001802614
26/03/2013,22.17,-0.000450958
25/03/2013,22.18,-0.005844027
22/03/2013,22.31,0.0094574
21/03/2013,22.1,-0.004965029
20/03/2013,22.21,0.011320021
19/03/2013,21.96,0.001367054
18/03/2013,21.93,-0.006363658
15/03/2013,22.07,0.000453206
14/03/2013,22.06,0.007279377
13/03/2013,21.9,-0.002280503
12/03/2013,21.95,-0.000455477
11/03/2013,21.96,-0.004996604
08/03/2013,22.07,-0.001358388
07/03/2013,22.1,-0.006314861
06/03/2013,22.24,0.001349831
05/03/2013,22.21,0.011775498
04/03/2013,21.95,0.00685717
01/03/2013,21.8,0.001377095
28/02/2013,21.77,0.000459453
27/02/2013,21.76,0.015748357
26/02/2013,21.42,0.011267725
25/02/2013,21.18,-0.024715644
22/02/2013,21.71,0.016721244
21/02/2013,21.35,-0.007930996
20/02/2013,21.52,-0.018416727
19/02/2013,21.92,0.009626478
15/02/2013,21.71,0.007861312
14/02/2013,21.54,0
13/02/2013,21.54,0.001393728
12/02/2013,21.51,0.003726134
11/02/2013,21.43,-0.005584007
08/02/2013,21.55,0.015903048
07/02/2013,21.21,-0.001884127
06/02/2013,21.25,0.01088253
05/02/2013,21.02,-0.000951022
04/02/2013,21.04,-0.000475172
01/02/2013,21.05,0.013390922
31/01/2013,20.77,-0.000481348
30/01/2013,20.78,-0.001923078
29/01/2013,20.82,0.001923078
28/01/2013,20.78,0.003857285
25/01/2013,20.7,0.016561509
24/01/2013,20.36,0.010864304
23/01/2013,20.14,0.001490684
22/01/2013,20.11,0.012006147
18/01/2013,19.87,0.002015114
17/01/2013,19.83,0.004548909
16/01/2013,19.74,-0.005053068
15/01/2013,19.84,0.003534465
14/01/2013,19.77,-0.001516301
11/01/2013,19.8,-0.000504923
10/01/2013,19.81,0.002527168
09/01/2013,19.76,-0.000505945
08/01/2013,19.77,-0.00403837
07/01/2013,19.85,0.002522069
04/01/2013,19.8,0.008622929
03/01/2013,19.63,0.005107263
02/01/2013,19.53,0.010810916
31/12/2012,19.32,0.014073727
28/12/2012,19.05,-0.019751162
27/12/2012,19.43,-0.001542813
26/12/2012,19.46,-0.002053389
24/12/2012,19.5,0.002567396
21/12/2012,19.45,-0.010739045
20/12/2012,19.66,0.015377033
19/12/2012,19.36,-0.006179216
18/12/2012,19.48,0.009801471
17/12/2012,19.29,0
14/12/2012,19.29,0.00415585
13/12/2012,19.21,-0.006227316
12/12/2012,19.33,-0.004130104
11/12/2012,19.41,-0.000515066
10/12/2012,19.42,-0.009226103
07/12/2012,19.6,-0.005596555
06/12/2012,19.71,0.008662475
05/12/2012,19.54,0.003075348
04/12/2012,19.48,0.010320009
03/12/2012,19.28,0.001037883
30/11/2012,19.26,0.013591427
29/11/2012,19,0.00845671
28/11/2012,18.84,-0.002650412
27/11/2012,18.89,-0.014713876
26/11/2012,19.17,0
23/11/2012,19.17,0.008381401
21/11/2012,19.01,0.005274274
20/11/2012,18.91,0.005302239
19/11/2012,18.81,0.013379916
16/11/2012,18.56,0.015748357
15/11/2012,18.27,-0.002732989
14/11/2012,18.32,-0.020530165
13/11/2012,18.7,-0.009049836
12/11/2012,18.87,-0.003702728
09/11/2012,18.94,0
08/11/2012,18.94,-0.021932994
07/11/2012,19.36,-0.005665738
06/11/2012,19.47,0.002056556
05/11/2012,19.43,-0.008200969
02/11/2012,19.59,0.004092077
01/11/2012,19.51,-0.000512426
31/10/2012,19.52,-0.005619427
26/10/2012,19.63,-0.007612318
25/10/2012,19.78,-0.008056438
24/10/2012,19.94,-0.003004509
23/10/2012,20,-0.023228126
22/10/2012,20.47,-0.005359331
19/10/2012,20.58,-0.013034218
18/10/2012,20.85,0.011577553
17/10/2012,20.61,0.001942691
16/10/2012,20.57,0.006339938
15/10/2012,20.44,0.008351805
12/10/2012,20.27,-0.002463662
11/10/2012,20.32,0.003450829
10/10/2012,20.25,0.002472189
09/10/2012,20.2,0.000495172
08/10/2012,20.19,-0.002967361
05/10/2012,20.25,0.00693759
04/10/2012,20.11,-0.000994036
03/10/2012,20.13,0.012497038
02/10/2012,19.88,0.003022672
01/10/2012,19.82,-0.022450432
28/09/2012,20.27,-0.00344743
27/09/2012,20.34,0.005422739
26/09/2012,20.23,-0.000988142
25/09/2012,20.25,-0.016650727
24/09/2012,20.59,-0.001940806
21/09/2012,20.63,-0.003870348
20/09/2012,20.71,-0.009132484
19/09/2012,20.9,0.003835096
18/09/2012,20.82,-0.008608375
17/09/2012,21,-0.001427552
14/09/2012,21.03,0.009555734
13/09/2012,20.83,0.014020051
12/09/2012,20.54,-0.000973236
11/09/2012,20.56,0.007322464
10/09/2012,20.41,-0.003423823
07/09/2012,20.48,-0.00389864
06/09/2012,20.56,0.00928421
05/09/2012,20.37,-0.005873732
04/09/2012,20.49,0.00833134
31/08/2012,20.32,-0.001475289
30/08/2012,20.35,-0.00049128
29/08/2012,20.36,0.00049128
28/08/2012,20.35,0.001475289
27/08/2012,20.32,0
24/08/2012,20.32,0.007409271
23/08/2012,20.17,-0.007409271
22/08/2012,20.32,-0.002948405
21/08/2012,20.38,0.007387377
20/08/2012,20.23,-0.003946724
17/08/2012,20.31,0.011887213
16/08/2012,20.07,0.011526061
15/08/2012,19.84,0.008605469
14/08/2012,19.67,0
13/08/2012,19.67,0.005607968
10/08/2012,19.56,0.002047084
09/08/2012,19.52,0.005136118
08/08/2012,19.42,-0.010755545
07/08/2012,19.63,-0.009127852
06/08/2012,19.81,-0.006540904
03/08/2012,19.94,0.010587444
02/08/2012,19.73,-0.004046541
01/08/2012,19.81,0.016285347
31/07/2012,19.49,0.005144044
30/07/2012,19.39,0.00568918
27/07/2012,19.28,0.018320324
26/07/2012,18.93,0.007955491
25/07/2012,18.78,-0.001064396
24/07/2012,18.8,-0.005305052
23/07/2012,18.9,-0.00790518
20/07/2012,19.05,-0.009924344
19/07/2012,19.24,-0.008281621
18/07/2012,19.4,-0.008213599
17/07/2012,19.56,0.006668401
16/07/2012,19.43,0.007749974
13/07/2012,19.28,0.008856531
12/07/2012,19.11,-0.006779687
11/07/2012,19.24,0.010449416
10/07/2012,19.04,-0.01252626
09/07/2012,19.28,0.001557228
06/07/2012,19.25,0.013072082
05/07/2012,19,-0.00367744
03/07/2012,19.07,0.004730626
02/07/2012,18.98,-0.002630888
29/06/2012,19.03,0.030952311
28/06/2012,18.45,0.01089929
27/06/2012,18.25,-0.000547795
26/06/2012,18.26,0.002192983
25/06/2012,18.22,-0.012002326
22/06/2012,18.44,-0.004329011
21/06/2012,18.52,-0.012875714
20/06/2012,18.76,0.001066667
19/06/2012,18.74,0.005887092
18/06/2012,18.63,0
15/06/2012,18.63,0.00862539
14/06/2012,18.47,0.020235856
13/06/2012,18.1,-0.00441015
12/06/2012,18.18,0.018318581
11/06/2012,17.85,-0.033060862
08/06/2012,18.45,0.012544479
07/06/2012,18.22,-0.003834571
06/06/2012,18.29,0.030532486
05/06/2012,17.74,0.021077397
04/06/2012,17.37,-0.004595068
01/06/2012,17.45,-0.028250466
31/05/2012,17.95,0.007268693
30/05/2012,17.82,-0.032572573
29/05/2012,18.41,0.017534696
25/05/2012,18.09,-0.004962789
24/05/2012,18.18,0.003857817
23/05/2012,18.11,-0.002206289
22/05/2012,18.15,0.003311261
21/05/2012,18.09,0.016722798
18/05/2012,17.79,-0.018931523
17/05/2012,18.13,-0.037352109
16/05/2012,18.82,-0.020510843
15/05/2012,19.21,-0.001560468
14/05/2012,19.24,-0.019048195
11/05/2012,19.61,0.004600059
10/05/2012,19.52,-0.001024066
09/05/2012,19.54,-0.009169703
08/05/2012,19.72,-0.004553512
07/05/2012,19.81,0.016285347
04/05/2012,19.49,-0.005628053
03/05/2012,19.6,-0.006103783
02/05/2012,19.72,-0.002026343
01/05/2012,19.76,0.017871295
30/04/2012,19.41,0.003095978
27/04/2012,19.35,0
26/04/2012,19.35,0.004142937
25/04/2012,19.27,0.019916801
24/04/2012,18.89,0.020321555
23/04/2012,18.51,-0.015545743
20/04/2012,18.8,0.012309494
19/04/2012,18.57,0.001077586
18/04/2012,18.55,-0.007518832
17/04/2012,18.69,0.013466403
16/04/2012,18.44,0.018057946
13/04/2012,18.11,-0.01207479
12/04/2012,18.33,0.018167304
11/04/2012,18,0.011735256
10/04/2012,17.79,-0.022785092
09/04/2012,18.2,-0.010385445
05/04/2012,18.39,-0.017251102
04/04/2012,18.71,-0.018533758
03/04/2012,19.06,-0.008879661
02/04/2012,19.23,-0.001558847
30/03/2012,19.26,-0.001037883
29/03/2012,19.28,-0.010320009
28/03/2012,19.48,-0.002051283
27/03/2012,19.52,0.004106782
26/03/2012,19.44,0.01242252
23/03/2012,19.2,0.001563722
22/03/2012,19.17,-0.017580598
21/03/2012,19.51,0.002566078
20/03/2012,19.46,-0.015298616
19/03/2012,19.76,0.007620052
16/03/2012,19.61,0.007678563
15/03/2012,19.46,0.01033067
14/03/2012,19.26,0.014117882
13/03/2012,18.99,0.035919166
12/03/2012,18.32,0.008221477
09/03/2012,18.17,-0.000550206
08/03/2012,18.18,-0.009852296
07/03/2012,18.36,0.006557401
06/03/2012,18.24,-0.033956375
05/03/2012,18.87,0.005313509
02/03/2012,18.77,0.003736327
01/03/2012,18.7,0.015629529
29/02/2012,18.41,-0.001085776
28/02/2012,18.43,-0.0102565
27/02/2012,18.62,-0.004287252
24/02/2012,18.7,-0.001602993
23/02/2012,18.73,0.012355784
22/02/2012,18.5,-0.004315001
21/02/2012,18.58,-0.010174117
17/02/2012,18.77,-0.000532623
16/02/2012,18.78,0.018270256
15/02/2012,18.44,-0.005408342
14/02/2012,18.54,-0.015520783
13/02/2012,18.83,0.023644304
10/02/2012,18.39,-0.014039107
09/02/2012,18.65,-0.011197131
08/02/2012,18.86,0.013881696
07/02/2012,18.6,-0.008565363
06/02/2012,18.76,-0.006905738
03/02/2012,18.89,0.019781452
02/02/2012,18.52,0.013590859
01/02/2012,18.27,0.00109529
31/01/2012,18.25,-0.002189382
30/01/2012,18.29,-0.003819923
27/01/2012,18.36,-0.018883755
26/01/2012,18.71,-0.00479873
25/01/2012,18.8,0.016086138
24/01/2012,18.5,0.012510362
23/01/2012,18.27,0.00824407
20/01/2012,18.12,0.024582243
19/01/2012,17.68,0.009090972
18/01/2012,17.52,0.008598505
17/01/2012,17.37,0.008673081
13/01/2012,17.22,0.004073325
12/01/2012,17.15,0.003504676
11/01/2012,17.09,0.027285204
10/01/2012,16.63,0.021885372
09/01/2012,16.27,-0.011002556
06/01/2012,16.45,-0.011483958
05/01/2012,16.64,0.016970104
04/01/2012,16.36,-0.015767458
03/01/2012,16.62,0.023129455
30/12/2011,16.24,-0.017094433
29/12/2011,16.52,0.001817632
28/12/2011,16.49,-0.00965608
27/12/2011,16.65,-0.014903406
23/12/2011,16.9,0.000591891
22/12/2011,16.89,0.02336135
21/12/2011,16.5,-0.004233451
20/12/2011,16.57,0.034380304
19/12/2011,16.01,-0.007467365
16/12/2011,16.13,0.024475649
15/12/2011,15.74,0.015365219
14/12/2011,15.5,0.003878479
13/12/2011,15.44,-0.0122306
12/12/2011,15.63,-0.025893458
09/12/2011,16.04,0.025893458
08/12/2011,15.63,-0.030868593
07/12/2011,16.12,0.019418086
06/12/2011,15.81,0.003167567
05/12/2011,15.76,0.010845401
02/12/2011,15.59,0
01/12/2011,15.59,-0.011479718
30/11/2011,15.77,0.057419554
29/11/2011,14.89,-0.013342426
28/11/2011,15.09,0.024825159
25/11/2011,14.72,0.008185585
23/11/2011,14.6,-0.044213497
22/11/2011,15.26,-0.002617803
21/11/2011,15.3,-0.029622256
18/11/2011,15.76,0.00892294
17/11/2011,15.62,-0.019024036
16/11/2011,15.92,-0.012484557
15/11/2011,16.12,0.00684721
14/11/2011,16.01,-0.017951581
11/11/2011,16.3,0.013588844
10/11/2011,16.08,-0.015427643
09/11/2011,16.33,-0.057124393
08/11/2011,17.29,0.004056801
07/11/2011,17.22,-0.005790404
04/11/2011,17.32,-0.006904515
03/11/2011,17.44,0.005173912
02/11/2011,17.35,0.042985717
01/11/2011,16.62,-0.049878335
31/10/2011,17.47,-0.024315589
28/10/2011,17.9,0.012932427
27/10/2011,17.67,0.048111278
26/10/2011,16.84,0.007749666
25/10/2011,16.71,-0.003584233
24/10/2011,16.77,0.027200226
21/10/2011,16.32,0.047045364
20/10/2011,15.57,0.029327615
19/10/2011,15.12,-0.025466606
18/10/2011,15.51,0.04079513
17/10/2011,14.89,-0.039504808
14/10/2011,15.49,0.028152432
13/10/2011,15.06,-0.00199005
12/10/2011,15.09,0.028909576
11/10/2011,14.66,-0.028246666
10/10/2011,15.08,0.033718636
07/10/2011,14.58,-0.031727265
06/10/2011,15.05,0.028303776
05/10/2011,14.63,-0.011552966
04/10/2011,14.8,0.047743415
03/10/2011,14.11,-0.063164438
30/09/2011,15.03,-0.041061487
29/09/2011,15.66,0.018692133
28/09/2011,15.37,-0.028857405
27/09/2011,15.82,0.012722818
26/09/2011,15.62,0.025941792
23/09/2011,15.22,0.025958196
22/09/2011,14.83,-0.038364493
21/09/2011,15.41,-0.074386046
20/09/2011,16.6,0.000602591
19/09/2011,16.59,-0.020287092
16/09/2011,16.93,0.010688938
15/09/2011,16.75,0.019898154
14/09/2011,16.42,0.006108754
13/09/2011,16.32,0.003683245
12/09/2011,16.26,0.004314336
09/09/2011,16.19,-0.041735721
08/09/2011,16.88,-0.014701823
07/09/2011,17.13,0.049052896
06/09/2011,16.31,-0.019429877
02/09/2011,16.63,-0.039498208
01/09/2011,17.3,-0.022858138
31/08/2011,17.7,0.022858138
30/08/2011,17.3,0.002894358
29/08/2011,17.25,0.03660385
26/08/2011,16.63,0.001805598
25/08/2011,16.6,-0.006006024
24/08/2011,16.7,0.014475524
23/08/2011,16.46,0.012225091
22/08/2011,16.26,0.003696862
19/08/2011,16.2,-0.008604847
18/08/2011,16.34,-0.055354803
17/08/2011,17.27,-0.001735609
16/08/2011,17.3,-0.023987444
15/08/2011,17.72,0.049749993
12/08/2011,16.86,-0.013549545
11/08/2011,17.09,0.074062963
10/08/2011,15.87,-0.026120888
09/08/2011,16.29,0.106793914
08/08/2011,14.64,-0.094440452
05/08/2011,16.09,-0.030602143
04/08/2011,16.59,-0.073203404
03/08/2011,17.85,-0.010588006
02/08/2011,18.04,-0.037000956
01/08/2011,18.72,-0.01642421
29/07/2011,19.03,-0.003147956
28/07/2011,19.09,-0.008346423
27/07/2011,19.25,-0.037721088
26/07/2011,19.99,-0.002498128
25/07/2011,20.04,-0.01289061
22/07/2011,20.3,0.010398707
21/07/2011,20.09,0.01353065
20/07/2011,19.82,0.00505818
19/07/2011,19.72,0.027244039
18/07/2011,19.19,-0.008303109
15/07/2011,19.35,0.014051753
14/07/2011,19.08,-0.006269613
13/07/2011,19.2,-0.007265211
12/07/2011,19.34,0.009872774
11/07/2011,19.15,-0.01811175
08/07/2011,19.5,0.006688988
07/07/2011,19.37,0.015084811
06/07/2011,19.08,0.005781882
05/07/2011,18.97,0.012732267
01/07/2011,18.73,0.004816707
30/06/2011,18.64,-0.001072386
29/06/2011,18.66,0.011859977
28/06/2011,18.44,0.009809343
27/06/2011,18.26,0.00990652
24/06/2011,18.08,0.00221484
23/06/2011,18.04,-0.012668856
22/06/2011,18.27,0.006038997
21/06/2011,18.16,0.007739121
20/06/2011,18.02,0.016224132
17/06/2011,17.73,0.017639149
16/06/2011,17.42,0.015037877
15/06/2011,17.16,-0.013314234
14/06/2011,17.39,0.011567509
13/06/2011,17.19,-0.002324231
10/06/2011,17.23,-0.025216236
09/06/2011,17.67,-0.024595986
08/06/2011,18.11,-0.012620195
07/06/2011,18.34,0.013172529
06/06/2011,18.1,-0.031541495
03/06/2011,18.68,0.013473661
02/06/2011,18.43,-0.012402424
01/06/2011,18.66,-0.044544959
31/05/2011,19.51,0.018102382
27/05/2011,19.16,0.003660135
26/05/2011,19.09,0.009473755
25/05/2011,18.91,0.003708614
24/05/2011,18.84,0.000530926
23/05/2011,18.83,-0.007934451
20/05/2011,18.98,-0.022402604
19/05/2011,19.41,0.004647568
18/05/2011,19.32,0.012500163
17/05/2011,19.08,-0.00313972
16/05/2011,19.14,0.008394593
13/05/2011,18.98,-0.008394593
12/05/2011,19.14,-0.005211059
11/05/2011,19.24,-0.020576858
10/05/2011,19.64,0.019018821
09/05/2011,19.27,0.010433063
06/05/2011,19.07,-0.01405907
05/05/2011,19.34,-0.003097576
04/05/2011,19.4,0.000515597
03/05/2011,19.39,-0.013828645
02/05/2011,19.66,0.006122468
29/04/2011,19.54,0.004616577
28/04/2011,19.45,0.023934545
27/04/2011,18.99,0.005279843
26/04/2011,18.89,0.007972405
25/04/2011,18.74,0.003742319
21/04/2011,18.67,0.005370582
20/04/2011,18.57,0.015192913
19/04/2011,18.29,0.013208778
18/04/2011,18.05,0
15/04/2011,18.05,0.01845174
14/04/2011,17.72,0.014781395
13/04/2011,17.46,0
12/04/2011,17.46,-0.006849342
11/04/2011,17.58,0.002277905
08/04/2011,17.54,-0.00795007
07/04/2011,17.68,-0.017381991
06/04/2011,17.99,0.00389864
05/04/2011,17.92,-0.001115449
04/04/2011,17.94,0.001673641
01/04/2011,17.91,-0.023725251
31/03/2011,18.34,0.009312584
30/03/2011,18.17,0.014412666
29/03/2011,17.91,0.010665271
28/03/2011,17.72,-0.001691571
25/03/2011,17.75,0.003951459
24/03/2011,17.68,0.007380107
23/03/2011,17.55,-0.016389177
22/03/2011,17.84,0.00168303
21/03/2011,17.81,0.00732604
18/03/2011,17.68,0.012521507
17/03/2011,17.46,0.016166634
16/03/2011,17.18,-0.024152985
15/03/2011,17.6,-0.00623055
14/03/2011,17.71,-0.019016233
11/03/2011,18.05,0.008903787
10/03/2011,17.89,-0.030280321
09/03/2011,18.44,0.005437751
08/03/2011,18.34,0.010413906
07/03/2011,18.15,-0.002201432
04/03/2011,18.19,-0.009302393
03/03/2011,18.36,0.010402503
02/03/2011,18.17,-0.01799885
01/03/2011,18.5,-0.046470874
28/02/2011,19.38,0.026138446
25/02/2011,18.88,0.027928776
24/02/2011,18.36,-0.009216655
23/02/2011,18.53,-0.00430803
22/02/2011,18.61,-0.009625743
18/02/2011,18.79,-0.0031881
17/02/2011,18.85,0.006386397
16/02/2011,18.73,0.0188634
15/02/2011,18.38,-0.009206672
14/02/2011,18.55,-0.000538938
11/02/2011,18.56,-0.005373468
10/02/2011,18.66,-0.009600074
09/02/2011,18.84,0.008528836
08/02/2011,18.68,-0.002139038
07/02/2011,18.72,0.018329354
04/02/2011,18.38,-0.00704801
03/02/2011,18.51,0.004331355
02/02/2011,18.43,0.008172206
01/02/2011,18.28,0.010448267
31/01/2011,18.09,0.014476868
28/01/2011,17.83,-0.012263253
27/01/2011,18.05,0.003885656
26/01/2011,17.98,0.0061367
25/01/2011,17.87,0.001119821
24/01/2011,17.85,0.007874056
