Date,Close,ALXN
14/08/2013,109.69,-0.003912475
13/08/2013,110.12,0.007840317
12/08/2013,109.26,-0.043257248
09/08/2013,114.09,-0.000350539
08/08/2013,114.13,-0.00454586
07/08/2013,114.65,0.002445203
06/08/2013,114.37,-0.024187065
05/08/2013,117.17,-0.000938366
02/08/2013,117.28,0.00059704
01/08/2013,117.21,0.008740416
31/07/2013,116.19,-0.00763068
30/07/2013,117.08,0.061922654
29/07/2013,110.05,-0.022018414
26/07/2013,112.5,0.04490439
25/07/2013,107.56,-0.020247333
24/07/2013,109.76,0.003102475
23/07/2013,109.42,-0.03042265
22/07/2013,112.8,0.005600761
19/07/2013,112.17,0.005273755
18/07/2013,111.58,0.026242029
17/07/2013,108.69,0.015297197
16/07/2013,107.04,-0.008280272
15/07/2013,107.93,-0.056993684
12/07/2013,114.26,0.119009063
11/07/2013,101.44,0.013098024
10/07/2013,100.12,0.044837738
09/07/2013,95.73,0.014626451
08/07/2013,94.34,-0.022119461
05/07/2013,96.45,0.004259968
03/07/2013,96.04,0.007210439
02/07/2013,95.35,-0.005334462
01/07/2013,95.86,0.038494918
28/06/2013,92.24,-0.016664365
27/06/2013,93.79,0.011150539
26/06/2013,92.75,0.048262002
25/06/2013,88.38,0.004422528
24/06/2013,87.99,-0.00566638
21/06/2013,88.49,0.00022604
20/06/2013,88.47,-0.029184517
19/06/2013,91.09,-0.014170719
18/06/2013,92.39,0.011648926
17/06/2013,91.32,-0.009807205
14/06/2013,92.22,-0.012821379
13/06/2013,93.41,0.022300123
12/06/2013,91.35,-0.018223739
11/06/2013,93.03,0.012112184
10/06/2013,91.91,-0.026519349
07/06/2013,94.38,0.015590278
06/06/2013,92.92,0.022969496
05/06/2013,90.81,-0.019087671
04/06/2013,92.56,-0.031059719
03/06/2013,95.48,-0.021755753
31/05/2013,97.58,-0.035734264
30/05/2013,101.13,0.018865659
29/05/2013,99.24,-0.019458779
28/05/2013,101.19,0.020164389
24/05/2013,99.17,-0.007133916
23/05/2013,99.88,-0.006884537
22/05/2013,100.57,-0.020665959
21/05/2013,102.67,0.02604982
20/05/2013,100.03,-0.028287502
17/05/2013,102.9,0.010551094
16/05/2013,101.82,-0.032751804
15/05/2013,105.21,-0.024875737
14/05/2013,107.86,0.028207963
13/05/2013,104.86,0.006889979
10/05/2013,104.14,0.058831771
09/05/2013,98.19,0.016325636
08/05/2013,96.6,0.002591346
07/05/2013,96.35,-0.007444973
06/05/2013,97.07,-0.011268302
03/05/2013,98.17,0.020271312
02/05/2013,96.2,-0.004873759
01/05/2013,96.67,-0.013664362
30/04/2013,98,-0.006712117
29/04/2013,98.66,-0.006868714
26/04/2013,99.34,0.005248296
25/04/2013,98.82,0.102082708
24/04/2013,89.23,-0.027196016
23/04/2013,91.69,0.01361611
22/04/2013,90.45,-0.02349193
19/04/2013,92.6,0.006283197
18/04/2013,92.02,-0.029235899
17/04/2013,94.75,-0.015187514
16/04/2013,96.2,-0.000207879
15/04/2013,96.22,-0.03953245
12/04/2013,100.1,-0.003191704
11/04/2013,100.42,0.00369133
10/04/2013,100.05,0.017442596
09/04/2013,98.32,0.001424937
08/04/2013,98.18,-0.010335486
05/04/2013,99.2,0.003028776
04/04/2013,98.9,0.016618622
03/04/2013,97.27,-0.017932218
02/04/2013,99.03,0.035250014
01/04/2013,95.6,0.036863661
28/03/2013,92.14,-0.019134197
27/03/2013,93.92,0.027526159
26/03/2013,91.37,-0.01066851
25/03/2013,92.35,-0.012161803
22/03/2013,93.48,0.012270093
21/03/2013,92.34,-0.016539954
20/03/2013,93.88,0.012217492
19/03/2013,92.74,-0.009657764
18/03/2013,93.64,-0.000213561
15/03/2013,93.66,0.019623271
14/03/2013,91.84,0.003599677
13/03/2013,91.51,-0.002619231
12/03/2013,91.75,0.000872315
11/03/2013,91.67,0.006676542
08/03/2013,91.06,-0.012875246
07/03/2013,92.24,-0.01013923
06/03/2013,93.18,0.023563716
05/03/2013,91.01,0.012271449
04/03/2013,89.9,0.035437002
01/03/2013,86.77,0.000345801
28/02/2013,86.74,0.002308404
27/02/2013,86.54,0.013729128
26/02/2013,85.36,-0.01083611
25/02/2013,86.29,-0.013239127
22/02/2013,87.44,0.001831502
21/02/2013,87.28,0.032843292
20/02/2013,84.46,0.012749651
19/02/2013,83.39,-0.03093517
15/02/2013,86.01,-0.018659837
14/02/2013,87.63,-0.048773862
13/02/2013,92.01,0.019756981
12/02/2013,90.21,-0.022903856
11/02/2013,92.3,-0.014627062
08/02/2013,93.66,0.010626408
07/02/2013,92.67,-0.012439839
06/02/2013,93.83,-0.015755018
05/02/2013,95.32,0.001049648
04/02/2013,95.22,-0.027450064
01/02/2013,97.87,0.040451674
31/01/2013,93.99,-0.014365938
30/01/2013,95.35,0.00367744
29/01/2013,95,0.005277057
28/01/2013,94.5,-0.00190295
25/01/2013,94.68,0.001268231
24/01/2013,94.56,0.017065261
23/01/2013,92.96,-0.046656918
22/01/2013,97.4,-0.000205318
18/01/2013,97.42,0.000102654
17/01/2013,97.41,0.000205339
16/01/2013,97.39,-0.008486325
15/01/2013,98.22,-0.011439108
14/01/2013,99.35,-0.010413632
11/01/2013,100.39,-0.021482892
10/01/2013,102.57,0.022280101
09/01/2013,100.31,0.028515582
08/01/2013,97.49,0.00184805
07/01/2013,97.31,-0.003180632
04/01/2013,97.62,-0.008771091
03/01/2013,98.48,-0.015816579
02/01/2013,100.05,0.065145069
31/12/2012,93.74,0.014831008
28/12/2012,92.36,-0.013550051
27/12/2012,93.62,-0.00160094
26/12/2012,93.77,-0.017128776
24/12/2012,95.39,0.01595638
21/12/2012,93.88,-0.020871423
20/12/2012,95.86,0.008485725
19/12/2012,95.05,-0.02329314
18/12/2012,97.29,0.021821315
17/12/2012,95.19,0.018983549
14/12/2012,93.4,-0.007679219
13/12/2012,94.12,-0.010253248
12/12/2012,95.09,-0.001471207
11/12/2012,95.23,0.027466065
10/12/2012,92.65,0.01248998
07/12/2012,91.5,-0.022584568
06/12/2012,93.59,-0.005540771
05/12/2012,94.11,-0.011095375
04/12/2012,95.16,-0.000315209
03/12/2012,95.19,-0.008681609
30/11/2012,96.02,0.003860807
29/11/2012,95.65,-0.003860807
28/11/2012,96.02,0.022219626
27/11/2012,93.91,-0.001702309
26/11/2012,94.07,-0.006780405
23/11/2012,94.71,0.013286054
21/11/2012,93.46,-0.006399339
20/11/2012,94.06,0.017048609
19/11/2012,92.47,0.017014261
16/11/2012,90.91,0.02969631
15/11/2012,88.25,-0.013394314
14/11/2012,89.44,-0.021349188
13/11/2012,91.37,-0.006653965
12/11/2012,91.98,0.012911877
09/11/2012,90.8,0.023512142
08/11/2012,88.69,0.008151296
07/11/2012,87.97,-0.026363073
06/11/2012,90.32,-0.002984912
05/11/2012,90.59,0.016696737
02/11/2012,89.09,-0.036479884
01/11/2012,92.4,0.022103975
31/10/2012,90.38,-0.052586991
26/10/2012,95.26,-0.012414744
25/10/2012,96.45,0.030421798
24/10/2012,93.56,-0.075923339
23/10/2012,100.94,-0.030153038
22/10/2012,104.03,-0.033927185
19/10/2012,107.62,-0.05469301
18/10/2012,113.67,-0.008061027
17/10/2012,114.59,0.025185796
16/10/2012,111.74,0.002867899
15/10/2012,111.42,0.002066395
12/10/2012,111.19,-0.008685974
11/10/2012,112.16,0.006709333
10/10/2012,111.41,0.000987832
09/10/2012,111.3,-0.034787652
08/10/2012,115.24,-0.024938093
05/10/2012,118.15,0.00364608
04/10/2012,117.72,-0.000849113
03/10/2012,117.82,0.010151505
02/10/2012,116.63,0.00541634
01/10/2012,116,0.013889112
28/09/2012,114.4,0.010103315
27/09/2012,113.25,0.0114561
26/09/2012,111.96,-0.017179206
25/09/2012,113.9,0.008641267
24/09/2012,112.92,-0.011359256
21/09/2012,114.21,0.004211641
20/09/2012,113.73,-0.002108038
19/09/2012,113.97,0.007839723
18/09/2012,113.08,0.012010286
17/09/2012,111.73,0.011341256
14/09/2012,110.47,9.05264E-05
13/09/2012,110.46,0.012755275
12/09/2012,109.06,-0.005395285
11/09/2012,109.65,-0.003823052
10/09/2012,110.07,-0.004893974
07/09/2012,110.61,0.014387427
06/09/2012,109.03,0.020571519
05/09/2012,106.81,-0.014776534
04/09/2012,108.4,0.011038561
31/08/2012,107.21,0.015131157
30/08/2012,105.6,-0.009143675
29/08/2012,106.57,-0.009060825
28/08/2012,107.54,0.005594942
27/08/2012,106.94,0.001871959
24/08/2012,106.74,0.028893856
23/08/2012,103.7,-0.005097881
22/08/2012,104.23,0.025064456
21/08/2012,101.65,0.000590435
20/08/2012,101.59,-0.007062315
17/08/2012,102.31,-0.01262643
16/08/2012,103.61,-0.01665429
15/08/2012,105.35,0.012608821
14/08/2012,104.03,0.003370086
13/08/2012,103.68,0.002510866
10/08/2012,103.42,-0.002028496
09/08/2012,103.63,-0.010463258
08/08/2012,104.72,-0.003622156
07/08/2012,105.1,-0.00975248
06/08/2012,106.13,-0.007790175
03/08/2012,106.96,0.04454526
02/08/2012,102.3,-0.004097167
01/08/2012,102.72,-0.020523917
31/07/2012,104.85,0.002482813
30/07/2012,104.59,-0.04102467
27/07/2012,108.97,0.026313638
26/07/2012,106.14,0.009561298
25/07/2012,105.13,0.074115289
24/07/2012,97.62,-0.008364835
23/07/2012,98.44,-0.009201743
20/07/2012,99.35,-0.009716108
19/07/2012,100.32,0.002095495
18/07/2012,100.11,0.011452808
17/07/2012,98.97,0.014964396
16/07/2012,97.5,0.001539646
13/07/2012,97.35,0.001644906
12/07/2012,97.19,0.00526127
11/07/2012,96.68,-0.014682742
10/07/2012,98.11,-0.023371669
09/07/2012,100.43,-0.008131739
06/07/2012,101.25,-0.02091554
05/07/2012,103.39,-0.003379523
03/07/2012,103.74,-0.000867177
02/07/2012,103.83,0.044609375
29/06/2012,99.3,0.028706195
28/06/2012,96.49,-0.030316177
27/06/2012,99.46,0.021134703
26/06/2012,97.38,0.015314869
25/06/2012,95.9,-0.000521241
22/06/2012,95.95,0.0100556
21/06/2012,94.99,-0.029357432
20/06/2012,97.82,-0.008955891
19/06/2012,98.7,0.04815207
18/06/2012,94.06,0.008005593
15/06/2012,93.31,0.00375799
14/06/2012,92.96,0.014083214
13/06/2012,91.66,-0.022225535
12/06/2012,93.72,0.035514402
11/06/2012,90.45,-0.021654389
08/06/2012,92.43,0.022428597
07/06/2012,90.38,-0.005076713
06/06/2012,90.84,0.011514742
05/06/2012,89.8,0.015826134
04/06/2012,88.39,0.008977843
01/06/2012,87.6,-0.033342034
31/05/2012,90.57,-0.01229029
30/05/2012,91.69,-0.004135835
29/05/2012,92.07,-0.003794248
25/05/2012,92.42,-0.007330779
24/05/2012,93.1,0.027551152
23/05/2012,90.57,-0.021517951
22/05/2012,92.54,0.041704885
21/05/2012,88.76,0.052028842
18/05/2012,84.26,-0.001067552
17/05/2012,84.35,-0.030818361
16/05/2012,86.99,0.002993325
15/05/2012,86.73,0.008220017
14/05/2012,86.02,-0.003133889
11/05/2012,86.29,0.000811547
10/05/2012,86.22,0.022045921
09/05/2012,84.34,-0.016579838
08/05/2012,85.75,-0.007435842
07/05/2012,86.39,-0.010249413
04/05/2012,87.28,-0.041628269
03/05/2012,90.99,-0.013861068
02/05/2012,92.26,0.005761199
01/05/2012,91.73,0.01549056
30/04/2012,90.32,-0.002653695
27/04/2012,90.56,0.013115671
26/04/2012,89.38,-0.012010821
25/04/2012,90.46,0.017395622
24/04/2012,88.9,-0.033624048
23/04/2012,91.94,0.001959718
20/04/2012,91.76,0.008646691
19/04/2012,90.97,0.00672809
18/04/2012,90.36,0.007219446
17/04/2012,89.71,0.011660632
16/04/2012,88.67,-0.00393945
13/04/2012,89.02,-0.012059101
12/04/2012,90.1,0.003223837
11/04/2012,89.81,0.006591098
10/04/2012,89.22,-0.029378148
09/04/2012,91.88,-0.019294589
05/04/2012,93.67,0.009008104
04/04/2012,92.83,-0.011140983
03/04/2012,93.87,0.008773863
02/04/2012,93.05,0.002044
30/03/2012,92.86,0.017380407
29/03/2012,91.26,0.011461444
28/03/2012,90.22,-0.033354591
27/03/2012,93.28,-0.010981506
26/03/2012,94.31,0.005209176
23/03/2012,93.82,-0.002129473
22/03/2012,94.02,0.013060886
21/03/2012,92.8,0.030414772
20/03/2012,90.02,0.00233554
19/03/2012,89.81,0.008947605
16/03/2012,89.01,-0.005713341
15/03/2012,89.52,0.003917404
14/03/2012,89.17,-0.003805691
13/03/2012,89.51,0.018491901
12/03/2012,87.87,0.036388719
09/03/2012,84.73,-0.002122142
08/03/2012,84.91,0.012562384
07/03/2012,83.85,0.006821064
06/03/2012,83.28,-0.010986497
05/03/2012,84.2,-0.01251049
02/03/2012,85.26,0.008480616
01/03/2012,84.54,0.009627459
29/02/2012,83.73,-0.013287655
28/02/2012,84.85,0.012929425
27/02/2012,83.76,-0.010333247
24/02/2012,84.63,-0.015011423
23/02/2012,85.91,0.028932761
22/02/2012,83.46,0.01996799
21/02/2012,81.81,0.009950331
17/02/2012,81,-0.024391453
16/02/2012,83,0
15/02/2012,83,-0.00468779
14/02/2012,83.39,-0.011446411
13/02/2012,84.35,0.010727159
10/02/2012,83.45,0.037109104
09/02/2012,80.41,0.047367225
08/02/2012,76.69,-0.027268571
07/02/2012,78.81,-0.011856849
06/02/2012,79.75,0.010969031
03/02/2012,78.88,0.014043382
02/02/2012,77.78,0.005543752
01/02/2012,77.35,0.007656906
31/01/2012,76.76,0.023062233
30/01/2012,75.01,-0.005185837
27/01/2012,75.4,0.00598605
26/01/2012,74.95,0.000133431
25/01/2012,74.94,0.012893007
24/01/2012,73.98,-0.004719852
23/01/2012,74.33,0.010141389
20/01/2012,73.58,-0.028272802
19/01/2012,75.69,-0.017029492
18/01/2012,76.99,-0.001557431
17/01/2012,77.11,0.032824406
13/01/2012,74.62,0.004028473
12/01/2012,74.32,0.009191738
11/01/2012,73.64,-0.014023962
10/01/2012,74.68,0.005505217
09/01/2012,74.27,-0.002420657
06/01/2012,74.45,0.027783348
05/01/2012,72.41,0.02971487
04/01/2012,70.29,-0.003975584
03/01/2012,70.57,-0.013092325
30/12/2011,71.5,0.007299302
29/12/2011,70.98,0.000845666
28/12/2011,70.92,-0.008844025
27/12/2011,71.55,0.035131253
23/12/2011,69.08,0.025213883
22/12/2011,67.36,-0.002668645
21/12/2011,67.54,-0.021241552
20/12/2011,68.99,0.025693258
19/12/2011,67.24,0.013023161
16/12/2011,66.37,0.041531653
15/12/2011,63.67,0.010102691
14/12/2011,63.03,-0.012455817
13/12/2011,63.82,-0.020011526
12/12/2011,65.11,0.000768226
09/12/2011,65.06,0.013618285
08/12/2011,64.18,-0.004198094
07/12/2011,64.45,-0.009266476
06/12/2011,65.05,-0.000768344
05/12/2011,65.1,-0.028469518
02/12/2011,66.98,-0.033473472
01/12/2011,69.26,0.008700751
30/11/2011,68.66,0.039966695
29/11/2011,65.97,-0.022482961
28/11/2011,67.47,0.054833287
25/11/2011,63.87,-0.0155355
23/11/2011,64.87,-0.019993035
22/11/2011,66.18,0.027109402
21/11/2011,64.41,0.004512573
18/11/2011,64.12,-0.008850302
17/11/2011,64.69,-0.022620558
16/11/2011,66.17,-0.017230181
15/11/2011,67.32,0.007604599
14/11/2011,66.81,0.039071046
11/11/2011,64.25,0.010168253
10/11/2011,63.6,-0.007362765
09/11/2011,64.07,-0.011946461
08/11/2011,64.84,-0.012262569
07/11/2011,65.64,-0.006075353
04/11/2011,66.04,0.01280115
03/11/2011,65.2,-0.013860552
02/11/2011,66.11,-0.002417285
01/11/2011,66.27,-0.018538429
31/10/2011,67.51,-0.006202028
28/10/2011,67.93,0.005757748
27/10/2011,67.54,0.010268711
26/10/2011,66.85,-0.000897129
25/10/2011,66.91,-0.038841257
24/10/2011,69.56,0.017109305
21/10/2011,68.38,0.023976285
20/10/2011,66.76,0.010540679
19/10/2011,66.06,-0.009941338
18/10/2011,66.72,0.007673249
17/10/2011,66.21,-0.008871572
14/10/2011,66.8,-0.008645157
13/10/2011,67.38,0.021148145
12/10/2011,65.97,-0.042439603
11/10/2011,68.83,0.013898256
10/10/2011,67.88,0.040588767
07/10/2011,65.18,-0.007032593
06/10/2011,65.64,0.014269517
05/10/2011,64.71,0.031873332
04/10/2011,62.68,0.029301975
03/10/2011,60.87,-0.051079702
30/09/2011,64.06,-0.002650247
29/09/2011,64.23,-0.02566805
28/09/2011,65.9,-0.016404913
27/09/2011,66.99,0.012165052
26/09/2011,66.18,0.000453412
23/09/2011,66.15,0.042934327
22/09/2011,63.37,-0.036260558
21/09/2011,65.71,-0.007429342
20/09/2011,66.2,0.03614388
19/09/2011,63.85,0.028273802
16/09/2011,62.07,-0.031869522
15/09/2011,64.08,0.064288864
14/09/2011,60.09,0.003667893
13/09/2011,59.87,0.017863636
12/09/2011,58.81,0.012662729
09/09/2011,58.07,-0.027515323
08/09/2011,59.69,0.002516147
07/09/2011,59.54,-0.005025978
06/09/2011,59.84,0.050554755
02/09/2011,56.89,0.004580699
01/09/2011,56.63,-0.02304169
31/08/2011,57.95,0.006231628
30/08/2011,57.59,0.009946858
29/08/2011,57.02,0.041904072
26/08/2011,54.68,0.031394795
25/08/2011,52.99,-0.009765336
24/08/2011,53.51,0.033830668
23/08/2011,51.73,0.025848316
22/08/2011,50.41,-0.000991375
19/08/2011,50.46,0.002977079
18/08/2011,50.31,-0.028027312
17/08/2011,51.74,-0.013629158
16/08/2011,52.45,-0.012881406
15/08/2011,53.13,0.010215753
12/08/2011,52.59,0.038969746
11/08/2011,50.58,0.037056193
10/08/2011,48.74,-0.022518448
09/08/2011,49.85,0.036776361
08/08/2011,48.05,-0.053683775
05/08/2011,50.7,-0.005703624
04/08/2011,50.99,-0.073883813
03/08/2011,54.9,0.007129177
02/08/2011,54.51,-0.027146075
01/08/2011,56.01,-0.01400608
29/07/2011,56.8,0.005472694
28/07/2011,56.49,0
27/07/2011,56.49,-0.021193542
26/07/2011,57.7,-0.000693001
25/07/2011,57.74,-0.021248229
22/07/2011,58.98,0.038190386
21/07/2011,56.77,0.086995364
20/07/2011,52.04,-0.022045743
19/07/2011,53.2,0.02840721
18/07/2011,51.71,-0.012682722
15/07/2011,52.37,0.021228122
14/07/2011,51.27,0.000390168
13/07/2011,51.25,0.01652605
12/07/2011,50.41,0.000793808
11/07/2011,50.37,0.001390683
08/07/2011,50.3,0.037266362
07/07/2011,48.46,0.013503893
06/07/2011,47.81,-0.003132508
05/07/2011,47.96,0.009427115
01/07/2011,47.51,0.010154519
30/06/2011,47.03,0.005329935
29/06/2011,46.78,-0.001708672
28/06/2011,46.86,0.027476039
27/06/2011,45.59,0.017033926
24/06/2011,44.82,-0.010431789
23/06/2011,45.29,0.009985659
22/06/2011,44.84,-0.01042716
21/06/2011,45.31,0.006643071
20/06/2011,45.01,0.008926638
17/06/2011,44.61,-0.007147674
16/06/2011,44.93,-0.010846814
15/06/2011,45.42,-0.000440238
14/06/2011,45.44,-0.000659993
13/06/2011,45.47,-0.001099022
10/06/2011,45.52,-0.032633906
09/06/2011,47.03,-0.029540223
08/06/2011,48.44,0.01037569
07/06/2011,47.94,0.012383409
06/06/2011,47.35,0
03/06/2011,47.35,-0.015923236
02/06/2011,48.11,-0.000623377
01/06/2011,48.14,0.015069352
31/05/2011,47.42,0.026497277
27/05/2011,46.18,-0.002595157
26/05/2011,46.3,0.005197067
25/05/2011,46.06,0.001520913
24/05/2011,45.99,-0.028720362
23/05/2011,47.33,-0.702819249
20/05/2011,95.58,0.003983651
19/05/2011,95.2,-0.015219725
18/05/2011,96.66,-0.005468159
17/05/2011,97.19,0.008991844
16/05/2011,96.32,-0.032783125
13/05/2011,99.53,-0.013373453
12/05/2011,100.87,0.020127851
11/05/2011,98.86,-0.007557853
10/05/2011,99.61,0.020590007
09/05/2011,97.58,0.017470853
06/05/2011,95.89,0.018524896
05/05/2011,94.13,-0.009831466
04/05/2011,95.06,-0.018964828
03/05/2011,96.88,-0.007506848
02/05/2011,97.61,0.007610074
29/04/2011,96.87,-0.002062494
28/04/2011,97.07,0.005164234
27/04/2011,96.57,0.029529808
26/04/2011,93.76,-0.019434494
25/04/2011,95.6,-0.042594481
21/04/2011,99.76,-0.019948064
20/04/2011,101.77,0.036014695
19/04/2011,98.17,0.00152913
18/04/2011,98.02,-0.03281615
15/04/2011,101.29,0.001580872
14/04/2011,101.13,-0.001679593
13/04/2011,101.3,0.024179418
12/04/2011,98.88,0.000202286
11/04/2011,98.86,-0.034986673
08/04/2011,102.38,-0.007104999
07/04/2011,103.11,0.010823566
06/04/2011,102,-0.023161072
05/04/2011,104.39,0.035094741
04/04/2011,100.79,0.007868958
01/04/2011,100,0.013287894
31/03/2011,98.68,-0.007873262
30/03/2011,99.46,0.023602316
29/03/2011,97.14,0.038084854
28/03/2011,93.51,-0.013911975
25/03/2011,94.82,0.004439284
24/03/2011,94.4,0.007336166
23/03/2011,93.71,-0.007442093
22/03/2011,94.41,-0.002010476
21/03/2011,94.6,0.008812501
18/03/2011,93.77,0.000960256
17/03/2011,93.68,-0.003303674
16/03/2011,93.99,-0.01331662
15/03/2011,95.25,-0.025908185
14/03/2011,97.75,-0.004796662
11/03/2011,98.22,0.009822056
10/03/2011,97.26,-0.025078729
09/03/2011,99.73,0.001203973
08/03/2011,99.61,0.012120136
07/03/2011,98.41,0.000711563
04/03/2011,98.34,-0.011425229
03/03/2011,99.47,0.010612056
02/03/2011,98.42,0.014223826
01/03/2011,97.03,0.007759596
28/02/2011,96.28,0.014226181
25/02/2011,94.92,0.029399734
24/02/2011,92.17,-0.001951009
23/02/2011,92.35,-0.011626786
22/02/2011,93.43,-0.012867727
18/02/2011,94.64,0.013510125
17/02/2011,93.37,0.010334897
16/02/2011,92.41,0.025537034
15/02/2011,90.08,0.001666574
14/02/2011,89.93,-0.001333482
11/02/2011,90.05,0.00122229
10/02/2011,89.94,0.043401109
09/02/2011,86.12,-0.003246003
08/02/2011,86.4,0.024724442
07/02/2011,84.29,-0.008152701
04/02/2011,84.98,0.015296439
03/02/2011,83.69,-0.019172185
02/02/2011,85.31,-0.003977544
01/02/2011,85.65,0.021597582
31/01/2011,83.82,0.017814626
28/01/2011,82.34,-0.032147119
